,The Art Of Flying,Elite Icon,Kalashani Lad,Kaliuwaa Falls,Joltin Joe,In Due Time,Rockcliff,Jezoulenko
11-01-2023 18:24:35.942721,"(4.6, 5.8, 5.701851851851852)","(3.5, 4.1, 4.042664092664093)","(7.0, 7.6, 7.541509433962264)","(10.0, 12.0, 11.642857142857142)","(12.0, 15.5, 15.188172043010752)","(5.0, 6.2, 6.112703583061889)","(51.0, 100.0, 92.3076923076923)","(7.0, 8.2, 8.145922746781116)"
11-01-2023 18:24:37.047813,"(4.6, 5.8, 5.736904761904762)","(3.5, 4.1, 4.039449541284403)","(7.0, 7.6, 7.541509433962264)","(10.0, 12.0, 11.642857142857142)","(12.0, 15.5, 15.173267326732674)","(5.0, 6.2, 6.112703583061889)","(51.0, 100.0, 92.3076923076923)","(7.0, 8.2, 8.161933534743202)"
11-01-2023 18:24:38.111216,"(4.6, 5.8, 5.702158273381295)","(3.5, 4.0, 3.983787878787879)","(7.0, 7.8, 7.658461538461538)","(10.0, 12.5, 12.117021276595745)","(12.0, 15.5, 15.173267326732674)","(5.0, 6.2, 6.112703583061889)","(51.0, 100.0, 92.3076923076923)","(7.0, 8.2, 8.161933534743202)"
11-01-2023 18:24:39.289763,"(4.6, 5.8, 5.702158273381295)","(3.5, 4.0, 3.983787878787879)","(7.0, 7.8, 7.658461538461538)","(10.0, 12.5, 12.098214285714286)","(12.0, 15.5, 15.173267326732674)","(5.0, 6.2, 6.112703583061889)","(51.0, 100.0, 92.3076923076923)","(7.0, 8.2, 8.161933534743202)"
11-01-2023 18:24:40.392886,"(4.6, 5.8, 5.702158273381295)","(3.5, 4.0, 3.985921052631579)","(7.0, 7.8, 7.65625)","(10.0, 12.5, 12.048245614035087)","(12.0, 15.5, 15.173267326732674)","(5.0, 6.2, 6.112703583061889)","(51.0, 100.0, 92.3076923076923)","(7.0, 8.2, 8.161933534743202)"
11-01-2023 18:24:41.428828,"(4.6, 5.8, 5.683760683760683)","(3.5, 4.0, 3.985921052631579)","(7.0, 7.8, 7.65625)","(10.0, 12.5, 12.048245614035087)","(12.0, 15.5, 15.173267326732674)","(5.0, 6.2, 6.112703583061889)","(51.0, 100.0, 92.3076923076923)","(7.0, 8.2, 8.165853658536586)"
11-01-2023 18:24:42.396560,"(4.6, 5.8, 5.683760683760683)","(3.5, 4.0, 3.985921052631579)","(7.0, 7.8, 7.628205128205128)","(10.0, 12.5, 12.048245614035087)","(12.0, 15.5, 15.173267326732674)","(5.5, 6.2, 6.112703583061889)","(51.0, 100.0, 92.3076923076923)","(7.0, 8.2, 8.165853658536586)"
11-01-2023 18:24:43.425934,"(4.6, 5.8, 5.719047619047619)","(3.6, 4.0, 3.9827140549273023)","(6.5, 7.8, 7.630379746835443)","(10.0, 12.5, 12.049107142857142)","(12.0, 15.5, 15.19158878504673)","(5.5, 6.2, 6.146044098573282)","(51.0, 100.0, 87.5)","(7.0, 8.2, 7.750354609929078)"
11-01-2023 18:24:44.554711,"(4.6, 5.8, 5.758267716535433)","(3.6, 3.95, 3.929449152542373)","(6.5, 7.8, 7.791973244147157)","(10.0, 12.5, 12.138709677419355)","(12.0, 15.5, 15.240157480314961)","(5.5, 6.2, 6.133333333333334)","(51.0, 100.0, 92.5)","(7.0, 7.8, 7.835714285714285)"
11-01-2023 18:24:45.684721,"(4.6, 5.8, 5.762142857142857)","(3.6, 3.9, 3.895727482678984)","(6.5, 8.2, 8.046153846153846)","(10.0, 12.5, 12.166666666666666)","(12.0, 15.5, 15.240157480314961)","(5.5, 6.2, 6.133333333333334)","(51.0, 100.0, 93.33333333333333)","(7.0, 8.0, 7.85625)"
11-01-2023 18:24:46.780923,"(4.6, 5.8, 5.762142857142857)","(3.6, 3.9, 3.896509433962264)","(6.5, 8.2, 8.020967741935484)","(10.0, 12.5, 12.166666666666666)","(12.0, 15.5, 15.260683760683762)","(5.5, 6.2, 6.133333333333334)","(51.0, 100.0, 93.33333333333333)","(7.0, 8.0, 7.873972602739726)"
11-01-2023 18:24:47.856845,"(4.6, 5.8, 5.762142857142857)","(3.6, 3.9, 3.8962474645030425)","(6.5, 8.2, 8.020967741935484)","(10.0, 12.5, 12.166666666666666)","(12.0, 15.5, 15.0)","(5.5, 6.2, 6.133333333333334)","(51.0, 100.0, 92.0)","(7.0, 8.0, 7.882685512367491)"
11-01-2023 18:24:48.907181,"(4.6, 5.8, 5.757258064516129)","(3.6, 3.95, 3.9445736434108527)","(6.5, 8.2, 8.0224)","(10.0, 12.5, 12.23248407643312)","(12.0, 15.0, 14.732432432432432)","(5.5, 6.2, 6.139130434782609)","(51.0, 100.0, 92.0)","(7.0, 8.0, 7.894603174603175)"
11-01-2023 18:24:50.054780,"(4.6, 5.8, 5.726851851851852)","(3.6, 3.95, 3.9430091185410334)","(6.5, 8.2, 8.039130434782608)","(10.0, 12.5, 12.552631578947368)","(12.0, 15.0, 14.720338983050848)","(5.5, 6.2, 6.139130434782609)","(51.0, 100.0, 92.0)","(7.0, 8.0, 7.894603174603175)"
11-01-2023 18:24:51.123135,"(4.6, 5.8, 5.726851851851852)","(3.6, 3.95, 3.9466996699669967)","(6.5, 8.2, 8.039130434782608)","(10.0, 13.0, 12.550632911392405)","(12.0, 15.0, 14.70855614973262)","(5.5, 6.2, 6.143769309989701)","(51.0, 100.0, 88.57142857142857)","(7.0, 8.0, 7.882066869300912)"
11-01-2023 18:24:52.357625,"(4.6, 5.8, 5.7205673758865245)","(3.6, 3.95, 3.936375321336761)","(6.5, 8.2, 8.038028169014085)","(10.0, 13.0, 12.52027027027027)","(12.0, 15.0, 14.73798076923077)","(5.5, 6.2, 6.143769309989701)","(51.0, 100.0, 88.57142857142857)","(7.0, 8.0, 7.882066869300912)"
11-01-2023 18:24:53.614910,"(4.6, 5.8, 5.7205673758865245)","(3.6, 3.95, 3.936375321336761)","(6.5, 8.2, 8.09252336448598)","(10.0, 13.0, 12.52027027027027)","(12.0, 15.0, 14.73798076923077)","(5.5, 6.2, 6.143478260869565)","(51.0, 100.0, 88.57142857142857)","(7.0, 8.0, 7.874556213017751)"
11-01-2023 18:24:54.838470,"(4.6, 5.8, 5.7205673758865245)","(3.6, 3.95, 3.936375321336761)","(6.5, 8.2, 8.094285714285714)","(10.0, 13.0, 12.52027027027027)","(12.0, 15.0, 14.73798076923077)","(5.5, 6.2, 6.142887029288703)","(51.0, 100.0, 90.0)","(7.0, 8.0, 7.8448)"
11-01-2023 18:24:56.109268,"(4.6, 5.8, 5.7145038167938935)","(3.6, 3.95, 3.930913978494624)","(6.5, 8.2, 8.094285714285714)","(10.0, 13.0, 12.52027027027027)","(12.0, 15.0, 14.680981595092025)","(5.5, 6.2, 6.143653250773994)","(51.0, 100.0, 115.0)","(7.0, 8.0, 7.948812664907652)"
11-01-2023 18:24:57.273132,"(4.6, 5.8, 5.7145038167938935)","(3.6, 3.95, 3.930913978494624)","(6.5, 8.2, 8.094285714285714)","(10.0, 13.0, 12.52027027027027)","(12.0, 15.0, 14.680981595092025)","(5.5, 6.2, 6.143653250773994)","(51.0, 140.0, 108.0)","(7.0, 8.0, 7.948812664907652)"
11-01-2023 18:24:58.453180,"(4.6, 5.8, 5.7145038167938935)","(3.6, 3.95, 3.930913978494624)","(6.5, 8.2, 8.094285714285714)","(10.0, 13.0, 12.577380952380953)","(12.0, 15.0, 14.680981595092025)","(5.5, 6.2, 6.143653250773994)","(51.0, 140.0, 108.0)","(7.0, 8.0, 7.953477218225419)"
11-01-2023 18:24:59.626246,"(4.6, 5.8, 5.7145038167938935)","(3.6, 3.95, 3.9184444444444444)","(6.5, 8.2, 8.094285714285714)","(10.0, 13.0, 12.577380952380953)","(12.0, 15.0, 14.680981595092025)","(5.5, 6.2, 6.152786885245902)","(51.0, 140.0, 108.0)","(7.0, 8.0, 7.953477218225419)"
11-01-2023 18:25:00.801773,"(4.6, 5.8, 5.713475177304964)","(3.6, 3.95, 3.9184444444444444)","(6.5, 8.2, 8.094285714285714)","(10.0, 13.0, 12.577380952380953)","(12.0, 15.0, 14.680981595092025)","(5.5, 6.2, 6.152786885245902)","(51.0, 140.0, 108.0)","(7.0, 8.0, 7.953477218225419)"
11-01-2023 18:25:01.944557,"(4.6, 5.8, 5.713475177304964)","(3.5, 3.95, 3.9184444444444444)","(6.5, 8.2, 8.094285714285714)","(10.0, 13.0, 12.577380952380953)","(12.0, 15.0, 14.680981595092025)","(5.5, 6.2, 6.152786885245902)","(51.0, 140.0, 118.88888888888889)","(7.0, 8.0, 7.953477218225419)"
11-01-2023 18:25:03.123056,"(4.6, 5.8, 5.713475177304964)","(3.5, 3.95, 3.9366022099447515)","(6.5, 8.2, 8.094285714285714)","(10.0, 13.0, 12.577380952380953)","(12.0, 15.0, 14.680981595092025)","(5.5, 6.2, 6.152786885245902)","(51.0, 130.0, 103.33333333333334)","(7.0, 8.0, 7.953809523809523)"
11-01-2023 18:25:04.328586,"(4.6, 5.8, 5.705)","(3.5, 3.95, 3.938324873096447)","(6.5, 8.2, 8.098630136986301)","(10.0, 13.0, 12.2073732718894)","(12.0, 15.0, 14.729166666666666)","(5.5, 6.2, 6.152786885245902)","(51.0, 120.0, 108.0)","(7.0, 8.0, 7.941201716738197)"
11-01-2023 18:25:05.556582,"(4.6, 5.7, 5.680672268907563)","(3.5, 3.95, 3.938324873096447)","(6.5, 8.2, 8.098630136986301)","(10.0, 12.5, 12.2073732718894)","(12.0, 15.0, 14.729166666666666)","(5.5, 6.2, 6.152786885245902)","(51.0, 120.0, 106.66666666666667)","(7.0, 8.0, 7.941201716738197)"
11-01-2023 18:25:06.845266,"(4.6, 5.7, 5.683088235294118)","(3.5, 3.95, 3.938324873096447)","(6.5, 8.2, 8.121256038647342)","(10.0, 12.5, 12.2073732718894)","(12.0, 15.0, 14.702857142857143)","(5.5, 6.2, 6.152786885245902)","(51.0, 130.0, 120.0)","(7.0, 8.0, 7.941201716738197)"
11-01-2023 18:25:08.075739,"(4.6, 5.7, 5.683088235294118)","(3.5, 3.95, 3.938324873096447)","(6.5, 8.2, 8.121256038647342)","(10.0, 12.5, 12.2073732718894)","(12.0, 15.0, 14.702857142857143)","(5.5, 6.2, 6.152786885245902)","(51.0, 130.0, 120.0)","(7.0, 8.0, 7.941201716738197)"
11-01-2023 18:25:09.284579,"(4.6, 5.7, 5.683088235294118)","(3.5, 3.95, 3.943266475644699)","(6.5, 8.2, 8.120293398533008)","(10.0, 12.5, 12.196172248803828)","(12.0, 15.0, 14.702857142857143)","(5.5, 6.2, 6.146035805626599)","(51.0, 130.0, 120.0)","(7.0, 8.0, 7.941201716738197)"
11-01-2023 18:25:10.447981,"(4.6, 5.8, 5.676094276094275)","(3.5, 3.95, 3.943266475644699)","(6.5, 8.2, 8.11829573934837)","(10.0, 12.5, 12.196172248803828)","(12.0, 15.0, 14.702857142857143)","(5.5, 6.2, 6.142032967032967)","(51.0, 130.0, 113.84615384615384)","(7.0, 8.0, 7.941201716738197)"
11-01-2023 18:25:11.584824,"(4.6, 5.8, 5.676094276094275)","(3.5, 3.95, 3.943266475644699)","(6.5, 8.2, 8.11829573934837)","(10.0, 12.5, 12.196172248803828)","(12.0, 15.0, 14.702857142857143)","(5.5, 6.2, 6.142032967032967)","(51.0, 130.0, 113.84615384615384)","(7.0, 8.0, 8.024190800681431)"
11-01-2023 18:25:12.689605,"(4.6, 5.8, 5.676094276094275)","(3.5, 3.95, 3.936473429951691)","(6.5, 8.2, 8.11829573934837)","(10.0, 12.5, 12.196172248803828)","(12.0, 15.0, 14.702857142857143)","(5.5, 6.2, 6.151803751803752)","(51.0, 130.0, 113.84615384615384)","(7.0, 8.2, 8.030263157894737)"
11-01-2023 18:25:13.766356,"(4.6, 5.8, 5.676094276094275)","(3.5, 3.95, 3.93560411311054)","(6.5, 8.2, 8.122279792746113)","(10.0, 12.5, 12.197115384615385)","(12.0, 15.0, 14.731958762886597)","(5.5, 6.2, 6.151803751803752)","(51.0, 130.0, 113.84615384615384)","(7.0, 8.2, 8.028880866425993)"
11-01-2023 18:25:14.812226,"(4.6, 5.8, 5.680714285714285)","(3.5, 3.95, 3.93854748603352)","(6.5, 8.2, 8.125187032418951)","(10.0, 12.5, 12.22905027932961)","(12.0, 15.0, 14.731958762886597)","(5.5, 6.2, 6.151803751803752)","(51.0, 130.0, 113.84615384615384)","(7.0, 8.2, 8.028880866425993)"
11-01-2023 18:25:15.876230,"(4.6, 5.8, 5.680714285714285)","(3.5, 3.95, 3.93854748603352)","(6.5, 8.2, 8.125187032418951)","(10.0, 12.5, 12.222826086956522)","(12.0, 15.0, 14.731958762886597)","(5.5, 6.2, 6.143676222596965)","(51.0, 130.0, 113.84615384615384)","(7.0, 8.2, 8.028880866425993)"
11-01-2023 18:25:17.034001,"(4.6, 5.8, 5.680714285714285)","(3.5, 3.95, 3.93854748603352)","(6.5, 8.2, 8.125187032418951)","(10.0, 12.5, 12.222826086956522)","(12.0, 15.0, 14.672955974842766)","(5.5, 6.2, 6.14125636672326)","(51.0, 130.0, 113.84615384615384)","(7.0, 8.2, 8.03010752688172)"
11-01-2023 18:25:18.226359,"(4.6, 5.8, 5.679856115107913)","(3.5, 3.95, 3.9375)","(6.5, 8.2, 8.130232558139534)","(10.0, 12.5, 12.222826086956522)","(12.0, 15.0, 14.672955974842766)","(5.5, 6.2, 6.14125636672326)","(51.0, 130.0, 110.9090909090909)","(7.0, 8.2, 8.03010752688172)"
11-01-2023 18:25:19.376083,"(4.6, 5.8, 5.679856115107913)","(3.5, 3.95, 3.9373626373626376)","(6.5, 8.2, 8.130232558139534)","(10.0, 12.5, 12.222826086956522)","(12.0, 15.0, 14.672955974842766)","(5.5, 6.2, 6.14125636672326)","(51.0, 130.0, 110.9090909090909)","(7.0, 8.2, 8.03010752688172)"
11-01-2023 18:25:20.512591,"(4.6, 5.8, 5.679856115107913)","(3.5, 3.95, 3.9373626373626376)","(6.5, 8.2, 8.130232558139534)","(10.0, 12.5, 12.222826086956522)","(12.0, 15.0, 14.672955974842766)","(5.5, 6.2, 6.132247557003257)","(51.0, 130.0, 110.9090909090909)","(7.0, 8.2, 8.040939597315436)"
11-01-2023 18:25:21.792449,"(4.6, 5.8, 5.679856115107913)","(3.5, 3.95, 3.9373626373626376)","(6.5, 8.2, 8.130232558139534)","(10.0, 12.5, 12.222826086956522)","(12.0, 15.0, 14.357456140350877)","(5.5, 6.2, 6.132247557003257)","(51.0, 130.0, 110.9090909090909)","(7.0, 8.2, 8.040939597315436)"
11-01-2023 18:25:22.936033,"(4.6, 5.8, 5.686006825938566)","(3.5, 3.95, 3.9373626373626376)","(6.5, 8.2, 8.131455399061032)","(10.0, 12.5, 12.222826086956522)","(12.0, 14.5, 14.357456140350877)","(5.5, 6.2, 6.132247557003257)","(51.0, 130.0, 110.9090909090909)","(7.0, 8.2, 8.033224755700326)"
11-01-2023 18:25:24.110164,"(4.6, 5.8, 5.686006825938566)","(3.5, 3.95, 3.9373626373626376)","(6.5, 8.2, 8.120171673819742)","(10.0, 12.5, 12.222826086956522)","(12.0, 14.5, 14.351598173515981)","(5.5, 6.2, 6.132247557003257)","(51.0, 130.0, 113.33333333333333)","(7.0, 8.2, 8.028187919463088)"
11-01-2023 18:25:25.333966,"(4.6, 5.8, 5.686006825938566)","(3.5, 3.95, 3.94822695035461)","(6.5, 8.2, 8.121848739495798)","(10.0, 12.5, 12.222826086956522)","(12.0, 14.5, 14.351598173515981)","(5.5, 6.2, 6.132247557003257)","(51.0, 130.0, 113.33333333333333)","(7.0, 8.2, 8.028187919463088)"
11-01-2023 18:25:26.513184,"(4.6, 5.8, 5.682035928143713)","(3.5, 3.95, 3.954183006535948)","(6.5, 8.2, 8.121848739495798)","(10.0, 12.5, 12.235751295336788)","(12.0, 14.5, 14.351598173515981)","(5.5, 6.2, 6.131914893617021)","(51.0, 130.0, 113.33333333333333)","(7.0, 8.2, 8.028187919463088)"
11-01-2023 18:25:27.719098,"(4.6, 5.7, 5.627906976744186)","(3.5, 4.0, 3.9316764132553605)","(6.5, 8.2, 8.116517857142856)","(10.0, 12.5, 12.585365853658537)","(12.0, 14.5, 14.351598173515981)","(5.5, 6.2, 6.131914893617021)","(51.0, 130.0, 113.33333333333333)","(7.0, 8.2, 8.026440677966102)"
11-01-2023 18:25:28.942991,"(4.6, 5.6, 5.581976744186046)","(3.5, 4.0, 3.946829971181556)","(6.5, 8.2, 8.116517857142856)","(10.0, 13.0, 12.612021857923498)","(12.0, 14.5, 14.351598173515981)","(5.5, 6.2, 6.131914893617021)","(51.0, 130.0, 120.9090909090909)","(7.0, 8.2, 8.026440677966102)"
11-01-2023 18:25:30.207924,"(4.6, 5.7, 5.59718875502008)","(3.5, 3.95, 3.946829971181556)","(6.5, 8.2, 8.116517857142856)","(10.0, 13.0, 12.612021857923498)","(12.0, 14.5, 14.548042704626335)","(5.5, 6.2, 6.118590998043053)","(51.0, 130.0, 120.0)","(7.0, 8.2, 8.046246246246247)"
11-01-2023 18:25:31.384988,"(4.6, 5.7, 5.59718875502008)","(3.5, 3.95, 3.949097472924188)","(6.5, 8.2, 8.12142857142857)","(10.0, 13.0, 12.612021857923498)","(12.0, 15.0, 14.518939393939394)","(5.5, 6.2, 6.104302925989673)","(51.0, 130.0, 120.0)","(7.0, 8.2, 8.047619047619047)"
11-01-2023 18:25:32.668938,"(4.6, 5.7, 5.59718875502008)","(3.5, 3.95, 3.949097472924188)","(6.5, 8.2, 8.12142857142857)","(10.0, 13.0, 12.612021857923498)","(12.0, 15.0, 14.511538461538462)","(5.5, 6.2, 6.104302925989673)","(51.0, 130.0, 120.0)","(7.0, 8.2, 8.065134099616857)"
11-01-2023 18:25:34.059966,"(4.6, 5.7, 5.585815602836879)","(3.5, 3.95, 3.949097472924188)","(6.5, 8.2, 8.12142857142857)","(10.0, 13.0, 12.344444444444445)","(12.0, 15.0, 14.579470198675496)","(5.5, 6.2, 6.104302925989673)","(51.0, 130.0, 120.0)","(7.0, 8.2, 8.078200692041522)"
11-01-2023 18:25:35.413573,"(4.6, 5.7, 5.585815602836879)","(3.5, 3.95, 3.949097472924188)","(6.5, 8.2, 8.12142857142857)","(10.0, 12.5, 12.752717391304348)","(12.0, 15.0, 14.511538461538462)","(5.5, 6.2, 6.105854800936768)","(51.0, 130.0, 113.63636363636364)","(7.0, 8.2, 8.090342679127726)"
11-01-2023 18:25:36.712400,"(4.6, 5.7, 5.572222222222222)","(3.5, 3.95, 3.9300884955752213)","(6.5, 8.2, 8.12142857142857)","(10.0, 13.0, 12.752717391304348)","(12.0, 15.0, 14.511538461538462)","(5.5, 6.2, 6.114649681528663)","(51.0, 130.0, 117.14285714285714)","(7.0, 8.2, 8.090342679127726)"
11-01-2023 18:25:38.010045,"(4.6, 5.7, 5.569349845201239)","(3.5, 3.95, 3.9336633663366336)","(6.5, 8.2, 8.112206572769953)","(10.0, 13.0, 12.756906077348066)","(12.0, 15.0, 14.511538461538462)","(5.5, 6.2, 6.114649681528663)","(51.0, 130.0, 117.14285714285714)","(7.0, 8.2, 8.090342679127726)"
11-01-2023 18:25:39.383946,"(4.6, 5.7, 5.569349845201239)","(3.5, 3.95, 3.9336633663366336)","(6.5, 8.2, 8.112206572769953)","(10.0, 13.0, 12.756906077348066)","(12.0, 15.0, 14.538181818181819)","(5.5, 6.2, 6.114649681528663)","(51.0, 130.0, 118.46153846153845)","(7.0, 8.2, 8.095375722543352)"
11-01-2023 18:25:40.727531,"(4.6, 5.7, 5.569349845201239)","(3.5, 3.95, 3.9336633663366336)","(6.5, 8.2, 8.105793450881611)","(10.0, 13.0, 12.75)","(12.0, 15.0, 14.559027777777779)","(5.5, 6.2, 6.114649681528663)","(51.0, 130.0, 118.46153846153845)","(7.0, 8.2, 8.094460641399417)"
11-01-2023 18:25:41.990641,"(4.6, 5.7, 5.569349845201239)","(3.5, 3.95, 3.9336633663366336)","(6.5, 8.2, 8.104102564102563)","(10.0, 13.0, 12.75)","(12.0, 15.0, 14.559027777777779)","(5.5, 6.2, 6.096091954022989)","(51.0, 130.0, 119.28571428571428)","(7.0, 8.2, 8.094460641399417)"
11-01-2023 18:25:43.201207,"(4.6, 5.7, 5.569349845201239)","(3.5, 3.95, 3.934961439588689)","(6.5, 8.2, 8.1065)","(10.0, 13.0, 12.75)","(12.0, 15.0, 14.38341968911917)","(5.5, 6.2, 6.092517006802721)","(51.0, 130.0, 119.28571428571428)","(7.0, 8.2, 8.095375722543352)"
11-01-2023 18:25:44.324522,"(4.6, 5.7, 5.569349845201239)","(3.5, 3.95, 3.934961439588689)","(6.5, 8.2, 8.1065)","(10.0, 13.0, 12.75)","(12.0, 14.5, 14.38341968911917)","(5.5, 6.2, 6.092517006802721)","(51.0, 130.0, 119.28571428571428)","(7.0, 8.2, 8.09880239520958)"
11-01-2023 18:25:45.435411,"(4.6, 5.7, 5.569349845201239)","(3.5, 3.95, 3.935142118863049)","(6.5, 8.2, 8.110739856801908)","(10.0, 13.0, 12.75)","(12.0, 14.5, 14.368421052631579)","(5.5, 6.2, 6.092517006802721)","(51.0, 130.0, 119.28571428571428)","(7.0, 8.2, 8.09880239520958)"
11-01-2023 18:25:46.578807,"(4.6, 5.7, 5.569349845201239)","(3.5, 3.95, 3.935142118863049)","(6.5, 8.2, 8.110739856801908)","(10.0, 13.0, 12.75)","(12.0, 14.5, 14.368421052631579)","(5.5, 6.2, 6.090023201856148)","(51.0, 130.0, 119.28571428571428)","(7.0, 8.2, 8.10287356321839)"
11-01-2023 18:25:47.791647,"(4.6, 5.6, 5.562222222222222)","(3.5, 3.95, 3.9307996051332674)","(6.5, 8.2, 8.110739856801908)","(10.0, 13.0, 12.75)","(12.0, 14.5, 14.379518072289157)","(5.0, 6.2, 6.090023201856148)","(51.0, 130.0, 119.28571428571428)","(7.0, 8.2, 8.10287356321839)"
11-01-2023 18:25:49.056216,"(4.6, 5.6, 5.534782608695652)","(3.5, 4.0, 3.955856423173804)","(6.5, 8.2, 8.112)","(10.0, 13.0, 12.75)","(12.0, 14.5, 14.379518072289157)","(5.0, 6.2, 6.090023201856148)","(51.0, 130.0, 119.28571428571428)","(7.0, 8.2, 8.10287356321839)"
11-01-2023 18:25:50.302446,"(4.6, 5.6, 5.534782608695652)","(3.5, 4.0, 3.955856423173804)","(6.5, 8.2, 8.096442687747036)","(10.0, 13.0, 12.75)","(12.0, 14.5, 14.379518072289157)","(5.0, 6.2, 6.090023201856148)","(51.0, 130.0, 119.28571428571428)","(7.0, 8.2, 8.10287356321839)"
11-01-2023 18:25:51.505921,"(4.6, 5.6, 5.534782608695652)","(3.5, 4.0, 3.9578725961538463)","(6.5, 8.2, 8.096442687747036)","(10.0, 13.0, 12.717948717948717)","(12.0, 14.5, 14.35)","(5.0, 6.2, 6.090023201856148)","(51.0, 130.0, 119.28571428571428)","(7.0, 8.2, 8.063709677419354)"
11-01-2023 18:25:52.616992,"(4.6, 5.6, 5.534782608695652)","(3.5, 4.0, 3.9580171358629133)","(6.5, 8.2, 8.096442687747036)","(10.0, 13.0, 12.717948717948717)","(12.0, 14.5, 14.371951219512194)","(5.0, 6.2, 6.0992327365728904)","(51.0, 130.0, 119.28571428571428)","(7.0, 8.2, 8.061855670103093)"
11-01-2023 18:25:53.747740,"(4.6, 5.6, 5.537209302325581)","(3.5, 4.0, 3.9602088167053364)","(6.5, 8.2, 8.100757575757575)","(10.0, 13.0, 12.733333333333333)","(12.0, 14.5, 14.414965986394558)","(5.0, 6.2, 6.092184368737475)","(51.0, 130.0, 106.25)","(7.0, 8.2, 8.069902912621359)"
11-01-2023 18:25:54.863379,"(4.6, 5.6, 5.505263157894737)","(3.5, 4.0, 3.9602088167053364)","(6.5, 8.2, 8.093279022403259)","(10.0, 13.0, 12.716129032258065)","(12.0, 14.5, 14.414965986394558)","(5.0, 6.2, 6.0862579281183935)","(51.0, 110.0, 107.5)","(7.0, 8.2, 8.069902912621359)"
11-01-2023 18:25:56.043564,"(4.6, 5.6, 5.505263157894737)","(3.5, 4.0, 3.958624849215923)","(6.5, 8.2, 8.093279022403259)","(10.0, 13.0, 12.716129032258065)","(12.0, 14.5, 14.414965986394558)","(5.0, 6.2, 6.0862579281183935)","(51.0, 110.0, 107.5)","(7.0, 8.2, 8.069902912621359)"
11-01-2023 18:25:57.345155,"(4.6, 5.6, 5.505263157894737)","(3.5, 4.0, 3.958532219570406)","(6.5, 8.2, 8.10442105263158)","(10.0, 13.0, 12.716129032258065)","(12.0, 14.5, 14.414965986394558)","(5.0, 6.2, 6.086736842105263)","(51.0, 110.0, 107.5)","(7.0, 8.2, 8.070739549839228)"
11-01-2023 18:25:58.602725,"(4.6, 5.6, 5.505263157894737)","(3.5, 4.0, 3.958532219570406)","(6.5, 8.2, 8.10639175257732)","(10.0, 13.0, 12.716129032258065)","(12.0, 14.5, 14.414965986394558)","(5.0, 6.2, 6.086736842105263)","(51.0, 110.0, 107.5)","(7.0, 8.2, 8.070739549839228)"
11-01-2023 18:25:59.867158,"(4.6, 5.6, 5.505263157894737)","(3.5, 4.0, 3.958532219570406)","(6.5, 8.2, 8.103006012024048)","(10.0, 13.0, 12.716129032258065)","(12.0, 14.5, 14.414965986394558)","(5.0, 6.2, 6.086736842105263)","(51.0, 110.0, 107.5)","(7.0, 8.2, 8.084813753581662)"
11-01-2023 18:26:01.252315,"(4.6, 5.6, 5.505263157894737)","(3.5, 4.0, 3.956179066834805)","(6.5, 8.2, 8.103006012024048)","(10.0, 13.0, 12.716129032258065)","(12.0, 14.5, 14.414965986394558)","(5.0, 6.2, 6.086736842105263)","(51.0, 110.0, 101.0)","(7.0, 8.2, 8.088888888888889)"
11-01-2023 18:26:02.717566,"(4.6, 5.6, 5.50431654676259)","(3.5, 4.0, 3.956194690265487)","(6.5, 8.2, 8.088735632183909)","(10.0, 13.0, 12.716129032258065)","(12.0, 14.5, 14.414965986394558)","(5.0, 6.2, 6.095533980582524)","(51.0, 110.0, 101.0)","(7.0, 8.2, 8.088888888888889)"
11-01-2023 18:26:04.141034,"(4.6, 5.6, 5.526086956521739)","(3.5, 4.0, 3.956422018348624)","(6.5, 8.2, 7.984126984126984)","(10.0, 13.0, 12.667431192660551)","(12.0, 14.5, 14.576779026217228)","(5.0, 6.2, 6.104099821746881)","(51.0, 110.0, 104.70588235294117)","(7.0, 8.2, 8.088888888888889)"
11-01-2023 18:26:05.559307,"(4.6, 5.6, 5.564583333333333)","(3.5, 4.0, 3.963418079096045)","(6.5, 8.0, 7.8336)","(10.0, 13.0, 12.667431192660551)","(12.0, 15.0, 14.596428571428572)","(5.0, 6.2, 6.104099821746881)","(51.0, 110.0, 104.70588235294117)","(7.0, 8.2, 8.087195121951218)"
11-01-2023 18:26:07.047388,"(4.6, 5.7, 5.6017241379310345)","(3.5, 4.0, 3.963418079096045)","(6.5, 8.0, 7.8)","(10.0, 13.0, 12.691489361702128)","(12.0, 15.0, 14.551155115511552)","(5.0, 6.2, 6.118505338078292)","(51.0, 110.0, 105.71428571428571)","(7.0, 8.2, 8.087195121951218)"
11-01-2023 18:26:08.403045,"(4.6, 5.7, 5.602214022140221)","(3.5, 4.0, 3.9663697104677063)","(6.5, 7.8, 7.746666666666666)","(10.0, 13.0, 12.67786561264822)","(12.0, 15.0, 14.551155115511552)","(5.0, 6.2, 6.118505338078292)","(51.0, 110.0, 104.70588235294117)","(7.0, 8.2, 8.086503067484662)"
11-01-2023 18:26:09.733903,"(4.6, 5.7, 5.602790697674418)","(3.5, 4.0, 3.9678038379530918)","(6.5, 7.8, 7.746666666666666)","(10.0, 13.0, 12.679282868525897)","(12.0, 15.0, 14.551155115511552)","(5.0, 6.2, 6.110546875)","(51.0, 110.0, 104.70588235294117)","(7.0, 8.2, 8.086503067484662)"
