,Locked And Ready,Gotham Diva,We Dance,Defined Benefit,Nibiru,Jay Jay Lopez,System Issues
05-01-2023 17:09:20.274256,"(3.3, 4.1, 4.0473684210526315)","(3.6, 4.1, 3.959375)","(2.5, 3.3, 3.2470588235294118)","(13.0, 17.0, 15.875)","(15.0, 21.0, 19.296296296296298)","(12.0, 22.0, 19.944444444444443)","(21.0, 32.0, 30.285714285714285)"
05-01-2023 17:09:21.391773,"(3.3, 4.1, 4.044444444444444)","(3.6, 4.1, 3.9615384615384617)","(2.5, 3.3, 3.2375000000000003)","(13.0, 17.0, 16.1)","(15.0, 21.0, 19.296296296296298)","(12.0, 20.0, 19.785714285714285)","(21.0, 32.0, 30.285714285714285)"
05-01-2023 17:09:22.530003,"(3.3, 4.1, 4.044444444444444)","(3.6, 4.1, 3.9909090909090907)","(2.5, 3.4, 3.295)","(13.0, 17.0, 16.666666666666668)","(15.0, 21.0, 19.296296296296298)","(12.0, 20.0, 17.8125)","(21.0, 32.0, 30.875)"
05-01-2023 17:09:23.716577,"(3.3, 4.1, 4.033333333333333)","(3.6, 4.1, 3.9909090909090907)","(2.5, 3.35, 3.283333333333333)","(13.0, 17.0, 16.666666666666668)","(15.0, 21.0, 19.296296296296298)","(12.0, 18.0, 17.8125)","(21.0, 32.0, 30.875)"
05-01-2023 17:09:24.751057,"(3.3, 4.1, 3.98)","(3.6, 4.1, 3.9588235294117644)","(2.5, 3.35, 3.283333333333333)","(13.0, 17.0, 16.666666666666668)","(15.0, 21.0, 19.296296296296298)","(12.0, 18.0, 18.25)","(21.0, 32.0, 30.875)"
05-01-2023 17:09:26.140963,"(3.3, 4.1, 3.98)","(3.6, 4.1, 3.9615384615384617)","(2.5, 3.35, 3.21875)","(13.0, 17.0, 16.4)","(15.0, 21.0, 19.296296296296298)","(12.0, 19.5, 17.416666666666668)","(21.0, 32.0, 30.615384615384617)"
05-01-2023 17:09:27.384204,"(3.3, 4.1, 4.085714285714285)","(3.6, 4.1, 3.9615384615384617)","(2.5, 3.25, 3.21875)","(13.0, 17.0, 16.666666666666668)","(15.0, 21.0, 19.296296296296298)","(12.0, 19.5, 18.25)","(21.0, 32.0, 30.285714285714285)"
05-01-2023 17:09:28.582158,"(3.3, 4.1, 4.0777777777777775)","(3.6, 4.1, 3.9615384615384617)","(2.5, 3.25, 3.2083333333333335)","(13.0, 17.0, 16.666666666666668)","(15.0, 21.0, 19.296296296296298)","(12.0, 19.5, 17.416666666666668)","(21.0, 32.0, 30.285714285714285)"
05-01-2023 17:09:29.712445,"(3.3, 4.1, 4.0777777777777775)","(3.6, 4.1, 4.0285714285714285)","(2.5, 3.25, 3.2083333333333335)","(13.0, 17.0, 16.666666666666668)","(15.0, 21.0, 19.296296296296298)","(12.0, 19.5, 17.416666666666668)","(21.0, 32.0, 30.285714285714285)"
05-01-2023 17:09:30.843713,"(3.3, 4.1, 4.0777777777777775)","(3.6, 4.1, 4.0285714285714285)","(2.5, 3.25, 3.2083333333333335)","(13.0, 17.0, 16.666666666666668)","(15.0, 21.0, 19.296296296296298)","(12.0, 19.5, 17.416666666666668)","(21.0, 32.0, 30.285714285714285)"
05-01-2023 17:09:31.832159,"(3.3, 4.1, 4.0777777777777775)","(3.6, 4.1, 4.0285714285714285)","(2.5, 3.25, 3.2083333333333335)","(13.0, 17.0, 16.666666666666668)","(15.0, 21.0, 19.296296296296298)","(12.0, 19.5, 18.25)","(21.0, 32.0, 30.285714285714285)"
05-01-2023 17:09:32.897720,"(3.3, 4.1, 4.074999999999999)","(3.6, 4.1, 4.0285714285714285)","(2.5, 3.25, 3.2083333333333335)","(13.0, 17.0, 16.666666666666668)","(15.0, 21.0, 19.296296296296298)","(12.0, 19.5, 17.833333333333332)","(21.0, 32.0, 30.285714285714285)"
05-01-2023 17:09:34.071502,"(3.3, 4.1, 3.98)","(3.6, 4.1, 4.04)","(2.5, 3.3, 3.257142857142857)","(13.0, 17.0, 16.666666666666668)","(15.0, 21.0, 19.296296296296298)","(12.0, 19.5, 17.833333333333332)","(21.0, 32.0, 30.285714285714285)"
05-01-2023 17:09:35.130726,"(3.3, 4.1, 4.074999999999999)","(3.6, 4.1, 4.04)","(2.5, 3.25, 3.2083333333333335)","(13.0, 17.0, 16.666666666666668)","(15.0, 21.0, 19.296296296296298)","(12.0, 19.5, 18.3)","(21.0, 32.0, 31.0)"
05-01-2023 17:09:36.222057,"(3.3, 4.1, 4.074999999999999)","(3.6, 4.1, 4.04)","(2.5, 3.25, 3.2083333333333335)","(13.0, 17.0, 16.666666666666668)","(15.0, 21.0, 19.296296296296298)","(12.0, 19.5, 18.3)","(21.0, 32.0, 31.0)"
05-01-2023 17:09:37.221663,"(3.3, 4.1, 4.088235294117647)","(3.6, 4.1, 4.04)","(2.5, 3.25, 3.2083333333333335)","(13.0, 17.0, 16.666666666666668)","(15.0, 21.0, 19.296296296296298)","(12.0, 19.5, 18.3)","(21.0, 32.0, 30.90909090909091)"
05-01-2023 17:09:38.539753,"(3.3, 4.1, 4.088235294117647)","(3.6, 4.1, 4.04)","(2.5, 3.25, 3.2083333333333335)","(13.0, 17.0, 16.666666666666668)","(15.0, 21.0, 19.296296296296298)","(12.0, 19.5, 18.3)","(21.0, 32.0, 30.90909090909091)"
05-01-2023 17:09:39.633941,"(3.3, 4.1, 4.088235294117647)","(3.6, 4.1, 4.04)","(2.5, 3.25, 3.2083333333333335)","(13.0, 17.0, 16.666666666666668)","(15.0, 21.0, 19.296296296296298)","(12.0, 19.5, 18.3)","(21.0, 32.0, 30.90909090909091)"
05-01-2023 17:09:40.729064,"(3.3, 4.1, 4.133333333333334)","(3.6, 4.1, 4.0285714285714285)","(2.5, 3.25, 3.2083333333333335)","(13.0, 17.0, 16.666666666666668)","(15.0, 21.0, 19.296296296296298)","(12.0, 19.5, 18.3)","(21.0, 32.0, 30.90909090909091)"
05-01-2023 17:09:41.796734,"(3.3, 4.1, 4.04)","(3.6, 4.1, 4.005263157894737)","(2.5, 3.3, 3.25625)","(13.0, 17.0, 16.833333333333332)","(15.0, 21.0, 18.692307692307693)","(12.0, 19.5, 18.3)","(21.0, 32.0, 30.571428571428573)"
05-01-2023 17:09:42.907350,"(3.3, 4.1, 4.08125)","(3.6, 4.1, 3.960714285714286)","(2.5, 3.25, 3.2115384615384617)","(13.0, 17.0, 16.833333333333332)","(15.0, 20.0, 19.25)","(12.0, 19.5, 18.61111111111111)","(21.0, 32.0, 31.0)"
05-01-2023 17:09:44.119542,"(3.3, 4.1, 4.074999999999999)","(3.6, 4.1, 3.960714285714286)","(2.5, 3.25, 3.2115384615384617)","(13.0, 17.0, 16.833333333333332)","(15.0, 20.0, 19.25)","(12.0, 19.5, 18.61111111111111)","(21.0, 32.0, 30.571428571428573)"
05-01-2023 17:09:45.628101,"(3.3, 4.1, 4.074999999999999)","(3.6, 4.1, 3.960714285714286)","(2.5, 3.25, 3.2210526315789476)","(13.0, 17.0, 16.833333333333332)","(15.0, 20.0, 19.25)","(12.0, 19.5, 18.7)","(21.0, 32.0, 30.571428571428573)"
05-01-2023 17:09:47.107516,"(3.3, 4.1, 4.064285714285714)","(3.6, 4.1, 3.960714285714286)","(2.5, 3.25, 3.2210526315789476)","(13.0, 17.0, 16.833333333333332)","(15.0, 20.0, 19.5)","(12.0, 19.5, 18.166666666666668)","(21.0, 32.0, 30.571428571428573)"
05-01-2023 17:09:48.393004,"(3.3, 4.2, 4.066666666666666)","(3.6, 4.1, 3.960714285714286)","(2.5, 3.25, 3.25)","(13.0, 17.0, 16.833333333333332)","(15.0, 20.0, 19.5)","(12.0, 19.5, 18.166666666666668)","(21.0, 32.0, 31.0)"
05-01-2023 17:09:49.616586,"(3.3, 4.1, 4.066666666666666)","(3.6, 4.1, 3.960714285714286)","(2.5, 3.3, 3.25)","(13.0, 17.0, 16.833333333333332)","(15.0, 20.0, 19.5)","(12.0, 19.5, 18.071428571428573)","(21.0, 32.0, 31.0)"
05-01-2023 17:09:50.720425,"(3.3, 4.1, 4.066666666666666)","(3.6, 4.1, 3.960714285714286)","(2.5, 3.3, 3.252173913043478)","(13.0, 17.0, 16.833333333333332)","(15.0, 20.0, 18.444444444444443)","(12.0, 19.5, 18.071428571428573)","(21.0, 32.0, 30.571428571428573)"
05-01-2023 17:09:51.851702,"(3.3, 4.2, 4.16)","(3.6, 4.1, 3.960714285714286)","(2.5, 3.25, 3.2275)","(13.0, 17.0, 16.833333333333332)","(15.0, 20.0, 18.444444444444443)","(12.0, 19.5, 18.071428571428573)","(21.0, 32.0, 31.0)"
05-01-2023 17:09:52.952644,"(3.3, 4.2, 4.142857142857143)","(3.6, 4.1, 3.960714285714286)","(2.5, 3.25, 3.2153846153846155)","(13.0, 17.0, 16.833333333333332)","(15.0, 20.0, 18.923076923076923)","(12.0, 19.5, 18.071428571428573)","(21.0, 32.0, 30.571428571428573)"
05-01-2023 17:09:54.083559,"(3.3, 4.1, 4.08)","(3.6, 4.1, 3.97)","(2.5, 3.25, 3.22)","(13.0, 17.0, 16.833333333333332)","(15.0, 20.0, 19.142857142857142)","(12.0, 19.5, 18.071428571428573)","(21.0, 32.0, 30.571428571428573)"
05-01-2023 17:09:55.183219,"(3.3, 4.2, 4.16969696969697)","(3.6, 4.1, 3.960714285714286)","(2.5, 3.25, 3.2225)","(13.0, 17.0, 16.833333333333332)","(15.0, 20.0, 19.142857142857142)","(12.0, 19.5, 18.071428571428573)","(21.0, 32.0, 31.333333333333332)"
05-01-2023 17:09:56.357718,"(3.3, 4.2, 4.147368421052632)","(3.6, 4.1, 3.9916666666666667)","(2.5, 3.25, 3.211904761904762)","(13.0, 17.0, 16.681818181818183)","(15.0, 20.0, 19.076923076923077)","(12.0, 19.0, 17.875)","(21.0, 32.0, 32.666666666666664)"
05-01-2023 17:09:57.466643,"(3.3, 4.2, 4.136)","(3.6, 4.1, 4.015)","(2.5, 3.25, 3.2181818181818183)","(13.0, 17.0, 16.583333333333332)","(15.0, 20.0, 18.615384615384617)","(12.0, 19.0, 17.166666666666668)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:09:58.627468,"(3.3, 4.2, 4.125925925925926)","(3.6, 4.1, 4.025)","(2.5, 3.3, 3.270833333333333)","(13.0, 17.0, 16.5)","(15.0, 20.0, 18.607142857142858)","(12.0, 19.0, 17.307692307692307)","(21.0, 34.0, 32.73684210526316)"
05-01-2023 17:09:59.651599,"(3.3, 4.1, 4.04375)","(3.6, 4.1, 4.035)","(2.5, 3.35, 3.273529411764706)","(13.0, 17.0, 16.5)","(15.0, 20.0, 18.607142857142858)","(12.0, 19.0, 17.307692307692307)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:00.701515,"(3.3, 4.1, 4.0606060606060606)","(3.6, 4.1, 4.035)","(2.5, 3.3, 3.2470588235294118)","(13.0, 17.0, 16.5)","(15.0, 20.0, 18.607142857142858)","(12.0, 19.0, 17.307692307692307)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:01.841248,"(3.3, 4.2, 4.13939393939394)","(3.6, 4.1, 4.037931034482758)","(2.5, 3.3, 3.24)","(13.0, 17.0, 16.333333333333332)","(15.0, 20.0, 18.607142857142858)","(12.0, 19.0, 17.307692307692307)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:02.901658,"(3.3, 4.2, 4.164285714285715)","(3.6, 4.1, 4.037931034482758)","(2.5, 3.3, 3.24)","(13.0, 17.0, 16.5)","(15.0, 20.0, 18.607142857142858)","(12.0, 19.0, 17.307692307692307)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:04.085050,"(3.3, 4.2, 4.164285714285715)","(3.6, 4.1, 4.037931034482758)","(2.5, 3.3, 3.24)","(13.0, 17.0, 16.333333333333332)","(15.0, 20.0, 18.8)","(12.0, 19.0, 17.307692307692307)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:05.181688,"(3.3, 4.2, 4.13939393939394)","(3.6, 4.1, 4.037931034482758)","(2.5, 3.3, 3.24)","(13.0, 17.0, 16.333333333333332)","(15.0, 20.0, 18.8)","(12.0, 19.0, 17.307692307692307)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:06.340400,"(3.3, 4.1, 3.98)","(3.6, 4.1, 4.037931034482758)","(2.5, 3.3, 3.2625)","(13.0, 17.5, 18.75)","(15.0, 20.0, 19.25)","(12.0, 19.0, 17.7)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:07.393005,"(3.3, 4.0, 3.895)","(3.6, 4.1, 4.007692307692308)","(2.5, 3.3, 3.2625)","(13.0, 19.5, 18.833333333333332)","(15.0, 20.0, 18.8)","(12.0, 18.5, 18.0)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:08.491499,"(3.3, 4.0, 3.914285714285714)","(3.6, 4.1, 4.072727272727272)","(2.5, 3.3, 3.2625)","(13.0, 19.5, 18.833333333333332)","(15.0, 20.0, 19.25)","(12.0, 19.0, 18.333333333333332)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:09.529015,"(3.3, 4.0, 3.963157894736842)","(3.6, 4.1, 4.088888888888889)","(2.5, 3.25, 3.2295454545454545)","(13.0, 19.5, 18.4)","(15.0, 20.0, 19.25)","(12.0, 19.0, 18.333333333333332)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:10.542313,"(3.3, 4.0, 3.963157894736842)","(3.6, 4.1, 4.088888888888889)","(2.5, 3.25, 3.2295454545454545)","(13.0, 19.5, 18.4)","(15.0, 20.0, 19.25)","(12.0, 19.0, 18.333333333333332)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:11.668039,"(3.3, 4.0, 3.963157894736842)","(3.6, 4.1, 4.088888888888889)","(2.5, 3.25, 3.2295454545454545)","(13.0, 18.5, 18.3)","(15.0, 19.5, 18.72222222222222)","(12.0, 20.0, 18.75)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:12.758643,"(3.3, 4.0, 3.9857142857142858)","(3.6, 4.1, 4.088888888888889)","(2.5, 3.25, 3.2295454545454545)","(13.0, 18.5, 18.3)","(15.0, 19.5, 19.166666666666668)","(12.0, 20.0, 18.6)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:13.935882,"(3.3, 4.0, 3.9857142857142858)","(3.5, 4.1, 4.088888888888889)","(2.6, 3.25, 3.2295454545454545)","(14.0, 18.5, 18.3)","(15.0, 19.5, 18.833333333333332)","(12.0, 20.0, 18.6)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:15.163093,"(3.3, 3.95, 3.9125)","(3.5, 4.1, 4.072727272727272)","(2.6, 3.35, 3.3125)","(14.0, 18.5, 18.071428571428573)","(15.0, 19.5, 18.61111111111111)","(12.0, 19.5, 18.214285714285715)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:16.311329,"(3.3, 3.95, 3.8794117647058823)","(3.5, 4.1, 4.072727272727272)","(2.6, 3.35, 3.282608695652174)","(14.0, 18.5, 17.657894736842106)","(15.0, 19.5, 18.166666666666668)","(12.0, 19.5, 18.214285714285715)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:17.362232,"(3.3, 3.95, 3.907142857142857)","(3.5, 4.1, 4.072727272727272)","(2.6, 3.3, 3.280952380952381)","(14.0, 18.5, 17.65)","(15.0, 19.5, 18.5)","(12.0, 19.5, 18.214285714285715)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:18.459827,"(3.3, 4.1, 3.9650000000000003)","(3.5, 4.1, 4.064)","(2.6, 3.3, 3.276190476190476)","(14.0, 18.5, 18.02777777777778)","(15.0, 19.0, 18.666666666666668)","(12.0, 19.5, 18.214285714285715)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:19.496939,"(3.3, 4.0, 3.9384615384615382)","(3.5, 4.1, 4.064)","(2.6, 3.3, 3.275)","(14.0, 18.5, 17.74468085106383)","(15.0, 19.0, 18.11111111111111)","(12.0, 19.5, 18.214285714285715)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:20.622697,"(3.3, 4.0, 3.925)","(3.5, 4.1, 4.0394736842105265)","(2.6, 3.3, 3.1715686274509802)","(14.0, 18.0, 17.725490196078432)","(15.0, 19.0, 19.0)","(12.0, 19.5, 18.1875)","(21.0, 34.0, 33.875)"
05-01-2023 17:10:21.768004,"(3.3, 4.0, 3.95)","(3.5, 4.2, 4.144680851063829)","(2.6, 3.25, 3.171153846153846)","(14.0, 18.0, 17.725490196078432)","(15.0, 19.5, 19.5)","(12.0, 19.5, 18.1875)","(21.0, 34.0, 33.875)"
05-01-2023 17:10:22.935051,"(3.3, 4.0, 3.9727272727272727)","(3.5, 4.2, 4.144680851063829)","(2.6, 3.25, 3.171153846153846)","(14.0, 18.0, 17.725490196078432)","(15.0, 20.0, 19.5)","(12.0, 19.5, 18.1875)","(21.0, 34.0, 33.875)"
05-01-2023 17:10:24.023939,"(3.3, 4.0, 3.9375)","(3.5, 4.2, 4.156818181818182)","(2.6, 3.25, 3.17)","(14.0, 18.0, 17.725490196078432)","(15.0, 20.0, 19.5)","(12.0, 19.5, 18.1875)","(21.0, 34.0, 33.875)"
05-01-2023 17:10:25.127008,"(3.3, 4.0, 3.9375)","(3.5, 4.2, 4.156818181818182)","(2.6, 3.25, 3.17)","(14.0, 18.0, 17.725490196078432)","(15.0, 20.0, 19.5)","(12.0, 19.5, 18.1875)","(21.0, 34.0, 33.875)"
05-01-2023 17:10:26.153047,"(3.3, 4.1, 4.03)","(3.5, 4.2, 4.140322580645162)","(2.6, 3.2, 3.1833333333333336)","(14.0, 18.0, 17.755102040816325)","(15.0, 19.0, 18.0)","(12.0, 19.5, 18.1875)","(21.0, 34.0, 33.875)"
05-01-2023 17:10:27.165826,"(3.3, 4.1, 4.03)","(3.5, 4.2, 4.140322580645162)","(2.6, 3.2, 3.15625)","(14.0, 18.0, 17.755102040816325)","(15.0, 18.5, 18.02)","(12.0, 19.5, 18.1875)","(21.0, 34.0, 33.875)"
05-01-2023 17:10:28.207413,"(3.3, 4.1, 4.03)","(3.5, 4.2, 4.140322580645162)","(2.6, 3.2, 3.175)","(14.0, 18.0, 17.571428571428573)","(15.0, 18.5, 17.9)","(12.0, 19.5, 18.1875)","(21.0, 34.0, 33.875)"
05-01-2023 17:10:29.302478,"(3.3, 4.1, 4.03)","(3.5, 4.2, 4.141666666666667)","(2.6, 3.2, 3.155)","(14.0, 18.0, 17.545454545454547)","(15.0, 18.5, 18.0)","(12.0, 19.5, 18.1875)","(21.0, 34.0, 33.875)"
05-01-2023 17:10:30.440043,"(3.3, 4.1, 4.036363636363636)","(3.5, 4.2, 4.150704225352112)","(2.6, 3.15, 3.1155172413793104)","(14.0, 18.0, 17.545454545454547)","(15.0, 18.5, 17.96153846153846)","(12.0, 19.5, 18.1875)","(21.0, 34.0, 33.875)"
05-01-2023 17:10:31.617615,"(3.3, 4.1, 4.088888888888889)","(3.5, 4.2, 4.153731343283582)","(2.6, 3.15, 3.1197368421052634)","(14.0, 18.0, 17.545454545454547)","(15.0, 18.5, 17.9)","(12.0, 19.5, 18.1875)","(21.0, 34.0, 33.875)"
05-01-2023 17:10:32.763254,"(3.3, 4.1, 4.016666666666667)","(3.5, 4.2, 4.153731343283582)","(2.6, 3.15, 3.1705882352941175)","(14.0, 18.0, 17.545454545454547)","(15.0, 18.5, 17.928571428571427)","(12.0, 19.5, 18.1875)","(21.0, 34.0, 33.875)"
05-01-2023 17:10:33.907289,"(3.3, 4.1, 4.0285714285714285)","(3.5, 4.2, 4.153731343283582)","(2.6, 3.2, 3.1653846153846157)","(14.0, 18.0, 17.545454545454547)","(15.0, 18.5, 17.7)","(12.0, 19.5, 18.1875)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:34.952752,"(3.3, 4.1, 4.088235294117647)","(3.5, 4.2, 4.153731343283582)","(2.6, 3.2, 3.1653846153846157)","(14.0, 18.0, 17.545454545454547)","(15.0, 18.5, 17.7)","(12.0, 19.5, 18.1875)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:36.014460,"(3.3, 4.1, 4.088235294117647)","(3.5, 4.2, 4.153731343283582)","(2.6, 3.2, 3.1653846153846157)","(14.0, 18.0, 17.545454545454547)","(15.0, 18.5, 17.7)","(12.0, 19.5, 18.1875)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:37.036369,"(3.3, 4.1, 4.088235294117647)","(3.5, 4.2, 4.153731343283582)","(2.6, 3.2, 3.1653846153846157)","(14.0, 18.0, 17.545454545454547)","(15.0, 18.5, 17.7)","(12.0, 19.5, 18.1875)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:38.107581,"(3.3, 4.1, 4.045)","(3.5, 4.3, 4.2075000000000005)","(2.6, 3.3, 3.2409090909090907)","(14.0, 18.0, 17.745098039215687)","(15.0, 18.0, 17.866666666666667)","(12.0, 19.5, 17.944444444444443)","(21.0, 34.0, 33.46666666666667)"
05-01-2023 17:10:39.176111,"(3.3, 4.1, 4.0375)","(3.5, 4.3, 4.254347826086956)","(2.6, 3.3, 3.2454545454545456)","(14.0, 17.0, 16.61111111111111)","(15.0, 17.5, 17.3)","(12.0, 19.5, 18.0)","(21.0, 32.0, 28.363636363636363)"
05-01-2023 17:10:40.364499,"(3.3, 4.1, 3.9176470588235293)","(3.5, 4.3, 4.264285714285714)","(2.6, 3.3, 3.2483870967741937)","(14.0, 17.0, 16.833333333333332)","(15.0, 18.0, 18.214285714285715)","(12.0, 19.5, 18.59090909090909)","(21.0, 32.0, 29.428571428571427)"
05-01-2023 17:10:41.569566,"(3.3, 3.95, 3.908333333333333)","(3.5, 4.3, 4.243859649122807)","(2.6, 3.3, 3.2555555555555555)","(14.0, 17.5, 16.785714285714285)","(15.0, 18.5, 17.7)","(12.0, 19.5, 18.071428571428573)","(21.0, 32.0, 30.571428571428573)"
05-01-2023 17:10:42.752356,"(3.3, 4.0, 3.9238095238095236)","(3.5, 4.3, 4.242857142857143)","(2.6, 3.3, 3.2642857142857142)","(14.0, 17.5, 16.75)","(15.0, 18.5, 17.625)","(12.0, 19.5, 18.0)","(21.0, 32.0, 31.4)"
05-01-2023 17:10:43.980365,"(3.3, 4.0, 3.9833333333333334)","(3.5, 4.3, 4.248)","(2.6, 3.3, 3.2346153846153847)","(14.0, 17.5, 16.9)","(15.0, 18.5, 17.625)","(12.0, 19.5, 18.0)","(21.0, 32.0, 32.8)"
05-01-2023 17:10:45.196518,"(3.3, 4.0, 3.9785714285714286)","(3.5, 4.3, 4.248)","(2.6, 3.25, 3.223684210526316)","(14.0, 17.5, 16.75)","(15.0, 18.5, 17.833333333333332)","(12.0, 19.5, 18.5)","(21.0, 34.0, 30.8)"
05-01-2023 17:10:46.337779,"(3.3, 4.1, 4.014285714285714)","(3.5, 4.3, 4.235)","(2.6, 3.25, 3.223684210526316)","(14.0, 17.5, 16.666666666666668)","(15.0, 18.5, 17.833333333333332)","(12.0, 19.0, 19.1)","(21.0, 34.0, 30.8)"
05-01-2023 17:10:47.385613,"(3.3, 4.1, 4.029411764705882)","(3.5, 4.3, 4.235)","(2.6, 3.25, 3.229881656804734)","(14.0, 17.5, 16.666666666666668)","(15.0, 18.5, 17.625)","(12.0, 19.5, 18.428571428571427)","(21.0, 34.0, 32.0)"
05-01-2023 17:10:48.431399,"(3.3, 4.1, 3.9956521739130433)","(3.6, 4.3, 4.2709090909090905)","(2.6, 3.25, 3.229881656804734)","(14.0, 17.5, 16.653846153846153)","(15.0, 18.5, 18.3125)","(13.0, 19.5, 18.428571428571427)","(21.0, 34.0, 30.8)"
05-01-2023 17:10:49.503361,"(3.3, 4.1, 4.05)","(3.6, 4.3, 4.2534246575342465)","(2.6, 3.25, 3.1976190476190474)","(14.0, 17.5, 16.75)","(15.0, 18.5, 18.3125)","(13.0, 19.5, 16.6875)","(21.0, 34.0, 30.88888888888889)"
05-01-2023 17:10:50.665038,"(3.3, 4.1, 4.057142857142857)","(3.6, 4.3, 4.250724637681159)","(2.6, 3.25, 3.223809523809524)","(14.0, 17.0, 16.75)","(15.0, 18.5, 18.0)","(13.0, 17.5, 16.69047619047619)","(21.0, 34.0, 32.0)"
05-01-2023 17:10:51.869166,"(3.3, 4.1, 4.0892857142857135)","(3.6, 4.3, 4.25)","(2.6, 3.25, 3.225)","(14.0, 17.0, 16.875)","(15.0, 18.5, 18.27777777777778)","(13.0, 17.5, 16.6875)","(21.0, 34.0, 30.88888888888889)"
05-01-2023 17:10:53.086388,"(3.3, 4.1, 4.0777777777777775)","(3.6, 4.3, 4.244776119402985)","(2.6, 3.25, 3.2368965517241377)","(14.0, 17.0, 16.875)","(15.0, 18.5, 18.27777777777778)","(13.0, 17.0, 16.714285714285715)","(21.0, 34.0, 30.88888888888889)"
05-01-2023 17:10:54.336962,"(3.3, 4.1, 4.075757575757575)","(3.6, 4.3, 4.24875)","(2.6, 3.35, 3.3423076923076924)","(14.0, 17.0, 16.428571428571427)","(15.0, 18.5, 17.96153846153846)","(13.0, 17.0, 16.9)","(21.0, 34.0, 32.0)"
05-01-2023 17:10:55.508986,"(3.3, 4.1, 4.048387096774193)","(3.6, 4.3, 4.24875)","(2.6, 3.35, 3.3423076923076924)","(14.0, 17.0, 16.428571428571427)","(15.0, 18.5, 17.96153846153846)","(13.0, 17.0, 16.9)","(21.0, 34.0, 31.666666666666668)"
05-01-2023 17:10:56.647281,"(3.3, 4.1, 4.065384615384615)","(3.6, 4.3, 4.24875)","(2.6, 3.35, 3.3423076923076924)","(14.0, 17.0, 16.466666666666665)","(15.0, 18.5, 17.73076923076923)","(13.0, 17.0, 17.03125)","(21.0, 34.0, 30.266666666666666)"
05-01-2023 17:10:57.635337,"(3.3, 4.1, 4.055882352941176)","(3.6, 4.3, 4.214583333333334)","(2.6, 3.3, 3.298198198198198)","(14.0, 17.0, 16.77777777777778)","(15.0, 18.0, 17.884615384615383)","(13.0, 17.5, 18.852941176470587)","(21.0, 34.0, 31.333333333333332)"
05-01-2023 17:10:58.683371,"(3.3, 4.0, 3.941176470588235)","(3.6, 4.2, 4.11219512195122)","(2.6, 3.45, 3.3410714285714285)","(14.0, 17.0, 16.75)","(15.0, 18.0, 17.757575757575758)","(13.0, 19.0, 18.0)","(21.0, 32.0, 30.25)"
05-01-2023 17:10:59.815193,"(3.3, 4.1, 4.029166666666667)","(3.6, 4.2, 4.107692307692308)","(2.6, 3.35, 3.319047619047619)","(14.0, 17.0, 16.2)","(15.0, 18.0, 17.733333333333334)","(13.0, 18.5, 17.833333333333332)","(21.0, 32.0, 30.285714285714285)"
05-01-2023 17:11:01.023325,"(3.3, 4.3, 4.116129032258065)","(3.6, 4.1, 4.070833333333333)","(2.6, 3.35, 3.3264705882352943)","(14.0, 17.0, 16.2)","(15.0, 18.0, 17.852941176470587)","(13.0, 18.0, 17.416666666666668)","(21.0, 32.0, 30.5)"
05-01-2023 17:11:02.251151,"(3.3, 4.2, 4.116129032258065)","(3.6, 4.1, 4.0424999999999995)","(2.6, 3.35, 3.32987012987013)","(14.0, 17.0, 16.357142857142858)","(15.0, 18.5, 17.8125)","(13.0, 17.5, 17.441176470588236)","(21.0, 32.0, 31.4)"
05-01-2023 17:11:03.432985,"(3.3, 4.2, 4.123529411764706)","(3.6, 4.1, 4.05735294117647)","(2.6, 3.35, 3.3394736842105264)","(14.0, 16.5, 16.423076923076923)","(15.0, 18.5, 17.8)","(13.0, 17.5, 16.666666666666668)","(21.0, 32.0, 30.5)"
