,Debt Collector,Far More Women,White Claw,Shinigami,True Blue,Always Broke,This Time Buddy,Mad Max Blue
10-01-2023 15:11:03.586485,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:04.809982,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:06.105713,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:07.329983,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:08.546285,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:09.758430,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:10.898319,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:12.163649,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:13.344824,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:14.609985,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:15.766767,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:16.941516,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:18.134861,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:19.308147,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:20.508124,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:21.780837,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:23.039803,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:24.328097,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:25.580076,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:26.787561,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:28.062001,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:29.295720,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:30.574723,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:31.906128,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:33.146881,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:34.513631,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 8.933333333333334)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:35.962400,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 13.321739130434782)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:37.296800,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 13.321739130434782)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:38.786877,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 13.321739130434782)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:40.369553,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 13.321739130434782)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:41.832102,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 28.083333333333332)","(8.0, 17.0, 8.771428571428572)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 13.321739130434782)","(71.0, 570.0, 484.16666666666663)"
10-01-2023 15:11:43.216497,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 26.07142857142857)","(8.0, 17.0, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:11:44.482213,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 26.07142857142857)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:11:45.808052,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 26.07142857142857)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:11:47.132924,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 26.07142857142857)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:11:48.371750,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 26.07142857142857)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:11:49.639601,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 26.07142857142857)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:11:50.906153,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 26.07142857142857)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:11:52.201649,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 26.07142857142857)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:11:53.475740,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 26.07142857142857)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:11:54.706024,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.373333333333333)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 26.07142857142857)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:11:56.043961,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.2, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 26.07142857142857)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:11:57.292664,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 26.07142857142857)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:11:58.515898,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 26.07142857142857)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:11:59.619264,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 26.07142857142857)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:12:00.723054,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 26.07142857142857)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:12:01.769141,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 18.75)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:12:02.831018,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 18.75)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:12:03.912611,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 18.75)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:12:05.121643,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 18.75)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:12:06.299289,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 18.75)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:12:07.499400,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 18.75)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:12:08.709188,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 18.75)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.823076923076923)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:12:09.819692,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 18.75)","(8.0, 16.5, 12.149999999999999)","(4.8, 10.5, 7.242857142857143)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:12:10.954949,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 18.75)","(8.0, 16.5, 12.149999999999999)","(4.8, 10.5, 7.242857142857143)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:12:12.121836,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 18.75)","(8.0, 16.5, 12.149999999999999)","(4.8, 10.5, 7.242857142857143)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:12:13.212608,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 18.75)","(8.0, 16.5, 12.149999999999999)","(4.8, 10.5, 7.242857142857143)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:12:14.311381,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 18.75)","(8.0, 16.5, 12.600000000000001)","(4.8, 10.5, 7.242857142857143)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:12:15.426540,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 18.75)","(8.0, 16.5, 13.533333333333333)","(4.8, 10.5, 7.242857142857143)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:12:16.503407,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 18.75)","(8.0, 16.5, 13.533333333333333)","(4.8, 10.5, 7.242857142857143)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:12:17.579283,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 18.75)","(8.0, 16.5, 13.533333333333333)","(4.8, 10.5, 7.242857142857143)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:12:18.641839,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 18.75)","(8.0, 16.5, 13.533333333333333)","(4.8, 10.5, 7.242857142857143)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
10-01-2023 15:12:19.683559,"(3.9, 7.6, 4.678947368421053)","(3.6, 5.1, 4.326666666666666)","(4.0, 6.8, 4.4523809523809526)","(15.0, 40.0, 18.75)","(8.0, 16.5, 13.533333333333333)","(4.8, 10.5, 7.242857142857143)","(8.0, 14.0, 12.488888888888889)","(71.0, 570.0, 312.5)"
