,Debt Collector,Far More Women,White Claw,Shinigami,True Blue,Always Broke,This Time Buddy,Mad Max Blue
10-01-2023 15:19:45.835667,"(3.9, 6.4, 5.142857142857142)","(3.6, 5.0, 4.35)","(4.0, 5.2, 5.05)","(16.0, 36.0, 35.85714285714286)","(8.0, 21.0, 19.75)","(5.0, 5.9, 5.675000000000001)","(8.0, 12.5, 10.689655172413794)","(71.0, 550.0, 325.0)"
10-01-2023 15:19:47.062615,"(3.9, 6.4, 5.142857142857142)","(3.6, 5.0, 4.35)","(4.0, 5.2, 5.05)","(16.0, 38.0, 35.85714285714286)","(8.0, 21.0, 19.75)","(5.0, 5.9, 5.675000000000001)","(8.0, 12.5, 10.689655172413794)","(71.0, 470.0, 325.0)"
10-01-2023 15:19:48.152255,"(3.9, 6.4, 5.142857142857142)","(3.6, 5.0, 4.35)","(4.0, 5.2, 5.05)","(16.0, 38.0, 37.11764705882353)","(8.0, 21.0, 19.75)","(5.0, 5.9, 5.675000000000001)","(8.0, 12.5, 10.689655172413794)","(71.0, 470.0, 325.0)"
10-01-2023 15:19:49.404339,"(3.9, 6.4, 5.142857142857142)","(3.6, 5.0, 4.35)","(4.0, 5.2, 5.05)","(16.0, 38.0, 36.25)","(8.0, 21.0, 19.75)","(5.0, 5.9, 5.675000000000001)","(8.0, 12.5, 10.689655172413794)","(71.0, 470.0, 325.0)"
10-01-2023 15:19:50.699953,"(3.9, 6.4, 5.142857142857142)","(3.6, 5.0, 4.35)","(4.0, 5.2, 5.05)","(16.0, 38.0, 37.125)","(8.0, 21.0, 19.75)","(5.0, 5.9, 5.675000000000001)","(8.0, 12.5, 10.689655172413794)","(71.0, 470.0, 325.0)"
10-01-2023 15:19:51.960810,"(3.9, 6.4, 5.142857142857142)","(3.6, 5.0, 4.346666666666667)","(4.0, 5.2, 5.0200000000000005)","(16.0, 38.0, 37.125)","(8.0, 21.0, 19.75)","(5.0, 5.9, 5.3)","(8.0, 12.5, 10.689655172413794)","(71.0, 470.0, 325.0)"
10-01-2023 15:19:53.248896,"(3.9, 6.4, 5.142857142857142)","(3.6, 5.0, 4.346666666666667)","(4.0, 5.2, 5.0200000000000005)","(16.0, 38.0, 37.125)","(8.0, 21.0, 19.75)","(5.0, 5.9, 5.084375)","(8.0, 12.5, 10.689655172413794)","(71.0, 470.0, 325.0)"
10-01-2023 15:19:54.593176,"(3.9, 6.4, 5.142857142857142)","(3.6, 5.0, 4.346666666666667)","(4.0, 5.2, 5.0200000000000005)","(16.0, 38.0, 37.125)","(8.0, 21.0, 19.75)","(5.0, 5.9, 5.058064516129032)","(8.0, 12.5, 10.689655172413794)","(71.0, 470.0, 325.0)"
10-01-2023 15:19:55.977766,"(3.9, 6.4, 5.142857142857142)","(3.6, 5.0, 4.346666666666667)","(4.0, 5.2, 5.0200000000000005)","(16.0, 38.0, 37.125)","(8.0, 21.0, 19.75)","(5.0, 5.9, 5.058064516129032)","(8.0, 12.5, 10.689655172413794)","(71.0, 470.0, 325.0)"
10-01-2023 15:19:57.232982,"(3.9, 6.4, 5.142857142857142)","(3.6, 5.0, 4.346666666666667)","(4.0, 5.2, 5.0200000000000005)","(16.0, 38.0, 37.125)","(8.0, 21.0, 19.75)","(5.0, 5.9, 5.058064516129032)","(8.0, 12.5, 10.689655172413794)","(71.0, 470.0, 325.0)"
10-01-2023 15:19:58.512886,"(3.9, 6.4, 5.142857142857142)","(3.6, 5.0, 4.840909090909091)","(4.0, 5.2, 5.0200000000000005)","(16.0, 38.0, 37.125)","(8.0, 21.0, 19.75)","(5.0, 5.9, 5.058064516129032)","(8.0, 12.5, 10.689655172413794)","(71.0, 470.0, 325.0)"
10-01-2023 15:19:59.843163,"(3.9, 6.4, 5.142857142857142)","(3.6, 5.0, 4.814285714285715)","(4.0, 5.2, 5.0200000000000005)","(16.0, 38.0, 37.125)","(8.0, 21.0, 19.75)","(5.0, 5.9, 5.058064516129032)","(8.0, 12.5, 10.75)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:01.220444,"(3.9, 6.4, 5.142857142857142)","(3.6, 4.9, 4.746153846153846)","(4.0, 5.2, 5.0200000000000005)","(16.0, 38.0, 37.125)","(8.0, 21.0, 19.75)","(5.0, 5.9, 5.177777777777778)","(8.0, 12.5, 10.75)","(71.0, 470.0, 365.0)"
10-01-2023 15:20:02.646727,"(3.9, 6.4, 5.142857142857142)","(3.6, 4.9, 4.746153846153846)","(4.0, 5.2, 5.0200000000000005)","(16.0, 38.0, 37.125)","(8.0, 21.0, 19.75)","(5.0, 5.8, 5.094117647058823)","(8.0, 12.5, 10.75)","(71.0, 550.0, 365.0)"
10-01-2023 15:20:04.089563,"(3.9, 6.4, 5.142857142857142)","(3.6, 4.9, 4.746153846153846)","(4.0, 5.2, 4.66)","(16.0, 38.0, 37.125)","(8.0, 21.0, 19.055555555555557)","(5.0, 5.8, 5.2)","(8.0, 12.5, 9.86)","(71.0, 550.0, 365.0)"
10-01-2023 15:20:05.439939,"(3.9, 6.4, 5.142857142857142)","(3.6, 4.9, 4.8047619047619055)","(4.0, 5.2, 4.525)","(16.0, 38.0, 36.625)","(8.0, 21.0, 19.055555555555557)","(5.0, 5.7, 5.116666666666667)","(8.0, 12.5, 10.388)","(71.0, 550.0, 365.0)"
10-01-2023 15:20:06.934827,"(3.9, 6.4, 5.142857142857142)","(3.6, 4.9, 4.828571428571429)","(4.0, 5.2, 4.525)","(16.0, 38.0, 35.25)","(8.0, 21.0, 19.055555555555557)","(5.0, 5.7, 5.116666666666667)","(8.0, 12.5, 10.388)","(71.0, 550.0, 365.0)"
10-01-2023 15:20:08.232192,"(3.9, 6.4, 5.142857142857142)","(3.6, 4.9, 4.828571428571429)","(4.0, 5.2, 4.525)","(16.0, 38.0, 41.25)","(8.0, 21.0, 19.055555555555557)","(5.0, 5.7, 5.116666666666667)","(8.0, 12.5, 10.388)","(71.0, 550.0, 365.0)"
10-01-2023 15:20:09.493234,"(3.9, 6.4, 5.142857142857142)","(3.6, 4.9, 4.828571428571429)","(4.0, 5.2, 4.4125)","(16.0, 46.0, 46.38461538461539)","(8.0, 21.0, 19.055555555555557)","(5.0, 5.7, 5.056)","(8.0, 12.5, 10.796774193548387)","(71.0, 550.0, 365.0)"
10-01-2023 15:20:10.637268,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.828571428571429)","(4.0, 5.2, 4.9399999999999995)","(16.0, 48.0, 36.25)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.7, 5.3999999999999995)","(8.0, 12.5, 10.796774193548387)","(71.0, 550.0, 365.0)"
10-01-2023 15:20:11.860488,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.828571428571429)","(4.0, 5.1, 4.9399999999999995)","(16.0, 50.0, 37.77777777777778)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.6, 5.24)","(8.0, 12.5, 10.796774193548387)","(71.0, 550.0, 325.0)"
10-01-2023 15:20:13.114896,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.828571428571429)","(4.0, 5.1, 4.566666666666666)","(16.0, 50.0, 41.25)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.6, 5.24)","(8.0, 12.5, 10.796774193548387)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:14.334772,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.828571428571429)","(4.0, 5.1, 4.46)","(16.0, 50.0, 43.46666666666667)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.6, 5.24)","(8.0, 12.5, 10.796774193548387)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:15.465253,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.828571428571429)","(4.0, 5.1, 4.46)","(16.0, 60.0, 48.72727272727273)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.6, 5.24)","(8.0, 12.5, 10.796774193548387)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:16.626994,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.828571428571429)","(4.0, 5.1, 4.394117647058823)","(16.0, 60.0, 33.333333333333336)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.6, 5.133333333333333)","(8.0, 12.5, 10.544444444444444)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:17.835347,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.828571428571429)","(4.0, 5.0, 4.486666666666666)","(16.0, 60.0, 33.333333333333336)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.6, 5.133333333333333)","(8.0, 12.5, 10.544444444444444)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:18.949602,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.828571428571429)","(4.0, 5.0, 4.486666666666666)","(16.0, 60.0, 33.333333333333336)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.6, 5.133333333333333)","(8.0, 12.5, 10.544444444444444)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:20.008278,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.828571428571429)","(4.0, 5.0, 4.486666666666666)","(16.0, 60.0, 44.0)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.6, 5.333333333333333)","(8.0, 12.5, 10.544444444444444)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:21.170000,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.828571428571429)","(4.0, 4.9, 4.78)","(16.0, 60.0, 45.06666666666666)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.5, 5.2)","(8.0, 12.5, 10.544444444444444)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:22.440307,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.828571428571429)","(4.0, 4.9, 4.78)","(16.0, 60.0, 48.8)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.5, 5.2)","(8.0, 12.5, 10.544444444444444)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:23.801398,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.828571428571429)","(4.0, 4.9, 4.78)","(16.0, 60.0, 48.8)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.5, 5.2)","(8.0, 12.5, 10.544444444444444)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:25.091960,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.828571428571429)","(4.0, 4.9, 4.78)","(16.0, 60.0, 48.8)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.5, 5.2)","(8.0, 12.5, 10.544444444444444)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:26.339556,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.828571428571429)","(4.0, 4.9, 4.78)","(16.0, 60.0, 48.0)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.5, 5.2)","(8.0, 12.5, 10.544444444444444)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:27.690193,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.828571428571429)","(4.0, 4.9, 4.78)","(16.0, 60.0, 48.0)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.5, 5.2)","(8.0, 12.5, 10.544444444444444)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:29.119411,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.828571428571429)","(4.0, 4.9, 4.78)","(16.0, 60.0, 48.0)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.5, 5.2)","(8.0, 12.5, 10.544444444444444)","(71.0, 470.0, 365.0)"
10-01-2023 15:20:30.422941,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.828571428571429)","(4.0, 4.9, 4.78)","(16.0, 60.0, 48.0)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.5, 5.2)","(8.0, 12.5, 10.544444444444444)","(71.0, 550.0, 365.0)"
10-01-2023 15:20:31.934155,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.831034482758621)","(4.0, 4.9, 4.78)","(16.0, 60.0, 48.0)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.5, 5.2)","(8.0, 12.5, 10.544444444444444)","(71.0, 550.0, 365.0)"
10-01-2023 15:20:33.193318,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.831034482758621)","(4.0, 4.9, 4.78)","(16.0, 60.0, 48.0)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.5, 5.2)","(8.0, 12.5, 10.544444444444444)","(71.0, 550.0, 325.0)"
10-01-2023 15:20:34.405492,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.831034482758621)","(4.0, 4.9, 4.78)","(16.0, 60.0, 48.0)","(8.0, 21.0, 19.055555555555557)","(4.8, 5.5, 5.2)","(8.0, 12.5, 10.544444444444444)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:35.550057,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.831034482758621)","(4.0, 4.9, 4.78)","(17.0, 60.0, 48.0)","(8.0, 21.0, 19.75)","(5.0, 5.5, 5.2)","(8.0, 12.5, 10.544444444444444)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:36.976003,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.831034482758621)","(4.0, 4.9, 4.78)","(17.0, 60.0, 48.0)","(8.0, 21.0, 19.75)","(5.0, 5.5, 5.2)","(8.0, 12.5, 10.544444444444444)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:38.217461,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.831034482758621)","(4.0, 4.9, 4.78)","(17.0, 60.0, 48.0)","(8.0, 21.0, 19.75)","(5.0, 5.5, 5.2)","(8.0, 12.5, 10.544444444444444)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:39.649806,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.831034482758621)","(4.0, 4.9, 4.78)","(17.0, 60.0, 36.6)","(8.0, 21.0, 19.75)","(5.0, 5.5, 5.2)","(8.0, 12.5, 10.544444444444444)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:41.017918,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.754545454545455)","(4.0, 4.9, 4.78)","(17.0, 60.0, 42.0)","(8.0, 21.0, 18.454545454545453)","(5.0, 5.5, 5.2)","(8.0, 12.5, 10.544444444444444)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:42.210545,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.754545454545455)","(4.0, 4.9, 4.78)","(17.0, 60.0, 40.44444444444444)","(8.0, 21.0, 18.454545454545453)","(5.0, 5.5, 5.2)","(8.0, 12.5, 10.49642857142857)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:43.406577,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.733333333333333)","(4.0, 4.9, 4.78)","(17.0, 60.0, 40.833333333333336)","(8.0, 21.0, 18.454545454545453)","(5.0, 5.5, 5.2)","(8.0, 12.5, 10.49642857142857)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:44.563984,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.9, 4.557142857142857)","(4.0, 4.9, 4.78)","(17.0, 55.0, 47.27272727272727)","(8.0, 21.0, 19.727272727272727)","(5.0, 5.5, 5.35)","(8.0, 12.5, 10.49642857142857)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:45.777607,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.7, 4.557142857142857)","(4.0, 4.9, 4.78)","(17.0, 55.0, 47.27272727272727)","(8.0, 21.0, 19.04)","(5.0, 5.5, 5.35)","(8.0, 12.5, 10.49642857142857)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:46.909041,"(3.9, 6.4, 5.142857142857142)","(3.7, 4.7, 4.557142857142857)","(4.0, 4.9, 4.78)","(17.0, 55.0, 45.625)","(8.0, 21.0, 18.625)","(5.0, 5.5, 5.35)","(8.0, 12.5, 9.726315789473684)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:47.968379,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.557142857142857)","(4.0, 4.9, 4.78)","(17.0, 55.0, 45.625)","(8.0, 20.0, 19.083333333333332)","(5.0, 5.5, 5.35)","(8.0, 12.5, 10.208695652173914)","(71.0, 470.0, 325.0)"
10-01-2023 15:20:49.032614,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.557142857142857)","(4.0, 4.9, 4.78)","(17.0, 55.0, 47.5)","(8.0, 20.0, 19.633333333333333)","(5.0, 5.5, 5.35)","(8.0, 12.5, 10.617857142857144)","(71.0, 470.0, 365.0)"
10-01-2023 15:20:50.134274,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.557142857142857)","(4.0, 4.9, 4.78)","(17.0, 55.0, 47.5)","(8.0, 20.0, 19.633333333333333)","(5.0, 5.5, 5.35)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 365.0)"
10-01-2023 15:20:51.253134,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.557142857142857)","(4.0, 4.9, 4.78)","(17.0, 55.0, 47.5)","(8.0, 20.0, 19.633333333333333)","(5.0, 5.5, 5.35)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 365.0)"
10-01-2023 15:20:52.378605,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.557142857142857)","(4.0, 4.9, 4.78)","(17.0, 55.0, 52.5)","(8.0, 20.0, 19.633333333333333)","(5.0, 5.5, 5.35)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 365.0)"
10-01-2023 15:20:53.457888,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.78)","(17.0, 60.0, 52.5)","(8.0, 20.0, 19.633333333333333)","(5.0, 5.5, 5.35)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 365.0)"
10-01-2023 15:20:54.519065,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.78)","(17.0, 60.0, 52.5)","(8.0, 20.0, 19.633333333333333)","(5.0, 5.5, 5.35)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 365.0)"
10-01-2023 15:20:55.596898,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.78)","(17.0, 60.0, 51.111111111111114)","(8.0, 20.0, 19.633333333333333)","(5.0, 5.5, 5.35)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 365.0)"
10-01-2023 15:20:56.931725,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.78)","(17.0, 60.0, 51.111111111111114)","(8.0, 20.0, 19.633333333333333)","(5.0, 5.5, 5.35)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 365.0)"
10-01-2023 15:20:58.093486,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.78)","(17.0, 60.0, 51.111111111111114)","(8.0, 20.0, 19.633333333333333)","(5.0, 5.5, 5.35)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 325.0)"
10-01-2023 15:20:59.222675,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.78)","(17.0, 60.0, 51.111111111111114)","(8.0, 20.0, 19.633333333333333)","(5.0, 5.5, 5.35)","(8.0, 12.5, 10.617857142857144)","(71.0, 470.0, 325.0)"
10-01-2023 15:21:00.374973,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.78)","(17.0, 60.0, 51.111111111111114)","(8.0, 20.0, 19.633333333333333)","(5.0, 5.5, 5.35)","(8.0, 12.5, 10.617857142857144)","(71.0, 470.0, 330.0)"
10-01-2023 15:21:01.449249,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.78)","(17.0, 60.0, 51.111111111111114)","(8.0, 20.0, 19.633333333333333)","(5.0, 5.5, 5.35)","(8.0, 12.5, 10.617857142857144)","(71.0, 470.0, 330.0)"
10-01-2023 15:21:02.748265,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.78)","(17.0, 60.0, 51.111111111111114)","(8.0, 20.0, 19.633333333333333)","(5.0, 5.5, 5.35)","(8.0, 12.5, 10.617857142857144)","(71.0, 470.0, 330.0)"
10-01-2023 15:21:04.035143,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.78)","(17.0, 60.0, 51.111111111111114)","(8.0, 20.0, 19.676470588235293)","(5.0, 5.5, 5.35)","(8.0, 12.5, 10.617857142857144)","(71.0, 470.0, 330.0)"
10-01-2023 15:21:05.268565,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 20.0, 17.791666666666668)","(5.0, 5.5, 5.2176470588235295)","(8.0, 12.5, 10.617857142857144)","(71.0, 470.0, 330.0)"
10-01-2023 15:21:06.346070,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 17.791666666666668)","(5.0, 5.5, 5.2176470588235295)","(8.0, 12.5, 10.617857142857144)","(71.0, 470.0, 330.0)"
10-01-2023 15:21:07.481879,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 18.973684210526315)","(5.0, 5.5, 5.107692307692308)","(8.0, 12.5, 10.617857142857144)","(71.0, 470.0, 330.0)"
10-01-2023 15:21:08.564384,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 19.625)","(5.0, 5.5, 5.107692307692308)","(8.0, 12.5, 10.617857142857144)","(71.0, 470.0, 330.0)"
10-01-2023 15:21:09.809442,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 19.625)","(5.0, 5.5, 5.107692307692308)","(8.0, 12.5, 10.617857142857144)","(71.0, 470.0, 330.0)"
10-01-2023 15:21:10.960758,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 19.625)","(5.0, 5.5, 5.107692307692308)","(8.0, 12.5, 10.617857142857144)","(71.0, 470.0, 330.0)"
10-01-2023 15:21:11.970917,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 19.625)","(5.0, 5.5, 5.107692307692308)","(8.0, 12.5, 10.617857142857144)","(71.0, 470.0, 330.0)"
10-01-2023 15:21:13.105093,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 19.625)","(5.0, 5.5, 5.107692307692308)","(8.0, 12.5, 10.617857142857144)","(71.0, 470.0, 370.0)"
10-01-2023 15:21:14.176323,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 19.625)","(5.0, 5.5, 5.107692307692308)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 370.0)"
10-01-2023 15:21:15.240213,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 19.625)","(5.0, 5.5, 5.107692307692308)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 370.0)"
10-01-2023 15:21:16.298544,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 19.625)","(5.0, 5.5, 5.107692307692308)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 370.0)"
10-01-2023 15:21:17.480879,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 19.625)","(5.0, 5.5, 5.107692307692308)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 370.0)"
10-01-2023 15:21:18.569722,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 19.625)","(5.0, 5.5, 5.107692307692308)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 370.0)"
10-01-2023 15:21:19.639550,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 19.625)","(5.0, 5.5, 5.107692307692308)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 370.0)"
10-01-2023 15:21:20.742685,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 19.625)","(5.0, 5.5, 5.107692307692308)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 370.0)"
10-01-2023 15:21:21.802680,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 19.625)","(5.0, 5.5, 5.107692307692308)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 370.0)"
10-01-2023 15:21:22.942326,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 19.625)","(5.0, 5.5, 5.107692307692308)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 370.0)"
10-01-2023 15:21:24.073346,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 19.625)","(5.0, 5.5, 5.107692307692308)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 370.0)"
10-01-2023 15:21:25.135905,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 19.625)","(5.0, 5.5, 5.107692307692308)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 370.0)"
10-01-2023 15:21:26.238250,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 19.625)","(5.0, 5.5, 5.107692307692308)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 370.0)"
10-01-2023 15:21:27.328046,"(3.9, 6.4, 5.3)","(3.7, 4.7, 4.5125)","(4.0, 4.9, 4.760000000000001)","(17.0, 60.0, 51.111111111111114)","(8.0, 21.0, 19.625)","(5.0, 5.5, 5.107692307692308)","(8.0, 12.5, 10.617857142857144)","(71.0, 550.0, 335.0)"
