,Boxing On,Make Me Dizzy,Rosebud Smile,Monza,Cant Control Me,Shian Quirky,Remembering,Sugar Pie
06-01-2023 16:43:53.850287,"(6.0, 7.6, 7.266666666666667)","(15.0, 16.5, 15.538461538461538)","(10.0, 27.0, 26.275862068965516)","(41.0, 65.0, 60.714285714285715)","(7.5, 11.5, 10.75)","(1.4, 1.68, 1.6785294117647058)","(18.0, 23.0, 22.428571428571427)","(51.0, 90.0, 85.33333333333333)"
06-01-2023 16:43:55.195962,"(6.0, 7.4, 7.364705882352942)","(15.0, 16.5, 15.538461538461538)","(10.0, 27.0, 26.275862068965516)","(41.0, 65.0, 60.714285714285715)","(7.5, 11.5, 10.75)","(1.4, 1.68, 1.6785294117647058)","(18.0, 23.0, 22.647058823529413)","(51.0, 90.0, 85.33333333333333)"
06-01-2023 16:43:56.479622,"(6.0, 7.2, 6.903225806451613)","(15.0, 16.5, 15.5625)","(10.0, 27.0, 26.75)","(41.0, 65.0, 60.714285714285715)","(7.5, 11.5, 10.954545454545455)","(1.4, 1.68, 1.6784848484848485)","(18.0, 23.0, 23.22222222222222)","(51.0, 90.0, 85.33333333333333)"
06-01-2023 16:43:57.596581,"(6.0, 7.0, 6.942857142857143)","(15.0, 16.5, 15.5625)","(10.0, 27.0, 26.75)","(41.0, 65.0, 60.714285714285715)","(7.5, 11.5, 11.0)","(1.4, 1.68, 1.6645454545454546)","(18.0, 25.0, 24.142857142857142)","(51.0, 90.0, 85.33333333333333)"
06-01-2023 16:43:58.749859,"(6.0, 7.2, 6.816)","(15.0, 16.5, 15.5625)","(10.0, 27.0, 26.176470588235293)","(41.0, 65.0, 60.714285714285715)","(7.5, 11.5, 10.75)","(1.4, 1.67, 1.658)","(18.0, 25.0, 23.315789473684212)","(51.0, 90.0, 85.33333333333333)"
06-01-2023 16:43:59.894272,"(6.5, 7.2, 6.735483870967742)","(13.0, 16.5, 14.625)","(11.0, 27.0, 26.666666666666668)","(41.0, 65.0, 60.714285714285715)","(7.5, 11.5, 11.18421052631579)","(1.4, 1.67, 1.6506535947712417)","(17.0, 25.0, 23.25)","(51.0, 90.0, 85.33333333333333)"
06-01-2023 16:44:01.089818,"(6.5, 7.2, 6.925714285714285)","(13.0, 16.5, 15.071428571428571)","(11.0, 27.0, 26.666666666666668)","(41.0, 65.0, 74.44444444444444)","(7.5, 11.5, 11.833333333333334)","(1.4, 1.66, 1.63953488372093)","(17.0, 25.0, 23.0)","(51.0, 90.0, 85.33333333333333)"
06-01-2023 16:44:02.182723,"(6.5, 7.2, 6.816666666666666)","(13.0, 16.5, 14.625)","(11.0, 27.0, 26.428571428571427)","(41.0, 80.0, 64.0)","(7.5, 12.5, 11.456521739130435)","(1.4, 1.64, 1.6394285714285712)","(17.0, 25.0, 22.806451612903224)","(51.0, 90.0, 85.33333333333333)"
06-01-2023 16:44:03.312054,"(6.5, 7.2, 6.8933333333333335)","(13.0, 16.5, 14.590909090909092)","(11.0, 27.0, 26.05263157894737)","(41.0, 80.0, 64.0)","(7.5, 12.5, 11.772727272727273)","(1.4, 1.64, 1.6393749999999998)","(17.0, 25.0, 22.806451612903224)","(51.0, 90.0, 85.33333333333333)"
06-01-2023 16:44:04.532420,"(6.5, 7.2, 6.871428571428571)","(13.0, 16.5, 14.58695652173913)","(11.0, 27.0, 26.428571428571427)","(41.0, 80.0, 70.66666666666667)","(7.5, 12.5, 11.794117647058824)","(1.4, 1.64, 1.6283333333333332)","(17.0, 25.0, 22.806451612903224)","(51.0, 90.0, 85.33333333333333)"
06-01-2023 16:44:05.826133,"(6.5, 7.2, 7.008333333333334)","(13.0, 16.5, 14.928571428571429)","(11.0, 27.0, 26.333333333333332)","(41.0, 80.0, 70.45454545454545)","(7.5, 12.5, 11.814285714285715)","(1.4, 1.63, 1.6297468354430378)","(17.0, 25.0, 22.806451612903224)","(51.0, 90.0, 85.33333333333333)"
06-01-2023 16:44:07.021743,"(6.5, 7.2, 7.008333333333334)","(13.0, 16.5, 15.452380952380953)","(11.0, 27.0, 26.285714285714285)","(41.0, 80.0, 71.81818181818181)","(7.5, 12.5, 12.071428571428571)","(1.4, 1.63, 1.645)","(17.0, 25.0, 23.074074074074073)","(51.0, 90.0, 88.62068965517241)"
06-01-2023 16:44:08.218458,"(6.5, 7.2, 7.1)","(13.0, 16.5, 15.452380952380953)","(11.0, 27.0, 26.285714285714285)","(41.0, 80.0, 71.81818181818181)","(7.5, 12.5, 12.071428571428571)","(1.4, 1.65, 1.645)","(17.0, 25.0, 23.074074074074073)","(51.0, 90.0, 86.25)"
06-01-2023 16:44:09.752340,"(6.5, 7.2, 7.030769230769231)","(13.0, 16.5, 15.452380952380953)","(13.0, 28.0, 27.714285714285715)","(41.0, 80.0, 73.57142857142857)","(8.0, 12.5, 11.7)","(1.4, 1.64, 1.6228571428571428)","(17.0, 25.0, 23.240000000000002)","(51.0, 90.0, 81.42857142857143)"
06-01-2023 16:44:11.008401,"(6.5, 7.2, 7.044444444444444)","(13.0, 16.5, 16.5)","(13.0, 28.0, 28.285714285714285)","(41.0, 80.0, 73.57142857142857)","(8.0, 12.5, 12.285714285714286)","(1.4, 1.64, 1.6264705882352941)","(17.0, 25.0, 23.240000000000002)","(51.0, 90.0, 81.42857142857143)"
06-01-2023 16:44:12.223343,"(6.5, 7.2, 7.0125)","(13.0, 18.0, 17.0)","(13.0, 30.0, 28.285714285714285)","(41.0, 80.0, 68.75)","(8.0, 12.5, 12.045454545454545)","(1.4, 1.63, 1.6188235294117648)","(17.0, 25.0, 23.240000000000002)","(51.0, 90.0, 80.0)"
06-01-2023 16:44:13.340221,"(6.5, 7.2, 7.072727272727273)","(13.0, 18.0, 16.4)","(13.0, 30.0, 29.692307692307693)","(41.0, 80.0, 72.5)","(8.0, 12.5, 12.045454545454545)","(1.4, 1.62, 1.6185714285714288)","(17.0, 25.0, 23.240000000000002)","(51.0, 90.0, 85.33333333333333)"
06-01-2023 16:44:14.462251,"(6.5, 7.2, 7.076190476190476)","(13.0, 18.0, 16.133333333333333)","(13.0, 29.0, 28.76923076923077)","(41.0, 80.0, 72.5)","(8.0, 12.5, 12.142857142857142)","(1.4, 1.62, 1.5908990825688074)","(17.0, 25.0, 23.166666666666668)","(51.0, 90.0, 85.33333333333333)"
06-01-2023 16:44:15.846941,"(6.5, 7.2, 7.123529411764706)","(13.0, 18.0, 17.032258064516128)","(13.0, 29.0, 28.76923076923077)","(41.0, 80.0, 72.5)","(8.0, 12.5, 12.772727272727273)","(1.4, 1.6, 1.5902370689655174)","(17.0, 25.0, 23.240000000000002)","(51.0, 90.0, 85.33333333333333)"
06-01-2023 16:44:17.136806,"(6.5, 7.6, 7.26)","(13.0, 18.0, 15.972972972972974)","(13.0, 29.0, 28.76923076923077)","(41.0, 80.0, 72.5)","(8.0, 13.5, 12.583333333333334)","(1.4, 1.6, 1.580173535791757)","(17.0, 25.0, 23.263157894736842)","(51.0, 90.0, 85.33333333333333)"
06-01-2023 16:44:18.251599,"(6.5, 7.8, 7.466666666666667)","(13.0, 18.0, 15.972972972972974)","(13.0, 29.0, 28.76923076923077)","(41.0, 80.0, 73.57142857142857)","(8.0, 13.5, 12.462962962962964)","(1.35, 1.6, 1.5902521008403363)","(17.0, 25.0, 23.307692307692307)","(51.0, 90.0, 85.33333333333333)"
06-01-2023 16:44:19.664825,"(6.5, 7.8, 7.742857142857143)","(13.0, 18.0, 16.571428571428573)","(13.0, 29.0, 28.76923076923077)","(41.0, 80.0, 73.57142857142857)","(8.0, 13.5, 11.918604651162791)","(1.35, 1.6, 1.6038095238095238)","(17.0, 25.0, 21.875)","(51.0, 90.0, 85.33333333333333)"
06-01-2023 16:44:21.033942,"(6.5, 7.8, 7.742857142857143)","(13.0, 17.0, 16.571428571428573)","(13.0, 29.0, 28.76923076923077)","(41.0, 80.0, 72.5)","(8.0, 13.5, 12.166666666666666)","(1.35, 1.61, 1.6093939393939396)","(17.0, 23.0, 21.682926829268293)","(51.0, 90.0, 85.33333333333333)"
06-01-2023 16:44:22.301203,"(6.5, 7.8, 7.765217391304348)","(13.0, 17.0, 16.653846153846153)","(13.0, 29.0, 28.76923076923077)","(41.0, 80.0, 72.5)","(8.0, 13.0, 12.1)","(1.35, 1.61, 1.6095294117647059)","(17.0, 23.0, 21.682926829268293)","(51.0, 90.0, 85.33333333333333)"
06-01-2023 16:44:23.457042,"(6.5, 7.8, 7.46)","(13.0, 17.0, 16.653846153846153)","(13.0, 29.0, 28.76923076923077)","(41.0, 80.0, 76.66666666666667)","(8.0, 13.0, 11.982142857142858)","(1.35, 1.61, 1.6173626373626375)","(17.0, 23.0, 20.451612903225808)","(51.0, 90.0, 81.25)"
06-01-2023 16:44:24.661567,"(6.5, 7.8, 7.5920000000000005)","(13.0, 17.0, 16.333333333333332)","(13.0, 29.0, 28.76923076923077)","(41.0, 80.0, 77.5)","(8.0, 13.0, 11.903846153846153)","(1.35, 1.62, 1.6190000000000002)","(17.0, 22.0, 20.22222222222222)","(51.0, 90.0, 81.25)"
06-01-2023 16:44:25.857138,"(6.5, 7.8, 7.647058823529412)","(13.0, 17.0, 16.653846153846153)","(13.0, 29.0, 28.823529411764707)","(41.0, 80.0, 77.5)","(8.0, 13.0, 12.1875)","(1.35, 1.62, 1.619504132231405)","(17.0, 22.0, 19.666666666666668)","(51.0, 90.0, 81.25)"
06-01-2023 16:44:27.047577,"(6.5, 7.8, 7.647058823529412)","(13.0, 17.0, 16.678571428571427)","(13.0, 29.0, 28.823529411764707)","(41.0, 80.0, 77.5)","(8.0, 12.5, 12.205882352941176)","(1.35, 1.62, 1.6191869918699189)","(17.0, 21.0, 19.522727272727273)","(51.0, 90.0, 81.25)"
06-01-2023 16:44:28.453480,"(6.5, 7.8, 7.647058823529412)","(13.0, 17.0, 16.36842105263158)","(13.0, 29.0, 28.823529411764707)","(41.0, 80.0, 77.5)","(8.0, 12.5, 11.944444444444445)","(1.35, 1.62, 1.6187301587301588)","(17.0, 21.0, 19.194444444444443)","(51.0, 90.0, 81.25)"
06-01-2023 16:44:29.619477,"(6.5, 7.8, 7.546666666666667)","(13.0, 17.0, 16.5)","(13.0, 29.0, 28.823529411764707)","(41.0, 80.0, 77.5)","(8.0, 12.5, 12.3)","(1.35, 1.62, 1.626923076923077)","(17.0, 21.0, 19.289473684210527)","(51.0, 90.0, 81.25)"
06-01-2023 16:44:30.774631,"(6.5, 7.8, 7.615384615384616)","(13.0, 17.0, 16.0)","(13.0, 29.0, 28.6)","(41.0, 80.0, 77.5)","(8.0, 12.0, 11.875)","(1.35, 1.63, 1.629097744360902)","(17.0, 21.0, 19.289473684210527)","(51.0, 90.0, 83.0)"
06-01-2023 16:44:31.997426,"(6.5, 7.8, 7.614285714285715)","(13.0, 17.0, 16.076923076923077)","(13.0, 30.0, 28.5)","(41.0, 80.0, 77.5)","(8.0, 12.0, 11.90909090909091)","(1.35, 1.63, 1.6284210526315788)","(17.0, 21.0, 19.333333333333332)","(51.0, 90.0, 87.0)"
06-01-2023 16:44:33.194404,"(6.5, 7.8, 7.614285714285715)","(13.0, 17.0, 16.4375)","(13.0, 30.0, 28.5)","(41.0, 80.0, 77.5)","(8.0, 12.0, 11.916666666666666)","(1.35, 1.63, 1.6178947368421053)","(17.0, 21.0, 19.333333333333332)","(51.0, 90.0, 87.0)"
06-01-2023 16:44:34.429815,"(6.5, 7.8, 7.5636363636363635)","(13.0, 17.0, 16.4375)","(13.0, 30.0, 28.615384615384617)","(41.0, 80.0, 77.5)","(8.0, 12.0, 11.916666666666666)","(1.35, 1.62, 1.6178947368421053)","(17.0, 21.0, 19.863636363636363)","(51.0, 90.0, 85.0)"
06-01-2023 16:44:35.499819,"(6.5, 7.8, 7.54)","(13.0, 17.0, 16.076923076923077)","(13.0, 30.0, 28.615384615384617)","(41.0, 80.0, 78.18181818181819)","(8.0, 12.0, 11.90909090909091)","(1.35, 1.63, 1.6118181818181818)","(17.0, 21.0, 19.333333333333332)","(51.0, 90.0, 85.0)"
06-01-2023 16:44:36.636641,"(6.5, 7.8, 7.715151515151515)","(13.0, 17.0, 16.076923076923077)","(13.0, 30.0, 28.307692307692307)","(41.0, 80.0, 78.18181818181819)","(8.0, 12.0, 11.916666666666666)","(1.35, 1.63, 1.618)","(17.0, 21.0, 20.333333333333332)","(51.0, 90.0, 87.0)"
06-01-2023 16:44:37.931153,"(6.5, 7.8, 7.772413793103448)","(13.0, 16.5, 16.333333333333332)","(13.0, 30.0, 28.307692307692307)","(41.0, 80.0, 76.66666666666667)","(8.0, 12.0, 11.90909090909091)","(1.35, 1.62, 1.6133333333333335)","(17.0, 21.0, 19.75)","(51.0, 90.0, 85.0)"
06-01-2023 16:44:39.269819,"(6.5, 8.0, 7.95)","(13.0, 16.5, 16.3125)","(13.0, 30.0, 28.705882352941178)","(41.0, 80.0, 76.66666666666667)","(8.0, 12.0, 11.9)","(1.35, 1.62, 1.6178313253012049)","(17.0, 21.0, 19.676470588235293)","(51.0, 90.0, 85.0)"
06-01-2023 16:44:40.462434,"(6.5, 8.0, 7.786666666666666)","(13.0, 16.5, 16.3125)","(13.0, 30.0, 28.705882352941178)","(41.0, 80.0, 76.66666666666667)","(8.0, 12.0, 11.9)","(1.35, 1.62, 1.6197701149425288)","(17.0, 21.0, 19.676470588235293)","(51.0, 90.0, 87.0)"
06-01-2023 16:44:41.675201,"(6.5, 7.8, 7.76)","(13.0, 16.5, 16.3125)","(13.0, 32.0, 29.857142857142858)","(41.0, 80.0, 76.66666666666667)","(8.0, 12.0, 11.9)","(1.35, 1.62, 1.6191666666666669)","(17.0, 21.0, 20.166666666666668)","(51.0, 90.0, 87.0)"
06-01-2023 16:44:43.106749,"(6.5, 8.0, 7.811764705882353)","(13.0, 16.5, 15.875)","(13.0, 30.0, 29.857142857142858)","(41.0, 80.0, 75.71428571428571)","(8.0, 12.0, 11.9)","(1.35, 1.62, 1.617727272727273)","(17.0, 21.0, 20.166666666666668)","(51.0, 90.0, 85.0)"
06-01-2023 16:44:44.446596,"(6.5, 8.0, 7.817142857142857)","(13.0, 16.0, 15.875)","(13.0, 30.0, 29.857142857142858)","(41.0, 80.0, 75.71428571428571)","(8.0, 12.0, 11.9)","(1.35, 1.62, 1.6383206106870227)","(17.0, 21.0, 20.09090909090909)","(51.0, 90.0, 86.66666666666667)"
06-01-2023 16:44:45.728226,"(6.5, 8.0, 7.6)","(13.0, 16.0, 15.38888888888889)","(13.0, 30.0, 29.44)","(41.0, 80.0, 75.71428571428571)","(8.5, 12.0, 11.9)","(1.35, 1.64, 1.6266666666666665)","(17.0, 21.0, 19.676470588235293)","(51.0, 90.0, 84.375)"
06-01-2023 16:44:47.009274,"(6.5, 7.6, 7.578947368421052)","(13.0, 16.0, 15.411764705882353)","(13.0, 32.0, 27.636363636363637)","(41.0, 80.0, 75.71428571428571)","(8.5, 12.0, 11.75)","(1.35, 1.63, 1.6279310344827584)","(17.0, 21.0, 19.4)","(51.0, 90.0, 83.82352941176471)"
06-01-2023 16:44:48.288848,"(6.5, 7.6, 7.5)","(13.0, 16.0, 15.411764705882353)","(13.0, 32.0, 27.636363636363637)","(41.0, 80.0, 75.71428571428571)","(8.5, 12.5, 11.75)","(1.35, 1.63, 1.6279310344827584)","(17.0, 21.0, 19.2)","(51.0, 90.0, 83.82352941176471)"
06-01-2023 16:44:49.465497,"(6.5, 7.6, 7.466666666666667)","(13.0, 16.0, 15.411764705882353)","(13.0, 30.0, 29.428571428571427)","(41.0, 80.0, 75.71428571428571)","(8.5, 12.5, 11.75)","(1.35, 1.63, 1.6284210526315788)","(17.0, 21.0, 19.2)","(51.0, 90.0, 83.82352941176471)"
06-01-2023 16:44:50.552974,"(6.5, 7.6, 7.511111111111111)","(13.0, 16.0, 15.583333333333334)","(13.0, 30.0, 29.428571428571427)","(41.0, 80.0, 75.71428571428571)","(8.5, 12.5, 11.75)","(1.35, 1.63, 1.6284210526315788)","(17.0, 21.0, 20.714285714285715)","(51.0, 90.0, 83.82352941176471)"
06-01-2023 16:44:51.745985,"(6.5, 7.6, 7.52)","(13.0, 16.0, 15.583333333333334)","(13.0, 30.0, 29.428571428571427)","(41.0, 80.0, 75.71428571428571)","(8.5, 12.5, 11.794117647058824)","(1.35, 1.63, 1.6276)","(17.0, 24.0, 20.4)","(51.0, 90.0, 83.82352941176471)"
06-01-2023 16:44:52.942183,"(6.5, 7.6, 7.542857142857143)","(13.0, 16.0, 15.583333333333334)","(13.0, 30.0, 29.428571428571427)","(41.0, 80.0, 75.71428571428571)","(8.5, 12.5, 11.833333333333334)","(1.35, 1.62, 1.628095238095238)","(17.0, 23.0, 21.57142857142857)","(51.0, 90.0, 83.82352941176471)"
06-01-2023 16:44:54.199490,"(6.5, 7.6, 7.561904761904762)","(13.0, 16.0, 15.583333333333334)","(13.0, 30.0, 29.5)","(41.0, 80.0, 75.71428571428571)","(8.5, 12.5, 11.875)","(1.35, 1.63, 1.6261290322580644)","(17.0, 22.0, 21.5)","(51.0, 90.0, 83.82352941176471)"
06-01-2023 16:44:55.471995,"(6.5, 7.6, 7.507692307692308)","(13.0, 16.0, 15.583333333333334)","(13.0, 30.0, 29.5)","(41.0, 80.0, 75.71428571428571)","(8.5, 12.5, 11.833333333333334)","(1.35, 1.63, 1.6252)","(17.0, 22.0, 20.4)","(51.0, 90.0, 83.82352941176471)"
06-01-2023 16:44:56.667258,"(6.5, 7.6, 7.552941176470588)","(13.0, 16.0, 15.583333333333334)","(13.0, 30.0, 29.5)","(41.0, 80.0, 75.71428571428571)","(8.5, 12.5, 11.833333333333334)","(1.35, 1.63, 1.6252)","(17.0, 22.0, 20.333333333333332)","(51.0, 90.0, 83.82352941176471)"
06-01-2023 16:44:57.864845,"(6.5, 7.6, 7.5)","(13.0, 16.0, 15.411764705882353)","(13.0, 30.0, 27.0)","(41.0, 80.0, 76.66666666666667)","(8.5, 12.5, 12.15)","(1.35, 1.63, 1.629298245614035)","(17.0, 22.0, 20.166666666666668)","(51.0, 90.0, 84.75)"
06-01-2023 16:44:59.114825,"(6.5, 7.6, 7.490909090909091)","(13.0, 16.0, 15.411764705882353)","(13.0, 28.0, 26.5)","(41.0, 80.0, 76.66666666666667)","(8.5, 12.5, 12.166666666666666)","(1.35, 1.63, 1.625)","(17.0, 21.0, 20.142857142857142)","(51.0, 90.0, 84.75)"
06-01-2023 16:45:00.289596,"(6.5, 7.6, 7.529411764705882)","(13.0, 16.0, 15.615384615384615)","(13.0, 28.0, 26.5)","(41.0, 80.0, 76.66666666666667)","(8.5, 12.5, 12.166666666666666)","(1.35, 1.63, 1.6283561643835616)","(17.0, 21.0, 20.0)","(51.0, 90.0, 84.75)"
06-01-2023 16:45:01.363184,"(6.5, 7.6, 7.544186046511627)","(13.0, 16.0, 15.444444444444445)","(13.0, 28.0, 27.333333333333332)","(41.0, 80.0, 76.66666666666667)","(8.5, 12.5, 12.166666666666666)","(1.35, 1.63, 1.6283783783783783)","(17.0, 21.0, 20.0)","(51.0, 90.0, 84.75)"
06-01-2023 16:45:02.464342,"(6.5, 7.6, 7.544186046511627)","(13.0, 16.0, 15.444444444444445)","(13.0, 28.0, 27.333333333333332)","(41.0, 80.0, 76.66666666666667)","(8.5, 12.5, 12.166666666666666)","(1.35, 1.63, 1.6283783783783783)","(17.0, 21.0, 20.0)","(51.0, 90.0, 84.75)"
06-01-2023 16:45:03.718546,"(6.5, 7.6, 7.484210526315789)","(13.0, 16.0, 15.473684210526315)","(13.0, 28.0, 27.333333333333332)","(41.0, 80.0, 76.66666666666667)","(8.5, 12.5, 12.033333333333333)","(1.35, 1.63, 1.6294202898550723)","(17.0, 21.0, 20.714285714285715)","(51.0, 90.0, 84.75)"
06-01-2023 16:45:04.976528,"(6.5, 7.4, 7.371428571428572)","(13.0, 16.0, 15.375)","(13.0, 27.0, 26.666666666666668)","(41.0, 80.0, 76.66666666666667)","(8.5, 12.5, 12.108695652173914)","(1.35, 1.63, 1.6281249999999998)","(17.0, 22.0, 21.0)","(51.0, 90.0, 83.0)"
06-01-2023 16:45:06.136731,"(6.5, 7.4, 7.371428571428572)","(13.0, 16.0, 15.375)","(13.0, 27.0, 26.666666666666668)","(41.0, 80.0, 76.66666666666667)","(8.5, 12.5, 12.108695652173914)","(1.35, 1.63, 1.6281249999999998)","(17.0, 22.0, 21.0)","(51.0, 90.0, 83.0)"
06-01-2023 16:45:07.185522,"(6.5, 7.4, 7.371428571428572)","(13.0, 16.0, 15.375)","(13.0, 27.0, 26.666666666666668)","(41.0, 80.0, 76.66666666666667)","(8.5, 12.5, 12.108695652173914)","(1.35, 1.63, 1.6281249999999998)","(17.0, 22.0, 21.642857142857142)","(51.0, 90.0, 82.5)"
06-01-2023 16:45:08.284992,"(6.5, 7.4, 7.331034482758621)","(13.0, 16.0, 15.482758620689655)","(13.0, 27.0, 26.666666666666668)","(41.0, 80.0, 76.66666666666667)","(8.5, 12.5, 12.125)","(1.35, 1.64, 1.63625)","(17.0, 22.0, 21.6875)","(51.0, 90.0, 84.75)"
06-01-2023 16:45:09.451671,"(6.5, 7.4, 7.32)","(13.0, 16.0, 15.375)","(13.0, 27.0, 26.666666666666668)","(41.0, 80.0, 78.84615384615384)","(8.5, 12.5, 12.108695652173914)","(1.35, 1.64, 1.6355555555555554)","(17.0, 22.0, 21.6)","(51.0, 90.0, 84.75)"
06-01-2023 16:45:10.651351,"(6.5, 7.4, 7.32)","(13.0, 16.0, 15.318181818181818)","(13.0, 27.0, 26.666666666666668)","(41.0, 80.0, 78.84615384615384)","(8.5, 12.5, 12.108695652173914)","(1.35, 1.64, 1.6355555555555554)","(17.0, 22.0, 21.6)","(51.0, 90.0, 84.75)"
06-01-2023 16:45:11.814540,"(6.5, 7.4, 7.33939393939394)","(13.0, 16.0, 15.095238095238095)","(13.0, 27.0, 26.666666666666668)","(41.0, 80.0, 78.84615384615384)","(8.5, 12.5, 12.108695652173914)","(1.35, 1.64, 1.6341463414634145)","(17.0, 22.0, 21.142857142857142)","(51.0, 90.0, 87.14285714285714)"
06-01-2023 16:45:13.033927,"(6.5, 7.4, 7.345454545454546)","(13.0, 16.0, 15.0625)","(13.0, 27.0, 26.666666666666668)","(41.0, 95.0, 89.66666666666667)","(8.5, 12.5, 12.166666666666666)","(1.35, 1.64, 1.6341463414634145)","(17.0, 23.0, 21.166666666666668)","(51.0, 90.0, 88.42105263157895)"
06-01-2023 16:45:14.162949,"(6.5, 7.4, 7.345454545454546)","(13.0, 16.0, 15.274193548387096)","(13.0, 27.0, 25.714285714285715)","(41.0, 95.0, 89.66666666666667)","(8.5, 12.5, 12.166666666666666)","(1.35, 1.64, 1.6329411764705881)","(17.0, 23.0, 21.166666666666668)","(51.0, 90.0, 88.42105263157895)"
06-01-2023 16:45:15.252294,"(6.5, 7.4, 7.318181818181818)","(13.0, 16.0, 15.274193548387096)","(13.0, 28.0, 26.666666666666668)","(41.0, 95.0, 88.75)","(8.5, 12.5, 12.166666666666666)","(1.35, 1.64, 1.6329411764705881)","(17.0, 23.0, 21.166666666666668)","(51.0, 90.0, 87.14285714285714)"
06-01-2023 16:45:16.339464,"(6.5, 7.4, 7.318181818181818)","(13.0, 16.0, 15.25)","(13.0, 27.0, 26.666666666666668)","(41.0, 95.0, 88.75)","(8.5, 12.5, 12.166666666666666)","(1.35, 1.64, 1.6329411764705881)","(17.0, 23.0, 21.166666666666668)","(51.0, 90.0, 88.42105263157895)"
06-01-2023 16:45:17.349420,"(6.5, 7.4, 7.272727272727273)","(13.0, 16.0, 15.25)","(13.0, 27.0, 26.666666666666668)","(41.0, 95.0, 88.75)","(8.5, 12.5, 12.166666666666666)","(1.35, 1.64, 1.6329411764705881)","(17.0, 23.0, 20.9375)","(51.0, 90.0, 87.0)"
06-01-2023 16:45:18.405568,"(6.5, 7.4, 7.269767441860465)","(13.0, 16.0, 15.25)","(13.0, 27.0, 26.666666666666668)","(41.0, 95.0, 88.75)","(8.5, 12.5, 12.142857142857142)","(1.35, 1.64, 1.6329411764705881)","(17.0, 23.0, 20.9375)","(51.0, 90.0, 88.33333333333333)"
06-01-2023 16:45:19.592630,"(6.5, 7.4, 7.266666666666667)","(13.0, 16.0, 15.25)","(14.0, 27.0, 26.666666666666668)","(41.0, 95.0, 88.75)","(8.5, 12.5, 12.075757575757576)","(1.35, 1.64, 1.636)","(17.0, 23.0, 21.625)","(51.0, 90.0, 74.0)"
06-01-2023 16:45:20.728003,"(6.5, 7.4, 7.300000000000001)","(13.0, 16.0, 15.25)","(14.0, 27.0, 26.666666666666668)","(41.0, 95.0, 88.75)","(8.5, 12.5, 12.133333333333333)","(1.35, 1.64, 1.6342857142857141)","(17.0, 23.0, 21.625)","(51.0, 75.0, 73.57142857142857)"
06-01-2023 16:45:21.779700,"(6.5, 7.4, 7.276190476190476)","(13.0, 16.0, 15.296875)","(14.0, 27.0, 26.666666666666668)","(41.0, 95.0, 88.75)","(8.5, 12.5, 12.363636363636363)","(1.35, 1.64, 1.6363636363636362)","(17.0, 23.0, 21.533333333333335)","(51.0, 75.0, 73.57142857142857)"
06-01-2023 16:45:22.919709,"(6.5, 7.4, 7.246153846153846)","(13.0, 16.0, 15.228571428571428)","(14.0, 27.0, 26.666666666666668)","(41.0, 95.0, 88.75)","(8.5, 13.0, 12.25)","(1.35, 1.64, 1.6363636363636362)","(17.0, 23.0, 21.533333333333335)","(51.0, 75.0, 73.57142857142857)"
06-01-2023 16:45:23.943777,"(6.5, 7.4, 7.243137254901961)","(13.0, 16.0, 15.228571428571428)","(14.0, 27.0, 26.666666666666668)","(41.0, 95.0, 88.75)","(8.5, 13.0, 12.24390243902439)","(1.35, 1.64, 1.637142857142857)","(17.0, 23.0, 21.533333333333335)","(51.0, 75.0, 73.33333333333333)"
06-01-2023 16:45:25.079985,"(6.5, 7.4, 7.289655172413793)","(13.0, 16.0, 15.228571428571428)","(14.0, 27.0, 26.714285714285715)","(41.0, 95.0, 88.75)","(8.5, 13.0, 12.15)","(1.35, 1.64, 1.637142857142857)","(17.0, 23.0, 21.625)","(51.0, 75.0, 73.33333333333333)"
06-01-2023 16:45:26.181491,"(6.5, 7.2, 7.124324324324324)","(13.0, 16.0, 15.25)","(14.0, 27.0, 26.714285714285715)","(41.0, 95.0, 86.0)","(8.5, 13.0, 12.128205128205128)","(1.35, 1.64, 1.644)","(17.0, 23.0, 21.533333333333335)","(51.0, 75.0, 73.27586206896552)"
06-01-2023 16:45:27.200448,"(6.5, 7.2, 7.12)","(13.0, 16.0, 15.181818181818182)","(14.0, 27.0, 26.666666666666668)","(41.0, 95.0, 86.0)","(8.5, 13.0, 12.128205128205128)","(1.35, 1.65, 1.6455)","(17.0, 23.0, 21.625)","(51.0, 75.0, 73.27586206896552)"
06-01-2023 16:45:28.302430,"(6.0, 7.2, 7.144)","(13.0, 16.0, 15.181818181818182)","(14.0, 27.0, 26.666666666666668)","(41.0, 95.0, 86.0)","(8.5, 13.0, 12.108695652173912)","(1.35, 1.65, 1.6415555555555554)","(17.0, 23.0, 21.625)","(51.0, 75.0, 73.27586206896552)"
06-01-2023 16:45:29.361051,"(6.0, 7.2, 7.161538461538462)","(13.0, 16.0, 15.181818181818182)","(14.0, 27.0, 26.666666666666668)","(41.0, 95.0, 86.0)","(8.5, 13.0, 12.108695652173912)","(1.35, 1.65, 1.6444444444444444)","(17.0, 23.0, 21.533333333333335)","(51.0, 75.0, 73.33333333333333)"
06-01-2023 16:45:30.455698,"(6.0, 7.2, 7.057777777777778)","(13.0, 16.0, 15.25)","(14.0, 28.0, 25.642857142857142)","(41.0, 95.0, 86.0)","(8.5, 13.0, 12.108695652173912)","(1.35, 1.65, 1.6448571428571428)","(17.0, 23.0, 21.533333333333335)","(51.0, 75.0, 73.38709677419355)"
