,Madison Point,Tullaghan,Taliano,Bubbler,Blazing Zone,Fleur De Rose,Jeddalet,Honour The Legend
10-01-2023 12:33:08.176437,"(4.8, 5.9, 5.45)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.3, 3.78)","(12.0, 22.0, 19.0)","(10.0, 17.0, 15.5)","(12.0, 19.5, 17.5)","(8.0, 17.0, 16.166666666666668)"
10-01-2023 12:33:09.273483,"(4.8, 5.9, 5.45)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.3, 3.9099999999999997)","(12.0, 22.0, 19.0)","(10.0, 17.0, 15.5)","(12.0, 19.5, 17.5)","(8.0, 17.0, 16.166666666666668)"
10-01-2023 12:33:10.327073,"(4.8, 5.9, 5.45)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.3, 3.9099999999999997)","(12.0, 22.0, 19.0)","(10.0, 17.0, 15.5)","(12.0, 19.5, 17.5)","(8.0, 17.0, 16.166666666666668)"
10-01-2023 12:33:11.418164,"(4.8, 5.9, 5.45)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.3, 3.9099999999999997)","(12.0, 22.0, 19.46153846153846)","(10.0, 17.0, 15.5)","(12.0, 19.5, 14.346153846153847)","(8.0, 17.0, 15.5)"
10-01-2023 12:33:12.527766,"(4.8, 5.9, 5.45)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.3, 3.9099999999999997)","(12.0, 22.0, 17.714285714285715)","(10.0, 17.0, 15.5)","(12.0, 23.0, 19.333333333333332)","(8.0, 17.0, 15.5)"
10-01-2023 12:33:13.663765,"(4.8, 5.9, 5.45)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.3, 3.8125)","(12.0, 22.0, 17.714285714285715)","(10.0, 17.0, 15.5)","(12.0, 22.0, 16.928571428571427)","(8.0, 17.0, 15.5)"
10-01-2023 12:33:14.803757,"(4.8, 5.9, 5.45)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.3, 3.8125)","(12.0, 22.0, 17.833333333333332)","(10.0, 17.0, 15.5)","(12.0, 23.0, 16.928571428571427)","(8.0, 17.0, 15.5)"
10-01-2023 12:33:15.992838,"(4.8, 5.9, 5.45)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.3, 3.8125)","(12.0, 22.0, 17.833333333333332)","(10.0, 17.0, 15.5)","(12.0, 23.0, 17.11764705882353)","(8.0, 17.0, 15.5)"
10-01-2023 12:33:17.140560,"(4.8, 5.9, 5.45)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.3, 3.8125)","(12.0, 22.0, 17.833333333333332)","(10.0, 17.0, 15.5)","(12.0, 23.0, 17.11764705882353)","(8.0, 17.0, 15.5)"
10-01-2023 12:33:18.230123,"(4.8, 5.9, 5.45)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.3, 3.8125)","(12.0, 22.0, 17.833333333333332)","(10.0, 17.0, 15.5)","(12.0, 23.0, 21.434782608695652)","(8.0, 17.0, 15.5)"
10-01-2023 12:33:19.339991,"(4.8, 5.8, 5.728571428571429)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.3, 3.8125)","(12.0, 22.0, 17.833333333333332)","(10.0, 17.0, 15.5)","(12.0, 22.0, 21.434782608695652)","(8.0, 17.0, 15.5)"
10-01-2023 12:33:20.469966,"(4.8, 5.8, 5.728571428571429)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.3, 3.8125)","(12.0, 22.0, 17.833333333333332)","(10.0, 17.0, 15.5)","(12.0, 22.0, 20.428571428571427)","(8.0, 17.0, 15.5)"
10-01-2023 12:33:21.531514,"(4.8, 5.8, 5.728571428571429)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.3, 3.8125)","(12.0, 22.0, 17.666666666666668)","(10.0, 17.0, 15.5)","(12.0, 22.0, 21.0)","(8.0, 17.0, 15.5)"
10-01-2023 12:33:22.575851,"(4.8, 5.8, 5.728571428571429)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.3, 3.8125)","(12.0, 21.0, 17.666666666666668)","(10.0, 17.0, 15.5)","(12.0, 22.0, 21.0)","(8.0, 17.0, 15.5)"
10-01-2023 12:33:23.647586,"(4.8, 5.8, 5.728571428571429)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.3, 3.8125)","(12.0, 21.0, 17.666666666666668)","(10.0, 17.0, 15.5)","(12.0, 22.0, 19.5)","(8.0, 17.0, 15.5)"
10-01-2023 12:33:24.692705,"(4.8, 5.8, 5.728571428571429)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.3, 4.0)","(12.0, 21.0, 17.666666666666668)","(10.0, 17.0, 15.5)","(12.0, 22.0, 20.75)","(8.0, 17.0, 15.5)"
10-01-2023 12:33:25.720441,"(4.8, 5.8, 5.728571428571429)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.2, 3.9692307692307693)","(12.0, 21.0, 17.666666666666668)","(10.0, 17.0, 15.5)","(12.0, 22.0, 19.75)","(8.0, 17.0, 15.5)"
10-01-2023 12:33:26.762480,"(4.8, 5.8, 5.728571428571429)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.2, 3.807142857142857)","(12.0, 21.0, 17.666666666666668)","(10.0, 17.0, 15.5)","(12.0, 22.0, 19.75)","(8.0, 17.0, 15.5)"
10-01-2023 12:33:27.828565,"(4.8, 5.8, 5.728571428571429)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.2, 3.807142857142857)","(12.0, 21.0, 17.666666666666668)","(10.0, 17.0, 15.5)","(12.0, 22.0, 18.564516129032256)","(8.0, 17.0, 15.5)"
10-01-2023 12:33:28.964049,"(4.8, 5.8, 5.728571428571429)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.5)","(3.2, 4.2, 3.807142857142857)","(12.0, 21.0, 17.666666666666668)","(10.0, 17.0, 15.5)","(12.0, 23.0, 19.474358974358974)","(8.0, 17.0, 16.166666666666668)"
10-01-2023 12:33:30.035855,"(4.8, 5.8, 5.754545454545454)","(3.4, 4.2, 4.123404255319149)","(11.0, 19.0, 16.642857142857142)","(3.2, 4.2, 3.807142857142857)","(12.0, 21.0, 17.666666666666668)","(10.0, 17.0, 15.5)","(12.0, 23.0, 20.58695652173913)","(8.0, 17.0, 16.166666666666668)"
10-01-2023 12:33:31.112062,"(4.8, 5.8, 5.728571428571429)","(3.4, 4.2, 4.131914893617021)","(11.0, 19.0, 16.5)","(3.2, 4.2, 3.8333333333333335)","(12.0, 21.0, 17.666666666666668)","(10.0, 17.0, 15.5)","(12.0, 22.0, 19.804347826086957)","(8.0, 17.0, 16.166666666666668)"
10-01-2023 12:33:32.245117,"(4.8, 5.8, 5.466666666666667)","(3.4, 4.2, 4.131914893617021)","(11.0, 19.0, 14.833333333333334)","(3.2, 4.2, 3.8333333333333335)","(12.0, 21.0, 17.666666666666668)","(10.0, 17.0, 14.0)","(12.0, 21.0, 19.55)","(8.0, 17.0, 15.0)"
10-01-2023 12:33:33.307676,"(4.8, 5.8, 5.466666666666667)","(3.4, 4.2, 4.131914893617021)","(11.0, 19.0, 14.833333333333334)","(3.2, 4.2, 3.8333333333333335)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.0)","(12.0, 20.0, 19.02173913043478)","(8.0, 17.0, 14.0)"
10-01-2023 12:33:34.393406,"(4.8, 5.8, 5.466666666666667)","(3.4, 4.2, 4.131914893617021)","(11.0, 19.0, 14.833333333333334)","(3.2, 4.2, 3.8333333333333335)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.0)","(12.0, 20.0, 19.357142857142858)","(8.0, 17.0, 14.0)"
10-01-2023 12:33:35.496803,"(4.8, 5.8, 5.466666666666667)","(3.4, 4.2, 4.131914893617021)","(11.0, 19.0, 14.833333333333334)","(3.2, 4.2, 3.8333333333333335)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.0)","(12.0, 20.0, 19.357142857142858)","(8.0, 17.0, 14.0)"
10-01-2023 12:33:36.554355,"(4.8, 5.8, 5.466666666666667)","(3.4, 4.2, 4.130434782608695)","(11.0, 19.0, 14.833333333333334)","(3.2, 4.2, 3.8333333333333335)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.0)","(12.0, 20.0, 19.357142857142858)","(8.0, 17.0, 14.0)"
10-01-2023 12:33:37.598766,"(4.8, 5.8, 5.466666666666667)","(3.4, 4.2, 4.130434782608695)","(11.0, 19.0, 14.833333333333334)","(3.2, 4.2, 3.8333333333333335)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.0)","(12.0, 20.0, 19.357142857142858)","(8.0, 17.0, 14.0)"
10-01-2023 12:33:38.670616,"(4.8, 5.8, 5.466666666666667)","(3.4, 4.2, 4.130434782608695)","(11.0, 19.0, 14.6)","(3.2, 4.2, 3.8333333333333335)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.0)","(12.0, 20.0, 19.357142857142858)","(8.0, 17.0, 14.0)"
10-01-2023 12:33:39.721305,"(4.8, 5.8, 5.466666666666667)","(3.4, 4.2, 4.130434782608695)","(11.0, 17.0, 14.6)","(3.2, 4.2, 3.8333333333333335)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.0)","(12.0, 20.0, 19.357142857142858)","(8.0, 17.0, 14.0)"
10-01-2023 12:33:40.744960,"(4.8, 5.8, 5.5777777777777775)","(3.4, 4.2, 4.12)","(11.0, 17.0, 14.6)","(3.2, 4.2, 3.8333333333333335)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.0)","(12.0, 20.0, 19.357142857142858)","(8.0, 17.0, 14.0)"
10-01-2023 12:33:41.792939,"(4.8, 5.8, 5.5777777777777775)","(3.4, 4.2, 4.12)","(11.0, 17.0, 14.6)","(3.2, 4.2, 3.7624999999999997)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.0)","(12.0, 20.0, 19.357142857142858)","(8.0, 17.0, 14.0)"
10-01-2023 12:33:42.846708,"(4.8, 5.8, 5.5777777777777775)","(3.4, 4.2, 4.12)","(11.0, 17.0, 14.6)","(3.2, 4.1, 3.7624999999999997)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.0)","(12.0, 20.0, 19.357142857142858)","(8.0, 17.0, 14.0)"
10-01-2023 12:33:43.906338,"(4.8, 5.8, 5.5777777777777775)","(3.4, 4.2, 4.12)","(11.0, 17.0, 14.6)","(3.2, 4.1, 3.744736842105263)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.0)","(12.0, 20.0, 19.357142857142858)","(8.0, 17.0, 14.0)"
10-01-2023 12:33:44.976114,"(4.8, 5.8, 5.5777777777777775)","(3.4, 4.2, 4.12)","(11.0, 17.0, 14.6)","(3.2, 4.1, 3.744736842105263)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.0)","(12.0, 20.0, 19.357142857142858)","(8.0, 17.0, 13.571428571428571)"
10-01-2023 12:33:46.040746,"(4.8, 5.8, 5.5777777777777775)","(3.4, 4.2, 4.12)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.0)","(12.0, 20.0, 19.357142857142858)","(8.0, 17.0, 14.6)"
10-01-2023 12:33:47.093850,"(4.8, 5.8, 5.5777777777777775)","(3.4, 4.2, 4.12)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.0)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:33:48.214051,"(4.8, 5.8, 5.5777777777777775)","(3.4, 4.2, 4.12)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.0)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:33:49.364866,"(4.8, 5.8, 5.5777777777777775)","(3.4, 4.2, 4.12)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.0)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:33:50.489352,"(4.8, 5.8, 5.5777777777777775)","(3.4, 4.2, 4.12)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.0)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:33:51.639729,"(4.8, 5.8, 5.5777777777777775)","(3.4, 4.2, 4.12)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:33:52.798867,"(4.8, 5.7, 5.522222222222222)","(3.4, 4.2, 3.977777777777778)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:33:53.893452,"(4.8, 5.7, 5.511764705882353)","(3.4, 4.2, 4.0181818181818185)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:33:55.007047,"(4.8, 5.7, 5.511764705882353)","(3.4, 4.2, 4.0181818181818185)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 21.0, 18.0)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:33:56.099829,"(4.8, 5.7, 5.511764705882353)","(3.4, 4.2, 4.0181818181818185)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 21.0, 17.727272727272727)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:33:57.149337,"(4.8, 5.7, 5.511764705882353)","(3.4, 4.2, 4.0181818181818185)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 20.0, 17.727272727272727)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:33:58.161071,"(4.8, 5.7, 5.5)","(3.4, 4.2, 4.0181818181818185)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 20.0, 17.727272727272727)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:33:59.181346,"(4.8, 5.7, 5.5)","(3.4, 4.2, 4.0181818181818185)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 20.0, 17.727272727272727)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:34:00.188034,"(4.8, 5.7, 5.5)","(3.4, 4.2, 4.0181818181818185)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 20.0, 17.727272727272727)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:34:01.232137,"(4.8, 5.7, 5.5)","(3.4, 4.2, 4.0181818181818185)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:34:02.265564,"(4.8, 5.7, 5.5)","(3.4, 4.2, 4.0181818181818185)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:34:03.350591,"(4.8, 5.7, 5.5)","(3.4, 4.2, 4.0181818181818185)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:34:04.457757,"(4.8, 5.7, 5.5)","(3.4, 4.2, 4.0181818181818185)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:34:05.587521,"(4.8, 5.7, 5.5)","(3.4, 4.2, 4.0181818181818185)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:34:06.692323,"(4.8, 5.7, 5.5)","(3.4, 4.2, 4.0181818181818185)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:34:07.818217,"(4.8, 5.7, 5.5)","(3.4, 4.2, 4.0181818181818185)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:34:08.980729,"(4.8, 5.7, 5.5)","(3.4, 4.2, 4.0181818181818185)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:34:10.132124,"(4.8, 5.7, 5.5)","(3.4, 4.2, 4.0181818181818185)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:34:11.251196,"(4.8, 5.7, 5.5)","(3.4, 4.2, 4.0181818181818185)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:34:12.318914,"(4.8, 5.7, 5.5)","(3.4, 4.2, 4.0181818181818185)","(11.0, 16.0, 14.4)","(3.2, 4.1, 3.744736842105263)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:34:13.411312,"(4.8, 5.6, 5.492857142857143)","(3.4, 4.2, 4.11)","(11.0, 16.0, 14.736842105263158)","(3.2, 4.1, 3.744736842105263)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:34:14.475484,"(4.8, 5.6, 5.492857142857143)","(3.4, 4.2, 4.11)","(11.0, 16.0, 14.736842105263158)","(3.2, 4.0, 3.825)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:34:15.477673,"(4.8, 5.6, 5.492857142857143)","(3.4, 4.2, 4.116279069767442)","(11.0, 16.0, 14.736842105263158)","(3.2, 4.0, 3.7772727272727273)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:34:16.554011,"(4.8, 5.6, 5.463636363636363)","(3.4, 4.2, 4.116279069767442)","(11.0, 16.0, 14.736842105263158)","(3.2, 4.0, 3.7772727272727273)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 14.6)"
10-01-2023 12:34:17.603679,"(4.8, 5.6, 5.463636363636363)","(3.4, 4.2, 4.116279069767442)","(11.0, 16.0, 14.736842105263158)","(3.2, 4.0, 3.890909090909091)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 15.0)"
10-01-2023 12:34:18.742783,"(4.8, 5.6, 5.463636363636363)","(3.4, 4.2, 4.116279069767442)","(11.0, 16.0, 14.736842105263158)","(3.2, 4.0, 3.890909090909091)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 15.0)"
10-01-2023 12:34:19.833070,"(4.8, 5.6, 5.463636363636363)","(3.4, 4.2, 4.116279069767442)","(11.0, 16.0, 14.736842105263158)","(3.2, 4.0, 3.890909090909091)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 15.0)"
10-01-2023 12:34:20.976472,"(4.8, 5.6, 5.463636363636363)","(3.4, 4.2, 4.116279069767442)","(11.0, 16.0, 14.736842105263158)","(3.2, 4.0, 3.8285714285714287)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 15.0)"
10-01-2023 12:34:22.117066,"(4.8, 5.5, 5.4714285714285715)","(3.4, 4.2, 4.116279069767442)","(11.0, 16.0, 14.736842105263158)","(3.2, 4.0, 3.8285714285714287)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.666666666666666)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 15.0)"
10-01-2023 12:34:23.265535,"(4.8, 5.5, 5.4714285714285715)","(3.4, 4.2, 4.116279069767442)","(11.0, 16.0, 14.736842105263158)","(3.2, 4.1, 3.8499999999999996)","(12.0, 20.0, 18.333333333333332)","(10.0, 17.0, 14.083333333333334)","(12.0, 20.0, 19.4375)","(8.0, 17.0, 15.0)"
