,Toms Mate,Symi Fortuna,Peter Pan,Candy Kaos,Glenreagh Burner,Eyes On Gold,But It Pours,Cash Key
11-01-2023 12:33:59.489063,"(4.6, 7.4, 7.15)","(18.0, 46.0, 25.166666666666668)","(18.0, 42.0, 30.0)","(1.75, 2.4, 2.128888888888889)","(20.0, 55.0, 28.333333333333332)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 25.5)","(8.5, 19.5, 15.833333333333334)"
11-01-2023 12:34:00.669042,"(4.6, 7.4, 7.15)","(18.0, 46.0, 25.166666666666668)","(18.0, 42.0, 30.0)","(1.75, 2.4, 2.128888888888889)","(20.0, 55.0, 28.333333333333332)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 24.0)","(8.5, 19.5, 15.833333333333334)"
11-01-2023 12:34:01.856858,"(4.6, 7.4, 6.550000000000001)","(18.0, 46.0, 23.77777777777778)","(18.0, 42.0, 30.0)","(1.75, 2.4, 2.128888888888889)","(20.0, 55.0, 28.333333333333332)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 24.0)","(8.5, 19.5, 15.833333333333334)"
11-01-2023 12:34:03.124258,"(4.6, 7.4, 7.15)","(18.0, 46.0, 23.77777777777778)","(18.0, 42.0, 30.0)","(1.75, 2.4, 2.128888888888889)","(20.0, 55.0, 28.333333333333332)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 24.0)","(8.5, 19.5, 15.75)"
11-01-2023 12:34:04.441629,"(4.6, 7.4, 7.15)","(18.0, 46.0, 23.77777777777778)","(18.0, 42.0, 30.0)","(1.75, 2.4, 2.128888888888889)","(20.0, 55.0, 28.333333333333332)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 24.0)","(8.5, 21.0, 15.75)"
11-01-2023 12:34:05.739499,"(4.6, 7.4, 7.15)","(18.0, 46.0, 27.578947368421055)","(18.0, 42.0, 33.0)","(1.75, 2.4, 2.128888888888889)","(20.0, 55.0, 40.55)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 22.0)","(8.5, 21.0, 15.75)"
11-01-2023 12:34:07.166299,"(4.6, 7.4, 7.15)","(18.0, 46.0, 27.578947368421055)","(18.0, 40.0, 33.0)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 40.55)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 23.733333333333334)","(8.5, 21.0, 15.75)"
11-01-2023 12:34:08.546528,"(4.6, 7.4, 7.166666666666667)","(18.0, 46.0, 27.578947368421055)","(18.0, 40.0, 29.379310344827587)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 30.5)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 33.44)","(8.5, 21.0, 15.75)"
11-01-2023 12:34:10.110320,"(4.6, 7.4, 7.166666666666667)","(18.0, 46.0, 27.578947368421055)","(18.0, 40.0, 29.379310344827587)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 27.5)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 33.44)","(8.5, 21.0, 15.75)"
11-01-2023 12:34:11.760656,"(4.6, 7.4, 7.166666666666667)","(18.0, 46.0, 27.578947368421055)","(18.0, 40.0, 29.0)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 29.545454545454547)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 33.44)","(8.5, 21.0, 18.5)"
11-01-2023 12:34:13.449415,"(4.6, 7.4, 7.166666666666667)","(18.0, 46.0, 29.92857142857143)","(18.0, 40.0, 29.379310344827587)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 39.285714285714285)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 36.8)","(8.5, 22.0, 18.5)"
11-01-2023 12:34:15.303191,"(4.6, 7.4, 6.550000000000001)","(18.0, 46.0, 29.92857142857143)","(18.0, 40.0, 29.379310344827587)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 39.285714285714285)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 36.8)","(8.5, 22.0, 19.666666666666668)"
11-01-2023 12:34:17.026841,"(4.6, 7.4, 7.133333333333334)","(18.0, 46.0, 29.92857142857143)","(18.0, 40.0, 29.379310344827587)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 39.285714285714285)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 36.8)","(8.5, 22.0, 21.65)"
11-01-2023 12:34:18.620241,"(4.6, 7.4, 7.133333333333334)","(18.0, 46.0, 29.92857142857143)","(18.0, 40.0, 29.379310344827587)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 39.285714285714285)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 36.8)","(8.5, 22.0, 18.75)"
11-01-2023 12:34:19.981923,"(4.6, 7.4, 7.133333333333334)","(18.0, 46.0, 29.92857142857143)","(18.0, 40.0, 29.379310344827587)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 39.285714285714285)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 36.8)","(8.5, 22.0, 18.75)"
11-01-2023 12:34:21.258137,"(4.6, 7.4, 7.133333333333334)","(18.0, 46.0, 29.92857142857143)","(18.0, 40.0, 29.0)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 39.285714285714285)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 36.8)","(8.5, 22.0, 18.75)"
11-01-2023 12:34:22.634156,"(4.6, 7.4, 7.133333333333334)","(18.0, 46.0, 29.92857142857143)","(18.0, 40.0, 29.379310344827587)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 39.285714285714285)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 36.8)","(8.5, 22.0, 19.0)"
11-01-2023 12:34:23.936535,"(4.6, 7.4, 7.166666666666667)","(18.0, 46.0, 29.92857142857143)","(18.0, 40.0, 29.379310344827587)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 39.285714285714285)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 36.8)","(8.5, 22.0, 19.0)"
11-01-2023 12:34:25.248477,"(4.6, 7.4, 7.166666666666667)","(18.0, 46.0, 29.92857142857143)","(18.0, 40.0, 29.379310344827587)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 39.285714285714285)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 36.8)","(8.5, 22.0, 19.0)"
11-01-2023 12:34:26.608527,"(4.6, 7.4, 7.166666666666667)","(18.0, 46.0, 29.92857142857143)","(18.0, 40.0, 29.379310344827587)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 39.285714285714285)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 36.8)","(8.5, 22.0, 19.0)"
11-01-2023 12:34:27.961496,"(4.6, 7.4, 7.166666666666667)","(18.0, 46.0, 29.92857142857143)","(18.0, 40.0, 29.379310344827587)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 39.285714285714285)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 36.8)","(8.5, 22.0, 19.0)"
11-01-2023 12:34:29.597503,"(4.6, 7.4, 7.166666666666667)","(18.0, 46.0, 29.92857142857143)","(18.0, 40.0, 29.379310344827587)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 39.285714285714285)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 36.8)","(8.5, 22.0, 19.0)"
11-01-2023 12:34:31.121918,"(4.6, 7.4, 6.636363636363637)","(18.0, 46.0, 29.92857142857143)","(18.0, 40.0, 29.379310344827587)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 39.285714285714285)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 36.8)","(8.5, 22.0, 19.0)"
11-01-2023 12:34:32.456786,"(4.6, 7.4, 7.166666666666667)","(18.0, 46.0, 29.92857142857143)","(18.0, 40.0, 29.379310344827587)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 39.285714285714285)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 36.8)","(8.5, 22.0, 19.0)"
11-01-2023 12:34:33.781078,"(4.6, 7.4, 7.166666666666667)","(18.0, 46.0, 29.92857142857143)","(18.0, 40.0, 29.379310344827587)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 39.285714285714285)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 36.8)","(8.5, 22.0, 19.0)"
11-01-2023 12:34:35.114031,"(4.6, 7.4, 7.166666666666667)","(18.0, 46.0, 29.92857142857143)","(18.0, 40.0, 29.379310344827587)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 39.285714285714285)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 36.8)","(8.5, 22.0, 19.0)"
11-01-2023 12:34:36.553202,"(4.6, 7.4, 6.7)","(18.0, 46.0, 32.5)","(18.0, 40.0, 29.379310344827587)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 39.285714285714285)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 36.8)","(8.5, 22.0, 19.0)"
11-01-2023 12:34:38.074570,"(4.6, 7.4, 7.166666666666667)","(18.0, 44.0, 28.666666666666668)","(18.0, 40.0, 29.0)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 39.285714285714285)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 37.33333333333333)","(8.5, 22.0, 19.0)"
11-01-2023 12:34:39.372760,"(4.6, 7.4, 7.166666666666667)","(18.0, 44.0, 28.1875)","(18.0, 40.0, 29.379310344827587)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 39.285714285714285)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 37.33333333333333)","(8.5, 22.0, 21.684210526315788)"
11-01-2023 12:34:40.583809,"(4.6, 7.4, 7.166666666666667)","(18.0, 44.0, 28.1875)","(18.0, 40.0, 23.27777777777778)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 35.6)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 36.54545454545455)","(8.5, 22.0, 19.31578947368421)"
11-01-2023 12:34:41.902125,"(4.6, 7.4, 7.166666666666667)","(18.0, 44.0, 28.1875)","(18.0, 40.0, 24.157894736842106)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 36.5)","(5.0, 7.6, 6.044444444444444)","(18.0, 48.0, 36.54545454545455)","(8.5, 19.5, 19.305555555555557)"
11-01-2023 12:34:43.110569,"(4.6, 7.4, 7.166666666666667)","(18.0, 44.0, 28.1875)","(18.0, 40.0, 28.85185185185185)","(1.75, 2.4, 2.128888888888889)","(20.0, 50.0, 41.69230769230769)","(5.0, 7.6, 6.76875)","(18.0, 48.0, 36.54545454545455)","(8.5, 19.5, 19.305555555555557)"
11-01-2023 12:34:44.402890,"(4.6, 7.4, 7.166666666666667)","(18.0, 44.0, 28.1875)","(18.0, 40.0, 28.85185185185185)","(1.75, 2.4, 1.8454545454545455)","(20.0, 50.0, 41.69230769230769)","(5.0, 7.6, 6.76875)","(18.0, 48.0, 36.54545454545455)","(8.5, 19.5, 19.305555555555557)"
11-01-2023 12:34:45.822681,"(4.6, 7.4, 6.745454545454546)","(18.0, 44.0, 28.1875)","(18.0, 40.0, 28.85185185185185)","(1.75, 2.4, 1.8454545454545455)","(20.0, 50.0, 41.69230769230769)","(5.0, 7.6, 7.334)","(18.0, 48.0, 36.54545454545455)","(8.5, 19.5, 19.305555555555557)"
11-01-2023 12:34:47.208730,"(4.6, 7.4, 6.745454545454546)","(18.0, 44.0, 28.1875)","(18.0, 40.0, 28.85185185185185)","(1.75, 2.4, 1.8454545454545455)","(20.0, 50.0, 41.69230769230769)","(5.0, 7.6, 7.334)","(18.0, 48.0, 36.54545454545455)","(8.5, 19.5, 18.833333333333332)"
11-01-2023 12:34:48.572876,"(4.6, 7.4, 7.2)","(18.0, 44.0, 29.11764705882353)","(18.0, 40.0, 28.85185185185185)","(1.75, 2.4, 1.912)","(20.0, 50.0, 41.69230769230769)","(5.0, 7.6, 7.334)","(18.0, 48.0, 36.54545454545455)","(8.5, 19.0, 18.833333333333332)"
11-01-2023 12:34:49.919557,"(4.6, 7.4, 7.2)","(18.0, 44.0, 29.11764705882353)","(18.0, 40.0, 28.85185185185185)","(1.75, 2.4, 1.912)","(20.0, 50.0, 41.69230769230769)","(5.0, 7.6, 7.334)","(18.0, 48.0, 36.54545454545455)","(8.5, 19.0, 18.833333333333332)"
11-01-2023 12:34:51.195970,"(4.6, 7.4, 7.2)","(18.0, 44.0, 29.11764705882353)","(18.0, 40.0, 28.85185185185185)","(1.75, 2.4, 1.912)","(20.0, 50.0, 41.69230769230769)","(5.0, 7.6, 7.334)","(18.0, 48.0, 36.54545454545455)","(8.5, 19.0, 18.833333333333332)"
11-01-2023 12:34:52.557027,"(4.6, 7.4, 7.166666666666667)","(18.0, 44.0, 29.11764705882353)","(18.0, 40.0, 28.85185185185185)","(1.75, 2.4, 1.912)","(20.0, 50.0, 41.69230769230769)","(5.0, 7.6, 7.334)","(18.0, 48.0, 36.54545454545455)","(8.5, 19.0, 18.833333333333332)"
11-01-2023 12:34:53.869150,"(4.6, 7.4, 7.166666666666667)","(18.0, 44.0, 29.11764705882353)","(18.0, 40.0, 28.85185185185185)","(1.75, 2.4, 1.912)","(20.0, 50.0, 41.69230769230769)","(5.0, 7.6, 7.334)","(18.0, 48.0, 36.54545454545455)","(8.5, 19.0, 18.833333333333332)"
11-01-2023 12:34:55.148181,"(4.6, 7.4, 7.166666666666667)","(18.0, 44.0, 29.11764705882353)","(18.0, 40.0, 28.85185185185185)","(1.75, 2.4, 1.912)","(20.0, 50.0, 41.69230769230769)","(5.0, 7.6, 7.334)","(18.0, 48.0, 36.54545454545455)","(8.5, 19.0, 18.833333333333332)"
11-01-2023 12:34:56.397098,"(4.6, 7.4, 7.166666666666667)","(18.0, 44.0, 29.11764705882353)","(18.0, 40.0, 28.85185185185185)","(1.75, 2.4, 1.912)","(20.0, 50.0, 41.69230769230769)","(5.0, 7.6, 7.334)","(18.0, 48.0, 36.54545454545455)","(8.5, 19.0, 19.238095238095237)"
11-01-2023 12:34:57.648014,"(4.6, 7.4, 7.166666666666667)","(18.0, 44.0, 29.11764705882353)","(18.0, 40.0, 28.85185185185185)","(1.75, 2.4, 1.912)","(20.0, 50.0, 41.69230769230769)","(5.0, 7.6, 7.334)","(18.0, 48.0, 36.54545454545455)","(8.5, 20.0, 20.473684210526315)"
11-01-2023 12:34:59.013490,"(4.6, 7.4, 7.166666666666667)","(18.0, 44.0, 29.11764705882353)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 7.334)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.473684210526315)"
11-01-2023 12:35:00.615637,"(4.6, 7.4, 6.550000000000001)","(18.0, 44.0, 29.11764705882353)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 7.334)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.473684210526315)"
11-01-2023 12:35:02.304334,"(4.6, 7.4, 7.1571428571428575)","(18.0, 44.0, 29.11764705882353)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.473684210526315)"
11-01-2023 12:35:03.965292,"(4.6, 7.4, 7.1571428571428575)","(18.0, 44.0, 29.11764705882353)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.473684210526315)"
11-01-2023 12:35:05.471434,"(4.6, 7.4, 7.1571428571428575)","(18.0, 44.0, 32.45454545454545)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.565217391304348)"
11-01-2023 12:35:07.154950,"(4.6, 7.4, 7.1571428571428575)","(18.0, 42.0, 32.45454545454545)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.772727272727273)"
11-01-2023 12:35:08.757154,"(4.6, 7.4, 7.133333333333334)","(18.0, 42.0, 28.411764705882355)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.772727272727273)"
11-01-2023 12:35:10.178243,"(4.6, 7.4, 7.133333333333334)","(18.0, 42.0, 28.411764705882355)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.772727272727273)"
11-01-2023 12:35:11.627266,"(4.6, 7.4, 7.133333333333334)","(18.0, 42.0, 28.411764705882355)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.772727272727273)"
11-01-2023 12:35:13.104514,"(4.6, 7.4, 7.133333333333334)","(18.0, 42.0, 28.411764705882355)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.772727272727273)"
11-01-2023 12:35:14.572484,"(4.6, 7.4, 7.133333333333334)","(18.0, 42.0, 28.411764705882355)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.772727272727273)"
11-01-2023 12:35:16.126270,"(4.6, 7.4, 7.133333333333334)","(18.0, 42.0, 28.411764705882355)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.772727272727273)"
11-01-2023 12:35:17.728095,"(4.6, 7.4, 7.133333333333334)","(18.0, 42.0, 28.411764705882355)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.772727272727273)"
11-01-2023 12:35:19.324694,"(4.6, 7.4, 7.133333333333334)","(18.0, 42.0, 28.411764705882355)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.772727272727273)"
11-01-2023 12:35:20.750241,"(4.6, 7.4, 6.550000000000001)","(18.0, 42.0, 28.411764705882355)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.772727272727273)"
11-01-2023 12:35:22.196690,"(4.6, 7.4, 6.924)","(18.0, 42.0, 28.411764705882355)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.772727272727273)"
11-01-2023 12:35:23.595915,"(4.6, 7.4, 6.924)","(18.0, 42.0, 28.411764705882355)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.772727272727273)"
11-01-2023 12:35:25.013344,"(4.6, 7.4, 7.1571428571428575)","(18.0, 42.0, 28.411764705882355)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.772727272727273)"
11-01-2023 12:35:26.407678,"(4.6, 7.4, 7.1571428571428575)","(18.0, 42.0, 31.5)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.772727272727273)"
11-01-2023 12:35:27.828397,"(4.6, 7.4, 7.1571428571428575)","(18.0, 42.0, 31.5)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.772727272727273)"
11-01-2023 12:35:29.217996,"(4.6, 7.4, 6.800000000000001)","(18.0, 42.0, 31.5)","(18.0, 40.0, 27.458333333333336)","(1.75, 2.4, 1.912)","(20.0, 50.0, 39.2)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.54545454545455)","(8.5, 21.0, 20.772727272727273)"
11-01-2023 12:35:30.580633,"(4.6, 7.4, 6.800000000000001)","(18.0, 42.0, 31.5)","(18.0, 40.0, 29.25)","(1.75, 2.4, 1.912)","(20.0, 50.0, 46.30769230769231)","(5.0, 7.6, 6.2)","(18.0, 48.0, 29.307692307692307)","(8.5, 21.0, 21.653846153846153)"
11-01-2023 12:35:31.944071,"(4.6, 7.4, 6.800000000000001)","(18.0, 42.0, 33.6)","(18.0, 40.0, 29.25)","(1.75, 2.4, 1.912)","(20.0, 50.0, 46.30769230769231)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.42857142857143)","(8.5, 23.0, 21.653846153846153)"
11-01-2023 12:35:33.329064,"(4.6, 7.4, 6.800000000000001)","(18.0, 42.0, 33.6)","(18.0, 40.0, 29.25)","(1.75, 2.4, 1.912)","(20.0, 50.0, 46.30769230769231)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.42857142857143)","(8.5, 23.0, 21.653846153846153)"
11-01-2023 12:35:34.724811,"(4.6, 7.4, 6.800000000000001)","(18.0, 42.0, 33.6)","(18.0, 40.0, 29.25)","(1.75, 2.4, 1.9325)","(20.0, 50.0, 46.30769230769231)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.42857142857143)","(8.5, 23.0, 20.772727272727273)"
11-01-2023 12:35:36.239148,"(4.6, 7.4, 7.025)","(18.0, 42.0, 33.6)","(18.0, 40.0, 29.25)","(1.75, 2.36, 1.885)","(20.0, 50.0, 42.5)","(5.0, 7.6, 6.2)","(18.0, 48.0, 36.42857142857143)","(8.5, 21.0, 20.1)"
11-01-2023 12:35:37.668173,"(4.6, 7.4, 7.025)","(19.0, 42.0, 33.0)","(18.0, 40.0, 29.25)","(1.75, 2.36, 1.9)","(21.0, 50.0, 42.5)","(5.0, 7.6, 6.2)","(19.0, 48.0, 36.42857142857143)","(9.0, 21.0, 21.45)"
11-01-2023 12:35:39.175130,"(4.6, 7.4, 7.025)","(19.0, 42.0, 32.30769230769231)","(18.0, 40.0, 29.25)","(1.75, 2.34, 1.9)","(21.0, 50.0, 41.529411764705884)","(5.0, 7.6, 6.2)","(19.0, 48.0, 36.42857142857143)","(9.0, 22.0, 21.45)"
11-01-2023 12:35:40.746492,"(4.6, 7.4, 7.025)","(19.0, 42.0, 24.857142857142858)","(18.0, 40.0, 29.25)","(1.75, 2.34, 1.845)","(21.0, 50.0, 41.529411764705884)","(5.0, 7.6, 6.2)","(19.0, 48.0, 36.42857142857143)","(9.0, 22.0, 21.45)"
11-01-2023 12:35:42.261392,"(4.6, 7.4, 6.875)","(19.0, 42.0, 24.857142857142858)","(18.0, 40.0, 29.25)","(1.75, 2.34, 2.0955555555555554)","(21.0, 50.0, 41.529411764705884)","(5.0, 7.6, 6.2)","(19.0, 48.0, 36.42857142857143)","(9.0, 22.0, 21.45)"
11-01-2023 12:35:43.734235,"(4.6, 7.4, 6.875)","(19.0, 42.0, 24.857142857142858)","(18.0, 40.0, 29.815789473684212)","(1.75, 2.34, 1.9)","(21.0, 50.0, 41.529411764705884)","(5.0, 7.6, 6.454545454545454)","(19.0, 48.0, 36.42857142857143)","(9.0, 22.0, 21.45)"
11-01-2023 12:35:45.109341,"(4.6, 7.4, 6.875)","(19.0, 42.0, 28.0)","(18.0, 40.0, 34.75)","(1.75, 2.34, 2.0955555555555554)","(21.0, 50.0, 44.61538461538461)","(5.0, 7.6, 6.277777777777778)","(19.0, 48.0, 42.42857142857143)","(9.0, 22.0, 21.45)"
11-01-2023 12:35:46.474002,"(4.6, 7.4, 6.875)","(19.0, 40.0, 24.571428571428573)","(18.0, 38.0, 28.763157894736842)","(1.75, 2.34, 2.0955555555555554)","(21.0, 48.0, 44.61538461538461)","(5.0, 7.6, 6.347368421052631)","(19.0, 46.0, 37.23529411764706)","(9.0, 22.0, 21.45)"
11-01-2023 12:35:47.976222,"(4.6, 7.4, 6.875)","(19.0, 40.0, 24.571428571428573)","(18.0, 38.0, 28.763157894736842)","(1.75, 2.34, 2.0955555555555554)","(21.0, 48.0, 41.125)","(5.0, 7.6, 6.013333333333334)","(19.0, 44.0, 37.611111111111114)","(9.0, 22.0, 21.45)"
11-01-2023 12:35:49.364307,"(4.6, 7.4, 6.757142857142857)","(19.0, 40.0, 31.857142857142858)","(18.0, 38.0, 28.763157894736842)","(1.75, 2.34, 2.0228571428571427)","(21.0, 48.0, 41.125)","(5.0, 7.6, 6.013333333333334)","(19.0, 44.0, 33.458333333333336)","(9.0, 22.0, 21.45)"
11-01-2023 12:35:50.711884,"(4.6, 7.4, 6.757142857142857)","(19.0, 40.0, 31.857142857142858)","(18.0, 38.0, 28.763157894736842)","(1.75, 2.32, 2.0844444444444443)","(21.0, 48.0, 41.125)","(5.0, 7.6, 6.013333333333334)","(19.0, 44.0, 33.458333333333336)","(9.0, 22.0, 21.45)"
11-01-2023 12:35:52.010338,"(4.6, 7.4, 6.608333333333333)","(19.0, 40.0, 31.857142857142858)","(18.0, 38.0, 28.763157894736842)","(1.75, 2.32, 2.0549999999999997)","(21.0, 48.0, 41.125)","(5.0, 7.6, 6.347368421052631)","(19.0, 44.0, 33.458333333333336)","(9.0, 22.0, 21.45)"
11-01-2023 12:35:53.398433,"(4.6, 7.4, 6.608333333333333)","(19.0, 40.0, 31.857142857142858)","(18.0, 38.0, 28.25)","(1.75, 2.32, 1.892)","(21.0, 48.0, 38.1)","(5.0, 7.6, 6.347368421052631)","(19.0, 44.0, 33.458333333333336)","(9.0, 22.0, 21.45)"
11-01-2023 12:35:54.767337,"(4.6, 7.4, 6.608333333333333)","(19.0, 40.0, 31.857142857142858)","(18.0, 38.0, 28.25)","(1.75, 2.3, 1.892)","(21.0, 48.0, 38.1)","(5.0, 7.6, 6.347368421052631)","(19.0, 44.0, 33.458333333333336)","(9.0, 22.0, 21.45)"
11-01-2023 12:35:56.118566,"(4.6, 7.4, 6.663157894736843)","(19.0, 40.0, 31.857142857142858)","(18.0, 38.0, 28.25)","(1.75, 2.3, 1.892)","(21.0, 48.0, 38.1)","(5.0, 7.6, 6.347368421052631)","(19.0, 44.0, 33.458333333333336)","(9.0, 22.0, 21.45)"
