,Toms Mate,Symi Fortuna,Peter Pan,Candy Kaos,Glenreagh Burner,Eyes On Gold,But It Pours,Cash Key
11-01-2023 12:23:14.166676,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 55.0, 29.666666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:15.241110,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 55.0, 29.666666666666664)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:16.350687,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:17.570003,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:18.766170,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:20.011050,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:21.259787,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:22.593955,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:23.857561,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:25.129862,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:26.407685,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:27.609577,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:28.770559,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:29.930538,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:31.014351,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:32.099407,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:33.243589,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:34.409993,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:35.632161,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:36.892887,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:38.159201,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:39.400386,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:40.651222,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:41.900343,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:43.017367,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:44.147234,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:45.235372,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 50.0, 28.0)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:46.402217,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 48.0, 30.77777777777778)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:47.721930,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 48.0, 30.77777777777778)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:49.199533,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 48.0, 30.77777777777778)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:50.568156,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 48.0, 27.333333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:51.871269,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 48.0, 27.333333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:53.291146,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 48.0, 27.333333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:54.622884,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 48.0, 27.333333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:55.820788,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 48.0, 27.333333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:56.977331,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 48.0, 27.333333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:58.112077,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 48.0, 27.333333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:23:59.176771,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 48.0, 27.333333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:00.218099,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 48.0, 27.333333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:01.307850,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 48.0, 27.333333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 33.63636363636364)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 30.18181818181818)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:02.440428,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 28.333333333333336)","(18.0, 48.0, 30.77777777777778)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 41.13636363636364)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:03.546846,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 48.0, 34.875)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 41.13636363636364)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:04.624407,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 48.0, 34.875)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 41.13636363636364)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:05.771297,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 48.0, 38.958333333333336)","(1.75, 2.64, 1.8816666666666666)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:06.940919,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8816666666666666)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:08.056798,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8816666666666666)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:09.308832,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8816666666666666)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:10.523060,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8816666666666666)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:11.729766,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8816666666666666)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:12.894790,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8816666666666666)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:14.094195,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8816666666666666)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:15.340270,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8816666666666666)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:16.546116,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8816666666666666)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:17.724527,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8816666666666666)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:18.875596,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8816666666666666)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:20.006503,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8816666666666666)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:21.194114,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:22.388433,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:23.568149,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:24.817712,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:26.299542,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:27.664640,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:28.893530,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:30.034622,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:31.157098,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:32.296337,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
11-01-2023 12:24:33.390213,"(4.6, 7.8, 5.216666666666667)","(18.0, 48.0, 43.3125)","(18.0, 55.0, 38.958333333333336)","(1.75, 2.64, 1.8403030303030303)","(20.0, 70.0, 44.75)","(5.0, 8.4, 8.286666666666667)","(18.0, 60.0, 39.5)","(8.5, 21.0, 15.0)"
