,Minter Formula,Handsome Is,Little Edward,Jack Hook,Navarino,In Blue Jeans
10-01-2023 21:21:32.219923,"(6.5, 8.4, 8.133333333333333)","(11.0, 14.5, 14.26923076923077)","(8.5, 11.5, 11.357142857142858)","(8.5, 9.8, 9.657142857142858)","(1.45, 1.84, 1.8441379310344828)","(16.0, 19.0, 18.951219512195124)"
10-01-2023 21:21:33.429812,"(6.5, 8.4, 7.992)","(11.0, 14.5, 13.921052631578947)","(8.5, 11.5, 11.255102040816327)","(8.5, 9.8, 9.3)","(1.45, 1.85, 1.8383333333333334)","(16.0, 19.0, 18.97142857142857)"
10-01-2023 21:21:34.521899,"(6.5, 8.4, 7.975)","(11.0, 14.5, 14.284313725490197)","(8.5, 11.5, 11.255102040816327)","(8.5, 9.6, 9.085714285714285)","(1.45, 1.85, 1.8423636363636364)","(16.0, 19.0, 18.97142857142857)"
10-01-2023 21:21:35.552886,"(6.5, 8.0, 7.9399999999999995)","(11.0, 14.5, 14.284313725490197)","(8.5, 11.5, 11.270833333333334)","(8.5, 9.6, 9.085714285714285)","(1.45, 1.85, 1.8465714285714288)","(16.0, 19.0, 18.951219512195124)"
10-01-2023 21:21:36.531730,"(6.5, 8.0, 7.946666666666666)","(11.0, 14.0, 13.988095238095237)","(8.5, 11.5, 11.270833333333334)","(8.5, 9.6, 9.06)","(1.45, 1.85, 1.8465714285714288)","(16.0, 19.0, 18.975)"
10-01-2023 21:21:37.580674,"(6.5, 8.6, 8.246153846153845)","(11.0, 14.5, 14.26595744680851)","(8.5, 11.5, 11.33673469387755)","(8.5, 9.6, 9.141176470588235)","(1.45, 1.83, 1.820896551724138)","(16.0, 19.0, 18.97142857142857)"
10-01-2023 21:21:38.576847,"(6.5, 8.6, 8.266666666666666)","(11.0, 14.5, 14.26595744680851)","(8.5, 11.5, 11.322222222222223)","(8.5, 9.4, 9.1)","(1.45, 1.82, 1.8136538461538463)","(16.0, 19.0, 18.97142857142857)"
10-01-2023 21:21:39.701088,"(6.5, 8.6, 8.458823529411765)","(11.0, 14.5, 14.270833333333334)","(8.5, 11.5, 11.322222222222223)","(8.5, 9.4, 9.057142857142857)","(1.45, 1.82, 1.818688524590164)","(16.0, 19.5, 19.240384615384617)"
10-01-2023 21:21:40.765772,"(6.5, 8.6, 8.5)","(11.0, 14.5, 14.270833333333334)","(8.5, 11.5, 11.322222222222223)","(8.5, 9.4, 9.057142857142857)","(1.45, 1.82, 1.818688524590164)","(16.0, 19.5, 19.240384615384617)"
10-01-2023 21:21:41.773013,"(6.5, 8.6, 8.5)","(11.0, 14.5, 14.275510204081632)","(8.5, 11.5, 11.287234042553191)","(8.5, 9.4, 9.111111111111112)","(1.45, 1.83, 1.8116666666666668)","(16.0, 19.5, 19.21875)"
10-01-2023 21:21:42.790805,"(6.5, 8.6, 8.542857142857143)","(11.0, 14.5, 14.24074074074074)","(8.5, 11.5, 11.277777777777779)","(8.5, 9.2, 8.92)","(1.45, 1.83, 1.8365714285714287)","(16.0, 19.0, 18.970588235294116)"
10-01-2023 21:21:43.784722,"(6.5, 8.6, 8.542857142857143)","(11.0, 14.5, 14.24074074074074)","(8.5, 11.5, 11.277777777777779)","(8.5, 9.2, 8.842857142857143)","(1.45, 1.84, 1.8220754716981133)","(16.0, 19.0, 18.974358974358974)"
10-01-2023 21:21:44.964505,"(6.5, 8.6, 8.542857142857143)","(11.0, 14.5, 14.277777777777779)","(8.5, 11.5, 11.274193548387096)","(8.5, 9.0, 8.76)","(1.45, 1.85, 1.8318181818181818)","(16.0, 19.0, 19.21276595744681)"
10-01-2023 21:21:46.271926,"(6.5, 8.6, 8.5)","(11.0, 14.5, 14.25438596491228)","(8.5, 11.5, 11.307692307692308)","(8.5, 9.0, 8.911111111111111)","(1.5, 1.84, 1.8282456140350878)","(16.0, 19.5, 19.178571428571427)"
10-01-2023 21:21:47.456585,"(6.5, 8.6, 8.5)","(11.0, 14.5, 14.25438596491228)","(8.5, 11.5, 11.307692307692308)","(8.5, 9.0, 8.733333333333333)","(1.5, 1.85, 1.8469565217391306)","(16.0, 19.5, 19.178571428571427)"
10-01-2023 21:21:48.567549,"(6.5, 8.6, 8.5)","(11.0, 14.5, 14.235849056603774)","(8.5, 11.5, 11.323529411764707)","(8.5, 9.0, 8.894736842105264)","(1.5, 1.86, 1.8013432835820895)","(16.0, 19.5, 19.346938775510203)"
10-01-2023 21:21:49.773179,"(6.5, 8.6, 8.523076923076923)","(11.0, 14.5, 13.6)","(8.5, 11.5, 10.928571428571429)","(8.0, 9.0, 8.864516129032259)","(1.5, 1.81, 1.8032835820895523)","(16.0, 19.5, 18.925)"
10-01-2023 21:21:50.957957,"(6.5, 8.6, 8.085714285714285)","(11.0, 14.5, 14.04)","(8.5, 11.0, 10.928571428571429)","(8.0, 9.0, 8.766666666666666)","(1.5, 1.81, 1.8019148936170213)","(16.0, 19.0, 18.4375)"
10-01-2023 21:21:52.154272,"(6.5, 8.6, 8.432)","(11.0, 15.0, 14.03448275862069)","(8.5, 11.0, 10.928571428571429)","(8.0, 9.0, 8.725)","(1.5, 1.81, 1.8020454545454545)","(15.0, 18.5, 18.75)"
10-01-2023 21:21:53.265347,"(6.5, 8.6, 8.476923076923077)","(11.0, 15.0, 14.176470588235293)","(8.5, 11.0, 10.541666666666666)","(8.0, 8.8, 8.733333333333334)","(1.5, 1.81, 1.7966666666666666)","(15.0, 19.0, 19.833333333333332)"
10-01-2023 21:21:54.307052,"(6.5, 8.6, 8.44)","(11.0, 15.0, 14.176470588235293)","(8.5, 11.0, 10.541666666666666)","(8.0, 8.8, 8.580645161290324)","(1.5, 1.81, 1.7957142857142858)","(15.0, 20.0, 19.5)"
10-01-2023 21:21:55.413195,"(6.5, 8.6, 8.527272727272727)","(11.0, 15.0, 14.673076923076923)","(8.5, 11.0, 10.567567567567568)","(8.0, 8.8, 8.565517241379311)","(1.5, 1.81, 1.7957142857142858)","(15.0, 20.0, 19.678571428571427)"
10-01-2023 21:21:56.472059,"(6.5, 8.6, 8.561904761904762)","(11.0, 15.0, 14.590909090909092)","(8.5, 11.0, 10.5)","(8.0, 8.8, 8.495238095238095)","(1.5, 1.81, 1.8054545454545454)","(15.0, 20.0, 19.181818181818183)"
10-01-2023 21:21:57.463407,"(6.5, 8.6, 8.414814814814815)","(11.0, 15.0, 14.222222222222221)","(8.5, 11.0, 10.5)","(8.0, 8.6, 8.4625)","(1.5, 1.82, 1.812857142857143)","(15.0, 21.0, 19.848484848484848)"
10-01-2023 21:21:58.476099,"(6.5, 8.6, 8.416666666666668)","(11.0, 15.0, 14.186046511627907)","(8.5, 11.0, 11.21875)","(8.0, 8.6, 8.529411764705882)","(1.5, 1.82, 1.8018181818181818)","(15.0, 21.0, 20.5)"
10-01-2023 21:21:59.497496,"(6.5, 8.6, 8.399999999999999)","(11.0, 15.0, 14.428571428571429)","(8.5, 11.5, 10.9)","(8.0, 8.6, 8.48)","(1.5, 1.81, 1.7869565217391306)","(15.0, 21.0, 20.7)"
10-01-2023 21:22:00.713860,"(6.5, 8.8, 8.68)","(11.0, 15.0, 14.538461538461538)","(8.5, 11.5, 11.071428571428571)","(8.0, 8.6, 8.466666666666667)","(1.5, 1.8, 1.7661290322580645)","(15.0, 21.0, 20.625)"
10-01-2023 21:22:01.855783,"(6.5, 8.8, 8.68)","(11.0, 15.0, 14.538461538461538)","(8.5, 11.5, 11.227272727272727)","(8.0, 8.6, 8.514285714285714)","(1.5, 1.8, 1.7740909090909092)","(15.0, 21.0, 22.25)"
10-01-2023 21:22:02.909192,"(6.5, 8.8, 8.745454545454546)","(11.0, 15.0, 14.571428571428571)","(8.5, 11.5, 11.071428571428571)","(8.0, 8.8, 8.514285714285714)","(1.5, 1.79, 1.7756476683937823)","(15.0, 23.0, 21.384615384615383)"
10-01-2023 21:22:03.943386,"(6.5, 9.4, 8.938461538461539)","(11.0, 15.0, 14.3)","(8.5, 11.5, 10.833333333333334)","(8.0, 8.8, 8.48)","(1.5, 1.78, 1.7737254901960784)","(15.0, 23.0, 21.833333333333332)"
10-01-2023 21:22:04.935338,"(6.5, 9.2, 8.975)","(11.0, 15.0, 14.2)","(8.5, 11.5, 10.7)","(8.0, 8.8, 8.45217391304348)","(1.5, 1.78, 1.7665)","(15.0, 23.0, 21.833333333333332)"
10-01-2023 21:22:05.962550,"(6.5, 9.0, 8.933333333333334)","(11.0, 15.0, 13.8)","(8.5, 11.5, 10.857142857142858)","(8.0, 8.8, 8.436363636363637)","(1.5, 1.78, 1.7621698113207547)","(15.0, 23.0, 21.764705882352942)"
10-01-2023 21:22:06.962085,"(6.5, 9.0, 8.815384615384616)","(11.0, 15.0, 14.052631578947368)","(8.5, 11.5, 10.857142857142858)","(8.0, 8.8, 8.422857142857143)","(1.5, 1.78, 1.7690000000000001)","(15.0, 23.0, 21.363636363636363)"
10-01-2023 21:22:07.971052,"(6.5, 9.0, 8.815384615384616)","(11.0, 15.0, 14.052631578947368)","(8.5, 11.5, 10.857142857142858)","(8.0, 8.8, 8.585714285714285)","(1.5, 1.79, 1.7675)","(15.0, 23.0, 21.363636363636363)"
10-01-2023 21:22:09.042166,"(6.5, 9.0, 8.852631578947369)","(11.0, 15.0, 14.11111111111111)","(8.5, 11.5, 10.9)","(8.0, 8.8, 8.436363636363637)","(1.5, 1.77, 1.7573684210526317)","(15.0, 23.0, 20.88235294117647)"
10-01-2023 21:22:09.981807,"(6.5, 9.0, 8.745454545454546)","(11.0, 14.5, 13.772727272727273)","(8.5, 11.5, 11.0)","(8.0, 8.8, 8.436363636363637)","(1.5, 1.78, 1.75525)","(15.0, 23.0, 20.88235294117647)"
10-01-2023 21:22:10.896328,"(6.5, 9.0, 8.84)","(11.0, 14.5, 13.7)","(8.5, 11.5, 11.0)","(8.0, 8.8, 8.666666666666668)","(1.5, 1.77, 1.758469387755102)","(15.0, 23.0, 20.88235294117647)"
10-01-2023 21:22:11.959528,"(6.5, 9.0, 8.618181818181819)","(11.0, 14.5, 13.7)","(8.5, 11.5, 10.9)","(8.0, 9.2, 8.733333333333333)","(1.5, 1.75, 1.7608695652173914)","(15.0, 23.0, 21.0)"
10-01-2023 21:22:13.099135,"(6.5, 9.0, 8.733333333333333)","(11.0, 14.5, 13.7)","(8.5, 11.5, 11.071428571428571)","(8.0, 9.2, 8.914285714285715)","(1.5, 1.78, 1.7669543147208122)","(15.0, 23.0, 21.4)"
10-01-2023 21:22:14.162251,"(6.5, 9.0, 8.733333333333333)","(11.0, 14.5, 13.772727272727273)","(8.5, 11.5, 10.944444444444445)","(8.0, 9.2, 8.914285714285715)","(1.5, 1.77, 1.744074074074074)","(15.0, 23.0, 22.2)"
10-01-2023 21:22:15.233336,"(6.5, 9.0, 8.9)","(11.0, 14.5, 13.772727272727273)","(8.5, 11.5, 10.944444444444445)","(8.0, 9.2, 8.914285714285715)","(1.5, 1.75, 1.7425)","(15.0, 23.0, 22.666666666666668)"
10-01-2023 21:22:16.100031,"(6.5, 9.0, 8.9)","(11.0, 14.5, 13.772727272727273)","(8.5, 11.5, 10.944444444444445)","(8.0, 9.2, 8.77142857142857)","(1.5, 1.75, 1.7425)","(15.0, 23.0, 22.666666666666668)"
10-01-2023 21:22:17.236851,"(6.5, 9.2, 8.933333333333334)","(11.0, 14.5, 13.681818181818182)","(8.5, 11.5, 10.944444444444445)","(8.0, 9.2, 8.82857142857143)","(1.5, 1.76, 1.757295081967213)","(15.0, 23.0, 22.666666666666668)"
10-01-2023 21:22:18.316025,"(6.5, 9.2, 8.866666666666667)","(11.0, 14.5, 13.857142857142858)","(8.5, 11.5, 10.625)","(8.0, 9.0, 9.047058823529412)","(1.5, 1.76, 1.7568055555555555)","(15.0, 23.0, 23.6)"
10-01-2023 21:22:19.487442,"(6.5, 8.4, 8.321739130434782)","(11.0, 14.5, 13.75)","(8.5, 12.0, 11.065217391304348)","(8.0, 9.4, 9.13913043478261)","(1.5, 1.76, 1.7543835616438357)","(15.0, 24.0, 23.6)"
10-01-2023 21:22:20.505032,"(6.5, 8.8, 8.72)","(11.0, 14.0, 13.75)","(8.5, 12.0, 11.065217391304348)","(8.0, 9.4, 9.143529411764705)","(1.5, 1.76, 1.7531496062992127)","(15.0, 24.0, 23.6)"
10-01-2023 21:22:21.628376,"(6.5, 8.8, 8.623529411764707)","(11.0, 14.0, 13.80952380952381)","(8.5, 11.5, 11.147058823529411)","(8.0, 9.2, 9.14)","(1.5, 1.76, 1.7485507246376812)","(15.0, 24.0, 22.583333333333332)"
10-01-2023 21:22:22.799287,"(6.5, 8.8, 8.474074074074075)","(11.0, 14.0, 13.80952380952381)","(8.5, 11.5, 11.636363636363637)","(8.0, 9.8, 9.285714285714286)","(1.5, 1.75, 1.7445454545454546)","(15.0, 23.0, 22.7)"
10-01-2023 21:22:23.887637,"(6.5, 8.4, 8.32)","(11.0, 14.0, 13.80952380952381)","(8.5, 12.0, 11.607142857142858)","(8.0, 9.8, 9.222222222222223)","(1.5, 1.75, 1.7669594594594595)","(15.0, 23.0, 23.953488372093023)"
10-01-2023 21:22:24.924676,"(6.5, 8.6, 8.390476190476189)","(11.0, 14.0, 13.774647887323944)","(8.5, 12.0, 11.607142857142858)","(8.0, 9.8, 9.31304347826087)","(1.5, 1.77, 1.7426086956521738)","(15.0, 24.0, 23.571428571428573)"
10-01-2023 21:22:26.012403,"(6.5, 8.4, 8.309090909090909)","(11.0, 14.0, 13.646341463414634)","(8.5, 12.0, 11.607142857142858)","(8.0, 9.6, 9.105882352941176)","(1.5, 1.76, 1.7641428571428572)","(15.0, 24.0, 23.8)"
10-01-2023 21:22:27.107853,"(6.5, 8.6, 8.345454545454546)","(11.0, 14.0, 13.646341463414634)","(8.5, 12.0, 11.607142857142858)","(8.0, 9.6, 9.2)","(1.5, 1.77, 1.7457471264367816)","(15.0, 24.0, 25.428571428571427)"
10-01-2023 21:22:28.279717,"(6.5, 8.6, 8.345454545454546)","(11.0, 14.0, 13.646341463414634)","(8.5, 12.0, 11.607142857142858)","(8.0, 9.4, 9.2)","(1.5, 1.76, 1.7457471264367816)","(15.0, 26.0, 25.428571428571427)"
10-01-2023 21:22:29.488349,"(6.5, 8.6, 8.399999999999999)","(11.0, 14.0, 13.646341463414634)","(8.5, 12.0, 11.607142857142858)","(8.0, 9.4, 9.120000000000001)","(1.5, 1.76, 1.7462857142857142)","(15.0, 26.0, 24.166666666666668)"
10-01-2023 21:22:30.565984,"(6.5, 8.6, 8.49090909090909)","(11.0, 14.0, 13.646341463414634)","(8.5, 12.0, 11.607142857142858)","(8.0, 9.2, 8.92)","(1.5, 1.76, 1.7417391304347827)","(15.0, 26.0, 24.166666666666668)"
10-01-2023 21:22:31.632333,"(6.5, 8.8, 8.448275862068966)","(11.0, 14.0, 13.706666666666667)","(8.5, 12.0, 11.607142857142858)","(8.0, 9.2, 8.9)","(1.5, 1.76, 1.7477848101265823)","(15.0, 26.0, 25.4)"
10-01-2023 21:22:32.670696,"(6.5, 8.8, 8.736842105263158)","(11.0, 14.0, 13.706666666666667)","(8.5, 12.0, 11.266666666666667)","(7.5, 9.2, 8.9)","(1.5, 1.77, 1.7458620689655173)","(15.0, 26.0, 25.4)"
10-01-2023 21:22:33.564067,"(6.5, 8.8, 8.714893617021277)","(11.0, 14.0, 13.706666666666667)","(8.5, 12.0, 11.352941176470589)","(7.5, 9.2, 8.9)","(1.5, 1.76, 1.7458620689655173)","(15.0, 26.0, 9998.5)"
10-01-2023 21:22:34.605429,"(6.5, 99998, 9998.5)","(11.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(1.5, 99998, 9998.5)","(15.0, 99998, 9998.5)"
10-01-2023 21:22:35.676579,"(6.5, 99998, 9998.5)","(11.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(1.5, 99998, 9998.5)","(15.0, 99998, 9998.5)"
10-01-2023 21:22:36.648427,"(6.5, 99998, 9998.5)","(11.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(1.5, 99998, 9998.5)","(15.0, 99998, 9998.5)"
10-01-2023 21:22:37.556698,"(6.5, 99998, 9998.5)","(11.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(1.5, 99998, 9998.5)","(15.0, 99998, 9998.5)"
10-01-2023 21:22:38.519546,"(6.5, 99998, 9998.5)","(11.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(1.5, 99998, 9998.5)","(15.0, 99998, 9998.5)"
10-01-2023 21:22:39.513074,"(6.5, 99998, 9998.5)","(11.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(1.5, 99998, 9998.5)","(15.0, 99998, 9998.5)"
10-01-2023 21:22:40.589502,"(6.5, 99998, 9998.5)","(11.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(1.5, 99998, 9998.5)","(15.0, 99998, 9998.5)"
10-01-2023 21:22:41.532469,"(6.5, 99998, 9998.5)","(11.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(1.5, 99998, 9998.5)","(15.0, 99998, 9998.5)"
10-01-2023 21:22:42.540118,"(6.5, 99998, 9998.5)","(11.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(1.5, 99998, 9998.5)","(15.0, 99998, 9998.5)"
10-01-2023 21:22:43.515851,"(6.5, 99998, 9998.5)","(11.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(1.5, 99998, 9998.5)","(15.0, 99998, 9998.5)"
