,Bobby Rissole,Asteroid Evee,Gothika,His Keen,Karinya Trombone
05-01-2023 17:00:58.991641,"(3.1, 4.5, 4.483333333333333)","(61.0, 210.0, 197.5)","(26.0, 38.0, 36.0)","(1.4, 1.48, 1.4842857142857142)","(10.0, 14.5, 13.75)"
05-01-2023 17:01:00.025586,"(3.1, 4.6, 4.530434782608696)","(61.0, 220.0, 198.1818181818182)","(26.0, 38.0, 35.0)","(1.4, 1.49, 1.4772727272727273)","(10.0, 14.0, 13.722222222222221)"
05-01-2023 17:01:01.015705,"(3.1, 4.6, 4.546666666666667)","(61.0, 220.0, 198.1818181818182)","(26.0, 38.0, 35.0)","(1.4, 1.48, 1.4743333333333333)","(10.0, 14.0, 13.777777777777779)"
05-01-2023 17:01:01.961280,"(3.1, 4.7, 4.641666666666667)","(61.0, 220.0, 198.1818181818182)","(26.0, 38.0, 35.333333333333336)","(1.4, 1.48, 1.4743333333333333)","(10.0, 14.0, 13.777777777777779)"
05-01-2023 17:01:02.929263,"(3.1, 4.7, 4.609677419354838)","(61.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.44444444444444)","(1.4, 1.48, 1.4746875)","(10.0, 14.0, 13.733333333333333)"
05-01-2023 17:01:03.814378,"(3.1, 4.6, 4.552380952380952)","(61.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.44444444444444)","(1.4, 1.48, 1.4779661016949153)","(10.0, 14.0, 13.736842105263158)"
05-01-2023 17:01:04.773928,"(3.1, 4.6, 4.561538461538461)","(61.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.44444444444444)","(1.4, 1.48, 1.4779661016949153)","(10.0, 14.0, 13.736842105263158)"
05-01-2023 17:01:05.728141,"(3.1, 4.6, 4.561538461538461)","(61.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.44444444444444)","(1.4, 1.48, 1.4804918032786885)","(10.0, 14.0, 13.4375)"
05-01-2023 17:01:06.738222,"(3.1, 4.6, 4.594117647058823)","(61.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.44444444444444)","(1.4, 1.49, 1.4743243243243243)","(10.0, 13.5, 13.4)"
05-01-2023 17:01:07.637221,"(3.1, 4.6, 4.594117647058823)","(61.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.44444444444444)","(1.4, 1.49, 1.4743243243243243)","(10.0, 13.5, 13.428571428571429)"
05-01-2023 17:01:08.464350,"(3.1, 4.6, 4.594117647058823)","(61.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.44444444444444)","(1.4, 1.49, 1.478846153846154)","(10.0, 13.5, 13.428571428571429)"
05-01-2023 17:01:09.425708,"(3.1, 4.6, 4.594594594594594)","(61.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.44444444444444)","(1.4, 1.48, 1.4793548387096773)","(10.0, 13.5, 13.433333333333334)"
05-01-2023 17:01:10.397096,"(3.1, 4.6, 4.595348837209302)","(61.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.44444444444444)","(1.4, 1.48, 1.4775)","(10.0, 13.5, 13.433333333333334)"
05-01-2023 17:01:11.252469,"(3.3, 4.7, 4.65)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.44444444444444)","(1.3, 1.48, 1.4775)","(10.0, 13.5, 13.433333333333334)"
05-01-2023 17:01:12.122263,"(3.3, 4.7, 4.649090909090909)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.44444444444444)","(1.3, 1.48, 1.4775)","(10.0, 13.5, 12.944444444444445)"
05-01-2023 17:01:13.043631,"(3.3, 4.7, 4.6125)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.44444444444444)","(1.3, 1.48, 1.4792592592592593)","(10.0, 13.0, 12.916666666666666)"
05-01-2023 17:01:13.886185,"(3.3, 4.7, 4.641666666666667)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.44444444444444)","(1.3, 1.48, 1.4792592592592593)","(10.0, 13.0, 12.857142857142858)"
05-01-2023 17:01:14.725874,"(3.3, 4.7, 4.626315789473684)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.44444444444444)","(1.3, 1.48, 1.478780487804878)","(10.0, 13.0, 12.916666666666666)"
05-01-2023 17:01:15.573949,"(3.3, 4.7, 4.673076923076923)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.44444444444444)","(1.3, 1.49, 1.4819444444444445)","(10.0, 13.0, 12.666666666666666)"
05-01-2023 17:01:16.378754,"(3.3, 4.7, 4.683333333333334)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.44444444444444)","(1.3, 1.49, 1.483030303030303)","(10.0, 12.5, 12.428571428571429)"
05-01-2023 17:01:17.185605,"(3.4, 4.7, 4.688)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.44444444444444)","(1.3, 1.49, 1.4846511627906978)","(10.0, 12.0, 11.961538461538462)"
05-01-2023 17:01:18.032034,"(3.4, 4.8, 4.743859649122807)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.4)","(1.3, 1.49, 1.482923076923077)","(10.0, 12.5, 12.428571428571429)"
05-01-2023 17:01:18.928197,"(3.4, 4.8, 4.722388059701492)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.4)","(1.3, 1.49, 1.482923076923077)","(10.0, 12.5, 12.428571428571429)"
05-01-2023 17:01:19.735043,"(3.4, 4.7, 4.694444444444445)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.4)","(1.3, 1.49, 1.4825806451612904)","(10.0, 12.5, 12.433333333333334)"
05-01-2023 17:01:20.694249,"(3.5, 4.7, 4.678947368421053)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.4)","(1.3, 1.49, 1.4852)","(10.0, 13.0, 12.68421052631579)"
05-01-2023 17:01:21.843583,"(3.5, 4.7, 4.67948717948718)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.4)","(1.3, 1.49, 1.48375)","(10.0, 12.5, 12.4375)"
05-01-2023 17:01:22.919401,"(3.5, 4.7, 4.680952380952381)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.4)","(1.3, 1.49, 1.48375)","(10.0, 12.5, 12.4)"
05-01-2023 17:01:23.910450,"(3.5, 4.7, 4.696428571428571)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.4)","(1.3, 1.49, 1.4828571428571429)","(10.0, 12.5, 12.4)"
05-01-2023 17:01:24.997437,"(3.5, 4.7, 4.696428571428571)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.4)","(1.3, 1.49, 1.4828571428571429)","(10.0, 12.5, 12.375)"
05-01-2023 17:01:25.935139,"(3.5, 4.7, 4.685714285714286)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.4)","(1.3, 1.49, 1.48375)","(10.0, 12.5, 12.416666666666666)"
05-01-2023 17:01:26.865086,"(3.5, 4.7, 4.6854545454545455)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.4)","(1.3, 1.49, 1.4828571428571429)","(10.0, 12.5, 12.416666666666666)"
05-01-2023 17:01:27.835640,"(3.5, 4.7, 4.6854545454545455)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.4)","(1.3, 1.49, 1.4828571428571429)","(10.0, 12.5, 12.416666666666666)"
05-01-2023 17:01:28.744408,"(3.5, 4.7, 4.680487804878049)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.4)","(1.3, 1.49, 1.4828571428571429)","(10.0, 12.5, 12.416666666666666)"
05-01-2023 17:01:29.595174,"(3.5, 4.7, 4.680487804878049)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.4)","(1.3, 1.49, 1.4828571428571429)","(10.0, 12.5, 12.416666666666666)"
05-01-2023 17:01:30.436044,"(3.5, 4.7, 4.680487804878049)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.4)","(1.3, 1.49, 1.4828571428571429)","(10.0, 12.5, 12.416666666666666)"
05-01-2023 17:01:31.390868,"(3.5, 4.7, 4.682978723404255)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.4)","(1.3, 1.49, 1.48375)","(10.0, 12.5, 12.441176470588236)"
05-01-2023 17:01:32.315481,"(3.5, 4.7, 4.682978723404255)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.57142857142857)","(1.3, 1.49, 1.48375)","(10.0, 12.5, 12.441176470588236)"
05-01-2023 17:01:33.146028,"(3.5, 4.7, 4.682978723404255)","(81.0, 220.0, 198.1818181818182)","(26.0, 38.0, 34.57142857142857)","(1.3, 1.49, 1.48375)","(10.0, 12.5, 12.441176470588236)"
05-01-2023 17:01:34.073147,"(3.5, 4.6, 4.54)","(81.0, 210.0, 195.0)","(26.0, 38.0, 34.44444444444444)","(1.3, 1.51, 1.502857142857143)","(10.0, 12.5, 12.454545454545455)"
05-01-2023 17:01:34.981874,"(3.5, 4.5, 4.473684210526316)","(81.0, 210.0, 195.0)","(26.0, 38.0, 34.44444444444444)","(1.3, 1.51, 1.5034782608695652)","(10.0, 13.0, 12.3)"
05-01-2023 17:01:35.846781,"(3.5, 4.5, 4.4772727272727275)","(81.0, 210.0, 195.0)","(26.0, 38.0, 34.44444444444444)","(1.3, 1.51, 1.5034782608695652)","(10.0, 12.5, 12.3)"
05-01-2023 17:01:36.715562,"(3.5, 4.5, 4.4772727272727275)","(81.0, 210.0, 195.0)","(26.0, 38.0, 34.44444444444444)","(1.3, 1.51, 1.5034782608695652)","(10.0, 12.5, 12.357142857142858)"
05-01-2023 17:01:37.628404,"(3.5, 4.5, 4.4411764705882355)","(81.0, 210.0, 195.0)","(26.0, 38.0, 34.44444444444444)","(1.3, 1.51, 1.5082608695652173)","(10.0, 13.0, 12.181818181818182)"
05-01-2023 17:01:38.543820,"(3.5, 4.5, 4.465)","(81.0, 210.0, 186.92307692307693)","(26.0, 38.0, 34.4)","(1.3, 1.51, 1.5048484848484849)","(10.0, 13.0, 12.375)"
05-01-2023 17:01:39.358960,"(3.5, 4.5, 4.465)","(81.0, 210.0, 186.92307692307693)","(26.0, 38.0, 34.4)","(1.3, 1.51, 1.505952380952381)","(10.0, 12.5, 12.375)"
05-01-2023 17:01:40.244711,"(3.5, 4.5, 4.461538461538462)","(81.0, 210.0, 186.92307692307693)","(26.0, 38.0, 34.4)","(1.3, 1.51, 1.5066666666666666)","(10.0, 12.5, 12.375)"
05-01-2023 17:01:41.204701,"(3.5, 4.5, 4.461538461538462)","(81.0, 210.0, 186.92307692307693)","(26.0, 38.0, 34.4)","(1.3, 1.51, 1.5066666666666666)","(10.0, 12.5, 12.375)"
05-01-2023 17:01:42.078610,"(3.5, 4.5, 4.461538461538462)","(81.0, 210.0, 191.8181818181818)","(26.0, 38.0, 34.4)","(1.3, 1.51, 1.5066666666666666)","(10.0, 12.5, 12.375)"
05-01-2023 17:01:42.946289,"(3.5, 4.5, 4.468965517241379)","(81.0, 210.0, 185.0)","(26.0, 38.0, 34.8)","(1.3, 1.51, 1.5018367346938775)","(10.0, 12.5, 12.38888888888889)"
05-01-2023 17:01:43.774871,"(3.5, 4.6, 4.535897435897436)","(81.0, 210.0, 199.28571428571428)","(26.0, 38.0, 37.111111111111114)","(1.3, 1.5, 1.496741573033708)","(10.0, 12.5, 12.38888888888889)"
05-01-2023 17:01:44.644508,"(3.5, 4.6, 4.536842105263157)","(81.0, 210.0, 199.28571428571428)","(26.0, 38.0, 36.833333333333336)","(1.3, 1.5, 1.496741573033708)","(10.0, 12.5, 12.25)"
05-01-2023 17:01:45.512441,"(3.5, 4.6, 4.547826086956522)","(81.0, 210.0, 196.66666666666669)","(26.0, 38.0, 36.833333333333336)","(1.3, 1.51, 1.503939393939394)","(10.0, 12.0, 11.9)"
05-01-2023 17:01:46.426492,"(3.5, 4.6, 4.553846153846154)","(81.0, 210.0, 194.375)","(26.0, 38.0, 37.333333333333336)","(1.3, 1.5, 1.4985981308411216)","(10.0, 12.0, 11.928571428571429)"
05-01-2023 17:01:47.296345,"(3.5, 4.6, 4.553846153846154)","(81.0, 200.0, 177.77777777777777)","(26.0, 38.0, 37.0)","(1.3, 1.5, 1.4985148514851485)","(10.0, 12.0, 11.928571428571429)"
05-01-2023 17:01:48.165786,"(3.5, 4.6, 4.553846153846154)","(81.0, 200.0, 177.77777777777777)","(26.0, 38.0, 37.0)","(1.3, 1.5, 1.4985148514851485)","(10.0, 12.0, 11.958333333333334)"
05-01-2023 17:01:49.174475,"(3.5, 4.6, 4.553846153846154)","(81.0, 200.0, 177.77777777777777)","(26.0, 38.0, 37.0)","(1.3, 1.5, 1.523939393939394)","(10.0, 12.0, 13.333333333333334)"
05-01-2023 17:01:50.095971,"(3.5, 4.3, 4.216129032258064)","(81.0, 200.0, 184.6153846153846)","(26.0, 40.0, 37.111111111111114)","(1.3, 1.53, 1.5228846153846154)","(10.0, 13.5, 12.944444444444445)"
05-01-2023 17:01:50.998236,"(3.5, 4.3, 4.212280701754386)","(81.0, 200.0, 185.0)","(26.0, 40.0, 36.30769230769231)","(1.3, 1.53, 1.525)","(10.0, 13.0, 12.961538461538462)"
05-01-2023 17:01:51.852298,"(3.5, 4.3, 4.212280701754386)","(81.0, 200.0, 185.0)","(26.0, 40.0, 36.30769230769231)","(1.3, 1.53, 1.525)","(10.0, 13.0, 12.961538461538462)"
05-01-2023 17:01:52.741638,"(3.5, 4.3, 4.213793103448276)","(81.0, 200.0, 185.0)","(26.0, 40.0, 36.57142857142857)","(1.3, 1.54, 1.5322033898305085)","(10.0, 13.0, 12.961538461538462)"
05-01-2023 17:01:53.665099,"(3.5, 4.2, 4.164864864864865)","(81.0, 200.0, 185.0)","(26.0, 38.0, 36.4)","(1.3, 1.54, 1.5346341463414634)","(10.0, 13.0, 13.423076923076923)"
05-01-2023 17:01:54.601250,"(3.5, 4.2, 4.155172413793103)","(81.0, 200.0, 185.0)","(26.0, 38.0, 35.333333333333336)","(1.3, 1.54, 1.5337142857142858)","(10.0, 13.5, 13.4375)"
05-01-2023 17:01:55.519629,"(3.5, 4.2, 4.138095238095238)","(81.0, 200.0, 185.0)","(26.0, 38.0, 37.111111111111114)","(1.3, 1.54, 1.537777777777778)","(10.0, 13.5, 13.4375)"
05-01-2023 17:01:56.477103,"(3.5, 4.2, 4.115625)","(81.0, 200.0, 185.0)","(26.0, 38.0, 35.333333333333336)","(1.3, 1.54, 1.5309375)","(10.0, 13.5, 13.45)"
05-01-2023 17:01:57.391386,"(3.5, 4.1, 4.076470588235294)","(81.0, 200.0, 185.0)","(26.0, 38.0, 37.333333333333336)","(1.35, 1.55, 1.54046875)","(10.0, 13.5, 13.458333333333334)"
05-01-2023 17:01:58.246197,"(3.5, 4.1, 4.052631578947368)","(81.0, 200.0, 185.0)","(26.0, 38.0, 36.857142857142854)","(1.35, 1.55, 1.5413475177304965)","(10.0, 13.5, 13.458333333333334)"
05-01-2023 17:01:59.159900,"(3.5, 4.1, 4.053846153846154)","(81.0, 200.0, 185.0)","(26.0, 38.0, 37.333333333333336)","(1.35, 1.55, 1.5422292993630573)","(10.0, 13.5, 13.458333333333334)"
05-01-2023 17:02:00.158338,"(3.4, 4.1, 4.053846153846154)","(81.0, 200.0, 185.0)","(26.0, 38.0, 36.857142857142854)","(1.35, 1.55, 1.5422292993630573)","(10.0, 13.5, 13.452380952380953)"
05-01-2023 17:02:01.108177,"(3.4, 4.1, 4.067741935483871)","(81.0, 200.0, 195.0)","(26.0, 38.0, 37.333333333333336)","(1.35, 1.55, 1.5406153846153847)","(10.0, 13.5, 13.433333333333334)"
05-01-2023 17:02:01.947324,"(3.4, 4.2, 4.098360655737705)","(81.0, 200.0, 192.0)","(26.0, 38.0, 37.333333333333336)","(1.35, 1.55, 1.5406153846153847)","(10.0, 13.5, 13.433333333333334)"
05-01-2023 17:02:02.798727,"(3.4, 4.2, 4.11)","(81.0, 200.0, 195.55555555555554)","(26.0, 38.0, 36.857142857142854)","(1.35, 1.55, 1.5385446009389672)","(10.0, 13.5, 13.433333333333334)"
05-01-2023 17:02:03.749929,"(3.4, 4.2, 4.11)","(81.0, 200.0, 192.0)","(26.0, 38.0, 36.857142857142854)","(1.35, 1.55, 1.5385446009389672)","(10.0, 13.5, 13.433333333333334)"
05-01-2023 17:02:04.865131,"(3.4, 4.2, 4.11)","(81.0, 200.0, 195.55555555555554)","(26.0, 38.0, 36.857142857142854)","(1.35, 1.55, 1.5385849056603773)","(10.0, 13.5, 13.433333333333334)"
05-01-2023 17:02:05.730312,"(3.4, 4.2, 4.112903225806452)","(81.0, 200.0, 195.55555555555554)","(26.0, 38.0, 37.333333333333336)","(1.35, 1.54, 1.5385849056603773)","(10.0, 13.5, 13.433333333333334)"
05-01-2023 17:02:06.619028,"(3.4, 4.2, 4.136470588235294)","(81.0, 200.0, 192.0)","(26.0, 38.0, 36.857142857142854)","(1.35, 1.54, 1.5371653543307087)","(10.0, 13.5, 13.4)"
05-01-2023 17:02:07.559083,"(3.4, 4.2, 4.136470588235294)","(81.0, 200.0, 195.55555555555554)","(26.0, 38.0, 36.857142857142854)","(1.35, 1.54, 1.536326530612245)","(10.0, 13.5, 13.466666666666667)"
05-01-2023 17:02:08.442153,"(3.4, 4.2, 4.1325)","(81.0, 200.0, 192.0)","(26.0, 38.0, 36.857142857142854)","(1.35, 1.54, 1.536326530612245)","(10.0, 13.5, 13.466666666666667)"
05-01-2023 17:02:09.274975,"(3.4, 4.2, 4.120454545454545)","(81.0, 200.0, 195.55555555555554)","(26.0, 38.0, 37.333333333333336)","(1.35, 1.54, 1.536326530612245)","(10.0, 13.5, 13.466666666666667)"
05-01-2023 17:02:10.180951,"(3.4, 4.2, 4.1066666666666665)","(81.0, 200.0, 192.0)","(26.0, 38.0, 37.333333333333336)","(1.35, 1.54, 1.5367391304347826)","(10.0, 13.5, 13.444444444444445)"
05-01-2023 17:02:11.110611,"(3.4, 4.2, 4.1066666666666665)","(81.0, 200.0, 195.55555555555554)","(26.0, 38.0, 37.333333333333336)","(1.35, 1.54, 1.537345132743363)","(10.0, 13.5, 13.423076923076923)"
05-01-2023 17:02:12.031834,"(3.4, 4.2, 4.098630136986301)","(81.0, 200.0, 192.0)","(26.0, 38.0, 37.333333333333336)","(1.35, 1.55, 1.5381927710843373)","(10.0, 13.5, 13.214285714285714)"
05-01-2023 17:02:13.302013,"(3.4, 4.2, 4.102631578947369)","(81.0, 200.0, 195.55555555555554)","(26.0, 38.0, 36.857142857142854)","(1.35, 1.55, 1.5356818181818181)","(10.0, 13.5, 12.666666666666666)"
05-01-2023 17:02:14.480363,"(3.4, 4.2, 4.124489795918367)","(81.0, 200.0, 192.0)","(26.0, 38.0, 36.857142857142854)","(1.35, 1.55, 1.5434408602150538)","(10.0, 13.0, 12.4)"
05-01-2023 17:02:15.598046,"(3.4, 4.2, 4.1177777777777775)","(81.0, 200.0, 192.0)","(26.0, 38.0, 37.333333333333336)","(1.35, 1.55, 1.5434408602150538)","(10.0, 12.5, 12.4)"
05-01-2023 17:02:16.502164,"(3.4, 4.2, 4.1177777777777775)","(81.0, 200.0, 192.0)","(26.0, 38.0, 37.333333333333336)","(1.35, 1.55, 1.5434408602150538)","(10.0, 12.5, 12.431034482758621)"
05-01-2023 17:02:17.615369,"(3.4, 4.2, 4.1177777777777775)","(81.0, 200.0, 195.0)","(26.0, 38.0, 36.857142857142854)","(1.35, 1.55, 1.5448356807511738)","(10.0, 12.5, 12.4)"
05-01-2023 17:02:18.652904,"(3.4, 4.2, 4.1177777777777775)","(81.0, 200.0, 192.0)","(26.0, 38.0, 36.857142857142854)","(1.35, 1.55, 1.5448356807511738)","(10.0, 12.5, 12.4)"
05-01-2023 17:02:19.606931,"(3.4, 4.2, 4.133898305084745)","(81.0, 200.0, 192.0)","(26.0, 38.0, 36.857142857142854)","(1.35, 1.55, 1.541006711409396)","(10.0, 13.0, 12.925)"
05-01-2023 17:02:20.581565,"(3.4, 4.2, 4.137735849056604)","(81.0, 200.0, 195.55555555555554)","(26.0, 38.0, 37.333333333333336)","(1.35, 1.55, 1.541006711409396)","(10.0, 13.0, 12.875)"
05-01-2023 17:02:21.439838,"(3.4, 4.2, 4.137735849056604)","(81.0, 200.0, 195.55555555555554)","(26.0, 38.0, 37.333333333333336)","(1.35, 1.55, 1.541006711409396)","(10.0, 13.0, 12.875)"
05-01-2023 17:02:22.291036,"(3.4, 4.2, 4.193023255813953)","(81.0, 200.0, 192.0)","(26.0, 38.0, 36.857142857142854)","(1.35, 1.55, 1.5378461538461539)","(10.0, 13.0, 12.4375)"
05-01-2023 17:02:23.233814,"(3.4, 4.3, 4.234285714285714)","(81.0, 200.0, 192.0)","(26.0, 38.0, 36.857142857142854)","(1.35, 1.54, 1.5378461538461539)","(10.0, 12.5, 12.4375)"
05-01-2023 17:02:24.225990,"(3.4, 4.3, 4.236363636363636)","(81.0, 200.0, 195.55555555555554)","(26.0, 38.0, 36.857142857142854)","(1.35, 1.55, 1.5432773109243698)","(10.0, 12.5, 12.346153846153847)"
05-01-2023 17:02:25.284925,"(3.4, 4.3, 4.211111111111111)","(81.0, 200.0, 196.66666666666669)","(26.0, 38.0, 35.857142857142854)","(1.35, 1.55, 1.5433333333333334)","(10.0, 12.5, 12.346153846153847)"
05-01-2023 17:02:26.337502,"(3.4, 4.3, 4.211111111111111)","(81.0, 190.0, 185.0)","(26.0, 36.0, 35.25)","(1.35, 1.55, 1.5441666666666667)","(10.0, 12.5, 12.346153846153847)"
05-01-2023 17:02:27.378807,"(3.5, 4.3, 4.211111111111111)","(91.0, 210.0, 204.44444444444446)","(26.0, 36.0, 35.25)","(1.35, 1.55, 1.5460283687943264)","(10.0, 12.5, 12.142857142857142)"
05-01-2023 17:02:28.458616,"(3.5, 4.2, 4.19811320754717)","(91.0, 190.0, 184.0)","(26.0, 36.0, 35.25)","(1.35, 1.55, 1.5460283687943264)","(10.0, 12.5, 12.0625)"
05-01-2023 17:02:29.516553,"(3.5, 4.2, 4.144897959183673)","(91.0, 190.0, 184.0)","(26.0, 36.0, 34.6)","(1.35, 1.56, 1.5556716417910448)","(10.0, 13.0, 12.285714285714286)"
05-01-2023 17:02:30.475035,"(3.5, 4.2, 4.144897959183673)","(91.0, 190.0, 186.66666666666666)","(26.0, 36.0, 34.6)","(1.35, 1.56, 1.5564705882352943)","(10.0, 13.0, 12.642857142857142)"
05-01-2023 17:02:31.523422,"(3.5, 4.2, 4.144897959183673)","(91.0, 190.0, 184.0)","(26.0, 36.0, 34.6)","(1.35, 1.56, 1.5540939597315437)","(10.0, 13.0, 12.833333333333334)"
05-01-2023 17:02:32.552369,"(3.5, 4.2, 4.144897959183673)","(91.0, 190.0, 186.66666666666666)","(26.0, 36.0, 34.6)","(1.35, 1.56, 1.5445882352941176)","(10.0, 13.0, 13.38888888888889)"
05-01-2023 17:02:33.572572,"(3.5, 4.2, 4.121818181818181)","(91.0, 190.0, 184.0)","(26.0, 36.0, 34.6)","(1.35, 1.55, 1.5445882352941176)","(10.0, 13.5, 13.0)"
05-01-2023 17:02:34.598811,"(3.5, 4.2, 4.122222222222222)","(91.0, 190.0, 186.25)","(26.0, 36.0, 34.6)","(1.35, 1.55, 1.5557534246575342)","(10.0, 13.5, 13.0)"
05-01-2023 17:02:35.665690,"(3.5, 4.1, 4.087179487179487)","(91.0, 190.0, 180.0)","(26.0, 36.0, 34.6)","(1.35, 1.56, 1.5534228187919463)","(10.0, 13.5, 13.166666666666666)"
05-01-2023 17:02:36.697703,"(3.5, 4.1, 4.0852941176470585)","(91.0, 190.0, 180.0)","(26.0, 36.0, 34.6)","(1.35, 1.56, 1.5531944444444445)","(10.0, 13.5, 12.944444444444445)"
05-01-2023 17:02:37.678586,"(3.5, 4.2, 4.088)","(91.0, 190.0, 180.0)","(26.0, 36.0, 34.6)","(1.35, 1.56, 1.5531944444444445)","(10.0, 13.5, 13.142857142857142)"
05-01-2023 17:02:38.724152,"(3.5, 4.2, 4.072727272727273)","(91.0, 190.0, 180.0)","(26.0, 36.0, 34.6)","(1.35, 1.56, 1.5531944444444445)","(10.0, 13.5, 13.142857142857142)"
05-01-2023 17:02:39.833806,"(3.5, 4.1, 4.083333333333333)","(91.0, 190.0, 180.0)","(26.0, 36.0, 34.6)","(1.35, 1.56, 1.5536774193548388)","(10.0, 13.5, 12.944444444444445)"
05-01-2023 17:02:40.792529,"(3.5, 4.1, 4.0777777777777775)","(91.0, 190.0, 180.0)","(26.0, 36.0, 34.6)","(1.35, 1.56, 1.5536774193548388)","(10.0, 13.5, 12.944444444444445)"
05-01-2023 17:02:41.700381,"(3.5, 4.2, 4.055172413793104)","(91.0, 190.0, 180.0)","(26.0, 36.0, 34.6)","(1.35, 1.56, 1.550485436893204)","(10.0, 13.5, 13.045454545454545)"
05-01-2023 17:02:42.694271,"(3.5, 4.2, 4.074626865671642)","(91.0, 190.0, 186.66666666666666)","(26.0, 36.0, 34.6)","(1.35, 1.56, 1.5544186046511628)","(10.0, 13.5, 12.666666666666666)"
05-01-2023 17:02:43.652212,"(3.5, 4.1, 4.0892857142857135)","(91.0, 190.0, 175.0)","(26.0, 36.0, 34.44444444444444)","(1.35, 1.56, 1.5513513513513515)","(10.0, 13.5, 12.666666666666666)"
05-01-2023 17:02:44.512168,"(3.5, 4.1, 4.0892857142857135)","(91.0, 190.0, 175.0)","(26.0, 36.0, 34.44444444444444)","(1.35, 1.56, 1.5513513513513515)","(10.0, 13.5, 13.045454545454545)"
05-01-2023 17:02:45.499586,"(3.5, 4.2, 4.074626865671642)","(91.0, 190.0, 186.66666666666666)","(26.0, 36.0, 34.44444444444444)","(1.35, 1.55, 1.5498214285714287)","(10.0, 13.5, 12.666666666666666)"
05-01-2023 17:02:46.451651,"(3.5, 4.2, 4.081690140845071)","(91.0, 190.0, 184.0)","(26.0, 36.0, 34.44444444444444)","(1.35, 1.55, 1.5483333333333333)","(10.0, 13.5, 13.045454545454545)"
05-01-2023 17:02:47.374757,"(3.5, 4.2, 4.081690140845071)","(91.0, 190.0, 184.0)","(26.0, 36.0, 34.44444444444444)","(1.35, 1.55, 1.5483333333333333)","(10.0, 13.5, 13.045454545454545)"
05-01-2023 17:02:48.261121,"(3.5, 4.2, 4.081690140845071)","(91.0, 190.0, 184.0)","(26.0, 36.0, 34.44444444444444)","(1.35, 1.55, 1.5483333333333333)","(10.0, 13.5, 13.045454545454545)"
05-01-2023 17:02:49.248994,"(3.5, 4.2, 4.081690140845071)","(91.0, 190.0, 184.0)","(26.0, 36.0, 34.44444444444444)","(1.35, 1.55, 1.5483333333333333)","(10.0, 13.5, 13.045454545454545)"
05-01-2023 17:02:50.136988,"(3.5, 4.2, 4.081690140845071)","(91.0, 190.0, 184.0)","(26.0, 36.0, 34.44444444444444)","(1.35, 1.55, 1.5483333333333333)","(10.0, 13.5, 13.045454545454545)"
05-01-2023 17:02:51.160137,"(3.5, 4.2, 4.092307692307692)","(91.0, 190.0, 186.66666666666666)","(26.0, 36.0, 34.44444444444444)","(1.35, 1.55, 1.5450819672131149)","(10.0, 13.5, 12.666666666666666)"
05-01-2023 17:02:52.138226,"(3.5, 4.2, 4.0849315068493155)","(91.0, 190.0, 184.0)","(26.0, 36.0, 34.44444444444444)","(1.35, 1.56, 1.5488372093023257)","(10.0, 13.5, 12.666666666666666)"
05-01-2023 17:02:53.082045,"(3.5, 4.2, 4.066666666666666)","(91.0, 190.0, 184.0)","(26.0, 36.0, 34.44444444444444)","(1.35, 1.56, 1.5488372093023257)","(10.0, 13.5, 12.666666666666666)"
