,Casting Vote,Only Juan,Raglan Mafia,Seymour Thunder,Know Juan,Tokyo Drift,Whos My Mother
10-01-2023 20:15:36.684675,"(31.0, 50.0, 47.6)","(13.0, 17.0, 16.795454545454547)","(26.0, 38.0, 35.666666666666664)","(6.0, 8.0, 7.896296296296296)","(18.0, 28.0, 26.62962962962963)","(1.2, 1.41, 1.3996052631578946)","(41.0, 140.0, 130.35714285714286)"
10-01-2023 20:15:37.704060,"(31.0, 50.0, 47.23076923076923)","(13.0, 17.0, 16.795454545454547)","(26.0, 38.0, 35.666666666666664)","(6.0, 8.0, 7.941935483870967)","(18.0, 27.0, 26.885714285714286)","(1.2, 1.41, 1.3965367965367965)","(41.0, 140.0, 130.35714285714286)"
10-01-2023 20:15:38.734274,"(31.0, 50.0, 47.23076923076923)","(13.0, 17.0, 16.763157894736842)","(26.0, 40.0, 38.13333333333333)","(6.0, 8.2, 7.941935483870967)","(18.0, 28.0, 26.885714285714286)","(1.2, 1.4, 1.3934035087719296)","(41.0, 140.0, 130.35714285714286)"
10-01-2023 20:15:39.830741,"(31.0, 50.0, 49.1219512195122)","(13.0, 17.0, 16.842105263157894)","(26.0, 38.0, 35.9)","(6.0, 8.2, 7.907692307692308)","(18.0, 28.0, 27.357142857142858)","(1.2, 1.4, 1.3934035087719296)","(41.0, 140.0, 130.35714285714286)"
10-01-2023 20:15:40.949782,"(31.0, 50.0, 47.333333333333336)","(13.0, 17.0, 16.842105263157894)","(26.0, 38.0, 35.9)","(6.0, 8.0, 7.84)","(18.0, 28.0, 27.636363636363637)","(1.2, 1.4, 1.3934035087719296)","(41.0, 140.0, 130.35714285714286)"
10-01-2023 20:15:41.989348,"(31.0, 50.0, 47.333333333333336)","(13.0, 17.0, 16.842105263157894)","(26.0, 38.0, 35.9)","(6.0, 8.0, 7.84)","(18.0, 29.0, 26.545454545454547)","(1.2, 1.4, 1.3937686567164178)","(41.0, 140.0, 130.35714285714286)"
10-01-2023 20:15:43.032941,"(31.0, 50.0, 49.67567567567568)","(13.0, 17.0, 16.857142857142858)","(26.0, 38.0, 35.9)","(6.0, 8.0, 7.875757575757576)","(18.0, 27.0, 26.545454545454547)","(1.2, 1.4, 1.3936315789473683)","(41.0, 140.0, 120.71428571428572)"
10-01-2023 20:15:43.998531,"(31.0, 50.0, 49.470588235294116)","(13.0, 17.0, 16.857142857142858)","(26.0, 38.0, 35.9)","(6.0, 8.0, 7.751515151515151)","(18.0, 27.0, 28.25)","(1.2, 1.4, 1.3966901408450703)","(41.0, 140.0, 120.71428571428572)"
10-01-2023 20:15:45.042598,"(31.0, 50.0, 47.5)","(13.0, 17.0, 16.857142857142858)","(26.0, 38.0, 35.9)","(6.0, 8.0, 7.80126582278481)","(18.0, 29.0, 28.5)","(1.2, 1.41, 1.402253968253968)","(41.0, 140.0, 98.36734693877551)"
10-01-2023 20:15:46.164941,"(31.0, 50.0, 47.6)","(13.0, 17.0, 16.384615384615383)","(26.0, 38.0, 37.0)","(6.0, 8.0, 7.8366412213740455)","(18.0, 30.0, 28.153846153846153)","(1.2, 1.41, 1.4016438356164382)","(41.0, 100.0, 149.23076923076923)"
10-01-2023 20:15:47.189973,"(31.0, 55.0, 47.285714285714285)","(13.0, 16.5, 16.384615384615383)","(26.0, 38.0, 37.0)","(6.0, 8.0, 9934.952564102563)","(18.0, 32.0, 9998.5)","(1.2, 1.41, 9998.5)","(41.0, 160.0, 9998.5)"
10-01-2023 20:15:48.191249,"(31.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(6.0, 99998, 9998.5)","(18.0, 99998, 9998.5)","(1.2, 99998, 9998.5)","(51.0, 99998, 9998.5)"
10-01-2023 20:15:49.264067,"(31.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(6.0, 99998, 9998.5)","(18.0, 99998, 9998.5)","(1.2, 99998, 9998.5)","(51.0, 99998, 9998.5)"
10-01-2023 20:15:50.380039,"(31.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(6.0, 99998, 9998.5)","(18.0, 99998, 9998.5)","(1.2, 99998, 9998.5)","(51.0, 99998, 9998.5)"
10-01-2023 20:15:51.465850,"(31.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(6.0, 99998, 9998.5)","(18.0, 99998, 9998.5)","(1.2, 99998, 9998.5)","(51.0, 99998, 9998.5)"
10-01-2023 20:15:52.535164,"(31.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(6.0, 99998, 9998.5)","(18.0, 99998, 9998.5)","(1.2, 99998, 9998.5)","(51.0, 99998, 9998.5)"
10-01-2023 20:15:53.606146,"(31.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(6.0, 99998, 9998.5)","(18.0, 99998, 9998.5)","(1.2, 99998, 9998.5)","(51.0, 99998, 9998.5)"
10-01-2023 20:15:54.578158,"(31.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(6.0, 99998, 9998.5)","(18.0, 99998, 9998.5)","(1.2, 99998, 9998.5)","(51.0, 99998, 9998.5)"
10-01-2023 20:15:55.546519,"(31.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(6.0, 99998, 9998.5)","(18.0, 99998, 9998.5)","(1.2, 99998, 9998.5)","(51.0, 99998, 9998.5)"
10-01-2023 20:15:56.526244,"(31.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(6.0, 99998, 9998.5)","(18.0, 99998, 9998.5)","(1.2, 99998, 9998.5)","(51.0, 99998, 9998.5)"
10-01-2023 20:15:57.521862,"(31.0, 99998, 9998.5)","(12.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(6.0, 99998, 9998.5)","(18.0, 99998, 9998.5)","(1.2, 99998, 9998.5)","(51.0, 99998, 9998.5)"
