,Court Jester,Sayua,Lost Cause,Levente,Cold Pursuit,Quokka Two
04-01-2023 13:53:58.723502,"(9.0, 13.0, 12.868421052631579)","(3.3, 4.1, 4.042857142857143)","(8.5, 9.8, 9.042105263157895)","(11.0, 22.0, 20.392857142857142)","(2.25, 2.84, 2.8024999999999998)","(5.5, 6.8, 6.329411764705882)"
04-01-2023 13:53:59.802319,"(9.0, 13.0, 12.868421052631579)","(3.3, 4.1, 4.042857142857143)","(8.5, 9.8, 8.84)","(11.0, 22.0, 20.392857142857142)","(2.25, 2.84, 2.8024999999999998)","(5.5, 6.8, 6.466666666666667)"
04-01-2023 13:54:00.828177,"(9.0, 13.0, 12.868421052631579)","(3.3, 4.1, 4.042857142857143)","(8.5, 9.8, 8.84)","(11.0, 22.0, 20.392857142857142)","(2.25, 2.84, 2.7854545454545456)","(5.5, 6.8, 6.466666666666667)"
04-01-2023 13:54:01.846942,"(9.0, 13.0, 12.868421052631579)","(3.3, 4.1, 4.042857142857143)","(8.5, 9.8, 8.876923076923077)","(11.0, 22.0, 20.392857142857142)","(2.25, 2.84, 2.793846153846154)","(5.5, 6.8, 6.466666666666667)"
04-01-2023 13:54:02.948661,"(9.0, 13.0, 12.868421052631579)","(3.3, 4.1, 4.042857142857143)","(8.5, 9.8, 9.03076923076923)","(11.0, 22.0, 20.5)","(2.25, 2.84, 2.8066666666666666)","(5.5, 6.8, 6.466666666666667)"
04-01-2023 13:54:04.005180,"(9.0, 13.0, 12.868421052631579)","(3.3, 4.1, 4.042857142857143)","(8.5, 9.8, 9.03076923076923)","(11.0, 22.0, 20.5)","(2.25, 2.84, 2.8066666666666666)","(5.5, 6.8, 6.35)"
04-01-2023 13:54:04.966274,"(9.0, 13.0, 12.868421052631579)","(3.3, 4.1, 4.042857142857143)","(8.5, 9.8, 9.03076923076923)","(11.0, 22.0, 20.5)","(2.25, 2.84, 2.8066666666666666)","(5.5, 6.6, 6.35)"
04-01-2023 13:54:05.932386,"(9.0, 13.0, 12.868421052631579)","(3.3, 4.1, 4.042857142857143)","(8.5, 9.8, 9.03076923076923)","(11.0, 22.0, 20.5)","(2.25, 2.84, 2.8066666666666666)","(5.5, 6.6, 6.247058823529412)"
04-01-2023 13:54:06.965077,"(9.0, 13.0, 12.868421052631579)","(3.3, 4.1, 4.042857142857143)","(8.5, 9.8, 9.03076923076923)","(11.0, 22.0, 20.5)","(2.25, 2.84, 2.8066666666666666)","(5.5, 6.6, 6.35)"
04-01-2023 13:54:08.074592,"(9.0, 13.0, 12.868421052631579)","(3.3, 4.1, 4.042857142857143)","(8.5, 9.8, 9.03076923076923)","(11.0, 22.0, 20.5)","(2.25, 2.84, 2.8066666666666666)","(5.5, 6.6, 6.247058823529412)"
04-01-2023 13:54:09.080764,"(9.0, 13.0, 12.868421052631579)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.8, 9.03076923076923)","(13.0, 22.0, 20.38235294117647)","(2.25, 2.84, 2.8157894736842106)","(5.5, 6.6, 6.35)"
04-01-2023 13:54:10.113714,"(9.0, 13.0, 12.868421052631579)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.8, 9.03076923076923)","(13.0, 22.0, 20.38235294117647)","(2.25, 2.86, 2.8066666666666666)","(5.5, 6.6, 6.35)"
04-01-2023 13:54:11.188114,"(9.0, 13.0, 12.868421052631579)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.8, 9.03076923076923)","(13.0, 22.0, 20.38235294117647)","(2.25, 2.84, 2.813684210526316)","(5.5, 6.6, 6.466666666666667)"
04-01-2023 13:54:12.185692,"(9.0, 13.0, 12.868421052631579)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.8, 9.175)","(13.0, 22.0, 20.38235294117647)","(2.25, 2.84, 2.813684210526316)","(5.5, 6.8, 6.329411764705882)"
04-01-2023 13:54:13.307940,"(9.0, 13.0, 12.868421052631579)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.8, 9.175)","(13.0, 22.0, 20.4375)","(2.25, 2.84, 2.813684210526316)","(5.5, 6.8, 6.466666666666667)"
04-01-2023 13:54:14.480830,"(9.0, 13.0, 12.868421052631579)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.8, 9.175)","(13.0, 22.0, 20.4375)","(2.25, 2.84, 2.813684210526316)","(5.5, 6.8, 6.329411764705882)"
04-01-2023 13:54:15.729726,"(9.0, 13.0, 12.868421052631579)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.8, 9.175)","(13.0, 22.0, 20.4375)","(2.25, 2.84, 2.813684210526316)","(5.5, 6.8, 6.466666666666667)"
04-01-2023 13:54:16.758736,"(9.0, 13.0, 12.868421052631579)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.8, 9.175)","(13.0, 22.0, 20.4375)","(2.25, 2.84, 2.813684210526316)","(5.5, 6.8, 6.466666666666667)"
04-01-2023 13:54:17.876203,"(9.0, 13.0, 12.868421052631579)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.527272727272727)","(13.0, 22.0, 20.289473684210527)","(2.25, 2.84, 2.813684210526316)","(5.5, 6.8, 6.466666666666667)"
04-01-2023 13:54:18.921529,"(9.0, 13.0, 12.878048780487806)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.18095238095238)","(13.0, 22.0, 20.333333333333332)","(2.25, 2.84, 2.813684210526316)","(5.5, 6.8, 6.35)"
04-01-2023 13:54:19.984429,"(9.0, 13.0, 12.878048780487806)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.18095238095238)","(13.0, 22.0, 20.571428571428573)","(2.25, 2.84, 2.813684210526316)","(5.5, 6.6, 6.35)"
04-01-2023 13:54:21.085437,"(9.0, 13.0, 12.878048780487806)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.18095238095238)","(13.0, 22.0, 20.571428571428573)","(2.25, 2.84, 2.813684210526316)","(5.5, 6.6, 6.247058823529412)"
04-01-2023 13:54:22.181738,"(9.0, 13.0, 12.878048780487806)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.058064516129033)","(13.0, 22.0, 20.571428571428573)","(2.25, 2.84, 2.813684210526316)","(5.5, 6.6, 6.35)"
04-01-2023 13:54:23.145288,"(9.0, 13.0, 12.878048780487806)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.058064516129033)","(13.0, 22.0, 20.571428571428573)","(2.25, 2.84, 2.833333333333333)","(5.5, 6.6, 6.247058823529412)"
04-01-2023 13:54:24.084531,"(9.0, 13.0, 12.878048780487806)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.058064516129033)","(13.0, 22.0, 20.571428571428573)","(2.25, 2.86, 2.813684210526316)","(5.5, 6.6, 6.247058823529412)"
04-01-2023 13:54:25.110925,"(9.0, 13.0, 12.878048780487806)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.058064516129033)","(13.0, 22.0, 20.571428571428573)","(2.25, 2.84, 2.79)","(5.5, 6.6, 6.233333333333333)"
04-01-2023 13:54:26.201285,"(9.0, 13.0, 12.878048780487806)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.571428571428573)","(2.25, 2.84, 2.7800000000000002)","(5.5, 6.4, 6.1647058823529415)"
04-01-2023 13:54:27.180241,"(9.0, 13.0, 12.878048780487806)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.571428571428573)","(2.25, 2.84, 2.7933333333333334)","(5.5, 6.4, 6.233333333333333)"
04-01-2023 13:54:28.270132,"(9.0, 13.0, 12.878048780487806)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.571428571428573)","(2.25, 2.84, 2.79)","(5.5, 6.4, 6.233333333333333)"
04-01-2023 13:54:29.312571,"(9.0, 13.0, 12.878048780487806)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.571428571428573)","(2.25, 2.84, 2.804705882352941)","(5.5, 6.4, 6.1647058823529415)"
04-01-2023 13:54:30.276836,"(9.0, 13.0, 12.878048780487806)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.571428571428573)","(2.25, 2.84, 2.8492307692307692)","(5.5, 6.4, 6.233333333333333)"
04-01-2023 13:54:31.252589,"(9.0, 13.0, 12.880952380952381)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.86, 2.804705882352941)","(5.5, 6.4, 6.1647058823529415)"
04-01-2023 13:54:32.165348,"(9.0, 13.0, 12.864864864864865)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.84, 2.8066666666666666)","(5.5, 6.4, 6.116666666666667)"
04-01-2023 13:54:33.176707,"(9.0, 13.0, 12.886363636363637)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.84, 2.8066666666666666)","(5.5, 6.2, 6.08235294117647)"
04-01-2023 13:54:34.157261,"(9.0, 13.0, 12.886363636363637)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.12)","(13.0, 22.0, 20.5)","(2.25, 2.84, 2.8066666666666666)","(5.5, 6.2, 6.116666666666667)"
04-01-2023 13:54:35.229599,"(9.0, 13.0, 12.886363636363637)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.84, 2.8066666666666666)","(5.5, 6.2, 6.08235294117647)"
04-01-2023 13:54:36.266162,"(9.0, 13.0, 12.886363636363637)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.84, 2.8066666666666666)","(5.5, 6.2, 6.116666666666667)"
04-01-2023 13:54:37.287632,"(9.0, 13.0, 12.886363636363637)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.84, 2.821111111111111)","(5.5, 6.2, 6.116666666666667)"
04-01-2023 13:54:38.266501,"(9.0, 13.0, 12.880952380952381)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.86, 2.8066666666666666)","(5.5, 6.2, 6.116666666666667)"
04-01-2023 13:54:39.273524,"(9.0, 13.0, 12.886363636363637)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.84, 2.8066666666666666)","(5.5, 6.2, 6.21)"
04-01-2023 13:54:40.267872,"(9.0, 13.0, 12.880952380952381)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.84, 2.8066666666666666)","(5.5, 6.6, 6.21)"
04-01-2023 13:54:41.173078,"(9.0, 13.0, 12.880952380952381)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.84, 2.8066666666666666)","(5.5, 6.6, 6.21)"
04-01-2023 13:54:42.222380,"(9.0, 13.0, 12.880952380952381)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.84, 2.8117647058823527)","(5.5, 6.6, 6.21)"
04-01-2023 13:54:43.269584,"(9.0, 13.0, 12.880952380952381)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.84, 2.8117647058823527)","(5.5, 6.6, 6.34)"
04-01-2023 13:54:44.170272,"(9.0, 13.0, 12.880952380952381)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.84, 2.8117647058823527)","(5.5, 6.6, 6.4079999999999995)"
04-01-2023 13:54:45.089098,"(9.0, 13.0, 12.880952380952381)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.84, 2.8114285714285714)","(5.5, 6.6, 6.3090909090909095)"
04-01-2023 13:54:46.032228,"(9.0, 13.0, 12.880952380952381)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.84, 2.8066666666666666)","(5.5, 6.4, 6.3090909090909095)"
04-01-2023 13:54:46.892230,"(9.0, 13.0, 12.880952380952381)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.84, 2.8066666666666666)","(5.5, 6.4, 6.251851851851852)"
04-01-2023 13:54:47.840041,"(9.0, 13.0, 12.880952380952381)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.84, 2.8066666666666666)","(5.5, 6.4, 6.3090909090909095)"
04-01-2023 13:54:48.807375,"(9.0, 13.0, 12.880952380952381)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.84, 2.8114285714285714)","(5.5, 6.4, 6.251851851851852)"
04-01-2023 13:54:49.776754,"(9.0, 13.0, 12.880952380952381)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.84, 2.8114285714285714)","(5.5, 6.4, 6.3090909090909095)"
04-01-2023 13:54:50.635726,"(9.0, 13.0, 12.880952380952381)","(3.3, 4.1, 4.042857142857143)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.5)","(2.25, 2.84, 2.8114285714285714)","(5.5, 6.4, 6.275)"
04-01-2023 13:54:51.575710,"(9.0, 13.0, 12.886363636363637)","(3.3, 4.1, 4.038297872340426)","(8.0, 9.6, 9.138461538461538)","(13.0, 22.0, 20.25)","(2.25, 2.86, 2.79)","(5.5, 6.4, 6.533333333333333)"
04-01-2023 13:54:52.586553,"(9.0, 13.0, 12.886363636363637)","(3.3, 4.1, 4.038297872340426)","(8.0, 9.6, 9.12)","(13.0, 22.0, 20.25)","(2.25, 2.84, 2.82)","(5.5, 6.8, 6.162962962962963)"
04-01-2023 13:54:53.528021,"(9.0, 13.0, 12.88888888888889)","(3.3, 4.1, 4.038297872340426)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.25)","(2.25, 2.84, 2.82)","(5.5, 6.2, 6.533333333333333)"
04-01-2023 13:54:54.464393,"(9.0, 13.0, 12.893617021276595)","(3.3, 4.1, 4.038297872340426)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.764705882352942)","(2.25, 2.84, 2.8024999999999998)","(5.5, 6.8, 6.533333333333333)"
04-01-2023 13:54:55.432429,"(9.0, 13.0, 12.893617021276595)","(3.3, 4.1, 4.038297872340426)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.764705882352942)","(2.25, 2.84, 2.8024999999999998)","(5.5, 6.8, 6.533333333333333)"
04-01-2023 13:54:56.396399,"(9.0, 13.0, 12.871794871794872)","(3.3, 4.1, 4.038297872340426)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.764705882352942)","(2.25, 2.84, 2.8024999999999998)","(5.5, 6.8, 6.475675675675675)"
04-01-2023 13:54:57.244430,"(9.0, 13.0, 12.777777777777779)","(3.3, 4.1, 4.038297872340426)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.764705882352942)","(2.25, 2.84, 2.8024999999999998)","(5.5, 6.8, 6.651851851851852)"
04-01-2023 13:54:58.210502,"(9.0, 13.0, 12.777777777777779)","(3.3, 4.1, 4.038297872340426)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.764705882352942)","(2.3, 2.84, 2.809230769230769)","(5.5, 6.4, 6.325925925925926)"
04-01-2023 13:54:59.170594,"(9.0, 13.0, 12.777777777777779)","(3.3, 4.1, 4.038297872340426)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.764705882352942)","(2.3, 2.84, 2.8233333333333333)","(5.5, 6.4, 6.325925925925926)"
04-01-2023 13:55:00.090707,"(9.0, 13.0, 12.777777777777779)","(3.3, 4.1, 4.038297872340426)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.764705882352942)","(2.3, 2.84, 2.8233333333333333)","(5.5, 6.4, 6.325925925925926)"
04-01-2023 13:55:01.035439,"(9.0, 13.0, 12.777777777777779)","(3.3, 4.1, 4.038297872340426)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.764705882352942)","(2.3, 2.84, 2.8)","(5.5, 6.4, 6.325925925925926)"
04-01-2023 13:55:02.096128,"(9.0, 13.0, 12.777777777777779)","(3.3, 4.1, 4.038297872340426)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.81818181818182)","(2.3, 2.84, 2.8233333333333333)","(5.5, 6.4, 6.325925925925926)"
04-01-2023 13:55:03.034424,"(9.0, 13.0, 12.777777777777779)","(3.3, 4.1, 4.038297872340426)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.81818181818182)","(2.3, 2.84, 2.8233333333333333)","(5.5, 6.4, 6.275)"
04-01-2023 13:55:03.981819,"(9.0, 13.0, 12.777777777777779)","(3.3, 4.1, 4.038297872340426)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.81818181818182)","(2.3, 2.84, 2.8246153846153845)","(5.5, 6.4, 6.325925925925926)"
04-01-2023 13:55:04.991118,"(9.0, 13.0, 12.777777777777779)","(3.3, 4.1, 4.041860465116279)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.764705882352942)","(2.3, 2.84, 2.82)","(5.5, 6.4, 6.275)"
04-01-2023 13:55:05.959741,"(9.0, 13.0, 12.789473684210526)","(3.3, 4.1, 4.040909090909091)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.764705882352942)","(2.3, 2.84, 2.82)","(5.5, 6.4, 6.325925925925926)"
04-01-2023 13:55:06.855349,"(9.0, 13.0, 12.789473684210526)","(3.3, 4.1, 4.040909090909091)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.764705882352942)","(2.3, 2.84, 2.8554545454545455)","(5.5, 6.4, 6.275)"
04-01-2023 13:55:07.793058,"(9.0, 13.0, 12.789473684210526)","(3.3, 4.1, 4.040909090909091)","(8.0, 9.6, 9.028571428571428)","(13.0, 22.0, 20.764705882352942)","(2.3, 2.86, 2.937846153846154)","(5.5, 6.4, 6.331034482758621)"
04-01-2023 13:55:08.825181,"(9.0, 13.0, 12.789473684210526)","(3.3, 4.1, 4.040909090909091)","(8.0, 9.6, 9.167567567567568)","(13.0, 22.0, 20.764705882352942)","(2.3, 2.94, 2.911304347826087)","(5.5, 6.4, 6.165517241379311)"
04-01-2023 13:55:09.824815,"(9.0, 13.0, 12.789473684210526)","(3.3, 4.1, 4.049019607843137)","(8.0, 9.6, 9.167567567567568)","(13.0, 22.0, 20.764705882352942)","(2.3, 2.92, 2.911304347826087)","(5.5, 6.2, 6.165517241379311)"
04-01-2023 13:55:10.855910,"(9.0, 13.0, 12.789473684210526)","(3.3, 4.1, 4.049019607843137)","(8.0, 9.6, 9.167567567567568)","(13.0, 22.0, 21.06896551724138)","(2.3, 2.92, 2.9052054794520545)","(5.5, 6.2, 6.165517241379311)"
04-01-2023 13:55:11.906029,"(9.0, 13.0, 12.789473684210526)","(3.3, 4.1, 4.05)","(8.0, 9.6, 9.167567567567568)","(13.0, 22.0, 20.81818181818182)","(2.3, 2.92, 2.911304347826087)","(5.5, 6.2, 6.164285714285715)"
04-01-2023 13:55:12.956276,"(9.0, 13.0, 12.789473684210526)","(3.3, 4.1, 4.05)","(8.0, 9.6, 9.167567567567568)","(13.0, 22.0, 20.81818181818182)","(2.3, 2.92, 2.911304347826087)","(5.5, 6.2, 6.13939393939394)"
04-01-2023 13:55:13.914636,"(9.0, 13.0, 12.789473684210526)","(3.3, 4.1, 4.05)","(8.0, 9.6, 9.167567567567568)","(13.0, 22.0, 20.81818181818182)","(2.3, 2.92, 2.9007692307692308)","(5.5, 6.2, 6.164285714285715)"
04-01-2023 13:55:14.793488,"(9.0, 13.0, 12.789473684210526)","(3.3, 4.1, 4.0325)","(8.0, 9.6, 9.078260869565216)","(13.0, 22.0, 20.81818181818182)","(2.3, 2.92, 2.9345454545454546)","(5.5, 6.2, 6.13939393939394)"
04-01-2023 13:55:15.916066,"(9.0, 13.0, 12.789473684210526)","(3.3, 4.1, 4.0325)","(8.0, 9.6, 9.225)","(13.0, 22.0, 20.81818181818182)","(2.3, 2.94, 2.9007692307692308)","(5.5, 6.2, 6.164285714285715)"
04-01-2023 13:55:16.897920,"(9.0, 13.0, 12.478260869565217)","(3.4, 4.1, 4.029545454545454)","(8.0, 9.6, 9.225)","(14.0, 22.0, 20.81818181818182)","(2.4, 2.92, 2.9007692307692308)","(5.0, 6.2, 6.164285714285715)"
04-01-2023 13:55:17.815621,"(9.0, 13.0, 12.789473684210526)","(3.4, 4.1, 4.034210526315789)","(8.0, 9.6, 9.225)","(14.0, 22.0, 20.81818181818182)","(2.4, 2.92, 2.9007692307692308)","(5.0, 6.2, 6.13939393939394)"
04-01-2023 13:55:18.789044,"(9.0, 13.0, 12.789473684210526)","(3.4, 4.1, 4.034210526315789)","(8.0, 9.6, 9.225)","(14.0, 22.0, 20.81818181818182)","(2.4, 2.92, 2.9007692307692308)","(5.0, 6.2, 6.164285714285715)"
04-01-2023 13:55:19.806695,"(9.0, 13.0, 12.789473684210526)","(3.4, 4.1, 4.034210526315789)","(8.0, 9.6, 9.225)","(14.0, 22.0, 20.764705882352942)","(2.4, 2.92, 2.9007692307692308)","(5.0, 6.2, 6.158620689655173)"
04-01-2023 13:55:20.701904,"(9.0, 13.0, 12.789473684210526)","(3.4, 4.1, 4.034210526315789)","(8.0, 9.6, 9.225)","(14.0, 22.0, 20.764705882352942)","(2.4, 2.92, 2.9007692307692308)","(5.0, 6.2, 6.574999999999999)"
04-01-2023 13:55:21.648951,"(9.0, 13.0, 12.789473684210526)","(3.4, 4.1, 4.034210526315789)","(8.0, 9.6, 9.225)","(14.0, 22.0, 20.764705882352942)","(2.4, 2.92, 2.904)","(5.0, 6.6, 6.574999999999999)"
04-01-2023 13:55:22.669146,"(9.0, 13.0, 12.789473684210526)","(3.4, 4.1, 4.028260869565218)","(8.0, 9.6, 9.257142857142856)","(14.0, 22.0, 20.764705882352942)","(2.4, 2.92, 2.884)","(5.0, 6.6, 6.328571428571429)"
04-01-2023 13:55:23.765480,"(9.0, 13.0, 12.789473684210526)","(3.4, 4.1, 4.028260869565218)","(8.0, 9.6, 9.257142857142856)","(14.0, 22.0, 20.764705882352942)","(2.4, 2.9, 2.884)","(5.0, 6.4, 6.328571428571429)"
04-01-2023 13:55:24.823672,"(9.0, 13.0, 12.789473684210526)","(3.4, 4.1, 4.028260869565218)","(8.0, 9.6, 9.257142857142856)","(14.0, 22.0, 20.714285714285715)","(2.4, 2.9, 2.884)","(5.0, 6.4, 6.278787878787879)"
04-01-2023 13:55:25.819672,"(9.0, 13.0, 12.777777777777779)","(3.4, 4.1, 4.028260869565218)","(8.0, 9.6, 9.257142857142856)","(14.0, 22.0, 20.714285714285715)","(2.4, 2.9, 2.884)","(5.0, 6.4, 6.328571428571429)"
04-01-2023 13:55:26.821450,"(9.0, 13.0, 12.777777777777779)","(3.4, 4.1, 4.030952380952381)","(8.0, 9.6, 9.257142857142856)","(14.0, 22.0, 20.714285714285715)","(2.4, 2.9, 2.8006741573033707)","(5.0, 6.4, 6.306666666666667)"
04-01-2023 13:55:27.831610,"(9.0, 13.0, 12.777777777777779)","(3.4, 4.1, 4.030952380952381)","(8.0, 9.6, 9.257142857142856)","(14.0, 22.0, 20.714285714285715)","(2.4, 2.82, 2.8006896551724134)","(5.0, 6.4, 6.368)"
04-01-2023 13:55:28.733638,"(9.0, 13.0, 12.777777777777779)","(3.4, 4.1, 4.034210526315789)","(8.0, 9.6, 9.225)","(14.0, 22.0, 20.714285714285715)","(2.4, 2.82, 2.7785185185185184)","(5.0, 6.4, 6.335483870967742)"
04-01-2023 13:55:29.701382,"(9.0, 13.0, 12.777777777777779)","(3.4, 4.1, 4.034210526315789)","(8.0, 9.6, 9.225)","(14.0, 22.0, 20.714285714285715)","(2.4, 2.78, 2.794)","(5.0, 6.4, 6.52)"
04-01-2023 13:55:30.716813,"(9.0, 13.0, 12.777777777777779)","(3.4, 4.1, 4.041860465116279)","(8.0, 9.6, 9.225)","(14.0, 22.0, 20.714285714285715)","(2.4, 2.8, 2.7968421052631576)","(5.0, 6.8, 6.580645161290323)"
04-01-2023 13:55:31.708663,"(9.0, 13.0, 12.777777777777779)","(3.4, 4.1, 4.041860465116279)","(8.0, 9.6, 9.225)","(14.0, 22.0, 20.714285714285715)","(2.4, 2.8, 2.7968421052631576)","(5.0, 6.8, 6.729411764705882)"
04-01-2023 13:55:32.883673,"(9.0, 13.0, 12.777777777777779)","(3.4, 4.1, 4.036734693877551)","(8.0, 9.6, 9.275675675675675)","(14.0, 22.0, 20.714285714285715)","(2.5, 2.8, 2.7945454545454544)","(5.5, 6.8, 6.654545454545454)"
04-01-2023 13:55:33.843967,"(9.0, 13.0, 12.777777777777779)","(3.4, 4.1, 4.036734693877551)","(8.0, 9.6, 9.275675675675675)","(14.0, 22.0, 20.714285714285715)","(2.5, 2.8, 2.7945454545454544)","(5.5, 6.8, 6.729411764705882)"
04-01-2023 13:55:34.749429,"(9.0, 13.0, 12.8)","(3.4, 4.1, 4.036734693877551)","(8.0, 9.6, 9.275675675675675)","(14.0, 22.0, 20.714285714285715)","(2.5, 2.8, 2.7945454545454544)","(5.5, 6.8, 6.5473684210526315)"
04-01-2023 13:55:35.637991,"(9.0, 13.0, 12.8)","(3.4, 4.1, 4.036734693877551)","(8.0, 9.6, 9.275675675675675)","(14.0, 22.0, 20.714285714285715)","(2.5, 2.78, 2.765)","(5.5, 6.6, 6.5473684210526315)"
04-01-2023 13:55:36.637245,"(9.0, 13.0, 12.777777777777779)","(3.4, 4.1, 4.036734693877551)","(8.0, 9.6, 9.275675675675675)","(14.0, 22.0, 20.714285714285715)","(2.5, 2.82, 2.751294117647059)","(5.5, 6.6, 6.516666666666667)"
04-01-2023 13:55:37.613343,"(9.0, 13.0, 12.777777777777779)","(3.4, 4.1, 4.036734693877551)","(8.0, 9.6, 9.275675675675675)","(14.0, 22.0, 20.714285714285715)","(2.5, 2.82, 2.751294117647059)","(5.5, 6.6, 6.5473684210526315)"
04-01-2023 13:55:38.554641,"(9.0, 13.0, 12.777777777777779)","(3.4, 4.1, 4.041860465116279)","(8.0, 9.6, 9.275675675675675)","(14.0, 22.0, 20.714285714285715)","(2.5, 2.82, 2.751294117647059)","(5.5, 6.6, 6.516666666666667)"
04-01-2023 13:55:39.534736,"(9.0, 13.0, 12.777777777777779)","(3.4, 4.1, 4.041860465116279)","(8.0, 9.6, 9.275675675675675)","(14.0, 22.0, 20.764705882352942)","(2.5, 2.82, 2.78125)","(5.5, 6.6, 6.5473684210526315)"
04-01-2023 13:55:40.501197,"(9.0, 13.0, 12.777777777777779)","(3.4, 4.1, 4.041860465116279)","(8.0, 9.6, 9.275675675675675)","(14.0, 22.0, 20.764705882352942)","(2.5, 2.8, 2.7874999999999996)","(5.5, 6.6, 6.5473684210526315)"
