,Rahela Bale,Big Beaver,Destini Saxon,Silver Brute,Westerns Bear,Aston Salma,Zella Bale
07-12-2022 20:34:25.652734,"(51.0, 520.0, 422.5)","(21.0, 90.0, 85.83333333333333)","(11.0, 20.0, 19.304347826086957)","(1.55, 1.81, 1.8018181818181818)","(5.5, 9.0, 8.7873417721519)","(6.0, 7.4, 7.191666666666666)","(7.0, 10.5, 9.585185185185185)"
07-12-2022 20:34:26.765439,"(51.0, 520.0, 422.5)","(21.0, 90.0, 85.83333333333333)","(11.0, 20.0, 19.304347826086957)","(1.55, 1.81, 1.8018181818181818)","(5.5, 9.0, 8.263157894736842)","(6.0, 7.4, 7.191666666666666)","(7.0, 10.5, 9.911111111111111)"
07-12-2022 20:34:27.870655,"(51.0, 520.0, 390.0)","(21.0, 90.0, 85.83333333333333)","(11.0, 20.0, 19.304347826086957)","(1.55, 1.81, 1.8018181818181818)","(5.5, 9.0, 8.416666666666666)","(6.0, 7.4, 7.191666666666666)","(7.0, 10.0, 9.28235294117647)"
07-12-2022 20:34:28.845086,"(51.0, 520.0, 422.5)","(21.0, 90.0, 85.83333333333333)","(11.0, 20.0, 19.304347826086957)","(1.55, 1.81, 1.8018181818181818)","(5.5, 9.0, 8.74074074074074)","(6.0, 7.4, 7.173584905660378)","(7.0, 9.6, 9.4)"
07-12-2022 20:34:29.823409,"(51.0, 500.0, 376.6666666666667)","(21.0, 90.0, 85.83333333333333)","(11.0, 20.0, 19.304347826086957)","(1.55, 1.81, 1.7948780487804878)","(5.5, 9.0, 8.87719298245614)","(6.0, 7.4, 7.173584905660378)","(7.0, 9.6, 9.177777777777777)"
07-12-2022 20:34:30.755370,"(51.0, 500.0, 376.6666666666667)","(21.0, 90.0, 85.83333333333333)","(11.0, 20.0, 19.304347826086957)","(1.55, 1.81, 1.7948780487804878)","(5.5, 9.0, 8.87719298245614)","(6.0, 7.4, 7.173584905660378)","(7.0, 9.6, 9.177777777777777)"
07-12-2022 20:34:31.715546,"(51.0, 500.0, 376.6666666666667)","(21.0, 90.0, 85.83333333333333)","(11.0, 20.0, 19.304347826086957)","(1.55, 1.81, 1.7948780487804878)","(5.5, 9.0, 8.865384615384615)","(6.0, 7.4, 7.173584905660378)","(7.0, 9.6, 9.12972972972973)"
07-12-2022 20:34:32.620221,"(51.0, 500.0, 376.6666666666667)","(21.0, 90.0, 85.83333333333333)","(11.0, 20.0, 19.304347826086957)","(1.55, 1.79, 1.7712987012987014)","(5.5, 9.0, 8.895522388059701)","(6.0, 7.4, 7.173584905660378)","(7.0, 9.6, 9.145454545454545)"
07-12-2022 20:34:33.744971,"(51.0, 500.0, 414.6153846153846)","(21.0, 90.0, 85.83333333333333)","(11.0, 20.0, 19.304347826086957)","(1.55, 1.79, 1.724222222222222)","(5.5, 9.0, 8.533333333333333)","(6.0, 7.4, 7.182178217821782)","(7.0, 9.6, 8.588235294117647)"
07-12-2022 20:34:34.740497,"(51.0, 500.0, 414.6153846153846)","(21.0, 90.0, 85.83333333333333)","(11.0, 20.0, 19.57894736842105)","(1.55, 1.79, 1.724222222222222)","(5.5, 9.0, 8.825)","(6.0, 7.4, 7.182178217821782)","(7.0, 9.6, 8.568)"
07-12-2022 20:34:35.815368,"(51.0, 500.0, 414.6153846153846)","(21.0, 90.0, 86.12676056338029)","(11.0, 20.0, 19.304347826086957)","(1.55, 1.78, 1.743076923076923)","(5.5, 9.0, 8.892307692307693)","(6.0, 7.4, 7.182178217821782)","(7.0, 9.6, 8.568)"
07-12-2022 20:34:36.804407,"(51.0, 500.0, 414.6153846153846)","(21.0, 90.0, 86.12676056338029)","(11.0, 20.0, 19.304347826086957)","(1.55, 1.78, 1.743076923076923)","(5.5, 9.0, 8.892307692307693)","(6.0, 7.4, 7.182178217821782)","(7.0, 9.6, 8.983333333333334)"
07-12-2022 20:34:37.890687,"(51.0, 500.0, 416.9230769230769)","(21.0, 90.0, 85.27027027027027)","(11.0, 20.0, 19.304347826086957)","(1.55, 1.78, 1.743076923076923)","(5.5, 9.0, 8.922222222222222)","(6.0, 7.4, 7.182178217821782)","(7.0, 9.4, 9.275)"
07-12-2022 20:34:38.976929,"(51.0, 500.0, 416.9230769230769)","(21.0, 90.0, 85.27027027027027)","(11.0, 20.0, 19.57894736842105)","(1.55, 1.78, 1.7414285714285713)","(5.5, 9.0, 8.91641791044776)","(6.0, 7.4, 7.182178217821782)","(7.0, 9.4, 8.61875)"
07-12-2022 20:34:40.051289,"(51.0, 500.0, 383.3333333333333)","(21.0, 90.0, 85.27027027027027)","(11.0, 20.0, 19.57894736842105)","(1.55, 1.78, 1.7215384615384615)","(5.5, 9.0, 8.927272727272728)","(6.0, 7.4, 7.184)","(7.0, 9.4, 8.61875)"
07-12-2022 20:34:41.119453,"(51.0, 500.0, 395.0)","(21.0, 90.0, 85.27027027027027)","(11.0, 20.0, 19.304347826086957)","(1.55, 1.76, 1.7503846153846154)","(5.5, 9.0, 8.927272727272728)","(6.0, 7.4, 7.184)","(7.0, 9.4, 8.566666666666666)"
07-12-2022 20:34:42.087801,"(51.0, 500.0, 395.0)","(21.0, 90.0, 86.42857142857143)","(11.0, 20.0, 19.636363636363637)","(1.55, 1.76, 1.7262162162162162)","(5.5, 9.0, 8.930434782608696)","(6.0, 7.4, 7.184)","(7.0, 9.4, 8.566666666666666)"
07-12-2022 20:34:43.051697,"(51.0, 500.0, 395.0)","(21.0, 90.0, 86.42857142857143)","(11.0, 20.0, 19.636363636363637)","(1.55, 1.76, 1.7262162162162162)","(5.5, 9.0, 8.927272727272728)","(6.0, 7.4, 7.184)","(7.0, 9.4, 8.534615384615385)"
07-12-2022 20:34:43.993265,"(51.0, 500.0, 395.0)","(21.0, 90.0, 87.38805970149254)","(11.0, 20.0, 19.636363636363637)","(1.55, 1.76, 1.7265137614678898)","(5.5, 9.0, 8.932394366197183)","(6.0, 7.4, 7.184)","(7.0, 9.4, 8.534615384615385)"
07-12-2022 20:34:45.199289,"(51.0, 500.0, 395.0)","(21.0, 90.0, 87.38805970149254)","(11.0, 20.0, 19.428571428571427)","(1.55, 1.76, 1.7353521126760563)","(5.5, 9.0, 8.932394366197183)","(6.0, 7.4, 7.184)","(7.0, 9.4, 8.534615384615385)"
07-12-2022 20:34:46.193391,"(51.0, 550.0, 500.0)","(21.0, 90.0, 87.38805970149254)","(11.0, 20.0, 19.428571428571427)","(1.55, 1.76, 1.7353521126760563)","(5.5, 9.0, 8.932394366197183)","(6.0, 7.4, 7.184)","(7.0, 9.4, 8.534615384615385)"
07-12-2022 20:34:47.225441,"(61.0, 550.0, 500.0)","(26.0, 90.0, 87.38805970149254)","(12.0, 20.0, 19.428571428571427)","(1.5, 1.76, 1.7353521126760563)","(5.5, 9.0, 8.932394366197183)","(6.0, 7.4, 7.184)","(7.5, 9.4, 8.534615384615385)"
07-12-2022 20:34:48.423763,"(61.0, 550.0, 507.77777777777777)","(26.0, 90.0, 87.38805970149254)","(12.0, 20.0, 19.428571428571427)","(1.5, 1.76, 1.7353521126760563)","(5.5, 9.0, 8.932394366197183)","(6.0, 7.4, 7.184)","(7.5, 9.4, 8.534615384615385)"
07-12-2022 20:34:49.443390,"(61.0, 540.0, 365.0)","(26.0, 90.0, 74.44444444444444)","(12.0, 20.0, 19.428571428571427)","(1.5, 1.76, 1.7353521126760563)","(5.5, 9.0, 8.932394366197183)","(6.0, 7.4, 7.184)","(7.5, 9.4, 8.534615384615385)"
07-12-2022 20:34:50.510547,"(61.0, 540.0, 400.0)","(26.0, 90.0, 80.66666666666667)","(12.0, 20.0, 19.428571428571427)","(1.5, 1.76, 1.7372727272727273)","(5.5, 9.0, 8.8)","(6.0, 7.4, 7.184)","(7.5, 9.4, 8.548936170212766)"
07-12-2022 20:34:51.637689,"(61.0, 540.0, 365.0)","(26.0, 90.0, 80.66666666666667)","(12.0, 20.0, 19.428571428571427)","(1.5, 1.76, 1.7372727272727273)","(5.5, 9.0, 8.871428571428572)","(6.0, 7.4, 7.184)","(7.5, 9.4, 8.548936170212766)"
07-12-2022 20:34:52.686796,"(61.0, 540.0, 400.0)","(26.0, 90.0, 84.4)","(12.0, 20.0, 19.2)","(1.5, 1.76, 1.7372727272727273)","(5.5, 9.0, 8.925)","(6.0, 7.4, 7.184)","(7.5, 9.4, 8.548936170212766)"
07-12-2022 20:34:53.613433,"(61.0, 540.0, 400.0)","(26.0, 90.0, 87.45454545454545)","(12.0, 20.0, 19.2)","(1.5, 1.76, 1.7372727272727273)","(5.5, 9.0, 8.925)","(6.0, 7.4, 7.184)","(7.5, 9.4, 8.866666666666667)"
07-12-2022 20:34:54.590018,"(61.0, 540.0, 423.33333333333337)","(26.0, 90.0, 87.97101449275362)","(12.0, 20.0, 19.428571428571427)","(1.5, 1.76, 1.7372727272727273)","(5.5, 9.0, 9.741666666666667)","(6.0, 7.4, 7.184)","(7.5, 9.2, 8.866666666666667)"
07-12-2022 20:34:55.539393,"(61.0, 540.0, 423.33333333333337)","(26.0, 90.0, 87.97101449275362)","(12.0, 20.0, 19.428571428571427)","(1.5, 1.76, 1.7019354838709677)","(5.5, 9.8, 9.741666666666667)","(6.0, 7.4, 7.197849462365592)","(7.5, 9.2, 8.866666666666667)"
07-12-2022 20:34:56.508138,"(61.0, 540.0, 423.33333333333337)","(26.0, 90.0, 81.25)","(12.0, 20.0, 19.2)","(1.5, 1.76, 1.7310344827586206)","(5.5, 9.0, 8.958333333333334)","(6.0, 7.4, 7.197849462365592)","(7.5, 9.2, 8.866666666666667)"
07-12-2022 20:34:57.461956,"(61.0, 550.0, 430.0)","(26.0, 90.0, 81.25)","(12.0, 20.0, 18.857142857142858)","(1.5, 1.76, 1.7310344827586206)","(5.5, 9.0, 8.958333333333334)","(6.0, 7.4, 7.197849462365592)","(7.5, 9.2, 8.825000000000001)"
07-12-2022 20:34:58.446208,"(61.0, 540.0, 306.6666666666667)","(26.0, 90.0, 81.25)","(12.0, 20.0, 18.857142857142858)","(1.5, 1.76, 1.7310344827586206)","(5.5, 9.0, 8.8)","(6.0, 7.4, 7.197849462365592)","(7.5, 9.2, 8.654545454545454)"
07-12-2022 20:34:59.426959,"(61.0, 540.0, 306.6666666666667)","(26.0, 90.0, 81.25)","(12.0, 20.0, 18.857142857142858)","(1.5, 1.76, 1.7310344827586206)","(5.5, 9.0, 8.933333333333334)","(6.0, 7.4, 7.197849462365592)","(7.5, 9.2, 8.366666666666665)"
07-12-2022 20:35:00.334115,"(61.0, 540.0, 466.0)","(26.0, 90.0, 81.25)","(12.0, 20.0, 18.857142857142858)","(1.5, 1.74, 1.7161764705882352)","(5.5, 9.8, 9.770731707317074)","(6.0, 7.4, 7.197849462365592)","(7.5, 9.2, 8.334615384615384)"
07-12-2022 20:35:01.286368,"(61.0, 540.0, 466.0)","(26.0, 90.0, 81.25)","(12.0, 20.0, 18.857142857142858)","(1.5, 1.74, 1.7192307692307691)","(5.5, 9.8, 9.675)","(6.0, 7.4, 7.195744680851064)","(7.5, 9.2, 8.334615384615384)"
07-12-2022 20:35:02.219100,"(61.0, 540.0, 466.0)","(26.0, 90.0, 79.5)","(12.0, 20.0, 18.857142857142858)","(1.5, 1.74, 1.7120689655172414)","(5.5, 9.8, 9.65)","(6.0, 7.4, 7.195744680851064)","(7.5, 9.2, 8.334615384615384)"
07-12-2022 20:35:03.158041,"(71.0, 540.0, 466.0)","(26.0, 90.0, 79.5)","(12.0, 20.0, 18.857142857142858)","(1.5, 1.74, 1.7161764705882352)","(5.5, 9.8, 9.626315789473685)","(6.0, 7.4, 7.195744680851064)","(7.5, 9.2, 8.2625)"
07-12-2022 20:35:04.191969,"(71.0, 540.0, 466.0)","(26.0, 90.0, 79.5)","(12.0, 20.0, 18.857142857142858)","(1.5, 1.74, 1.7366666666666666)","(5.5, 9.8, 9.066666666666666)","(6.0, 7.4, 7.195744680851064)","(7.5, 9.2, 8.334615384615384)"
07-12-2022 20:35:05.361447,"(71.0, 540.0, 466.0)","(26.0, 90.0, 81.25)","(12.0, 20.0, 18.857142857142858)","(1.5, 1.79, 1.766)","(5.5, 9.2, 9.149999999999999)","(6.0, 7.4, 7.195744680851064)","(7.5, 9.2, 8.334615384615384)"
07-12-2022 20:35:06.370542,"(71.0, 540.0, 466.0)","(26.0, 90.0, 81.25)","(12.0, 20.0, 18.857142857142858)","(1.5, 1.79, 1.766)","(5.5, 9.2, 9.155555555555555)","(6.0, 7.4, 7.195744680851064)","(7.5, 9.2, 8.9)"
07-12-2022 20:35:07.328294,"(71.0, 540.0, 466.0)","(26.0, 90.0, 81.25)","(12.0, 20.0, 18.8)","(1.5, 1.79, 1.766)","(5.5, 9.2, 9.185964912280701)","(6.0, 7.4, 7.195744680851064)","(7.5, 9.0, 8.709090909090909)"
07-12-2022 20:35:08.353851,"(71.0, 540.0, 466.0)","(26.0, 90.0, 81.25)","(12.0, 20.0, 18.8)","(1.5, 1.79, 1.758)","(5.5, 9.2, 9.18095238095238)","(6.0, 7.4, 7.195744680851064)","(7.5, 9.0, 8.709090909090909)"
07-12-2022 20:35:09.405912,"(91.0, 540.0, 466.0)","(31.0, 90.0, 81.25)","(13.0, 20.0, 18.75)","(1.5, 1.79, 1.758)","(6.0, 9.2, 9.188888888888888)","(6.0, 7.4, 7.195744680851064)","(7.0, 9.0, 8.35)"
07-12-2022 20:35:10.454717,"(91.0, 530.0, 390.0)","(31.0, 90.0, 87.97101449275362)","(13.0, 20.0, 18.75)","(1.5, 1.79, 1.7557142857142858)","(6.0, 9.2, 9.188888888888888)","(6.0, 7.4, 7.195744680851064)","(7.0, 9.0, 7.642424242424242)"
07-12-2022 20:35:11.582930,"(91.0, 530.0, 355.0)","(31.0, 90.0, 89.38461538461539)","(13.0, 20.0, 19.727272727272727)","(1.5, 1.79, 1.7149999999999999)","(6.0, 9.2, 9.972093023255814)","(6.0, 7.4, 7.474285714285714)","(7.0, 9.0, 8.254838709677419)"
07-12-2022 20:35:12.674889,"(91.0, 530.0, 452.2222222222222)","(31.0, 90.0, 89.38461538461539)","(13.0, 23.0, 19.34375)","(1.5, 1.74, 1.7353846153846153)","(6.0, 10.0, 9.347826086956522)","(6.0, 7.6, 7.474285714285714)","(7.0, 9.0, 8.057142857142857)"
07-12-2022 20:35:13.765138,"(91.0, 530.0, 390.0)","(31.0, 90.0, 83.33333333333333)","(13.0, 23.0, 19.533333333333335)","(1.5, 1.74, 1.7433333333333334)","(6.0, 9.4, 9.266666666666667)","(6.0, 7.6, 7.49)","(7.0, 9.0, 8.15)"
07-12-2022 20:35:14.757641,"(91.0, 530.0, 420.0)","(31.0, 90.0, 87.5)","(13.0, 22.0, 19.5)","(1.5, 1.76, 1.7433333333333334)","(6.0, 9.4, 9.16)","(6.0, 7.6, 7.511764705882353)","(7.0, 9.0, 8.264864864864863)"
07-12-2022 20:35:15.672246,"(91.0, 530.0, 442.5)","(31.0, 90.0, 83.33333333333333)","(13.0, 22.0, 19.6)","(1.5, 1.75, 1.745)","(6.0, 9.4, 9.16)","(6.0, 7.6, 7.838461538461539)","(7.0, 9.0, 8.15)"
07-12-2022 20:35:16.603988,"(91.0, 530.0, 390.0)","(31.0, 90.0, 83.33333333333333)","(13.0, 19.0, 18.875)","(1.5, 1.75, 1.7275)","(6.0, 9.4, 9.024999999999999)","(6.0, 8.0, 7.944)","(7.0, 9.0, 8.15)"
07-12-2022 20:35:17.568671,"(91.0, 530.0, 476.15384615384613)","(31.0, 90.0, 83.33333333333333)","(13.0, 19.0, 18.928571428571427)","(1.5, 1.76, 1.7355555555555555)","(6.0, 9.2, 8.866666666666665)","(6.0, 8.0, 7.9714285714285715)","(7.0, 9.0, 8.227272727272727)"
07-12-2022 20:35:18.626689,"(91.0, 650.0, 356.25)","(31.0, 90.0, 89.42028985507247)","(13.0, 19.0, 18.833333333333332)","(1.5, 1.76, 1.7244444444444444)","(6.0, 9.2, 9.023529411764706)","(6.0, 8.0, 7.9714285714285715)","(7.0, 9.0, 8.227272727272727)"
07-12-2022 20:35:19.779123,"(91.0, 650.0, 454.16666666666663)","(31.0, 90.0, 89.42028985507247)","(13.0, 19.0, 18.833333333333332)","(1.5, 1.76, 1.7149999999999999)","(6.0, 9.2, 8.6)","(6.0, 8.0, 7.9714285714285715)","(7.0, 9.0, 8.358490566037736)"
07-12-2022 20:35:20.766321,"(91.0, 650.0, 356.25)","(31.0, 90.0, 89.42028985507247)","(13.0, 19.0, 18.833333333333332)","(1.5, 1.75, 1.7149999999999999)","(6.0, 9.2, 8.6)","(6.0, 8.0, 7.9714285714285715)","(7.0, 9.0, 8.358490566037736)"
07-12-2022 20:35:21.698786,"(91.0, 650.0, 388.8888888888889)","(31.0, 90.0, 83.33333333333333)","(13.0, 19.0, 18.833333333333332)","(1.5, 1.75, 1.73625)","(6.0, 8.6, 8.44)","(6.0, 8.2, 8.178947368421053)","(7.0, 9.0, 8.222857142857142)"
07-12-2022 20:35:22.708769,"(91.0, 650.0, 436.3636363636364)","(31.0, 90.0, 83.33333333333333)","(13.0, 19.0, 18.833333333333332)","(1.5, 1.75, 1.74)","(6.0, 8.6, 8.466666666666667)","(6.0, 8.2, 8.130434782608695)","(7.0, 9.0, 8.222857142857142)"
07-12-2022 20:35:23.783198,"(91.0, 650.0, 356.25)","(31.0, 90.0, 83.33333333333333)","(13.0, 19.0, 18.833333333333332)","(1.5, 1.76, 1.7415384615384615)","(6.0, 8.6, 8.466666666666667)","(6.0, 8.2, 8.130434782608695)","(7.0, 9.0, 8.222857142857142)"
07-12-2022 20:35:24.853167,"(91.0, 650.0, 618.6666666666666)","(31.0, 90.0, 85.0)","(13.0, 19.0, 18.666666666666668)","(1.5, 1.74, 1.7263636363636363)","(6.0, 9.2, 8.984)","(6.0, 8.2, 8.078787878787878)","(7.0, 8.8, 8.573913043478262)"
07-12-2022 20:35:25.911651,"(91.0, 650.0, 618.6666666666666)","(31.0, 90.0, 85.0)","(13.0, 21.0, 19.333333333333332)","(1.5, 1.74, 1.717142857142857)","(6.0, 9.2, 8.84)","(6.0, 8.2, 8.078787878787878)","(7.0, 8.8, 8.626666666666667)"
07-12-2022 20:35:26.867725,"(91.0, 650.0, 618.6666666666666)","(31.0, 90.0, 85.0)","(13.0, 20.0, 18.928571428571427)","(1.5, 1.73, 1.7118181818181817)","(6.0, 9.2, 8.84)","(6.0, 8.2, 8.078787878787878)","(7.0, 8.8, 8.648)"
07-12-2022 20:35:27.763064,"(91.0, 650.0, 618.6666666666666)","(31.0, 90.0, 89.25)","(13.0, 20.0, 18.636363636363637)","(1.5, 1.73, 1.701111111111111)","(6.0, 9.2, 8.850000000000001)","(6.0, 8.2, 8.078787878787878)","(7.0, 9.0, 8.648)"
07-12-2022 20:35:28.766209,"(91.0, 650.0, 618.6666666666666)","(31.0, 90.0, 89.25)","(13.0, 21.0, 19.75)","(1.5, 1.73, 1.729090909090909)","(6.0, 9.2, 8.850000000000001)","(6.0, 8.2, 8.078787878787878)","(7.0, 9.0, 8.661538461538461)"
07-12-2022 20:35:29.762884,"(91.0, 650.0, 618.6666666666666)","(31.0, 90.0, 89.25)","(13.0, 21.0, 19.75)","(1.5, 1.73, 1.7130434782608694)","(6.0, 9.2, 8.850000000000001)","(6.0, 8.2, 8.078787878787878)","(7.0, 9.0, 8.661538461538461)"
07-12-2022 20:35:30.809339,"(91.0, 640.0, 502.0)","(31.0, 90.0, 87.5)","(13.0, 22.0, 20.25)","(1.5, 1.74, 1.7183333333333333)","(6.0, 9.2, 8.850000000000001)","(6.0, 8.2, 8.078787878787878)","(7.0, 9.0, 8.661538461538461)"
07-12-2022 20:35:31.766283,"(91.0, 640.0, 502.0)","(31.0, 90.0, 87.5)","(13.0, 21.0, 19.75)","(1.5, 1.73, 1.7183333333333333)","(6.0, 9.2, 8.850000000000001)","(6.0, 8.2, 8.078787878787878)","(7.0, 9.0, 8.661538461538461)"
07-12-2022 20:35:32.706575,"(91.0, 640.0, 518.9473684210526)","(31.0, 90.0, 87.5)","(13.0, 22.0, 19.083333333333332)","(1.5, 1.73, 1.7242857142857142)","(6.0, 9.2, 8.850000000000001)","(6.0, 8.2, 8.023255813953488)","(7.0, 9.0, 8.622222222222224)"
07-12-2022 20:35:33.709891,"(91.0, 640.0, 518.9473684210526)","(31.0, 90.0, 87.5)","(13.0, 22.0, 18.85)","(1.5, 1.73, 1.7236842105263157)","(6.0, 9.2, 8.933333333333334)","(6.0, 8.2, 8.023255813953488)","(7.0, 8.8, 8.571428571428571)"
07-12-2022 20:35:34.753795,"(91.0, 630.0, 511.5789473684211)","(31.0, 90.0, 87.5)","(13.0, 22.0, 19.2)","(1.5, 1.71, 1.7129411764705882)","(6.0, 9.8, 9.17142857142857)","(6.0, 8.2, 8.113043478260868)","(7.0, 8.8, 8.433333333333334)"
07-12-2022 20:35:35.822138,"(91.0, 630.0, 511.5789473684211)","(31.0, 90.0, 89.0)","(13.0, 21.0, 19.043478260869566)","(1.5, 1.72, 1.7164285714285714)","(6.0, 9.6, 9.564705882352941)","(6.0, 8.2, 8.113043478260868)","(7.0, 8.8, 8.433333333333334)"
07-12-2022 20:35:36.909463,"(91.0, 630.0, 511.5789473684211)","(31.0, 90.0, 89.0)","(13.0, 21.0, 19.333333333333332)","(1.5, 1.72, 1.7129411764705882)","(6.0, 9.8, 9.529411764705882)","(6.0, 8.2, 8.113043478260868)","(7.0, 8.8, 8.486956521739131)"
07-12-2022 20:35:37.873565,"(91.0, 630.0, 511.5789473684211)","(31.0, 90.0, 89.0)","(13.0, 21.0, 19.333333333333332)","(1.5, 1.72, 1.7137499999999999)","(6.0, 9.6, 9.529411764705882)","(6.0, 8.2, 8.113043478260868)","(7.0, 8.8, 8.486956521739131)"
07-12-2022 20:35:38.861219,"(91.0, 620.0, 522.2222222222222)","(31.0, 90.0, 87.5)","(13.0, 21.0, 19.333333333333332)","(1.5, 1.72, 1.7149999999999999)","(6.0, 9.6, 9.409090909090908)","(6.0, 8.2, 8.113043478260868)","(7.0, 8.8, 8.486956521739131)"
07-12-2022 20:35:39.907148,"(91.0, 620.0, 522.2222222222222)","(31.0, 90.0, 87.5)","(13.0, 21.0, 19.333333333333332)","(1.5, 1.72, 1.7053571428571428)","(6.0, 9.6, 9.3)","(6.0, 8.2, 8.333333333333334)","(7.0, 8.8, 8.486956521739131)"
07-12-2022 20:35:40.911245,"(91.0, 620.0, 522.2222222222222)","(31.0, 90.0, 87.5)","(13.0, 21.0, 19.333333333333332)","(1.5, 1.71, 1.7047999999999999)","(6.0, 9.6, 9.3)","(6.0, 8.4, 8.391304347826086)","(7.0, 8.8, 8.486956521739131)"
07-12-2022 20:35:41.962027,"(91.0, 620.0, 522.2222222222222)","(31.0, 90.0, 87.5)","(13.0, 21.0, 19.333333333333332)","(1.5, 1.71, 1.7053571428571428)","(6.0, 9.6, 9.3)","(6.0, 8.6, 8.473684210526315)","(7.0, 8.8, 8.444444444444445)"
07-12-2022 20:35:43.063187,"(91.0, 620.0, 522.2222222222222)","(31.0, 90.0, 87.5)","(13.0, 21.0, 19.333333333333332)","(1.5, 1.71, 1.7053571428571428)","(6.0, 9.6, 9.3)","(6.0, 8.6, 8.473684210526315)","(7.0, 8.8, 8.427586206896551)"
07-12-2022 20:35:44.121039,"(91.0, 620.0, 522.2222222222222)","(31.0, 90.0, 87.5)","(13.0, 21.0, 19.333333333333332)","(1.5, 1.71, 1.7153846153846153)","(6.0, 9.6, 9.27)","(6.0, 8.6, 8.473684210526315)","(7.0, 8.8, 8.427586206896551)"
07-12-2022 20:35:45.190922,"(91.0, 620.0, 522.2222222222222)","(31.0, 90.0, 88.33333333333333)","(13.0, 21.0, 19.333333333333332)","(1.5, 1.72, 1.71)","(6.0, 9.6, 9.16)","(6.0, 8.6, 8.473684210526315)","(7.0, 8.8, 8.427586206896551)"
07-12-2022 20:35:46.153381,"(91.0, 620.0, 522.2222222222222)","(31.0, 90.0, 89.11764705882354)","(13.0, 21.0, 19.333333333333332)","(1.5, 1.73, 1.71)","(6.0, 9.6, 9.16)","(6.0, 8.6, 8.426086956521738)","(7.0, 8.8, 8.40625)"
07-12-2022 20:35:47.092978,"(91.0, 620.0, 522.2222222222222)","(31.0, 90.0, 87.5)","(13.0, 21.0, 19.333333333333332)","(1.5, 1.73, 1.714)","(6.0, 9.6, 9.257142857142856)","(6.0, 8.6, 8.385714285714286)","(7.0, 8.8, 8.40625)"
07-12-2022 20:35:48.034667,"(91.0, 620.0, 497.14285714285717)","(31.0, 90.0, 87.5)","(13.0, 21.0, 19.333333333333332)","(1.5, 1.73, 1.7143478260869565)","(6.0, 9.6, 9.145454545454546)","(6.0, 8.4, 8.385714285714286)","(7.0, 8.8, 8.40625)"
07-12-2022 20:35:49.033105,"(91.0, 620.0, 529.4736842105262)","(31.0, 90.0, 87.5)","(13.0, 21.0, 19.333333333333332)","(1.5, 1.73, 1.717142857142857)","(6.0, 9.4, 8.950000000000001)","(6.0, 8.4, 8.385714285714286)","(7.0, 8.8, 8.427586206896551)"
07-12-2022 20:35:50.129086,"(91.0, 620.0, 529.4736842105262)","(31.0, 90.0, 87.5)","(13.0, 21.0, 19.333333333333332)","(1.5, 1.73, 1.717142857142857)","(6.0, 9.4, 9.114285714285714)","(6.0, 8.4, 8.385714285714286)","(7.0, 8.8, 8.427586206896551)"
07-12-2022 20:35:51.176229,"(91.0, 620.0, 529.4736842105262)","(31.0, 90.0, 87.5)","(13.0, 21.0, 19.333333333333332)","(1.5, 1.73, 1.717142857142857)","(6.0, 9.2, 9.049999999999999)","(6.0, 8.4, 8.35)","(7.0, 8.8, 8.427586206896551)"
07-12-2022 20:35:52.173490,"(91.0, 620.0, 529.4736842105262)","(31.0, 90.0, 87.5)","(13.0, 21.0, 19.0)","(1.5, 1.73, 1.717142857142857)","(6.0, 9.2, 8.91304347826087)","(6.0, 8.4, 8.424)","(7.0, 8.8, 8.414285714285715)"
07-12-2022 20:35:53.152652,"(91.0, 470.0, 400.0)","(31.0, 90.0, 89.16666666666667)","(13.0, 21.0, 19.076923076923077)","(1.45, 1.73, 1.7077777777777778)","(6.0, 9.4, 9.017391304347827)","(6.0, 8.6, 8.424)","(7.0, 8.8, 8.384615384615385)"
07-12-2022 20:35:54.110039,"(91.0, 460.0, 438.33333333333337)","(31.0, 90.0, 89.16666666666667)","(13.0, 21.0, 19.076923076923077)","(1.45, 1.73, 1.7027272727272726)","(6.0, 9.4, 8.955555555555556)","(6.0, 8.6, 8.466666666666667)","(7.0, 8.8, 8.445454545454545)"
07-12-2022 20:35:55.063870,"(91.0, 460.0, 432.22222222222223)","(31.0, 90.0, 89.16666666666667)","(13.0, 21.0, 19.076923076923077)","(1.45, 1.73, 1.713125)","(6.0, 9.4, 8.942857142857143)","(6.0, 8.6, 8.466666666666667)","(7.0, 8.8, 8.445454545454545)"
07-12-2022 20:35:56.135353,"(91.0, 460.0, 410.0)","(31.0, 90.0, 87.5)","(13.0, 21.0, 19.076923076923077)","(1.45, 1.73, 1.7149999999999999)","(6.0, 9.0, 8.942857142857143)","(6.0, 8.6, 8.466666666666667)","(7.0, 8.8, 8.445454545454545)"
07-12-2022 20:35:57.197551,"(91.0, 460.0, 410.0)","(31.0, 90.0, 87.5)","(13.0, 21.0, 19.076923076923077)","(1.45, 1.73, 1.7166666666666666)","(6.0, 9.0, 8.942857142857143)","(6.0, 8.6, 8.466666666666667)","(7.0, 8.8, 8.445454545454545)"
07-12-2022 20:35:58.343793,"(91.0, 460.0, 432.22222222222223)","(31.0, 90.0, 85.83333333333333)","(13.0, 21.0, 19.076923076923077)","(1.45, 1.73, 1.714)","(6.0, 9.0, 8.942857142857143)","(6.0, 8.6, 8.466666666666667)","(7.0, 8.8, 8.521428571428572)"
