,Trittrittbangbang,Miss Vung Tau,Our Star Watch Nz,Pontevivo,Lil Happy Fella,Leosabi,Justlike Turbo,Naval Aviator,Whoswhointhezoo,Blue Blazer Nz,Valentines Brook,Wall Street Girl
10-01-2023 20:19:14.373624,"(51.0, 160.0, 90.0)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 46.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 46.0, 34.5)","(51.0, 150.0, 100.0)","(51.0, 160.0, 107.5)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 27.0, 20.25)"
10-01-2023 20:19:15.730416,"(51.0, 160.0, 90.0)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 34.5)","(51.0, 150.0, 100.0)","(51.0, 160.0, 107.5)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:17.120816,"(51.0, 160.0, 90.0)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 34.5)","(51.0, 150.0, 100.0)","(51.0, 160.0, 107.5)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:18.548535,"(51.0, 160.0, 90.0)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 34.5)","(51.0, 150.0, 100.0)","(51.0, 160.0, 107.5)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:19.896382,"(51.0, 160.0, 90.0)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 34.5)","(51.0, 150.0, 100.0)","(51.0, 160.0, 107.5)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:21.262161,"(51.0, 160.0, 90.0)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 34.5)","(51.0, 150.0, 100.0)","(51.0, 160.0, 107.5)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:22.760056,"(51.0, 160.0, 85.33333333333334)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 34.5)","(51.0, 150.0, 100.0)","(51.0, 160.0, 107.5)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:24.177189,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 34.5)","(51.0, 150.0, 100.0)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:25.541121,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 34.5)","(51.0, 150.0, 100.0)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:26.882039,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 34.5)","(51.0, 150.0, 100.0)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:28.343831,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 34.5)","(51.0, 150.0, 100.0)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:29.819629,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 34.5)","(51.0, 150.0, 100.0)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:31.244372,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 34.5)","(51.0, 150.0, 100.0)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:32.653671,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 34.5)","(51.0, 150.0, 100.0)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:34.111533,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 34.5)","(51.0, 150.0, 100.0)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:35.502525,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 34.5)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:36.872686,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 34.5)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:38.326290,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:39.774302,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:41.123002,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:42.610569,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:43.846758,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:45.227751,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:46.633093,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:48.037274,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:49.366896,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:50.830553,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:52.266690,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:53.546385,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:54.845649,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:56.327336,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:57.786576,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:19:59.160686,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:20:00.573934,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:20:01.915370,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(19.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(17.0, 26.0, 20.25)"
10-01-2023 20:20:03.243230,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(20.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(15.0, 26.0, 20.25)"
10-01-2023 20:20:04.789930,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(20.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(15.0, 26.0, 20.25)"
10-01-2023 20:20:06.109839,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(20.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(15.0, 26.0, 20.25)"
10-01-2023 20:20:07.373909,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(20.0, 99999, 99990)","(4.8, 7.2, 6.0)","(21.0, 44.0, 27.333333333333336)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 39.77777777777778)","(51.0, 150.0, 134.16666666666669)","(51.0, 160.0, 145.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(15.0, 26.0, 20.25)"
10-01-2023 20:20:08.689432,"(51.0, 160.0, 126.85714285714286)","(81.0, 200.0, 113.33333333333334)","(20.0, 99999, 99990)","(4.8, 7.2, 6.066666666666666)","(21.0, 44.0, 35.2)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 38.85714285714286)","(51.0, 150.0, 127.5)","(51.0, 160.0, 135.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(15.0, 26.0, 22.714285714285715)"
10-01-2023 20:20:10.002374,"(51.0, 150.0, 129.2)","(81.0, 200.0, 113.33333333333334)","(20.0, 99999, 99990)","(4.8, 7.2, 6.066666666666666)","(21.0, 44.0, 35.2)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 38.85714285714286)","(51.0, 150.0, 127.5)","(51.0, 160.0, 135.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(15.0, 26.0, 22.714285714285715)"
10-01-2023 20:20:11.303838,"(51.0, 150.0, 129.2)","(81.0, 200.0, 113.33333333333334)","(20.0, 99999, 99990)","(4.8, 7.2, 6.066666666666666)","(21.0, 44.0, 35.2)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 38.85714285714286)","(51.0, 150.0, 127.5)","(51.0, 160.0, 135.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(15.0, 26.0, 22.714285714285715)"
10-01-2023 20:20:12.620160,"(51.0, 150.0, 129.2)","(81.0, 200.0, 113.33333333333334)","(20.0, 99999, 99990)","(4.8, 7.2, 6.066666666666666)","(21.0, 44.0, 35.2)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 38.85714285714286)","(51.0, 150.0, 127.5)","(51.0, 160.0, 135.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(15.0, 26.0, 22.714285714285715)"
10-01-2023 20:20:13.948312,"(51.0, 140.0, 108.66666666666666)","(81.0, 200.0, 113.33333333333334)","(20.0, 99999, 99990)","(4.8, 7.2, 6.066666666666666)","(21.0, 44.0, 35.2)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 38.85714285714286)","(51.0, 150.0, 127.5)","(51.0, 160.0, 135.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(15.0, 26.0, 22.714285714285715)"
10-01-2023 20:20:15.347681,"(51.0, 140.0, 108.66666666666666)","(81.0, 200.0, 113.33333333333334)","(20.0, 99999, 99990)","(4.8, 7.2, 6.066666666666666)","(21.0, 44.0, 35.2)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 38.85714285714286)","(51.0, 150.0, 127.5)","(51.0, 160.0, 135.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(15.0, 26.0, 18.666666666666668)"
10-01-2023 20:20:16.660599,"(51.0, 140.0, 108.66666666666666)","(81.0, 200.0, 113.33333333333334)","(20.0, 99999, 99990)","(4.8, 7.2, 6.066666666666666)","(21.0, 44.0, 35.2)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 38.85714285714286)","(51.0, 150.0, 127.5)","(51.0, 160.0, 135.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(15.0, 26.0, 18.666666666666668)"
10-01-2023 20:20:18.221588,"(51.0, 140.0, 108.66666666666666)","(81.0, 200.0, 113.33333333333334)","(20.0, 99999, 99990)","(4.8, 7.2, 6.066666666666666)","(21.0, 44.0, 35.2)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 38.85714285714286)","(51.0, 150.0, 127.5)","(51.0, 160.0, 135.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(15.0, 26.0, 18.666666666666668)"
10-01-2023 20:20:19.566329,"(51.0, 140.0, 108.66666666666666)","(81.0, 200.0, 113.33333333333334)","(20.0, 99999, 99990)","(4.8, 7.2, 6.066666666666666)","(21.0, 44.0, 35.2)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 38.85714285714286)","(51.0, 150.0, 127.5)","(51.0, 160.0, 135.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(15.0, 26.0, 18.666666666666668)"
10-01-2023 20:20:21.093993,"(51.0, 140.0, 108.66666666666666)","(81.0, 200.0, 113.33333333333334)","(20.0, 99999, 99990)","(4.8, 7.2, 6.066666666666666)","(21.0, 44.0, 35.2)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 38.85714285714286)","(51.0, 150.0, 127.5)","(51.0, 160.0, 135.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(15.0, 26.0, 18.666666666666668)"
10-01-2023 20:20:22.690572,"(51.0, 140.0, 108.66666666666666)","(81.0, 200.0, 113.33333333333334)","(20.0, 99999, 99990)","(4.8, 7.2, 6.066666666666666)","(21.0, 44.0, 35.2)","(3.7, 5.5, 4.557142857142858)","(26.0, 44.0, 38.85714285714286)","(51.0, 150.0, 127.5)","(51.0, 160.0, 135.0)","(13.0, 99999, 99990)","(2.0, 2.16, 2.124)","(15.0, 26.0, 18.666666666666668)"
