,Donut Spolly,Piper Spolly,Millaras Money,Senorita Cruz,Marionvale Gal,Pheasant Wood
09-01-2023 14:07:23.241603,"(7.5, 12.5, 11.923076923076923)","(21.0, 42.0, 31.186046511627907)","(2.1, 2.44, 2.3691666666666666)","(51.0, 480.0, 393.3333333333333)","(6.0, 7.0, 6.683333333333333)","(2.4, 3.2, 3.1133333333333333)"
09-01-2023 14:07:24.275995,"(7.5, 12.5, 11.923076923076923)","(21.0, 42.0, 31.186046511627907)","(2.1, 2.44, 2.3505263157894736)","(51.0, 480.0, 393.3333333333333)","(6.0, 7.0, 6.7379310344827585)","(2.4, 3.2, 3.11952380952381)"
09-01-2023 14:07:25.270448,"(7.5, 12.5, 11.923076923076923)","(21.0, 42.0, 31.186046511627907)","(2.1, 2.44, 2.3468965517241376)","(51.0, 480.0, 400.0)","(6.0, 7.0, 6.683333333333333)","(2.4, 3.2, 3.11952380952381)"
09-01-2023 14:07:26.296551,"(7.5, 12.5, 11.923076923076923)","(21.0, 42.0, 31.186046511627907)","(2.1, 2.44, 2.3468965517241376)","(61.0, 480.0, 400.0)","(6.0, 7.0, 6.702564102564102)","(2.4, 3.2, 3.11952380952381)"
09-01-2023 14:07:27.306306,"(7.5, 12.5, 11.923076923076923)","(21.0, 42.0, 31.09090909090909)","(2.1, 2.44, 2.3605882352941174)","(61.0, 480.0, 400.0)","(6.0, 7.0, 6.658823529411764)","(2.4, 3.2, 3.0514285714285716)"
09-01-2023 14:07:28.228691,"(7.5, 12.5, 11.923076923076923)","(21.0, 42.0, 31.09090909090909)","(2.1, 2.44, 2.3468965517241376)","(61.0, 480.0, 400.0)","(6.0, 7.0, 6.702564102564102)","(2.4, 3.2, 3.0752)"
09-01-2023 14:07:29.184371,"(7.5, 12.5, 11.923076923076923)","(21.0, 42.0, 31.09090909090909)","(2.1, 2.44, 2.3605882352941174)","(61.0, 480.0, 393.3333333333333)","(6.0, 7.0, 6.702564102564102)","(2.4, 3.2, 3.0752)"
09-01-2023 14:07:30.161384,"(7.5, 12.5, 11.923076923076923)","(21.0, 42.0, 31.09090909090909)","(2.1, 2.44, 2.345128205128205)","(61.0, 480.0, 393.3333333333333)","(6.0, 7.0, 6.742857142857143)","(2.4, 3.2, 3.130666666666667)"
09-01-2023 14:07:31.205720,"(7.5, 12.5, 11.923076923076923)","(21.0, 42.0, 31.285714285714285)","(2.1, 2.44, 2.355909090909091)","(61.0, 480.0, 393.3333333333333)","(6.0, 6.8, 6.742857142857143)","(2.4, 3.2, 3.130666666666667)"
09-01-2023 14:07:32.215312,"(7.5, 12.5, 11.923076923076923)","(21.0, 42.0, 31.285714285714285)","(2.1, 2.44, 2.345128205128205)","(61.0, 480.0, 393.3333333333333)","(6.0, 6.8, 6.616666666666667)","(2.4, 3.2, 3.057)"
09-01-2023 14:07:33.251308,"(7.5, 12.5, 11.923076923076923)","(21.0, 42.0, 31.285714285714285)","(2.1, 2.44, 2.345128205128205)","(61.0, 480.0, 393.3333333333333)","(6.0, 6.8, 6.616666666666667)","(2.4, 3.2, 3.107741935483871)"
09-01-2023 14:07:34.255166,"(7.5, 12.5, 11.923076923076923)","(21.0, 42.0, 31.285714285714285)","(2.1, 2.44, 2.355909090909091)","(61.0, 480.0, 393.3333333333333)","(6.0, 6.8, 6.64)","(2.4, 3.2, 3.0631578947368423)"
09-01-2023 14:07:35.256051,"(7.5, 12.5, 11.923076923076923)","(21.0, 42.0, 31.285714285714285)","(2.1, 2.44, 2.345128205128205)","(61.0, 480.0, 393.3333333333333)","(6.0, 6.8, 6.633333333333334)","(2.4, 3.2, 3.091666666666667)"
09-01-2023 14:07:36.209210,"(7.5, 12.5, 12.045454545454545)","(21.0, 42.0, 31.285714285714285)","(2.1, 2.44, 2.355909090909091)","(61.0, 480.0, 393.3333333333333)","(6.0, 6.8, 6.633333333333334)","(2.4, 3.2, 3.091666666666667)"
09-01-2023 14:07:37.141347,"(7.5, 12.5, 12.045454545454545)","(21.0, 42.0, 31.285714285714285)","(2.1, 2.44, 2.345128205128205)","(61.0, 480.0, 313.3333333333333)","(6.0, 6.8, 6.503703703703704)","(2.4, 3.2, 3.091666666666667)"
09-01-2023 14:07:38.128703,"(7.5, 12.5, 12.045454545454545)","(21.0, 42.0, 31.285714285714285)","(2.1, 2.44, 2.355909090909091)","(61.0, 480.0, 313.3333333333333)","(6.0, 6.8, 6.4363636363636365)","(2.4, 3.2, 3.1277777777777778)"
09-01-2023 14:07:39.083485,"(7.5, 12.5, 12.045454545454545)","(21.0, 42.0, 31.285714285714285)","(2.1, 2.44, 2.345128205128205)","(61.0, 480.0, 271.6666666666667)","(6.0, 6.8, 6.524137931034483)","(2.4, 3.2, 3.1277777777777778)"
09-01-2023 14:07:40.056706,"(7.5, 12.5, 12.045454545454545)","(21.0, 42.0, 31.285714285714285)","(2.1, 2.44, 2.355909090909091)","(61.0, 480.0, 271.6666666666667)","(6.0, 6.8, 6.466666666666667)","(2.4, 3.2, 3.1277777777777778)"
09-01-2023 14:07:40.997823,"(7.5, 12.5, 12.045454545454545)","(21.0, 42.0, 31.285714285714285)","(2.1, 2.44, 2.345128205128205)","(61.0, 480.0, 371.6666666666667)","(6.0, 6.8, 6.466666666666667)","(2.4, 3.2, 3.1277777777777778)"
09-01-2023 14:07:41.917022,"(7.5, 12.5, 12.045454545454545)","(21.0, 42.0, 31.285714285714285)","(2.1, 2.44, 2.345128205128205)","(61.0, 480.0, 371.6666666666667)","(6.0, 6.8, 6.524137931034483)","(2.4, 3.2, 3.1277777777777778)"
09-01-2023 14:07:42.843892,"(7.5, 12.5, 12.045454545454545)","(21.0, 42.0, 31.285714285714285)","(2.1, 2.44, 2.355909090909091)","(61.0, 480.0, 371.6666666666667)","(6.0, 6.8, 6.524137931034483)","(2.4, 3.2, 3.1472972972972975)"
09-01-2023 14:07:43.754674,"(7.5, 12.5, 12.045454545454545)","(21.0, 42.0, 31.186046511627907)","(2.1, 2.44, 2.345128205128205)","(61.0, 480.0, 361.8181818181818)","(6.0, 6.8, 6.524137931034483)","(2.4, 3.2, 3.1472972972972975)"
09-01-2023 14:07:44.710390,"(7.5, 12.5, 12.045454545454545)","(21.0, 42.0, 31.390243902439025)","(2.1, 2.44, 2.355909090909091)","(61.0, 480.0, 271.6666666666667)","(6.0, 6.8, 6.466666666666667)","(2.4, 3.2, 3.1585106382978725)"
09-01-2023 14:07:45.683398,"(7.5, 12.5, 12.045454545454545)","(21.0, 42.0, 31.186046511627907)","(2.1, 2.44, 2.345128205128205)","(61.0, 480.0, 271.6666666666667)","(6.0, 6.8, 6.524137931034483)","(2.4, 3.2, 3.1585106382978725)"
09-01-2023 14:07:46.678006,"(7.5, 12.5, 12.045454545454545)","(21.0, 42.0, 31.186046511627907)","(2.1, 2.44, 2.355909090909091)","(61.0, 480.0, 271.6666666666667)","(6.0, 6.8, 6.466666666666667)","(2.4, 3.2, 3.1585106382978725)"
09-01-2023 14:07:47.652537,"(7.5, 12.5, 12.045454545454545)","(21.0, 42.0, 31.186046511627907)","(2.1, 2.44, 2.345128205128205)","(61.0, 480.0, 271.6666666666667)","(6.0, 6.8, 6.613953488372093)","(2.4, 3.2, 3.1585106382978725)"
09-01-2023 14:07:48.634621,"(7.5, 12.5, 12.045454545454545)","(21.0, 42.0, 31.186046511627907)","(2.1, 2.44, 2.355909090909091)","(61.0, 480.0, 271.6666666666667)","(6.0, 6.8, 6.613953488372093)","(2.4, 3.2, 3.1585106382978725)"
09-01-2023 14:07:49.608796,"(7.5, 12.5, 11.9)","(21.0, 42.0, 31.186046511627907)","(2.1, 2.44, 2.345128205128205)","(61.0, 480.0, 271.6666666666667)","(6.0, 6.8, 6.613953488372093)","(2.4, 3.2, 3.1585106382978725)"
09-01-2023 14:07:50.558607,"(7.5, 12.5, 11.9)","(21.0, 42.0, 31.186046511627907)","(2.1, 2.44, 2.355909090909091)","(61.0, 480.0, 271.6666666666667)","(6.0, 6.8, 6.613953488372093)","(2.4, 3.2, 3.1585106382978725)"
09-01-2023 14:07:51.729004,"(7.5, 12.5, 11.9)","(21.0, 42.0, 31.186046511627907)","(2.1, 2.44, 2.355909090909091)","(61.0, 480.0, 271.6666666666667)","(6.0, 6.8, 6.613953488372093)","(2.4, 3.2, 3.1585106382978725)"
09-01-2023 14:07:52.760624,"(7.5, 12.5, 11.9)","(21.0, 42.0, 31.186046511627907)","(2.1, 2.44, 2.345128205128205)","(61.0, 480.0, 271.6666666666667)","(6.0, 6.8, 6.613953488372093)","(2.4, 3.2, 3.1585106382978725)"
09-01-2023 14:07:53.872859,"(7.5, 12.5, 11.9)","(21.0, 42.0, 31.186046511627907)","(2.1, 2.44, 2.345128205128205)","(61.0, 480.0, 271.6666666666667)","(6.0, 6.8, 6.613953488372093)","(2.4, 3.2, 3.1602040816326533)"
09-01-2023 14:07:54.987158,"(7.5, 12.5, 11.9)","(21.0, 42.0, 31.186046511627907)","(2.1, 2.44, 2.355909090909091)","(61.0, 480.0, 396.6666666666667)","(6.0, 6.8, 6.648648648648648)","(2.4, 3.2, 3.1602040816326533)"
09-01-2023 14:07:56.164944,"(7.5, 12.5, 11.9)","(21.0, 42.0, 31.186046511627907)","(2.1, 2.44, 2.345128205128205)","(61.0, 480.0, 396.6666666666667)","(6.0, 6.8, 6.648648648648648)","(2.4, 3.2, 3.1602040816326533)"
09-01-2023 14:07:57.295727,"(7.5, 12.5, 11.9)","(21.0, 42.0, 31.186046511627907)","(2.1, 2.44, 2.3514285714285714)","(61.0, 480.0, 390.7142857142857)","(6.0, 6.8, 6.625)","(2.4, 3.2, 3.1602040816326533)"
09-01-2023 14:07:58.397766,"(7.5, 12.5, 11.9)","(21.0, 42.0, 31.186046511627907)","(2.1, 2.42, 2.3515384615384614)","(61.0, 480.0, 396.6666666666667)","(6.0, 6.8, 6.625)","(2.4, 3.2, 3.1602040816326533)"
09-01-2023 14:07:59.346775,"(7.5, 13.5, 12.59090909090909)","(21.0, 42.0, 31.285714285714285)","(2.1, 2.4, 2.3515384615384614)","(61.0, 480.0, 396.6666666666667)","(6.0, 6.8, 6.625)","(2.4, 3.2, 3.1602040816326533)"
09-01-2023 14:08:00.373766,"(7.5, 13.5, 12.785714285714285)","(21.0, 40.0, 39.0)","(2.1, 2.4, 2.3434615384615385)","(61.0, 480.0, 396.6666666666667)","(6.0, 6.8, 6.625)","(2.4, 3.2, 3.1602040816326533)"
09-01-2023 14:08:01.319402,"(7.5, 13.5, 12.125)","(21.0, 40.0, 32.77777777777778)","(2.1, 2.4, 2.316)","(61.0, 480.0, 396.6666666666667)","(6.0, 6.8, 6.928)","(2.4, 3.2, 3.1602040816326533)"
09-01-2023 14:08:02.332517,"(7.5, 13.5, 12.096774193548388)","(21.0, 40.0, 31.105263157894736)","(2.1, 2.4, 2.316610169491525)","(61.0, 480.0, 410.55555555555554)","(6.0, 7.0, 6.8)","(2.4, 3.2, 3.1602040816326533)"
09-01-2023 14:08:03.286992,"(7.5, 13.5, 12.394736842105264)","(21.0, 40.0, 31.105263157894736)","(2.1, 2.4, 2.285581395348837)","(61.0, 480.0, 410.55555555555554)","(6.0, 7.0, 6.8)","(2.4, 3.2, 3.1602040816326533)"
09-01-2023 14:08:04.311164,"(7.5, 13.5, 12.1875)","(21.0, 40.0, 31.105263157894736)","(2.1, 2.34, 2.293333333333333)","(61.0, 480.0, 410.55555555555554)","(6.0, 7.0, 6.810526315789474)","(2.4, 3.2, 3.1602040816326533)"
09-01-2023 14:08:05.191309,"(7.5, 13.5, 12.166666666666666)","(21.0, 40.0, 31.727272727272727)","(2.1, 2.34, 2.2827272727272727)","(61.0, 480.0, 410.55555555555554)","(6.0, 7.0, 6.828571428571428)","(2.4, 3.2, 3.1602040816326533)"
09-01-2023 14:08:06.112129,"(7.5, 13.5, 12.2)","(21.0, 40.0, 31.727272727272727)","(2.1, 2.34, 2.293333333333333)","(61.0, 480.0, 410.55555555555554)","(6.0, 7.0, 6.9)","(2.4, 3.2, 3.1602040816326533)"
09-01-2023 14:08:07.016918,"(7.5, 13.5, 12.2)","(21.0, 40.0, 31.727272727272727)","(2.1, 2.34, 2.2827272727272727)","(61.0, 480.0, 410.55555555555554)","(6.0, 7.0, 6.9)","(2.4, 3.2, 3.1585106382978725)"
09-01-2023 14:08:08.023996,"(7.5, 13.5, 12.416666666666666)","(21.0, 40.0, 30.627906976744185)","(2.1, 2.34, 2.2897297297297294)","(61.0, 480.0, 410.55555555555554)","(6.0, 7.0, 6.810526315789474)","(2.4, 3.2, 3.1585106382978725)"
09-01-2023 14:08:08.971459,"(8.5, 13.5, 12.416666666666666)","(21.0, 40.0, 30.627906976744185)","(2.05, 2.34, 2.281428571428571)","(91.0, 480.0, 414.2105263157895)","(6.0, 7.0, 6.810526315789474)","(2.45, 3.2, 3.1585106382978725)"
09-01-2023 14:08:09.885995,"(8.5, 13.5, 12.416666666666666)","(21.0, 40.0, 30.627906976744185)","(2.05, 2.34, 2.2876595744680848)","(91.0, 480.0, 414.2105263157895)","(6.0, 7.0, 6.92)","(2.45, 3.2, 3.1585106382978725)"
09-01-2023 14:08:11.139678,"(8.5, 13.5, 12.416666666666666)","(21.0, 40.0, 30.627906976744185)","(2.05, 2.36, 2.34)","(91.0, 480.0, 410.55555555555554)","(6.0, 7.2, 7.075555555555556)","(2.45, 3.2, 3.157608695652174)"
09-01-2023 14:08:12.144340,"(8.5, 13.5, 12.416666666666666)","(21.0, 40.0, 30.627906976744185)","(2.05, 2.36, 2.34)","(91.0, 480.0, 410.55555555555554)","(6.0, 7.2, 7.108196721311476)","(2.45, 3.2, 3.1914285714285717)"
09-01-2023 14:08:13.094361,"(8.5, 13.5, 12.416666666666666)","(21.0, 40.0, 30.627906976744185)","(2.05, 2.36, 2.3066666666666666)","(91.0, 480.0, 410.55555555555554)","(6.0, 7.2, 7.108196721311476)","(2.45, 3.2, 3.1914285714285717)"
09-01-2023 14:08:14.309645,"(8.5, 13.5, 12.416666666666666)","(21.0, 40.0, 30.627906976744185)","(2.05, 2.36, 2.3066666666666666)","(91.0, 480.0, 410.55555555555554)","(6.0, 7.2, 7.108196721311476)","(2.45, 3.25, 3.2)"
09-01-2023 14:08:15.220973,"(8.5, 13.5, 12.416666666666666)","(21.0, 40.0, 30.627906976744185)","(2.05, 2.36, 2.3066666666666666)","(91.0, 480.0, 410.55555555555554)","(6.0, 7.2, 7.108196721311476)","(2.45, 3.25, 3.2)"
09-01-2023 14:08:16.199967,"(8.5, 13.5, 12.416666666666666)","(21.0, 40.0, 30.627906976744185)","(2.05, 2.36, 2.3466666666666667)","(91.0, 480.0, 410.55555555555554)","(6.0, 7.2, 7.111111111111111)","(2.45, 3.25, 3.2)"
09-01-2023 14:08:17.271941,"(8.5, 13.5, 12.416666666666666)","(21.0, 38.0, 37.15384615384615)","(2.05, 2.36, 2.3466666666666667)","(91.0, 480.0, 392.5)","(6.0, 7.2, 7.111111111111111)","(2.45, 3.25, 3.2)"
09-01-2023 14:08:18.253820,"(8.5, 13.5, 12.416666666666666)","(21.0, 38.0, 37.15384615384615)","(2.05, 2.36, 2.3377777777777777)","(101.0, 480.0, 392.5)","(6.0, 7.2, 7.057142857142857)","(2.45, 3.25, 3.1846938775510205)"
09-01-2023 14:08:19.146972,"(8.5, 13.5, 12.416666666666666)","(21.0, 38.0, 31.88888888888889)","(2.05, 2.36, 2.333913043478261)","(101.0, 480.0, 410.55555555555554)","(6.0, 7.2, 7.0)","(2.45, 3.25, 3.1846938775510205)"
09-01-2023 14:08:20.004126,"(8.5, 13.5, 12.416666666666666)","(21.0, 38.0, 31.88888888888889)","(2.05, 2.36, 2.333913043478261)","(101.0, 480.0, 410.55555555555554)","(6.0, 7.2, 7.076923076923077)","(2.45, 3.25, 3.1846938775510205)"
09-01-2023 14:08:20.932814,"(8.5, 13.5, 12.416666666666666)","(21.0, 38.0, 31.714285714285715)","(2.05, 2.36, 2.333913043478261)","(101.0, 480.0, 410.55555555555554)","(6.0, 7.2, 7.076923076923077)","(2.45, 3.25, 3.1846938775510205)"
09-01-2023 14:08:21.883246,"(8.5, 13.5, 12.416666666666666)","(21.0, 38.0, 30.473684210526315)","(2.05, 2.36, 2.333913043478261)","(101.0, 480.0, 410.55555555555554)","(6.0, 7.2, 7.076923076923077)","(2.45, 3.25, 3.1846938775510205)"
09-01-2023 14:08:22.868663,"(8.5, 13.5, 12.416666666666666)","(21.0, 38.0, 30.473684210526315)","(2.05, 2.36, 2.33)","(101.0, 480.0, 410.55555555555554)","(6.0, 7.2, 7.0)","(2.45, 3.25, 3.1846938775510205)"
09-01-2023 14:08:23.767058,"(8.5, 13.5, 12.416666666666666)","(21.0, 38.0, 30.473684210526315)","(2.05, 2.36, 2.33)","(101.0, 480.0, 410.55555555555554)","(6.0, 7.2, 7.076923076923077)","(2.45, 3.25, 3.1846938775510205)"
09-01-2023 14:08:24.614904,"(8.5, 13.5, 12.416666666666666)","(21.0, 36.0, 35.30769230769231)","(2.05, 2.36, 2.33)","(101.0, 480.0, 410.55555555555554)","(6.0, 7.2, 7.0)","(2.45, 3.25, 3.1846938775510205)"
09-01-2023 14:08:25.475333,"(8.5, 13.5, 12.416666666666666)","(21.0, 36.0, 35.30769230769231)","(2.05, 2.36, 2.33)","(101.0, 480.0, 410.55555555555554)","(6.0, 7.6, 7.36)","(2.45, 3.25, 3.1884615384615382)"
09-01-2023 14:08:26.377823,"(8.5, 13.5, 12.088235294117647)","(21.0, 36.0, 35.30769230769231)","(2.05, 2.36, 2.320869565217391)","(101.0, 480.0, 410.55555555555554)","(6.0, 7.6, 7.466666666666667)","(2.45, 3.25, 3.1785714285714284)"
09-01-2023 14:08:27.294694,"(8.5, 13.5, 12.088235294117647)","(21.0, 34.0, 29.896551724137932)","(2.05, 2.36, 2.320869565217391)","(101.0, 480.0, 410.55555555555554)","(6.0, 7.6, 7.4)","(2.45, 3.25, 3.1785714285714284)"
09-01-2023 14:08:28.264131,"(8.5, 13.5, 12.15)","(21.0, 34.0, 29.896551724137932)","(2.05, 2.36, 2.303157894736842)","(101.0, 480.0, 410.55555555555554)","(6.0, 7.6, 7.475)","(2.45, 3.25, 3.1884615384615382)"
09-01-2023 14:08:29.151984,"(8.5, 13.5, 12.15)","(21.0, 34.0, 29.153846153846153)","(2.05, 2.36, 2.282857142857143)","(101.0, 480.0, 410.55555555555554)","(6.0, 7.6, 7.475)","(2.45, 3.25, 3.1785714285714284)"
09-01-2023 14:08:30.025110,"(8.5, 13.5, 12.15)","(21.0, 34.0, 29.153846153846153)","(2.05, 2.36, 2.303157894736842)","(101.0, 480.0, 410.55555555555554)","(6.0, 7.6, 7.475)","(2.45, 3.25, 3.203191489361702)"
09-01-2023 14:08:31.080160,"(8.5, 13.5, 12.15)","(21.0, 34.0, 31.333333333333332)","(2.05, 2.34, 2.297142857142857)","(101.0, 480.0, 410.55555555555554)","(6.0, 7.6, 7.538461538461538)","(2.45, 3.25, 3.194)"
09-01-2023 14:08:31.980853,"(8.5, 13.5, 12.15)","(21.0, 34.0, 31.333333333333332)","(2.05, 2.34, 2.297142857142857)","(101.0, 480.0, 410.55555555555554)","(6.0, 7.6, 7.538461538461538)","(2.45, 3.25, 3.194)"
09-01-2023 14:08:32.834955,"(8.5, 13.5, 12.15)","(21.0, 34.0, 32.17142857142857)","(2.05, 2.34, 2.281935483870968)","(101.0, 480.0, 410.55555555555554)","(6.0, 7.6, 7.475)","(2.45, 3.25, 3.194)"
09-01-2023 14:08:33.723209,"(8.5, 13.5, 12.15)","(21.0, 34.0, 32.17142857142857)","(2.05, 2.34, 2.281935483870968)","(101.0, 480.0, 410.55555555555554)","(6.0, 7.6, 7.475)","(2.45, 3.25, 3.194)"
09-01-2023 14:08:34.705319,"(8.5, 13.5, 12.15)","(21.0, 34.0, 32.17142857142857)","(2.05, 2.34, 2.281935483870968)","(101.0, 480.0, 410.55555555555554)","(6.0, 7.6, 7.581818181818181)","(2.45, 3.25, 3.194)"
09-01-2023 14:08:35.688264,"(8.5, 13.5, 12.15)","(21.0, 34.0, 32.17142857142857)","(2.05, 2.34, 2.281935483870968)","(101.0, 480.0, 446.6666666666667)","(6.0, 7.6, 7.581818181818181)","(2.45, 3.25, 3.194)"
09-01-2023 14:08:36.630384,"(8.5, 13.5, 12.15)","(21.0, 34.0, 32.17142857142857)","(2.0, 2.34, 2.281935483870968)","(101.0, 480.0, 446.6666666666667)","(6.0, 7.6, 7.581818181818181)","(2.45, 3.25, 3.194)"
09-01-2023 14:08:37.509786,"(8.5, 13.5, 12.6)","(21.0, 34.0, 32.17142857142857)","(2.0, 2.34, 2.25875)","(101.0, 480.0, 446.6666666666667)","(6.0, 7.6, 7.581818181818181)","(2.45, 3.25, 3.2346153846153847)"
09-01-2023 14:08:38.395267,"(8.5, 13.5, 12.6)","(21.0, 34.0, 32.17142857142857)","(2.0, 2.34, 2.278095238095238)","(101.0, 480.0, 462.1428571428571)","(6.0, 7.6, 7.557446808510638)","(2.45, 3.25, 3.194)"
09-01-2023 14:08:39.309332,"(8.5, 13.5, 12.6)","(21.0, 34.0, 32.17142857142857)","(2.0, 2.34, 2.25875)","(101.0, 480.0, 438.3333333333333)","(6.0, 7.6, 7.581818181818181)","(2.45, 3.25, 3.194)"
09-01-2023 14:08:40.218573,"(8.5, 13.5, 12.6)","(21.0, 34.0, 32.17142857142857)","(2.0, 2.34, 2.2858333333333336)","(101.0, 480.0, 446.6666666666667)","(6.0, 7.6, 7.581818181818181)","(2.45, 3.25, 3.176315789473684)"
09-01-2023 14:08:41.174904,"(8.5, 13.5, 12.6)","(21.0, 34.0, 32.17142857142857)","(2.0, 2.34, 2.2858333333333336)","(101.0, 480.0, 446.6666666666667)","(6.0, 7.6, 7.581818181818181)","(2.45, 3.25, 3.176315789473684)"
09-01-2023 14:08:42.101255,"(8.5, 13.5, 12.6)","(21.0, 34.0, 32.17142857142857)","(2.0, 2.34, 2.2858333333333336)","(101.0, 480.0, 446.6666666666667)","(6.0, 7.6, 7.581818181818181)","(2.45, 3.25, 3.1858490566037734)"
09-01-2023 14:08:42.999223,"(8.5, 13.5, 12.6)","(21.0, 34.0, 32.17142857142857)","(2.0, 2.34, 2.2858333333333336)","(101.0, 480.0, 446.6666666666667)","(6.0, 7.6, 7.581818181818181)","(2.45, 3.25, 3.1858490566037734)"
09-01-2023 14:08:43.995576,"(8.5, 13.5, 12.6)","(21.0, 34.0, 32.17142857142857)","(2.0, 2.34, 2.2858333333333336)","(101.0, 480.0, 446.6666666666667)","(6.0, 7.6, 7.581818181818181)","(2.45, 3.25, 3.1858490566037734)"
09-01-2023 14:08:44.884788,"(8.5, 13.5, 12.6)","(21.0, 34.0, 32.17142857142857)","(2.0, 2.34, 2.2858333333333336)","(101.0, 480.0, 434.5454545454545)","(6.0, 7.6, 7.590697674418604)","(2.45, 3.25, 3.176315789473684)"
09-01-2023 14:08:45.795511,"(8.5, 13.5, 12.6)","(21.0, 34.0, 32.17142857142857)","(2.0, 2.34, 2.2858333333333336)","(101.0, 480.0, 434.5454545454545)","(6.0, 7.8, 7.777777777777778)","(2.45, 3.25, 3.176315789473684)"
09-01-2023 14:08:46.745388,"(8.5, 13.5, 12.441176470588236)","(21.0, 34.0, 32.17142857142857)","(2.0, 2.34, 2.2542857142857144)","(101.0, 480.0, 446.6666666666667)","(6.0, 8.0, 7.914285714285715)","(2.45, 3.25, 3.164285714285714)"
09-01-2023 14:08:47.710134,"(8.5, 13.5, 12.441176470588236)","(21.0, 34.0, 32.17142857142857)","(2.0, 2.34, 2.2755555555555556)","(101.0, 480.0, 446.6666666666667)","(6.0, 8.0, 7.861538461538462)","(2.45, 3.25, 3.1804347826086956)"
09-01-2023 14:08:48.593681,"(8.5, 13.5, 12.717391304347826)","(21.0, 34.0, 32.17142857142857)","(2.0, 2.32, 2.2755555555555556)","(101.0, 480.0, 446.6666666666667)","(6.0, 8.0, 7.861538461538462)","(2.45, 3.25, 3.1804347826086956)"
09-01-2023 14:08:49.504033,"(8.5, 13.5, 12.717391304347826)","(21.0, 34.0, 32.17142857142857)","(2.0, 2.32, 2.2755555555555556)","(101.0, 480.0, 446.6666666666667)","(6.0, 8.0, 7.861538461538462)","(2.45, 3.25, 3.1804347826086956)"
09-01-2023 14:08:50.462821,"(8.5, 13.5, 12.9)","(21.0, 34.0, 32.17142857142857)","(2.0, 2.32, 2.24)","(101.0, 480.0, 434.5454545454545)","(6.0, 8.0, 7.8)","(2.45, 3.25, 3.148)"
09-01-2023 14:08:51.346969,"(8.5, 13.5, 12.833333333333334)","(21.0, 34.0, 32.62068965517241)","(2.0, 2.3, 2.204347826086957)","(101.0, 480.0, 434.5454545454545)","(6.0, 8.2, 8.049999999999999)","(2.45, 3.25, 3.16875)"
09-01-2023 14:08:52.296361,"(8.5, 13.5, 12.833333333333334)","(21.0, 34.0, 32.62068965517241)","(2.0, 2.3, 2.2214285714285715)","(101.0, 480.0, 434.5454545454545)","(6.0, 8.2, 7.8)","(2.45, 3.25, 3.175)"
09-01-2023 14:08:53.250540,"(8.5, 13.5, 12.833333333333334)","(21.0, 34.0, 32.62068965517241)","(2.0, 2.3, 2.204347826086957)","(101.0, 480.0, 434.5454545454545)","(6.0, 8.2, 7.8)","(2.45, 3.25, 3.2363636363636363)"
09-01-2023 14:08:54.144120,"(8.5, 13.5, 12.833333333333334)","(21.0, 34.0, 32.62068965517241)","(2.0, 2.3, 2.2214285714285715)","(101.0, 480.0, 434.5454545454545)","(6.0, 8.2, 7.857142857142857)","(2.45, 3.25, 3.2375)"
09-01-2023 14:08:55.023991,"(8.5, 13.5, 12.833333333333334)","(21.0, 34.0, 32.62068965517241)","(2.0, 2.3, 2.204347826086957)","(101.0, 480.0, 434.5454545454545)","(6.0, 8.2, 7.8)","(2.45, 3.25, 3.157142857142857)"
09-01-2023 14:08:56.012686,"(8.5, 13.5, 12.833333333333334)","(21.0, 34.0, 32.62068965517241)","(2.0, 2.3, 2.2214285714285715)","(101.0, 480.0, 434.5454545454545)","(6.0, 8.2, 7.8)","(2.45, 3.25, 3.157142857142857)"
09-01-2023 14:08:57.002070,"(8.5, 13.5, 12.272727272727273)","(21.0, 34.0, 32.92307692307692)","(2.0, 2.3, 2.204347826086957)","(101.0, 480.0, 434.5454545454545)","(6.0, 8.2, 7.857142857142857)","(2.45, 3.25, 3.1653846153846152)"
09-01-2023 14:08:57.945948,"(8.5, 13.5, 12.272727272727273)","(21.0, 34.0, 32.92307692307692)","(2.0, 2.3, 2.204347826086957)","(101.0, 480.0, 434.5454545454545)","(6.0, 8.2, 7.857142857142857)","(2.45, 3.25, 3.138235294117647)"
09-01-2023 14:08:58.827974,"(8.5, 13.5, 12.14)","(21.0, 34.0, 32.714285714285715)","(2.0, 2.3, 2.205531914893617)","(101.0, 480.0, 438.3333333333333)","(6.0, 8.6, 8.4)","(2.45, 3.25, 3.1802325581395348)"
09-01-2023 14:08:59.798653,"(8.5, 13.5, 12.14)","(21.0, 34.0, 32.714285714285715)","(2.0, 2.3, 2.1831578947368424)","(101.0, 480.0, 438.3333333333333)","(6.0, 8.6, 8.252173913043478)","(2.45, 3.25, 3.1691489361702128)"
09-01-2023 14:09:00.715296,"(8.5, 13.5, 12.14)","(21.0, 34.0, 32.714285714285715)","(2.0, 2.3, 2.2355223880597017)","(101.0, 480.0, 438.3333333333333)","(6.0, 8.6, 8.252173913043478)","(2.45, 3.25, 3.1576923076923076)"
09-01-2023 14:09:01.665785,"(8.5, 13.5, 12.366666666666667)","(21.0, 34.0, 32.90909090909091)","(2.0, 2.3, 2.2142857142857144)","(101.0, 480.0, 443.0769230769231)","(6.0, 8.6, 8.206060606060605)","(2.45, 3.25, 3.151818181818182)"
