,True Treat,Stir The Pot,Tudor Fisk,Major Ando,Black Book,Slingshot Cooper,Copperhead,Mrs Chop
11-01-2023 14:45:02.799508,"(8.0, 16.0, 14.885714285714286)","(7.5, 99999, 99990)","(10.0, 13.5, 12.65)","(2.25, 2.66, 2.6462068965517243)","(8.5, 12.0, 10.75)","(12.0, 22.0, 18.551724137931036)","(31.0, 65.0, 71.66666666666666)","(4.2, 5.1, 4.985714285714286)"
11-01-2023 14:45:03.908729,"(8.0, 16.0, 14.973684210526315)","(7.5, 99999, 99990)","(10.0, 13.5, 12.65)","(2.25, 2.66, 2.6462068965517243)","(8.5, 11.0, 10.428571428571429)","(12.0, 22.0, 18.875)","(31.0, 75.0, 71.66666666666666)","(4.2, 5.1, 4.985714285714286)"
11-01-2023 14:45:04.940417,"(8.0, 16.0, 14.885714285714286)","(7.5, 99999, 99990)","(10.0, 13.5, 12.65)","(2.25, 2.66, 2.6462068965517243)","(8.5, 11.5, 10.428571428571429)","(12.0, 22.0, 18.875)","(31.0, 75.0, 71.66666666666666)","(4.2, 5.1, 4.990909090909091)"
11-01-2023 14:45:06.050652,"(8.0, 16.0, 14.885714285714286)","(7.5, 99999, 99990)","(10.0, 13.5, 12.65)","(2.25, 2.66, 2.6342857142857143)","(8.5, 11.5, 10.525)","(12.0, 22.0, 19.2972972972973)","(31.0, 75.0, 70.9090909090909)","(4.2, 5.1, 4.94)"
11-01-2023 14:45:07.214730,"(9.0, 16.0, 14.885714285714286)","(7.5, 99999, 99990)","(10.0, 13.5, 12.65)","(2.2, 2.66, 2.6342857142857143)","(8.5, 11.5, 10.428571428571429)","(12.0, 22.0, 19.2972972972973)","(31.0, 75.0, 70.9090909090909)","(4.2, 5.1, 4.904347826086957)"
11-01-2023 14:45:08.375444,"(9.0, 15.5, 15.0)","(7.5, 99999, 99990)","(10.0, 13.5, 12.65)","(2.2, 2.66, 2.64)","(8.5, 11.5, 10.666666666666666)","(12.0, 22.0, 19.2972972972973)","(31.0, 75.0, 70.9090909090909)","(4.2, 5.1, 4.875)"
11-01-2023 14:45:09.568648,"(9.0, 15.5, 14.868421052631579)","(7.5, 99999, 99990)","(10.0, 13.5, 12.65)","(2.2, 2.7, 2.6272727272727274)","(8.5, 11.5, 10.875)","(12.0, 22.0, 19.2972972972973)","(31.0, 75.0, 70.9090909090909)","(4.2, 5.1, 4.95)"
11-01-2023 14:45:10.753374,"(9.0, 15.5, 14.868421052631579)","(7.5, 99999, 99990)","(10.0, 13.5, 12.7)","(2.2, 2.66, 2.6336)","(8.5, 11.5, 10.666666666666666)","(12.0, 22.0, 19.2972972972973)","(31.0, 75.0, 70.9090909090909)","(4.2, 5.1, 4.95)"
11-01-2023 14:45:12.004030,"(9.0, 15.5, 14.868421052631579)","(7.5, 99999, 99990)","(10.0, 13.0, 12.576923076923077)","(2.2, 2.66, 2.638181818181818)","(8.5, 11.5, 10.875)","(12.0, 22.0, 19.2972972972973)","(31.0, 75.0, 70.9090909090909)","(4.2, 5.1, 4.985714285714286)"
11-01-2023 14:45:13.203893,"(9.0, 15.5, 14.741379310344827)","(7.5, 99999, 99990)","(10.0, 13.0, 12.416666666666666)","(2.2, 2.66, 2.6420000000000003)","(8.5, 11.5, 10.875)","(12.0, 22.0, 19.2972972972973)","(31.0, 75.0, 70.9090909090909)","(4.2, 5.1, 5.064705882352941)"
11-01-2023 14:45:14.376998,"(9.0, 15.5, 14.088235294117647)","(7.5, 99999, 99990)","(10.0, 12.5, 12.416666666666666)","(2.2, 2.66, 2.638181818181818)","(8.5, 11.5, 10.785714285714286)","(12.0, 22.0, 19.2972972972973)","(31.0, 75.0, 70.9090909090909)","(4.2, 5.1, 5.027272727272727)"
11-01-2023 14:45:15.579697,"(9.0, 15.5, 13.976190476190476)","(7.5, 99999, 99990)","(10.0, 12.5, 12.416666666666666)","(2.2, 2.66, 2.67)","(8.5, 11.5, 10.590909090909092)","(12.0, 22.0, 19.2972972972973)","(31.0, 75.0, 70.9090909090909)","(4.2, 5.1, 5.0058823529411764)"
11-01-2023 14:45:16.764758,"(9.0, 15.5, 14.045454545454545)","(7.5, 99999, 99990)","(10.0, 12.5, 12.416666666666666)","(2.2, 2.68, 2.637777777777778)","(8.5, 11.5, 10.428571428571429)","(12.0, 22.0, 19.2972972972973)","(31.0, 75.0, 70.9090909090909)","(4.2, 5.1, 5.05)"
11-01-2023 14:45:17.942288,"(9.0, 15.5, 14.045454545454545)","(7.5, 99999, 99990)","(10.0, 12.5, 12.416666666666666)","(2.2, 2.7, 2.66)","(8.5, 11.5, 10.973684210526315)","(12.0, 22.0, 19.2972972972973)","(31.0, 75.0, 70.9090909090909)","(4.2, 5.1, 5.0625)"
11-01-2023 14:45:19.039704,"(9.0, 15.5, 14.045454545454545)","(7.5, 99999, 99990)","(10.0, 12.5, 12.416666666666666)","(2.2, 2.66, 2.6545454545454548)","(8.5, 11.5, 10.973684210526315)","(12.0, 22.0, 21.2)","(31.0, 75.0, 70.9090909090909)","(4.2, 5.1, 5.038461538461538)"
11-01-2023 14:45:20.161069,"(9.0, 15.5, 14.115384615384615)","(7.5, 99999, 99990)","(10.0, 12.5, 12.017857142857142)","(2.2, 2.68, 2.672727272727273)","(8.5, 11.5, 10.973684210526315)","(12.0, 21.0, 20.318181818181817)","(31.0, 75.0, 70.9090909090909)","(4.2, 5.1, 5.0625)"
11-01-2023 14:45:21.184632,"(9.0, 15.5, 14.115384615384615)","(7.5, 99999, 99990)","(10.0, 12.5, 11.733333333333333)","(2.2, 2.7, 2.6822222222222223)","(8.5, 11.5, 10.973684210526315)","(12.0, 21.0, 20.318181818181817)","(31.0, 75.0, 71.3265306122449)","(4.2, 5.1, 5.0625)"
11-01-2023 14:45:22.290096,"(9.0, 15.5, 14.115384615384615)","(7.5, 99999, 99990)","(10.0, 12.5, 11.733333333333333)","(2.2, 2.7, 2.6563636363636367)","(8.5, 11.5, 10.973684210526315)","(12.0, 21.0, 19.571428571428573)","(31.0, 75.0, 71.3265306122449)","(4.2, 5.1, 5.038461538461538)"
11-01-2023 14:45:23.365245,"(9.0, 15.5, 14.115384615384615)","(7.5, 99999, 99990)","(10.0, 12.5, 11.733333333333333)","(2.2, 2.7, 2.6563636363636367)","(8.5, 11.5, 10.973684210526315)","(12.0, 21.0, 19.4375)","(31.0, 75.0, 71.3265306122449)","(4.2, 5.1, 5.0285714285714285)"
11-01-2023 14:45:24.508140,"(9.0, 15.5, 14.115384615384615)","(7.5, 99999, 99990)","(10.0, 12.5, 11.705882352941176)","(2.2, 2.7, 2.6733333333333333)","(8.5, 11.5, 10.590909090909092)","(12.0, 21.0, 18.916666666666668)","(31.0, 75.0, 71.3265306122449)","(4.2, 5.1, 5.0285714285714285)"
11-01-2023 14:45:25.711954,"(9.0, 15.5, 14.115384615384615)","(7.5, 99999, 99990)","(10.0, 12.5, 11.705882352941176)","(2.2, 2.7, 2.6714285714285717)","(8.5, 11.5, 10.973684210526315)","(12.0, 21.0, 18.767857142857142)","(31.0, 75.0, 71.3265306122449)","(4.2, 5.1, 5.038461538461538)"
11-01-2023 14:45:26.869594,"(9.0, 15.5, 14.375)","(7.5, 99999, 99990)","(10.0, 12.5, 11.705882352941176)","(2.2, 2.68, 2.6575)","(8.5, 11.5, 11.065217391304348)","(12.0, 21.0, 18.75862068965517)","(31.0, 75.0, 71.3265306122449)","(4.2, 5.1, 5.0625)"
11-01-2023 14:45:28.015726,"(9.0, 15.0, 14.325)","(7.5, 99999, 99990)","(10.0, 12.5, 11.705882352941176)","(2.2, 2.68, 2.6938461538461542)","(8.5, 11.5, 10.973684210526315)","(12.0, 21.0, 18.75862068965517)","(31.0, 75.0, 71.3265306122449)","(4.2, 5.1, 5.05)"
11-01-2023 14:45:29.141016,"(9.0, 15.0, 14.1)","(7.5, 99999, 99990)","(10.0, 12.5, 11.705882352941176)","(2.2, 2.7, 2.68)","(8.5, 11.5, 10.590909090909092)","(12.0, 21.0, 18.75862068965517)","(31.0, 75.0, 71.3265306122449)","(4.2, 5.1, 5.033333333333333)"
11-01-2023 14:45:30.222437,"(9.0, 15.0, 14.1)","(7.5, 99999, 99990)","(10.0, 12.5, 11.705882352941176)","(2.2, 2.7, 2.68)","(8.5, 11.5, 10.590909090909092)","(12.0, 21.0, 18.75862068965517)","(31.0, 75.0, 71.3265306122449)","(4.2, 5.1, 5.05)"
11-01-2023 14:45:31.231287,"(9.0, 15.0, 14.1)","(7.5, 99999, 99990)","(10.0, 12.5, 11.705882352941176)","(2.2, 2.7, 2.68)","(8.5, 11.5, 10.590909090909092)","(13.0, 21.0, 18.75862068965517)","(31.0, 75.0, 71.3265306122449)","(4.2, 5.1, 5.0285714285714285)"
11-01-2023 14:45:32.326897,"(9.0, 15.0, 14.1)","(7.5, 99999, 99990)","(10.0, 12.5, 11.705882352941176)","(2.2, 2.7, 2.7233333333333336)","(8.5, 11.5, 10.91304347826087)","(13.0, 21.0, 18.75862068965517)","(31.0, 75.0, 68.57142857142857)","(4.2, 5.1, 4.942857142857143)"
11-01-2023 14:45:33.508442,"(9.0, 15.0, 14.1)","(7.5, 99999, 99990)","(10.0, 12.5, 11.88888888888889)","(2.2, 2.74, 2.7)","(8.5, 11.5, 10.785714285714286)","(13.0, 21.0, 18.75862068965517)","(31.0, 75.0, 70.71428571428572)","(4.2, 5.0, 4.866666666666666)"
11-01-2023 14:45:34.647874,"(9.0, 15.0, 14.1)","(7.5, 99999, 99990)","(10.0, 12.0, 11.666666666666666)","(2.2, 2.72, 2.708)","(8.5, 11.5, 10.9)","(13.0, 21.0, 18.75862068965517)","(31.0, 75.0, 70.0)","(4.2, 5.0, 4.929411764705883)"
11-01-2023 14:45:35.808787,"(9.0, 15.0, 14.1)","(7.5, 99999, 99990)","(10.0, 12.0, 11.833333333333334)","(2.2, 2.74, 2.7254545454545456)","(8.5, 11.5, 10.55)","(13.0, 21.0, 18.75862068965517)","(31.0, 75.0, 70.0)","(4.2, 5.0, 4.929411764705883)"
11-01-2023 14:45:37.032502,"(9.0, 15.0, 14.1)","(7.5, 99999, 99990)","(10.0, 12.0, 11.833333333333334)","(2.2, 2.74, 2.7300000000000004)","(8.5, 11.0, 10.416666666666666)","(13.0, 21.0, 18.75862068965517)","(31.0, 75.0, 70.0)","(4.2, 5.0, 4.929411764705883)"
11-01-2023 14:45:38.197268,"(9.0, 15.0, 14.033333333333333)","(7.5, 99999, 99990)","(10.0, 12.0, 11.833333333333334)","(2.2, 2.74, 2.7342857142857144)","(8.5, 11.0, 10.125)","(13.0, 21.0, 18.695652173913043)","(31.0, 75.0, 70.71428571428572)","(4.2, 5.0, 4.9)"
11-01-2023 14:45:39.461494,"(9.0, 15.0, 14.037037037037036)","(7.5, 99999, 99990)","(10.0, 12.0, 11.833333333333334)","(2.2, 2.74, 2.70962962962963)","(8.5, 11.0, 10.3)","(13.0, 20.0, 18.655172413793103)","(31.0, 75.0, 70.71428571428572)","(4.2, 5.0, 4.9)"
11-01-2023 14:45:40.672345,"(9.0, 15.0, 14.037037037037036)","(7.5, 99999, 99990)","(10.0, 12.0, 11.833333333333334)","(2.2, 2.76, 2.725)","(8.5, 11.0, 10.133333333333335)","(13.0, 20.0, 18.73076923076923)","(31.0, 75.0, 70.71428571428572)","(4.2, 5.0, 4.866666666666666)"
11-01-2023 14:45:41.991852,"(9.0, 14.5, 13.82258064516129)","(7.5, 99999, 99990)","(10.0, 12.0, 11.833333333333334)","(2.2, 2.76, 2.7377777777777776)","(8.5, 11.0, 10.3)","(13.0, 19.5, 18.73076923076923)","(31.0, 75.0, 70.71428571428572)","(4.2, 5.0, 4.866666666666666)"
11-01-2023 14:45:43.312451,"(9.0, 14.5, 13.82258064516129)","(7.5, 99999, 99990)","(10.0, 12.0, 11.68421052631579)","(2.2, 2.76, 2.737142857142857)","(8.5, 11.0, 10.3)","(13.0, 19.5, 18.833333333333332)","(31.0, 75.0, 70.71428571428572)","(4.2, 5.0, 4.938461538461539)"
11-01-2023 14:45:44.656029,"(9.0, 14.5, 13.882352941176471)","(7.5, 99999, 99990)","(10.0, 12.0, 11.620689655172415)","(2.2, 2.76, 2.739310344827586)","(8.5, 11.0, 10.125)","(13.0, 19.5, 17.928571428571427)","(31.0, 75.0, 72.8048780487805)","(4.2, 5.0, 4.926315789473684)"
11-01-2023 14:45:45.866553,"(9.0, 14.5, 13.882352941176471)","(7.5, 99999, 99990)","(10.0, 12.0, 11.620689655172415)","(2.2, 2.76, 2.739310344827586)","(8.5, 11.0, 10.125)","(13.0, 18.5, 17.928571428571427)","(31.0, 75.0, 72.8048780487805)","(4.2, 5.0, 4.926315789473684)"
11-01-2023 14:45:47.085001,"(9.0, 15.0, 14.0625)","(7.5, 99999, 99990)","(10.0, 13.0, 12.555555555555555)","(2.2, 2.68, 2.6459850374064837)","(8.5, 11.0, 10.166666666666666)","(13.0, 18.5, 18.055555555555557)","(31.0, 75.0, 71.70731707317073)","(4.2, 5.0, 4.947619047619048)"
11-01-2023 14:45:48.342864,"(9.0, 15.0, 14.068965517241379)","(7.5, 99999, 99990)","(10.0, 13.0, 12.807692307692308)","(2.2, 2.66, 2.7725)","(8.5, 11.0, 10.3)","(13.0, 18.5, 17.9)","(31.0, 75.0, 71.70731707317073)","(4.2, 5.0, 4.866666666666666)"
11-01-2023 14:45:49.632469,"(9.0, 15.0, 13.928571428571429)","(7.5, 99999, 99990)","(10.0, 13.0, 12.807692307692308)","(2.2, 2.78, 2.768)","(8.5, 11.0, 10.166666666666666)","(13.0, 18.5, 17.9)","(31.0, 75.0, 71.70731707317073)","(4.2, 5.0, 4.885714285714285)"
11-01-2023 14:45:50.907305,"(9.0, 15.0, 13.986486486486486)","(7.5, 99999, 99990)","(10.0, 13.0, 12.722222222222221)","(2.2, 2.78, 2.7282758620689656)","(8.5, 11.0, 10.176923076923078)","(13.0, 18.5, 17.56896551724138)","(31.0, 75.0, 71.70731707317073)","(4.2, 5.0, 4.929411764705883)"
11-01-2023 14:45:52.211215,"(9.0, 15.0, 13.939024390243903)","(7.5, 99999, 99990)","(10.0, 13.0, 12.722222222222221)","(2.2, 2.74, 2.7981818181818183)","(8.5, 10.5, 9.96)","(13.0, 18.5, 17.423076923076923)","(31.0, 75.0, 71.70731707317073)","(4.2, 5.0, 4.929411764705883)"
11-01-2023 14:45:53.553627,"(9.0, 15.0, 13.939024390243903)","(7.5, 99999, 99990)","(10.0, 13.0, 12.676470588235293)","(2.2, 2.82, 2.7844444444444445)","(8.5, 10.0, 9.766666666666667)","(13.0, 18.5, 18.75)","(31.0, 75.0, 71.70731707317073)","(4.2, 5.0, 4.952941176470588)"
11-01-2023 14:45:54.917294,"(9.0, 14.5, 14.25)","(7.5, 99999, 99990)","(10.0, 13.0, 12.722222222222221)","(2.2, 2.84, 2.7905882352941176)","(8.5, 9.8, 9.37142857142857)","(13.0, 19.5, 21.0)","(31.0, 75.0, 71.70731707317073)","(4.2, 5.0, 4.947368421052632)"
11-01-2023 14:45:56.236842,"(9.0, 14.0, 13.7)","(7.5, 99999, 99990)","(10.0, 13.0, 12.722222222222221)","(2.2, 2.84, 2.7552380952380955)","(8.5, 9.6, 9.226666666666667)","(13.0, 22.0, 19.5)","(31.0, 75.0, 71.70731707317073)","(4.2, 5.0, 4.955555555555556)"
11-01-2023 14:45:57.529038,"(9.0, 14.0, 13.785714285714286)","(7.5, 99999, 99990)","(10.0, 13.0, 12.666666666666666)","(2.2, 2.78, 2.7431578947368425)","(8.5, 9.6, 9.333333333333334)","(13.0, 22.0, 19.6)","(31.0, 75.0, 71.70731707317073)","(4.2, 5.0, 4.9)"
11-01-2023 14:45:58.901027,"(9.0, 14.5, 14.071428571428571)","(7.5, 99999, 99990)","(10.0, 13.0, 12.666666666666666)","(2.2, 2.76, 2.7458333333333336)","(8.5, 9.4, 9.23076923076923)","(13.0, 22.0, 21.0)","(31.0, 75.0, 71.70731707317073)","(4.2, 5.0, 4.966666666666667)"
11-01-2023 14:46:00.193676,"(9.0, 14.5, 14.071428571428571)","(7.5, 99999, 99990)","(10.0, 13.0, 12.75)","(2.2, 2.76, 2.7445454545454546)","(8.5, 9.6, 9.333333333333332)","(13.0, 22.0, 21.076923076923077)","(31.0, 75.0, 72.06521739130434)","(4.2, 5.1, 4.9772727272727275)"
11-01-2023 14:46:01.388017,"(9.0, 14.5, 14.090909090909092)","(7.5, 99999, 99990)","(10.0, 13.0, 12.75)","(2.2, 2.76, 2.7456)","(8.5, 9.6, 9.25)","(13.0, 22.0, 21.0)","(31.0, 75.0, 71.625)","(4.2, 5.0, 4.970588235294118)"
11-01-2023 14:46:02.637549,"(8.5, 14.5, 14.090909090909092)","(7.5, 99999, 99990)","(10.0, 13.0, 12.666666666666666)","(2.25, 2.76, 2.754)","(8.0, 9.6, 9.25)","(13.0, 22.0, 21.294117647058822)","(31.0, 75.0, 71.625)","(4.2, 5.0, 4.991666666666667)"
11-01-2023 14:46:03.907246,"(8.5, 14.5, 14.090909090909092)","(7.5, 99999, 99990)","(10.0, 13.0, 12.75)","(2.25, 2.78, 2.7444444444444445)","(8.0, 9.6, 9.333333333333332)","(13.0, 22.0, 20.0)","(31.0, 75.0, 71.625)","(4.2, 5.0, 4.986666666666666)"
11-01-2023 14:46:05.085566,"(8.5, 14.5, 14.090909090909092)","(7.5, 99999, 99990)","(10.0, 13.0, 12.75)","(2.25, 2.76, 2.7444444444444445)","(8.0, 9.6, 9.25)","(13.0, 22.0, 20.0)","(31.0, 75.0, 71.625)","(4.2, 5.0, 4.978571428571429)"
11-01-2023 14:46:06.212963,"(8.5, 14.5, 14.090909090909092)","(7.5, 99999, 99990)","(10.0, 13.0, 12.727272727272727)","(2.25, 2.76, 2.710909090909091)","(8.0, 9.6, 9.270588235294117)","(13.0, 22.0, 21.473684210526315)","(31.0, 75.0, 71.625)","(4.2, 5.0, 4.976923076923077)"
11-01-2023 14:46:07.457751,"(8.5, 14.5, 14.1)","(7.5, 99999, 99990)","(10.0, 13.0, 12.782608695652174)","(2.25, 2.74, 2.72)","(8.0, 9.6, 9.345454545454546)","(13.0, 22.0, 21.5)","(31.0, 75.0, 71.625)","(4.2, 5.0, 4.9625)"
11-01-2023 14:46:08.699748,"(8.5, 14.5, 14.285714285714286)","(7.5, 99999, 99990)","(10.0, 13.0, 12.782608695652174)","(2.25, 2.74, 2.704)","(8.0, 9.6, 9.345454545454546)","(13.0, 22.0, 21.5)","(31.0, 75.0, 71.625)","(4.2, 5.0, 4.9772727272727275)"
11-01-2023 14:46:09.949831,"(8.5, 14.5, 14.4)","(7.5, 99999, 99990)","(10.0, 13.0, 12.782608695652174)","(2.25, 2.72, 2.781052631578947)","(8.0, 9.6, 9.3375)","(13.0, 22.0, 21.8)","(31.0, 75.0, 72.56756756756756)","(4.2, 5.0, 4.814285714285715)"
11-01-2023 14:46:11.173921,"(8.5, 15.0, 14.333333333333334)","(7.5, 99999, 99990)","(10.0, 13.0, 12.782608695652174)","(2.25, 2.8, 2.8303296703296703)","(8.0, 9.6, 9.3375)","(13.0, 23.0, 21.565217391304348)","(31.0, 75.0, 72.56756756756756)","(4.2, 4.9, 4.7894736842105265)"
11-01-2023 14:46:12.509885,"(8.5, 15.0, 14.368421052631579)","(7.5, 99999, 99990)","(10.0, 13.0, 12.782608695652174)","(2.25, 2.84, 2.795384615384615)","(8.0, 9.6, 9.308571428571428)","(13.0, 23.0, 21.166666666666668)","(31.0, 75.0, 72.56756756756756)","(4.2, 4.9, 4.7894736842105265)"
11-01-2023 14:46:13.809149,"(8.5, 15.0, 14.368421052631579)","(7.5, 99999, 99990)","(10.0, 13.0, 12.782608695652174)","(2.25, 2.82, 2.8)","(8.0, 9.6, 9.308571428571428)","(13.0, 23.0, 21.166666666666668)","(31.0, 75.0, 71.625)","(4.2, 4.9, 4.7894736842105265)"
11-01-2023 14:46:14.994882,"(8.5, 15.0, 14.368421052631579)","(7.5, 99999, 99990)","(10.0, 13.0, 12.782608695652174)","(2.25, 2.82, 2.784705882352941)","(8.0, 9.6, 9.308571428571428)","(13.0, 23.0, 21.166666666666668)","(31.0, 75.0, 71.625)","(4.2, 4.9, 4.7894736842105265)"
11-01-2023 14:46:16.228364,"(8.5, 15.0, 14.368421052631579)","(7.5, 99999, 99990)","(10.0, 13.0, 12.782608695652174)","(2.25, 2.82, 2.796470588235294)","(8.0, 9.6, 9.308571428571428)","(13.0, 23.0, 20.46153846153846)","(31.0, 75.0, 71.625)","(4.2, 4.9, 4.7894736842105265)"
11-01-2023 14:46:17.432247,"(8.5, 15.0, 14.368421052631579)","(7.5, 99999, 99990)","(10.0, 13.0, 12.80952380952381)","(2.25, 2.82, 2.7849999999999997)","(8.0, 9.6, 9.308571428571428)","(13.0, 23.0, 20.46153846153846)","(31.0, 75.0, 71.625)","(4.2, 4.9, 4.845833333333333)"
11-01-2023 14:46:18.669241,"(8.5, 15.0, 14.368421052631579)","(7.5, 99999, 99990)","(10.0, 13.0, 12.782608695652174)","(2.25, 2.8, 2.7818181818181817)","(8.0, 9.6, 9.7)","(13.0, 23.0, 21.75)","(31.0, 75.0, 71.625)","(4.2, 4.9, 4.892307692307693)"
11-01-2023 14:46:19.897363,"(8.5, 15.0, 14.368421052631579)","(7.5, 99999, 99990)","(10.0, 13.0, 13.038461538461538)","(2.25, 2.82, 2.793978494623656)","(8.0, 9.8, 10.1)","(13.0, 22.0, 21.333333333333332)","(31.0, 75.0, 70.56818181818181)","(4.2, 4.9, 4.895238095238096)"
11-01-2023 14:46:21.174112,"(8.5, 14.0, 13.84375)","(7.5, 99999, 99990)","(10.0, 13.5, 13.06)","(2.25, 2.8, 2.7936170212765954)","(8.0, 10.5, 10.205263157894738)","(13.0, 22.0, 21.333333333333332)","(31.0, 75.0, 71.625)","(4.2, 4.9, 4.8730769230769235)"
11-01-2023 14:46:22.406422,"(8.5, 14.0, 13.86111111111111)","(7.5, 99999, 99990)","(10.0, 13.5, 13.06)","(2.25, 2.8, 2.7584615384615385)","(8.0, 10.5, 10.15)","(13.0, 22.0, 20.46153846153846)","(31.0, 75.0, 71.625)","(4.2, 4.9, 4.730434782608695)"
11-01-2023 14:46:23.582674,"(8.5, 14.5, 14.083333333333334)","(7.5, 99999, 99990)","(10.0, 13.5, 12.833333333333334)","(2.25, 2.78, 2.754285714285714)","(8.0, 10.5, 10.200000000000001)","(13.0, 23.0, 21.166666666666668)","(31.0, 75.0, 71.625)","(4.2, 4.8, 4.691428571428571)"
11-01-2023 14:46:24.818517,"(8.5, 14.0, 13.74074074074074)","(7.5, 99999, 99990)","(10.0, 13.5, 14.1)","(2.25, 2.76, 2.7945454545454544)","(8.0, 10.5, 10.213636363636365)","(13.0, 23.0, 20.46153846153846)","(31.0, 75.0, 72.0)","(4.2, 4.8, 4.708695652173913)"
11-01-2023 14:46:26.008990,"(8.5, 14.0, 13.65625)","(7.5, 99999, 99990)","(10.0, 15.0, 14.478260869565217)","(2.25, 2.8, 2.7326315789473683)","(8.0, 10.5, 10.213636363636365)","(13.0, 23.0, 20.46153846153846)","(31.0, 75.0, 71.0204081632653)","(4.2, 4.8, 4.714285714285714)"
11-01-2023 14:46:27.073759,"(8.5, 14.0, 13.617647058823529)","(7.5, 99999, 99990)","(10.0, 15.0, 14.478260869565217)","(2.25, 2.76, 2.7326315789473683)","(8.0, 10.5, 10.213636363636365)","(13.0, 23.0, 21.75)","(31.0, 75.0, 71.0204081632653)","(4.2, 4.8, 4.714285714285714)"
11-01-2023 14:46:28.133293,"(8.5, 14.0, 13.566666666666666)","(7.5, 99999, 99990)","(10.0, 15.0, 14.9)","(2.25, 2.76, 2.752307692307692)","(8.0, 10.5, 9.975000000000001)","(13.0, 22.0, 21.75)","(31.0, 75.0, 74.26829268292683)","(4.2, 4.8, 4.737037037037037)"
11-01-2023 14:46:29.275901,"(8.5, 14.0, 13.133333333333333)","(7.5, 99999, 99990)","(10.0, 14.0, 14.18421052631579)","(2.25, 2.78, 2.736666666666667)","(8.0, 10.5, 9.975000000000001)","(13.0, 22.0, 20.4)","(31.0, 75.0, 74.26829268292683)","(4.2, 4.8, 4.743478260869566)"
11-01-2023 14:46:30.420847,"(8.5, 14.0, 13.35)","(7.5, 99999, 99990)","(10.0, 14.5, 14.173913043478262)","(2.25, 2.74, 2.7421052631578946)","(8.0, 10.5, 10.129411764705882)","(13.0, 23.0, 21.076923076923077)","(31.0, 75.0, 74.26829268292683)","(4.2, 4.8, 4.75)"
11-01-2023 14:46:31.643914,"(8.5, 14.0, 13.458333333333334)","(7.5, 99999, 99990)","(10.0, 14.5, 13.882352941176471)","(2.25, 2.78, 2.725)","(8.0, 10.5, 10.086363636363636)","(13.0, 22.0, 20.823529411764707)","(31.0, 75.0, 74.28571428571429)","(4.2, 4.8, 4.75)"
11-01-2023 14:46:32.864828,"(8.5, 14.0, 13.458333333333334)","(7.5, 99999, 99990)","(10.0, 14.0, 14.227272727272727)","(2.25, 2.74, 2.74)","(8.0, 10.5, 9.947368421052632)","(13.0, 22.0, 20.5)","(31.0, 75.0, 74.28571428571429)","(4.2, 4.8, 4.75)"
11-01-2023 14:46:34.062706,"(8.5, 14.0, 13.458333333333334)","(7.5, 99999, 99990)","(10.0, 15.0, 14.227272727272727)","(2.25, 2.76, 2.724615384615385)","(8.0, 10.5, 9.46086956521739)","(13.0, 22.0, 21.25)","(31.0, 75.0, 74.28571428571429)","(4.2, 4.8, 4.831578947368421)"
11-01-2023 14:46:35.350592,"(8.5, 14.0, 13.576923076923077)","(7.5, 99999, 99990)","(10.0, 15.0, 14.14)","(2.25, 2.78, 2.757272727272727)","(8.0, 9.6, 9.85)","(13.0, 22.0, 21.25)","(31.0, 75.0, 74.28571428571429)","(4.2, 4.9, 4.823076923076923)"
11-01-2023 14:46:36.648338,"(8.5, 14.0, 13.458333333333334)","(7.5, 99999, 99990)","(10.0, 14.5, 14.033333333333333)","(2.25, 2.76, 2.7469565217391305)","(8.0, 10.0, 9.71111111111111)","(13.0, 22.0, 21.57894736842105)","(31.0, 75.0, 74.28571428571429)","(4.2, 4.9, 4.823076923076923)"
11-01-2023 14:46:37.912825,"(8.5, 14.0, 13.458333333333334)","(7.5, 99999, 99990)","(10.0, 14.5, 14.115384615384615)","(2.25, 2.76, 2.7314285714285713)","(8.0, 10.0, 9.773913043478261)","(13.0, 23.0, 21.57894736842105)","(31.0, 75.0, 74.28571428571429)","(4.2, 4.9, 4.826315789473684)"
11-01-2023 14:46:39.160701,"(8.5, 14.0, 13.458333333333334)","(7.5, 99999, 99990)","(10.0, 14.5, 14.14)","(2.25, 2.76, 2.7244444444444444)","(8.0, 10.0, 9.753846153846153)","(13.0, 23.0, 21.81818181818182)","(31.0, 75.0, 74.28571428571429)","(4.2, 4.9, 4.820833333333333)"
11-01-2023 14:46:40.412864,"(8.5, 14.0, 13.458333333333334)","(7.5, 99999, 99990)","(10.0, 14.5, 14.033333333333333)","(2.25, 2.76, 2.75)","(8.0, 10.0, 9.695238095238095)","(13.0, 22.0, 21.304347826086957)","(31.0, 75.0, 74.28571428571429)","(4.2, 4.9, 4.820833333333333)"
11-01-2023 14:46:41.633525,"(8.5, 14.0, 13.458333333333334)","(7.5, 99999, 99990)","(10.0, 14.5, 14.115384615384615)","(2.25, 2.76, 2.75)","(8.0, 10.0, 9.695238095238095)","(13.0, 23.0, 21.607142857142858)","(31.0, 75.0, 74.28571428571429)","(4.2, 4.9, 4.822448979591837)"
11-01-2023 14:46:42.760813,"(8.5, 14.0, 13.458333333333334)","(7.5, 99999, 99990)","(10.0, 14.5, 14.115384615384615)","(2.25, 2.76, 2.75)","(8.0, 10.0, 9.753846153846153)","(13.0, 23.0, 21.607142857142858)","(31.0, 75.0, 74.28571428571429)","(4.2, 4.9, 4.834482758620689)"
