,Hooked On Henry,Rosdue Tyson,Fine And Fabio,Rebel Prince,Specified,Tuta Yankee,Alvey,Kelso Queen
09-01-2023 12:53:11.897092,"(2.35, 2.6, 2.566086956521739)","(3.8, 6.0, 5.958823529411765)","(31.0, 48.0, 34.285714285714285)","(13.0, 18.0, 16.308823529411764)","(4.2, 6.4, 6.260000000000001)","(31.0, 70.0, 61.0)","(11.0, 13.0, 12.821428571428571)","(8.5, 11.5, 11.205882352941176)"
09-01-2023 12:53:13.048742,"(2.35, 2.6, 2.566086956521739)","(3.8, 6.0, 5.958823529411765)","(31.0, 48.0, 34.285714285714285)","(13.0, 18.0, 16.308823529411764)","(4.2, 6.4, 6.045161290322581)","(31.0, 70.0, 61.0)","(11.0, 13.0, 12.821428571428571)","(8.5, 11.5, 11.236842105263158)"
09-01-2023 12:53:14.197334,"(2.35, 2.6, 2.566086956521739)","(3.8, 6.0, 5.958823529411765)","(31.0, 48.0, 34.285714285714285)","(13.0, 18.0, 16.308823529411764)","(4.2, 6.4, 6.125)","(31.0, 70.0, 58.75)","(11.0, 13.0, 12.761904761904763)","(8.5, 11.5, 11.264705882352942)"
09-01-2023 12:53:15.305610,"(2.35, 2.6, 2.5724324324324326)","(3.8, 6.4, 6.25)","(31.0, 48.0, 34.285714285714285)","(13.0, 18.0, 16.125)","(4.2, 6.2, 6.125)","(31.0, 70.0, 60.0)","(11.0, 13.0, 12.814814814814815)","(8.5, 11.5, 11.225)"
09-01-2023 12:53:16.433080,"(2.35, 2.6, 2.5724324324324326)","(3.8, 6.0, 5.909090909090909)","(31.0, 48.0, 33.333333333333336)","(13.0, 18.0, 16.125)","(4.2, 6.2, 6.147058823529412)","(31.0, 65.0, 67.5)","(11.0, 13.0, 12.814814814814815)","(8.5, 11.5, 11.225)"
09-01-2023 12:53:17.605703,"(2.35, 2.6, 2.5724324324324326)","(3.8, 6.0, 5.9375)","(31.0, 48.0, 33.333333333333336)","(13.0, 18.0, 16.125)","(4.2, 6.2, 6.170967741935484)","(31.0, 80.0, 65.0)","(11.0, 13.0, 12.864864864864865)","(8.5, 11.5, 11.225)"
09-01-2023 12:53:18.710650,"(2.35, 2.6, 2.5724324324324326)","(3.8, 6.0, 5.916666666666667)","(31.0, 48.0, 35.2)","(13.0, 18.0, 16.125)","(4.2, 6.2, 6.174285714285714)","(31.0, 80.0, 61.81818181818182)","(11.0, 13.0, 12.772727272727273)","(8.5, 11.5, 10.790322580645162)"
09-01-2023 12:53:19.867882,"(2.35, 2.6, 2.5724324324324326)","(3.8, 6.2, 5.95)","(31.0, 40.0, 34.666666666666664)","(13.0, 18.0, 15.9375)","(4.2, 6.2, 6.171875)","(31.0, 80.0, 61.81818181818182)","(11.0, 13.0, 12.772727272727273)","(8.5, 11.5, 10.708333333333334)"
09-01-2023 12:53:21.029894,"(2.35, 2.6, 2.5763636363636366)","(3.8, 6.2, 6.0)","(31.0, 40.0, 33.142857142857146)","(13.0, 18.0, 15.9375)","(4.2, 6.2, 6.171875)","(31.0, 80.0, 61.81818181818182)","(11.0, 13.0, 12.772727272727273)","(8.5, 11.0, 10.75)"
09-01-2023 12:53:22.190530,"(2.35, 2.6, 2.5763636363636366)","(3.8, 6.2, 6.0)","(31.0, 40.0, 32.72727272727273)","(13.0, 18.0, 16.08139534883721)","(4.2, 6.2, 6.171875)","(31.0, 80.0, 61.81818181818182)","(11.0, 13.0, 12.772727272727273)","(8.5, 11.0, 10.75)"
09-01-2023 12:53:23.407932,"(2.35, 2.6, 2.5763636363636366)","(3.8, 6.2, 6.0)","(31.0, 40.0, 32.72727272727273)","(13.0, 18.0, 16.08139534883721)","(4.2, 6.2, 6.171875)","(31.0, 80.0, 61.81818181818182)","(11.0, 13.0, 12.772727272727273)","(8.5, 11.0, 10.75)"
09-01-2023 12:53:24.558589,"(2.35, 2.6, 2.5828571428571427)","(3.8, 6.2, 6.0)","(31.0, 40.0, 32.470588235294116)","(13.0, 18.0, 16.08139534883721)","(4.2, 6.2, 6.171875)","(31.0, 80.0, 61.81818181818182)","(11.0, 13.0, 12.772727272727273)","(8.5, 11.0, 10.76923076923077)"
09-01-2023 12:53:25.709522,"(2.35, 2.62, 2.606666666666667)","(3.8, 6.2, 6.0)","(31.0, 40.0, 32.470588235294116)","(13.0, 18.0, 15.9375)","(4.2, 6.2, 6.171875)","(31.0, 80.0, 61.81818181818182)","(11.0, 13.0, 12.772727272727273)","(8.5, 11.0, 10.694444444444445)"
09-01-2023 12:53:26.905238,"(2.35, 2.62, 2.59)","(3.8, 6.2, 5.923076923076923)","(31.0, 40.0, 32.470588235294116)","(13.0, 18.0, 15.9375)","(4.2, 6.2, 6.064)","(31.0, 80.0, 61.81818181818182)","(11.0, 13.0, 12.772727272727273)","(8.5, 11.0, 10.666666666666666)"
09-01-2023 12:53:28.089425,"(2.35, 2.62, 2.5432)","(3.8, 6.2, 5.923076923076923)","(31.0, 40.0, 34.074074074074076)","(13.0, 18.0, 15.9375)","(4.2, 6.4, 6.094545454545455)","(31.0, 80.0, 61.81818181818182)","(11.0, 13.0, 12.814814814814815)","(8.5, 11.0, 10.666666666666666)"
09-01-2023 12:53:29.370056,"(2.35, 2.62, 2.5432)","(3.8, 6.2, 5.923076923076923)","(31.0, 40.0, 34.074074074074076)","(13.0, 18.0, 15.9375)","(4.2, 6.4, 6.175609756097561)","(31.0, 80.0, 68.57142857142857)","(11.0, 13.0, 12.814814814814815)","(8.5, 11.0, 10.666666666666666)"
09-01-2023 12:53:30.570051,"(2.35, 2.6, 2.5391304347826087)","(3.8, 6.2, 5.923076923076923)","(31.0, 40.0, 34.074074074074076)","(13.0, 18.0, 15.9375)","(4.2, 6.4, 6.103225806451613)","(31.0, 80.0, 68.57142857142857)","(11.0, 13.0, 12.814814814814815)","(8.5, 11.0, 10.666666666666666)"
09-01-2023 12:53:31.739286,"(2.35, 2.6, 2.5391304347826087)","(4.0, 6.2, 5.923076923076923)","(31.0, 40.0, 34.074074074074076)","(13.0, 18.0, 15.9375)","(4.2, 6.4, 5.8078125)","(41.0, 80.0, 69.23076923076923)","(11.0, 13.0, 12.814814814814815)","(8.5, 11.0, 10.666666666666666)"
09-01-2023 12:53:32.943687,"(2.35, 2.6, 2.5391304347826087)","(4.0, 6.2, 5.945454545454545)","(31.0, 40.0, 34.78260869565217)","(13.0, 18.0, 16.307692307692307)","(4.2, 5.9, 5.7153846153846155)","(41.0, 80.0, 69.23076923076923)","(11.0, 13.0, 12.814814814814815)","(8.5, 11.0, 10.666666666666666)"
09-01-2023 12:53:34.080828,"(2.35, 2.6, 2.56)","(4.0, 6.2, 5.984615384615385)","(31.0, 40.0, 34.78260869565217)","(13.0, 18.0, 16.428571428571427)","(4.2, 5.9, 5.675)","(41.0, 80.0, 69.23076923076923)","(11.0, 13.0, 12.761904761904763)","(8.5, 11.0, 10.666666666666666)"
09-01-2023 12:53:35.275684,"(2.35, 2.6, 2.5733333333333333)","(4.0, 6.2, 6.08235294117647)","(31.0, 40.0, 34.78260869565217)","(13.0, 18.0, 16.428571428571427)","(4.2, 5.9, 5.675)","(41.0, 80.0, 69.23076923076923)","(11.0, 13.0, 12.761904761904763)","(8.5, 11.0, 10.666666666666666)"
09-01-2023 12:53:36.394670,"(2.35, 2.6, 2.5733333333333333)","(4.0, 6.2, 6.08235294117647)","(31.0, 40.0, 34.78260869565217)","(13.0, 18.0, 16.428571428571427)","(4.2, 5.9, 5.675)","(41.0, 80.0, 69.23076923076923)","(11.0, 13.0, 12.761904761904763)","(8.5, 11.0, 10.666666666666666)"
09-01-2023 12:53:37.534222,"(2.35, 2.6, 2.5733333333333333)","(4.0, 6.2, 6.08235294117647)","(31.0, 40.0, 34.94736842105263)","(13.0, 18.0, 16.428571428571427)","(4.2, 5.9, 5.675)","(41.0, 80.0, 69.23076923076923)","(11.0, 13.0, 12.761904761904763)","(8.5, 11.0, 10.666666666666666)"
09-01-2023 12:53:38.680866,"(2.35, 2.6, 2.5733333333333333)","(4.0, 6.2, 6.08235294117647)","(31.0, 40.0, 34.94736842105263)","(13.0, 18.0, 16.428571428571427)","(4.2, 5.9, 5.675)","(41.0, 80.0, 69.23076923076923)","(11.0, 13.0, 12.6875)","(8.5, 11.0, 10.666666666666666)"
09-01-2023 12:53:39.784178,"(2.35, 2.6, 2.5733333333333333)","(4.0, 6.2, 6.08235294117647)","(31.0, 40.0, 34.94736842105263)","(13.0, 18.0, 16.428571428571427)","(4.2, 5.9, 5.675)","(41.0, 80.0, 69.23076923076923)","(11.0, 13.0, 12.6875)","(8.5, 11.0, 10.666666666666666)"
09-01-2023 12:53:40.922631,"(2.35, 2.6, 2.5733333333333333)","(4.0, 6.2, 6.08235294117647)","(31.0, 40.0, 34.94736842105263)","(13.0, 18.0, 16.473684210526315)","(4.2, 5.9, 5.675)","(41.0, 80.0, 69.23076923076923)","(11.0, 13.0, 12.6875)","(8.5, 11.0, 10.666666666666666)"
09-01-2023 12:53:42.260471,"(2.35, 2.6, 2.5733333333333333)","(4.0, 6.2, 5.866666666666666)","(31.0, 40.0, 34.57142857142857)","(13.0, 18.0, 16.75)","(4.2, 5.9, 5.742857142857143)","(41.0, 80.0, 69.23076923076923)","(11.0, 13.0, 12.6875)","(8.5, 11.0, 10.736842105263158)"
09-01-2023 12:53:43.533702,"(2.35, 2.62, 2.564)","(4.0, 6.2, 6.016666666666667)","(31.0, 40.0, 34.666666666666664)","(13.0, 17.0, 15.346153846153847)","(4.2, 5.8, 5.742857142857143)","(41.0, 80.0, 69.23076923076923)","(11.0, 13.0, 12.884615384615385)","(8.5, 11.0, 10.736842105263158)"
09-01-2023 12:53:44.766552,"(2.35, 2.6, 2.586153846153846)","(4.0, 6.4, 6.251851851851852)","(31.0, 40.0, 34.666666666666664)","(13.0, 16.5, 15.346153846153847)","(4.2, 5.8, 5.742857142857143)","(41.0, 80.0, 69.23076923076923)","(11.0, 13.5, 12.884615384615385)","(8.5, 11.0, 10.736842105263158)"
09-01-2023 12:53:46.016503,"(2.35, 2.6, 2.5453333333333332)","(4.0, 6.4, 6.266666666666667)","(31.0, 40.0, 34.666666666666664)","(13.0, 16.5, 15.136363636363637)","(4.2, 5.8, 6.048)","(41.0, 80.0, 69.23076923076923)","(11.0, 13.5, 12.61111111111111)","(8.5, 11.0, 10.25)"
09-01-2023 12:53:47.186562,"(2.35, 2.56, 2.5453333333333332)","(4.0, 6.4, 6.266666666666667)","(31.0, 40.0, 34.25)","(13.0, 16.5, 13.596774193548388)","(4.2, 6.2, 6.120754716981132)","(41.0, 80.0, 66.66666666666667)","(11.0, 13.5, 12.61111111111111)","(8.5, 11.0, 10.375)"
09-01-2023 12:53:48.363014,"(2.35, 2.5, 2.4846153846153847)","(4.0, 6.4, 6.327272727272727)","(31.0, 40.0, 34.25)","(13.0, 16.5, 14.295454545454545)","(4.2, 6.4, 6.177777777777778)","(41.0, 70.0, 73.33333333333333)","(11.0, 13.5, 12.61111111111111)","(8.5, 11.0, 10.4)"
09-01-2023 12:53:49.504680,"(2.35, 2.52, 2.493333333333333)","(4.0, 6.4, 6.323809523809524)","(31.0, 40.0, 34.25)","(13.0, 16.0, 14.676470588235293)","(4.2, 6.4, 6.211111111111111)","(41.0, 80.0, 70.0)","(11.0, 13.5, 12.61111111111111)","(8.5, 11.0, 10.4)"
09-01-2023 12:53:50.697755,"(2.35, 2.52, 2.493333333333333)","(4.0, 6.4, 6.323809523809524)","(31.0, 40.0, 34.25)","(13.0, 15.5, 14.961538461538462)","(4.2, 6.4, 6.24186046511628)","(41.0, 85.0, 75.0)","(11.0, 13.5, 12.61111111111111)","(8.5, 11.0, 10.4)"
09-01-2023 12:53:51.822061,"(2.35, 2.52, 2.493333333333333)","(4.0, 6.4, 6.323809523809524)","(31.0, 40.0, 34.3)","(13.0, 15.5, 14.555555555555555)","(4.2, 6.4, 6.274074074074075)","(41.0, 80.0, 75.0)","(11.0, 13.5, 12.61111111111111)","(8.5, 11.0, 10.4)"
09-01-2023 12:53:52.962306,"(2.35, 2.52, 2.493333333333333)","(4.0, 6.4, 6.323809523809524)","(31.0, 40.0, 34.3)","(13.0, 15.5, 14.596153846153847)","(4.2, 6.4, 6.274074074074075)","(41.0, 80.0, 72.0)","(11.0, 13.5, 12.409090909090908)","(8.5, 11.0, 10.4)"
09-01-2023 12:53:54.114811,"(2.35, 2.52, 2.493333333333333)","(4.0, 6.4, 6.323809523809524)","(31.0, 40.0, 34.3)","(13.0, 15.0, 14.596153846153847)","(4.2, 6.4, 6.2827586206896555)","(41.0, 80.0, 75.0)","(11.0, 13.5, 12.409090909090908)","(8.5, 11.0, 10.4)"
09-01-2023 12:53:55.284809,"(2.35, 2.54, 2.51)","(4.0, 6.4, 6.323809523809524)","(31.0, 40.0, 32.083333333333336)","(13.0, 15.0, 14.555555555555555)","(4.2, 6.4, 6.2827586206896555)","(41.0, 80.0, 75.0)","(11.0, 13.5, 12.409090909090908)","(8.5, 11.0, 10.4)"
09-01-2023 12:53:56.527604,"(2.35, 2.58, 2.5323809523809526)","(4.0, 6.4, 6.323809523809524)","(21.0, 40.0, 32.4)","(13.0, 15.0, 14.555555555555555)","(4.4, 6.4, 6.310526315789474)","(41.0, 80.0, 72.0)","(11.0, 13.5, 12.409090909090908)","(8.5, 11.0, 10.4)"
09-01-2023 12:53:57.716076,"(2.35, 2.58, 2.5646153846153847)","(4.0, 6.4, 6.323809523809524)","(21.0, 40.0, 32.4)","(13.0, 15.0, 14.106382978723405)","(4.4, 6.4, 6.310526315789474)","(41.0, 80.0, 68.57142857142857)","(11.0, 13.5, 12.409090909090908)","(8.5, 11.0, 10.4)"
09-01-2023 12:53:58.989041,"(2.35, 2.58, 2.5411111111111113)","(4.0, 6.4, 6.323809523809524)","(21.0, 40.0, 32.4)","(13.0, 15.0, 14.106382978723405)","(4.4, 6.4, 6.310526315789474)","(41.0, 80.0, 72.1875)","(11.0, 13.5, 12.409090909090908)","(8.5, 11.0, 10.347826086956522)"
09-01-2023 12:54:00.484845,"(2.35, 2.58, 2.5411111111111113)","(4.0, 6.4, 6.323809523809524)","(21.0, 40.0, 32.4)","(13.0, 15.0, 14.166666666666666)","(4.4, 6.4, 6.447058823529412)","(41.0, 75.0, 70.83333333333333)","(11.0, 13.5, 12.409090909090908)","(8.5, 11.0, 10.347826086956522)"
09-01-2023 12:54:01.952995,"(2.35, 2.58, 2.54875)","(4.0, 6.4, 6.323809523809524)","(21.0, 40.0, 32.4)","(13.0, 14.5, 13.970588235294118)","(4.4, 6.6, 6.484444444444444)","(41.0, 75.0, 70.83333333333333)","(11.0, 13.5, 12.409090909090908)","(8.5, 11.0, 10.347826086956522)"
09-01-2023 12:54:03.303208,"(2.35, 2.58, 2.54875)","(4.0, 6.4, 6.323809523809524)","(21.0, 40.0, 32.333333333333336)","(13.0, 14.5, 13.743243243243244)","(4.4, 6.6, 6.484444444444444)","(41.0, 75.0, 71.81818181818181)","(11.0, 13.5, 12.409090909090908)","(8.5, 11.0, 10.347826086956522)"
09-01-2023 12:54:04.654741,"(2.35, 2.58, 2.5278260869565217)","(4.0, 6.4, 6.323809523809524)","(21.0, 40.0, 32.333333333333336)","(13.0, 14.5, 13.743243243243244)","(4.4, 6.6, 6.437037037037037)","(41.0, 75.0, 71.71875)","(11.0, 13.5, 12.409090909090908)","(8.5, 11.0, 10.309090909090909)"
09-01-2023 12:54:06.049664,"(2.35, 2.58, 2.519285714285714)","(4.0, 6.4, 6.323809523809524)","(21.0, 40.0, 32.333333333333336)","(13.0, 14.5, 13.75)","(4.4, 6.6, 6.437037037037037)","(41.0, 75.0, 71.71875)","(11.0, 13.5, 12.375)","(8.5, 10.5, 10.15)"
09-01-2023 12:54:07.396212,"(2.35, 2.58, 2.518666666666667)","(4.0, 6.4, 6.2615384615384615)","(21.0, 40.0, 32.333333333333336)","(13.0, 14.5, 13.736842105263158)","(4.4, 6.6, 6.437037037037037)","(41.0, 75.0, 66.92307692307692)","(11.0, 13.5, 12.375)","(8.5, 10.5, 9.927272727272728)"
09-01-2023 12:54:08.738622,"(2.35, 2.58, 2.518666666666667)","(4.0, 6.6, 6.064285714285714)","(21.0, 40.0, 32.333333333333336)","(13.0, 14.5, 13.736842105263158)","(4.4, 6.6, 6.411320754716981)","(41.0, 75.0, 66.92307692307692)","(11.0, 13.5, 12.375)","(8.5, 10.5, 9.907692307692308)"
09-01-2023 12:54:09.895664,"(2.35, 2.58, 2.518666666666667)","(4.0, 6.6, 6.242857142857143)","(21.0, 40.0, 32.333333333333336)","(13.0, 14.5, 13.825581395348838)","(4.4, 6.6, 6.4239999999999995)","(41.0, 75.0, 59.73684210526316)","(11.0, 13.5, 12.409090909090908)","(8.5, 10.5, 9.927272727272728)"
09-01-2023 12:54:11.055871,"(2.35, 2.6, 2.56)","(4.0, 5.8, 5.7)","(21.0, 40.0, 32.333333333333336)","(13.0, 14.5, 13.868421052631579)","(4.4, 6.6, 6.542857142857143)","(41.0, 60.0, 59.75)","(11.0, 13.5, 12.954545454545455)","(8.5, 10.5, 9.903703703703703)"
09-01-2023 12:54:12.229839,"(2.25, 2.62, 2.5763636363636366)","(4.2, 5.7, 5.668421052631579)","(21.0, 40.0, 32.333333333333336)","(13.0, 14.5, 13.868421052631579)","(4.6, 6.6, 6.758333333333333)","(41.0, 60.0, 59.75)","(11.0, 13.5, 13.0)","(8.5, 10.5, 9.903703703703703)"
09-01-2023 12:54:13.361871,"(2.25, 2.62, 2.5776470588235294)","(4.2, 5.7, 5.636842105263158)","(21.0, 40.0, 32.333333333333336)","(13.0, 14.5, 13.868421052631579)","(4.6, 6.8, 6.861538461538461)","(41.0, 60.0, 59.75)","(11.0, 13.5, 13.055555555555555)","(8.5, 10.5, 9.903703703703703)"
09-01-2023 12:54:14.550793,"(2.25, 2.62, 2.5975)","(4.2, 5.8, 5.714285714285714)","(21.0, 40.0, 32.333333333333336)","(13.0, 14.5, 13.868421052631579)","(4.6, 7.0, 7.0285714285714285)","(41.0, 60.0, 59.75)","(11.0, 13.5, 13.055555555555555)","(8.5, 10.5, 9.903703703703703)"
09-01-2023 12:54:15.698106,"(2.25, 2.62, 2.5975)","(4.2, 5.8, 5.714285714285714)","(21.0, 40.0, 32.333333333333336)","(13.0, 14.5, 13.868421052631579)","(4.6, 7.2, 6.942857142857143)","(41.0, 60.0, 59.75)","(11.0, 13.5, 13.055555555555555)","(8.5, 10.5, 9.903703703703703)"
09-01-2023 12:54:16.922893,"(2.25, 2.62, 2.583076923076923)","(4.2, 5.8, 5.666666666666666)","(21.0, 40.0, 32.333333333333336)","(13.0, 14.5, 14.819672131147541)","(4.6, 7.0, 6.942857142857143)","(41.0, 60.0, 59.75)","(11.0, 13.5, 13.055555555555555)","(8.5, 10.5, 9.903703703703703)"
09-01-2023 12:54:18.196473,"(2.25, 2.62, 2.5975)","(4.2, 5.8, 5.623076923076923)","(21.0, 40.0, 32.333333333333336)","(13.0, 15.0, 16.2)","(4.6, 7.0, 6.942857142857143)","(41.0, 60.0, 59.75)","(11.0, 13.5, 13.0)","(8.5, 10.5, 9.703846153846154)"
09-01-2023 12:54:19.397208,"(2.25, 2.62, 2.5872727272727274)","(4.2, 5.8, 5.625)","(21.0, 40.0, 32.333333333333336)","(13.0, 17.0, 16.2)","(4.6, 7.0, 6.885714285714285)","(41.0, 60.0, 59.75)","(11.0, 13.5, 12.863636363636363)","(8.5, 10.5, 9.986666666666666)"
09-01-2023 12:54:20.625881,"(2.25, 2.64, 2.6100000000000003)","(4.2, 5.7, 5.5)","(21.0, 40.0, 32.333333333333336)","(13.0, 17.0, 16.136363636363637)","(4.6, 7.0, 6.885714285714285)","(41.0, 60.0, 59.75)","(11.0, 13.5, 12.863636363636363)","(8.5, 10.5, 9.986666666666666)"
09-01-2023 12:54:21.743053,"(2.25, 2.64, 2.58)","(4.2, 5.6, 5.525)","(21.0, 40.0, 32.470588235294116)","(13.0, 16.5, 16.1)","(4.6, 7.0, 6.8742857142857146)","(41.0, 60.0, 59.75)","(11.0, 13.5, 12.863636363636363)","(8.5, 10.5, 10.024000000000001)"
09-01-2023 12:54:22.930022,"(2.25, 2.64, 2.58)","(4.2, 5.7, 5.588888888888889)","(21.0, 40.0, 32.38095238095238)","(13.0, 16.5, 16.071428571428573)","(4.6, 7.0, 6.858064516129032)","(41.0, 60.0, 59.75)","(11.0, 13.5, 12.863636363636363)","(8.5, 10.5, 10.024000000000001)"
09-01-2023 12:54:24.049458,"(2.25, 2.64, 2.58)","(4.2, 5.7, 5.5636363636363635)","(21.0, 40.0, 32.38095238095238)","(13.0, 16.5, 16.071428571428573)","(4.6, 7.0, 6.858064516129032)","(41.0, 60.0, 59.75)","(11.0, 13.5, 12.916666666666666)","(8.5, 10.5, 9.77142857142857)"
09-01-2023 12:54:25.224348,"(2.25, 2.64, 2.5694117647058823)","(4.2, 5.8, 5.635714285714286)","(21.0, 40.0, 32.38095238095238)","(13.0, 16.5, 16.071428571428573)","(4.6, 7.0, 6.896296296296296)","(41.0, 60.0, 59.75)","(11.0, 13.5, 12.916666666666666)","(8.5, 10.5, 9.919354838709678)"
09-01-2023 12:54:26.415981,"(2.25, 2.64, 2.565714285714286)","(4.2, 5.7, 5.635714285714286)","(21.0, 40.0, 32.38095238095238)","(13.0, 16.5, 16.071428571428573)","(4.6, 7.0, 6.26)","(41.0, 60.0, 59.75)","(11.0, 13.5, 12.857142857142858)","(8.5, 10.5, 9.954545454545455)"
09-01-2023 12:54:27.539549,"(2.25, 2.64, 2.565714285714286)","(4.2, 5.7, 5.529032258064516)","(21.0, 40.0, 32.333333333333336)","(13.0, 16.5, 15.833333333333334)","(4.6, 6.4, 6.347368421052631)","(41.0, 60.0, 59.75)","(11.0, 13.5, 12.916666666666666)","(8.5, 10.5, 10.024000000000001)"
09-01-2023 12:54:28.709166,"(2.25, 2.64, 2.5872)","(4.2, 5.8, 5.5600000000000005)","(21.0, 40.0, 32.333333333333336)","(13.0, 16.5, 15.833333333333334)","(4.6, 6.6, 6.42)","(41.0, 60.0, 59.75)","(11.0, 13.5, 12.916666666666666)","(8.5, 10.5, 9.99)"
09-01-2023 12:54:29.888677,"(2.25, 2.64, 2.6100000000000003)","(4.2, 5.8, 5.5)","(21.0, 40.0, 33.42857142857143)","(13.0, 16.5, 15.714285714285714)","(4.6, 6.6, 6.504761904761905)","(41.0, 60.0, 59.791666666666664)","(11.0, 13.5, 13.088235294117647)","(8.5, 10.5, 10.568181818181818)"
09-01-2023 12:54:31.079539,"(2.25, 2.64, 2.589)","(4.2, 5.8, 5.68)","(21.0, 40.0, 33.42857142857143)","(13.0, 16.5, 15.714285714285714)","(4.6, 6.6, 5.92)","(41.0, 60.0, 59.791666666666664)","(11.0, 13.5, 13.0)","(8.5, 11.0, 10.839285714285714)"
09-01-2023 12:54:32.294260,"(2.25, 2.64, 2.5984000000000003)","(4.2, 5.8, 5.68)","(21.0, 40.0, 33.42857142857143)","(13.0, 16.5, 15.714285714285714)","(4.6, 6.0, 5.915384615384616)","(41.0, 60.0, 59.791666666666664)","(11.0, 13.5, 13.0)","(8.5, 11.0, 10.976190476190476)"
09-01-2023 12:54:33.536669,"(2.25, 2.64, 2.5941176470588236)","(4.2, 5.8, 5.708695652173914)","(21.0, 40.0, 33.42857142857143)","(13.0, 16.5, 15.714285714285714)","(4.6, 6.0, 5.611428571428571)","(41.0, 60.0, 59.791666666666664)","(11.0, 13.5, 13.25)","(8.5, 11.5, 11.012820512820513)"
09-01-2023 12:54:34.659761,"(2.25, 2.64, 2.5941176470588236)","(4.2, 6.0, 5.813888888888889)","(21.0, 40.0, 33.42857142857143)","(13.0, 16.5, 15.653846153846153)","(4.6, 5.8, 5.7875)","(41.0, 60.0, 59.791666666666664)","(11.0, 14.0, 13.4)","(8.5, 11.5, 11.012820512820513)"
09-01-2023 12:54:35.779334,"(2.25, 2.64, 2.5941176470588236)","(4.2, 6.0, 5.809375)","(21.0, 38.0, 33.42857142857143)","(13.0, 16.5, 15.653846153846153)","(4.6, 5.8, 5.7875)","(41.0, 60.0, 59.791666666666664)","(11.0, 13.5, 13.3)","(8.5, 11.5, 11.012820512820513)"
09-01-2023 12:54:36.815930,"(2.25, 2.64, 2.5941176470588236)","(4.2, 5.9, 5.816666666666666)","(21.0, 38.0, 32.88)","(13.0, 16.5, 15.617647058823529)","(4.6, 5.9, 5.86875)","(41.0, 60.0, 59.791666666666664)","(11.0, 13.5, 13.4)","(8.5, 11.5, 11.012820512820513)"
09-01-2023 12:54:37.942709,"(2.25, 2.64, 2.5941176470588236)","(4.2, 5.9, 5.82)","(21.0, 38.0, 31.666666666666668)","(13.0, 16.5, 15.653846153846153)","(4.6, 5.9, 5.86875)","(41.0, 60.0, 59.791666666666664)","(11.0, 13.5, 13.3)","(8.5, 11.5, 11.012820512820513)"
09-01-2023 12:54:39.097900,"(2.25, 2.64, 2.5941176470588236)","(4.2, 5.9, 5.82)","(21.0, 36.0, 31.0)","(13.0, 16.5, 15.653846153846153)","(4.6, 5.9, 5.838888888888889)","(41.0, 60.0, 59.791666666666664)","(11.0, 13.5, 13.3)","(8.5, 11.5, 10.892857142857142)"
09-01-2023 12:54:40.279911,"(2.25, 2.64, 2.5914285714285716)","(4.2, 5.9, 5.871428571428572)","(21.0, 36.0, 33.73913043478261)","(13.0, 16.5, 15.617647058823529)","(4.6, 5.9, 6.092857142857143)","(41.0, 60.0, 59.42307692307692)","(11.0, 13.5, 13.4)","(8.5, 11.0, 10.625)"
09-01-2023 12:54:41.485648,"(2.25, 2.64, 2.5914285714285716)","(4.2, 5.9, 5.871428571428572)","(21.0, 36.0, 33.111111111111114)","(13.0, 16.5, 15.617647058823529)","(4.6, 6.2, 6.122222222222223)","(41.0, 60.0, 76.42857142857143)","(11.0, 13.5, 12.875)","(8.5, 11.0, 10.6)"
09-01-2023 12:54:42.632755,"(2.25, 2.64, 2.5914285714285716)","(4.2, 5.9, 5.871428571428572)","(21.0, 36.0, 33.111111111111114)","(13.0, 16.5, 15.617647058823529)","(4.6, 6.2, 6.1230769230769235)","(41.0, 80.0, 72.74193548387098)","(11.0, 13.5, 12.833333333333334)","(8.5, 11.0, 10.6)"
09-01-2023 12:54:43.749989,"(2.25, 2.64, 2.5914285714285716)","(4.2, 5.9, 5.866666666666667)","(21.0, 36.0, 33.111111111111114)","(13.0, 16.5, 15.617647058823529)","(4.6, 6.2, 6.1230769230769235)","(41.0, 80.0, 72.74193548387098)","(11.0, 13.5, 13.071428571428571)","(8.5, 11.0, 10.714285714285714)"
09-01-2023 12:54:44.819217,"(2.25, 2.62, 2.5923076923076924)","(4.2, 5.9, 5.866666666666667)","(21.0, 36.0, 33.63636363636363)","(13.0, 16.5, 15.617647058823529)","(4.6, 6.2, 6.1230769230769235)","(41.0, 80.0, 72.74193548387098)","(11.0, 13.5, 13.071428571428571)","(8.5, 11.0, 10.526315789473685)"
09-01-2023 12:54:45.922550,"(2.25, 2.62, 2.588888888888889)","(4.2, 5.9, 5.84)","(21.0, 36.0, 33.38461538461539)","(13.0, 16.5, 15.785714285714286)","(4.6, 6.2, 6.1230769230769235)","(41.0, 80.0, 72.74193548387098)","(11.0, 13.5, 13.071428571428571)","(8.5, 11.0, 10.526315789473685)"
09-01-2023 12:54:47.077304,"(2.25, 2.62, 2.588888888888889)","(4.2, 5.9, 5.814285714285714)","(21.0, 36.0, 33.63636363636363)","(13.0, 16.5, 15.818181818181818)","(4.6, 6.2, 6.091428571428572)","(41.0, 80.0, 72.74193548387098)","(11.0, 13.5, 13.142857142857142)","(8.5, 11.0, 10.551724137931034)"
