,Kamendable Feeling,Safe Jewels,Little Wednesday,Isabella Princess,Double Happiness,I Want It All Nz,Calypso Mistress
14-12-2022 13:09:11.917337,"(6.0, 9.4, 8.854545454545455)","(26.0, 75.0, 59.44444444444444)","(81.0, 290.0, 244.54545454545456)","(3.6, 4.7, 4.5)","(1.95, 2.22, 2.1452830188679246)","(51.0, 99999, 99990)","(4.2, 5.8, 5.771698113207547)"
14-12-2022 13:09:13.254571,"(6.0, 9.4, 8.854545454545455)","(26.0, 75.0, 59.44444444444444)","(81.0, 290.0, 244.54545454545456)","(3.6, 4.7, 4.5285714285714285)","(1.95, 2.22, 2.1452830188679246)","(51.0, 99999, 99990)","(4.2, 5.8, 5.771698113207547)"
14-12-2022 13:09:14.311235,"(6.0, 9.4, 8.854545454545455)","(26.0, 75.0, 59.44444444444444)","(81.0, 290.0, 244.54545454545456)","(3.6, 4.7, 4.5285714285714285)","(1.95, 2.22, 2.1452830188679246)","(51.0, 99999, 99990)","(4.2, 5.8, 5.771698113207547)"
14-12-2022 13:09:15.363344,"(6.0, 9.4, 8.854545454545455)","(26.0, 75.0, 59.44444444444444)","(81.0, 290.0, 244.54545454545456)","(3.6, 4.7, 4.6000000000000005)","(1.95, 2.22, 2.1452830188679246)","(51.0, 99999, 99990)","(4.2, 5.8, 5.771698113207547)"
14-12-2022 13:09:16.307619,"(6.0, 9.4, 8.854545454545455)","(26.0, 75.0, 59.44444444444444)","(81.0, 290.0, 244.54545454545456)","(3.6, 4.7, 4.6000000000000005)","(1.95, 2.22, 2.1452830188679246)","(51.0, 99999, 99990)","(4.2, 5.8, 5.771698113207547)"
14-12-2022 13:09:17.342468,"(6.0, 9.4, 8.854545454545455)","(26.0, 75.0, 59.44444444444444)","(81.0, 290.0, 244.54545454545456)","(3.6, 4.7, 4.636842105263158)","(1.95, 2.22, 2.1452830188679246)","(51.0, 99999, 99990)","(4.2, 5.8, 5.771698113207547)"
14-12-2022 13:09:18.350748,"(6.0, 9.4, 8.854545454545455)","(26.0, 75.0, 59.44444444444444)","(81.0, 290.0, 244.54545454545456)","(3.6, 4.7, 4.636842105263158)","(1.95, 2.22, 2.1452830188679246)","(51.0, 99999, 99990)","(4.2, 5.8, 5.771698113207547)"
14-12-2022 13:09:19.402205,"(6.0, 9.4, 8.854545454545455)","(26.0, 75.0, 59.44444444444444)","(81.0, 290.0, 244.54545454545456)","(3.6, 4.7, 4.636842105263158)","(1.95, 2.22, 2.1452830188679246)","(51.0, 99999, 99990)","(4.2, 5.8, 5.771698113207547)"
14-12-2022 13:09:20.587393,"(6.0, 9.4, 8.854545454545455)","(26.0, 75.0, 59.44444444444444)","(81.0, 290.0, 258.57142857142856)","(3.6, 4.7, 4.636842105263158)","(1.95, 2.22, 2.125)","(51.0, 99999, 99990)","(4.2, 5.8, 5.771698113207547)"
14-12-2022 13:09:21.833684,"(6.0, 9.4, 8.854545454545455)","(26.0, 75.0, 59.44444444444444)","(81.0, 270.0, 258.57142857142856)","(3.6, 4.7, 4.6482758620689655)","(1.95, 2.16, 2.1126829268292684)","(51.0, 99999, 99990)","(4.2, 5.8, 5.771698113207547)"
14-12-2022 13:09:22.918385,"(6.0, 9.4, 8.854545454545455)","(26.0, 75.0, 59.44444444444444)","(81.0, 270.0, 258.57142857142856)","(3.6, 4.8, 4.630769230769231)","(1.95, 2.14, 2.110526315789474)","(51.0, 99999, 99990)","(4.2, 5.8, 5.765116279069767)"
14-12-2022 13:09:23.949767,"(6.0, 9.4, 8.854545454545455)","(26.0, 75.0, 59.44444444444444)","(81.0, 270.0, 258.57142857142856)","(3.6, 4.8, 4.630769230769231)","(1.95, 2.14, 2.110526315789474)","(51.0, 99999, 99990)","(4.2, 5.8, 5.857142857142858)"
14-12-2022 13:09:24.927434,"(6.0, 9.4, 9.047058823529412)","(26.0, 75.0, 59.44444444444444)","(81.0, 270.0, 233.63636363636363)","(3.6, 4.8, 4.6482758620689655)","(1.95, 2.14, 2.1102564102564103)","(51.0, 99999, 99990)","(4.2, 5.9, 5.857142857142858)"
14-12-2022 13:09:25.924177,"(6.0, 9.4, 9.123076923076924)","(26.0, 75.0, 59.44444444444444)","(81.0, 270.0, 233.63636363636363)","(3.6, 4.8, 4.7)","(1.95, 2.14, 2.1102564102564103)","(51.0, 99999, 99990)","(4.2, 5.9, 5.857142857142858)"
14-12-2022 13:09:27.005040,"(6.0, 9.4, 9.123076923076924)","(26.0, 75.0, 59.44444444444444)","(81.0, 270.0, 233.63636363636363)","(3.6, 4.8, 4.7)","(1.95, 2.14, 2.1068571428571428)","(51.0, 99999, 99990)","(4.2, 5.9, 5.876)"
14-12-2022 13:09:28.106290,"(6.5, 9.4, 9.047058823529412)","(26.0, 75.0, 59.44444444444444)","(91.0, 270.0, 233.63636363636363)","(3.6, 4.8, 4.7)","(1.85, 2.14, 2.1068571428571428)","(51.0, 99999, 99990)","(4.2, 5.9, 5.876)"
14-12-2022 13:09:29.169804,"(6.5, 9.4, 9.047058823529412)","(26.0, 75.0, 59.44444444444444)","(91.0, 270.0, 233.63636363636363)","(3.6, 4.8, 4.7)","(1.85, 2.14, 2.1068571428571428)","(51.0, 99999, 99990)","(4.2, 5.9, 5.876)"
14-12-2022 13:09:30.345173,"(6.5, 9.4, 9.047058823529412)","(26.0, 75.0, 59.44444444444444)","(91.0, 270.0, 233.63636363636363)","(3.6, 4.8, 4.7)","(1.85, 2.14, 2.1068571428571428)","(51.0, 99999, 99990)","(4.2, 5.9, 5.876)"
14-12-2022 13:09:31.454959,"(6.5, 9.4, 9.047058823529412)","(26.0, 75.0, 59.44444444444444)","(91.0, 270.0, 233.63636363636363)","(3.6, 4.8, 4.7)","(1.85, 2.14, 2.1068571428571428)","(51.0, 99999, 99990)","(4.2, 5.9, 5.876)"
14-12-2022 13:09:32.490895,"(6.5, 9.4, 9.047058823529412)","(26.0, 75.0, 59.44444444444444)","(91.0, 270.0, 233.63636363636363)","(3.6, 4.8, 4.675)","(1.85, 2.14, 2.1068571428571428)","(51.0, 99999, 99990)","(4.2, 5.9, 5.879310344827586)"
14-12-2022 13:09:33.625726,"(6.5, 9.4, 9.047058823529412)","(26.0, 75.0, 59.44444444444444)","(91.0, 250.0, 226.0)","(3.6, 4.8, 4.675)","(1.85, 2.14, 2.1068571428571428)","(51.0, 99999, 99990)","(4.2, 5.9, 5.879310344827586)"
14-12-2022 13:09:34.705514,"(6.5, 9.4, 9.047058823529412)","(26.0, 75.0, 59.44444444444444)","(91.0, 250.0, 226.0)","(3.6, 4.8, 4.675)","(1.85, 2.14, 2.1037500000000002)","(51.0, 99999, 99990)","(4.2, 5.9, 5.888)"
14-12-2022 13:09:35.789318,"(6.5, 9.4, 9.123076923076924)","(26.0, 75.0, 59.44444444444444)","(91.0, 250.0, 226.0)","(3.6, 4.8, 4.675)","(1.85, 2.14, 2.1021739130434782)","(51.0, 99999, 99990)","(4.2, 5.9, 5.876470588235295)"
14-12-2022 13:09:36.812414,"(6.5, 9.4, 9.123076923076924)","(26.0, 75.0, 59.44444444444444)","(91.0, 250.0, 226.0)","(3.6, 4.8, 4.675)","(1.85, 2.14, 2.1021739130434782)","(51.0, 99999, 99990)","(4.2, 5.9, 5.876470588235295)"
14-12-2022 13:09:38.083928,"(6.5, 9.4, 8.933333333333334)","(26.0, 75.0, 59.44444444444444)","(91.0, 250.0, 226.0)","(3.6, 4.8, 4.675)","(1.85, 2.14, 2.1021739130434782)","(51.0, 99999, 99990)","(4.2, 5.9, 5.876470588235295)"
14-12-2022 13:09:39.238099,"(6.5, 9.4, 8.933333333333334)","(26.0, 75.0, 59.44444444444444)","(91.0, 250.0, 226.0)","(3.6, 4.8, 4.675)","(1.85, 2.14, 2.1021739130434782)","(51.0, 99999, 99990)","(4.2, 5.9, 5.836363636363637)"
14-12-2022 13:09:40.267007,"(6.5, 9.4, 9.14074074074074)","(26.0, 75.0, 59.44444444444444)","(91.0, 250.0, 226.0)","(3.6, 4.8, 4.675)","(1.85, 2.14, 2.1021739130434782)","(51.0, 99999, 99990)","(4.2, 5.9, 5.836363636363637)"
14-12-2022 13:09:41.324096,"(6.5, 9.4, 9.14074074074074)","(26.0, 75.0, 65.0)","(91.0, 250.0, 226.0)","(3.6, 4.8, 4.675)","(1.85, 2.14, 2.1021739130434782)","(51.0, 99999, 99990)","(4.2, 5.9, 6.075)"
14-12-2022 13:09:42.466808,"(6.5, 9.4, 9.14074074074074)","(26.0, 75.0, 65.0)","(91.0, 250.0, 210.0)","(3.6, 4.8, 4.693333333333333)","(1.85, 2.14, 2.1622222222222223)","(51.0, 99999, 99990)","(4.2, 6.2, 6.141176470588236)"
14-12-2022 13:09:43.550207,"(6.5, 9.4, 9.015384615384615)","(26.0, 75.0, 65.0)","(91.0, 250.0, 204.28571428571428)","(3.6, 4.8, 4.669387755102041)","(1.85, 2.18, 2.156)","(51.0, 99999, 99990)","(4.2, 6.2, 6.057142857142857)"
14-12-2022 13:09:44.677506,"(6.5, 9.4, 9.015384615384615)","(26.0, 80.0, 67.5)","(91.0, 240.0, 204.28571428571428)","(3.6, 4.8, 4.669387755102041)","(1.85, 2.18, 2.156)","(51.0, 99999, 99990)","(4.2, 6.2, 6.057142857142857)"
14-12-2022 13:09:45.836339,"(6.5, 9.2, 9.11111111111111)","(26.0, 75.0, 65.0)","(91.0, 240.0, 204.28571428571428)","(3.6, 4.6, 4.586206896551724)","(1.85, 2.18, 2.156)","(51.0, 99999, 99990)","(4.2, 6.2, 6.057142857142857)"
14-12-2022 13:09:46.962623,"(6.5, 9.2, 8.98181818181818)","(26.0, 75.0, 67.5)","(91.0, 240.0, 212.85714285714286)","(3.6, 4.6, 4.586206896551724)","(1.85, 2.18, 2.101714285714286)","(51.0, 99999, 99990)","(4.2, 6.2, 6.0)"
14-12-2022 13:09:48.096381,"(6.5, 9.4, 8.9)","(26.0, 80.0, 67.5)","(91.0, 270.0, 225.0)","(3.6, 4.6, 4.586206896551724)","(1.85, 2.16, 2.101714285714286)","(51.0, 99999, 99990)","(4.2, 6.2, 6.0)"
14-12-2022 13:09:49.305814,"(6.5, 9.4, 8.811764705882354)","(26.0, 75.0, 67.5)","(91.0, 260.0, 225.0)","(3.6, 4.6, 4.586206896551724)","(1.95, 2.16, 2.101714285714286)","(51.0, 99999, 99990)","(4.2, 6.2, 6.0)"
14-12-2022 13:09:50.633151,"(6.5, 9.4, 9.1)","(26.0, 75.0, 68.33333333333333)","(81.0, 260.0, 225.0)","(3.6, 4.6, 5.169491525423729)","(1.95, 2.16, 2.0972549019607842)","(51.0, 99999, 99990)","(4.2, 6.2, 6.0)"
14-12-2022 13:09:51.834713,"(6.5, 9.4, 9.1)","(26.0, 75.0, 68.33333333333333)","(81.0, 260.0, 225.0)","(3.6, 5.2, 5.175862068965517)","(1.85, 2.16, 2.1129032258064515)","(51.0, 99999, 99990)","(4.2, 6.2, 6.0)"
14-12-2022 13:09:53.018795,"(6.5, 9.4, 8.8)","(26.0, 75.0, 68.33333333333333)","(81.0, 260.0, 220.0)","(3.6, 5.2, 5.05748031496063)","(1.85, 2.14, 2.0273170731707317)","(51.0, 99999, 99990)","(4.2, 6.2, 5.991666666666667)"
14-12-2022 13:09:54.191040,"(6.5, 9.4, 8.733333333333334)","(26.0, 75.0, 66.66666666666667)","(81.0, 250.0, 215.0)","(3.6, 5.1, 5.089380530973451)","(1.85, 2.16, 2.025925925925926)","(51.0, 99999, 99990)","(4.2, 6.2, 5.991666666666667)"
14-12-2022 13:09:55.378680,"(6.5, 9.6, 9.2)","(31.0, 75.0, 66.66666666666667)","(81.0, 240.0, 215.0)","(3.7, 5.1, 5.089380530973451)","(1.85, 2.14, 2.1)","(51.0, 99999, 99990)","(4.2, 6.2, 5.991666666666667)"
14-12-2022 13:09:56.388253,"(6.5, 9.6, 9.1)","(31.0, 75.0, 66.66666666666667)","(81.0, 240.0, 215.0)","(3.7, 5.1, 5.089380530973451)","(1.85, 2.12, 2.1)","(51.0, 99999, 99990)","(4.2, 6.2, 5.991666666666667)"
14-12-2022 13:09:57.367359,"(6.5, 9.6, 9.1)","(31.0, 75.0, 66.66666666666667)","(81.0, 240.0, 215.0)","(3.7, 5.3, 5.2788135593220336)","(1.85, 2.12, 2.040754716981132)","(51.0, 99999, 99990)","(4.2, 6.2, 6.095)"
14-12-2022 13:09:58.365608,"(6.5, 9.6, 9.1)","(31.0, 75.0, 66.66666666666667)","(81.0, 240.0, 215.0)","(3.7, 5.3, 5.2788135593220336)","(1.85, 2.12, 2.040754716981132)","(51.0, 99999, 99990)","(4.2, 6.2, 5.970833333333333)"
14-12-2022 13:09:59.350299,"(6.5, 9.6, 9.284210526315789)","(31.0, 75.0, 66.66666666666667)","(81.0, 240.0, 215.0)","(3.7, 5.3, 5.2631147540983605)","(1.85, 2.12, 2.040754716981132)","(51.0, 99999, 99990)","(4.2, 6.2, 5.970833333333333)"
14-12-2022 13:10:00.370797,"(6.5, 9.6, 9.284210526315789)","(31.0, 75.0, 66.66666666666667)","(81.0, 240.0, 215.0)","(3.7, 5.3, 5.2631147540983605)","(1.85, 2.12, 2.040754716981132)","(51.0, 99999, 99990)","(4.2, 6.2, 5.970833333333333)"
14-12-2022 13:10:01.621806,"(6.5, 9.6, 9.36)","(31.0, 75.0, 66.66666666666667)","(81.0, 240.0, 204.28571428571428)","(3.7, 5.3, 5.2631147540983605)","(1.85, 2.12, 2.040754716981132)","(51.0, 99999, 99990)","(4.2, 6.2, 5.76)"
14-12-2022 13:10:02.972151,"(6.5, 12.0, 10.614285714285714)","(31.0, 75.0, 67.5)","(81.0, 230.0, 198.88888888888889)","(3.7, 5.3, 5.2631147540983605)","(1.85, 2.1, 2.0846153846153848)","(51.0, 99999, 99990)","(4.2, 6.2, 6.035)"
14-12-2022 13:10:04.057312,"(6.5, 11.5, 10.67142857142857)","(31.0, 75.0, 67.5)","(81.0, 230.0, 195.71428571428572)","(3.7, 5.3, 5.160869565217391)","(1.85, 2.1, 2.0329411764705885)","(51.0, 99999, 99990)","(4.2, 6.2, 5.99375)"
14-12-2022 13:10:05.171656,"(6.5, 10.5, 10.341666666666667)","(31.0, 75.0, 67.5)","(81.0, 230.0, 195.71428571428572)","(3.7, 5.3, 5.160869565217391)","(1.85, 2.08, 2.0329411764705885)","(51.0, 99999, 99990)","(4.2, 6.2, 5.99375)"
14-12-2022 13:10:06.490320,"(6.5, 10.5, 10.341666666666667)","(31.0, 75.0, 67.5)","(81.0, 230.0, 205.0)","(3.7, 5.3, 5.205882352941177)","(1.85, 2.08, 2.0329411764705885)","(51.0, 99999, 99990)","(4.2, 6.2, 5.99375)"
14-12-2022 13:10:07.760928,"(6.5, 10.5, 10.341666666666667)","(31.0, 75.0, 67.5)","(81.0, 220.0, 194.28571428571428)","(3.7, 5.3, 5.205882352941177)","(1.85, 2.08, 2.0329411764705885)","(51.0, 99999, 99990)","(4.2, 6.2, 5.99375)"
14-12-2022 13:10:08.941400,"(6.5, 10.5, 10.341666666666667)","(26.0, 75.0, 67.5)","(81.0, 230.0, 195.71428571428572)","(3.7, 5.3, 5.205882352941177)","(1.85, 2.08, 2.016969696969697)","(51.0, 99999, 99990)","(4.2, 6.2, 5.99375)"
14-12-2022 13:10:10.081850,"(6.5, 10.5, 10.378571428571428)","(26.0, 75.0, 67.5)","(81.0, 230.0, 195.71428571428572)","(3.7, 5.3, 5.078846153846154)","(1.85, 2.08, 2.0180645161290323)","(51.0, 99999, 99990)","(4.2, 6.2, 5.99375)"
14-12-2022 13:10:11.244447,"(6.5, 11.0, 9.666666666666666)","(31.0, 70.0, 53.666666666666664)","(81.0, 220.0, 205.0)","(3.8, 5.2, 5.062162162162163)","(1.8, 2.08, 1.9894117647058824)","(51.0, 99999, 99990)","(4.2, 6.2, 5.99375)"
14-12-2022 13:10:12.349848,"(6.5, 10.5, 10.153846153846153)","(31.0, 65.0, 53.666666666666664)","(81.0, 220.0, 205.0)","(3.8, 5.2, 5.062162162162163)","(1.8, 2.08, 1.9894117647058824)","(51.0, 99999, 99990)","(4.2, 6.2, 5.99375)"
14-12-2022 13:10:13.539596,"(6.5, 10.5, 9.857142857142858)","(31.0, 65.0, 53.666666666666664)","(81.0, 220.0, 205.0)","(3.8, 5.3, 5.2)","(1.8, 2.0, 2.0)","(51.0, 99999, 99990)","(4.2, 6.2, 5.894736842105263)"
14-12-2022 13:10:14.739560,"(6.5, 10.5, 9.4)","(31.0, 65.0, 53.666666666666664)","(81.0, 230.0, 195.71428571428572)","(3.8, 5.3, 5.22)","(1.8, 2.02, 2.013)","(51.0, 99999, 99990)","(4.2, 6.4, 6.185714285714286)"
14-12-2022 13:10:15.704797,"(6.5, 10.5, 9.4)","(31.0, 65.0, 53.666666666666664)","(81.0, 230.0, 198.88888888888889)","(3.8, 5.3, 5.208571428571428)","(1.8, 2.02, 2.013)","(51.0, 99999, 99990)","(4.2, 6.4, 6.217391304347826)"
14-12-2022 13:10:16.817830,"(6.5, 10.5, 9.642857142857142)","(31.0, 65.0, 53.666666666666664)","(81.0, 230.0, 210.0)","(3.8, 5.3, 5.115384615384615)","(1.8, 2.02, 1.99375)","(51.0, 99999, 99990)","(4.2, 6.4, 6.217391304347826)"
14-12-2022 13:10:17.990473,"(6.5, 10.5, 9.642857142857142)","(31.0, 65.0, 53.666666666666664)","(81.0, 230.0, 210.0)","(3.8, 5.3, 5.115384615384615)","(1.8, 2.02, 1.99375)","(51.0, 99999, 99990)","(4.2, 6.4, 6.217391304347826)"
14-12-2022 13:10:19.119697,"(6.5, 10.5, 9.794117647058824)","(31.0, 65.0, 53.666666666666664)","(81.0, 230.0, 210.0)","(3.8, 5.3, 5.115384615384615)","(1.8, 2.02, 2.0025)","(51.0, 99999, 99990)","(4.2, 6.4, 6.0181818181818185)"
14-12-2022 13:10:20.225712,"(6.5, 10.5, 9.870967741935484)","(31.0, 65.0, 53.666666666666664)","(81.0, 230.0, 210.0)","(3.8, 5.3, 5.115384615384615)","(1.8, 2.02, 2.0083333333333333)","(51.0, 99999, 99990)","(4.2, 6.4, 6.0181818181818185)"
14-12-2022 13:10:21.308806,"(6.5, 10.5, 9.870967741935484)","(31.0, 65.0, 53.666666666666664)","(81.0, 230.0, 210.0)","(3.8, 5.3, 5.115384615384615)","(1.8, 2.02, 2.01)","(51.0, 99999, 99990)","(4.2, 6.4, 6.19)"
14-12-2022 13:10:22.425968,"(6.5, 10.5, 9.870967741935484)","(31.0, 65.0, 53.666666666666664)","(81.0, 230.0, 210.0)","(3.8, 5.3, 5.115384615384615)","(1.8, 2.02, 1.97)","(51.0, 99999, 99990)","(4.2, 6.4, 6.19)"
14-12-2022 13:10:23.516661,"(6.5, 10.5, 9.870967741935484)","(31.0, 65.0, 53.666666666666664)","(81.0, 230.0, 210.0)","(3.8, 5.3, 5.285714285714286)","(1.8, 2.02, 1.9393548387096773)","(51.0, 99999, 99990)","(4.2, 6.4, 6.297560975609756)"
14-12-2022 13:10:24.640655,"(6.5, 10.5, 9.870967741935484)","(31.0, 65.0, 53.666666666666664)","(81.0, 230.0, 210.0)","(3.8, 5.4, 5.285714285714286)","(1.8, 2.02, 1.9274074074074072)","(51.0, 99999, 99990)","(4.2, 6.4, 6.297560975609756)"
14-12-2022 13:10:25.701813,"(6.5, 10.5, 10.038461538461538)","(31.0, 65.0, 53.666666666666664)","(81.0, 230.0, 210.0)","(3.8, 5.4, 5.2)","(1.8, 2.02, 1.9274074074074072)","(51.0, 99999, 99990)","(4.2, 6.4, 6.297560975609756)"
14-12-2022 13:10:26.824057,"(6.5, 10.5, 9.554545454545455)","(31.0, 65.0, 53.666666666666664)","(81.0, 230.0, 210.0)","(3.8, 5.4, 5.2)","(1.8, 1.99, 1.9666666666666666)","(51.0, 99999, 99990)","(4.2, 6.4, 6.188571428571429)"
14-12-2022 13:10:27.953365,"(6.5, 10.5, 10.066666666666666)","(31.0, 65.0, 60.75)","(81.0, 230.0, 210.0)","(3.8, 5.2, 5.166666666666667)","(1.8, 1.99, 1.9738461538461538)","(51.0, 99999, 99990)","(4.2, 6.2, 6.188571428571429)"
14-12-2022 13:10:29.150850,"(6.5, 10.5, 9.700000000000001)","(31.0, 65.0, 55.0)","(81.0, 230.0, 210.0)","(3.8, 5.2, 5.166666666666667)","(1.8, 1.99, 1.9783333333333333)","(51.0, 99999, 99990)","(4.2, 6.2, 6.188571428571429)"
14-12-2022 13:10:30.337672,"(6.5, 10.5, 9.95)","(31.0, 85.0, 60.0)","(81.0, 230.0, 223.84615384615384)","(3.8, 5.2, 5.166666666666667)","(1.8, 1.99, 1.976)","(51.0, 99999, 99990)","(4.2, 6.2, 6.184615384615385)"
14-12-2022 13:10:31.523833,"(6.5, 10.5, 9.95)","(31.0, 80.0, 67.5)","(81.0, 250.0, 237.14285714285714)","(3.8, 5.2, 5.166666666666667)","(1.8, 1.99, 1.976)","(51.0, 99999, 99990)","(4.2, 6.2, 6.184615384615385)"
14-12-2022 13:10:32.462807,"(6.5, 10.5, 9.95)","(31.0, 80.0, 73.75)","(81.0, 250.0, 237.14285714285714)","(3.8, 5.2, 5.166666666666667)","(1.8, 1.99, 1.976)","(51.0, 99999, 99990)","(4.2, 6.2, 6.184615384615385)"
14-12-2022 13:10:33.529782,"(6.5, 10.5, 9.95)","(31.0, 80.0, 70.0)","(81.0, 250.0, 237.14285714285714)","(3.8, 5.2, 5.166666666666667)","(1.8, 1.99, 1.9795)","(51.0, 99999, 99990)","(4.2, 6.2, 6.184615384615385)"
14-12-2022 13:10:34.706485,"(6.5, 10.5, 9.95)","(31.0, 80.0, 70.0)","(81.0, 270.0, 252.85714285714286)","(3.8, 5.2, 5.2823529411764705)","(1.8, 1.99, 1.9795)","(51.0, 99999, 99990)","(4.2, 6.2, 6.092307692307693)"
14-12-2022 13:10:35.900692,"(6.5, 10.5, 9.075)","(31.0, 80.0, 70.0)","(81.0, 270.0, 252.85714285714286)","(3.8, 5.4, 5.2823529411764705)","(1.8, 1.99, 1.9795)","(51.0, 99999, 99990)","(4.2, 6.4, 6.246153846153846)"
14-12-2022 13:10:37.073819,"(6.5, 10.0, 9.2125)","(31.0, 85.0, 62.77777777777778)","(81.0, 270.0, 252.85714285714286)","(3.8, 5.4, 5.380000000000001)","(1.8, 1.99, 1.9795)","(51.0, 99999, 99990)","(4.2, 6.4, 6.246153846153846)"
14-12-2022 13:10:38.180573,"(6.5, 10.0, 9.2125)","(31.0, 85.0, 62.77777777777778)","(81.0, 270.0, 252.85714285714286)","(3.8, 5.4, 5.376470588235295)","(1.8, 1.99, 1.9761538461538461)","(51.0, 99999, 99990)","(4.2, 6.4, 6.3090909090909095)"
14-12-2022 13:10:39.328221,"(7.0, 10.0, 9.427272727272728)","(31.0, 85.0, 62.77777777777778)","(81.0, 290.0, 263.33333333333337)","(4.0, 5.4, 5.385185185185185)","(1.75, 1.99, 1.9809999999999999)","(41.0, 99999, 99990)","(4.4, 6.4, 6.3090909090909095)"
14-12-2022 13:10:40.420020,"(7.0, 9.8, 9.421052631578949)","(31.0, 85.0, 62.77777777777778)","(101.0, 290.0, 263.33333333333337)","(4.0, 5.4, 5.385185185185185)","(1.75, 1.99, 1.9809999999999999)","(41.0, 99999, 99990)","(4.6, 6.4, 6.3090909090909095)"
14-12-2022 13:10:41.648913,"(7.0, 9.8, 9.2)","(31.0, 85.0, 62.77777777777778)","(101.0, 290.0, 348.125)","(4.0, 5.4, 5.385185185185185)","(1.75, 1.99, 1.9761538461538461)","(41.0, 99999, 99990)","(4.6, 6.4, 6.3090909090909095)"
14-12-2022 13:10:42.778565,"(7.0, 9.8, 9.2)","(31.0, 85.0, 62.77777777777778)","(101.0, 420.0, 283.0769230769231)","(4.0, 5.4, 5.385185185185185)","(1.75, 1.99, 1.97)","(41.0, 99999, 99990)","(4.6, 6.4, 6.3090909090909095)"
14-12-2022 13:10:43.927461,"(7.0, 9.8, 9.2)","(31.0, 85.0, 62.77777777777778)","(101.0, 300.0, 287.05882352941177)","(4.0, 5.4, 5.325925925925926)","(1.75, 1.99, 1.97)","(41.0, 99999, 99990)","(4.6, 6.4, 6.3090909090909095)"
14-12-2022 13:10:45.065216,"(7.0, 9.8, 9.309090909090909)","(31.0, 85.0, 62.77777777777778)","(101.0, 300.0, 287.05882352941177)","(4.0, 5.4, 5.325925925925926)","(1.75, 1.99, 1.97)","(41.0, 99999, 99990)","(4.6, 6.4, 6.3090909090909095)"
14-12-2022 13:10:46.225453,"(7.0, 9.8, 9.309090909090909)","(31.0, 85.0, 62.77777777777778)","(101.0, 300.0, 272.5)","(4.0, 5.4, 5.325925925925926)","(1.75, 1.99, 1.978)","(41.0, 99999, 99990)","(4.6, 6.4, 6.3090909090909095)"
14-12-2022 13:10:47.394285,"(7.0, 9.8, 9.125)","(31.0, 85.0, 62.77777777777778)","(101.0, 300.0, 272.5)","(4.0, 5.4, 5.325925925925926)","(1.75, 1.99, 1.978)","(41.0, 99999, 99990)","(4.6, 6.4, 6.3090909090909095)"
14-12-2022 13:10:48.571081,"(7.0, 9.8, 9.3)","(31.0, 85.0, 62.77777777777778)","(101.0, 300.0, 272.5)","(4.0, 5.4, 5.325925925925926)","(1.75, 1.99, 1.9828571428571429)","(41.0, 99999, 99990)","(4.6, 6.4, 6.348717948717949)"
14-12-2022 13:10:49.710957,"(7.0, 9.8, 9.514285714285714)","(31.0, 85.0, 62.77777777777778)","(101.0, 300.0, 272.5)","(4.0, 5.4, 5.325925925925926)","(1.75, 1.99, 1.9828571428571429)","(41.0, 99999, 99990)","(4.6, 6.4, 6.333333333333334)"
14-12-2022 13:10:50.902107,"(7.0, 9.8, 9.5)","(31.0, 85.0, 62.77777777777778)","(101.0, 300.0, 272.5)","(4.0, 5.4, 5.325925925925926)","(1.75, 2.0, 1.988)","(41.0, 99999, 99990)","(4.6, 6.4, 6.333333333333334)"
14-12-2022 13:10:52.074950,"(7.0, 9.8, 9.5)","(31.0, 85.0, 62.77777777777778)","(101.0, 300.0, 272.5)","(4.0, 5.4, 5.335483870967742)","(1.75, 2.0, 1.9828571428571429)","(41.0, 99999, 99990)","(4.6, 6.4, 6.341176470588236)"
14-12-2022 13:10:53.212858,"(7.0, 9.8, 9.5)","(31.0, 85.0, 62.77777777777778)","(101.0, 300.0, 272.5)","(4.0, 5.4, 5.335483870967742)","(1.75, 2.0, 1.9828571428571429)","(41.0, 99999, 99990)","(4.6, 6.4, 6.341176470588236)"
14-12-2022 13:10:54.258291,"(7.0, 9.8, 9.514285714285714)","(31.0, 85.0, 62.77777777777778)","(101.0, 300.0, 272.5)","(4.0, 5.4, 5.335483870967742)","(1.75, 2.0, 1.9828571428571429)","(41.0, 99999, 99990)","(4.6, 6.4, 6.333333333333334)"
14-12-2022 13:10:55.327632,"(7.0, 9.8, 9.514285714285714)","(31.0, 85.0, 65.0)","(101.0, 300.0, 287.05882352941177)","(4.0, 5.4, 5.297142857142857)","(1.75, 2.0, 1.984)","(41.0, 99999, 99990)","(4.6, 6.4, 6.333333333333334)"
14-12-2022 13:10:56.562657,"(7.0, 9.8, 9.514285714285714)","(31.0, 85.0, 65.0)","(101.0, 300.0, 287.05882352941177)","(4.0, 5.4, 5.2875000000000005)","(1.75, 2.0, 1.984)","(41.0, 99999, 99990)","(4.6, 6.4, 6.333333333333334)"
14-12-2022 13:10:57.833266,"(7.0, 9.8, 9.514285714285714)","(31.0, 85.0, 65.0)","(101.0, 300.0, 287.05882352941177)","(4.0, 5.4, 5.2875000000000005)","(1.75, 2.0, 1.9885714285714287)","(41.0, 99999, 99990)","(4.6, 6.4, 6.333333333333334)"
