,Big Option,Deminaur,Dennis Choux,Goats On Oats,Greenhill Prince,Gungho,King Of Hampton,One Star Dream,Belthil,Lord Porchester,Mirroring,Scarlet Desire,Dollar Bucks
16-12-2022 13:18:45.199482,"(13.0, 17.0, 16.56)","(10.0, 11.5, 11.199530516431924)","(21.0, 32.0, 30.754716981132077)","(21.0, 34.0, 32.666666666666664)","(61.0, 90.0, 84.28571428571429)","(101.0, 820.0, 580.0)","(101.0, 410.0, 250.0)","(101.0, 480.0, 458.57142857142856)","(1.55, 1.72, 1.71523178807947)","(26.0, 30.0, 29.571428571428573)","(7.0, 8.6, 8.52)","(21.0, 34.0, 33.36)","(101.0, 520.0, 496.0)"
16-12-2022 13:18:46.600642,"(13.0, 17.0, 16.717741935483872)","(10.0, 11.5, 11.161375661375661)","(21.0, 32.0, 31.095890410958905)","(21.0, 34.0, 32.666666666666664)","(61.0, 90.0, 84.28571428571429)","(101.0, 820.0, 580.0)","(101.0, 350.0, 275.0)","(101.0, 480.0, 452.72727272727275)","(1.55, 1.72, 1.715175879396985)","(26.0, 30.0, 29.571428571428573)","(7.0, 8.6, 8.528421052631579)","(21.0, 34.0, 33.42857142857143)","(101.0, 520.0, 465.0)"
16-12-2022 13:18:47.966961,"(13.0, 17.0, 16.717741935483872)","(10.0, 11.5, 11.161375661375661)","(21.0, 32.0, 31.095890410958905)","(21.0, 34.0, 33.2)","(61.0, 90.0, 84.28571428571429)","(101.0, 820.0, 580.0)","(101.0, 350.0, 283.3333333333333)","(101.0, 480.0, 458.57142857142856)","(1.55, 1.72, 1.7151096121416525)","(26.0, 30.0, 29.571428571428573)","(7.0, 8.6, 8.505555555555556)","(21.0, 34.0, 33.42857142857143)","(101.0, 520.0, 465.0)"
16-12-2022 13:18:49.356846,"(13.0, 17.0, 16.717741935483872)","(10.0, 11.5, 11.032786885245901)","(21.0, 32.0, 31.70212765957447)","(21.0, 34.0, 33.132075471698116)","(61.0, 90.0, 84.28571428571429)","(101.0, 820.0, 580.0)","(101.0, 350.0, 271.42857142857144)","(101.0, 480.0, 452.72727272727275)","(1.55, 1.72, 1.7162271062271062)","(26.0, 30.0, 29.25)","(7.0, 8.6, 8.505555555555556)","(21.0, 34.0, 33.42857142857143)","(101.0, 520.0, 495.0)"
16-12-2022 13:18:50.809016,"(13.0, 17.0, 16.717741935483872)","(10.0, 11.5, 10.85135135135135)","(21.0, 32.0, 30.571428571428573)","(21.0, 34.0, 33.07692307692308)","(61.0, 90.0, 84.28571428571429)","(101.0, 820.0, 416.6666666666667)","(101.0, 350.0, 300.0)","(101.0, 480.0, 450.0)","(1.55, 1.72, 1.7002941176470587)","(26.0, 30.0, 29.5)","(7.0, 8.6, 8.521739130434783)","(21.0, 34.0, 33.42857142857143)","(101.0, 520.0, 475.0)"
16-12-2022 13:18:52.230519,"(13.0, 17.0, 16.738805970149254)","(10.0, 11.0, 10.799363057324841)","(21.0, 32.0, 30.434782608695652)","(21.0, 34.0, 32.888888888888886)","(61.0, 90.0, 81.75)","(101.0, 800.0, 617.5)","(101.0, 350.0, 306.66666666666663)","(101.0, 480.0, 452.72727272727275)","(1.55, 1.71, 1.7058904109589041)","(26.0, 30.0, 29.24)","(7.0, 8.6, 8.54375)","(21.0, 34.0, 33.42857142857143)","(101.0, 520.0, 460.0)"
16-12-2022 13:18:53.639004,"(13.0, 17.0, 16.59090909090909)","(10.0, 11.0, 11.066326530612244)","(21.0, 32.0, 30.404255319148938)","(21.0, 34.0, 32.888888888888886)","(61.0, 90.0, 81.75)","(101.0, 790.0, 617.5)","(101.0, 340.0, 307.5)","(101.0, 480.0, 450.0)","(1.55, 1.71, 1.7116541353383459)","(26.0, 30.0, 28.454545454545453)","(7.0, 8.6, 8.54375)","(21.0, 34.0, 33.73913043478261)","(101.0, 520.0, 460.0)"
16-12-2022 13:18:55.085727,"(13.0, 17.0, 16.733333333333334)","(10.0, 11.5, 10.943548387096774)","(21.0, 32.0, 30.25581395348837)","(21.0, 34.0, 32.90909090909091)","(61.0, 90.0, 81.75)","(101.0, 790.0, 617.5)","(101.0, 330.0, 271.6666666666667)","(101.0, 480.0, 452.72727272727275)","(1.55, 1.72, 1.71625)","(26.0, 29.0, 28.36082474226804)","(7.0, 8.6, 8.548387096774194)","(21.0, 34.0, 32.76)","(101.0, 520.0, 496.66666666666663)"
16-12-2022 13:18:56.628068,"(13.0, 17.0, 16.733333333333334)","(10.0, 11.0, 10.943548387096774)","(21.0, 32.0, 30.404255319148938)","(21.0, 34.0, 32.95238095238095)","(61.0, 90.0, 81.75)","(101.0, 790.0, 617.5)","(101.0, 330.0, 296.6666666666667)","(101.0, 480.0, 450.0)","(1.55, 1.72, 1.71625)","(26.0, 29.0, 27.53846153846154)","(7.0, 8.6, 8.572881355932203)","(21.0, 34.0, 32.76)","(101.0, 520.0, 496.66666666666663)"
16-12-2022 13:18:57.998322,"(13.0, 17.0, 16.733333333333334)","(10.0, 11.0, 10.662162162162161)","(21.0, 32.0, 30.975609756097562)","(21.0, 34.0, 32.98461538461538)","(61.0, 90.0, 84.16666666666667)","(101.0, 790.0, 675.0)","(101.0, 310.0, 266.3636363636364)","(101.0, 480.0, 452.72727272727275)","(1.55, 1.72, 1.7159615384615385)","(26.0, 28.0, 26.636363636363637)","(7.0, 8.6, 8.602020202020203)","(21.0, 34.0, 31.5)","(101.0, 520.0, 496.66666666666663)"
16-12-2022 13:18:59.455844,"(13.0, 16.5, 16.495283018867923)","(10.0, 11.5, 11.08108108108108)","(21.0, 32.0, 30.975609756097562)","(21.0, 34.0, 32.98461538461538)","(61.0, 90.0, 84.16666666666667)","(101.0, 790.0, 675.0)","(101.0, 310.0, 281.42857142857144)","(101.0, 480.0, 452.72727272727275)","(1.55, 1.72, 1.7164685908319184)","(26.0, 27.0, 26.3)","(7.0, 8.8, 8.629090909090909)","(21.0, 32.0, 31.718309859154928)","(101.0, 520.0, 496.66666666666663)"
16-12-2022 13:19:00.856082,"(13.0, 17.0, 16.678571428571427)","(10.0, 11.5, 11.11923076923077)","(21.0, 32.0, 29.666666666666668)","(21.0, 34.0, 33.01587301587301)","(61.0, 90.0, 84.16666666666667)","(101.0, 790.0, 452.5)","(101.0, 290.0, 266.0)","(101.0, 480.0, 386.6666666666667)","(1.55, 1.72, 1.7192134831460675)","(26.0, 27.0, 25.27777777777778)","(7.0, 8.8, 8.645945945945947)","(21.0, 32.0, 31.77777777777778)","(101.0, 520.0, 496.66666666666663)"
16-12-2022 13:19:02.317641,"(13.0, 16.0, 15.890625)","(10.0, 11.5, 11.115702479338843)","(21.0, 30.0, 30.714285714285715)","(21.0, 34.0, 33.088235294117645)","(61.0, 90.0, 81.0)","(101.0, 790.0, 430.0)","(101.0, 290.0, 263.3333333333333)","(101.0, 480.0, 386.6666666666667)","(1.55, 1.72, 1.7241121495327103)","(26.0, 26.0, 24.84375)","(7.0, 8.8, 8.728)","(21.0, 32.0, 29.571428571428573)","(101.0, 520.0, 455.0)"
16-12-2022 13:19:03.791974,"(13.0, 16.0, 15.890625)","(10.0, 11.5, 11.29225352112676)","(21.0, 32.0, 30.254545454545454)","(21.0, 34.0, 33.15492957746479)","(61.0, 90.0, 81.76470588235294)","(101.0, 790.0, 560.0)","(101.0, 280.0, 265.0)","(101.0, 480.0, 466.0)","(1.55, 1.73, 1.7082828282828282)","(26.0, 25.0, 25.545454545454547)","(7.0, 8.8, 8.893333333333334)","(21.0, 30.0, 29.803571428571427)","(101.0, 520.0, 455.0)"
16-12-2022 13:19:05.327283,"(13.0, 16.5, 16.13013698630137)","(10.0, 11.5, 11.205445544554456)","(21.0, 32.0, 30.096153846153847)","(21.0, 34.0, 33.037974683544306)","(61.0, 90.0, 74.52380952380952)","(101.0, 780.0, 560.0)","(101.0, 280.0, 263.3333333333333)","(101.0, 480.0, 470.0)","(1.55, 1.71, 1.6989296956977964)","(26.0, 26.0, 25.84375)","(7.0, 9.0, 9.028947368421052)","(21.0, 32.0, 30.166666666666668)","(101.0, 520.0, 455.0)"
16-12-2022 13:19:06.852005,"(13.0, 16.5, 16.11764705882353)","(9.0, 12.0, 11.709090909090909)","(21.0, 32.0, 29.585365853658537)","(21.0, 34.0, 33.0)","(61.0, 85.0, 74.0)","(101.0, 780.0, 486.66666666666663)","(101.0, 280.0, 324.2857142857143)","(101.0, 480.0, 460.0)","(1.55, 1.7, 1.699332968835429)","(26.0, 26.0, 24.916666666666668)","(7.0, 9.2, 9.04782608695652)","(21.0, 32.0, 30.166666666666668)","(101.0, 520.0, 501.42857142857144)"
16-12-2022 13:19:08.348910,"(13.0, 16.0, 16.068627450980394)","(9.0, 12.0, 10.125)","(21.0, 32.0, 30.81132075471698)","(21.0, 34.0, 33.266666666666666)","(61.0, 80.0, 76.19047619047619)","(101.0, 780.0, 694.0)","(101.0, 340.0, 277.1428571428571)","(101.0, 480.0, 489.2307692307692)","(1.55, 1.7, 1.7136286919831223)","(26.0, 25.0, 25.723076923076924)","(7.0, 9.2, 9.128888888888888)","(21.0, 32.0, 30.303030303030305)","(101.0, 520.0, 783.3333333333333)"
16-12-2022 13:19:09.763567,"(13.0, 16.5, 16.068627450980394)","(10.0, 10.5, 10.479166666666666)","(21.0, 32.0, 30.2)","(21.0, 34.0, 33.46666666666667)","(61.0, 80.0, 77.22222222222223)","(101.0, 780.0, 446.0)","(101.0, 340.0, 331.1111111111111)","(101.0, 500.0, 491.25)","(1.55, 1.72, 1.718056603773585)","(21.0, 26.0, 24.928571428571427)","(7.0, 9.2, 9.450602409638554)","(21.0, 32.0, 30.5)","(101.0, 970.0, 560.0)"
16-12-2022 13:19:11.156680,"(13.0, 16.5, 16.168316831683168)","(10.0, 11.0, 10.739583333333334)","(21.0, 32.0, 30.2)","(21.0, 34.0, 33.1764705882353)","(61.0, 80.0, 78.33333333333333)","(101.0, 790.0, 446.0)","(101.0, 340.0, 260.0)","(101.0, 500.0, 489.2307692307692)","(1.55, 1.72, 1.7194859813084111)","(21.0, 25.0, 24.852459016393443)","(7.0, 9.6, 9.435514018691588)","(21.0, 32.0, 30.166666666666668)","(101.0, 980.0, 762.5)"
16-12-2022 13:19:12.644138,"(13.0, 16.5, 16.197674418604652)","(10.0, 11.0, 10.739864864864865)","(21.0, 32.0, 29.324324324324323)","(21.0, 34.0, 33.1764705882353)","(61.0, 80.0, 78.33333333333333)","(101.0, 790.0, 446.0)","(101.0, 340.0, 268.0)","(101.0, 500.0, 491.7647058823529)","(1.55, 1.72, 1.6979432624113475)","(21.0, 25.0, 24.736842105263158)","(7.0, 9.6, 9.777777777777779)","(21.0, 32.0, 30.513513513513512)","(101.0, 980.0, 875.0)"
16-12-2022 13:19:14.123413,"(13.0, 16.5, 16.281553398058254)","(10.0, 11.0, 10.715625)","(21.0, 32.0, 29.52173913043478)","(21.0, 34.0, 33.26315789473684)","(61.0, 80.0, 72.5)","(101.0, 790.0, 503.33333333333337)","(101.0, 340.0, 268.0)","(101.0, 500.0, 490.0)","(1.55, 1.7, 1.6783165467625898)","(21.0, 25.0, 24.643835616438356)","(7.0, 9.8, 10.139344262295081)","(21.0, 32.0, 30.60759493670886)","(101.0, 970.0, 875.0)"
16-12-2022 13:19:15.555847,"(13.0, 16.5, 16.281553398058254)","(10.0, 11.0, 10.715625)","(21.0, 32.0, 29.48)","(21.0, 34.0, 33.37777777777778)","(51.0, 80.0, 72.5)","(101.0, 790.0, 650.0)","(101.0, 340.0, 270.0)","(101.0, 500.0, 491.7647058823529)","(1.55, 1.68, 1.6773648648648647)","(21.0, 25.0, 24.37142857142857)","(7.0, 10.5, 10.263513513513514)","(21.0, 32.0, 30.455696202531644)","(101.0, 970.0, 875.0)"
16-12-2022 13:19:17.061336,"(13.0, 16.5, 16.378048780487806)","(10.0, 11.0, 10.715625)","(21.0, 32.0, 29.48)","(21.0, 34.0, 33.37777777777778)","(51.0, 80.0, 74.0)","(101.0, 790.0, 482.5)","(101.0, 330.0, 265.0)","(101.0, 500.0, 924.7058823529412)","(1.55, 1.68, 1.6643529411764706)","(21.0, 25.0, 24.559322033898304)","(7.0, 10.5, 10.269911504424778)","(21.0, 32.0, 30.98901098901099)","(101.0, 970.0, 690.0)"
16-12-2022 13:19:18.468137,"(13.0, 17.0, 16.790123456790123)","(9.0, 11.5, 11.180921052631579)","(21.0, 32.0, 31.11111111111111)","(21.0, 36.0, 34.54945054945055)","(61.0, 75.0, 76.25)","(101.0, 790.0, 614.2857142857142)","(101.0, 320.0, 232.0)","(101.0, 960.0, 936.1111111111111)","(1.55, 1.67, 1.656986301369863)","(21.0, 25.0, 24.675)","(7.0, 10.5, 10.702380952380953)","(21.0, 32.0, 31.010309278350515)","(101.0, 970.0, 695.0)"
16-12-2022 13:19:19.863692,"(13.0, 17.0, 16.871134020618555)","(9.0, 11.5, 11.227053140096618)","(21.0, 32.0, 31.014492753623188)","(21.0, 36.0, 34.6)","(61.0, 80.0, 79.54545454545455)","(101.0, 790.0, 550.0)","(101.0, 320.0, 265.0)","(101.0, 970.0, 945.5555555555555)","(1.55, 1.66, 1.6347798742138364)","(21.0, 25.0, 24.593406593406595)","(7.0, 11.0, 10.756)","(21.0, 32.0, 31.010309278350515)","(101.0, 980.0, 660.0)"
16-12-2022 13:19:21.286004,"(13.0, 17.0, 16.871134020618555)","(9.0, 11.5, 11.227053140096618)","(21.0, 32.0, 30.845070422535212)","(21.0, 36.0, 34.770833333333336)","(61.0, 85.0, 82.0)","(101.0, 790.0, 497.5)","(101.0, 300.0, 236.66666666666666)","(101.0, 980.0, 948.0)","(1.55, 1.64, 1.6379274611398962)","(21.0, 25.0, 24.710526315789473)","(7.5, 11.0, 10.843406593406593)","(21.0, 32.0, 31.11926605504587)","(101.0, 980.0, 650.0)"
16-12-2022 13:19:22.791419,"(13.0, 17.5, 17.15979381443299)","(9.0, 11.5, 11.248868778280544)","(21.0, 32.0, 30.280701754385966)","(21.0, 36.0, 34.770833333333336)","(61.0, 85.0, 82.85714285714286)","(101.0, 790.0, 512.5)","(101.0, 310.0, 275.29411764705884)","(101.0, 990.0, 923.6842105263157)","(1.55, 1.64, 1.6378723404255318)","(21.0, 25.0, 24.710526315789473)","(7.5, 11.0, 10.98473282442748)","(21.0, 32.0, 31.102803738317757)","(101.0, 980.0, 744.2857142857142)"
16-12-2022 13:19:24.305523,"(13.0, 17.5, 17.15979381443299)","(9.0, 11.5, 11.862068965517242)","(21.0, 32.0, 31.076923076923077)","(21.0, 36.0, 34.91954022988506)","(61.0, 85.0, 81.4)","(101.0, 790.0, 642.0)","(101.0, 300.0, 270.0)","(101.0, 990.0, 680.0)","(1.55, 1.64, 1.6114018691588785)","(21.0, 25.0, 25.5)","(7.5, 11.0, 10.742424242424242)","(21.0, 32.0, 32.215384615384615)","(101.0, 980.0, 656.0)"
16-12-2022 13:19:25.714919,"(13.0, 18.0, 17.645833333333332)","(9.0, 12.0, 11.881818181818183)","(21.0, 32.0, 32.028985507246375)","(21.0, 36.0, 35.06930693069307)","(61.0, 100.0, 82.5)","(101.0, 790.0, 700.0)","(101.0, 310.0, 250.76923076923077)","(101.0, 990.0, 776.6666666666667)","(1.55, 1.62, 1.6096787148594378)","(21.0, 26.0, 26.513513513513512)","(7.5, 11.0, 10.75912408759124)","(21.0, 34.0, 32.53164556962025)","(101.0, 980.0, 620.0)"
16-12-2022 13:19:27.222347,"(13.0, 18.0, 17.984848484848484)","(9.0, 12.5, 11.853932584269662)","(21.0, 34.0, 32.44)","(21.0, 36.0, 35.0)","(61.0, 85.0, 76.66666666666667)","(101.0, 790.0, 615.0)","(101.0, 310.0, 287.5)","(101.0, 980.0, 912.2222222222222)","(1.55, 1.61, 1.6078619528619529)","(21.0, 27.0, 26.5)","(7.5, 11.0, 10.83084577114428)","(21.0, 34.0, 32.71111111111111)","(101.0, 980.0, 597.5)"
16-12-2022 13:19:28.692479,"(14.0, 18.0, 18.10810810810811)","(10.0, 12.0, 11.726744186046512)","(21.0, 34.0, 32.48148148148148)","(26.0, 36.0, 34.9622641509434)","(61.0, 85.0, 82.72727272727273)","(101.0, 790.0, 722.0)","(101.0, 350.0, 286.0)","(101.0, 980.0, 720.0)","(1.5, 1.61, 1.5959685863874347)","(21.0, 27.0, 26.3125)","(7.5, 11.0, 10.465)","(21.0, 34.0, 32.770833333333336)","(101.0, 980.0, 620.0)"
16-12-2022 13:19:30.121271,"(14.0, 18.5, 18.10810810810811)","(10.0, 12.0, 11.81578947368421)","(21.0, 34.0, 33.38461538461539)","(26.0, 36.0, 36.395833333333336)","(61.0, 85.0, 83.75)","(101.0, 790.0, 573.3333333333334)","(101.0, 350.0, 343.3333333333333)","(101.0, 980.0, 860.0)","(1.5, 1.6, 1.6125816023738873)","(21.0, 27.0, 26.58490566037736)","(7.5, 10.5, 10.41005291005291)","(21.0, 34.0, 32.97560975609756)","(101.0, 980.0, 973.3333333333334)"
16-12-2022 13:19:31.610501,"(14.0, 19.0, 18.695945945945947)","(10.0, 12.0, 11.81578947368421)","(21.0, 34.0, 33.46987951807229)","(26.0, 38.0, 36.38775510204081)","(61.0, 85.0, 84.0909090909091)","(101.0, 800.0, 602.0)","(101.0, 350.0, 344.0)","(101.0, 1000.0, 832.0)","(1.5, 1.62, 1.612276657060519)","(21.0, 27.0, 26.58490566037736)","(7.5, 10.5, 10.41005291005291)","(21.0, 34.0, 32.97560975609756)","(101.0, 980.0, 973.3333333333334)"
16-12-2022 13:19:33.081595,"(14.0, 19.0, 18.695945945945947)","(10.0, 12.0, 11.761904761904763)","(21.0, 34.0, 33.88235294117647)","(26.0, 38.0, 36.339622641509436)","(61.0, 85.0, 84.0909090909091)","(101.0, 800.0, 602.0)","(101.0, 350.0, 344.0)","(101.0, 1000.0, 939.3333333333333)","(1.5, 1.62, 1.6106637168141593)","(21.0, 27.0, 26.618181818181817)","(7.5, 10.5, 10.211604095563139)","(21.0, 34.0, 32.97560975609756)","(101.0, 980.0, 973.3333333333334)"
16-12-2022 13:19:34.536465,"(14.0, 19.0, 18.758928571428573)","(10.0, 12.0, 11.789719626168225)","(21.0, 34.0, 33.88505747126437)","(26.0, 38.0, 36.339622641509436)","(61.0, 85.0, 84.0909090909091)","(101.0, 800.0, 534.2857142857143)","(101.0, 350.0, 344.0)","(101.0, 980.0, 939.3333333333333)","(1.5, 1.62, 1.6138248847926269)","(21.0, 27.0, 26.61111111111111)","(7.5, 10.5, 10.207357859531772)","(21.0, 34.0, 32.992)","(101.0, 980.0, 973.3333333333334)"
16-12-2022 13:19:35.998162,"(14.0, 18.5, 18.432692307692307)","(10.0, 12.0, 11.823529411764707)","(21.0, 34.0, 33.517857142857146)","(26.0, 38.0, 36.44444444444444)","(61.0, 85.0, 84.16666666666667)","(101.0, 800.0, 630.9090909090909)","(101.0, 350.0, 343.3333333333333)","(101.0, 980.0, 908.2352941176471)","(1.5, 1.62, 1.5934960367125575)","(21.0, 27.0, 27.208333333333332)","(7.5, 10.5, 10.244274809160306)","(21.0, 34.0, 33.136986301369866)","(101.0, 980.0, 973.3333333333334)"
16-12-2022 13:19:37.480283,"(14.0, 18.5, 18.438053097345133)","(10.0, 12.0, 11.842105263157896)","(21.0, 34.0, 33.5045871559633)","(26.0, 38.0, 36.51327433628319)","(61.0, 85.0, 80.88235294117646)","(101.0, 800.0, 650.0)","(101.0, 350.0, 346.0)","(101.0, 980.0, 941.875)","(1.5, 1.6, 1.594559721011334)","(21.0, 28.0, 27.366666666666667)","(7.5, 10.5, 10.253676470588236)","(21.0, 34.0, 33.16556291390729)","(101.0, 980.0, 973.3333333333334)"
16-12-2022 13:19:38.926771,"(14.0, 18.5, 18.41304347826087)","(10.0, 12.0, 11.823170731707316)","(21.0, 34.0, 33.532710280373834)","(26.0, 38.0, 36.42962962962963)","(61.0, 85.0, 80.0)","(101.0, 800.0, 582.5)","(101.0, 350.0, 382.0)","(101.0, 980.0, 908.2352941176471)","(1.5, 1.6, 1.5989945355191257)","(21.0, 28.0, 27.657894736842106)","(7.5, 10.5, 10.218487394957982)","(21.0, 34.0, 33.00787401574803)","(101.0, 980.0, 973.3333333333334)"
16-12-2022 13:19:40.384130,"(14.0, 18.5, 18.436781609195403)","(10.0, 12.0, 11.795121951219512)","(21.0, 34.0, 33.72649572649573)","(26.0, 38.0, 36.42424242424242)","(61.0, 85.0, 80.26315789473684)","(101.0, 800.0, 675.0)","(101.0, 410.0, 370.0)","(101.0, 980.0, 886.1538461538461)","(1.5, 1.6, 1.5833589315525878)","(21.0, 28.0, 28.083333333333332)","(7.5, 10.5, 10.211077844311378)","(21.0, 34.0, 33.03225806451613)","(101.0, 980.0, 973.3333333333334)"
16-12-2022 13:19:41.793283,"(14.0, 18.5, 18.628099173553718)","(10.0, 12.0, 11.855263157894736)","(21.0, 34.0, 33.91228070175438)","(26.0, 38.0, 36.66233766233766)","(61.0, 85.0, 82.75)","(101.0, 800.0, 783.3333333333334)","(101.0, 400.0, 367.27272727272725)","(101.0, 980.0, 912.2222222222222)","(1.5, 1.6, 1.5850736781277088)","(21.0, 29.0, 27.73846153846154)","(7.5, 10.5, 10.288753799392097)","(21.0, 34.0, 33.2)","(101.0, 980.0, 973.3333333333334)"
16-12-2022 13:19:43.252814,"(14.0, 19.0, 18.755434782608695)","(10.0, 12.0, 11.866822429906541)","(21.0, 34.0, 33.885714285714286)","(26.0, 38.0, 36.69620253164557)","(61.0, 85.0, 82.0)","(101.0, 800.0, 783.3333333333334)","(101.0, 400.0, 386.6666666666667)","(101.0, 980.0, 690.0)","(1.5, 1.6, 1.5873647984267454)","(21.0, 28.0, 27.115384615384617)","(7.5, 10.5, 10.336231884057971)","(21.0, 34.0, 32.822429906542055)","(101.0, 980.0, 973.3333333333334)"
16-12-2022 13:19:44.659879,"(14.0, 19.0, 18.864406779661017)","(10.0, 12.0, 11.872037914691942)","(21.0, 34.0, 33.23809523809524)","(26.0, 38.0, 36.694117647058825)","(61.0, 85.0, 83.07692307692308)","(101.0, 800.0, 783.3333333333334)","(101.0, 410.0, 390.0)","(101.0, 980.0, 680.0)","(1.5, 1.59, 1.5884167424931757)","(21.0, 28.0, 27.195121951219512)","(7.5, 10.5, 10.353372434017595)","(21.0, 34.0, 32.857142857142854)","(101.0, 980.0, 892.0)"
16-12-2022 13:19:46.104419,"(14.0, 19.5, 19.097560975609756)","(10.0, 12.0, 11.882936507936508)","(21.0, 34.0, 33.6)","(26.0, 38.0, 36.68604651162791)","(61.0, 85.0, 83.07692307692308)","(101.0, 800.0, 783.3333333333334)","(101.0, 410.0, 390.0)","(101.0, 980.0, 680.0)","(1.5, 1.59, 1.5877815993121238)","(21.0, 28.0, 27.03921568627451)","(7.5, 10.5, 10.357692307692307)","(21.0, 34.0, 32.768)","(101.0, 980.0, 892.0)"
16-12-2022 13:19:47.530389,"(14.0, 19.5, 19.07843137254902)","(10.0, 12.0, 11.882936507936508)","(21.0, 34.0, 33.75)","(26.0, 38.0, 36.76502732240437)","(61.0, 85.0, 83.61111111111111)","(101.0, 800.0, 783.3333333333334)","(101.0, 410.0, 390.0)","(101.0, 980.0, 735.0)","(1.5, 1.59, 1.588271103896104)","(21.0, 28.0, 27.142857142857142)","(7.5, 10.5, 10.318556701030928)","(21.0, 34.0, 32.99346405228758)","(101.0, 980.0, 860.0)"
16-12-2022 13:19:49.035329,"(14.0, 19.5, 19.20138888888889)","(10.0, 12.0, 11.877952755905511)","(21.0, 34.0, 33.82222222222222)","(26.0, 38.0, 36.76842105263158)","(61.0, 85.0, 83.6842105263158)","(101.0, 800.0, 783.3333333333334)","(101.0, 410.0, 390.0)","(101.0, 980.0, 735.0)","(1.5, 1.59, 1.591774851050486)","(21.0, 28.0, 27.16393442622951)","(7.5, 10.5, 10.315964523281597)","(21.0, 34.0, 33.00636942675159)","(101.0, 980.0, 860.0)"
16-12-2022 13:19:50.645289,"(14.0, 19.5, 19.28813559322034)","(10.0, 12.0, 11.880566801619434)","(21.0, 34.0, 33.95)","(26.0, 38.0, 36.81818181818182)","(61.0, 85.0, 83.86363636363636)","(101.0, 800.0, 783.3333333333334)","(101.0, 410.0, 390.0)","(101.0, 980.0, 735.0)","(1.5, 1.6, 1.5927356130108425)","(21.0, 28.0, 27.1)","(7.5, 10.5, 10.315144766146993)","(21.0, 34.0, 33.0609756097561)","(101.0, 980.0, 860.0)"
16-12-2022 13:19:52.220533,"(14.0, 19.5, 19.369791666666668)","(10.0, 12.0, 11.901006711409396)","(21.0, 34.0, 33.45454545454545)","(26.0, 38.0, 36.880382775119614)","(61.0, 85.0, 83.0)","(101.0, 800.0, 783.3333333333334)","(101.0, 410.0, 395.0)","(101.0, 980.0, 935.0)","(1.5, 1.6, 1.5956984585741811)","(21.0, 28.0, 26.88888888888889)","(7.5, 10.5, 10.324524312896406)","(21.0, 34.0, 33.12)","(101.0, 980.0, 913.3333333333334)"
16-12-2022 13:19:53.849495,"(14.0, 19.5, 19.369791666666668)","(10.0, 12.0, 13.22191011235955)","(21.0, 34.0, 33.479674796747965)","(26.0, 38.0, 36.89622641509434)","(61.0, 85.0, 81.33333333333333)","(101.0, 800.0, 726.6666666666666)","(101.0, 410.0, 395.0)","(101.0, 980.0, 940.0)","(1.5, 1.6, 1.5974625550660795)","(21.0, 27.0, 26.772727272727273)","(7.5, 10.5, 10.310538116591928)","(21.0, 34.0, 33.10982658959538)","(101.0, 980.0, 916.6666666666666)"
16-12-2022 13:19:55.550976,"(14.0, 19.5, 19.445652173913043)","(10.0, 13.5, 12.607758620689655)","(21.0, 34.0, 32.56603773584906)","(26.0, 38.0, 36.89201877934272)","(61.0, 85.0, 77.3170731707317)","(101.0, 800.0, 720.0)","(101.0, 410.0, 395.0)","(101.0, 990.0, 912.0)","(1.5, 1.6, 1.5979638637943017)","(21.0, 27.0, 24.913793103448278)","(7.5, 10.5, 10.261904761904763)","(21.0, 34.0, 33.11363636363637)","(101.0, 990.0, 916.6666666666666)"
16-12-2022 13:19:57.122979,"(14.0, 19.5, 19.445652173913043)","(10.0, 13.0, 12.458937198067632)","(21.0, 34.0, 31.82051282051282)","(26.0, 38.0, 36.932126696832576)","(61.0, 80.0, 75.55555555555556)","(101.0, 800.0, 720.0)","(101.0, 410.0, 398.0)","(101.0, 1000.0, 940.0)","(1.5, 1.6, 1.5987500000000001)","(21.0, 25.0, 24.945205479452056)","(7.5, 10.5, 10.274526678141136)","(21.0, 34.0, 33.16577540106952)","(101.0, 990.0, 916.6666666666666)"
16-12-2022 13:19:58.730562,"(14.0, 19.5, 19.486607142857142)","(10.0, 13.0, 12.375968992248062)","(21.0, 32.0, 31.72340425531915)","(26.0, 38.0, 36.97391304347826)","(61.0, 80.0, 75.9090909090909)","(101.0, 800.0, 720.0)","(101.0, 410.0, 400.0)","(101.0, 990.0, 935.0)","(1.5, 1.6, 1.6065315315315316)","(21.0, 25.0, 24.897727272727273)","(7.5, 10.5, 10.286296900489397)","(21.0, 34.0, 33.21465968586387)","(101.0, 990.0, 916.6666666666666)"
16-12-2022 13:20:00.453102,"(14.0, 19.5, 19.486607142857142)","(10.0, 12.5, 12.445945945945946)","(21.0, 32.0, 31.705263157894738)","(26.0, 38.0, 36.97391304347826)","(61.0, 80.0, 76.42857142857143)","(101.0, 800.0, 745.0)","(101.0, 410.0, 400.0)","(101.0, 990.0, 935.0)","(1.5, 1.61, 1.5964386422976502)","(21.0, 25.0, 24.9875)","(7.5, 10.5, 10.285031847133759)","(21.0, 34.0, 33.21465968586387)","(101.0, 990.0, 916.6666666666666)"
