,American Russ,Ebony King,Hanibal Hero,Mahjing,Dirty Grin,Gringotts,Shakattak,Tapin Three,Terrestar
11-01-2023 15:43:13.242279,"(71.0, 140.0, 127.5)","(14.0, 18.5, 18.11111111111111)","(21.0, 27.0, 25.689655172413794)","(101.0, 220.0, 201.33333333333334)","(9.0, 12.5, 12.326086956521738)","(4.0, 4.7, 4.695535714285715)","(5.0, 5.8, 5.657534246575342)","(2.7, 3.2, 3.1826498422712937)","(8.0, 9.6, 9.229473684210525)"
11-01-2023 15:43:14.841235,"(71.0, 140.0, 127.5)","(14.0, 18.5, 18.11111111111111)","(21.0, 27.0, 25.689655172413794)","(101.0, 220.0, 201.33333333333334)","(9.0, 12.5, 12.326086956521738)","(4.0, 4.7, 4.695535714285715)","(5.0, 5.8, 5.6684782608695645)","(2.7, 3.2, 3.1847645429362883)","(8.0, 9.6, 9.265486725663717)"
11-01-2023 15:43:16.308230,"(71.0, 140.0, 127.5)","(14.0, 18.5, 17.944444444444443)","(21.0, 27.0, 25.142857142857142)","(101.0, 220.0, 201.33333333333334)","(9.0, 12.5, 12.326086956521738)","(4.0, 4.7, 4.695535714285715)","(5.0, 5.8, 5.672)","(2.7, 3.2, 3.1847645429362883)","(8.0, 9.4, 9.275229357798166)"
11-01-2023 15:43:17.691932,"(71.0, 140.0, 127.5)","(14.0, 18.5, 17.944444444444443)","(21.0, 27.0, 25.25)","(101.0, 220.0, 201.33333333333334)","(9.0, 12.5, 12.326086956521738)","(4.0, 4.7, 4.714358974358974)","(5.0, 5.8, 5.672)","(2.7, 3.2, 3.196309963099631)","(8.0, 9.4, 9.275229357798166)"
11-01-2023 15:43:18.967728,"(71.0, 140.0, 127.5)","(14.0, 18.5, 17.944444444444443)","(21.0, 26.0, 25.25)","(101.0, 220.0, 201.33333333333334)","(9.0, 12.5, 12.326086956521738)","(4.0, 4.8, 4.71039603960396)","(5.0, 5.8, 5.672)","(2.7, 3.2, 3.196309963099631)","(8.0, 9.4, 9.275229357798166)"
11-01-2023 15:43:20.341549,"(71.0, 140.0, 127.5)","(14.0, 18.5, 18.166666666666668)","(21.0, 26.0, 25.24)","(101.0, 220.0, 201.33333333333334)","(9.0, 12.5, 12.326086956521738)","(4.0, 4.8, 4.71039603960396)","(5.0, 5.8, 5.672)","(2.7, 3.2, 3.1956709956709957)","(8.0, 9.4, 9.275229357798166)"
11-01-2023 15:43:21.737025,"(71.0, 140.0, 127.5)","(14.0, 18.5, 18.051724137931036)","(21.0, 27.0, 25.20689655172414)","(101.0, 220.0, 201.33333333333334)","(9.0, 12.5, 12.326086956521738)","(4.0, 4.8, 4.704736842105262)","(5.0, 5.8, 5.682051282051282)","(2.7, 3.2, 3.189365671641791)","(8.0, 9.4, 9.275229357798166)"
11-01-2023 15:43:23.293395,"(71.0, 140.0, 127.5)","(14.0, 18.5, 18.19047619047619)","(21.0, 27.0, 25.20689655172414)","(101.0, 220.0, 201.33333333333334)","(9.0, 12.5, 12.326086956521738)","(4.0, 4.8, 4.68735632183908)","(5.0, 5.7, 5.7164179104477615)","(2.7, 3.2, 3.2237209302325582)","(8.0, 9.4, 9.26086956521739)"
11-01-2023 15:43:24.847490,"(71.0, 140.0, 127.5)","(14.0, 18.5, 18.19047619047619)","(21.0, 27.0, 25.20689655172414)","(101.0, 220.0, 201.33333333333334)","(9.0, 12.5, 12.326086956521738)","(4.0, 4.7, 4.68735632183908)","(5.0, 5.8, 5.7164179104477615)","(2.7, 3.25, 3.2274900398406374)","(8.0, 9.4, 9.254237288135593)"
11-01-2023 15:43:26.383036,"(71.0, 140.0, 127.5)","(14.0, 18.5, 18.321428571428573)","(21.0, 27.0, 25.20689655172414)","(101.0, 220.0, 201.33333333333334)","(9.0, 12.5, 12.326086956521738)","(4.0, 4.7, 4.68735632183908)","(5.0, 5.8, 5.707438016528926)","(2.7, 3.25, 3.226538461538462)","(8.0, 9.4, 8.977981651376147)"
11-01-2023 15:43:28.094550,"(71.0, 140.0, 127.5)","(14.0, 18.5, 18.321428571428573)","(21.0, 27.0, 25.285714285714285)","(101.0, 220.0, 201.33333333333334)","(9.0, 12.5, 12.326086956521738)","(4.0, 4.7, 4.685526315789474)","(5.0, 5.8, 5.707438016528926)","(2.7, 3.25, 3.225650557620818)","(8.0, 9.0, 8.977981651376147)"
11-01-2023 15:43:29.598076,"(71.0, 140.0, 127.5)","(14.0, 18.5, 18.321428571428573)","(21.0, 27.0, 25.285714285714285)","(101.0, 220.0, 201.33333333333334)","(9.0, 12.5, 12.326086956521738)","(4.0, 4.7, 4.6753623188405795)","(5.0, 5.8, 5.652892561983471)","(2.7, 3.25, 3.225650557620818)","(8.0, 9.0, 9.128205128205128)"
11-01-2023 15:43:31.102523,"(71.0, 140.0, 127.5)","(14.0, 18.5, 17.75)","(21.0, 27.0, 25.285714285714285)","(101.0, 220.0, 201.33333333333334)","(9.0, 12.5, 12.326086956521738)","(4.0, 4.8, 4.686470588235294)","(5.0, 5.7, 5.652892561983471)","(2.7, 3.25, 3.225650557620818)","(8.0, 9.2, 9.128205128205128)"
11-01-2023 15:43:32.548354,"(71.0, 140.0, 127.5)","(14.0, 18.0, 17.78082191780822)","(21.0, 27.0, 25.3)","(101.0, 220.0, 201.33333333333334)","(9.0, 12.5, 12.326086956521738)","(4.0, 4.7, 4.686470588235294)","(5.0, 5.7, 5.652892561983471)","(2.7, 3.25, 3.225375939849624)","(8.0, 9.2, 9.128205128205128)"
11-01-2023 15:43:33.957535,"(71.0, 140.0, 127.5)","(14.0, 18.0, 17.529411764705884)","(21.0, 27.0, 26.22222222222222)","(101.0, 220.0, 201.33333333333334)","(9.0, 12.5, 12.480263157894736)","(4.0, 4.7, 4.476)","(5.0, 5.7, 5.684782608695652)","(2.7, 3.25, 3.240858208955224)","(8.0, 9.2, 9.277777777777777)"
11-01-2023 15:43:35.283626,"(71.0, 140.0, 127.5)","(14.0, 18.0, 17.52777777777778)","(21.0, 27.0, 25.38095238095238)","(101.0, 220.0, 201.33333333333334)","(9.0, 12.5, 12.631868131868131)","(4.0, 4.5, 4.4638629283489095)","(5.0, 5.7, 5.766129032258064)","(2.7, 3.25, 3.235590277777778)","(8.0, 9.4, 9.245454545454544)"
11-01-2023 15:43:36.869235,"(71.0, 140.0, 127.5)","(14.0, 18.0, 17.52)","(21.0, 27.0, 25.595744680851062)","(101.0, 220.0, 201.33333333333334)","(9.0, 13.0, 12.63953488372093)","(4.0, 4.5, 4.464174454828661)","(5.0, 5.8, 5.766129032258064)","(2.7, 3.25, 3.235590277777778)","(8.0, 9.4, 9.245454545454544)"
11-01-2023 15:43:38.509504,"(71.0, 140.0, 128.88888888888889)","(14.0, 18.0, 17.52)","(21.0, 27.0, 25.5)","(101.0, 220.0, 201.33333333333334)","(9.0, 13.0, 12.63953488372093)","(4.0, 4.5, 4.469830508474576)","(5.0, 5.8, 5.766129032258064)","(2.7, 3.25, 3.232563025210084)","(8.0, 9.4, 9.245454545454544)"
11-01-2023 15:43:40.047862,"(71.0, 140.0, 128.88888888888889)","(14.0, 18.0, 17.52)","(21.0, 27.0, 25.214285714285715)","(101.0, 220.0, 201.33333333333334)","(9.0, 13.0, 12.63953488372093)","(4.0, 4.5, 4.473590504451039)","(5.0, 5.8, 5.766129032258064)","(2.7, 3.25, 3.232563025210084)","(8.0, 9.4, 9.245454545454544)"
11-01-2023 15:43:41.582663,"(71.0, 140.0, 127.5)","(14.0, 18.0, 17.52)","(21.0, 27.0, 25.1875)","(101.0, 220.0, 201.33333333333334)","(9.0, 13.0, 12.63953488372093)","(4.0, 4.5, 4.505235602094241)","(5.0, 5.8, 5.766129032258064)","(2.7, 3.25, 3.225)","(8.0, 9.4, 9.245454545454544)"
11-01-2023 15:43:43.108183,"(71.0, 140.0, 127.5)","(14.0, 18.0, 17.516666666666666)","(21.0, 27.0, 25.375)","(101.0, 220.0, 201.33333333333334)","(9.0, 13.0, 12.63953488372093)","(4.0, 4.6, 4.472563176895307)","(5.0, 5.8, 5.766129032258064)","(2.7, 3.25, 3.2275675675675677)","(8.0, 9.4, 9.324324324324325)"
11-01-2023 15:43:44.571062,"(71.0, 140.0, 127.5)","(14.0, 18.0, 17.516666666666666)","(21.0, 26.0, 25.375)","(101.0, 220.0, 201.33333333333334)","(9.0, 13.0, 12.63953488372093)","(4.0, 4.5, 4.472563176895307)","(5.0, 5.8, 5.766129032258064)","(2.7, 3.25, 3.2275675675675677)","(8.0, 9.4, 9.324324324324325)"
11-01-2023 15:43:45.943469,"(71.0, 140.0, 128.88888888888889)","(14.0, 18.0, 17.641975308641975)","(21.0, 26.0, 25.375)","(101.0, 220.0, 201.33333333333334)","(9.0, 13.0, 12.63953488372093)","(4.0, 4.5, 4.472563176895307)","(5.0, 5.8, 5.766129032258064)","(2.7, 3.25, 3.236285714285714)","(8.0, 9.4, 9.277966101694915)"
11-01-2023 15:43:47.332914,"(71.0, 140.0, 128.88888888888889)","(14.0, 18.0, 17.694736842105264)","(21.0, 26.0, 25.375)","(101.0, 220.0, 201.33333333333334)","(9.0, 13.0, 12.63953488372093)","(4.0, 4.5, 4.472563176895307)","(5.0, 5.8, 5.766129032258064)","(2.7, 3.25, 3.236285714285714)","(8.0, 9.6, 9.314285714285713)"
11-01-2023 15:43:48.734823,"(71.0, 140.0, 127.5)","(14.0, 18.0, 17.694736842105264)","(21.0, 26.0, 25.375)","(101.0, 220.0, 201.33333333333334)","(9.0, 13.0, 12.63953488372093)","(4.0, 4.5, 4.472563176895307)","(5.0, 5.8, 5.766129032258064)","(2.7, 3.25, 3.236046511627907)","(8.0, 9.6, 9.321739130434782)"
11-01-2023 15:43:50.077492,"(71.0, 140.0, 128.88888888888889)","(14.0, 18.0, 17.458333333333332)","(21.0, 26.0, 25.375)","(101.0, 220.0, 201.33333333333334)","(9.0, 13.0, 12.63953488372093)","(4.0, 4.5, 4.472563176895307)","(5.0, 5.8, 5.766129032258064)","(2.7, 3.25, 3.236046511627907)","(8.0, 9.6, 9.321739130434782)"
11-01-2023 15:43:51.495825,"(71.0, 140.0, 128.88888888888889)","(14.0, 17.5, 17.7)","(21.0, 26.0, 25.375)","(101.0, 220.0, 201.33333333333334)","(9.0, 13.0, 12.63953488372093)","(4.0, 4.5, 4.472563176895307)","(5.0, 5.8, 5.766129032258064)","(2.7, 3.25, 3.237125748502994)","(8.0, 9.6, 9.389473684210525)"
11-01-2023 15:43:53.010006,"(71.0, 140.0, 128.88888888888889)","(15.0, 18.0, 17.77173913043478)","(21.0, 26.0, 25.375)","(101.0, 220.0, 201.33333333333334)","(10.0, 13.0, 12.63953488372093)","(4.0, 4.5, 4.472563176895307)","(5.0, 5.8, 5.766129032258064)","(2.7, 3.25, 3.237125748502994)","(8.0, 9.6, 9.40722891566265)"
11-01-2023 15:43:54.455678,"(71.0, 140.0, 123.33333333333333)","(15.0, 18.0, 17.77173913043478)","(21.0, 26.0, 25.61904761904762)","(101.0, 220.0, 201.33333333333334)","(10.0, 13.0, 13.223684210526315)","(4.0, 4.5, 4.4804)","(5.0, 5.8, 5.766129032258064)","(2.7, 3.25, 3.256271777003484)","(8.0, 9.6, 9.40722891566265)"
11-01-2023 15:43:55.851427,"(71.0, 140.0, 123.33333333333333)","(15.0, 18.0, 17.60377358490566)","(21.0, 26.0, 25.61904761904762)","(101.0, 220.0, 201.33333333333334)","(10.0, 13.5, 13.648148148148149)","(4.0, 4.5, 4.483402489626556)","(5.0, 5.8, 5.704545454545455)","(2.7, 3.3, 3.247272727272727)","(8.0, 9.6, 9.383783783783784)"
11-01-2023 15:43:57.290973,"(71.0, 140.0, 123.33333333333333)","(15.0, 18.0, 17.4)","(21.0, 26.0, 25.61904761904762)","(101.0, 220.0, 201.33333333333334)","(10.0, 14.0, 13.75)","(4.0, 4.5, 4.483402489626556)","(5.0, 5.8, 5.704545454545455)","(2.7, 3.25, 3.247272727272727)","(8.0, 9.6, 9.39568345323741)"
11-01-2023 15:43:58.745730,"(71.0, 140.0, 123.33333333333333)","(15.0, 17.5, 17.4)","(21.0, 26.0, 25.61904761904762)","(101.0, 220.0, 201.33333333333334)","(10.0, 14.0, 13.75)","(4.0, 4.5, 4.483402489626556)","(5.0, 5.8, 5.704545454545455)","(2.7, 3.25, 3.2369565217391303)","(8.0, 9.6, 9.343333333333334)"
11-01-2023 15:44:00.248032,"(71.0, 140.0, 123.33333333333333)","(15.0, 17.5, 17.4)","(21.0, 26.0, 25.61904761904762)","(101.0, 220.0, 201.33333333333334)","(10.0, 14.0, 13.86111111111111)","(4.0, 4.5, 4.482142857142858)","(5.0, 5.8, 5.704545454545455)","(2.7, 3.25, 3.2369565217391303)","(8.0, 9.4, 9.343333333333334)"
11-01-2023 15:44:01.797968,"(71.0, 140.0, 123.33333333333333)","(15.0, 17.5, 17.375)","(21.0, 26.0, 25.61904761904762)","(101.0, 220.0, 201.33333333333334)","(10.0, 14.0, 13.647058823529411)","(4.0, 4.5, 4.489830508474577)","(5.0, 5.8, 5.704545454545455)","(2.7, 3.25, 3.2369565217391303)","(8.0, 9.4, 9.343333333333334)"
11-01-2023 15:44:03.265323,"(71.0, 140.0, 123.33333333333333)","(15.0, 17.5, 17.375)","(21.0, 26.0, 25.61904761904762)","(101.0, 220.0, 201.33333333333334)","(10.0, 14.0, 13.647058823529411)","(4.0, 4.5, 4.489830508474577)","(5.0, 5.8, 5.704545454545455)","(2.7, 3.25, 3.2426829268292683)","(8.0, 9.4, 9.343333333333334)"
11-01-2023 15:44:04.777336,"(71.0, 140.0, 123.33333333333333)","(15.0, 17.5, 17.334862385321102)","(21.0, 26.0, 25.764705882352942)","(101.0, 220.0, 201.33333333333334)","(10.0, 14.0, 13.647058823529411)","(4.0, 4.5, 4.487421383647799)","(5.0, 5.8, 5.704545454545455)","(2.7, 3.25, 3.244871794871795)","(8.0, 9.4, 9.343333333333334)"
11-01-2023 15:44:06.124496,"(71.0, 140.0, 123.33333333333333)","(15.0, 17.5, 17.225)","(21.0, 26.0, 26.3125)","(101.0, 220.0, 201.33333333333334)","(10.0, 14.0, 13.75)","(4.0, 4.5, 4.482248520710059)","(5.0, 5.8, 5.704545454545455)","(2.7, 3.25, 3.236231884057971)","(8.0, 9.4, 9.343333333333334)"
11-01-2023 15:44:07.591369,"(71.0, 140.0, 120.0)","(15.0, 18.0, 17.270588235294117)","(21.0, 27.0, 25.5)","(101.0, 220.0, 201.33333333333334)","(10.0, 14.0, 13.85)","(4.0, 4.5, 4.482248520710059)","(5.0, 5.8, 5.704545454545455)","(2.7, 3.25, 3.216334164588529)","(8.0, 9.4, 9.350877192982455)"
11-01-2023 15:44:09.155568,"(71.0, 140.0, 120.0)","(15.0, 18.0, 17.270588235294117)","(21.0, 26.0, 25.5)","(101.0, 220.0, 201.33333333333334)","(10.0, 14.0, 13.8)","(4.0, 4.5, 4.482248520710059)","(5.0, 5.8, 5.704545454545455)","(2.7, 3.25, 3.208590308370044)","(8.0, 9.4, 9.350877192982455)"
11-01-2023 15:44:10.639511,"(71.0, 140.0, 120.0)","(15.0, 18.0, 17.270588235294117)","(21.0, 26.0, 25.5)","(101.0, 220.0, 201.33333333333334)","(10.0, 14.0, 13.68421052631579)","(4.0, 4.5, 4.495205479452054)","(5.0, 5.8, 5.704545454545455)","(2.7, 3.25, 3.2098859315589356)","(8.0, 9.4, 9.350877192982455)"
11-01-2023 15:44:12.297226,"(71.0, 140.0, 116.92307692307692)","(15.0, 18.0, 17.270588235294117)","(21.0, 26.0, 26.066666666666666)","(101.0, 220.0, 201.33333333333334)","(10.0, 14.0, 13.638297872340425)","(4.0, 4.5, 4.490259740259741)","(5.0, 5.8, 5.704545454545455)","(2.7, 3.25, 3.2307359307359307)","(8.0, 9.4, 9.350877192982455)"
11-01-2023 15:44:14.483132,"(71.0, 140.0, 116.92307692307692)","(15.0, 18.0, 17.373737373737374)","(21.0, 27.0, 26.38888888888889)","(101.0, 220.0, 201.33333333333334)","(10.0, 14.0, 13.377777777777778)","(4.0, 4.5, 4.48855421686747)","(5.0, 5.8, 5.759615384615385)","(2.7, 3.25, 3.2457627118644066)","(8.0, 9.4, 9.099186991869919)"
11-01-2023 15:44:16.126465,"(71.0, 140.0, 123.33333333333333)","(15.0, 18.0, 17.42156862745098)","(21.0, 27.0, 26.38888888888889)","(101.0, 220.0, 201.33333333333334)","(10.0, 13.5, 13.377777777777778)","(4.0, 4.5, 4.479891304347826)","(5.0, 5.8, 5.759615384615385)","(2.7, 3.2, 3.176865671641791)","(8.0, 9.2, 9.056410256410256)"
11-01-2023 15:44:17.626410,"(71.0, 140.0, 123.33333333333333)","(15.0, 18.0, 17.677419354838708)","(21.0, 27.0, 26.45)","(101.0, 220.0, 201.33333333333334)","(10.0, 13.5, 13.693877551020408)","(4.0, 4.5, 4.498)","(5.0, 5.8, 5.83)","(2.7, 3.2, 3.1696656050955414)","(8.0, 9.2, 9.035460992907801)"
11-01-2023 15:44:19.114239,"(71.0, 140.0, 105.71428571428572)","(15.0, 18.0, 17.630434782608695)","(21.0, 27.0, 26.38888888888889)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.772727272727273)","(4.0, 4.5, 4.488)","(5.0, 5.9, 5.85)","(2.7, 3.2, 3.1671019900497512)","(8.0, 9.2, 9.101754385964911)"
11-01-2023 15:44:20.641777,"(71.0, 120.0, 101.81818181818181)","(15.0, 18.0, 17.630434782608695)","(21.0, 27.0, 26.38888888888889)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.75)","(4.0, 4.6, 4.507563025210084)","(5.0, 5.9, 5.828205128205128)","(2.7, 3.2, 3.1468009478672987)","(8.0, 9.2, 9.109677419354838)"
11-01-2023 15:44:22.012095,"(71.0, 120.0, 97.77777777777777)","(15.0, 18.0, 17.630434782608695)","(21.0, 27.0, 26.38888888888889)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.69811320754717)","(4.0, 4.6, 4.503463203463204)","(5.0, 5.9, 5.846153846153846)","(2.7, 3.15, 3.1585507246376814)","(8.0, 9.2, 9.104273504273504)"
11-01-2023 15:44:23.522844,"(71.0, 120.0, 97.77777777777777)","(15.0, 18.0, 17.630434782608695)","(21.0, 27.0, 26.38888888888889)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.68)","(4.0, 4.6, 4.5055084745762715)","(5.0, 5.9, 5.8621621621621625)","(2.7, 3.2, 3.157248520710059)","(8.0, 9.2, 9.104273504273504)"
11-01-2023 15:44:24.820692,"(71.0, 120.0, 97.77777777777777)","(15.0, 18.0, 17.630434782608695)","(21.0, 27.0, 26.38888888888889)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.68)","(4.0, 4.6, 4.5055084745762715)","(5.0, 5.9, 5.874418604651163)","(2.7, 3.2, 3.157248520710059)","(8.0, 9.2, 9.032835820895523)"
11-01-2023 15:44:26.231529,"(71.0, 120.0, 97.77777777777777)","(15.0, 18.0, 17.666666666666668)","(21.0, 27.0, 26.38888888888889)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.644444444444444)","(4.0, 4.6, 4.5055084745762715)","(5.0, 5.9, 5.833333333333333)","(2.7, 3.2, 3.1538338658146965)","(8.0, 9.2, 9.138983050847457)"
11-01-2023 15:44:27.968643,"(71.0, 120.0, 97.77777777777777)","(15.0, 18.0, 17.666666666666668)","(21.0, 27.0, 26.38888888888889)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.604166666666666)","(4.0, 4.6, 4.5055084745762715)","(5.0, 5.9, 5.851111111111112)","(2.7, 3.2, 3.180503597122302)","(8.0, 9.2, 9.18021978021978)"
11-01-2023 15:44:29.576042,"(71.0, 120.0, 97.77777777777777)","(15.0, 18.0, 17.666666666666668)","(21.0, 27.0, 26.38888888888889)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.604166666666666)","(4.0, 4.6, 4.5055084745762715)","(5.0, 5.9, 5.851111111111112)","(2.7, 3.2, 3.180503597122302)","(8.0, 9.4, 9.18021978021978)"
11-01-2023 15:44:31.091772,"(71.0, 120.0, 96.875)","(15.0, 18.0, 17.666666666666668)","(21.0, 26.0, 26.5)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.644444444444444)","(4.0, 4.6, 4.521978021978022)","(5.0, 5.9, 5.851111111111112)","(2.7, 3.2, 3.180503597122302)","(8.0, 9.4, 9.18021978021978)"
11-01-2023 15:44:32.533439,"(71.0, 110.0, 96.875)","(15.0, 18.0, 17.666666666666668)","(21.0, 27.0, 26.5)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.644444444444444)","(4.0, 4.6, 4.5239043824701195)","(5.0, 5.9, 5.851111111111112)","(2.7, 3.2, 3.180503597122302)","(8.0, 9.4, 9.18021978021978)"
11-01-2023 15:44:33.983942,"(71.0, 110.0, 96.875)","(15.0, 18.0, 17.46875)","(21.0, 27.0, 26.5)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.644444444444444)","(4.0, 4.6, 4.532028469750889)","(5.0, 5.9, 5.851111111111112)","(2.7, 3.2, 3.1825652841781875)","(8.0, 9.4, 9.18021978021978)"
11-01-2023 15:44:35.501394,"(71.0, 110.0, 96.875)","(15.0, 17.5, 17.46875)","(21.0, 27.0, 26.5)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.644444444444444)","(4.0, 4.6, 4.5347490347490345)","(5.0, 5.9, 5.838888888888889)","(2.7, 3.2, 3.185496794871795)","(8.0, 9.4, 9.174193548387096)"
11-01-2023 15:44:36.879211,"(71.0, 110.0, 92.22222222222223)","(15.0, 17.5, 17.818181818181817)","(21.0, 27.0, 26.5)","(101.0, 220.0, 203.2)","(10.0, 14.0, 13.789473684210526)","(4.0, 4.6, 4.5347490347490345)","(5.0, 5.9, 5.838888888888889)","(2.7, 3.2, 3.1850413223140497)","(8.0, 9.2, 9.171084337349397)"
11-01-2023 15:44:38.333684,"(71.0, 110.0, 92.22222222222223)","(15.0, 18.0, 17.5625)","(21.0, 27.0, 26.5)","(101.0, 220.0, 203.2)","(10.0, 14.0, 13.789473684210526)","(4.0, 4.6, 4.5347490347490345)","(5.0, 5.9, 5.838888888888889)","(2.7, 3.2, 3.1850413223140497)","(8.0, 9.2, 9.171084337349397)"
11-01-2023 15:44:39.721068,"(71.0, 110.0, 92.22222222222223)","(15.0, 18.0, 17.5625)","(21.0, 27.0, 26.5)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.789473684210526)","(4.0, 4.6, 4.5347490347490345)","(5.0, 5.9, 5.86140350877193)","(2.7, 3.2, 3.182371794871795)","(8.0, 9.2, 9.289655172413793)"
11-01-2023 15:44:41.086098,"(71.0, 110.0, 92.22222222222223)","(15.0, 18.0, 17.5625)","(21.0, 27.0, 26.5)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.789473684210526)","(4.0, 4.6, 4.5347490347490345)","(5.0, 5.9, 5.845)","(2.7, 3.2, 3.1813664596273292)","(8.0, 9.4, 9.263366336633663)"
11-01-2023 15:44:42.553336,"(71.0, 110.0, 92.0)","(15.0, 18.0, 17.563636363636363)","(21.0, 27.0, 26.5)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.789473684210526)","(4.0, 4.6, 4.539857651245551)","(5.0, 5.9, 5.86764705882353)","(2.7, 3.2, 3.1813664596273292)","(8.0, 9.4, 9.26930693069307)"
11-01-2023 15:44:44.000710,"(71.0, 100.0, 92.0)","(15.0, 18.0, 17.563636363636363)","(21.0, 27.0, 26.5)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.789473684210526)","(4.0, 4.6, 4.539857651245551)","(5.0, 5.9, 5.8351145038167935)","(2.7, 3.2, 3.1813374805598755)","(8.0, 9.4, 9.292093023255815)"
11-01-2023 15:44:45.554998,"(71.0, 110.0, 92.22222222222223)","(15.0, 18.0, 17.894736842105264)","(21.0, 27.0, 26.5)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.789473684210526)","(4.0, 4.6, 4.537662337662337)","(5.0, 6.0, 5.834848484848485)","(2.7, 3.2, 3.184172077922078)","(8.0, 9.4, 9.288073394495413)"
11-01-2023 15:44:47.161664,"(71.0, 110.0, 92.22222222222223)","(15.0, 18.0, 17.894736842105264)","(21.0, 27.0, 26.5)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.789473684210526)","(4.0, 4.6, 4.537662337662337)","(5.0, 6.0, 5.832558139534884)","(2.7, 3.2, 3.184172077922078)","(8.0, 9.4, 9.301612903225807)"
11-01-2023 15:44:48.728760,"(71.0, 110.0, 92.22222222222223)","(15.0, 18.0, 17.903225806451612)","(21.0, 27.0, 26.5)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.789473684210526)","(4.0, 4.6, 4.537662337662337)","(5.0, 5.9, 5.807547169811321)","(2.7, 3.2, 3.1837770382695507)","(8.0, 9.4, 9.301612903225807)"
11-01-2023 15:44:50.206188,"(71.0, 110.0, 92.22222222222223)","(15.0, 18.0, 17.634146341463413)","(21.0, 27.0, 26.5)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.789473684210526)","(4.0, 4.6, 4.561538461538461)","(5.0, 5.9, 5.8100917431192665)","(2.7, 3.2, 3.1842741935483874)","(8.0, 9.4, 9.301612903225807)"
11-01-2023 15:44:51.704652,"(71.0, 110.0, 101.11111111111111)","(15.0, 18.0, 17.634146341463413)","(21.0, 27.0, 26.77777777777778)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.789473684210526)","(4.0, 4.6, 4.561538461538461)","(5.0, 5.9, 5.8100917431192665)","(2.7, 3.2, 3.1855351170568564)","(8.0, 9.4, 9.301612903225807)"
11-01-2023 15:44:53.193499,"(71.0, 110.0, 101.11111111111111)","(15.0, 18.0, 17.634146341463413)","(21.0, 27.0, 26.77777777777778)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.789473684210526)","(4.0, 4.6, 4.59719222462203)","(5.0, 5.9, 5.8100917431192665)","(2.7, 3.2, 3.181517094017094)","(8.0, 9.4, 9.301612903225807)"
11-01-2023 15:44:54.612802,"(71.0, 110.0, 101.11111111111111)","(15.0, 18.0, 17.634146341463413)","(21.0, 27.0, 26.77777777777778)","(101.0, 220.0, 202.5)","(10.0, 14.0, 13.641509433962264)","(4.0, 4.7, 4.559358288770054)","(5.0, 5.9, 5.840243902439025)","(2.7, 3.2, 3.1816737288135593)","(8.0, 9.4, 9.301612903225807)"
11-01-2023 15:44:56.057458,"(71.0, 110.0, 96.66666666666667)","(15.0, 18.0, 17.41044776119403)","(21.0, 27.0, 27.333333333333332)","(101.0, 220.0, 206.0)","(10.0, 14.0, 13.595744680851064)","(4.0, 4.6, 4.472658227848101)","(5.0, 5.9, 5.855045871559633)","(2.7, 3.2, 3.18307240704501)","(8.0, 9.4, 9.241095890410959)"
11-01-2023 15:44:57.552097,"(71.0, 110.0, 96.66666666666667)","(15.0, 17.5, 17.384615384615383)","(21.0, 28.0, 27.272727272727273)","(101.0, 220.0, 205.26315789473685)","(10.0, 14.0, 13.634615384615385)","(4.0, 4.5, 4.471045576407507)","(5.0, 5.9, 5.855045871559633)","(2.7, 3.2, 3.1840471092077087)","(8.0, 9.4, 9.239473684210525)"
11-01-2023 15:44:59.180196,"(71.0, 110.0, 96.66666666666667)","(15.0, 17.5, 17.384615384615383)","(21.0, 28.0, 27.272727272727273)","(101.0, 220.0, 205.26315789473685)","(10.0, 14.0, 13.833333333333334)","(4.0, 4.5, 4.464473684210526)","(5.0, 5.9, 5.855045871559633)","(2.7, 3.2, 3.19287109375)","(8.0, 9.4, 9.271153846153846)"
