,Magic Avenue,Slingshot Yo Yo,Optimus Bruce,Fleeting Fury,Urana Blazer,Club Man,Sister One,Shining Silver
08-01-2023 16:53:29.126870,"(3.0, 4.1, 3.895833333333333)","(31.0, 38.0, 34.4)","(10.0, 16.5, 14.192307692307692)","(8.5, 13.5, 12.25)","(8.5, 13.0, 12.5)","(8.5, 13.0, 11.148148148148149)","(8.0, 11.5, 11.25)","(2.6, 3.4, 3.3391304347826085)"
08-01-2023 16:53:30.176057,"(3.0, 4.1, 3.9310344827586206)","(31.0, 38.0, 34.4)","(10.0, 16.5, 14.192307692307692)","(8.5, 13.5, 12.607142857142858)","(8.5, 13.0, 12.5)","(8.5, 13.0, 11.148148148148149)","(8.0, 11.5, 11.25)","(2.6, 3.4, 3.3391304347826085)"
08-01-2023 16:53:31.221903,"(3.0, 4.1, 3.9310344827586206)","(31.0, 36.0, 35.45454545454545)","(10.0, 16.5, 14.192307692307692)","(8.5, 13.5, 11.833333333333334)","(8.5, 13.0, 12.25)","(8.5, 13.0, 11.148148148148149)","(8.0, 11.5, 11.25)","(2.6, 3.4, 3.3391304347826085)"
08-01-2023 16:53:32.421529,"(3.0, 4.1, 3.9310344827586206)","(31.0, 36.0, 34.76190476190476)","(10.0, 16.5, 15.0)","(8.5, 13.5, 11.833333333333334)","(8.5, 13.0, 12.25)","(8.5, 13.0, 11.148148148148149)","(8.0, 11.5, 11.25)","(2.6, 3.4, 3.3391304347826085)"
08-01-2023 16:53:33.586393,"(3.0, 4.1, 3.9310344827586206)","(31.0, 36.0, 34.76190476190476)","(10.0, 16.0, 15.0)","(8.5, 13.5, 11.833333333333334)","(8.5, 13.0, 12.25)","(8.5, 13.0, 11.148148148148149)","(8.0, 11.5, 11.25)","(2.6, 3.4, 3.3391304347826085)"
08-01-2023 16:53:34.658876,"(3.0, 4.1, 3.9310344827586206)","(31.0, 36.0, 34.76190476190476)","(10.0, 16.0, 15.0)","(8.5, 13.5, 11.833333333333334)","(8.5, 13.0, 12.25)","(8.5, 13.0, 11.148148148148149)","(8.0, 11.5, 11.447368421052632)","(2.6, 3.4, 3.3391304347826085)"
08-01-2023 16:53:35.655821,"(3.1, 4.1, 3.9310344827586206)","(31.0, 36.0, 34.76190476190476)","(10.0, 16.0, 14.285714285714285)","(9.0, 13.5, 11.833333333333334)","(8.5, 13.0, 12.25)","(9.0, 13.0, 11.148148148148149)","(8.0, 12.5, 11.71875)","(2.6, 3.4, 3.3391304347826085)"
08-01-2023 16:53:36.709518,"(3.1, 4.1, 3.8899999999999997)","(31.0, 36.0, 34.76190476190476)","(10.0, 16.0, 14.285714285714285)","(9.0, 13.5, 11.833333333333334)","(8.5, 13.0, 12.25)","(9.0, 13.0, 11.148148148148149)","(8.0, 12.5, 11.71875)","(2.6, 3.4, 3.3391304347826085)"
08-01-2023 16:53:37.750946,"(3.1, 4.1, 3.8899999999999997)","(31.0, 36.0, 34.76190476190476)","(10.0, 16.0, 14.285714285714285)","(9.0, 13.5, 11.833333333333334)","(8.5, 13.0, 12.25)","(9.0, 13.0, 11.148148148148149)","(8.0, 12.5, 11.71875)","(2.6, 3.4, 3.3222222222222224)"
08-01-2023 16:53:38.795663,"(3.1, 4.1, 3.8899999999999997)","(31.0, 36.0, 34.76190476190476)","(10.0, 16.0, 14.6)","(9.0, 13.5, 11.833333333333334)","(8.5, 13.0, 12.25)","(9.0, 13.0, 11.148148148148149)","(8.0, 12.5, 11.71875)","(2.6, 3.4, 3.3176470588235296)"
08-01-2023 16:53:39.838154,"(3.1, 4.1, 3.8899999999999997)","(31.0, 36.0, 34.76190476190476)","(10.0, 16.0, 14.6)","(9.0, 13.5, 11.833333333333334)","(8.5, 13.0, 12.25)","(9.0, 13.0, 11.323529411764707)","(8.0, 12.5, 11.71875)","(2.6, 3.4, 3.3461538461538463)"
08-01-2023 16:53:40.852566,"(3.1, 4.1, 3.8899999999999997)","(31.0, 36.0, 34.516129032258064)","(10.0, 15.5, 13.192307692307692)","(9.0, 13.5, 11.833333333333334)","(8.5, 13.0, 12.25)","(9.0, 12.5, 12.055555555555555)","(8.0, 12.5, 11.666666666666666)","(2.6, 3.4, 3.3461538461538463)"
08-01-2023 16:53:41.834234,"(3.1, 4.1, 3.8899999999999997)","(31.0, 36.0, 34.41379310344828)","(10.0, 15.5, 13.192307692307692)","(9.0, 13.5, 11.833333333333334)","(8.5, 13.0, 12.826923076923077)","(9.0, 12.0, 10.956521739130435)","(8.0, 12.5, 11.666666666666666)","(2.6, 3.4, 3.3461538461538463)"
08-01-2023 16:53:42.835725,"(3.1, 4.1, 3.932)","(31.0, 36.0, 34.16)","(10.0, 15.5, 13.192307692307692)","(9.0, 13.5, 11.833333333333334)","(8.5, 13.0, 12.826923076923077)","(9.0, 12.0, 10.956521739130435)","(8.0, 12.5, 11.666666666666666)","(2.6, 3.4, 3.3461538461538463)"
08-01-2023 16:53:43.867782,"(3.1, 4.1, 3.932)","(31.0, 36.0, 33.294117647058826)","(10.0, 15.5, 13.192307692307692)","(9.0, 13.5, 11.833333333333334)","(8.5, 13.0, 12.826923076923077)","(9.0, 12.0, 10.956521739130435)","(8.0, 12.5, 11.666666666666666)","(2.6, 3.4, 3.31875)"
08-01-2023 16:53:44.922258,"(3.1, 4.1, 3.932)","(31.0, 36.0, 33.294117647058826)","(10.0, 15.5, 13.192307692307692)","(9.0, 13.5, 11.833333333333334)","(8.5, 13.0, 12.826923076923077)","(9.0, 12.0, 10.956521739130435)","(8.0, 12.5, 11.666666666666666)","(2.6, 3.35, 3.31875)"
08-01-2023 16:53:46.002068,"(3.1, 4.1, 3.932)","(31.0, 36.0, 32.827586206896555)","(10.0, 15.5, 13.192307692307692)","(9.0, 13.5, 11.833333333333334)","(8.5, 13.0, 12.826923076923077)","(9.0, 12.0, 10.956521739130435)","(8.0, 12.5, 11.666666666666666)","(2.6, 3.35, 3.31875)"
08-01-2023 16:53:47.158917,"(3.1, 4.1, 3.932)","(31.0, 36.0, 34.083333333333336)","(10.0, 15.5, 13.192307692307692)","(9.0, 13.5, 12.875)","(8.5, 13.0, 12.826923076923077)","(9.0, 12.0, 10.78125)","(8.0, 12.5, 11.666666666666666)","(2.6, 3.35, 3.31875)"
08-01-2023 16:53:48.228426,"(3.1, 4.1, 3.932)","(31.0, 36.0, 34.083333333333336)","(10.0, 15.0, 13.863636363636363)","(9.0, 13.5, 12.875)","(8.5, 13.0, 12.826923076923077)","(9.0, 12.0, 10.78125)","(8.0, 12.5, 11.666666666666666)","(2.6, 3.35, 3.31875)"
08-01-2023 16:53:49.333055,"(3.1, 4.1, 3.932)","(31.0, 36.0, 34.083333333333336)","(10.0, 15.0, 13.863636363636363)","(9.0, 13.5, 12.875)","(8.5, 13.0, 12.826923076923077)","(9.0, 12.0, 10.78125)","(8.0, 12.5, 11.666666666666666)","(2.6, 3.35, 3.323913043478261)"
08-01-2023 16:53:50.594827,"(3.1, 4.1, 3.932)","(31.0, 36.0, 34.083333333333336)","(10.0, 15.0, 13.863636363636363)","(9.0, 13.5, 12.875)","(8.5, 13.0, 12.826923076923077)","(9.0, 12.0, 10.78125)","(8.0, 12.5, 11.666666666666666)","(2.6, 3.35, 3.323913043478261)"
08-01-2023 16:53:51.777083,"(3.1, 4.1, 3.932)","(31.0, 36.0, 34.083333333333336)","(10.0, 15.0, 13.863636363636363)","(9.0, 13.5, 12.875)","(8.5, 13.0, 12.826923076923077)","(9.0, 12.0, 10.78125)","(8.0, 12.5, 11.666666666666666)","(2.6, 3.35, 3.31875)"
08-01-2023 16:53:52.926061,"(3.1, 4.1, 3.932)","(31.0, 36.0, 34.083333333333336)","(10.0, 15.0, 12.961538461538462)","(9.0, 13.5, 12.875)","(8.5, 13.0, 12.826923076923077)","(9.0, 12.0, 10.78125)","(8.0, 12.5, 11.666666666666666)","(2.6, 3.35, 3.31875)"
08-01-2023 16:53:54.003477,"(3.1, 4.1, 3.952631578947368)","(31.0, 36.0, 34.083333333333336)","(10.0, 14.5, 12.961538461538462)","(9.0, 13.5, 12.875)","(8.5, 13.0, 12.826923076923077)","(9.0, 12.0, 10.78125)","(8.0, 12.5, 11.666666666666666)","(2.6, 3.35, 3.2975000000000003)"
08-01-2023 16:53:55.171391,"(3.1, 4.1, 3.952631578947368)","(31.0, 36.0, 34.083333333333336)","(10.0, 14.5, 12.961538461538462)","(9.0, 13.5, 12.875)","(8.5, 13.0, 13.384615384615385)","(9.0, 12.0, 10.78125)","(8.0, 12.5, 11.666666666666666)","(2.6, 3.35, 3.1552287581699345)"
08-01-2023 16:53:56.331231,"(3.1, 4.1, 3.952631578947368)","(31.0, 36.0, 34.083333333333336)","(10.0, 14.5, 12.961538461538462)","(9.0, 13.5, 12.875)","(8.5, 14.0, 13.4)","(9.0, 12.0, 10.78125)","(8.0, 12.5, 11.666666666666666)","(2.6, 3.2, 3.154333333333333)"
08-01-2023 16:53:57.386746,"(3.1, 4.1, 3.971428571428571)","(31.0, 36.0, 34.083333333333336)","(10.0, 14.5, 12.961538461538462)","(9.0, 13.5, 12.875)","(8.5, 14.0, 13.4)","(9.0, 12.0, 10.78125)","(8.0, 12.5, 11.666666666666666)","(2.6, 3.2, 3.1534013605442177)"
08-01-2023 16:53:58.462778,"(3.1, 4.1, 3.971428571428571)","(31.0, 36.0, 34.142857142857146)","(10.0, 14.5, 12.961538461538462)","(9.0, 13.5, 12.875)","(8.5, 14.0, 13.4)","(9.0, 12.0, 10.78125)","(8.0, 12.5, 11.666666666666666)","(2.6, 3.2, 3.1534013605442177)"
08-01-2023 16:53:59.560004,"(3.1, 4.1, 3.971428571428571)","(31.0, 36.0, 34.142857142857146)","(10.0, 14.5, 21.558823529411764)","(9.0, 13.5, 12.875)","(8.5, 14.0, 13.326923076923077)","(9.0, 12.0, 10.875)","(8.0, 12.5, 11.931818181818182)","(2.6, 3.2, 3.1552083333333334)"
08-01-2023 16:54:00.675097,"(3.1, 4.1, 3.9425)","(31.0, 36.0, 34.266666666666666)","(10.0, 22.0, 19.02173913043478)","(9.0, 13.0, 12.875)","(8.5, 13.5, 12.75)","(9.0, 12.0, 10.875)","(8.0, 12.5, 11.931818181818182)","(2.6, 3.2, 3.1552083333333334)"
08-01-2023 16:54:01.749618,"(3.1, 4.1, 3.9425)","(31.0, 36.0, 34.266666666666666)","(10.0, 21.0, 16.57894736842105)","(9.0, 13.0, 12.875)","(8.5, 13.5, 13.38888888888889)","(9.0, 12.0, 10.875)","(8.0, 12.5, 11.931818181818182)","(2.6, 3.2, 3.1552083333333334)"
08-01-2023 16:54:02.873722,"(3.1, 4.1, 3.9235294117647057)","(31.0, 36.0, 34.266666666666666)","(10.0, 21.0, 17.18181818181818)","(9.0, 13.0, 12.833333333333334)","(8.5, 13.5, 13.333333333333334)","(9.0, 12.0, 10.875)","(8.0, 12.5, 11.931818181818182)","(2.6, 3.2, 3.1552083333333334)"
08-01-2023 16:54:03.897924,"(3.1, 4.0, 3.975)","(31.0, 36.0, 34.22222222222222)","(10.0, 21.0, 17.18181818181818)","(9.0, 13.5, 12.833333333333334)","(8.5, 13.5, 13.333333333333334)","(9.0, 12.0, 10.875)","(8.0, 12.5, 11.931818181818182)","(2.6, 3.2, 3.1552083333333334)"
08-01-2023 16:54:05.011648,"(3.1, 3.95, 3.903125)","(31.0, 36.0, 34.22222222222222)","(10.0, 21.0, 18.714285714285715)","(9.0, 13.5, 12.692307692307692)","(8.5, 13.5, 13.392857142857142)","(9.0, 11.0, 10.961538461538462)","(8.0, 12.5, 11.666666666666666)","(2.6, 3.25, 3.2125)"
08-01-2023 16:54:06.194507,"(3.1, 3.95, 3.8449999999999998)","(31.0, 36.0, 34.22222222222222)","(10.0, 20.0, 18.714285714285715)","(9.0, 13.5, 12.692307692307692)","(8.5, 13.5, 13.392857142857142)","(9.0, 11.0, 10.772727272727273)","(8.0, 12.5, 11.666666666666666)","(2.6, 3.25, 3.2125)"
08-01-2023 16:54:07.339446,"(3.1, 3.95, 3.8449999999999998)","(31.0, 36.0, 34.22222222222222)","(10.0, 20.0, 18.714285714285715)","(9.0, 13.5, 12.692307692307692)","(8.5, 13.5, 13.392857142857142)","(9.0, 11.0, 10.67741935483871)","(8.0, 12.5, 11.785714285714285)","(2.6, 3.25, 3.2192307692307693)"
08-01-2023 16:54:08.465768,"(3.1, 3.95, 3.8449999999999998)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 18.714285714285715)","(9.0, 13.5, 12.692307692307692)","(8.5, 13.5, 13.392857142857142)","(9.0, 11.0, 10.67741935483871)","(8.0, 12.5, 11.785714285714285)","(2.6, 3.25, 3.21)"
08-01-2023 16:54:09.792171,"(3.1, 3.95, 3.842857142857143)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 18.714285714285715)","(9.0, 13.5, 12.692307692307692)","(8.5, 13.5, 13.333333333333334)","(9.0, 11.0, 10.67741935483871)","(8.0, 12.5, 11.785714285714285)","(2.6, 3.25, 3.21)"
08-01-2023 16:54:11.089167,"(3.1, 3.95, 3.842857142857143)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 18.666666666666668)","(9.0, 13.5, 12.625)","(8.5, 13.5, 13.333333333333334)","(9.0, 11.0, 10.67741935483871)","(8.0, 12.5, 12.045454545454545)","(2.6, 3.25, 3.21)"
08-01-2023 16:54:12.279676,"(3.1, 3.95, 3.842857142857143)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.272727272727273)","(9.0, 13.5, 12.625)","(8.5, 13.5, 13.333333333333334)","(9.0, 11.0, 10.67741935483871)","(8.0, 12.5, 12.045454545454545)","(2.6, 3.25, 3.21)"
08-01-2023 16:54:13.527504,"(3.1, 3.95, 3.842857142857143)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.416666666666668)","(9.0, 13.5, 12.625)","(8.5, 13.5, 13.333333333333334)","(9.0, 11.0, 10.67741935483871)","(8.0, 12.5, 11.75)","(2.6, 3.25, 3.123076923076923)"
08-01-2023 16:54:14.797267,"(3.1, 3.95, 3.842857142857143)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 18.25)","(9.0, 13.5, 12.75)","(8.5, 13.5, 12.428571428571429)","(9.0, 11.0, 10.6875)","(8.0, 12.5, 11.75)","(2.6, 3.2, 3.1029411764705883)"
08-01-2023 16:54:16.057771,"(3.1, 3.95, 3.8642857142857143)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.0)","(9.0, 13.5, 14.285714285714286)","(8.5, 13.5, 11.909090909090908)","(9.0, 11.0, 10.6875)","(8.0, 12.5, 11.75)","(2.6, 3.2, 3.1214285714285714)"
08-01-2023 16:54:17.241576,"(3.1, 3.95, 3.9147058823529415)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.0)","(9.0, 15.0, 14.285714285714286)","(8.5, 13.5, 11.909090909090908)","(9.0, 11.0, 10.67741935483871)","(8.0, 12.5, 11.75)","(2.6, 3.2, 3.126923076923077)"
08-01-2023 16:54:18.367098,"(3.1, 3.95, 3.91)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.0)","(9.0, 17.0, 15.222222222222221)","(9.0, 13.5, 11.909090909090908)","(9.0, 11.0, 10.67741935483871)","(8.0, 12.5, 11.75)","(2.6, 3.15, 3.125)"
08-01-2023 16:54:19.376533,"(3.1, 3.95, 3.91)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.0)","(9.0, 17.0, 14.666666666666666)","(9.0, 13.5, 11.909090909090908)","(9.0, 11.0, 10.67741935483871)","(8.0, 12.5, 11.75)","(2.6, 3.15, 3.125)"
08-01-2023 16:54:20.458342,"(3.1, 3.95, 3.875)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.0)","(9.0, 17.0, 14.666666666666666)","(9.0, 13.5, 11.909090909090908)","(9.0, 11.0, 10.67741935483871)","(8.0, 12.5, 11.75)","(2.6, 3.15, 3.125)"
08-01-2023 16:54:21.533233,"(3.1, 3.95, 3.892857142857143)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.0)","(9.0, 14.5, 13.590909090909092)","(9.0, 13.5, 11.909090909090908)","(9.0, 11.0, 10.67741935483871)","(8.0, 12.5, 12.125)","(2.6, 3.15, 3.125)"
08-01-2023 16:54:22.675135,"(3.1, 4.0, 3.9375)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.0)","(9.0, 14.5, 13.58695652173913)","(9.0, 13.5, 11.588235294117647)","(9.0, 11.0, 10.67741935483871)","(8.0, 12.5, 12.125)","(2.6, 3.15, 3.125)"
08-01-2023 16:54:23.821112,"(3.1, 4.0, 3.9473684210526314)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.6)","(9.0, 14.5, 13.58695652173913)","(9.0, 13.5, 11.588235294117647)","(9.0, 11.0, 10.67741935483871)","(8.0, 12.5, 12.125)","(2.6, 3.15, 3.125)"
08-01-2023 16:54:24.974387,"(3.1, 4.0, 3.9217391304347826)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.6)","(9.0, 14.5, 13.58695652173913)","(9.0, 13.5, 11.588235294117647)","(9.0, 11.0, 10.67741935483871)","(8.5, 12.5, 12.058823529411764)","(2.6, 3.15, 3.125)"
08-01-2023 16:54:26.015722,"(3.1, 3.95, 3.92)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.6)","(9.0, 14.5, 13.58695652173913)","(9.0, 13.5, 11.588235294117647)","(9.0, 11.0, 10.67741935483871)","(8.5, 12.5, 12.058823529411764)","(2.6, 3.15, 3.125)"
08-01-2023 16:54:27.145655,"(3.1, 3.95, 3.92)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.4)","(9.0, 14.0, 13.275862068965518)","(9.0, 13.0, 11.25)","(9.0, 11.0, 10.6875)","(8.5, 12.5, 12.105263157894736)","(2.6, 3.15, 3.125)"
08-01-2023 16:54:28.244196,"(3.1, 4.1, 4.0625)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.4)","(9.0, 14.0, 13.275862068965518)","(9.0, 13.0, 11.25)","(9.0, 11.0, 10.6875)","(8.5, 12.5, 12.105263157894736)","(2.6, 3.15, 3.125)"
08-01-2023 16:54:29.370369,"(3.1, 4.1, 4.0625)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.333333333333332)","(9.0, 14.0, 13.275862068965518)","(9.0, 13.0, 11.25)","(9.0, 11.0, 10.6875)","(8.5, 12.5, 11.923076923076923)","(2.6, 3.15, 3.125)"
08-01-2023 16:54:30.563430,"(3.1, 4.1, 4.04375)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.333333333333332)","(9.0, 14.0, 13.275862068965518)","(9.0, 13.0, 11.375)","(9.0, 11.0, 10.6875)","(8.5, 12.5, 11.615384615384615)","(2.6, 3.15, 3.126923076923077)"
08-01-2023 16:54:31.769324,"(3.1, 4.1, 4.04375)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.4)","(9.0, 13.5, 13.428571428571429)","(9.0, 13.0, 11.375)","(9.0, 11.0, 10.6875)","(8.5, 12.0, 11.615384615384615)","(2.6, 3.15, 3.126923076923077)"
08-01-2023 16:54:32.921455,"(3.1, 4.1, 4.04375)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.4)","(9.0, 14.0, 13.1)","(9.0, 13.0, 11.375)","(9.0, 11.0, 10.625)","(8.5, 12.0, 11.615384615384615)","(2.6, 3.15, 3.126923076923077)"
08-01-2023 16:54:34.105772,"(3.1, 4.1, 4.04375)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.4)","(9.0, 14.0, 13.433333333333334)","(9.0, 13.0, 11.375)","(9.0, 11.0, 10.625)","(8.5, 12.0, 11.583333333333334)","(2.6, 3.15, 3.126923076923077)"
08-01-2023 16:54:35.220881,"(3.1, 4.1, 4.04375)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.454545454545453)","(9.0, 13.5, 13.433333333333334)","(9.0, 13.0, 11.375)","(9.0, 11.0, 10.625)","(8.5, 12.0, 11.583333333333334)","(2.6, 3.15, 3.126923076923077)"
08-01-2023 16:54:36.290261,"(3.1, 4.1, 3.9214285714285713)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.53846153846154)","(9.0, 14.0, 13.125)","(9.0, 13.0, 11.375)","(9.0, 11.0, 10.61111111111111)","(8.5, 12.0, 11.583333333333334)","(2.6, 3.15, 3.126923076923077)"
08-01-2023 16:54:37.418249,"(3.1, 4.1, 3.9214285714285713)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.53846153846154)","(9.0, 14.0, 13.125)","(9.0, 13.0, 11.375)","(9.0, 11.0, 10.61111111111111)","(8.5, 12.0, 11.583333333333334)","(2.6, 3.15, 3.126923076923077)"
08-01-2023 16:54:38.493027,"(3.1, 4.1, 4.033333333333333)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.53846153846154)","(9.0, 14.0, 13.125)","(9.0, 13.0, 11.375)","(9.0, 11.0, 10.61111111111111)","(8.5, 12.0, 11.583333333333334)","(2.6, 3.15, 3.126923076923077)"
08-01-2023 16:54:39.628865,"(3.1, 4.1, 4.0375)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.53846153846154)","(9.0, 14.0, 13.125)","(9.0, 13.0, 11.375)","(9.0, 11.0, 10.61111111111111)","(8.5, 12.0, 11.583333333333334)","(2.6, 3.15, 3.126923076923077)"
08-01-2023 16:54:40.744555,"(3.1, 4.1, 4.009090909090909)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.53846153846154)","(9.0, 14.0, 13.125)","(9.0, 13.0, 11.375)","(9.0, 11.0, 10.61111111111111)","(8.5, 12.0, 11.571428571428571)","(2.6, 3.15, 3.126923076923077)"
08-01-2023 16:54:41.896425,"(3.1, 4.1, 4.009090909090909)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.53846153846154)","(9.0, 14.0, 13.125)","(9.0, 12.5, 11.6)","(9.0, 11.0, 10.666666666666666)","(8.5, 12.0, 11.571428571428571)","(2.6, 3.15, 3.125)"
08-01-2023 16:54:42.895589,"(3.1, 4.1, 4.009090909090909)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.53846153846154)","(9.0, 14.0, 13.125)","(9.0, 12.0, 11.6)","(9.0, 11.0, 10.666666666666666)","(8.5, 12.0, 11.571428571428571)","(2.6, 3.15, 3.125)"
08-01-2023 16:54:43.898747,"(3.1, 4.1, 4.009090909090909)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.53846153846154)","(9.0, 14.0, 13.125)","(9.0, 12.0, 11.333333333333334)","(9.0, 11.0, 11.066666666666666)","(8.5, 12.0, 11.571428571428571)","(2.6, 3.15, 3.125)"
08-01-2023 16:54:44.970319,"(3.1, 4.1, 4.009090909090909)","(31.0, 36.0, 34.22222222222222)","(11.0, 20.0, 19.666666666666668)","(9.0, 13.5, 13.38888888888889)","(9.0, 12.0, 11.333333333333334)","(9.0, 12.0, 11.61111111111111)","(8.5, 12.0, 11.571428571428571)","(2.45, 3.15, 3.125)"
08-01-2023 16:54:46.127720,"(3.2, 4.1, 3.957142857142857)","(31.0, 36.0, 34.22222222222222)","(12.0, 20.0, 19.666666666666668)","(10.0, 13.5, 13.375)","(9.0, 12.0, 11.333333333333334)","(9.0, 12.0, 11.695652173913043)","(9.0, 12.0, 11.571428571428571)","(2.4, 3.15, 3.125)"
08-01-2023 16:54:47.280019,"(3.2, 4.1, 3.957142857142857)","(31.0, 36.0, 34.22222222222222)","(12.0, 20.0, 19.666666666666668)","(10.0, 13.5, 13.375)","(9.0, 12.0, 11.333333333333334)","(9.0, 12.0, 11.695652173913043)","(9.0, 12.0, 11.571428571428571)","(2.4, 3.15, 3.125)"
08-01-2023 16:54:48.399150,"(3.2, 4.1, 3.957142857142857)","(31.0, 36.0, 34.22222222222222)","(12.0, 20.0, 19.375)","(10.0, 14.0, 12.875)","(9.0, 12.0, 11.333333333333334)","(9.0, 12.0, 11.7)","(9.0, 12.0, 11.571428571428571)","(2.4, 3.1, 3.09)"
08-01-2023 16:54:49.489416,"(3.2, 4.1, 3.957142857142857)","(31.0, 36.0, 34.22222222222222)","(12.0, 20.0, 18.666666666666668)","(10.0, 14.0, 13.222222222222221)","(9.0, 12.0, 11.333333333333334)","(9.0, 12.5, 12.375)","(9.0, 12.0, 11.571428571428571)","(2.4, 3.1, 3.09)"
08-01-2023 16:54:50.608143,"(3.2, 4.1, 3.933333333333333)","(31.0, 36.0, 34.22222222222222)","(12.0, 20.0, 19.0)","(10.0, 14.0, 13.222222222222221)","(9.0, 12.0, 11.333333333333334)","(9.0, 12.5, 12.375)","(9.0, 12.0, 11.571428571428571)","(2.4, 3.1, 3.09)"
08-01-2023 16:54:51.646107,"(3.2, 4.1, 3.933333333333333)","(31.0, 36.0, 34.22222222222222)","(12.0, 20.0, 19.0)","(10.0, 14.0, 13.222222222222221)","(9.0, 12.0, 11.333333333333334)","(9.0, 12.5, 12.444444444444445)","(9.0, 12.0, 11.571428571428571)","(2.4, 3.1, 3.05)"
08-01-2023 16:54:52.786226,"(3.2, 4.1, 3.933333333333333)","(31.0, 36.0, 33.21739130434783)","(12.0, 21.0, 18.272727272727273)","(10.0, 14.0, 13.222222222222221)","(9.0, 12.0, 11.333333333333334)","(9.0, 12.5, 12.4)","(9.0, 12.0, 11.571428571428571)","(2.4, 3.1, 3.05)"
08-01-2023 16:54:53.947709,"(3.2, 4.1, 3.933333333333333)","(31.0, 36.0, 33.21739130434783)","(12.0, 21.0, 18.272727272727273)","(10.0, 14.0, 13.222222222222221)","(9.0, 12.0, 11.333333333333334)","(9.0, 12.5, 12.357142857142858)","(9.0, 12.0, 11.571428571428571)","(2.4, 3.1, 3.0865384615384617)"
08-01-2023 16:54:55.208296,"(3.2, 4.1, 3.975)","(31.0, 36.0, 33.21739130434783)","(12.0, 21.0, 18.272727272727273)","(10.0, 14.0, 13.222222222222221)","(9.0, 12.0, 11.333333333333334)","(9.0, 12.5, 12.357142857142858)","(9.0, 12.0, 11.571428571428571)","(2.4, 3.1, 3.098717948717949)"
08-01-2023 16:54:56.504549,"(3.2, 4.1, 3.9295454545454547)","(31.0, 36.0, 33.21739130434783)","(12.0, 21.0, 18.272727272727273)","(10.0, 14.0, 13.222222222222221)","(9.0, 12.0, 11.333333333333334)","(9.0, 12.5, 12.357142857142858)","(9.0, 12.0, 11.571428571428571)","(2.4, 3.1, 3.098529411764706)"
08-01-2023 16:54:57.767254,"(3.2, 4.1, 3.9295454545454547)","(31.0, 36.0, 33.21739130434783)","(12.0, 21.0, 18.433333333333334)","(10.0, 14.0, 12.777777777777779)","(9.0, 12.0, 11.333333333333334)","(9.0, 12.5, 12.357142857142858)","(9.0, 12.0, 11.571428571428571)","(2.4, 3.1, 3.098529411764706)"
08-01-2023 16:54:59.159280,"(3.2, 4.1, 3.952941176470588)","(31.0, 36.0, 33.21739130434783)","(12.0, 21.0, 18.433333333333334)","(10.0, 14.0, 13.333333333333334)","(9.0, 12.0, 11.333333333333334)","(9.0, 12.5, 12.357142857142858)","(9.0, 12.0, 11.571428571428571)","(2.4, 3.1, 3.098529411764706)"
08-01-2023 16:55:00.358535,"(3.2, 4.1, 3.952941176470588)","(31.0, 36.0, 33.21739130434783)","(12.0, 21.0, 18.8125)","(10.0, 13.5, 13.166666666666666)","(9.0, 12.0, 11.333333333333334)","(9.0, 12.5, 12.38888888888889)","(9.0, 12.0, 11.533333333333333)","(2.4, 3.1, 3.1245098039215686)"
