,Sudoku Cobra,Pot Luck Chuck,Sunnyside Jo,Lektra Teddy,Lektra Rhino,Wedding Or Baby,Aston Tango
14-12-2022 12:38:59.563459,"(4.0, 5.2, 5.085714285714285)","(31.0, 60.0, 59.09090909090909)","(6.5, 10.5, 10.15)","(6.0, 9.0, 8.49090909090909)","(8.5, 11.0, 10.772727272727273)","(21.0, 44.0, 37.7037037037037)","(1.9, 2.24, 2.212)"
14-12-2022 12:39:00.817055,"(4.0, 5.3, 5.066666666666666)","(31.0, 60.0, 58.75)","(6.5, 10.5, 10.072222222222223)","(6.0, 9.0, 8.745454545454546)","(8.5, 11.0, 10.75)","(21.0, 42.0, 34.22222222222222)","(1.9, 2.3, 2.216)"
14-12-2022 12:39:02.040656,"(4.0, 5.2, 5.163636363636364)","(31.0, 60.0, 59.09090909090909)","(6.5, 10.5, 10.179166666666667)","(6.0, 9.0, 8.49090909090909)","(8.5, 11.5, 11.136363636363637)","(21.0, 40.0, 35.6)","(1.9, 2.24, 2.21)"
14-12-2022 12:39:03.109214,"(4.0, 5.2, 5.163636363636364)","(31.0, 60.0, 59.09090909090909)","(6.5, 10.5, 10.179166666666667)","(6.0, 9.0, 8.49090909090909)","(8.5, 11.5, 10.911764705882353)","(21.0, 38.0, 33.5)","(1.9, 2.24, 2.1933333333333334)"
14-12-2022 12:39:04.201184,"(4.0, 5.2, 5.163636363636364)","(31.0, 60.0, 59.09090909090909)","(6.5, 10.5, 10.324)","(6.0, 9.0, 8.65)","(8.5, 11.0, 10.911764705882353)","(21.0, 38.0, 33.5)","(1.9, 2.24, 2.1933333333333334)"
14-12-2022 12:39:05.278070,"(4.0, 5.2, 5.163636363636364)","(31.0, 60.0, 59.09090909090909)","(6.5, 10.5, 10.324)","(6.0, 9.0, 8.688888888888888)","(8.5, 11.0, 10.911764705882353)","(21.0, 38.0, 33.5)","(1.9, 2.24, 2.173684210526316)"
14-12-2022 12:39:06.482713,"(4.0, 5.2, 5.163636363636364)","(31.0, 60.0, 59.09090909090909)","(6.5, 10.5, 10.316666666666666)","(6.0, 9.0, 8.688888888888888)","(8.5, 11.0, 11.0)","(21.0, 38.0, 33.8)","(1.9, 2.24, 2.1762025316455698)"
14-12-2022 12:39:07.799938,"(4.0, 5.2, 5.163636363636364)","(31.0, 60.0, 59.09090909090909)","(6.5, 10.5, 10.214814814814815)","(6.0, 9.0, 8.533333333333333)","(8.5, 11.5, 11.0)","(21.0, 38.0, 33.8)","(1.9, 2.24, 2.1762025316455698)"
14-12-2022 12:39:08.835158,"(4.0, 5.2, 5.163636363636364)","(31.0, 60.0, 59.09090909090909)","(6.5, 10.5, 10.214814814814815)","(6.0, 9.0, 8.533333333333333)","(8.5, 11.5, 11.0)","(21.0, 38.0, 33.8)","(1.9, 2.24, 2.1744444444444446)"
14-12-2022 12:39:09.972819,"(4.0, 5.2, 5.176923076923077)","(31.0, 60.0, 59.09090909090909)","(6.5, 10.5, 10.214814814814815)","(6.0, 9.0, 8.454545454545453)","(8.5, 11.5, 11.1)","(21.0, 38.0, 33.8)","(1.9, 2.18, 2.146315789473684)"
14-12-2022 12:39:11.006075,"(4.0, 5.2, 5.171428571428572)","(31.0, 65.0, 59.54545454545455)","(6.5, 10.5, 10.185)","(6.0, 9.0, 8.454545454545453)","(8.5, 12.0, 11.1)","(21.0, 38.0, 33.8)","(1.9, 2.2, 2.1514285714285717)"
14-12-2022 12:39:12.078961,"(4.0, 5.3, 5.1499999999999995)","(31.0, 65.0, 61.66666666666667)","(7.0, 10.5, 9.887500000000001)","(6.5, 9.0, 8.52)","(8.5, 12.0, 11.017241379310345)","(26.0, 38.0, 33.8)","(1.85, 2.18, 2.13)"
14-12-2022 12:39:13.029792,"(4.0, 5.4, 5.2153846153846155)","(31.0, 65.0, 61.66666666666667)","(7.0, 11.0, 10.451428571428572)","(6.5, 9.0, 8.584)","(8.5, 11.5, 11.055555555555555)","(26.0, 38.0, 33.8)","(1.85, 2.16, 2.13)"
14-12-2022 12:39:14.102090,"(4.0, 5.4, 5.34375)","(31.0, 65.0, 59.54545454545455)","(7.0, 11.0, 10.451428571428572)","(6.5, 9.0, 8.584)","(8.5, 11.5, 11.0)","(26.0, 38.0, 33.8)","(1.85, 2.16, 2.1371428571428575)"
14-12-2022 12:39:15.254234,"(4.0, 5.5, 5.25)","(31.0, 65.0, 61.66666666666667)","(7.0, 11.0, 10.4)","(6.5, 9.0, 8.584)","(8.5, 11.5, 11.26923076923077)","(26.0, 38.0, 33.8)","(1.85, 2.14, 2.128)"
14-12-2022 12:39:16.360047,"(4.0, 5.5, 5.26)","(31.0, 65.0, 61.66666666666667)","(7.0, 11.0, 10.4)","(6.5, 9.0, 8.584)","(8.5, 11.5, 11.1)","(26.0, 38.0, 34.18181818181818)","(1.85, 2.14, 2.076)"
14-12-2022 12:39:17.425936,"(4.0, 5.6, 5.323076923076923)","(31.0, 65.0, 58.333333333333336)","(7.0, 11.0, 10.4)","(6.5, 9.0, 8.584)","(8.5, 12.0, 11.017241379310345)","(26.0, 38.0, 34.18181818181818)","(1.85, 2.14, 2.1090909090909093)"
14-12-2022 12:39:18.489362,"(4.0, 5.6, 5.323076923076923)","(31.0, 65.0, 60.714285714285715)","(7.0, 11.0, 10.4)","(6.5, 9.0, 8.584)","(8.5, 12.0, 11.208333333333334)","(26.0, 38.0, 34.18181818181818)","(1.85, 2.12, 2.084)"
14-12-2022 12:39:19.606934,"(4.0, 5.5, 5.411111111111111)","(31.0, 65.0, 58.333333333333336)","(7.0, 11.0, 10.415384615384616)","(6.5, 9.0, 8.454545454545455)","(8.5, 12.0, 11.337209302325581)","(26.0, 38.0, 34.18181818181818)","(1.85, 2.12, 2.0933333333333333)"
14-12-2022 12:39:20.703088,"(4.0, 5.5, 5.281818181818181)","(31.0, 65.0, 61.0)","(7.0, 11.0, 10.415384615384616)","(6.5, 9.0, 8.454545454545455)","(8.5, 12.0, 11.337209302325581)","(26.0, 38.0, 34.18181818181818)","(1.85, 2.12, 2.115555555555556)"
14-12-2022 12:39:21.785303,"(4.0, 5.4, 5.380000000000001)","(31.0, 65.0, 61.0)","(7.0, 11.0, 10.387096774193548)","(6.5, 9.0, 8.5)","(8.5, 12.0, 11.714285714285714)","(26.0, 38.0, 35.375)","(1.85, 2.12, 2.09)"
14-12-2022 12:39:22.746785,"(4.0, 5.4, 5.3)","(31.0, 65.0, 58.68421052631579)","(7.0, 11.0, 10.457142857142857)","(6.5, 9.0, 8.5)","(8.5, 12.0, 11.892857142857142)","(26.0, 38.0, 35.375)","(1.85, 2.12, 2.0925000000000002)"
14-12-2022 12:39:23.827942,"(4.0, 5.4, 5.357142857142858)","(31.0, 65.0, 61.0)","(7.0, 11.0, 10.525)","(6.5, 9.0, 8.5)","(8.5, 12.0, 11.892857142857142)","(26.0, 38.0, 35.375)","(1.85, 2.12, 2.083921568627451)"
14-12-2022 12:39:24.830271,"(4.0, 5.4, 5.385714285714286)","(31.0, 65.0, 62.0)","(7.0, 11.0, 10.525)","(6.5, 9.0, 8.5)","(8.5, 12.0, 11.892857142857142)","(26.0, 38.0, 36.5)","(1.85, 2.12, 2.0708)"
14-12-2022 12:39:25.843121,"(4.0, 5.4, 5.388461538461539)","(31.0, 65.0, 60.0)","(7.0, 11.0, 10.529411764705882)","(6.5, 9.0, 8.5)","(8.5, 12.0, 11.892857142857142)","(26.0, 38.0, 36.5)","(1.85, 2.12, 2.0654)"
14-12-2022 12:39:26.898885,"(4.0, 5.4, 5.388461538461539)","(31.0, 65.0, 62.0)","(7.0, 11.0, 10.529411764705882)","(6.5, 9.0, 8.5)","(8.5, 12.0, 11.894736842105264)","(26.0, 38.0, 36.5)","(1.85, 2.12, 2.0654)"
14-12-2022 12:39:27.996526,"(4.0, 5.5, 5.4125)","(31.0, 65.0, 60.0)","(7.0, 11.0, 10.529411764705882)","(6.5, 9.0, 8.5)","(8.5, 12.0, 11.894736842105264)","(26.0, 38.0, 36.10526315789474)","(1.85, 2.12, 2.0820833333333333)"
14-12-2022 12:39:29.160955,"(4.0, 5.5, 5.409677419354838)","(31.0, 65.0, 62.0)","(7.0, 11.0, 10.529411764705882)","(6.5, 9.0, 8.5)","(8.5, 12.0, 12.333333333333334)","(26.0, 38.0, 36.875)","(1.85, 2.12, 2.0820833333333333)"
14-12-2022 12:39:30.357958,"(4.0, 5.5, 5.38235294117647)","(31.0, 65.0, 64.11764705882354)","(7.0, 11.0, 10.518518518518519)","(6.5, 9.0, 8.719999999999999)","(8.5, 12.5, 12.1875)","(26.0, 38.0, 36.875)","(1.85, 2.12, 2.0851724137931034)"
14-12-2022 12:39:31.497907,"(4.0, 5.5, 5.360869565217391)","(31.0, 65.0, 64.11764705882354)","(7.0, 11.0, 10.517857142857142)","(6.5, 9.0, 8.927272727272728)","(8.5, 12.5, 11.833333333333334)","(26.0, 38.0, 36.10526315789474)","(1.85, 2.12, 2.0851724137931034)"
14-12-2022 12:39:32.819770,"(4.0, 5.5, 5.379069767441861)","(31.0, 65.0, 64.11764705882354)","(7.0, 11.0, 10.516129032258064)","(6.5, 9.0, 8.909090909090908)","(8.5, 12.5, 11.76923076923077)","(26.0, 38.0, 36.10526315789474)","(1.85, 2.12, 2.1723076923076925)"
14-12-2022 12:39:33.890328,"(4.0, 5.2, 5.184615384615385)","(31.0, 65.0, 64.11764705882354)","(7.0, 11.0, 10.516129032258064)","(6.5, 9.0, 8.909090909090908)","(8.5, 12.0, 11.48076923076923)","(26.0, 38.0, 35.54545454545455)","(1.85, 2.18, 2.1875)"
14-12-2022 12:39:35.044095,"(4.0, 5.1, 5.066666666666666)","(31.0, 70.0, 68.82352941176471)","(7.0, 11.0, 10.516129032258064)","(6.5, 9.0, 8.785365853658536)","(8.5, 11.5, 11.481481481481481)","(26.0, 38.0, 35.54545454545455)","(1.85, 2.2, 2.1811764705882353)"
14-12-2022 12:39:36.099568,"(4.0, 5.0, 4.985)","(31.0, 70.0, 68.33333333333334)","(7.0, 11.0, 10.516129032258064)","(6.5, 9.0, 8.774358974358973)","(8.5, 11.5, 10.772727272727273)","(26.0, 38.0, 36.25806451612903)","(1.85, 2.22, 2.1816666666666666)"
14-12-2022 12:39:37.535376,"(4.0, 5.2, 5.152941176470589)","(31.0, 70.0, 68.33333333333334)","(7.0, 11.0, 10.516129032258064)","(6.5, 9.0, 8.785365853658536)","(8.5, 11.0, 10.375)","(26.0, 38.0, 36.25806451612903)","(1.85, 2.22, 2.185161290322581)"
14-12-2022 12:39:38.771216,"(4.0, 5.2, 5.152941176470589)","(31.0, 70.0, 69.33333333333333)","(7.0, 11.0, 10.520833333333334)","(6.5, 9.0, 8.785365853658536)","(8.5, 10.5, 10.56)","(26.0, 38.0, 36.4)","(1.85, 2.22, 2.1210919540229884)"
14-12-2022 12:39:39.905225,"(4.0, 5.4, 5.32)","(31.0, 70.0, 69.33333333333333)","(7.0, 11.0, 10.517857142857142)","(6.5, 9.0, 9.08)","(8.5, 11.0, 10.3125)","(26.0, 38.0, 39.0)","(1.85, 2.14, 2.0816666666666666)"
14-12-2022 12:39:41.053307,"(4.0, 5.4, 5.316666666666666)","(31.0, 70.0, 69.33333333333333)","(7.0, 11.0, 10.517857142857142)","(6.5, 9.4, 9.42)","(8.5, 11.0, 10.484848484848484)","(26.0, 44.0, 39.0)","(1.85, 2.1, 2.0770212765957448)"
14-12-2022 12:39:42.177258,"(4.0, 5.5, 5.25)","(31.0, 70.0, 69.33333333333333)","(7.0, 11.0, 10.517857142857142)","(6.5, 9.6, 9.5)","(8.5, 11.0, 10.516129032258064)","(26.0, 44.0, 39.0)","(1.85, 2.1, 2.0753846153846154)"
14-12-2022 12:39:43.230582,"(4.0, 5.5, 5.333333333333333)","(31.0, 70.0, 69.33333333333333)","(7.0, 11.0, 10.517857142857142)","(6.5, 9.8, 10.24)","(8.5, 11.0, 10.538461538461538)","(26.0, 44.0, 39.21739130434783)","(1.85, 2.1, 2.022657004830918)"
14-12-2022 12:39:44.253219,"(4.0, 5.5, 5.411111111111111)","(31.0, 70.0, 69.33333333333333)","(7.0, 11.0, 10.517857142857142)","(6.5, 10.5, 10.1)","(8.5, 11.0, 10.538461538461538)","(26.0, 44.0, 40.857142857142854)","(1.85, 2.04, 2.0031884057971014)"
14-12-2022 12:39:45.276089,"(4.0, 5.5, 5.486666666666666)","(31.0, 70.0, 69.33333333333333)","(7.0, 11.0, 10.517857142857142)","(6.5, 10.5, 9.992307692307692)","(8.5, 11.0, 10.538461538461538)","(26.0, 42.0, 41.27272727272727)","(1.85, 2.04, 2.002829268292683)"
14-12-2022 12:39:46.328958,"(4.0, 5.6, 5.461538461538462)","(31.0, 70.0, 69.33333333333333)","(7.0, 11.0, 10.517857142857142)","(6.5, 10.5, 9.728571428571428)","(8.5, 11.0, 10.538461538461538)","(26.0, 42.0, 41.27272727272727)","(1.85, 2.04, 1.998108108108108)"
14-12-2022 12:39:47.446264,"(4.0, 5.7, 5.509756097560976)","(31.0, 70.0, 67.0)","(7.0, 11.0, 10.517857142857142)","(6.5, 10.0, 9.515384615384615)","(8.5, 11.0, 10.538461538461538)","(26.0, 42.0, 41.27272727272727)","(1.85, 2.02, 1.998139534883721)"
14-12-2022 12:39:48.715215,"(4.0, 5.7, 5.607692307692307)","(31.0, 70.0, 67.0)","(7.0, 11.0, 10.517857142857142)","(6.5, 10.0, 9.515384615384615)","(8.5, 11.0, 10.647058823529411)","(26.0, 42.0, 41.333333333333336)","(1.85, 2.02, 1.998139534883721)"
14-12-2022 12:39:49.896750,"(4.2, 5.7, 5.601754385964912)","(31.0, 70.0, 67.0)","(7.0, 11.0, 10.54)","(6.5, 10.0, 9.629411764705882)","(8.5, 11.0, 10.666666666666666)","(26.0, 42.0, 41.84615384615385)","(1.85, 2.0, 1.9911627906976743)"
14-12-2022 12:39:51.127428,"(4.2, 5.7, 5.569767441860465)","(31.0, 65.0, 62.75)","(7.0, 11.0, 10.520833333333334)","(6.5, 10.0, 9.50344827586207)","(8.5, 11.0, 10.53125)","(26.0, 42.0, 41.2)","(1.85, 2.04, 1.9712158054711246)"
14-12-2022 12:39:52.182179,"(4.2, 5.8, 5.766666666666667)","(31.0, 60.0, 58.57142857142857)","(7.0, 11.0, 10.71875)","(6.5, 10.0, 9.822222222222223)","(8.5, 11.0, 10.833333333333334)","(26.0, 44.0, 42.4)","(1.85, 1.98, 1.9712158054711246)"
14-12-2022 12:39:53.302227,"(4.2, 5.9, 5.8125)","(31.0, 65.0, 60.86206896551724)","(7.0, 11.5, 11.166666666666666)","(6.5, 11.0, 10.166666666666666)","(8.5, 11.5, 10.91025641025641)","(26.0, 42.0, 38.36363636363637)","(1.85, 1.97, 1.941142857142857)"
14-12-2022 12:39:54.409064,"(4.2, 5.9, 5.8125)","(31.0, 60.0, 59.565217391304344)","(7.0, 11.5, 11.366666666666667)","(6.5, 11.0, 10.347826086956522)","(8.5, 11.5, 10.921052631578947)","(26.0, 42.0, 38.36363636363637)","(1.85, 1.96, 1.9366666666666665)"
14-12-2022 12:39:55.740475,"(4.2, 6.0, 5.8304347826086955)","(41.0, 60.0, 59.565217391304344)","(7.0, 11.5, 11.26923076923077)","(6.5, 11.0, 10.391304347826086)","(8.5, 11.5, 10.921052631578947)","(26.0, 42.0, 38.36363636363637)","(1.8, 1.95, 1.9366666666666665)"
14-12-2022 12:39:56.980083,"(4.2, 6.0, 5.88)","(41.0, 60.0, 59.565217391304344)","(7.0, 11.5, 11.26923076923077)","(6.5, 11.0, 10.391304347826086)","(8.5, 11.5, 10.672413793103448)","(26.0, 42.0, 38.36363636363637)","(1.8, 1.95, 1.9361538461538461)"
14-12-2022 12:39:58.170065,"(4.2, 6.0, 5.88)","(41.0, 60.0, 58.46153846153846)","(7.0, 11.5, 10.8125)","(6.5, 11.0, 10.444444444444445)","(8.5, 11.5, 10.904761904761905)","(26.0, 42.0, 39.0)","(1.8, 1.95, 2.013333333333333)"
14-12-2022 12:39:59.431505,"(4.2, 5.9, 5.833333333333334)","(41.0, 60.0, 58.07692307692308)","(7.0, 11.0, 10.8125)","(6.5, 10.5, 10.375)","(8.5, 11.0, 10.95945945945946)","(26.0, 40.0, 39.63636363636364)","(1.8, 2.02, 2.0098245614035086)"
14-12-2022 12:40:00.517146,"(4.2, 5.9, 5.8090909090909095)","(41.0, 60.0, 58.07692307692308)","(7.0, 11.0, 10.875)","(6.5, 10.5, 10.375)","(8.5, 11.5, 10.525)","(26.0, 40.0, 39.63636363636364)","(1.8, 2.02, 2.012280701754386)"
14-12-2022 12:40:01.617071,"(4.2, 5.9, 5.8090909090909095)","(41.0, 60.0, 58.07692307692308)","(7.0, 11.0, 11.357142857142858)","(6.5, 10.5, 10.375)","(8.5, 11.0, 10.15625)","(26.0, 40.0, 39.42857142857143)","(1.8, 2.02, 2.0103703703703704)"
14-12-2022 12:40:02.753624,"(4.2, 5.9, 5.828571428571429)","(41.0, 60.0, 58.148148148148145)","(7.0, 11.5, 11.375)","(6.5, 10.5, 10.375)","(8.5, 10.5, 9.877777777777778)","(26.0, 40.0, 39.55555555555556)","(1.8, 2.02, 2.0127272727272727)"
14-12-2022 12:40:03.935638,"(4.2, 5.9, 5.816666666666667)","(41.0, 60.0, 58.148148148148145)","(7.0, 11.5, 11.375)","(6.5, 10.5, 10.375)","(8.5, 10.5, 10.01304347826087)","(26.0, 40.0, 39.92307692307692)","(1.8, 2.02, 2.0127272727272727)"
14-12-2022 12:40:05.019271,"(4.2, 5.9, 5.86)","(41.0, 60.0, 58.148148148148145)","(7.0, 11.5, 11.375)","(6.5, 10.5, 10.375)","(8.5, 10.5, 9.975)","(26.0, 42.0, 39.92307692307692)","(1.8, 2.02, 2.002)"
14-12-2022 12:40:06.214441,"(4.2, 6.0, 5.928571428571429)","(41.0, 60.0, 58.148148148148145)","(7.0, 11.5, 11.375)","(6.5, 10.5, 10.375)","(8.5, 10.0, 9.985714285714286)","(26.0, 42.0, 40.13793103448276)","(1.8, 2.02, 1.9983333333333333)"
14-12-2022 12:40:07.366324,"(4.2, 6.2, 5.9750000000000005)","(41.0, 60.0, 58.148148148148145)","(7.0, 11.5, 11.375)","(6.5, 10.5, 10.444444444444445)","(8.5, 10.5, 10.076470588235294)","(26.0, 42.0, 40.411764705882355)","(1.8, 2.0, 2.003392857142857)"
14-12-2022 12:40:08.492493,"(4.2, 6.0, 5.975)","(41.0, 60.0, 58.125)","(7.0, 11.5, 11.39655172413793)","(6.5, 10.5, 10.1875)","(8.5, 10.5, 9.976744186046512)","(26.0, 42.0, 40.411764705882355)","(1.8, 2.02, 2.0027777777777778)"
14-12-2022 12:40:09.539941,"(4.2, 6.2, 5.9904761904761905)","(41.0, 60.0, 58.37837837837838)","(7.0, 11.5, 11.39655172413793)","(6.5, 10.5, 10.25)","(8.5, 10.5, 9.976744186046512)","(26.0, 42.0, 40.411764705882355)","(1.8, 2.02, 1.9913636363636364)"
14-12-2022 12:40:10.710811,"(4.2, 6.2, 6.0344827586206895)","(41.0, 60.0, 58.37837837837838)","(7.0, 11.5, 11.39655172413793)","(6.5, 10.5, 10.30952380952381)","(8.5, 10.5, 9.976744186046512)","(26.0, 42.0, 40.411764705882355)","(1.8, 2.02, 1.99375)"
14-12-2022 12:40:11.825730,"(4.2, 6.2, 6.04)","(41.0, 60.0, 58.37837837837838)","(7.0, 11.5, 11.39655172413793)","(6.5, 10.5, 10.30952380952381)","(8.5, 10.5, 9.553846153846154)","(26.0, 42.0, 40.411764705882355)","(1.8, 2.02, 1.995593220338983)"
14-12-2022 12:40:12.967766,"(4.2, 6.2, 6.015384615384615)","(41.0, 60.0, 58.37837837837838)","(7.0, 11.5, 11.285714285714286)","(6.5, 10.5, 10.326086956521738)","(8.5, 9.8, 9.388235294117646)","(26.0, 42.0, 40.411764705882355)","(1.8, 2.02, 1.9934285714285713)"
14-12-2022 12:40:14.132253,"(4.4, 6.2, 6.130769230769231)","(41.0, 60.0, 58.37837837837838)","(7.0, 11.5, 11.4375)","(6.5, 10.5, 10.326086956521738)","(8.5, 9.6, 9.46)","(26.0, 42.0, 40.411764705882355)","(1.8, 2.02, 1.9966666666666666)"
14-12-2022 12:40:15.333598,"(4.4, 6.2, 6.138461538461539)","(41.0, 60.0, 58.37837837837838)","(7.0, 11.5, 11.4375)","(6.5, 10.5, 10.326086956521738)","(8.5, 9.6, 9.52)","(26.0, 42.0, 40.411764705882355)","(1.8, 2.0, 1.993103448275862)"
14-12-2022 12:40:16.573940,"(4.4, 6.4, 6.16)","(41.0, 60.0, 58.37837837837838)","(7.0, 11.5, 11.4375)","(6.5, 10.5, 10.326086956521738)","(8.5, 9.8, 9.609523809523811)","(26.0, 42.0, 40.411764705882355)","(1.8, 2.0, 1.946923076923077)"
14-12-2022 12:40:17.826325,"(4.4, 6.4, 6.195348837209303)","(41.0, 60.0, 58.37837837837838)","(7.0, 11.5, 11.90625)","(6.5, 10.5, 10.576923076923077)","(8.5, 9.8, 9.444444444444445)","(26.0, 42.0, 40.411764705882355)","(1.8, 1.96, 1.946236559139785)"
14-12-2022 12:40:19.241857,"(4.4, 6.4, 6.188888888888889)","(41.0, 60.0, 58.37837837837838)","(7.0, 12.0, 11.90625)","(6.5, 11.0, 10.576923076923077)","(8.5, 9.8, 9.906666666666666)","(26.0, 42.0, 40.54545454545455)","(1.8, 1.96, 1.9415384615384614)"
14-12-2022 12:40:20.554384,"(4.4, 6.4, 6.194285714285715)","(41.0, 60.0, 58.37837837837838)","(7.0, 12.0, 11.90625)","(6.5, 11.0, 10.461538461538462)","(8.0, 10.0, 10.277777777777779)","(26.0, 42.0, 40.54545454545455)","(1.8, 1.96, 1.9221739130434783)"
14-12-2022 12:40:21.835482,"(4.4, 6.4, 6.2615384615384615)","(41.0, 60.0, 58.37837837837838)","(7.0, 12.0, 11.928571428571429)","(6.5, 11.0, 9.535483870967742)","(8.0, 10.5, 10.482758620689655)","(26.0, 42.0, 40.588235294117645)","(1.8, 1.93, 1.9157446808510639)"
14-12-2022 12:40:22.946486,"(4.4, 6.6, 6.4624999999999995)","(41.0, 60.0, 58.37837837837838)","(7.0, 12.0, 12.40625)","(6.5, 9.6, 9.02)","(8.0, 11.0, 10.423076923076923)","(26.0, 42.0, 40.588235294117645)","(1.8, 1.93, 1.916923076923077)"
14-12-2022 12:40:24.171040,"(4.4, 6.6, 6.466666666666667)","(41.0, 60.0, 58.37837837837838)","(7.0, 12.5, 11.875)","(6.5, 9.4, 9.209999999999999)","(8.0, 11.0, 10.673913043478262)","(26.0, 42.0, 38.57142857142857)","(1.8, 1.93, 1.9234090909090908)"
14-12-2022 12:40:25.335124,"(4.4, 6.6, 6.4526315789473685)","(41.0, 60.0, 58.37837837837838)","(7.0, 12.0, 11.875)","(6.5, 9.4, 9.209999999999999)","(8.0, 11.0, 10.583333333333334)","(26.0, 42.0, 38.57142857142857)","(1.8, 1.93, 1.9234090909090908)"
14-12-2022 12:40:26.560225,"(4.4, 6.6, 6.430769230769231)","(41.0, 60.0, 58.37837837837838)","(7.0, 12.0, 11.818181818181818)","(6.5, 9.4, 9.706666666666667)","(8.0, 11.0, 10.583333333333334)","(26.0, 42.0, 38.4)","(1.75, 1.93, 1.9234883720930231)"
14-12-2022 12:40:27.703328,"(4.4, 6.6, 6.556521739130434)","(41.0, 65.0, 63.0)","(7.0, 11.5, 11.416666666666666)","(6.5, 10.0, 9.68)","(8.0, 11.0, 10.583333333333334)","(26.0, 42.0, 39.0)","(1.75, 1.93, 1.9381818181818182)"
14-12-2022 12:40:28.897667,"(4.4, 6.6, 6.493333333333333)","(41.0, 65.0, 60.45454545454545)","(7.0, 11.5, 11.261904761904763)","(6.5, 10.0, 9.149999999999999)","(8.0, 11.0, 10.25)","(26.0, 40.0, 39.0)","(1.75, 1.94, 1.94625)"
14-12-2022 12:40:30.093238,"(4.4, 6.6, 6.506666666666667)","(41.0, 65.0, 60.45454545454545)","(7.0, 11.5, 11.261904761904763)","(6.5, 9.2, 9.149999999999999)","(8.0, 11.0, 10.464285714285714)","(26.0, 40.0, 41.07692307692308)","(1.75, 1.96, 1.9432142857142856)"
14-12-2022 12:40:31.266671,"(4.4, 6.6, 6.4967741935483865)","(41.0, 65.0, 60.45454545454545)","(7.0, 12.0, 11.475)","(6.5, 9.2, 9.125)","(8.0, 11.0, 10.53125)","(26.0, 42.0, 41.07692307692308)","(1.75, 1.96, 1.9498924731182796)"
14-12-2022 12:40:32.441823,"(4.4, 6.6, 6.508571428571428)","(41.0, 65.0, 60.65217391304348)","(7.0, 11.5, 11.475)","(6.5, 9.2, 9.125)","(8.0, 11.0, 10.53125)","(26.0, 42.0, 41.07692307692308)","(1.75, 1.96, 1.9539473684210527)"
14-12-2022 12:40:33.596883,"(4.4, 6.6, 6.517647058823529)","(41.0, 65.0, 60.45454545454545)","(7.0, 11.5, 11.48)","(6.5, 9.0, 8.666666666666668)","(8.0, 11.0, 10.571428571428571)","(26.0, 42.0, 41.07692307692308)","(1.75, 1.96, 1.9643478260869565)"
14-12-2022 12:40:34.837579,"(4.4, 6.6, 6.548387096774193)","(41.0, 65.0, 60.45454545454545)","(7.0, 11.5, 11.48)","(6.5, 8.8, 8.546666666666667)","(8.0, 11.0, 10.526315789473685)","(26.0, 42.0, 41.07692307692308)","(1.75, 1.97, 1.9621212121212122)"
14-12-2022 12:40:36.074163,"(4.4, 6.6, 6.544827586206896)","(41.0, 65.0, 62.391304347826086)","(7.0, 12.0, 11.48)","(6.5, 8.6, 8.571428571428571)","(8.0, 11.0, 10.526315789473685)","(26.0, 42.0, 41.07692307692308)","(1.75, 1.97, 1.9582926829268292)"
14-12-2022 12:40:37.255033,"(4.4, 6.6, 6.557894736842105)","(41.0, 65.0, 62.391304347826086)","(7.0, 12.0, 11.48)","(6.5, 8.6, 8.527272727272727)","(8.0, 11.0, 10.470588235294118)","(26.0, 42.0, 41.07692307692308)","(1.75, 1.97, 1.9582926829268292)"
14-12-2022 12:40:38.458307,"(4.4, 6.6, 6.557894736842105)","(41.0, 65.0, 62.391304347826086)","(7.0, 12.0, 11.48)","(6.5, 8.6, 8.559999999999999)","(8.0, 11.0, 10.470588235294118)","(26.0, 42.0, 41.07692307692308)","(1.75, 1.97, 1.9653846153846153)"
14-12-2022 12:40:39.684720,"(4.4, 6.6, 6.523809523809524)","(41.0, 65.0, 62.391304347826086)","(7.0, 12.0, 11.48)","(6.5, 8.6, 8.559999999999999)","(8.0, 11.0, 10.5)","(26.0, 42.0, 41.07692307692308)","(1.75, 1.97, 1.966969696969697)"
14-12-2022 12:40:40.840651,"(4.4, 6.4, 6.337777777777778)","(41.0, 65.0, 62.391304347826086)","(7.0, 12.0, 11.516129032258064)","(6.5, 8.6, 8.457142857142857)","(8.0, 11.0, 10.470588235294118)","(26.0, 42.0, 41.07692307692308)","(1.75, 1.97, 1.989090909090909)"
14-12-2022 12:40:42.005033,"(4.4, 6.4, 6.275862068965518)","(41.0, 65.0, 62.391304347826086)","(7.0, 12.0, 11.516129032258064)","(6.5, 8.6, 8.457142857142857)","(8.0, 11.0, 10.470588235294118)","(26.0, 42.0, 41.07692307692308)","(1.75, 1.99, 1.9892307692307691)"
14-12-2022 12:40:43.267596,"(4.4, 6.4, 6.275862068965518)","(41.0, 80.0, 75.23809523809524)","(7.0, 12.0, 11.51388888888889)","(6.5, 8.6, 8.35)","(8.0, 11.0, 10.560975609756097)","(26.0, 42.0, 41.07692307692308)","(1.75, 1.99, 1.97375)"
