,Anemos,Chihuly,Gronkowski,Lallegro,Rebillyous,Tolpuddle,Box Of Crackers,Lily Luella,Might Just Happen,Penelope Jane,Temple Of Gold,Penny Bazaar,Livstar
16-12-2022 12:41:24.711816,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.248571428571429)","(31.0, 65.0, 63.75)","(71.0, 190.0, 174.0)","(10.0, 18.5, 18.307692307692307)","(1.85, 1.95, 1.94)","(7.5, 10.5, 10.123376623376624)","(61.0, 130.0, 126.66666666666667)","(13.0, 18.0, 18.166666666666668)","(8.5, 10.5, 10.208994708994709)","(20.0, 23.0, 22.727272727272727)","(61.0, 100.0, 97.8125)","(101.0, 240.0, 236.0)"
16-12-2022 12:41:26.156369,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.248571428571429)","(31.0, 65.0, 64.73684210526315)","(71.0, 190.0, 174.0)","(10.0, 19.0, 18.266666666666666)","(1.85, 1.94, 1.9430215827338129)","(7.5, 10.5, 10.115853658536585)","(61.0, 130.0, 126.66666666666667)","(13.0, 18.5, 18.166666666666668)","(8.5, 10.5, 10.296992481203008)","(20.0, 23.0, 22.727272727272727)","(61.0, 100.0, 95.625)","(101.0, 240.0, 236.0)"
16-12-2022 12:41:27.693791,"(101.0, 250.0, 241.66666666666666)","(10.0, 11.5, 11.248571428571429)","(31.0, 65.0, 64.73684210526315)","(71.0, 190.0, 174.0)","(10.0, 19.0, 18.25)","(1.85, 1.95, 1.9426751592356688)","(7.5, 10.5, 10.115853658536585)","(61.0, 130.0, 126.66666666666667)","(13.0, 18.5, 18.166666666666668)","(8.5, 10.5, 10.28014184397163)","(20.0, 23.0, 22.742857142857144)","(61.0, 100.0, 95.625)","(101.0, 240.0, 236.0)"
16-12-2022 12:41:29.030707,"(101.0, 250.0, 228.57142857142858)","(10.0, 11.5, 11.248571428571429)","(31.0, 65.0, 64.73684210526315)","(81.0, 190.0, 174.0)","(12.0, 18.5, 18.25)","(1.8, 1.95, 1.9341603053435115)","(7.5, 10.5, 10.115853658536585)","(61.0, 130.0, 126.66666666666667)","(13.0, 18.5, 18.166666666666668)","(8.5, 10.5, 10.30625)","(19.0, 23.0, 22.428571428571427)","(61.0, 100.0, 95.625)","(101.0, 240.0, 236.0)"
16-12-2022 12:41:30.384207,"(101.0, 250.0, 233.33333333333334)","(10.0, 11.5, 11.248571428571429)","(31.0, 65.0, 64.73684210526315)","(81.0, 190.0, 174.0)","(12.0, 18.5, 18.25)","(1.8, 1.94, 1.9336092715231787)","(7.5, 10.5, 10.115853658536585)","(61.0, 130.0, 127.27272727272727)","(13.0, 18.5, 18.166666666666668)","(8.5, 10.5, 10.30625)","(19.0, 23.0, 22.428571428571427)","(61.0, 100.0, 95.625)","(101.0, 240.0, 236.0)"
16-12-2022 12:41:31.737488,"(101.0, 250.0, 222.72727272727272)","(10.0, 11.5, 11.255882352941176)","(31.0, 65.0, 64.73684210526315)","(81.0, 190.0, 174.0)","(12.0, 18.5, 18.814814814814813)","(1.8, 1.94, 1.9336092715231787)","(7.5, 10.5, 10.051470588235293)","(61.0, 130.0, 118.18181818181819)","(13.0, 18.5, 18.166666666666668)","(8.5, 10.5, 10.314102564102564)","(19.0, 23.0, 22.428571428571427)","(61.0, 100.0, 95.625)","(101.0, 240.0, 236.0)"
16-12-2022 12:41:33.069225,"(101.0, 250.0, 225.0)","(10.0, 11.5, 11.255882352941176)","(31.0, 65.0, 64.73684210526315)","(81.0, 190.0, 174.0)","(12.0, 19.0, 18.814814814814813)","(1.8, 1.94, 1.9336092715231787)","(7.5, 10.5, 10.0546875)","(61.0, 120.0, 116.66666666666667)","(13.0, 18.5, 18.166666666666668)","(8.5, 10.5, 10.315286624203821)","(19.0, 23.0, 22.714285714285715)","(61.0, 100.0, 95.625)","(101.0, 240.0, 236.0)"
16-12-2022 12:41:34.582726,"(101.0, 250.0, 222.72727272727272)","(10.0, 11.5, 11.255882352941176)","(31.0, 65.0, 64.73684210526315)","(81.0, 190.0, 174.0)","(12.0, 19.0, 18.814814814814813)","(1.8, 1.94, 1.9347882736156352)","(7.5, 10.5, 10.0546875)","(61.0, 120.0, 115.0)","(13.0, 18.5, 18.166666666666668)","(8.5, 10.5, 10.315286624203821)","(19.0, 23.0, 21.82758620689655)","(61.0, 100.0, 94.5)","(101.0, 240.0, 236.0)"
16-12-2022 12:41:35.979784,"(101.0, 250.0, 222.72727272727272)","(10.0, 11.5, 11.255882352941176)","(31.0, 65.0, 63.6)","(81.0, 190.0, 192.22222222222223)","(12.0, 19.0, 19.14)","(1.8, 1.94, 1.9340869565217391)","(7.5, 10.5, 9.829411764705883)","(61.0, 120.0, 110.0)","(13.0, 18.5, 18.63888888888889)","(8.5, 10.5, 10.286764705882353)","(19.0, 22.0, 21.636363636363637)","(61.0, 95.0, 95.625)","(101.0, 240.0, 224.44444444444446)"
16-12-2022 12:41:37.352358,"(101.0, 250.0, 214.0)","(10.0, 11.5, 11.255882352941176)","(31.0, 75.0, 71.37931034482759)","(81.0, 210.0, 192.22222222222223)","(12.0, 19.5, 18.67391304347826)","(1.8, 1.94, 1.9378288100208767)","(7.5, 10.0, 9.829411764705883)","(61.0, 130.0, 110.0)","(13.0, 19.0, 18.708333333333332)","(8.5, 10.5, 10.286764705882353)","(19.0, 22.0, 22.692307692307693)","(61.0, 100.0, 93.63636363636364)","(101.0, 230.0, 224.44444444444446)"
16-12-2022 12:41:38.686969,"(101.0, 250.0, 227.5)","(10.0, 11.5, 11.255882352941176)","(31.0, 75.0, 71.37931034482759)","(81.0, 210.0, 197.69230769230768)","(12.0, 19.5, 18.67391304347826)","(1.8, 1.94, 1.9378288100208767)","(7.5, 10.0, 9.829411764705883)","(61.0, 130.0, 110.0)","(13.0, 19.0, 18.708333333333332)","(8.5, 10.5, 10.286764705882353)","(19.0, 23.0, 22.692307692307693)","(61.0, 100.0, 93.63636363636364)","(101.0, 230.0, 224.44444444444446)"
16-12-2022 12:41:39.940722,"(101.0, 250.0, 233.125)","(10.0, 11.5, 11.255882352941176)","(31.0, 75.0, 71.3157894736842)","(81.0, 210.0, 197.69230769230768)","(12.0, 19.0, 18.75)","(1.8, 1.95, 1.9332283464566928)","(7.5, 10.0, 9.758333333333333)","(61.0, 130.0, 110.0)","(13.0, 19.0, 18.625)","(8.5, 10.5, 10.286764705882353)","(19.0, 23.0, 22.75)","(61.0, 100.0, 93.63636363636364)","(101.0, 230.0, 224.44444444444446)"
16-12-2022 12:41:41.322176,"(101.0, 250.0, 233.125)","(10.0, 11.5, 11.213793103448277)","(31.0, 75.0, 71.0)","(81.0, 210.0, 198.57142857142858)","(12.0, 19.0, 18.666666666666668)","(1.8, 1.94, 1.9326359832635982)","(7.5, 10.0, 9.758333333333333)","(61.0, 130.0, 109.54545454545455)","(13.0, 19.0, 18.625)","(8.5, 10.5, 10.286764705882353)","(19.0, 23.0, 22.75)","(61.0, 100.0, 93.63636363636364)","(101.0, 230.0, 224.44444444444446)"
16-12-2022 12:41:42.681249,"(101.0, 250.0, 233.125)","(10.0, 11.5, 11.212328767123287)","(31.0, 75.0, 71.0)","(81.0, 210.0, 198.57142857142858)","(12.0, 19.0, 18.666666666666668)","(1.8, 1.94, 1.9326359832635982)","(7.5, 10.0, 9.758333333333333)","(61.0, 130.0, 109.54545454545455)","(13.0, 19.0, 18.625)","(8.5, 10.5, 10.286764705882353)","(19.0, 23.0, 22.96)","(61.0, 100.0, 93.63636363636364)","(101.0, 230.0, 224.44444444444446)"
16-12-2022 12:41:44.018120,"(101.0, 250.0, 233.125)","(10.0, 11.5, 11.210344827586207)","(31.0, 75.0, 71.0)","(81.0, 210.0, 198.57142857142858)","(12.0, 19.0, 18.666666666666668)","(1.8, 1.94, 1.930785340314136)","(8.0, 10.0, 9.753020134228187)","(61.0, 130.0, 117.5)","(14.0, 19.0, 18.59090909090909)","(8.5, 10.5, 10.278571428571428)","(19.0, 24.0, 22.685714285714287)","(61.0, 100.0, 93.63636363636364)","(101.0, 230.0, 224.44444444444446)"
16-12-2022 12:41:45.378845,"(101.0, 250.0, 233.125)","(10.0, 11.5, 11.210344827586207)","(31.0, 75.0, 71.0)","(81.0, 210.0, 198.57142857142858)","(12.0, 19.0, 18.666666666666668)","(1.8, 1.95, 1.9457553956834532)","(8.0, 10.0, 9.711764705882352)","(61.0, 120.0, 116.875)","(14.0, 19.0, 18.59090909090909)","(8.5, 10.5, 10.278571428571428)","(19.0, 24.0, 22.789473684210527)","(61.0, 100.0, 93.63636363636364)","(101.0, 230.0, 224.44444444444446)"
16-12-2022 12:41:46.854627,"(101.0, 250.0, 233.125)","(10.0, 11.5, 11.210344827586207)","(31.0, 75.0, 71.0)","(81.0, 210.0, 198.57142857142858)","(12.0, 19.0, 18.666666666666668)","(1.8, 1.95, 1.9470032573289902)","(8.0, 10.0, 9.711764705882352)","(61.0, 120.0, 109.58333333333333)","(14.0, 19.0, 18.217391304347824)","(8.5, 10.5, 10.278571428571428)","(19.0, 24.0, 22.878048780487806)","(61.0, 100.0, 93.63636363636364)","(101.0, 230.0, 224.44444444444446)"
16-12-2022 12:41:48.291271,"(101.0, 250.0, 233.125)","(10.0, 11.5, 11.210344827586207)","(31.0, 75.0, 71.0)","(81.0, 210.0, 198.57142857142858)","(12.0, 19.0, 18.666666666666668)","(1.8, 1.95, 1.9470032573289902)","(8.0, 10.0, 9.689411764705882)","(61.0, 120.0, 109.58333333333333)","(14.0, 19.0, 18.217391304347824)","(8.5, 10.5, 10.278571428571428)","(19.0, 24.0, 22.878048780487806)","(61.0, 100.0, 93.07692307692308)","(101.0, 230.0, 224.44444444444446)"
16-12-2022 12:41:49.644019,"(101.0, 250.0, 233.125)","(10.0, 11.5, 11.210344827586207)","(31.0, 75.0, 71.0)","(81.0, 210.0, 198.57142857142858)","(12.0, 19.0, 18.666666666666668)","(1.8, 1.96, 1.9586923076923077)","(8.0, 9.8, 9.486021505376344)","(61.0, 120.0, 109.58333333333333)","(14.0, 19.0, 18.217391304347824)","(8.5, 10.5, 10.286206896551723)","(19.0, 24.0, 22.878048780487806)","(61.0, 100.0, 93.07692307692308)","(101.0, 230.0, 224.44444444444446)"
16-12-2022 12:41:51.007936,"(101.0, 250.0, 233.125)","(10.0, 11.5, 11.188271604938272)","(31.0, 75.0, 69.66666666666667)","(81.0, 210.0, 198.57142857142858)","(12.0, 19.0, 18.666666666666668)","(1.8, 1.96, 1.9586923076923077)","(8.0, 9.8, 9.464367816091954)","(61.0, 120.0, 109.58333333333333)","(14.0, 19.0, 18.217391304347824)","(8.5, 10.5, 10.286206896551723)","(19.0, 24.0, 22.878048780487806)","(61.0, 100.0, 93.07692307692308)","(101.0, 230.0, 224.44444444444446)"
16-12-2022 12:41:52.402599,"(101.0, 250.0, 233.125)","(10.0, 11.5, 11.188271604938272)","(31.0, 75.0, 67.5925925925926)","(81.0, 210.0, 198.57142857142858)","(12.0, 19.0, 18.666666666666668)","(1.8, 1.96, 1.9586561264822133)","(8.0, 9.8, 9.473684210526315)","(61.0, 120.0, 109.58333333333333)","(14.0, 19.0, 18.217391304347824)","(8.5, 10.5, 10.286206896551723)","(19.0, 24.0, 22.878048780487806)","(61.0, 100.0, 93.07692307692308)","(101.0, 230.0, 224.44444444444446)"
16-12-2022 12:41:53.768336,"(101.0, 250.0, 233.125)","(10.0, 11.5, 11.188271604938272)","(31.0, 75.0, 67.5925925925926)","(81.0, 210.0, 198.57142857142858)","(12.0, 19.0, 18.666666666666668)","(1.8, 1.96, 1.9466527196652719)","(8.0, 9.6, 9.463636363636363)","(61.0, 120.0, 109.58333333333333)","(14.0, 19.0, 18.217391304347824)","(8.5, 10.5, 10.286206896551723)","(19.0, 24.0, 22.878048780487806)","(61.0, 100.0, 93.07692307692308)","(101.0, 230.0, 224.44444444444446)"
16-12-2022 12:41:55.162428,"(101.0, 250.0, 233.125)","(10.0, 11.5, 11.188271604938272)","(31.0, 75.0, 67.5925925925926)","(81.0, 210.0, 198.57142857142858)","(12.0, 19.0, 18.666666666666668)","(1.8, 1.95, 1.9491907514450866)","(8.0, 9.6, 9.463636363636363)","(61.0, 120.0, 109.58333333333333)","(14.0, 19.0, 18.333333333333332)","(8.5, 10.5, 10.268)","(19.0, 24.0, 22.878048780487806)","(61.0, 100.0, 93.07692307692308)","(101.0, 230.0, 224.44444444444446)"
16-12-2022 12:41:56.652894,"(101.0, 250.0, 233.125)","(10.0, 11.5, 11.198224852071005)","(31.0, 75.0, 66.92307692307692)","(81.0, 210.0, 198.57142857142858)","(12.0, 19.0, 18.666666666666668)","(1.8, 1.95, 1.9491907514450866)","(8.0, 9.6, 9.463636363636363)","(61.0, 120.0, 109.58333333333333)","(14.0, 19.0, 18.333333333333332)","(8.5, 10.5, 10.268)","(19.0, 24.0, 22.82051282051282)","(61.0, 100.0, 93.07692307692308)","(101.0, 230.0, 224.44444444444446)"
16-12-2022 12:41:58.021878,"(101.0, 250.0, 233.125)","(10.0, 11.5, 11.198224852071005)","(31.0, 75.0, 66.92307692307692)","(81.0, 210.0, 198.57142857142858)","(12.0, 19.0, 18.666666666666668)","(1.8, 1.95, 1.9491907514450866)","(8.0, 9.6, 9.463636363636363)","(61.0, 120.0, 109.58333333333333)","(14.0, 19.0, 18.333333333333332)","(8.5, 10.5, 10.268)","(19.0, 24.0, 22.82051282051282)","(61.0, 100.0, 93.07692307692308)","(101.0, 230.0, 224.44444444444446)"
16-12-2022 12:41:59.435227,"(101.0, 250.0, 233.125)","(10.0, 11.5, 11.198224852071005)","(31.0, 70.0, 68.33333333333333)","(81.0, 210.0, 198.57142857142858)","(12.0, 19.0, 18.666666666666668)","(1.8, 1.95, 1.9517222222222221)","(8.0, 9.6, 9.43720930232558)","(61.0, 120.0, 109.58333333333333)","(14.0, 19.0, 18.333333333333332)","(8.5, 10.5, 10.268)","(19.0, 24.0, 22.636363636363637)","(61.0, 100.0, 93.07692307692308)","(101.0, 230.0, 225.0)"
16-12-2022 12:42:00.858296,"(101.0, 250.0, 233.125)","(10.0, 11.5, 11.189024390243903)","(31.0, 70.0, 68.75)","(81.0, 210.0, 198.57142857142858)","(12.0, 19.0, 18.666666666666668)","(1.8, 1.96, 1.9520533333333332)","(8.0, 9.6, 9.397297297297298)","(61.0, 120.0, 109.58333333333333)","(14.0, 19.0, 18.333333333333332)","(8.5, 10.5, 10.268)","(19.0, 23.0, 22.756756756756758)","(61.0, 100.0, 93.07692307692308)","(101.0, 230.0, 225.0)"
16-12-2022 12:42:02.215007,"(101.0, 250.0, 233.125)","(10.0, 11.5, 11.189024390243903)","(31.0, 70.0, 68.75)","(81.0, 210.0, 198.57142857142858)","(12.0, 19.0, 18.666666666666668)","(1.8, 1.96, 1.9508433734939759)","(8.0, 9.4, 9.397297297297298)","(61.0, 120.0, 101.25)","(14.0, 19.0, 18.333333333333332)","(8.5, 10.5, 10.268)","(18.0, 24.0, 22.756756756756758)","(61.0, 100.0, 92.22222222222223)","(101.0, 230.0, 226.66666666666666)"
16-12-2022 12:42:03.612304,"(101.0, 250.0, 241.0)","(10.0, 11.5, 11.189024390243903)","(31.0, 70.0, 68.75)","(81.0, 210.0, 198.57142857142858)","(12.0, 19.0, 18.666666666666668)","(1.8, 1.96, 1.9536134453781513)","(8.0, 9.4, 9.397297297297298)","(61.0, 120.0, 103.63636363636364)","(14.0, 19.0, 18.333333333333332)","(8.5, 10.5, 10.190265486725664)","(18.0, 24.0, 22.756756756756758)","(61.0, 95.0, 92.22222222222223)","(101.0, 230.0, 226.66666666666666)"
16-12-2022 12:42:05.249110,"(101.0, 250.0, 241.0)","(10.0, 11.5, 11.205202312138729)","(31.0, 70.0, 66.36363636363636)","(81.0, 210.0, 193.07692307692307)","(12.0, 19.0, 18.666666666666668)","(1.8, 1.96, 1.9538285714285715)","(8.0, 9.4, 9.396666666666667)","(61.0, 120.0, 102.5)","(14.0, 19.0, 18.333333333333332)","(8.5, 10.5, 10.222222222222221)","(18.0, 24.0, 22.756756756756758)","(61.0, 95.0, 92.22222222222223)","(101.0, 230.0, 226.66666666666666)"
16-12-2022 12:42:06.816377,"(101.0, 250.0, 241.0)","(10.0, 11.5, 11.221311475409836)","(31.0, 70.0, 58.0)","(81.0, 200.0, 194.0)","(12.0, 19.0, 18.666666666666668)","(1.8, 1.96, 1.9513698630136986)","(8.0, 9.4, 9.316049382716049)","(61.0, 110.0, 99.0909090909091)","(14.0, 19.0, 18.333333333333332)","(8.5, 10.5, 10.255555555555556)","(18.0, 24.0, 22.756756756756758)","(61.0, 95.0, 92.22222222222223)","(101.0, 230.0, 226.66666666666666)"
16-12-2022 12:42:08.363863,"(101.0, 250.0, 241.0)","(10.0, 11.5, 11.221311475409836)","(31.0, 70.0, 59.61538461538461)","(81.0, 210.0, 185.0)","(12.0, 19.0, 18.8)","(1.8, 1.96, 1.9527631578947369)","(8.0, 9.4, 9.443243243243243)","(61.0, 110.0, 97.14285714285714)","(14.0, 19.0, 18.4375)","(8.5, 10.5, 10.170731707317072)","(18.0, 24.0, 22.904761904761905)","(61.0, 95.0, 92.5)","(101.0, 230.0, 226.66666666666666)"
16-12-2022 12:42:09.996148,"(101.0, 250.0, 241.0)","(10.0, 11.5, 11.196428571428571)","(31.0, 65.0, 61.36363636363636)","(81.0, 200.0, 187.5)","(12.0, 19.0, 18.74390243902439)","(1.8, 1.96, 1.9526666666666666)","(8.0, 9.6, 9.436619718309858)","(61.0, 110.0, 97.14285714285714)","(14.0, 19.0, 18.4375)","(8.5, 10.5, 10.167464114832535)","(18.0, 24.0, 22.904761904761905)","(61.0, 95.0, 92.5)","(101.0, 230.0, 226.66666666666666)"
16-12-2022 12:42:11.457292,"(101.0, 250.0, 241.0)","(10.0, 11.5, 11.196428571428571)","(41.0, 65.0, 61.36363636363636)","(101.0, 210.0, 195.0)","(13.0, 19.5, 18.74390243902439)","(1.75, 1.96, 1.947355623100304)","(8.0, 9.6, 9.436619718309858)","(71.0, 110.0, 97.14285714285714)","(14.0, 19.0, 18.4375)","(8.5, 10.5, 10.167464114832535)","(18.0, 24.0, 22.904761904761905)","(71.0, 95.0, 92.5)","(101.0, 230.0, 222.0)"
16-12-2022 12:42:13.039737,"(101.0, 250.0, 241.0)","(10.0, 11.5, 11.196428571428571)","(41.0, 65.0, 61.36363636363636)","(101.0, 210.0, 195.0)","(13.0, 19.5, 18.9)","(1.75, 1.95, 1.9604608294930874)","(8.0, 9.6, 9.395348837209301)","(71.0, 110.0, 97.14285714285714)","(14.0, 19.0, 18.59090909090909)","(8.5, 10.5, 10.167464114832535)","(18.0, 24.0, 22.904761904761905)","(71.0, 95.0, 92.5)","(101.0, 230.0, 222.0)"
16-12-2022 12:42:14.606491,"(101.0, 250.0, 241.0)","(10.0, 11.5, 11.182634730538922)","(41.0, 65.0, 62.0)","(101.0, 210.0, 207.27272727272728)","(13.0, 19.5, 19.38888888888889)","(1.75, 1.97, 1.9622274881516588)","(8.0, 9.6, 9.384615384615383)","(71.0, 110.0, 100.625)","(14.0, 19.0, 18.59090909090909)","(8.5, 10.5, 10.132575757575758)","(18.0, 24.0, 22.148936170212767)","(71.0, 95.0, 92.5)","(101.0, 230.0, 220.0)"
16-12-2022 12:42:16.257020,"(101.0, 250.0, 241.0)","(10.0, 11.5, 11.124113475177305)","(41.0, 65.0, 62.0)","(101.0, 210.0, 206.25)","(13.0, 19.5, 19.38888888888889)","(1.75, 1.97, 1.9732342007434944)","(8.0, 9.6, 9.384615384615383)","(71.0, 110.0, 103.18181818181819)","(14.0, 19.0, 18.59090909090909)","(8.5, 10.5, 10.132575757575758)","(18.0, 23.0, 22.09090909090909)","(71.0, 95.0, 92.5)","(101.0, 230.0, 220.0)"
16-12-2022 12:42:17.719834,"(101.0, 250.0, 241.0)","(10.0, 11.5, 11.095419847328245)","(41.0, 65.0, 62.0)","(101.0, 210.0, 200.0)","(13.0, 19.5, 18.754545454545454)","(1.75, 1.98, 1.9732342007434944)","(8.0, 9.6, 9.375)","(71.0, 110.0, 105.0)","(14.0, 19.0, 17.744444444444444)","(8.5, 10.5, 10.132575757575758)","(18.0, 23.0, 22.09090909090909)","(71.0, 95.0, 92.5)","(101.0, 230.0, 220.0)"
16-12-2022 12:42:19.241641,"(101.0, 250.0, 241.0)","(10.0, 11.5, 11.089928057553957)","(41.0, 65.0, 63.0)","(101.0, 210.0, 203.33333333333334)","(13.0, 19.5, 18.754545454545454)","(1.75, 1.98, 1.9732342007434944)","(8.0, 9.6, 9.375)","(71.0, 110.0, 105.0)","(14.0, 18.0, 17.65909090909091)","(8.5, 10.5, 10.132575757575758)","(18.0, 23.0, 22.09090909090909)","(71.0, 95.0, 92.27272727272727)","(101.0, 230.0, 220.0)"
16-12-2022 12:42:20.778765,"(101.0, 250.0, 241.0)","(10.0, 11.5, 11.099236641221374)","(41.0, 65.0, 63.0)","(101.0, 210.0, 203.33333333333334)","(13.0, 19.5, 18.754545454545454)","(1.75, 1.98, 1.9730798479087452)","(8.0, 9.6, 9.375)","(71.0, 110.0, 105.0)","(14.0, 18.0, 17.59)","(8.5, 10.5, 10.132575757575758)","(18.0, 23.0, 22.08888888888889)","(71.0, 95.0, 92.5)","(101.0, 230.0, 220.0)"
16-12-2022 12:42:22.394460,"(101.0, 250.0, 241.0)","(10.0, 11.5, 11.083333333333334)","(41.0, 65.0, 63.0)","(101.0, 210.0, 203.33333333333334)","(13.0, 19.5, 18.754545454545454)","(1.75, 1.98, 1.9721212121212122)","(8.0, 9.6, 9.375)","(71.0, 110.0, 105.0)","(14.0, 18.0, 17.59)","(8.5, 10.5, 10.124497991967871)","(18.0, 23.0, 22.08888888888889)","(71.0, 95.0, 92.5)","(101.0, 230.0, 220.0)"
16-12-2022 12:42:23.896247,"(101.0, 250.0, 241.0)","(10.0, 11.5, 11.083333333333334)","(41.0, 65.0, 63.0)","(101.0, 210.0, 203.33333333333334)","(13.0, 19.5, 18.754545454545454)","(1.75, 1.98, 1.9721212121212122)","(8.0, 9.6, 9.375)","(71.0, 110.0, 105.0)","(14.0, 18.0, 17.544444444444444)","(8.5, 10.5, 10.124497991967871)","(18.0, 23.0, 22.08888888888889)","(71.0, 95.0, 92.5)","(101.0, 230.0, 220.0)"
16-12-2022 12:42:25.459943,"(101.0, 250.0, 241.0)","(10.0, 11.5, 11.066115702479339)","(41.0, 65.0, 63.0)","(101.0, 210.0, 203.33333333333334)","(13.0, 19.5, 18.754545454545454)","(1.75, 1.98, 1.9721212121212122)","(8.0, 9.6, 9.379591836734694)","(71.0, 110.0, 105.0)","(14.0, 18.0, 17.50526315789474)","(8.5, 10.5, 10.124497991967871)","(18.0, 23.0, 22.08888888888889)","(71.0, 95.0, 92.5)","(101.0, 230.0, 220.0)"
16-12-2022 12:42:27.011817,"(101.0, 250.0, 241.0)","(10.0, 11.5, 11.058823529411764)","(41.0, 65.0, 62.5)","(101.0, 210.0, 203.33333333333334)","(13.0, 19.5, 18.852941176470587)","(1.75, 1.98, 1.9721212121212122)","(8.0, 9.6, 9.379591836734694)","(71.0, 110.0, 105.0)","(14.0, 18.0, 17.564814814814813)","(8.5, 10.5, 10.103813559322035)","(18.0, 23.0, 22.08888888888889)","(71.0, 95.0, 92.5)","(101.0, 230.0, 220.0)"
16-12-2022 12:42:28.553479,"(101.0, 250.0, 241.0)","(10.0, 11.5, 10.909420289855072)","(41.0, 65.0, 62.5)","(101.0, 210.0, 203.33333333333334)","(13.0, 19.0, 18.807692307692307)","(1.75, 1.98, 1.9908035714285715)","(8.0, 9.6, 9.379591836734694)","(71.0, 110.0, 105.0)","(14.0, 18.0, 17.63)","(8.5, 10.5, 10.056872037914692)","(18.0, 23.0, 22.08888888888889)","(71.0, 95.0, 92.5)","(101.0, 230.0, 220.0)"
16-12-2022 12:42:30.101339,"(101.0, 250.0, 241.0)","(10.0, 11.0, 10.905303030303031)","(41.0, 65.0, 62.5)","(101.0, 210.0, 203.33333333333334)","(13.0, 19.0, 18.807692307692307)","(1.75, 2.0, 1.998045112781955)","(8.0, 9.6, 9.379591836734694)","(71.0, 110.0, 106.25)","(14.0, 18.0, 17.63)","(8.5, 10.5, 10.100427350427351)","(18.0, 23.0, 21.825688073394495)","(71.0, 95.0, 92.77777777777777)","(101.0, 230.0, 220.0)"
16-12-2022 12:42:31.636972,"(101.0, 250.0, 241.0)","(10.0, 11.0, 10.905303030303031)","(41.0, 65.0, 62.5)","(101.0, 210.0, 203.33333333333334)","(13.0, 19.0, 18.807692307692307)","(1.75, 2.02, 1.99984)","(8.0, 9.6, 9.379591836734694)","(71.0, 110.0, 106.25)","(14.0, 18.0, 17.63)","(8.5, 10.5, 10.100427350427351)","(18.0, 22.0, 21.825688073394495)","(71.0, 95.0, 92.77777777777777)","(101.0, 230.0, 220.0)"
16-12-2022 12:42:33.301552,"(101.0, 250.0, 241.0)","(10.0, 11.0, 10.896694214876034)","(41.0, 65.0, 62.5)","(101.0, 210.0, 203.33333333333334)","(13.0, 19.0, 18.807692307692307)","(1.75, 2.02, 1.9928491620111732)","(8.0, 9.6, 9.379591836734694)","(71.0, 110.0, 115.45454545454545)","(14.0, 18.0, 17.63)","(8.5, 10.5, 10.100427350427351)","(18.0, 22.0, 21.825688073394495)","(71.0, 95.0, 92.77777777777777)","(101.0, 230.0, 220.0)"
16-12-2022 12:42:34.870822,"(101.0, 250.0, 241.0)","(10.0, 11.0, 10.896694214876034)","(41.0, 65.0, 62.5)","(101.0, 210.0, 203.33333333333334)","(13.0, 19.0, 18.807692307692307)","(1.75, 2.0, 1.9910236220472441)","(8.0, 9.6, 9.379591836734694)","(71.0, 120.0, 109.0625)","(14.0, 18.0, 17.63)","(8.5, 10.5, 10.088105726872246)","(18.0, 22.0, 21.89108910891089)","(71.0, 95.0, 92.77777777777777)","(101.0, 230.0, 220.0)"
16-12-2022 12:42:36.406630,"(101.0, 250.0, 241.0)","(9.0, 11.0, 10.823170731707316)","(41.0, 65.0, 62.5)","(101.0, 210.0, 203.33333333333334)","(13.0, 19.0, 18.807692307692307)","(1.75, 2.0, 1.9910236220472441)","(8.0, 9.6, 9.379591836734694)","(71.0, 120.0, 104.72222222222223)","(14.0, 18.0, 17.63)","(8.5, 10.5, 10.152631578947368)","(18.0, 22.0, 21.89108910891089)","(71.0, 95.0, 92.33333333333333)","(101.0, 230.0, 220.0)"
16-12-2022 12:42:38.119369,"(101.0, 250.0, 241.0)","(9.0, 11.0, 10.823170731707316)","(41.0, 65.0, 62.5)","(101.0, 210.0, 203.33333333333334)","(13.0, 19.0, 18.72222222222222)","(1.75, 2.0, 1.9903389830508476)","(8.0, 9.6, 9.318620689655171)","(71.0, 120.0, 97.5)","(14.0, 18.0, 17.647727272727273)","(8.5, 10.5, 10.191428571428572)","(18.0, 22.0, 22.40740740740741)","(71.0, 95.0, 92.33333333333333)","(101.0, 230.0, 213.33333333333334)"
16-12-2022 12:42:39.904707,"(101.0, 250.0, 241.0)","(9.0, 11.0, 10.823170731707316)","(41.0, 65.0, 62.5)","(101.0, 210.0, 203.33333333333334)","(13.0, 19.5, 18.72222222222222)","(1.75, 2.0, 1.9905785123966941)","(8.0, 9.6, 9.318620689655171)","(71.0, 120.0, 97.89473684210526)","(14.0, 18.0, 17.647727272727273)","(8.5, 10.5, 10.191428571428572)","(18.0, 23.0, 22.40740740740741)","(71.0, 95.0, 92.33333333333333)","(101.0, 220.0, 215.0)"
