,Ammoudi Bay,Cinnamon Missile,Fratellino,Leadership Spill,Wit,Such A Whit,Sogni
06-01-2023 16:01:28.858402,"(5.0, 5.9, 5.854166666666667)","(26.0, 50.0, 46.0)","(8.5, 11.0, 9.93125)","(1.6, 1.83, 1.8281818181818184)","(6.0, 7.6, 7.381818181818182)","(41.0, 80.0, 78.75)","(81.0, 190.0, 174.0)"
06-01-2023 16:01:30.012578,"(5.0, 5.9, 5.8133333333333335)","(26.0, 50.0, 47.81818181818181)","(8.5, 10.5, 9.93125)","(1.6, 1.83, 1.8281818181818184)","(6.0, 7.6, 7.318518518518519)","(41.0, 80.0, 78.75)","(81.0, 190.0, 174.0)"
06-01-2023 16:01:31.094710,"(5.0, 5.9, 5.8133333333333335)","(26.0, 50.0, 47.0)","(8.5, 10.5, 9.93125)","(1.6, 1.83, 1.8281818181818184)","(6.0, 7.6, 7.318518518518519)","(41.0, 80.0, 78.75)","(81.0, 190.0, 174.0)"
06-01-2023 16:01:32.264757,"(5.0, 5.9, 5.8133333333333335)","(26.0, 50.0, 47.0)","(8.5, 10.5, 10.086363636363636)","(1.6, 1.83, 1.8237704918032787)","(6.0, 7.6, 7.318518518518519)","(41.0, 80.0, 78.75)","(81.0, 190.0, 174.0)"
06-01-2023 16:01:33.253770,"(5.0, 5.9, 5.876190476190477)","(26.0, 50.0, 46.4)","(8.5, 10.5, 10.086363636363636)","(1.6, 1.83, 1.8237704918032787)","(6.0, 7.6, 7.270588235294118)","(41.0, 80.0, 78.75)","(81.0, 190.0, 174.0)"
06-01-2023 16:01:34.351770,"(5.0, 5.9, 5.876190476190477)","(26.0, 50.0, 46.4)","(8.5, 10.5, 9.964705882352941)","(1.6, 1.83, 1.8237704918032787)","(6.0, 7.6, 7.270588235294118)","(41.0, 80.0, 78.75)","(81.0, 190.0, 174.0)"
06-01-2023 16:01:35.549043,"(5.0, 5.9, 5.876190476190477)","(26.0, 50.0, 46.4)","(8.5, 10.5, 9.964705882352941)","(1.6, 1.83, 1.8237704918032787)","(6.0, 7.6, 7.270588235294118)","(41.0, 80.0, 78.75)","(81.0, 190.0, 174.0)"
06-01-2023 16:01:36.605268,"(5.0, 5.9, 5.876190476190477)","(26.0, 50.0, 46.4)","(8.5, 10.5, 9.964705882352941)","(1.6, 1.83, 1.8237704918032787)","(6.0, 7.6, 7.270588235294118)","(41.0, 80.0, 78.75)","(81.0, 190.0, 174.0)"
06-01-2023 16:01:37.645934,"(5.0, 5.9, 5.876190476190477)","(26.0, 50.0, 46.4)","(8.5, 10.5, 9.964705882352941)","(1.6, 1.83, 1.8237704918032787)","(6.0, 7.6, 7.270588235294118)","(41.0, 80.0, 78.75)","(81.0, 190.0, 174.0)"
06-01-2023 16:01:38.668831,"(5.0, 5.9, 5.876190476190477)","(26.0, 50.0, 46.4)","(8.5, 9.8, 9.753846153846155)","(1.6, 1.83, 1.8207317073170732)","(6.0, 7.6, 7.270588235294118)","(41.0, 80.0, 78.75)","(81.0, 190.0, 178.0)"
06-01-2023 16:01:39.741076,"(5.0, 5.9, 5.876190476190477)","(26.0, 50.0, 46.4)","(8.5, 10.5, 10.2075)","(1.6, 1.83, 1.8149122807017544)","(6.0, 7.6, 7.419354838709677)","(41.0, 80.0, 78.75)","(81.0, 190.0, 178.0)"
06-01-2023 16:01:41.043751,"(5.0, 5.9, 5.882758620689655)","(26.0, 50.0, 46.4)","(8.5, 10.5, 10.251063829787235)","(1.6, 1.82, 1.810523560209424)","(6.0, 7.6, 7.419354838709677)","(41.0, 80.0, 79.23076923076923)","(81.0, 190.0, 178.0)"
06-01-2023 16:01:42.322453,"(5.0, 5.9, 5.882758620689655)","(26.0, 50.0, 46.4)","(8.5, 10.5, 10.251063829787235)","(1.6, 1.82, 1.810523560209424)","(6.0, 7.6, 7.419354838709677)","(41.0, 80.0, 79.23076923076923)","(81.0, 190.0, 178.0)"
06-01-2023 16:01:43.475529,"(5.0, 5.9, 5.882758620689655)","(26.0, 50.0, 46.4)","(8.5, 10.5, 10.05)","(1.6, 1.82, 1.810523560209424)","(6.0, 7.6, 7.3090909090909095)","(41.0, 80.0, 79.23076923076923)","(81.0, 190.0, 175.0)"
06-01-2023 16:01:44.709854,"(5.0, 5.9, 5.878260869565217)","(26.0, 50.0, 46.4)","(8.5, 10.5, 10.069230769230769)","(1.6, 1.82, 1.8)","(6.0, 7.6, 7.576470588235294)","(41.0, 80.0, 79.23076923076923)","(81.0, 190.0, 175.0)"
06-01-2023 16:01:45.931017,"(5.0, 5.9, 5.878260869565217)","(26.0, 50.0, 46.4)","(8.5, 10.5, 10.069230769230769)","(1.6, 1.81, 1.7917391304347827)","(6.0, 7.6, 7.576470588235294)","(41.0, 80.0, 79.23076923076923)","(81.0, 190.0, 178.0)"
06-01-2023 16:01:47.207340,"(5.0, 5.9, 5.891891891891892)","(26.0, 50.0, 46.4)","(8.5, 10.5, 10.069230769230769)","(1.6, 1.81, 1.7914285714285714)","(6.0, 7.6, 7.576470588235294)","(41.0, 80.0, 79.23076923076923)","(81.0, 190.0, 178.0)"
06-01-2023 16:01:48.467105,"(5.0, 5.9, 5.891891891891892)","(26.0, 50.0, 46.4)","(8.5, 10.5, 10.069230769230769)","(1.6, 1.81, 1.7964935064935066)","(6.0, 7.6, 7.39)","(41.0, 80.0, 79.23076923076923)","(81.0, 190.0, 178.0)"
06-01-2023 16:01:49.590860,"(5.0, 5.9, 5.891891891891892)","(26.0, 50.0, 46.4)","(8.5, 10.5, 10.18888888888889)","(1.6, 1.81, 1.7964935064935066)","(6.0, 7.6, 7.39)","(41.0, 80.0, 79.23076923076923)","(81.0, 190.0, 178.0)"
06-01-2023 16:01:50.673688,"(5.0, 5.9, 5.891891891891892)","(26.0, 50.0, 46.4)","(8.5, 10.5, 10.18888888888889)","(1.6, 1.81, 1.7964935064935066)","(6.0, 7.6, 7.39)","(41.0, 80.0, 79.23076923076923)","(81.0, 190.0, 178.0)"
06-01-2023 16:01:51.698519,"(5.0, 5.9, 5.891891891891892)","(26.0, 50.0, 46.4)","(8.5, 10.5, 10.18888888888889)","(1.6, 1.81, 1.7964935064935066)","(6.0, 7.6, 7.39)","(41.0, 80.0, 79.23076923076923)","(81.0, 190.0, 178.0)"
06-01-2023 16:01:52.864301,"(5.0, 5.9, 5.891891891891892)","(26.0, 50.0, 46.4)","(8.5, 10.5, 10.021052631578948)","(1.6, 1.81, 1.7964935064935066)","(6.0, 7.6, 7.3)","(41.0, 80.0, 79.23076923076923)","(81.0, 190.0, 178.0)"
06-01-2023 16:01:54.117601,"(5.0, 5.9, 5.891891891891892)","(26.0, 50.0, 46.4)","(8.5, 10.5, 9.850000000000001)","(1.6, 1.81, 1.7964935064935066)","(6.0, 7.6, 7.3)","(41.0, 80.0, 79.23076923076923)","(81.0, 190.0, 178.0)"
06-01-2023 16:01:55.435041,"(5.0, 5.9, 5.891891891891892)","(26.0, 50.0, 46.4)","(8.5, 10.5, 9.850000000000001)","(1.6, 1.81, 1.7971428571428572)","(6.0, 7.6, 7.366666666666666)","(41.0, 80.0, 79.23076923076923)","(81.0, 190.0, 178.0)"
06-01-2023 16:01:56.865186,"(5.0, 5.9, 5.891891891891892)","(26.0, 50.0, 46.4)","(8.5, 10.5, 9.850000000000001)","(1.6, 1.8, 1.7971428571428572)","(6.0, 7.6, 7.384615384615384)","(41.0, 80.0, 79.23076923076923)","(81.0, 190.0, 175.0)"
06-01-2023 16:01:58.108173,"(5.0, 5.9, 5.885714285714286)","(26.0, 50.0, 46.4)","(8.5, 10.5, 9.850000000000001)","(1.6, 1.8, 1.7975757575757576)","(6.0, 7.6, 7.466666666666667)","(41.0, 80.0, 79.23076923076923)","(81.0, 190.0, 175.0)"
06-01-2023 16:01:59.557570,"(5.0, 5.9, 5.875)","(26.0, 50.0, 46.4)","(8.5, 10.5, 9.850000000000001)","(1.6, 1.8, 1.793968253968254)","(6.0, 7.6, 7.527272727272727)","(41.0, 80.0, 79.23076923076923)","(81.0, 190.0, 178.0)"
06-01-2023 16:02:00.789924,"(5.0, 5.9, 5.885714285714286)","(26.0, 50.0, 46.4)","(8.5, 10.5, 9.850000000000001)","(1.6, 1.8, 1.7922448979591836)","(6.0, 7.6, 7.527272727272727)","(41.0, 80.0, 79.23076923076923)","(81.0, 190.0, 178.0)"
06-01-2023 16:02:01.954608,"(5.0, 5.9, 5.885714285714286)","(26.0, 50.0, 46.4)","(8.5, 10.5, 9.850000000000001)","(1.6, 1.8, 1.7922448979591836)","(6.0, 7.6, 7.527272727272727)","(41.0, 80.0, 79.23076923076923)","(81.0, 190.0, 178.0)"
06-01-2023 16:02:03.072222,"(5.0, 5.9, 5.88)","(26.0, 50.0, 46.4)","(8.5, 10.5, 9.850000000000001)","(1.6, 1.8, 1.8073684210526317)","(6.0, 7.6, 7.466666666666667)","(41.0, 80.0, 78.63636363636364)","(81.0, 190.0, 178.0)"
06-01-2023 16:02:04.261521,"(5.0, 5.9, 5.88)","(26.0, 50.0, 46.4)","(8.5, 9.8, 9.688888888888888)","(1.6, 1.81, 1.8073684210526317)","(6.0, 7.6, 7.466666666666667)","(41.0, 80.0, 78.63636363636364)","(81.0, 190.0, 178.0)"
06-01-2023 16:02:05.516838,"(5.0, 5.9, 5.878571428571429)","(26.0, 50.0, 46.4)","(8.5, 9.8, 9.726315789473684)","(1.6, 1.81, 1.8028)","(6.0, 7.6, 7.551515151515151)","(41.0, 80.0, 79.0)","(81.0, 190.0, 178.0)"
06-01-2023 16:02:06.713693,"(5.0, 5.9, 5.878571428571429)","(26.0, 50.0, 46.4)","(8.5, 9.8, 9.726315789473684)","(1.6, 1.81, 1.8028)","(6.0, 7.6, 7.551515151515151)","(41.0, 80.0, 79.0)","(81.0, 190.0, 178.0)"
06-01-2023 16:02:07.754247,"(5.0, 5.9, 5.883333333333334)","(26.0, 50.0, 42.5)","(8.5, 9.8, 9.771428571428572)","(1.6, 1.81, 1.802)","(6.0, 7.6, 7.584)","(41.0, 80.0, 78.5)","(81.0, 190.0, 174.0)"
06-01-2023 16:02:08.825115,"(5.0, 5.9, 5.883333333333334)","(26.0, 50.0, 42.5)","(8.5, 10.0, 9.942857142857143)","(1.6, 1.82, 1.811294117647059)","(6.0, 7.6, 7.58)","(41.0, 80.0, 77.5)","(81.0, 190.0, 174.0)"
06-01-2023 16:02:09.887223,"(5.0, 5.9, 5.895744680851064)","(26.0, 50.0, 42.5)","(8.5, 10.0, 9.942857142857143)","(1.6, 1.82, 1.811294117647059)","(6.0, 7.6, 7.45)","(41.0, 80.0, 77.5)","(81.0, 190.0, 174.0)"
06-01-2023 16:02:11.057836,"(5.0, 6.0, 5.903246753246753)","(26.0, 50.0, 42.0)","(8.5, 10.5, 10.076923076923077)","(1.6, 1.81, 1.8062962962962963)","(6.0, 7.2, 7.109210526315789)","(41.0, 80.0, 78.5)","(81.0, 190.0, 174.0)"
06-01-2023 16:02:12.246820,"(5.0, 6.0, 5.903246753246753)","(26.0, 50.0, 42.0)","(8.5, 9.8, 9.741176470588236)","(1.6, 1.82, 1.8182857142857143)","(6.0, 7.2, 7.122330097087379)","(41.0, 80.0, 78.5)","(81.0, 190.0, 174.0)"
06-01-2023 16:02:13.351351,"(5.0, 6.0, 5.903246753246753)","(26.0, 50.0, 42.0)","(8.5, 10.0, 9.955555555555556)","(1.6, 1.82, 1.8170000000000002)","(6.0, 7.2, 7.123595505617978)","(41.0, 80.0, 78.5)","(81.0, 190.0, 174.0)"
06-01-2023 16:02:14.487115,"(5.0, 6.0, 5.916666666666667)","(26.0, 50.0, 42.0)","(8.5, 10.0, 9.955555555555556)","(1.6, 1.82, 1.8166666666666667)","(6.0, 7.2, 7.0418604651162795)","(41.0, 80.0, 78.5)","(81.0, 190.0, 174.0)"
06-01-2023 16:02:15.638381,"(5.0, 6.0, 5.916666666666667)","(26.0, 50.0, 46.57142857142857)","(8.5, 10.0, 9.955555555555556)","(1.6, 1.82, 1.8187179487179488)","(6.0, 7.2, 7.0418604651162795)","(41.0, 80.0, 78.5)","(81.0, 190.0, 174.0)"
06-01-2023 16:02:16.829877,"(5.0, 6.0, 5.915384615384616)","(26.0, 50.0, 46.57142857142857)","(8.5, 10.0, 9.955555555555556)","(1.6, 1.82, 1.8187261146496816)","(6.0, 7.2, 7.0418604651162795)","(41.0, 80.0, 77.5)","(81.0, 190.0, 174.0)"
06-01-2023 16:02:17.972650,"(5.0, 6.0, 5.915384615384616)","(26.0, 50.0, 46.57142857142857)","(8.5, 10.0, 9.955555555555556)","(1.6, 1.82, 1.8187261146496816)","(6.0, 7.2, 7.0418604651162795)","(41.0, 80.0, 89.54545454545455)","(81.0, 190.0, 174.0)"
06-01-2023 16:02:19.047259,"(5.0, 6.0, 5.915384615384616)","(26.0, 50.0, 46.57142857142857)","(8.5, 10.0, 9.955555555555556)","(1.6, 1.82, 1.8187261146496816)","(6.0, 7.2, 7.0418604651162795)","(41.0, 95.0, 86.66666666666667)","(81.0, 190.0, 174.0)"
06-01-2023 16:02:20.180753,"(5.0, 6.0, 5.927152317880795)","(26.0, 50.0, 46.0)","(8.5, 10.0, 9.955555555555556)","(1.6, 1.82, 1.8187261146496816)","(6.0, 7.2, 7.0418604651162795)","(41.0, 100.0, 86.66666666666667)","(81.0, 190.0, 174.0)"
06-01-2023 16:02:21.240729,"(5.0, 6.0, 5.92887323943662)","(26.0, 50.0, 46.0)","(8.5, 10.0, 9.984615384615385)","(1.6, 1.82, 1.811388888888889)","(6.0, 7.2, 7.010526315789473)","(41.0, 100.0, 86.66666666666667)","(81.0, 190.0, 174.0)"
06-01-2023 16:02:22.383094,"(5.0, 6.0, 5.92887323943662)","(26.0, 50.0, 46.0)","(8.5, 10.0, 9.984615384615385)","(1.6, 1.82, 1.811388888888889)","(6.0, 7.2, 7.010526315789473)","(41.0, 100.0, 86.66666666666667)","(81.0, 190.0, 174.0)"
06-01-2023 16:02:23.522323,"(5.0, 6.0, 5.92887323943662)","(26.0, 50.0, 47.1764705882353)","(8.5, 10.0, 9.984615384615385)","(1.6, 1.82, 1.8166666666666667)","(6.0, 7.2, 7.038532110091743)","(41.0, 100.0, 86.66666666666667)","(81.0, 190.0, 174.0)"
06-01-2023 16:02:24.670305,"(5.0, 6.0, 5.9375)","(26.0, 55.0, 49.07692307692308)","(8.5, 11.0, 10.56338028169014)","(1.6, 1.76, 1.7509370988446726)","(6.0, 7.2, 7.228571428571429)","(41.0, 100.0, 91.42857142857143)","(81.0, 190.0, 175.0)"
06-01-2023 16:02:25.844210,"(5.0, 6.0, 5.98)","(26.0, 55.0, 49.5)","(8.5, 11.0, 10.439024390243903)","(1.6, 1.76, 1.7407284768211921)","(6.0, 7.4, 7.266666666666667)","(41.0, 100.0, 88.75)","(81.0, 190.0, 180.0)"
06-01-2023 16:02:26.976614,"(5.0, 6.0, 5.983636363636363)","(26.0, 55.0, 49.5)","(8.5, 11.0, 10.439024390243903)","(1.6, 1.76, 1.7404675572519084)","(6.0, 7.4, 7.294117647058823)","(41.0, 100.0, 86.66666666666667)","(81.0, 190.0, 184.28571428571428)"
06-01-2023 16:02:28.154007,"(5.0, 6.2, 6.016494845360825)","(26.0, 55.0, 49.07692307692308)","(8.5, 11.0, 10.394736842105264)","(1.6, 1.76, 1.7404675572519084)","(6.0, 7.4, 7.294117647058823)","(41.0, 100.0, 86.66666666666667)","(81.0, 190.0, 184.28571428571428)"
06-01-2023 16:02:29.284714,"(5.0, 6.2, 6.016494845360825)","(26.0, 55.0, 49.07692307692308)","(8.5, 11.0, 10.31578947368421)","(1.6, 1.75, 1.7353191489361701)","(6.0, 7.4, 7.366101694915255)","(41.0, 100.0, 82.85714285714286)","(81.0, 190.0, 184.28571428571428)"
06-01-2023 16:02:30.265414,"(5.0, 6.2, 6.028846153846154)","(26.0, 55.0, 49.5)","(8.5, 11.0, 10.486842105263158)","(1.6, 1.74, 1.7353191489361701)","(6.0, 7.4, 7.316666666666667)","(41.0, 100.0, 82.85714285714286)","(81.0, 190.0, 184.28571428571428)"
06-01-2023 16:02:31.427779,"(5.0, 6.2, 6.046153846153846)","(31.0, 55.0, 53.5)","(8.5, 11.0, 10.19548872180451)","(1.6, 1.74, 1.7388054607508532)","(6.0, 7.4, 7.347368421052632)","(41.0, 100.0, 90.0)","(91.0, 190.0, 272.8571428571429)"
06-01-2023 16:02:32.505367,"(5.0, 6.2, 6.066666666666666)","(31.0, 55.0, 53.5)","(8.5, 11.0, 10.19548872180451)","(1.6, 1.74, 1.7388054607508532)","(6.0, 7.4, 7.360784313725491)","(41.0, 95.0, 90.0)","(91.0, 290.0, 272.8571428571429)"
06-01-2023 16:02:33.636103,"(5.0, 6.2, 6.076923076923077)","(31.0, 55.0, 53.5)","(8.5, 11.0, 10.15748031496063)","(1.6, 1.74, 1.7375352112676057)","(6.0, 7.4, 7.352380952380953)","(41.0, 95.0, 90.0)","(91.0, 290.0, 272.8571428571429)"
06-01-2023 16:02:34.718745,"(5.0, 6.2, 6.076923076923077)","(31.0, 55.0, 53.5)","(8.5, 11.0, 10.15748031496063)","(1.6, 1.74, 1.7369565217391305)","(6.0, 7.4, 7.323076923076924)","(41.0, 95.0, 92.22222222222223)","(91.0, 290.0, 260.0)"
06-01-2023 16:02:35.944437,"(5.0, 6.2, 6.076923076923077)","(31.0, 55.0, 53.5)","(8.5, 11.0, 10.115702479338843)","(1.6, 1.74, 1.7369298245614035)","(6.0, 7.4, 7.323076923076924)","(41.0, 95.0, 92.22222222222223)","(91.0, 290.0, 260.0)"
06-01-2023 16:02:37.416236,"(5.0, 6.2, 6.104166666666667)","(31.0, 55.0, 54.18181818181818)","(8.5, 11.0, 10.115702479338843)","(1.6, 1.74, 1.7369298245614035)","(6.0, 7.4, 7.323076923076924)","(41.0, 95.0, 92.22222222222223)","(91.0, 290.0, 260.0)"
06-01-2023 16:02:38.646810,"(5.0, 6.2, 6.104166666666667)","(31.0, 55.0, 54.4)","(8.5, 11.0, 10.069565217391304)","(1.6, 1.74, 1.7355696202531645)","(6.0, 7.4, 7.323076923076924)","(41.0, 95.0, 90.0)","(91.0, 290.0, 242.0)"
06-01-2023 16:02:39.844667,"(5.0, 6.2, 6.122033898305085)","(31.0, 55.0, 54.4)","(8.5, 11.0, 10.069565217391304)","(1.6, 1.74, 1.7355696202531645)","(6.0, 7.4, 7.323076923076924)","(41.0, 95.0, 90.0)","(91.0, 290.0, 242.0)"
06-01-2023 16:02:41.022589,"(5.0, 6.2, 6.1386666666666665)","(31.0, 55.0, 54.4)","(8.5, 11.0, 10.100840336134453)","(1.6, 1.74, 1.734578313253012)","(6.0, 7.4, 7.328571428571429)","(41.0, 95.0, 90.0)","(91.0, 290.0, 242.0)"
06-01-2023 16:02:42.008934,"(5.0, 6.2, 6.144444444444445)","(31.0, 55.0, 54.4)","(8.5, 11.0, 10.433862433862434)","(1.6, 1.74, 1.7348101265822784)","(6.0, 7.4, 7.328571428571429)","(41.0, 95.0, 90.83333333333334)","(91.0, 290.0, 266.0)"
06-01-2023 16:02:43.016806,"(5.0, 6.2, 6.144444444444445)","(31.0, 55.0, 54.3)","(8.5, 11.0, 10.408839779005525)","(1.6, 1.74, 1.7348101265822784)","(6.0, 7.4, 7.3500000000000005)","(41.0, 95.0, 92.5)","(91.0, 290.0, 266.0)"
06-01-2023 16:02:44.091218,"(5.0, 6.2, 6.145945945945946)","(31.0, 55.0, 54.3)","(8.5, 10.5, 10.484848484848484)","(1.6, 1.74, 1.7345333333333333)","(6.0, 7.6, 7.341666666666667)","(41.0, 95.0, 90.45454545454545)","(91.0, 290.0, 266.0)"
06-01-2023 16:02:45.201844,"(5.0, 6.2, 6.163218390804598)","(31.0, 50.0, 49.69230769230769)","(8.5, 10.5, 10.15748031496063)","(1.6, 1.74, 1.7377586206896551)","(6.0, 7.6, 7.480952380952381)","(41.0, 95.0, 92.5)","(91.0, 290.0, 242.0)"
06-01-2023 16:02:46.233377,"(5.0, 6.2, 6.163218390804598)","(31.0, 50.0, 49.69230769230769)","(8.5, 10.5, 10.15748031496063)","(1.6, 1.74, 1.7377586206896551)","(6.0, 7.6, 7.536)","(41.0, 95.0, 92.5)","(91.0, 290.0, 242.0)"
06-01-2023 16:02:47.290512,"(5.0, 6.2, 6.163218390804598)","(31.0, 50.0, 49.69230769230769)","(8.5, 10.5, 10.15748031496063)","(1.6, 1.74, 1.7371739130434782)","(6.0, 7.6, 7.536)","(41.0, 95.0, 92.5)","(71.0, 290.0, 242.0)"
06-01-2023 16:02:48.294177,"(5.0, 6.2, 6.163218390804598)","(31.0, 50.0, 49.69230769230769)","(8.5, 10.5, 10.14344262295082)","(1.6, 1.74, 1.7371739130434782)","(6.0, 7.6, 7.466666666666667)","(41.0, 95.0, 92.5)","(71.0, 290.0, 242.0)"
06-01-2023 16:02:49.366155,"(5.0, 6.2, 6.152941176470589)","(31.0, 50.0, 49.42857142857143)","(8.5, 10.5, 10.08173076923077)","(1.6, 1.75, 1.7445054945054945)","(6.0, 7.6, 7.466666666666667)","(41.0, 95.0, 92.5)","(71.0, 290.0, 242.0)"
06-01-2023 16:02:50.583889,"(5.0, 6.2, 6.152941176470589)","(31.0, 50.0, 49.42857142857143)","(8.5, 10.5, 10.1)","(1.6, 1.75, 1.7444444444444445)","(6.0, 7.6, 7.466666666666667)","(41.0, 95.0, 92.5)","(71.0, 290.0, 242.0)"
06-01-2023 16:02:51.676514,"(5.0, 6.2, 6.138461538461539)","(31.0, 50.0, 49.666666666666664)","(8.5, 10.5, 10.1)","(1.6, 1.75, 1.7450209205020921)","(6.0, 7.6, 7.466666666666667)","(41.0, 95.0, 92.5)","(71.0, 290.0, 266.0)"
06-01-2023 16:02:53.079352,"(5.0, 6.2, 6.14920634920635)","(31.0, 50.0, 49.81818181818182)","(8.5, 10.5, 10.1)","(1.6, 1.75, 1.7450209205020921)","(6.0, 7.6, 7.466666666666667)","(41.0, 95.0, 92.5)","(71.0, 290.0, 242.0)"
06-01-2023 16:02:54.179631,"(5.0, 6.2, 6.14920634920635)","(31.0, 50.0, 49.81818181818182)","(8.5, 10.5, 10.1)","(1.6, 1.75, 1.7448192771084337)","(6.0, 7.6, 7.466666666666667)","(41.0, 95.0, 92.5)","(91.0, 290.0, 242.0)"
06-01-2023 16:02:55.239869,"(5.0, 6.2, 6.158441558441559)","(31.0, 50.0, 49.81818181818182)","(8.5, 10.5, 10.101190476190476)","(1.6, 1.75, 1.7448192771084337)","(6.0, 7.6, 7.466666666666667)","(41.0, 95.0, 92.5)","(91.0, 290.0, 266.0)"
06-01-2023 16:02:56.297793,"(5.0, 6.2, 6.158441558441559)","(31.0, 50.0, 49.77777777777778)","(8.5, 10.5, 10.101190476190476)","(1.6, 1.75, 1.7448192771084337)","(6.0, 7.6, 7.516666666666667)","(41.0, 95.0, 92.5)","(91.0, 290.0, 242.0)"
06-01-2023 16:02:57.354325,"(5.0, 6.4, 6.2512)","(31.0, 60.0, 54.857142857142854)","(8.5, 10.5, 10.103658536585366)","(1.6, 1.75, 1.7236)","(6.0, 7.8, 7.46)","(41.0, 95.0, 93.33333333333334)","(91.0, 290.0, 235.0)"
06-01-2023 16:02:58.326177,"(5.0, 6.4, 6.2542857142857144)","(31.0, 65.0, 62.45)","(8.5, 10.5, 10.103658536585366)","(1.6, 1.73, 1.723103448275862)","(6.0, 7.8, 7.573333333333333)","(41.0, 95.0, 93.33333333333334)","(91.0, 290.0, 235.0)"
06-01-2023 16:02:59.372778,"(5.0, 6.4, 6.2542857142857144)","(31.0, 65.0, 53.75)","(8.5, 10.5, 10.108433734939759)","(1.6, 1.73, 1.72)","(6.0, 7.6, 7.533333333333333)","(41.0, 95.0, 93.4375)","(91.0, 290.0, 235.0)"
06-01-2023 16:03:00.454173,"(5.0, 6.4, 6.259633027522936)","(31.0, 65.0, 53.75)","(8.5, 10.5, 10.126436781609195)","(1.6, 1.72, 1.715026455026455)","(6.0, 7.6, 7.533333333333333)","(41.0, 95.0, 93.4375)","(91.0, 290.0, 235.0)"
06-01-2023 16:03:01.511614,"(5.0, 6.4, 6.272625698324022)","(31.0, 65.0, 60.0)","(8.5, 10.5, 10.218181818181819)","(1.6, 1.72, 1.7136266666666666)","(6.0, 7.6, 7.511111111111111)","(41.0, 95.0, 93.6842105263158)","(91.0, 290.0, 235.0)"
06-01-2023 16:03:02.507777,"(5.0, 6.4, 6.26046511627907)","(31.0, 65.0, 60.90909090909091)","(8.5, 10.5, 10.210280373831775)","(1.6, 1.72, 1.7136266666666666)","(6.0, 7.6, 7.494736842105263)","(41.0, 95.0, 93.75)","(91.0, 290.0, 235.0)"
06-01-2023 16:03:03.496770,"(5.0, 6.4, 6.258515283842795)","(31.0, 65.0, 61.25)","(8.5, 10.5, 10.168141592920353)","(1.6, 1.72, 1.719438202247191)","(6.0, 7.6, 7.411764705882353)","(41.0, 95.0, 93.4375)","(91.0, 290.0, 235.0)"
06-01-2023 16:03:04.428464,"(5.0, 6.4, 6.2566371681415935)","(31.0, 65.0, 61.25)","(8.5, 10.5, 10.05232558139535)","(1.6, 1.73, 1.7257077625570776)","(6.0, 7.6, 7.402597402597403)","(41.0, 95.0, 93.4375)","(91.0, 290.0, 235.0)"
06-01-2023 16:03:05.444645,"(5.0, 6.4, 6.2566371681415935)","(31.0, 65.0, 61.25)","(8.5, 10.5, 10.041666666666666)","(1.6, 1.73, 1.7257077625570776)","(6.0, 7.6, 7.419047619047619)","(41.0, 95.0, 88.75)","(91.0, 290.0, 235.0)"
06-01-2023 16:03:06.560349,"(5.0, 6.4, 6.2566371681415935)","(31.0, 65.0, 62.95454545454545)","(8.5, 10.5, 10.036144578313253)","(1.6, 1.73, 1.7257077625570776)","(6.0, 7.6, 7.419047619047619)","(41.0, 95.0, 88.75)","(91.0, 290.0, 235.0)"
06-01-2023 16:03:07.606919,"(5.0, 6.4, 6.295582329317269)","(31.0, 65.0, 62.95454545454545)","(8.5, 10.5, 10.029702970297029)","(1.6, 1.73, 1.725107296137339)","(6.0, 7.6, 7.4051282051282055)","(41.0, 95.0, 85.38461538461539)","(91.0, 290.0, 235.0)"
06-01-2023 16:03:08.647366,"(5.0, 6.4, 6.30188679245283)","(31.0, 65.0, 62.95454545454545)","(8.5, 10.5, 9.941176470588236)","(1.6, 1.73, 1.7357560975609756)","(6.0, 7.6, 7.470967741935484)","(41.0, 95.0, 85.38461538461539)","(91.0, 290.0, 235.0)"
06-01-2023 16:03:09.913230,"(5.0, 6.4, 6.301515151515152)","(31.0, 65.0, 62.95454545454545)","(8.5, 10.0, 9.808333333333334)","(1.6, 1.74, 1.7332558139534884)","(6.0, 7.6, 7.470967741935484)","(41.0, 95.0, 85.38461538461539)","(91.0, 290.0, 235.0)"
06-01-2023 16:03:11.045009,"(5.0, 6.4, 6.301515151515152)","(31.0, 65.0, 62.95454545454545)","(8.5, 10.0, 9.808333333333334)","(1.6, 1.74, 1.7383090379008745)","(6.0, 7.6, 7.776470588235294)","(41.0, 95.0, 85.38461538461539)","(91.0, 290.0, 223.33333333333334)"
06-01-2023 16:03:12.253654,"(5.0, 6.4, 6.301515151515152)","(31.0, 65.0, 63.57142857142857)","(8.5, 10.0, 9.610810810810811)","(1.6, 1.74, 1.7294864048338368)","(6.0, 7.8, 7.78125)","(41.0, 95.0, 85.38461538461539)","(91.0, 290.0, 206.66666666666666)"
06-01-2023 16:03:13.308711,"(5.0, 6.4, 6.297454545454546)","(31.0, 65.0, 63.57142857142857)","(8.5, 9.8, 9.610810810810811)","(1.6, 1.73, 1.7320289855072464)","(6.0, 7.8, 7.790825688073395)","(41.0, 95.0, 86.07142857142857)","(91.0, 290.0, 235.0)"
