,Katdeel,Mataman,Lady Valentine,Satellite Spirit,Deal An Ace,Star Prince,Perfect Impact,Anatini,Modele,Queen Luwell,Zuri Zuri,Chance At Midnight,Sea Kissed,Destination Sydney
08-01-2023 14:47:32.795110,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:47:34.359303,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:47:35.853978,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:47:37.421005,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:47:39.018140,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:47:40.553270,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:47:42.045700,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:47:43.521223,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:47:45.016127,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:47:46.534551,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:47:48.059859,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:47:49.601960,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:47:51.093170,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:47:52.627461,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:47:54.192600,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:47:55.682598,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:47:57.225790,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:47:58.759120,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:00.277080,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:01.762979,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:03.204711,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:04.679509,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:06.187279,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:07.760288,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:09.390856,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:10.944809,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:12.436650,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:14.010910,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:15.505150,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:17.074214,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:18.606659,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:20.149262,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:21.672672,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:23.175133,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:24.685639,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:26.293203,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:27.843598,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:29.362636,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:30.844558,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:32.364068,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:33.855536,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:35.387962,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
08-01-2023 14:48:36.981741,"(3.1, 3.95, 3.7750000000000004)","(101.0, 230.0, 180.0)","(2.35, 2.72, 2.718)","(6.0, 7.8, 7.64516129032258)","(10.0, 13.5, 12.585365853658537)","(31.0, 36.0, 33.6)","(101.0, 220.0, 183.33333333333331)","(8.0, 15.5, 13.25)","(51.0, 190.0, 142.0)","(101.0, 230.0, 170.0)","(20.0, 36.0, 24.75)","(101.0, 210.0, 160.0)","(101.0, 220.0, 165.0)","(101.0, 210.0, 152.5)"
