,Captain Kenny,Gojira,Governor,Governor Phillip,One Lucky Kid,Registry,Square Cut,No Rain No Flowers,Royal Lane,Fridays Songs
10-01-2023 12:57:57.733578,"(9.0, 14.5, 14.107843137254902)","(8.5, 12.0, 11.431034482758621)","(2.6, 2.92, 2.8998518518518517)","(11.0, 13.0, 13.080645161290322)","(6.5, 7.6, 7.650980392156862)","(101.0, 280.0, 260.0)","(12.0, 17.5, 17.236842105263158)","(31.0, 46.0, 43.68421052631579)","(4.2, 5.0, 4.943319838056681)","(101.0, 710.0, 596.6666666666666)"
10-01-2023 12:57:58.997450,"(9.0, 14.5, 14.107843137254902)","(8.5, 11.5, 11.431034482758621)","(2.6, 2.92, 2.908776978417266)","(11.0, 13.5, 12.883720930232558)","(6.5, 7.8, 7.641666666666667)","(101.0, 280.0, 260.0)","(12.0, 17.5, 17.236842105263158)","(31.0, 46.0, 43.68421052631579)","(4.2, 5.0, 4.939655172413794)","(101.0, 710.0, 568.3333333333334)"
10-01-2023 12:58:00.285607,"(9.0, 14.5, 14.107843137254902)","(8.5, 11.5, 11.581395348837209)","(2.6, 2.92, 2.894838709677419)","(11.0, 13.0, 12.868421052631579)","(6.5, 7.8, 7.641666666666667)","(101.0, 280.0, 260.0)","(12.0, 17.5, 17.236842105263158)","(31.0, 46.0, 43.68421052631579)","(4.2, 5.0, 4.938325991189427)","(101.0, 710.0, 596.6666666666666)"
10-01-2023 12:58:01.780404,"(10.0, 14.5, 14.107843137254902)","(9.0, 12.0, 11.581395348837209)","(2.6, 2.92, 2.908235294117647)","(11.0, 13.0, 12.757575757575758)","(6.5, 7.8, 7.5212121212121215)","(101.0, 280.0, 260.0)","(12.0, 17.5, 17.236842105263158)","(31.0, 46.0, 43.68421052631579)","(4.2, 5.0, 4.92929292929293)","(101.0, 710.0, 568.3333333333334)"
10-01-2023 12:58:03.263053,"(10.0, 15.0, 14.722222222222221)","(9.0, 12.0, 11.597122302158274)","(2.6, 2.92, 2.908235294117647)","(11.0, 13.0, 12.637931034482758)","(6.5, 7.6, 7.532467532467533)","(101.0, 280.0, 260.0)","(12.0, 17.5, 17.236842105263158)","(31.0, 46.0, 43.68421052631579)","(4.2, 5.0, 4.932038834951457)","(101.0, 710.0, 596.6666666666666)"
10-01-2023 12:58:04.677632,"(10.0, 15.0, 14.710526315789474)","(9.0, 12.0, 11.597122302158274)","(2.6, 2.92, 2.9085714285714284)","(11.0, 13.0, 12.637931034482758)","(6.5, 7.6, 7.532467532467533)","(101.0, 280.0, 260.0)","(12.0, 17.5, 17.375)","(31.0, 46.0, 43.68421052631579)","(4.2, 5.0, 4.932038834951457)","(101.0, 710.0, 568.3333333333334)"
10-01-2023 12:58:06.150473,"(10.0, 15.0, 14.542857142857143)","(9.0, 12.0, 11.616438356164384)","(2.6, 2.92, 2.911388888888889)","(11.0, 13.0, 12.637931034482758)","(6.5, 7.6, 7.531578947368421)","(101.0, 280.0, 228.57142857142858)","(12.0, 17.5, 17.29591836734694)","(31.0, 46.0, 43.1)","(4.2, 5.0, 4.891025641025641)","(101.0, 700.0, 695.4545454545455)"
10-01-2023 12:58:07.476834,"(10.0, 15.0, 14.522388059701493)","(9.0, 12.0, 11.625)","(2.6, 2.94, 2.911388888888889)","(11.0, 13.0, 12.637931034482758)","(6.5, 7.6, 7.6700854700854695)","(101.0, 280.0, 234.28571428571428)","(12.0, 17.5, 17.192307692307693)","(31.0, 44.0, 41.77777777777778)","(4.2, 4.9, 4.880825958702065)","(101.0, 700.0, 681.5555555555555)"
10-01-2023 12:58:08.818542,"(10.0, 15.0, 14.522388059701493)","(9.0, 12.0, 11.656934306569344)","(2.6, 2.94, 2.9118840579710144)","(11.0, 13.0, 12.637931034482758)","(6.5, 7.8, 7.6700854700854695)","(101.0, 270.0, 236.0)","(12.0, 17.5, 17.27027027027027)","(31.0, 44.0, 41.6)","(4.2, 4.9, 4.880058651026393)","(101.0, 690.0, 590.0)"
10-01-2023 12:58:10.153510,"(10.0, 15.0, 14.561643835616438)","(9.0, 12.0, 11.656934306569344)","(2.6, 2.92, 2.913)","(11.0, 13.0, 12.637931034482758)","(6.5, 7.8, 7.6700854700854695)","(101.0, 260.0, 225.0)","(12.0, 18.0, 17.27027027027027)","(31.0, 46.0, 41.6)","(4.2, 4.9, 4.880058651026393)","(101.0, 690.0, 570.0)"
10-01-2023 12:58:11.477328,"(11.0, 15.0, 14.561643835616438)","(9.0, 12.0, 11.656934306569344)","(2.6, 2.92, 2.913)","(10.0, 13.0, 12.637931034482758)","(6.5, 7.8, 7.6700854700854695)","(91.0, 250.0, 225.0)","(12.0, 18.0, 17.24390243902439)","(31.0, 46.0, 41.26315789473684)","(4.2, 4.9, 4.882474226804124)","(101.0, 690.0, 514.0)"
10-01-2023 12:58:12.873672,"(11.0, 15.0, 14.561643835616438)","(9.0, 12.0, 11.656934306569344)","(2.6, 2.92, 2.9123529411764704)","(10.0, 13.0, 12.552631578947368)","(6.5, 7.8, 7.6700854700854695)","(91.0, 250.0, 210.0)","(12.0, 18.0, 17.24390243902439)","(31.0, 46.0, 41.45454545454545)","(4.2, 4.9, 4.882474226804124)","(101.0, 530.0, 514.0)"
10-01-2023 12:58:14.261983,"(11.0, 15.0, 14.561643835616438)","(9.0, 12.0, 11.647482014388489)","(2.6, 2.92, 2.917027027027027)","(10.0, 13.0, 12.572727272727272)","(6.5, 7.8, 7.6700854700854695)","(101.0, 220.0, 203.33333333333334)","(12.0, 18.0, 16.866666666666667)","(31.0, 44.0, 42.0)","(4.2, 4.9, 4.890140845070423)","(101.0, 530.0, 514.0)"
10-01-2023 12:58:15.737142,"(11.0, 15.0, 14.666666666666666)","(9.0, 12.0, 11.554545454545455)","(2.6, 2.92, 2.9127272727272726)","(10.0, 13.0, 12.44)","(6.5, 7.8, 7.664285714285714)","(101.0, 220.0, 202.5)","(12.0, 17.0, 16.852941176470587)","(31.0, 46.0, 43.142857142857146)","(4.2, 4.9, 4.890140845070423)","(101.0, 530.0, 625.0)"
10-01-2023 12:58:17.176763,"(11.0, 15.0, 14.561643835616438)","(9.0, 12.0, 11.554545454545455)","(2.6, 2.92, 2.917777777777778)","(10.0, 13.0, 12.44)","(6.5, 7.8, 7.661818181818181)","(101.0, 210.0, 195.0)","(12.0, 17.0, 16.92105263157895)","(31.0, 46.0, 43.142857142857146)","(4.2, 4.9, 4.879787234042554)","(101.0, 720.0, 620.0)"
10-01-2023 12:58:18.725865,"(11.0, 15.0, 14.629213483146067)","(9.0, 12.0, 11.551724137931034)","(2.6, 2.92, 2.9216666666666664)","(10.0, 13.0, 12.434343434343434)","(6.5, 7.8, 7.59047619047619)","(101.0, 210.0, 205.0)","(12.0, 17.0, 16.964285714285715)","(31.0, 46.0, 43.142857142857146)","(4.2, 4.9, 4.907246376811594)","(101.0, 710.0, 670.0)"
10-01-2023 12:58:20.149959,"(11.0, 15.0, 14.629213483146067)","(9.0, 12.0, 11.553571428571429)","(2.6, 2.94, 2.9252100840336133)","(11.0, 13.0, 12.434343434343434)","(6.5, 7.6, 7.376056338028169)","(101.0, 220.0, 195.0)","(12.0, 17.0, 16.78846153846154)","(31.0, 46.0, 43.142857142857146)","(4.2, 5.0, 4.967619047619047)","(101.0, 700.0, 678.75)"
10-01-2023 12:58:21.566635,"(11.0, 15.0, 14.629213483146067)","(9.0, 12.0, 11.67741935483871)","(2.6, 2.94, 2.9252100840336133)","(11.0, 13.0, 12.434343434343434)","(6.5, 7.4, 7.481318681318681)","(101.0, 220.0, 195.0)","(12.0, 17.5, 16.983870967741936)","(31.0, 46.0, 43.142857142857146)","(4.2, 5.0, 4.957723577235773)","(101.0, 700.0, 644.2857142857143)"
10-01-2023 12:58:23.140578,"(11.0, 15.0, 14.620689655172415)","(9.0, 12.0, 11.67741935483871)","(2.6, 2.94, 2.9216666666666664)","(10.0, 13.0, 12.434343434343434)","(6.5, 7.6, 7.378571428571429)","(101.0, 220.0, 195.0)","(12.0, 17.5, 17.236842105263158)","(31.0, 46.0, 43.142857142857146)","(4.2, 5.1, 5.019024390243902)","(101.0, 690.0, 644.2857142857143)"
10-01-2023 12:58:24.540533,"(11.0, 15.0, 14.620689655172415)","(9.0, 12.0, 11.67741935483871)","(2.6, 2.94, 2.9241121495327103)","(10.0, 13.0, 12.428571428571429)","(6.5, 7.4, 7.395275590551181)","(101.0, 220.0, 195.0)","(12.0, 17.5, 17.264705882352942)","(31.0, 46.0, 43.142857142857146)","(4.2, 5.1, 4.9953125)","(101.0, 690.0, 644.2857142857143)"
10-01-2023 12:58:25.885309,"(11.0, 15.0, 14.620689655172415)","(9.0, 12.0, 11.67741935483871)","(2.6, 2.94, 2.9240366972477063)","(10.0, 13.0, 12.445544554455445)","(6.5, 7.4, 7.395348837209303)","(101.0, 220.0, 195.0)","(12.0, 17.5, 17.264705882352942)","(31.0, 46.0, 43.142857142857146)","(4.2, 5.0, 4.9953125)","(101.0, 690.0, 644.2857142857143)"
10-01-2023 12:58:27.198294,"(11.0, 15.0, 14.576923076923077)","(9.0, 12.0, 11.67741935483871)","(2.6, 2.94, 2.9240366972477063)","(10.0, 13.0, 12.445544554455445)","(6.5, 7.4, 7.395348837209303)","(101.0, 220.0, 195.0)","(12.0, 17.5, 17.264705882352942)","(31.0, 46.0, 43.142857142857146)","(4.2, 5.0, 4.973493975903614)","(101.0, 690.0, 644.2857142857143)"
10-01-2023 12:58:28.562224,"(11.0, 15.0, 14.884615384615385)","(9.0, 12.0, 11.67741935483871)","(2.6, 2.94, 2.9246017699115043)","(10.0, 13.0, 12.466666666666667)","(6.5, 7.4, 7.395348837209303)","(101.0, 220.0, 195.0)","(12.0, 17.5, 17.055555555555557)","(31.0, 46.0, 43.142857142857146)","(4.2, 5.0, 4.969230769230769)","(101.0, 690.0, 644.2857142857143)"
10-01-2023 12:58:29.852441,"(11.0, 15.0, 14.884615384615385)","(9.0, 12.0, 11.67741935483871)","(2.6, 2.94, 2.9246017699115043)","(10.0, 13.0, 12.466666666666667)","(6.5, 7.4, 7.389473684210527)","(101.0, 220.0, 198.57142857142858)","(12.0, 17.5, 17.055555555555557)","(31.0, 46.0, 43.77777777777778)","(4.2, 5.0, 4.969230769230769)","(101.0, 690.0, 660.0)"
10-01-2023 12:58:31.207117,"(11.0, 15.0, 14.717391304347826)","(9.0, 12.0, 11.67741935483871)","(2.6, 2.92, 2.918787878787879)","(10.0, 13.0, 12.55)","(6.5, 7.4, 7.389473684210527)","(101.0, 220.0, 198.57142857142858)","(12.0, 17.5, 17.055555555555557)","(31.0, 46.0, 43.333333333333336)","(4.2, 5.0, 4.969230769230769)","(101.0, 690.0, 690.0)"
10-01-2023 12:58:32.468778,"(11.0, 15.0, 14.717391304347826)","(9.0, 12.0, 11.67741935483871)","(2.6, 2.92, 2.9257425742574257)","(10.0, 13.0, 12.55)","(6.5, 7.4, 7.369127516778524)","(101.0, 220.0, 198.57142857142858)","(12.0, 17.5, 17.055555555555557)","(31.0, 46.0, 43.333333333333336)","(4.2, 5.0, 4.970068027210885)","(101.0, 720.0, 670.0)"
10-01-2023 12:58:33.775165,"(11.0, 15.0, 14.717391304347826)","(9.0, 12.0, 11.67741935483871)","(2.6, 2.94, 2.9257425742574257)","(10.0, 13.0, 12.55)","(6.5, 7.4, 7.385294117647059)","(101.0, 220.0, 198.57142857142858)","(12.0, 17.5, 17.055555555555557)","(31.0, 46.0, 43.333333333333336)","(4.2, 5.0, 4.970068027210885)","(101.0, 710.0, 670.0)"
10-01-2023 12:58:35.394975,"(11.0, 15.0, 14.717391304347826)","(9.0, 12.0, 11.67741935483871)","(2.6, 2.94, 2.926019417475728)","(10.0, 13.0, 12.546875)","(6.5, 7.4, 7.388059701492538)","(101.0, 220.0, 201.25)","(12.0, 17.5, 17.241935483870968)","(31.0, 46.0, 44.0)","(4.2, 5.0, 4.970068027210885)","(101.0, 710.0, 676.6666666666666)"
10-01-2023 12:58:36.826919,"(11.0, 15.0, 14.717391304347826)","(9.0, 12.0, 11.73404255319149)","(2.6, 2.94, 2.9266666666666667)","(11.0, 13.0, 12.602941176470589)","(6.5, 7.4, 7.387878787878789)","(101.0, 220.0, 208.88888888888889)","(12.0, 17.5, 17.241935483870968)","(31.0, 46.0, 44.0)","(4.2, 5.0, 4.970068027210885)","(101.0, 700.0, 671.6666666666666)"
10-01-2023 12:58:38.336499,"(11.0, 15.0, 14.704545454545455)","(9.0, 12.0, 11.743589743589745)","(2.6, 2.94, 2.9296666666666664)","(11.0, 13.0, 12.625)","(6.5, 7.4, 7.387878787878789)","(101.0, 220.0, 216.0)","(12.0, 17.5, 16.86)","(31.0, 46.0, 44.0)","(4.4, 5.0, 4.988095238095238)","(101.0, 700.0, 572.0)"
10-01-2023 12:58:39.826667,"(11.0, 15.0, 14.704545454545455)","(9.0, 12.0, 11.596774193548388)","(2.6, 2.94, 2.9287878787878787)","(11.0, 13.0, 12.691176470588236)","(6.5, 7.4, 7.335135135135135)","(101.0, 220.0, 216.0)","(12.0, 17.5, 16.9)","(31.0, 46.0, 44.0)","(4.4, 5.0, 4.98625)","(101.0, 700.0, 572.0)"
10-01-2023 12:58:41.295378,"(11.0, 15.0, 14.704545454545455)","(9.0, 12.0, 11.589285714285714)","(2.6, 2.94, 2.9696491228070174)","(11.0, 13.0, 12.691176470588236)","(6.5, 7.4, 7.288262910798123)","(101.0, 220.0, 216.0)","(12.0, 17.0, 16.9)","(31.0, 46.0, 44.0)","(4.4, 5.0, 4.985034013605442)","(101.0, 700.0, 572.0)"
10-01-2023 12:58:42.625688,"(11.0, 15.0, 14.704545454545455)","(9.0, 12.0, 11.589285714285714)","(2.6, 2.98, 2.9696491228070174)","(11.0, 13.0, 12.691176470588236)","(6.5, 7.4, 7.237837837837838)","(101.0, 220.0, 208.88888888888889)","(12.0, 17.0, 16.9)","(31.0, 46.0, 43.333333333333336)","(4.4, 5.0, 4.952)","(101.0, 700.0, 572.0)"
10-01-2023 12:58:43.816838,"(11.0, 15.0, 14.638461538461538)","(9.0, 12.0, 11.573770491803279)","(2.6, 3.0, 2.9860377358490564)","(11.0, 13.0, 12.691176470588236)","(6.5, 7.4, 7.237837837837838)","(101.0, 220.0, 208.88888888888889)","(12.0, 17.0, 16.9)","(31.0, 46.0, 43.333333333333336)","(4.4, 5.0, 4.952)","(101.0, 700.0, 572.0)"
10-01-2023 12:58:44.986510,"(11.0, 15.0, 14.638461538461538)","(9.0, 12.0, 11.573770491803279)","(2.6, 3.0, 2.9860377358490564)","(11.0, 13.0, 12.691176470588236)","(6.5, 7.4, 7.237837837837838)","(101.0, 220.0, 208.88888888888889)","(12.0, 17.0, 16.9)","(31.0, 46.0, 43.333333333333336)","(4.4, 5.0, 4.952)","(101.0, 700.0, 572.0)"
10-01-2023 12:58:46.287903,"(11.0, 15.0, 14.669014084507042)","(9.0, 12.0, 11.686746987951807)","(2.6, 2.96, 2.9794135802469137)","(11.0, 13.0, 12.661764705882353)","(6.5, 7.4, 7.233333333333333)","(101.0, 220.0, 208.88888888888889)","(12.0, 17.0, 16.678571428571427)","(31.0, 46.0, 43.6)","(4.4, 5.0, 4.964429530201342)","(101.0, 700.0, 572.0)"
10-01-2023 12:58:47.683323,"(11.0, 15.0, 14.614754098360656)","(10.0, 12.0, 11.611940298507463)","(2.6, 3.0, 2.996401384083045)","(11.0, 13.0, 12.588235294117647)","(6.5, 7.4, 7.246153846153846)","(101.0, 220.0, 208.88888888888889)","(12.0, 17.0, 16.46875)","(31.0, 44.0, 43.666666666666664)","(4.4, 5.0, 4.964429530201342)","(101.0, 700.0, 572.0)"
10-01-2023 12:58:49.010056,"(11.0, 15.0, 14.614754098360656)","(10.0, 12.0, 11.611940298507463)","(2.6, 3.0, 2.996401384083045)","(11.0, 13.0, 12.588235294117647)","(6.5, 7.4, 7.246153846153846)","(101.0, 220.0, 208.88888888888889)","(12.0, 17.0, 16.46875)","(31.0, 44.0, 43.666666666666664)","(4.4, 5.0, 4.964429530201342)","(101.0, 700.0, 572.0)"
10-01-2023 12:58:50.470638,"(11.0, 15.0, 14.67910447761194)","(10.0, 12.0, 11.611940298507463)","(2.6, 2.98, 2.9536546184738954)","(11.0, 13.0, 12.581818181818182)","(6.5, 7.4, 7.247715736040609)","(101.0, 220.0, 208.88888888888889)","(12.0, 17.0, 16.15)","(31.0, 44.0, 43.666666666666664)","(4.4, 5.0, 4.961475409836066)","(101.0, 700.0, 620.0)"
10-01-2023 12:58:51.963313,"(11.0, 15.0, 14.67910447761194)","(10.0, 12.0, 11.73076923076923)","(2.6, 2.96, 2.9102392344497607)","(11.0, 13.0, 12.655737704918034)","(6.5, 7.4, 7.2855855855855856)","(101.0, 220.0, 213.33333333333334)","(12.0, 16.5, 16.051724137931036)","(31.0, 44.0, 43.666666666666664)","(4.4, 5.0, 4.999224806201551)","(101.0, 700.0, 671.6666666666666)"
10-01-2023 12:58:53.414831,"(11.0, 15.0, 14.794117647058824)","(10.0, 12.0, 11.817708333333334)","(2.6, 2.92, 2.9102392344497607)","(11.0, 13.0, 12.708333333333334)","(6.5, 7.4, 7.2946058091286305)","(101.0, 220.0, 223.33333333333334)","(12.0, 16.5, 16.11764705882353)","(31.0, 44.0, 43.75)","(4.4, 5.0, 4.991428571428571)","(101.0, 700.0, 620.0)"
10-01-2023 12:58:54.706510,"(11.0, 15.0, 14.847826086956522)","(10.0, 12.0, 11.880952380952381)","(2.6, 2.9, 2.894871794871795)","(11.0, 13.0, 12.72)","(6.5, 7.4, 7.2923728813559325)","(101.0, 240.0, 215.0)","(12.0, 16.5, 16.125)","(31.0, 44.0, 43.77777777777778)","(4.4, 5.1, 5.158666666666667)","(101.0, 700.0, 620.0)"
10-01-2023 12:58:56.062706,"(11.0, 15.0, 14.847826086956522)","(10.0, 12.0, 11.889705882352942)","(2.6, 2.9, 2.8956390977443607)","(11.0, 13.0, 12.708333333333334)","(6.5, 7.4, 7.2923728813559325)","(101.0, 240.0, 215.0)","(12.0, 16.5, 16.125)","(31.0, 44.0, 43.77777777777778)","(4.4, 5.2, 5.162048192771084)","(101.0, 700.0, 620.0)"
10-01-2023 12:58:57.446190,"(11.0, 15.0, 14.79245283018868)","(10.0, 12.0, 11.847826086956522)","(2.6, 2.9, 2.8616190476190475)","(11.0, 13.0, 12.67605633802817)","(6.5, 7.4, 7.392771084337349)","(101.0, 240.0, 210.0)","(12.0, 16.5, 16.135135135135137)","(31.0, 44.0, 43.75)","(4.4, 5.2, 5.09)","(101.0, 700.0, 586.6666666666666)"
10-01-2023 12:58:58.854264,"(11.0, 15.0, 14.79245283018868)","(10.0, 12.0, 11.847826086956522)","(2.6, 2.88, 2.8616190476190475)","(11.0, 13.0, 12.67605633802817)","(6.5, 7.6, 7.406008583690987)","(101.0, 230.0, 195.71428571428572)","(12.0, 16.5, 15.863636363636363)","(31.0, 44.0, 43.75)","(4.4, 5.1, 5.1427184466019416)","(101.0, 700.0, 615.0)"
10-01-2023 12:59:00.180948,"(11.0, 14.5, 14.341176470588236)","(10.0, 12.0, 11.9375)","(2.6, 2.86, 2.8664506627393225)","(11.0, 13.0, 12.681818181818182)","(6.5, 7.6, 7.474444444444445)","(101.0, 230.0, 195.71428571428572)","(12.0, 16.5, 15.925)","(31.0, 44.0, 43.75)","(4.4, 5.2, 5.141)","(101.0, 700.0, 615.0)"
10-01-2023 12:59:01.520736,"(11.0, 14.5, 14.329113924050633)","(10.0, 12.0, 11.9375)","(2.6, 2.88, 2.8664506627393225)","(11.0, 13.0, 12.62987012987013)","(6.5, 7.6, 7.653900709219858)","(101.0, 230.0, 195.71428571428572)","(12.0, 16.0, 15.9)","(31.0, 44.0, 43.77777777777778)","(4.4, 5.2, 5.131666666666667)","(101.0, 700.0, 575.0)"
10-01-2023 12:59:02.836613,"(11.0, 14.5, 14.371428571428572)","(10.0, 12.0, 11.856164383561644)","(2.6, 2.86, 2.8522807017543856)","(11.0, 13.0, 12.375)","(6.5, 7.8, 7.69579831932773)","(101.0, 230.0, 194.0)","(12.0, 16.0, 15.9)","(31.0, 44.0, 44.125)","(4.4, 5.2, 5.155479452054794)","(101.0, 710.0, 583.3333333333334)"
10-01-2023 12:59:04.154418,"(11.0, 14.5, 14.333333333333334)","(10.0, 12.0, 11.940677966101696)","(2.6, 2.86, 2.84)","(11.0, 12.5, 12.346590909090908)","(6.5, 7.8, 7.714285714285714)","(101.0, 230.0, 197.69230769230768)","(12.0, 16.0, 16.025)","(31.0, 46.0, 43.6)","(4.4, 5.2, 5.155479452054794)","(101.0, 610.0, 583.3333333333334)"
10-01-2023 12:59:05.514463,"(11.0, 14.5, 14.353333333333333)","(10.0, 12.5, 12.156626506024097)","(2.6, 2.84, 2.8361311475409834)","(11.0, 12.5, 12.222222222222221)","(6.5, 7.8, 7.690243902439024)","(101.0, 230.0, 195.0)","(12.0, 16.5, 15.821428571428571)","(31.0, 46.0, 44.15384615384615)","(4.4, 5.2, 5.158479532163742)","(101.0, 610.0, 575.0)"
10-01-2023 12:59:06.799107,"(11.0, 14.5, 14.378571428571428)","(10.0, 12.5, 12.168604651162791)","(2.6, 2.84, 2.830090909090909)","(10.0, 12.5, 12.222222222222221)","(6.5, 7.8, 7.690243902439024)","(101.0, 230.0, 195.0)","(12.0, 16.5, 15.821428571428571)","(31.0, 46.0, 44.15384615384615)","(4.4, 5.2, 5.158479532163742)","(101.0, 610.0, 575.0)"
10-01-2023 12:59:08.128890,"(11.0, 14.5, 14.378571428571428)","(10.0, 12.5, 12.164772727272727)","(2.6, 2.84, 2.830183486238532)","(10.0, 12.5, 12.226277372262773)","(6.5, 7.8, 7.704)","(101.0, 230.0, 195.0)","(12.0, 16.5, 15.821428571428571)","(31.0, 46.0, 43.91304347826087)","(4.4, 5.2, 5.158479532163742)","(101.0, 610.0, 575.0)"
10-01-2023 12:59:09.480423,"(11.0, 14.5, 14.378571428571428)","(10.0, 12.5, 12.164772727272727)","(2.6, 2.84, 2.830183486238532)","(10.0, 12.5, 12.226277372262773)","(6.5, 7.8, 7.704)","(101.0, 230.0, 195.0)","(12.0, 16.5, 15.821428571428571)","(31.0, 46.0, 43.91304347826087)","(4.4, 5.2, 5.158479532163742)","(101.0, 610.0, 575.0)"
10-01-2023 12:59:10.962610,"(11.0, 14.5, 14.378571428571428)","(10.0, 12.5, 12.205882352941176)","(2.6, 2.84, 2.7804863221884495)","(10.0, 12.5, 12.234848484848484)","(6.5, 7.8, 7.682857142857142)","(101.0, 230.0, 197.69230769230768)","(12.0, 16.5, 16.058139534883722)","(31.0, 46.0, 42.8)","(4.4, 5.2, 5.1)","(101.0, 610.0, 600.0)"
10-01-2023 12:59:12.354837,"(11.0, 15.0, 14.699421965317919)","(10.0, 12.5, 12.388268156424582)","(2.6, 2.76, 2.7499756690997565)","(10.0, 13.0, 12.7)","(6.5, 8.0, 7.892207792207792)","(101.0, 230.0, 215.0)","(12.0, 17.0, 16.853448275862068)","(31.0, 48.0, 46.723404255319146)","(4.4, 5.1, 5.009563994374121)","(101.0, 720.0, 625.0)"
10-01-2023 12:59:13.657208,"(11.0, 15.0, 14.699421965317919)","(10.0, 12.5, 12.388268156424582)","(2.6, 2.76, 2.7499756690997565)","(10.0, 13.0, 12.7)","(6.5, 8.0, 7.924561403508772)","(101.0, 230.0, 202.0)","(12.0, 17.0, 16.853448275862068)","(31.0, 48.0, 46.723404255319146)","(4.4, 5.1, 5.010320781032078)","(101.0, 710.0, 625.0)"
10-01-2023 12:59:15.091770,"(11.0, 15.0, 14.74074074074074)","(10.0, 12.5, 12.451612903225806)","(2.6, 2.74, 2.7398840579710146)","(10.0, 13.0, 12.543010752688172)","(6.5, 8.0, 7.943046357615894)","(101.0, 230.0, 206.0)","(12.0, 17.0, 17.304878048780488)","(31.0, 48.0, 46.57142857142857)","(4.4, 5.1, 4.9783333333333335)","(101.0, 710.0, 625.0)"
10-01-2023 12:59:16.433941,"(11.0, 15.0, 14.646464646464647)","(10.0, 12.5, 12.451612903225806)","(2.6, 2.74, 2.7398840579710146)","(11.0, 13.0, 12.543010752688172)","(7.0, 8.0, 7.943046357615894)","(101.0, 230.0, 206.0)","(13.0, 17.5, 17.304878048780488)","(31.0, 48.0, 46.57142857142857)","(4.4, 5.0, 4.9783333333333335)","(101.0, 710.0, 625.0)"
10-01-2023 12:59:17.841422,"(11.0, 15.0, 14.736842105263158)","(10.0, 12.5, 12.496402877697841)","(2.6, 2.76, 2.7538738738738737)","(11.0, 13.0, 12.587378640776699)","(7.0, 8.0, 7.951260504201681)","(101.0, 220.0, 206.36363636363637)","(13.0, 18.0, 17.714285714285715)","(31.0, 48.0, 46.76923076923077)","(4.4, 5.0, 4.927272727272728)","(101.0, 720.0, 711.1111111111111)"
10-01-2023 12:59:19.333067,"(11.0, 15.0, 14.736842105263158)","(10.0, 12.5, 12.463087248322148)","(2.6, 2.76, 2.8018181818181818)","(11.0, 13.0, 12.65)","(7.0, 8.0, 7.782677165354331)","(101.0, 220.0, 205.55555555555554)","(13.0, 18.0, 17.864864864864863)","(31.0, 48.0, 49.2)","(4.4, 5.0, 4.881300813008131)","(101.0, 720.0, 711.1111111111111)"
10-01-2023 12:59:20.711814,"(11.0, 15.0, 14.482758620689655)","(10.0, 12.5, 12.433566433566433)","(2.6, 2.82, 2.812549019607843)","(11.0, 13.0, 12.704225352112676)","(7.0, 7.8, 7.713170731707317)","(101.0, 210.0, 205.45454545454544)","(13.0, 18.0, 17.857142857142858)","(31.0, 50.0, 49.25)","(4.4, 4.9, 4.880321285140562)","(101.0, 720.0, 711.578947368421)"
10-01-2023 12:59:22.042964,"(11.0, 15.0, 14.48611111111111)","(10.0, 12.5, 12.434482758620689)","(2.6, 2.82, 2.8082666666666665)","(11.0, 13.0, 12.706293706293707)","(7.0, 7.8, 7.699999999999999)","(101.0, 220.0, 188.0)","(13.0, 18.0, 17.82758620689655)","(31.0, 50.0, 49.25)","(4.4, 4.9, 4.857183908045977)","(101.0, 720.0, 645.0)"
10-01-2023 12:59:23.774131,"(11.0, 15.0, 14.558823529411764)","(10.0, 12.5, 12.663716814159292)","(2.6, 2.82, 2.83929203539823)","(11.0, 13.0, 12.755813953488373)","(7.0, 7.8, 7.67641196013289)","(101.0, 220.0, 202.5)","(13.0, 18.5, 17.990909090909092)","(31.0, 55.0, 49.43589743589744)","(4.4, 4.8, 4.770627062706271)","(101.0, 720.0, 645.0)"
10-01-2023 12:59:25.477443,"(12.0, 15.0, 14.639423076923077)","(10.0, 13.0, 12.678571428571429)","(2.5, 2.84, 2.8195454545454544)","(11.0, 13.0, 12.62962962962963)","(6.5, 7.8, 7.668070175438596)","(101.0, 210.0, 192.5)","(13.0, 18.5, 17.96551724137931)","(31.0, 55.0, 49.71111111111111)","(4.4, 4.8, 4.7605504587155965)","(101.0, 720.0, 645.0)"
10-01-2023 12:59:27.004532,"(12.0, 15.0, 14.639423076923077)","(10.0, 13.0, 12.683673469387756)","(2.5, 2.82, 2.814761904761905)","(11.0, 13.0, 12.431034482758621)","(6.5, 7.8, 7.666666666666666)","(101.0, 210.0, 186.66666666666666)","(13.0, 18.0, 18.31578947368421)","(31.0, 55.0, 50.97222222222222)","(4.4, 4.8, 4.806949806949807)","(101.0, 720.0, 645.0)"
10-01-2023 12:59:28.515912,"(12.0, 15.0, 14.717213114754099)","(10.0, 13.0, 12.703821656050955)","(2.5, 2.82, 2.782567287784679)","(11.0, 12.5, 12.496031746031745)","(6.5, 7.8, 7.68)","(101.0, 210.0, 186.66666666666666)","(13.0, 18.5, 18.37037037037037)","(41.0, 55.0, 51.31578947368421)","(4.4, 4.9, 4.763888888888889)","(101.0, 720.0, 645.0)"
