,Wagner Bale,Thank You Jill,Highway Man,Adonis Sands,Floppy Roo,Orson Franky,Dr Esther,Dr Lysandra
07-01-2023 09:29:18.540043,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.079)"
07-01-2023 09:29:19.603053,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.079)"
07-01-2023 09:29:20.689604,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.079)"
07-01-2023 09:29:21.835317,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.079)"
07-01-2023 09:29:22.947922,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.079)"
07-01-2023 09:29:24.116290,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.075)"
07-01-2023 09:29:25.320136,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.075)"
07-01-2023 09:29:26.416167,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.075)"
07-01-2023 09:29:27.551279,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.075)"
07-01-2023 09:29:28.672555,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.075)"
07-01-2023 09:29:29.789497,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.075)"
07-01-2023 09:29:30.939881,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.075)"
07-01-2023 09:29:32.110859,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.075)"
07-01-2023 09:29:33.350700,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.075)"
07-01-2023 09:29:34.512586,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.075)"
07-01-2023 09:29:35.644765,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.075)"
07-01-2023 09:29:36.808730,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.075)"
07-01-2023 09:29:37.934518,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.075)"
07-01-2023 09:29:39.003582,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.3, 3.7583333333333333)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.077)"
07-01-2023 09:29:40.193502,"(14.0, 29.0, 24.071428571428573)","(3.8, 4.3, 3.6680555555555556)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.0, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.077)"
07-01-2023 09:29:41.437712,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.3, 3.7111111111111112)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.0885000000000002)"
07-01-2023 09:29:42.679998,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.2, 3.7111111111111112)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.239999999999999)","(1.75, 2.1, 2.08)"
07-01-2023 09:29:43.900684,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.2, 3.7111111111111112)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.5, 8.2, 7.5777777777777775)","(1.75, 2.1, 2.0885000000000002)"
07-01-2023 09:29:45.115580,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.2, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.079)"
07-01-2023 09:29:46.338009,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.079)"
07-01-2023 09:29:47.449891,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.079)"
07-01-2023 09:29:48.493508,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.5777777777777775)","(1.75, 2.1, 2.079)"
07-01-2023 09:29:49.648733,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.7)","(1.75, 2.1, 2.079)"
07-01-2023 09:29:50.822697,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.7)","(1.75, 2.1, 2.079)"
07-01-2023 09:29:51.948408,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.7)","(1.75, 2.1, 2.077)"
07-01-2023 09:29:53.150651,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.3, 3.715)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.7)","(1.75, 2.1, 2.077)"
07-01-2023 09:29:54.413928,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.3, 3.715)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 257.22222222222223)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.7)","(1.75, 2.1, 2.077)"
07-01-2023 09:29:55.541617,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.3, 3.715)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 240.0)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.7)","(1.75, 2.1, 2.0685714285714285)"
07-01-2023 09:29:56.666039,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.3, 3.715)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 240.0)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.7)","(1.75, 2.1, 2.0685714285714285)"
07-01-2023 09:29:58.000066,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.3, 3.6680555555555556)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.7)","(1.75, 2.1, 2.0685714285714285)"
07-01-2023 09:29:59.423700,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.3, 3.692307692307692)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.7)","(1.75, 2.1, 2.0685714285714285)"
07-01-2023 09:30:00.704220,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.2, 3.664473684210526)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.7)","(1.75, 2.1, 2.0685714285714285)"
07-01-2023 09:30:02.063583,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.2, 3.664473684210526)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.3999999999999995)","(1.75, 2.1, 2.08)"
07-01-2023 09:30:03.420185,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.2, 3.664473684210526)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.2, 7.7)","(1.75, 2.1, 2.0885000000000002)"
07-01-2023 09:30:04.684149,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.2, 3.664473684210526)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.7)","(1.75, 2.1, 2.0885000000000002)"
07-01-2023 09:30:05.996180,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.2, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.7)","(1.75, 2.1, 2.079)"
07-01-2023 09:30:07.265088,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.7)","(1.75, 2.1, 2.077777777777778)"
07-01-2023 09:30:08.342720,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.7)","(1.75, 2.1, 2.077777777777778)"
07-01-2023 09:30:09.437615,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.7)","(1.75, 2.1, 2.077777777777778)"
07-01-2023 09:30:10.581141,"(15.0, 29.0, 24.071428571428573)","(3.7, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.7)","(1.75, 2.1, 2.077777777777778)"
07-01-2023 09:30:11.638514,"(15.0, 29.0, 24.071428571428573)","(3.5, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.7)","(1.75, 2.1, 2.077777777777778)"
07-01-2023 09:30:12.822037,"(15.0, 29.0, 24.071428571428573)","(3.5, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.800000000000001)","(1.75, 2.1, 2.077777777777778)"
07-01-2023 09:30:13.915855,"(15.0, 29.0, 24.071428571428573)","(3.5, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.555555555555555)","(1.75, 2.1, 1.995)"
07-01-2023 09:30:14.953176,"(15.0, 29.0, 24.071428571428573)","(3.5, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 9.0, 8.175)","(1.75, 2.1, 2.079)"
07-01-2023 09:30:16.147241,"(15.0, 29.0, 24.071428571428573)","(3.5, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.244444444444445)","(1.75, 2.1, 2.079)"
07-01-2023 09:30:17.371523,"(15.0, 29.0, 24.071428571428573)","(3.5, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.163636363636364)","(1.75, 2.1, 2.079)"
07-01-2023 09:30:18.507893,"(15.0, 29.0, 24.071428571428573)","(3.5, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.163636363636364)","(1.75, 2.1, 2.079)"
07-01-2023 09:30:19.717729,"(15.0, 29.0, 24.071428571428573)","(3.5, 4.1, 3.6666666666666665)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.9)","(1.75, 2.1, 1.99)"
07-01-2023 09:30:20.903037,"(15.0, 29.0, 24.071428571428573)","(3.5, 4.2, 3.6666666666666665)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.9)","(1.75, 2.1, 2.079)"
07-01-2023 09:30:22.066536,"(15.0, 29.0, 24.071428571428573)","(3.5, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.326315789473684)","(1.75, 2.1, 2.079)"
07-01-2023 09:30:23.154169,"(15.0, 29.0, 24.071428571428573)","(3.5, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.326315789473684)","(1.75, 2.1, 2.079)"
07-01-2023 09:30:24.270421,"(15.0, 29.0, 24.071428571428573)","(3.5, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 7.6571428571428575)","(1.75, 2.1, 2.079)"
07-01-2023 09:30:25.469269,"(15.0, 29.0, 24.071428571428573)","(3.5, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.072727272727274)","(1.75, 2.1, 2.079)"
07-01-2023 09:30:26.607266,"(15.0, 29.0, 24.071428571428573)","(3.5, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.072727272727274)","(1.75, 2.1, 2.079)"
07-01-2023 09:30:27.795092,"(15.0, 29.0, 24.071428571428573)","(3.5, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.3)","(1.75, 2.1, 2.079)"
07-01-2023 09:30:28.957685,"(15.0, 29.0, 24.071428571428573)","(3.5, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.3)","(1.75, 2.1, 2.079)"
07-01-2023 09:30:30.020645,"(15.0, 29.0, 21.928571428571427)","(3.5, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 258.33333333333337)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.3)","(1.75, 2.1, 2.079)"
07-01-2023 09:30:31.179215,"(15.0, 29.0, 22.4)","(3.5, 4.1, 3.7249999999999996)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.3)","(1.75, 2.1, 2.079)"
07-01-2023 09:30:32.504082,"(15.0, 29.0, 24.695652173913043)","(3.5, 4.1, 3.870833333333333)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.4)","(1.75, 2.1, 2.077777777777778)"
07-01-2023 09:30:33.727365,"(15.0, 28.0, 26.88888888888889)","(3.5, 4.1, 3.870833333333333)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.566666666666666)","(1.75, 2.1, 2.077777777777778)"
07-01-2023 09:30:35.022202,"(15.0, 28.0, 26.88888888888889)","(3.5, 4.2, 3.870833333333333)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.142857142857142)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.8)","(1.75, 2.1, 2.077777777777778)"
07-01-2023 09:30:36.532090,"(15.0, 28.0, 26.88888888888889)","(3.5, 4.1, 3.870833333333333)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.894736842105264)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 9.0, 9.5)","(1.75, 2.1, 2.077777777777778)"
07-01-2023 09:30:37.582897,"(15.0, 28.0, 26.88888888888889)","(3.5, 4.1, 3.870833333333333)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.894736842105264)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 9.8, 8.285714285714285)","(1.75, 2.1, 2.077777777777778)"
07-01-2023 09:30:38.961734,"(15.0, 28.0, 26.88888888888889)","(3.5, 4.1, 3.870833333333333)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.894736842105264)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 10.0, 8.285714285714285)","(1.75, 2.1, 2.077777777777778)"
07-01-2023 09:30:40.161324,"(15.0, 28.0, 26.88888888888889)","(3.5, 4.1, 3.870833333333333)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.894736842105264)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 10.0, 8.285714285714285)","(1.75, 2.1, 2.077777777777778)"
07-01-2023 09:30:41.568641,"(15.0, 28.0, 26.88888888888889)","(3.5, 4.1, 3.888461538461538)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.894736842105264)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 10.0, 8.285714285714285)","(1.75, 2.1, 2.077777777777778)"
07-01-2023 09:30:42.852611,"(15.0, 28.0, 27.049999999999997)","(3.5, 4.1, 3.888461538461538)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.894736842105264)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 10.0, 8.285714285714285)","(1.75, 2.1, 2.077777777777778)"
07-01-2023 09:30:44.032375,"(15.0, 28.0, 27.049999999999997)","(3.5, 4.1, 3.888461538461538)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.894736842105264)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 10.0, 8.133333333333333)","(1.75, 2.1, 2.077777777777778)"
07-01-2023 09:30:45.115757,"(15.0, 28.0, 27.049999999999997)","(3.5, 4.1, 3.888461538461538)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.894736842105264)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.133333333333333)","(1.75, 2.1, 2.080909090909091)"
07-01-2023 09:30:46.220593,"(15.0, 28.0, 27.049999999999997)","(3.5, 4.1, 3.888461538461538)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.894736842105264)","(71.0, 280.0, 255.625)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.133333333333333)","(1.75, 2.1, 2.08)"
07-01-2023 09:30:47.410082,"(15.0, 28.0, 27.049999999999997)","(3.5, 4.1, 3.694444444444444)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.894736842105264)","(71.0, 280.0, 216.66666666666669)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.4)","(1.75, 2.1, 2.077777777777778)"
07-01-2023 09:30:48.549340,"(15.0, 28.0, 27.049999999999997)","(3.5, 4.2, 3.694444444444444)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.894736842105264)","(71.0, 280.0, 216.66666666666669)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.4)","(1.75, 2.1, 2.0885000000000002)"
07-01-2023 09:30:49.764105,"(15.0, 28.0, 27.049999999999997)","(3.5, 4.2, 3.694444444444444)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.894736842105264)","(71.0, 280.0, 216.66666666666669)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.4)","(1.75, 2.1, 2.0914814814814817)"
07-01-2023 09:30:50.958982,"(15.0, 28.0, 27.049999999999997)","(3.5, 4.2, 3.694444444444444)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.894736842105264)","(71.0, 280.0, 216.66666666666669)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.3)","(1.75, 2.1, 2.0853333333333333)"
07-01-2023 09:30:52.043504,"(15.0, 28.0, 25.75)","(3.5, 4.2, 3.7578947368421054)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 13.894736842105264)","(71.0, 280.0, 216.66666666666669)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.3)","(1.75, 2.1, 2.0853333333333333)"
07-01-2023 09:30:53.134569,"(15.0, 28.0, 25.75)","(3.5, 4.2, 3.769230769230769)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 252.85714285714286)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.3)","(1.75, 2.1, 2.0853333333333333)"
07-01-2023 09:30:54.336210,"(15.0, 28.0, 27.1)","(3.5, 4.2, 3.71875)","(31.0, 150.0, 139.44444444444446)","(10.0, 16.0, 12.666666666666666)","(71.0, 280.0, 252.85714285714286)","(31.0, 170.0, 104.0)","(5.5, 8.8, 8.3)","(1.75, 2.1, 2.0853333333333333)"
