,Thrax,Stac Pollaidh,Centrestone,Little Jill,Toptimistic,Tiger For Life,Carlie Eksplodes,Gold Invest
15-12-2022 14:16:21.827701,"(61.0, 170.0, 127.14285714285714)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.73, 1.7131818181818181)","(5.5, 9.0, 8.504761904761905)","(61.0, 220.0, 206.66666666666666)","(4.8, 5.9, 5.852)","(7.0, 10.5, 10.25)","(31.0, 95.0, 86.11111111111111)"
15-12-2022 14:16:22.911522,"(61.0, 170.0, 127.14285714285714)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.73, 1.7131818181818181)","(5.5, 8.6, 8.504761904761905)","(61.0, 220.0, 206.66666666666666)","(4.8, 5.9, 5.852)","(7.0, 10.5, 10.25)","(31.0, 95.0, 86.11111111111111)"
15-12-2022 14:16:23.979285,"(61.0, 170.0, 127.14285714285714)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.73, 1.7131818181818181)","(5.5, 8.6, 8.48235294117647)","(61.0, 220.0, 206.66666666666666)","(4.8, 5.9, 5.841935483870968)","(7.0, 10.5, 10.25)","(31.0, 95.0, 86.11111111111111)"
15-12-2022 14:16:24.972223,"(61.0, 170.0, 136.66666666666666)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.73, 1.7186153846153847)","(5.5, 8.6, 8.451851851851853)","(61.0, 220.0, 206.66666666666666)","(4.8, 5.9, 5.876)","(7.0, 10.5, 10.238095238095237)","(31.0, 95.0, 86.11111111111111)"
15-12-2022 14:16:26.001269,"(61.0, 170.0, 136.66666666666666)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.73, 1.7148979591836735)","(5.5, 8.6, 8.451851851851853)","(61.0, 220.0, 206.66666666666666)","(4.8, 5.9, 5.87)","(7.0, 10.5, 10.288461538461538)","(31.0, 95.0, 86.11111111111111)"
15-12-2022 14:16:27.011427,"(61.0, 170.0, 136.66666666666666)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.73, 1.7176666666666667)","(5.5, 8.6, 8.451851851851853)","(61.0, 220.0, 206.66666666666666)","(4.8, 5.9, 5.87)","(7.0, 10.5, 10.288461538461538)","(31.0, 95.0, 86.11111111111111)"
15-12-2022 14:16:28.038812,"(61.0, 170.0, 136.66666666666666)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.73, 1.7176666666666667)","(5.5, 8.6, 8.446666666666667)","(61.0, 220.0, 206.66666666666666)","(4.8, 5.9, 5.884615384615385)","(7.0, 11.0, 10.828358208955224)","(31.0, 95.0, 86.11111111111111)"
15-12-2022 14:16:29.033878,"(61.0, 170.0, 136.66666666666666)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.72, 1.713076923076923)","(5.5, 8.6, 8.446666666666667)","(61.0, 220.0, 206.66666666666666)","(4.8, 5.9, 5.884615384615385)","(7.0, 11.0, 10.84375)","(31.0, 95.0, 86.11111111111111)"
15-12-2022 14:16:30.028721,"(61.0, 170.0, 136.66666666666666)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.72, 1.713076923076923)","(5.5, 8.6, 8.446666666666667)","(61.0, 220.0, 206.66666666666666)","(4.8, 5.9, 5.884615384615385)","(7.0, 11.0, 10.72972972972973)","(31.0, 95.0, 86.11111111111111)"
15-12-2022 14:16:30.979037,"(61.0, 170.0, 136.66666666666666)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.72, 1.7180736543909347)","(5.5, 8.6, 8.446666666666667)","(61.0, 220.0, 206.66666666666666)","(4.8, 5.9, 5.884615384615385)","(7.0, 11.0, 10.702380952380953)","(31.0, 95.0, 86.11111111111111)"
15-12-2022 14:16:31.946762,"(61.0, 170.0, 136.66666666666666)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.72, 1.7130612244897958)","(5.5, 8.6, 8.446666666666667)","(61.0, 220.0, 206.66666666666666)","(4.8, 5.9, 5.875)","(7.0, 11.0, 10.702380952380953)","(31.0, 95.0, 86.11111111111111)"
15-12-2022 14:16:33.068805,"(61.0, 170.0, 136.66666666666666)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.71, 1.6990123456790123)","(5.5, 8.6, 8.442105263157895)","(61.0, 220.0, 206.66666666666666)","(4.8, 5.9, 5.881818181818182)","(7.0, 11.0, 10.709302325581396)","(31.0, 95.0, 86.11111111111111)"
15-12-2022 14:16:34.169782,"(61.0, 170.0, 136.66666666666666)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.7, 1.6943373493975904)","(5.5, 8.6, 8.463636363636363)","(61.0, 220.0, 206.66666666666666)","(4.8, 5.9, 6.046250000000001)","(7.0, 11.0, 10.72972972972973)","(31.0, 95.0, 86.11111111111111)"
15-12-2022 14:16:35.298795,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.7, 1.6789893617021276)","(5.5, 8.6, 8.728571428571428)","(61.0, 220.0, 206.66666666666666)","(4.8, 6.2, 6.046250000000001)","(7.0, 11.0, 10.717391304347826)","(31.0, 95.0, 86.11111111111111)"
15-12-2022 14:16:36.640176,"(61.0, 170.0, 126.25)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.69, 1.6784033613445377)","(5.5, 9.2, 8.7)","(61.0, 220.0, 206.66666666666666)","(4.8, 6.2, 6.046250000000001)","(7.0, 11.0, 10.775862068965518)","(31.0, 95.0, 86.11111111111111)"
15-12-2022 14:16:37.762340,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.69, 1.6778977272727271)","(5.5, 9.2, 8.66)","(61.0, 220.0, 206.66666666666666)","(4.8, 6.2, 6.046250000000001)","(7.0, 11.0, 10.775862068965518)","(31.0, 95.0, 85.0)"
15-12-2022 14:16:38.798841,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.68, 1.6778977272727271)","(5.5, 9.2, 8.66)","(61.0, 220.0, 206.66666666666666)","(4.8, 6.2, 6.046250000000001)","(7.0, 11.0, 10.775862068965518)","(31.0, 95.0, 85.0)"
15-12-2022 14:16:39.897286,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.68, 1.67)","(5.5, 9.2, 8.66)","(61.0, 220.0, 206.66666666666666)","(4.8, 6.2, 6.071875)","(7.0, 11.0, 10.833333333333334)","(31.0, 95.0, 85.0)"
15-12-2022 14:16:41.141418,"(61.0, 170.0, 127.14285714285714)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.67, 1.6638125)","(5.5, 9.2, 8.666666666666666)","(61.0, 220.0, 206.66666666666666)","(4.8, 6.2, 6.0875)","(7.0, 11.0, 10.833333333333334)","(31.0, 95.0, 85.0)"
15-12-2022 14:16:42.253390,"(61.0, 170.0, 136.66666666666666)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.67, 1.6638125)","(5.5, 9.2, 8.685714285714285)","(61.0, 220.0, 206.66666666666666)","(4.8, 6.2, 6.029411764705882)","(7.0, 11.0, 10.833333333333334)","(31.0, 95.0, 85.0)"
15-12-2022 14:16:43.382461,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.67, 1.660759493670886)","(5.5, 9.2, 8.685714285714285)","(61.0, 220.0, 206.66666666666666)","(4.8, 6.2, 6.081632653061225)","(7.0, 11.0, 10.833333333333334)","(31.0, 95.0, 85.0)"
15-12-2022 14:16:44.646143,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.67, 1.660759493670886)","(5.5, 9.2, 8.763636363636364)","(61.0, 220.0, 206.66666666666666)","(4.8, 6.2, 6.098245614035088)","(7.0, 11.0, 10.833333333333334)","(31.0, 95.0, 85.0)"
15-12-2022 14:16:45.868193,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.67, 1.6603351955307262)","(5.5, 9.2, 8.763636363636364)","(61.0, 220.0, 206.66666666666666)","(4.8, 6.2, 6.098245614035088)","(7.0, 11.0, 10.833333333333334)","(31.0, 95.0, 85.0)"
15-12-2022 14:16:46.955705,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.67, 1.6603351955307262)","(5.5, 9.2, 8.763636363636364)","(61.0, 220.0, 206.66666666666666)","(4.8, 6.2, 6.098245614035088)","(7.0, 11.0, 10.833333333333334)","(31.0, 95.0, 85.0)"
15-12-2022 14:16:48.110795,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.67, 1.6603351955307262)","(5.5, 9.2, 8.763636363636364)","(61.0, 220.0, 206.66666666666666)","(4.8, 6.2, 6.098245614035088)","(7.0, 11.0, 10.833333333333334)","(31.0, 95.0, 85.0)"
15-12-2022 14:16:49.248920,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.67, 1.6603351955307262)","(5.5, 9.2, 8.830769230769231)","(61.0, 220.0, 206.66666666666666)","(4.8, 6.2, 6.191111111111112)","(7.0, 11.0, 10.84)","(31.0, 95.0, 85.0)"
15-12-2022 14:16:50.335827,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.66, 1.6515824915824915)","(5.5, 9.2, 8.90909090909091)","(61.0, 220.0, 205.0)","(4.8, 6.2, 6.1866666666666665)","(7.0, 11.0, 11.36)","(31.0, 95.0, 85.0)"
15-12-2022 14:16:51.447112,"(61.0, 170.0, 136.66666666666666)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.66, 1.650910569105691)","(5.5, 9.2, 8.90909090909091)","(61.0, 220.0, 205.0)","(4.8, 6.2, 6.1866666666666665)","(7.0, 11.5, 11.36)","(31.0, 95.0, 85.0)"
15-12-2022 14:16:52.532484,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.66, 1.650910569105691)","(5.5, 9.2, 8.88)","(61.0, 220.0, 205.0)","(4.8, 6.2, 6.1866666666666665)","(7.0, 11.5, 11.23076923076923)","(31.0, 95.0, 85.0)"
15-12-2022 14:16:53.644107,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.66, 1.650910569105691)","(5.5, 9.2, 8.88)","(61.0, 220.0, 205.0)","(4.8, 6.2, 6.1866666666666665)","(7.0, 11.5, 11.23076923076923)","(31.0, 95.0, 85.0)"
15-12-2022 14:16:54.766523,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.66, 1.6508360655737704)","(5.5, 9.2, 8.90909090909091)","(61.0, 220.0, 205.0)","(4.8, 6.2, 6.1866666666666665)","(7.0, 11.5, 11.23076923076923)","(31.0, 95.0, 89.54545454545455)"
15-12-2022 14:16:55.916851,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.66, 1.6544347826086956)","(5.5, 9.2, 8.90909090909091)","(61.0, 220.0, 205.0)","(4.8, 6.2, 6.1866666666666665)","(7.0, 11.5, 11.23076923076923)","(31.0, 95.0, 89.54545454545455)"
15-12-2022 14:16:57.091245,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.66, 1.639366576819407)","(5.5, 9.2, 8.90909090909091)","(61.0, 220.0, 205.0)","(4.8, 6.2, 6.1066666666666665)","(7.0, 11.5, 12.615384615384615)","(31.0, 95.0, 89.54545454545455)"
15-12-2022 14:16:58.250474,"(61.0, 170.0, 141.42857142857144)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.64, 1.639366576819407)","(5.5, 9.2, 8.90909090909091)","(61.0, 220.0, 205.0)","(4.8, 6.2, 6.1066666666666665)","(7.0, 14.0, 12.478260869565217)","(31.0, 95.0, 89.54545454545455)"
15-12-2022 14:16:59.425311,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.64, 1.639366576819407)","(5.5, 9.2, 8.90909090909091)","(61.0, 220.0, 205.0)","(4.8, 6.2, 6.046153846153846)","(7.0, 14.0, 12.455882352941176)","(31.0, 95.0, 89.54545454545455)"
15-12-2022 14:17:00.464936,"(61.0, 170.0, 126.25)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.64, 1.6394945355191255)","(5.5, 9.2, 8.991304347826086)","(61.0, 220.0, 205.0)","(4.8, 6.2, 6.046153846153846)","(7.0, 14.0, 11.98076923076923)","(31.0, 95.0, 89.54545454545455)"
15-12-2022 14:17:01.514395,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.64, 1.6394945355191255)","(5.5, 9.2, 8.991304347826086)","(61.0, 220.0, 205.0)","(4.8, 6.2, 6.046153846153846)","(7.0, 14.0, 11.98076923076923)","(31.0, 95.0, 89.54545454545455)"
15-12-2022 14:17:02.687932,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.64, 1.6394945355191255)","(5.5, 9.2, 8.991304347826086)","(61.0, 220.0, 205.0)","(4.8, 6.2, 6.046153846153846)","(7.0, 14.0, 11.98076923076923)","(31.0, 95.0, 89.54545454545455)"
15-12-2022 14:17:03.846586,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.64, 1.6394945355191255)","(5.5, 9.2, 8.991304347826086)","(61.0, 220.0, 205.0)","(4.8, 6.2, 6.046153846153846)","(7.0, 14.0, 11.867647058823529)","(31.0, 95.0, 89.54545454545455)"
15-12-2022 14:17:05.056255,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.64, 1.6394945355191255)","(5.5, 9.2, 9.049999999999999)","(61.0, 220.0, 205.0)","(4.8, 6.2, 5.96039603960396)","(7.0, 14.0, 12.092105263157894)","(31.0, 95.0, 89.54545454545455)"
15-12-2022 14:17:06.198929,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.65, 1.6411342155009452)","(5.5, 9.2, 9.049999999999999)","(61.0, 220.0, 205.0)","(4.8, 6.0, 5.96039603960396)","(7.0, 14.0, 12.04054054054054)","(31.0, 95.0, 89.54545454545455)"
15-12-2022 14:17:07.307266,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.65, 1.6411342155009452)","(5.5, 9.2, 9.049999999999999)","(61.0, 220.0, 205.0)","(4.8, 6.0, 5.96039603960396)","(7.0, 14.0, 12.566666666666666)","(31.0, 95.0, 89.54545454545455)"
15-12-2022 14:17:08.396427,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.65, 1.6411342155009452)","(5.5, 9.2, 9.049999999999999)","(61.0, 220.0, 205.0)","(4.8, 6.0, 5.855555555555556)","(7.0, 13.5, 12.25)","(31.0, 95.0, 90.5)"
15-12-2022 14:17:09.454831,"(61.0, 170.0, 130.0)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.65, 1.6413695652173912)","(5.5, 9.4, 9.3)","(61.0, 220.0, 205.0)","(4.8, 5.9, 5.877142857142857)","(7.0, 12.5, 12.055555555555555)","(31.0, 95.0, 100.625)"
15-12-2022 14:17:10.543208,"(61.0, 170.0, 157.5)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.65, 1.646923076923077)","(5.5, 9.4, 9.338461538461539)","(61.0, 220.0, 205.0)","(4.8, 5.9, 5.88409090909091)","(7.0, 12.5, 11.675)","(31.0, 110.0, 98.33333333333334)"
15-12-2022 14:17:11.594405,"(61.0, 170.0, 155.71428571428572)","(31.0, 85.0, 80.29411764705883)","(1.6, 1.65, 1.6475)","(5.5, 9.4, 9.5)","(61.0, 220.0, 205.0)","(4.8, 5.9, 5.878947368421053)","(7.0, 12.0, 11.69047619047619)","(31.0, 100.0, 87.5)"
15-12-2022 14:17:12.670469,"(61.0, 170.0, 158.57142857142858)","(31.0, 85.0, 80.3125)","(1.6, 1.65, 1.6413669064748202)","(5.5, 9.6, 9.5)","(61.0, 220.0, 210.0)","(4.8, 6.0, 5.888888888888888)","(7.0, 12.0, 11.69047619047619)","(31.0, 110.0, 98.75)"
15-12-2022 14:17:13.848600,"(61.0, 170.0, 158.57142857142858)","(31.0, 85.0, 80.3125)","(1.6, 1.63, 1.6301075268817204)","(5.5, 10.5, 9.964864864864865)","(61.0, 220.0, 210.0)","(4.8, 6.0, 5.876595744680851)","(7.0, 12.0, 11.48)","(31.0, 110.0, 100.66666666666667)"
15-12-2022 14:17:14.927685,"(61.0, 180.0, 155.0)","(31.0, 85.0, 81.25)","(1.6, 1.64, 1.6301075268817204)","(5.5, 10.5, 9.660526315789474)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.8699029126213595)","(7.0, 12.0, 11.413793103448276)","(31.0, 110.0, 100.0)"
15-12-2022 14:17:15.977575,"(61.0, 180.0, 152.22222222222223)","(31.0, 85.0, 81.25)","(1.6, 1.64, 1.628623853211009)","(5.5, 10.5, 9.660526315789474)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.9437500000000005)","(7.0, 12.0, 11.19047619047619)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:16.987010,"(61.0, 180.0, 157.77777777777777)","(31.0, 85.0, 81.25)","(1.6, 1.63, 1.6202247191011236)","(5.5, 10.5, 9.660526315789474)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.9437500000000005)","(7.0, 12.0, 11.19047619047619)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:18.075705,"(61.0, 180.0, 153.33333333333334)","(31.0, 85.0, 81.25)","(1.6, 1.66, 1.658891013384321)","(5.5, 10.5, 9.491666666666667)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.963636363636364)","(7.0, 12.0, 11.19047619047619)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:19.192355,"(61.0, 180.0, 157.77777777777777)","(31.0, 85.0, 74.82142857142857)","(1.6, 1.66, 1.6563076923076923)","(5.5, 10.5, 9.74736842105263)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.963636363636364)","(7.0, 12.0, 11.181818181818182)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:20.328686,"(61.0, 180.0, 157.77777777777777)","(31.0, 85.0, 66.0)","(1.6, 1.66, 1.6563076923076923)","(5.5, 10.5, 9.74736842105263)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.963636363636364)","(7.0, 11.5, 11.142857142857142)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:21.448734,"(61.0, 180.0, 157.77777777777777)","(31.0, 85.0, 61.25)","(1.6, 1.66, 1.6575384615384614)","(5.5, 10.5, 9.674999999999999)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.963636363636364)","(7.0, 11.5, 11.142857142857142)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:22.488576,"(61.0, 180.0, 157.77777777777777)","(31.0, 85.0, 62.142857142857146)","(1.6, 1.66, 1.6579190751445085)","(5.5, 10.5, 9.674999999999999)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.963636363636364)","(7.0, 11.5, 11.142857142857142)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:23.490442,"(61.0, 180.0, 162.85714285714286)","(31.0, 85.0, 62.142857142857146)","(1.6, 1.66, 1.6579190751445085)","(5.5, 10.5, 9.674999999999999)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.963636363636364)","(7.0, 11.5, 11.142857142857142)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:24.547330,"(61.0, 180.0, 162.85714285714286)","(31.0, 85.0, 61.25)","(1.6, 1.66, 1.6579190751445085)","(5.5, 10.5, 9.674999999999999)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.963636363636364)","(7.0, 11.5, 11.142857142857142)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:25.707215,"(61.0, 180.0, 162.85714285714286)","(31.0, 85.0, 61.25)","(1.6, 1.66, 1.6579190751445085)","(5.5, 10.5, 9.760000000000002)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.963636363636364)","(7.0, 11.5, 11.142857142857142)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:26.929007,"(61.0, 180.0, 162.85714285714286)","(31.0, 85.0, 61.25)","(1.6, 1.66, 1.665)","(5.5, 9.8, 9.5)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.963636363636364)","(7.0, 11.5, 11.142857142857142)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:28.087968,"(61.0, 180.0, 162.85714285714286)","(31.0, 85.0, 61.25)","(1.6, 1.67, 1.665)","(5.5, 9.8, 9.622222222222224)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.963636363636364)","(7.0, 11.5, 11.205882352941176)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:29.258649,"(61.0, 180.0, 162.85714285714286)","(31.0, 85.0, 61.25)","(1.6, 1.66, 1.6550505050505049)","(5.5, 9.6, 9.52)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.963636363636364)","(7.0, 11.5, 11.205882352941176)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:30.343536,"(61.0, 180.0, 162.85714285714286)","(31.0, 85.0, 63.40909090909091)","(1.6, 1.66, 1.6550505050505049)","(5.5, 9.6, 9.52)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.986666666666666)","(7.0, 11.5, 11.13888888888889)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:31.378895,"(61.0, 180.0, 162.85714285714286)","(31.0, 80.0, 77.5)","(1.6, 1.66, 1.6547311827956988)","(5.5, 9.6, 9.466666666666667)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.989873417721519)","(7.0, 11.5, 11.13888888888889)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:32.421904,"(61.0, 180.0, 162.85714285714286)","(31.0, 80.0, 76.66666666666667)","(1.6, 1.66, 1.6547311827956988)","(5.5, 9.6, 9.466666666666667)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.989873417721519)","(7.0, 11.5, 11.13888888888889)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:33.501826,"(61.0, 180.0, 162.85714285714286)","(31.0, 80.0, 76.66666666666667)","(1.6, 1.66, 1.6547311827956988)","(5.5, 9.6, 9.466666666666667)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.989873417721519)","(7.0, 11.5, 11.166666666666666)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:34.570870,"(61.0, 180.0, 162.85714285714286)","(31.0, 80.0, 76.66666666666667)","(1.6, 1.66, 1.65)","(5.5, 9.6, 9.466666666666667)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.989873417721519)","(7.0, 11.5, 11.166666666666666)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:35.676374,"(61.0, 180.0, 162.85714285714286)","(31.0, 80.0, 76.66666666666667)","(1.6, 1.66, 1.65)","(5.5, 9.6, 9.466666666666667)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.989873417721519)","(7.0, 11.5, 11.166666666666666)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:36.814812,"(61.0, 180.0, 162.85714285714286)","(31.0, 80.0, 76.66666666666667)","(1.6, 1.66, 1.650392156862745)","(5.5, 9.6, 9.37142857142857)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.96)","(7.0, 11.5, 11.166666666666666)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:37.862949,"(61.0, 180.0, 162.85714285714286)","(31.0, 80.0, 76.66666666666667)","(1.6, 1.66, 1.6481927710843371)","(5.5, 9.6, 9.37142857142857)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.96)","(7.0, 11.5, 11.166666666666666)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:38.944507,"(61.0, 180.0, 162.85714285714286)","(31.0, 80.0, 76.66666666666667)","(1.6, 1.67, 1.6541666666666666)","(5.5, 9.6, 9.3375)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.96)","(7.0, 11.5, 11.166666666666666)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:40.075674,"(61.0, 180.0, 162.85714285714286)","(31.0, 80.0, 76.66666666666667)","(1.6, 1.67, 1.6541666666666666)","(5.5, 9.6, 9.3375)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.96)","(7.0, 11.5, 11.166666666666666)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:41.165015,"(61.0, 180.0, 162.85714285714286)","(31.0, 80.0, 76.66666666666667)","(1.6, 1.67, 1.660655737704918)","(5.5, 9.6, 9.3375)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.96)","(7.0, 11.5, 11.166666666666666)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:42.323473,"(61.0, 180.0, 162.85714285714286)","(31.0, 80.0, 76.66666666666667)","(1.6, 1.67, 1.6492727272727272)","(5.5, 9.6, 9.327272727272728)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.91764705882353)","(7.0, 11.5, 11.166666666666666)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:43.451703,"(61.0, 180.0, 162.85714285714286)","(31.0, 80.0, 76.66666666666667)","(1.6, 1.67, 1.6610588235294117)","(5.5, 9.4, 9.28888888888889)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.91764705882353)","(7.0, 11.5, 11.166666666666666)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:44.562879,"(61.0, 180.0, 162.85714285714286)","(31.0, 80.0, 72.5)","(1.6, 1.67, 1.6610588235294117)","(5.5, 9.4, 9.28888888888889)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.91764705882353)","(7.0, 11.5, 11.166666666666666)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:45.715951,"(61.0, 180.0, 162.85714285714286)","(31.0, 80.0, 67.5)","(1.6, 1.67, 1.6610588235294117)","(5.5, 9.4, 9.275)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.935294117647059)","(7.0, 11.5, 11.166666666666666)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:46.884955,"(61.0, 180.0, 162.85714285714286)","(31.0, 80.0, 68.63636363636364)","(1.6, 1.67, 1.6611627906976743)","(5.5, 9.4, 9.275)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.975)","(7.0, 11.5, 11.166666666666666)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:48.039532,"(61.0, 180.0, 165.0)","(31.0, 80.0, 68.63636363636364)","(1.6, 1.67, 1.6619148936170212)","(5.5, 9.4, 9.275)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.931578947368421)","(7.0, 11.5, 11.166666666666666)","(31.0, 110.0, 96.0)"
15-12-2022 14:17:49.105174,"(61.0, 180.0, 165.0)","(31.0, 80.0, 68.63636363636364)","(1.6, 1.67, 1.6619148936170212)","(6.0, 9.4, 9.275)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.931578947368421)","(7.0, 11.5, 11.166666666666666)","(31.0, 110.0, 97.27272727272727)"
15-12-2022 14:17:50.172516,"(61.0, 180.0, 165.0)","(31.0, 80.0, 68.63636363636364)","(1.6, 1.67, 1.6619148936170212)","(6.0, 9.4, 9.275)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.931578947368421)","(7.0, 11.5, 11.166666666666666)","(31.0, 110.0, 97.27272727272727)"
15-12-2022 14:17:51.153501,"(61.0, 180.0, 165.0)","(31.0, 80.0, 68.63636363636364)","(1.6, 1.67, 1.6619148936170212)","(6.0, 9.4, 9.275)","(61.0, 220.0, 215.0)","(4.8, 6.0, 5.931578947368421)","(7.0, 11.5, 11.166666666666666)","(31.0, 110.0, 97.27272727272727)"
