,Humbling,Opawa Anita,Goldstar Toby,Diamond Warrior,Grande Vue Ace,Zipping Ontario,Adobe Kid,Mrs Chinn
08-12-2022 15:59:35.707244,"(3.5, 5.4, 4.92)","(6.5, 7.6, 6.869565217391304)","(9.0, 22.0, 21.882978723404257)","(5.0, 7.4, 7.0600000000000005)","(8.5, 18.0, 16.5)","(6.5, 12.0, 11.307692307692308)","(9.0, 16.0, 10.107936507936508)","(4.8, 6.2, 5.142857142857143)"
08-12-2022 15:59:36.879312,"(3.6, 5.4, 5.25)","(6.5, 7.6, 6.869565217391304)","(9.0, 22.0, 21.882978723404257)","(5.0, 7.4, 7.0600000000000005)","(9.0, 18.0, 16.5)","(6.5, 12.0, 11.307692307692308)","(9.0, 16.0, 10.107936507936508)","(4.8, 6.2, 5.142857142857143)"
08-12-2022 15:59:38.027651,"(3.6, 5.4, 5.25)","(6.5, 7.6, 6.837209302325581)","(9.0, 22.0, 21.917910447761194)","(5.0, 7.4, 7.0600000000000005)","(9.0, 18.0, 16.5)","(6.5, 12.0, 11.727272727272727)","(9.0, 15.5, 11.075)","(4.8, 6.2, 5.142857142857143)"
08-12-2022 15:59:39.190630,"(3.6, 5.4, 5.142857142857143)","(6.5, 7.6, 6.837209302325581)","(9.0, 22.0, 21.917910447761194)","(5.0, 7.4, 7.0600000000000005)","(9.0, 18.0, 16.5)","(6.5, 12.0, 11.830188679245284)","(9.0, 15.5, 11.004761904761905)","(4.8, 6.2, 5.142857142857143)"
08-12-2022 15:59:40.440006,"(3.6, 5.4, 5.142857142857143)","(6.5, 7.6, 6.837209302325581)","(9.0, 22.0, 21.917910447761194)","(5.0, 7.4, 7.0600000000000005)","(9.0, 18.0, 16.166666666666668)","(6.5, 12.0, 11.857142857142858)","(9.0, 15.5, 10.887096774193548)","(4.8, 6.2, 5.666666666666667)"
08-12-2022 15:59:41.681288,"(3.5, 5.4, 5.0)","(6.5, 7.6, 6.830188679245283)","(10.0, 22.0, 21.0)","(5.0, 7.4, 7.0600000000000005)","(9.0, 17.5, 16.166666666666668)","(7.0, 12.0, 11.857142857142858)","(9.0, 15.5, 10.887096774193548)","(4.8, 6.0, 5.666666666666667)"
08-12-2022 15:59:42.894053,"(3.5, 5.2, 4.945454545454545)","(6.5, 7.6, 6.825396825396825)","(10.0, 22.0, 21.7)","(5.0, 7.4, 7.0600000000000005)","(9.0, 17.5, 16.166666666666668)","(7.0, 12.0, 11.857142857142858)","(9.0, 15.0, 11.923076923076923)","(4.8, 6.0, 5.303030303030303)"
08-12-2022 15:59:44.102207,"(3.5, 5.2, 4.945454545454545)","(6.5, 7.6, 6.825396825396825)","(10.0, 22.0, 21.7)","(5.0, 7.4, 7.0600000000000005)","(9.0, 17.5, 16.166666666666668)","(7.0, 12.0, 11.876712328767123)","(9.0, 15.0, 11.923076923076923)","(4.8, 6.0, 5.303030303030303)"
08-12-2022 15:59:45.301599,"(3.5, 5.2, 4.945454545454545)","(6.5, 7.6, 6.825396825396825)","(10.0, 22.0, 21.87142857142857)","(5.0, 7.4, 7.0600000000000005)","(9.0, 17.5, 16.166666666666668)","(7.0, 12.0, 11.876712328767123)","(9.0, 15.0, 12.5)","(4.8, 6.0, 5.303030303030303)"
08-12-2022 15:59:46.578539,"(3.5, 5.2, 4.945454545454545)","(6.5, 7.4, 6.848)","(10.0, 22.0, 21.87142857142857)","(5.0, 7.4, 6.6)","(9.0, 17.5, 16.166666666666668)","(7.0, 12.0, 11.876712328767123)","(9.0, 15.0, 11.875)","(4.8, 6.0, 5.158730158730159)"
08-12-2022 15:59:47.914719,"(3.5, 5.2, 5.12)","(6.5, 7.4, 7.164102564102564)","(10.0, 22.0, 21.918181818181818)","(5.0, 7.4, 6.6)","(9.0, 17.5, 16.166666666666668)","(7.0, 12.0, 11.876712328767123)","(9.0, 14.5, 11.875)","(4.8, 6.0, 5.158730158730159)"
08-12-2022 15:59:49.173154,"(3.5, 5.1, 4.933333333333333)","(6.5, 7.4, 7.164102564102564)","(10.0, 22.0, 21.918181818181818)","(5.0, 7.4, 7.1000000000000005)","(9.0, 17.5, 16.166666666666668)","(7.0, 12.0, 11.876712328767123)","(9.0, 14.5, 11.607142857142858)","(4.8, 6.0, 5.158730158730159)"
08-12-2022 15:59:50.457326,"(3.5, 5.1, 4.85)","(6.5, 7.4, 7.213793103448276)","(10.0, 22.0, 21.93076923076923)","(5.0, 7.4, 7.1000000000000005)","(9.0, 17.5, 16.166666666666668)","(7.0, 12.0, 11.763157894736842)","(9.0, 14.5, 12.25)","(4.8, 6.0, 5.5)"
08-12-2022 15:59:51.682848,"(3.5, 5.1, 5.0285714285714285)","(6.5, 7.4, 7.213793103448276)","(10.0, 22.0, 21.93076923076923)","(5.0, 7.4, 7.1000000000000005)","(9.0, 17.5, 16.7)","(7.0, 12.0, 11.763157894736842)","(9.0, 14.5, 11.125)","(4.8, 5.9, 5.375)"
08-12-2022 15:59:52.888083,"(3.5, 5.1, 5.0285714285714285)","(6.5, 7.4, 7.208)","(10.0, 22.0, 21.93076923076923)","(5.0, 7.4, 7.1000000000000005)","(9.0, 17.5, 16.166666666666668)","(7.0, 12.0, 11.763157894736842)","(9.0, 14.5, 11.666666666666666)","(4.8, 5.9, 5.375)"
08-12-2022 15:59:54.152140,"(3.5, 5.1, 5.0285714285714285)","(6.5, 7.4, 7.20677966101695)","(10.0, 22.0, 21.0)","(5.0, 7.4, 7.1000000000000005)","(9.0, 17.5, 17.136363636363637)","(7.0, 12.0, 11.763157894736842)","(9.0, 14.0, 10.74074074074074)","(4.8, 5.9, 5.321428571428571)"
08-12-2022 15:59:55.451156,"(3.5, 5.1, 5.0285714285714285)","(6.5, 7.4, 7.20677966101695)","(10.0, 22.0, 21.2)","(5.0, 7.4, 6.38)","(9.0, 18.5, 17.136363636363637)","(7.0, 12.0, 11.763157894736842)","(9.0, 14.0, 11.052631578947368)","(4.8, 5.9, 5.321428571428571)"
08-12-2022 15:59:56.718600,"(3.5, 5.1, 5.0285714285714285)","(6.5, 7.4, 7.20677966101695)","(10.0, 22.0, 20.125)","(5.0, 7.4, 6.7)","(9.0, 18.5, 17.136363636363637)","(7.0, 12.0, 11.763157894736842)","(9.0, 14.0, 11.346153846153847)","(4.8, 5.9, 5.321428571428571)"
08-12-2022 15:59:57.978259,"(3.5, 5.1, 5.05)","(6.5, 7.4, 7.20677966101695)","(10.0, 25.0, 22.55263157894737)","(5.0, 7.2, 6.3)","(9.0, 18.5, 17.136363636363637)","(7.0, 12.0, 11.763157894736842)","(9.0, 13.5, 11.666666666666666)","(4.8, 5.9, 5.321428571428571)"
08-12-2022 15:59:59.225681,"(3.5, 5.1, 5.066666666666666)","(6.5, 7.4, 7.20677966101695)","(10.0, 24.0, 23.3125)","(5.0, 7.2, 6.3)","(9.0, 18.5, 16.357142857142858)","(7.5, 12.0, 11.763157894736842)","(8.5, 13.0, 11.875)","(4.8, 5.9, 5.321428571428571)"
08-12-2022 16:00:00.509474,"(3.5, 5.1, 5.066666666666666)","(6.5, 7.4, 7.20677966101695)","(10.0, 24.0, 23.3125)","(5.0, 7.2, 6.3)","(9.0, 18.5, 16.357142857142858)","(7.5, 12.0, 11.763157894736842)","(8.5, 13.0, 11.875)","(4.8, 5.9, 5.321428571428571)"
08-12-2022 16:00:01.830057,"(3.5, 4.8, 4.7318181818181815)","(6.5, 7.4, 7.212121212121212)","(10.0, 24.0, 23.45)","(5.0, 7.2, 6.3)","(9.0, 18.5, 16.357142857142858)","(7.5, 12.0, 11.876712328767123)","(8.5, 13.0, 11.041666666666666)","(4.8, 5.9, 5.321428571428571)"
08-12-2022 16:00:03.331353,"(3.5, 4.8, 4.7318181818181815)","(6.5, 7.4, 7.227777777777778)","(10.0, 24.0, 23.45)","(5.0, 7.2, 6.3)","(9.0, 18.5, 16.357142857142858)","(7.5, 12.0, 11.876712328767123)","(8.5, 12.5, 11.041666666666666)","(4.8, 5.9, 5.321428571428571)"
08-12-2022 16:00:04.720606,"(3.5, 4.8, 4.7318181818181815)","(6.5, 7.4, 7.227777777777778)","(10.0, 24.0, 23.576923076923077)","(5.0, 7.2, 6.3)","(9.0, 18.5, 16.357142857142858)","(7.5, 12.0, 11.876712328767123)","(8.5, 12.5, 10.78125)","(4.8, 5.9, 5.321428571428571)"
08-12-2022 16:00:06.041122,"(3.5, 4.8, 4.7318181818181815)","(6.5, 7.4, 7.227777777777778)","(11.0, 24.0, 23.576923076923077)","(5.0, 7.2, 6.3)","(10.0, 18.5, 16.357142857142858)","(7.5, 12.0, 11.876712328767123)","(8.5, 12.5, 10.90909090909091)","(4.6, 5.9, 5.321428571428571)"
08-12-2022 16:00:07.379465,"(3.5, 4.8, 4.7318181818181815)","(6.5, 7.4, 7.227777777777778)","(11.0, 24.0, 23.576923076923077)","(5.0, 7.2, 6.3)","(10.0, 18.5, 16.357142857142858)","(7.5, 12.0, 11.876712328767123)","(8.5, 12.0, 11.25)","(4.6, 5.9, 5.321428571428571)"
08-12-2022 16:00:08.793963,"(3.5, 4.8, 4.7318181818181815)","(6.5, 7.4, 7.227777777777778)","(11.0, 24.0, 22.785714285714285)","(5.0, 7.2, 6.6375)","(10.0, 18.5, 17.944444444444443)","(7.5, 12.0, 11.876712328767123)","(8.5, 12.0, 11.25)","(4.6, 5.9, 5.321428571428571)"
08-12-2022 16:00:10.169960,"(3.5, 4.8, 4.7318181818181815)","(6.5, 7.4, 7.2176470588235295)","(11.0, 23.0, 21.887096774193548)","(5.0, 7.2, 5.8)","(10.0, 18.5, 18.115384615384617)","(7.5, 12.0, 12.31081081081081)","(8.5, 12.0, 11.4375)","(4.6, 5.9, 5.321428571428571)"
08-12-2022 16:00:11.516522,"(3.5, 4.8, 4.74)","(6.5, 7.4, 7.2176470588235295)","(11.0, 22.0, 21.73076923076923)","(5.0, 7.2, 5.5636363636363635)","(10.0, 18.5, 17.944444444444443)","(7.5, 12.5, 11.18)","(8.5, 12.0, 11.173913043478262)","(4.6, 5.9, 5.321428571428571)"
08-12-2022 16:00:12.786118,"(3.5, 4.8, 4.7318181818181815)","(6.5, 7.4, 7.2176470588235295)","(11.0, 22.0, 21.73076923076923)","(5.0, 7.2, 6.252631578947368)","(10.0, 18.5, 18.0)","(7.5, 12.5, 11.614285714285714)","(8.5, 12.0, 11.173913043478262)","(4.6, 5.9, 5.321428571428571)"
08-12-2022 16:00:14.088119,"(3.5, 4.8, 4.7318181818181815)","(6.5, 7.4, 7.2176470588235295)","(11.0, 22.0, 21.285714285714285)","(5.0, 7.2, 6.252631578947368)","(10.0, 18.5, 18.0)","(7.5, 12.5, 11.847368421052632)","(8.5, 12.0, 11.093023255813954)","(4.6, 5.9, 5.321428571428571)"
08-12-2022 16:00:15.282204,"(3.5, 4.8, 4.7318181818181815)","(6.5, 7.4, 7.2176470588235295)","(11.0, 21.0, 20.684210526315788)","(5.0, 7.2, 6.300000000000001)","(10.0, 18.5, 18.0)","(7.5, 12.5, 11.614285714285714)","(8.5, 12.0, 11.093023255813954)","(4.6, 5.9, 5.321428571428571)"
08-12-2022 16:00:16.530481,"(3.5, 4.8, 4.7318181818181815)","(6.5, 7.4, 7.2176470588235295)","(11.0, 20.0, 19.88888888888889)","(5.0, 7.2, 6.300000000000001)","(10.0, 18.5, 17.5)","(7.5, 12.5, 10.64)","(8.5, 12.0, 11.093023255813954)","(4.6, 5.9, 5.321428571428571)"
08-12-2022 16:00:17.750099,"(3.5, 4.8, 4.7318181818181815)","(6.5, 7.4, 7.045714285714285)","(11.0, 20.0, 19.75)","(5.0, 7.2, 6.08235294117647)","(10.0, 18.5, 17.928571428571427)","(7.5, 12.5, 10.64)","(8.5, 12.0, 11.093023255813954)","(4.6, 5.9, 5.321428571428571)"
08-12-2022 16:00:18.925037,"(3.5, 4.8, 4.7318181818181815)","(6.5, 7.4, 7.045714285714285)","(11.0, 20.0, 19.88888888888889)","(5.0, 7.2, 5.8)","(10.0, 18.5, 17.928571428571427)","(7.5, 12.5, 11.533333333333333)","(8.5, 12.0, 11.114285714285714)","(4.6, 5.9, 5.321428571428571)"
08-12-2022 16:00:20.094160,"(3.5, 4.8, 4.675)","(6.5, 7.4, 7.114285714285715)","(11.0, 20.0, 19.962264150943398)","(5.0, 6.8, 5.5249999999999995)","(10.0, 18.5, 17.928571428571427)","(7.5, 12.5, 11.855555555555554)","(8.5, 12.0, 11.114285714285714)","(4.6, 5.9, 5.321428571428571)"
08-12-2022 16:00:21.337149,"(3.5, 4.8, 4.675)","(6.5, 7.2, 7.190476190476191)","(11.0, 20.0, 19.962264150943398)","(5.0, 6.8, 5.5249999999999995)","(10.0, 18.5, 17.928571428571427)","(7.5, 12.5, 12.3)","(9.0, 12.0, 11.114285714285714)","(4.6, 5.9, 5.321428571428571)"
08-12-2022 16:00:22.640050,"(3.5, 4.8, 4.675)","(6.5, 7.2, 7.161538461538462)","(11.0, 20.0, 19.962264150943398)","(5.0, 6.8, 5.733333333333333)","(10.0, 18.5, 17.928571428571427)","(7.5, 12.5, 12.258333333333333)","(9.0, 12.0, 11.114285714285714)","(4.6, 5.9, 5.321428571428571)"
08-12-2022 16:00:23.957727,"(3.5, 4.8, 4.675)","(6.5, 7.4, 7.161538461538462)","(11.0, 20.0, 19.962264150943398)","(5.0, 6.6, 5.56)","(10.0, 18.5, 17.928571428571427)","(7.5, 12.5, 12.253191489361702)","(9.0, 12.0, 11.114285714285714)","(4.8, 5.9, 5.46)"
08-12-2022 16:00:25.249311,"(3.6, 4.8, 4.675)","(5.5, 7.4, 7.138461538461539)","(12.0, 20.0, 19.962264150943398)","(5.0, 6.6, 5.9)","(10.0, 18.5, 16.75)","(7.5, 12.5, 11.72857142857143)","(9.0, 12.0, 11.114285714285714)","(4.8, 5.9, 4.969230769230769)"
08-12-2022 16:00:26.489069,"(3.6, 4.8, 5.364000000000001)","(5.5, 7.4, 7.36)","(12.0, 20.0, 19.962264150943398)","(5.0, 6.4, 5.511111111111111)","(10.0, 18.5, 17.8)","(7.5, 12.5, 12.147826086956522)","(9.0, 12.0, 11.114285714285714)","(4.8, 5.8, 4.977777777777778)"
08-12-2022 16:00:27.825775,"(3.6, 5.4, 5.419354838709677)","(5.5, 8.0, 7.36)","(12.0, 20.0, 21.25)","(5.0, 6.4, 5.4625)","(10.0, 18.5, 18.0625)","(7.5, 12.5, 12.147826086956522)","(9.0, 12.0, 11.114285714285714)","(4.8, 5.6, 4.9350000000000005)"
08-12-2022 16:00:29.178294,"(3.6, 5.6, 5.114754098360655)","(5.5, 8.0, 7.36)","(12.0, 23.0, 22.658536585365855)","(5.0, 6.4, 5.4625)","(10.0, 18.5, 18.0625)","(7.5, 12.5, 12.05)","(9.0, 12.0, 11.114285714285714)","(4.8, 5.6, 4.9350000000000005)"
08-12-2022 16:00:30.478835,"(3.6, 5.6, 4.96829268292683)","(5.5, 8.0, 7.36)","(12.0, 23.0, 22.658536585365855)","(5.0, 6.4, 5.6000000000000005)","(10.0, 18.5, 18.0625)","(7.5, 12.5, 12.147826086956522)","(9.0, 12.0, 11.114285714285714)","(4.8, 5.6, 4.9350000000000005)"
08-12-2022 16:00:31.765817,"(3.6, 5.6, 4.919047619047619)","(5.5, 8.0, 7.36)","(12.0, 23.0, 22.63157894736842)","(5.0, 6.2, 5.457142857142857)","(10.0, 18.5, 18.0625)","(7.5, 12.5, 12.347169811320754)","(9.0, 12.0, 11.114285714285714)","(4.8, 5.6, 4.9350000000000005)"
08-12-2022 16:00:32.992618,"(3.6, 5.6, 4.740909090909091)","(5.5, 8.0, 7.36)","(12.0, 23.0, 22.63157894736842)","(5.0, 6.2, 5.457142857142857)","(10.0, 18.5, 18.0625)","(7.5, 12.5, 11.923076923076923)","(9.0, 12.0, 11.114285714285714)","(4.8, 5.6, 4.9350000000000005)"
08-12-2022 16:00:34.352235,"(3.6, 5.5, 5.1190476190476195)","(5.5, 8.0, 7.36)","(12.0, 23.0, 22.75438596491228)","(5.0, 6.2, 5.457142857142857)","(10.0, 18.5, 18.0625)","(7.5, 12.5, 11.5625)","(9.0, 12.0, 11.114285714285714)","(4.8, 5.6, 4.9350000000000005)"
08-12-2022 16:00:35.704259,"(3.6, 5.5, 5.004166666666666)","(5.5, 8.0, 7.36)","(12.0, 23.0, 22.75)","(5.0, 6.2, 5.457142857142857)","(10.0, 18.5, 18.0625)","(7.5, 12.5, 11.5625)","(9.0, 12.0, 11.114285714285714)","(4.8, 5.6, 4.955555555555556)"
08-12-2022 16:00:37.119611,"(3.6, 5.6, 5.15)","(5.5, 8.0, 7.36)","(12.0, 23.0, 22.75)","(5.0, 6.2, 5.457142857142857)","(10.0, 18.5, 18.0625)","(7.5, 12.5, 12.325581395348838)","(9.0, 12.0, 11.114285714285714)","(4.8, 5.4, 5.07741935483871)"
08-12-2022 16:00:38.439875,"(3.6, 5.6, 5.15)","(5.5, 8.0, 7.542857142857143)","(12.0, 23.0, 22.75)","(5.0, 6.2, 5.457142857142857)","(10.0, 18.5, 18.0625)","(7.5, 12.5, 12.325581395348838)","(9.0, 12.0, 11.114285714285714)","(4.8, 5.4, 5.07741935483871)"
08-12-2022 16:00:39.727831,"(3.6, 5.7, 5.35)","(5.5, 8.0, 7.165957446808511)","(12.0, 23.0, 22.745454545454546)","(5.0, 6.2, 5.519047619047619)","(10.0, 18.5, 17.916666666666668)","(7.5, 12.5, 11.75)","(9.0, 12.0, 11.102564102564102)","(4.8, 5.4, 5.066666666666667)"
08-12-2022 16:00:40.935918,"(3.6, 5.8, 5.16)","(5.5, 6.8, 6.444444444444445)","(12.0, 23.0, 22.745454545454546)","(5.0, 6.2, 5.178571428571428)","(10.0, 18.5, 17.916666666666668)","(7.5, 12.5, 12.038461538461538)","(9.0, 12.0, 11.114285714285714)","(4.8, 5.4, 5.14468085106383)"
08-12-2022 16:00:42.236962,"(3.6, 7.0, 5.8125)","(5.5, 6.8, 6.4387096774193555)","(12.0, 23.0, 21.666666666666668)","(5.0, 6.2, 5.178571428571428)","(10.0, 18.5, 17.916666666666668)","(7.5, 12.5, 12.038461538461538)","(9.0, 12.0, 11.114285714285714)","(4.8, 5.4, 5.15)"
08-12-2022 16:00:43.510882,"(3.6, 6.6, 6.46)","(5.5, 6.8, 6.4387096774193555)","(12.0, 23.0, 22.759999999999998)","(5.0, 6.2, 5.178571428571428)","(10.0, 18.5, 17.916666666666668)","(7.5, 12.5, 12.380952380952381)","(9.0, 12.0, 11.114285714285714)","(4.8, 5.4, 5.15)"
08-12-2022 16:00:44.816844,"(3.6, 6.8, 4.875)","(5.5, 6.8, 6.4387096774193555)","(12.0, 23.0, 22.759999999999998)","(5.0, 6.2, 5.178571428571428)","(10.0, 18.5, 17.916666666666668)","(7.5, 12.5, 12.23913043478261)","(9.0, 12.0, 11.114285714285714)","(4.8, 5.4, 5.15)"
08-12-2022 16:00:46.074782,"(3.6, 6.6, 5.292307692307692)","(5.5, 6.8, 6.4387096774193555)","(12.0, 23.0, 22.759999999999998)","(5.0, 6.2, 5.178571428571428)","(10.0, 18.5, 17.916666666666668)","(7.5, 12.5, 12.36046511627907)","(9.0, 12.0, 11.114285714285714)","(4.8, 5.4, 5.15)"
08-12-2022 16:00:47.560533,"(3.6, 6.6, 6.46)","(5.5, 6.8, 6.44)","(12.0, 23.0, 22.733333333333334)","(5.0, 6.2, 5.3062499999999995)","(10.0, 18.5, 17.916666666666668)","(7.5, 12.5, 12.38679245283019)","(9.0, 12.0, 11.114285714285714)","(4.8, 5.4, 5.223529411764706)"
08-12-2022 16:00:48.994502,"(3.7, 6.6, 5.269565217391304)","(5.5, 6.8, 6.929230769230769)","(12.0, 23.0, 22.77777777777778)","(5.0, 6.2, 5.294117647058823)","(11.0, 18.5, 17.916666666666668)","(8.0, 12.5, 12.285714285714285)","(9.0, 12.0, 10.653846153846153)","(4.8, 5.4, 5.2208955223880595)"
08-12-2022 16:00:50.403388,"(3.7, 6.8, 6.0)","(5.5, 9.2, 7.763636363636364)","(12.0, 23.0, 22.74576271186441)","(5.0, 6.2, 5.5)","(11.0, 18.5, 16.0)","(8.0, 12.5, 11.440298507462687)","(9.0, 12.0, 10.88888888888889)","(4.8, 5.4, 5.14)"
08-12-2022 16:00:51.795483,"(3.7, 6.2, 5.662962962962963)","(5.5, 8.2, 6.869565217391304)","(12.0, 23.0, 22.727272727272727)","(5.0, 5.9, 5.127999999999999)","(11.0, 18.0, 16.571428571428573)","(8.0, 11.5, 12.40909090909091)","(9.0, 11.0, 10.8)","(4.8, 5.2, 5.123076923076923)"
08-12-2022 16:00:53.166877,"(3.7, 6.6, 5.982926829268292)","(5.5, 8.0, 6.869565217391304)","(12.0, 23.0, 22.727272727272727)","(5.0, 5.8, 5.1499999999999995)","(11.0, 18.0, 16.181818181818183)","(8.0, 12.5, 12.40909090909091)","(9.0, 11.0, 10.578947368421053)","(4.8, 5.2, 5.096103896103896)"
08-12-2022 16:00:54.501058,"(3.7, 6.6, 6.090243902439024)","(5.5, 7.8, 7.6)","(12.0, 23.0, 22.727272727272727)","(5.0, 5.7, 5.126086956521739)","(11.0, 18.0, 16.46153846153846)","(8.0, 12.5, 12.326086956521738)","(9.0, 11.5, 10.571428571428571)","(4.8, 5.2, 4.9071428571428575)"
08-12-2022 16:00:55.884801,"(3.7, 6.6, 5.932258064516129)","(5.5, 7.8, 7.163636363636363)","(12.0, 23.0, 22.727272727272727)","(5.0, 5.7, 5.126086956521739)","(11.0, 18.0, 16.46153846153846)","(8.0, 12.5, 12.326086956521738)","(9.0, 11.5, 10.571428571428571)","(4.8, 5.1, 4.9071428571428575)"
08-12-2022 16:00:57.201312,"(3.7, 6.6, 6.2625)","(5.5, 7.6, 7.155555555555555)","(12.0, 23.0, 22.77777777777778)","(5.0, 5.6, 5.135714285714285)","(11.0, 18.0, 16.46153846153846)","(8.0, 12.5, 12.326086956521738)","(9.0, 11.5, 10.571428571428571)","(4.8, 5.1, 5.289285714285714)"
08-12-2022 16:00:58.545001,"(3.7, 6.6, 6.188571428571429)","(5.5, 7.6, 7.072727272727272)","(12.0, 23.0, 22.77777777777778)","(5.0, 5.6, 5.125)","(11.0, 18.0, 16.181818181818183)","(8.0, 12.5, 12.326086956521738)","(9.0, 11.5, 10.571428571428571)","(4.8, 5.3, 5.680392156862745)"
08-12-2022 16:00:59.771142,"(3.7, 6.4, 6.365)","(5.5, 7.4, 7.072727272727272)","(12.0, 23.0, 22.77777777777778)","(5.0, 5.6, 5.090909090909091)","(11.0, 18.0, 16.181818181818183)","(8.0, 12.5, 12.326086956521738)","(9.0, 11.5, 10.571428571428571)","(4.8, 5.7, 5.629824561403509)"
08-12-2022 16:01:00.982853,"(3.7, 6.4, 6.365)","(5.5, 7.4, 7.072727272727272)","(12.0, 23.0, 22.77777777777778)","(5.0, 5.5, 5.0625)","(11.0, 18.0, 16.181818181818183)","(8.0, 12.5, 12.326086956521738)","(9.0, 11.5, 10.571428571428571)","(4.8, 5.7, 5.133333333333334)"
08-12-2022 16:01:02.203376,"(3.7, 6.6, 6.162162162162162)","(5.5, 7.4, 7.072727272727272)","(12.0, 23.0, 22.77777777777778)","(5.0, 5.5, 5.0588235294117645)","(11.0, 18.0, 16.181818181818183)","(8.0, 12.5, 12.326086956521738)","(9.0, 11.5, 10.571428571428571)","(4.8, 5.7, 5.133333333333334)"
08-12-2022 16:01:03.457723,"(3.7, 6.6, 6.162162162162162)","(5.5, 7.4, 7.072727272727272)","(12.0, 23.0, 22.77777777777778)","(5.0, 5.5, 5.0588235294117645)","(11.0, 18.0, 16.46153846153846)","(8.0, 12.5, 12.264705882352942)","(9.0, 11.5, 10.571428571428571)","(4.8, 5.7, 5.121739130434783)"
08-12-2022 16:01:04.676221,"(3.7, 6.4, 6.135294117647059)","(5.5, 7.4, 7.072727272727272)","(12.0, 23.0, 22.77777777777778)","(5.0, 5.5, 5.0588235294117645)","(11.0, 18.0, 16.46153846153846)","(8.0, 12.5, 12.264705882352942)","(9.0, 11.5, 10.571428571428571)","(4.8, 5.7, 5.294117647058823)"
08-12-2022 16:01:05.879352,"(3.7, 6.4, 6.22608695652174)","(5.5, 7.4, 6.95)","(12.0, 23.0, 22.77358490566038)","(5.0, 5.5, 5.435582822085889)","(11.0, 18.0, 16.0)","(8.0, 12.5, 12.048387096774194)","(9.0, 11.5, 10.306122448979592)","(4.8, 5.7, 5.6375)"
08-12-2022 16:01:07.148381,"(3.7, 6.6, 6.127027027027027)","(5.5, 7.4, 6.95)","(12.0, 23.0, 22.77358490566038)","(5.0, 5.5, 5.435582822085889)","(11.0, 18.0, 16.0)","(8.0, 12.5, 12.048387096774194)","(9.0, 11.5, 10.90909090909091)","(4.8, 5.9, 5.453846153846154)"
08-12-2022 16:01:08.469526,"(3.7, 6.6, 6.127027027027027)","(5.5, 7.4, 6.95)","(12.0, 23.0, 22.77358490566038)","(5.0, 5.5, 5.272972972972973)","(11.0, 18.0, 16.0)","(8.0, 12.5, 11.741379310344827)","(9.0, 11.5, 10.915)","(4.8, 5.8, 5.566666666666666)"
08-12-2022 16:01:09.794260,"(3.7, 6.4, 6.093548387096774)","(5.5, 7.4, 6.892307692307692)","(12.0, 23.0, 22.77358490566038)","(5.0, 5.3, 5.165384615384616)","(11.0, 18.0, 16.0)","(8.0, 12.0, 11.625)","(9.0, 11.5, 10.548780487804878)","(4.8, 5.7, 5.4037037037037035)"
08-12-2022 16:01:11.149994,"(3.7, 6.4, 6.114285714285715)","(5.5, 7.4, 6.892307692307692)","(12.0, 23.0, 22.77358490566038)","(5.0, 5.3, 5.165384615384616)","(11.0, 18.0, 16.0)","(8.0, 12.0, 11.625)","(9.0, 11.5, 10.543478260869565)","(4.8, 5.7, 5.381818181818182)"
08-12-2022 16:01:12.533609,"(3.7, 6.4, 6.2)","(5.5, 7.4, 6.892307692307692)","(12.0, 23.0, 22.77358490566038)","(5.0, 5.3, 5.210112359550561)","(11.0, 18.0, 16.0)","(8.0, 12.0, 11.625)","(9.0, 11.5, 10.543478260869565)","(4.8, 5.6, 5.258536585365854)"
08-12-2022 16:01:13.844469,"(3.8, 6.4, 6.2)","(5.5, 7.4, 6.892307692307692)","(12.0, 23.0, 22.77358490566038)","(4.8, 5.3, 5.210112359550561)","(10.0, 18.0, 16.0)","(7.5, 12.0, 11.625)","(8.5, 11.5, 10.905405405405405)","(4.8, 5.6, 5.317391304347826)"
08-12-2022 16:01:15.255831,"(3.8, 6.4, 6.2)","(5.5, 7.4, 6.892307692307692)","(12.0, 23.0, 22.77358490566038)","(4.8, 5.3, 5.210112359550561)","(10.0, 18.0, 16.0)","(7.5, 12.0, 11.625)","(8.5, 11.5, 10.905405405405405)","(4.8, 5.5, 5.279411764705882)"
08-12-2022 16:01:16.559011,"(3.8, 6.4, 6.2)","(5.5, 7.4, 6.85)","(12.0, 23.0, 22.77358490566038)","(4.8, 5.3, 5.210112359550561)","(10.0, 18.0, 16.0)","(7.5, 12.0, 11.625)","(8.5, 11.5, 10.766666666666667)","(4.8, 5.5, 5.279411764705882)"
08-12-2022 16:01:17.859243,"(3.8, 6.4, 6.2)","(5.5, 7.4, 6.85)","(12.0, 23.0, 22.77358490566038)","(4.8, 5.3, 5.210112359550561)","(10.0, 18.0, 16.0)","(7.5, 12.0, 11.625)","(8.5, 11.5, 10.766666666666667)","(4.8, 5.5, 5.317391304347826)"
08-12-2022 16:01:19.211308,"(3.8, 6.4, 6.2)","(5.5, 7.4, 6.857142857142857)","(12.0, 23.0, 22.77358490566038)","(4.8, 5.3, 5.210112359550561)","(10.0, 18.0, 16.0)","(7.5, 12.0, 11.625)","(8.5, 11.5, 10.766666666666667)","(4.8, 5.5, 5.317391304347826)"
