,Covalent,Lady Chartwell,I Prefer Soul,Bush,Elusive Mission,Gold Celebration,Allikah,Bella Tarouga,Keys To Love,Lake Mac Lily,Loniesha
10,"[datetime.datetime(2022, 11, 28, 14, 52, 20, 719012), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 52, 20, 719012), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 14, 52, 20, 719012), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 14, 52, 20, 719012), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 52, 20, 719012), 101.0, 630.0]","[datetime.datetime(2022, 11, 28, 14, 52, 20, 719012), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 14, 52, 20, 719012), 31.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 52, 20, 719012), 81.0, 450.0]","[datetime.datetime(2022, 11, 28, 14, 52, 20, 719012), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 52, 20, 719012), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 52, 20, 719012), 18.0, 95.0]"
11,"[datetime.datetime(2022, 11, 28, 14, 52, 21, 893222), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 52, 21, 893222), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 14, 52, 21, 893222), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 14, 52, 21, 893222), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 52, 21, 893222), 101.0, 630.0]","[datetime.datetime(2022, 11, 28, 14, 52, 21, 893222), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 14, 52, 21, 893222), 31.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 52, 21, 893222), 81.0, 450.0]","[datetime.datetime(2022, 11, 28, 14, 52, 21, 893222), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 52, 21, 893222), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 52, 21, 893222), 18.0, 95.0]"
12,"[datetime.datetime(2022, 11, 28, 14, 52, 23, 67477), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 52, 23, 67477), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 14, 52, 23, 67477), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 14, 52, 23, 67477), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 52, 23, 67477), 101.0, 630.0]","[datetime.datetime(2022, 11, 28, 14, 52, 23, 67477), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 14, 52, 23, 67477), 31.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 52, 23, 67477), 81.0, 450.0]","[datetime.datetime(2022, 11, 28, 14, 52, 23, 67477), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 52, 23, 67477), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 52, 23, 67477), 18.0, 95.0]"
13,"[datetime.datetime(2022, 11, 28, 14, 52, 24, 247585), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 52, 24, 247585), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 14, 52, 24, 247585), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 14, 52, 24, 247585), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 52, 24, 247585), 101.0, 630.0]","[datetime.datetime(2022, 11, 28, 14, 52, 24, 247585), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 14, 52, 24, 247585), 31.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 52, 24, 247585), 81.0, 450.0]","[datetime.datetime(2022, 11, 28, 14, 52, 24, 247585), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 52, 24, 247585), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 52, 24, 247585), 18.0, 95.0]"
14,"[datetime.datetime(2022, 11, 28, 14, 52, 25, 424049), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 52, 25, 424049), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 14, 52, 25, 424049), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 14, 52, 25, 424049), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 52, 25, 424049), 101.0, 630.0]","[datetime.datetime(2022, 11, 28, 14, 52, 25, 424049), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 14, 52, 25, 424049), 31.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 52, 25, 424049), 81.0, 450.0]","[datetime.datetime(2022, 11, 28, 14, 52, 25, 424049), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 52, 25, 424049), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 52, 25, 424049), 18.0, 95.0]"
15,"[datetime.datetime(2022, 11, 28, 14, 52, 26, 592727), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 52, 26, 592727), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 14, 52, 26, 592727), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 14, 52, 26, 592727), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 52, 26, 592727), 101.0, 630.0]","[datetime.datetime(2022, 11, 28, 14, 52, 26, 592727), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 14, 52, 26, 592727), 31.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 52, 26, 592727), 81.0, 450.0]","[datetime.datetime(2022, 11, 28, 14, 52, 26, 592727), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 52, 26, 592727), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 52, 26, 592727), 18.0, 95.0]"
16,"[datetime.datetime(2022, 11, 28, 14, 52, 27, 774029), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 52, 27, 774029), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 14, 52, 27, 774029), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 14, 52, 27, 774029), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 52, 27, 774029), 101.0, 630.0]","[datetime.datetime(2022, 11, 28, 14, 52, 27, 774029), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 14, 52, 27, 774029), 31.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 52, 27, 774029), 81.0, 450.0]","[datetime.datetime(2022, 11, 28, 14, 52, 27, 774029), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 52, 27, 774029), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 52, 27, 774029), 18.0, 95.0]"
17,"[datetime.datetime(2022, 11, 28, 14, 52, 28, 941714), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 52, 28, 941714), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 14, 52, 28, 941714), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 14, 52, 28, 941714), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 52, 28, 941714), 101.0, 630.0]","[datetime.datetime(2022, 11, 28, 14, 52, 28, 941714), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 14, 52, 28, 941714), 31.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 52, 28, 941714), 81.0, 450.0]","[datetime.datetime(2022, 11, 28, 14, 52, 28, 941714), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 52, 28, 941714), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 52, 28, 941714), 18.0, 95.0]"
18,"[datetime.datetime(2022, 11, 28, 14, 52, 30, 108656), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 52, 30, 108656), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 14, 52, 30, 108656), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 14, 52, 30, 108656), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 52, 30, 108656), 101.0, 630.0]","[datetime.datetime(2022, 11, 28, 14, 52, 30, 108656), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 14, 52, 30, 108656), 31.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 52, 30, 108656), 81.0, 450.0]","[datetime.datetime(2022, 11, 28, 14, 52, 30, 108656), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 52, 30, 108656), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 52, 30, 108656), 18.0, 95.0]"
19,"[datetime.datetime(2022, 11, 28, 14, 52, 31, 279626), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 52, 31, 279626), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 14, 52, 31, 279626), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 14, 52, 31, 279626), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 52, 31, 279626), 101.0, 630.0]","[datetime.datetime(2022, 11, 28, 14, 52, 31, 279626), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 14, 52, 31, 279626), 31.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 52, 31, 279626), 81.0, 450.0]","[datetime.datetime(2022, 11, 28, 14, 52, 31, 279626), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 52, 31, 279626), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 52, 31, 279626), 18.0, 95.0]"
20,"[datetime.datetime(2022, 11, 28, 14, 52, 32, 445763), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 52, 32, 445763), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 14, 52, 32, 445763), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 14, 52, 32, 445763), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 52, 32, 445763), 101.0, 630.0]","[datetime.datetime(2022, 11, 28, 14, 52, 32, 445763), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 14, 52, 32, 445763), 31.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 52, 32, 445763), 81.0, 450.0]","[datetime.datetime(2022, 11, 28, 14, 52, 32, 445763), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 52, 32, 445763), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 52, 32, 445763), 18.0, 95.0]"
21,"[datetime.datetime(2022, 11, 28, 14, 52, 33, 638328), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 52, 33, 638328), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 14, 52, 33, 638328), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 14, 52, 33, 638328), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 52, 33, 638328), 101.0, 630.0]","[datetime.datetime(2022, 11, 28, 14, 52, 33, 638328), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 14, 52, 33, 638328), 31.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 52, 33, 638328), 81.0, 450.0]","[datetime.datetime(2022, 11, 28, 14, 52, 33, 638328), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 52, 33, 638328), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 52, 33, 638328), 18.0, 95.0]"
22,"[datetime.datetime(2022, 11, 28, 14, 52, 34, 811470), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 52, 34, 811470), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 14, 52, 34, 811470), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 14, 52, 34, 811470), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 52, 34, 811470), 101.0, 630.0]","[datetime.datetime(2022, 11, 28, 14, 52, 34, 811470), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 14, 52, 34, 811470), 31.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 52, 34, 811470), 81.0, 450.0]","[datetime.datetime(2022, 11, 28, 14, 52, 34, 811470), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 52, 34, 811470), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 52, 34, 811470), 18.0, 95.0]"
23,"[datetime.datetime(2022, 11, 28, 14, 52, 35, 979803), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 52, 35, 979803), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 14, 52, 35, 979803), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 14, 52, 35, 979803), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 52, 35, 979803), 101.0, 630.0]","[datetime.datetime(2022, 11, 28, 14, 52, 35, 979803), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 14, 52, 35, 979803), 31.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 52, 35, 979803), 81.0, 450.0]","[datetime.datetime(2022, 11, 28, 14, 52, 35, 979803), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 52, 35, 979803), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 52, 35, 979803), 18.0, 95.0]"
24,"[datetime.datetime(2022, 11, 28, 14, 52, 37, 154602), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 52, 37, 154602), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 14, 52, 37, 154602), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 14, 52, 37, 154602), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 52, 37, 154602), 101.0, 630.0]","[datetime.datetime(2022, 11, 28, 14, 52, 37, 154602), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 14, 52, 37, 154602), 31.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 52, 37, 154602), 81.0, 450.0]","[datetime.datetime(2022, 11, 28, 14, 52, 37, 154602), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 52, 37, 154602), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 52, 37, 154602), 18.0, 95.0]"
25,"[datetime.datetime(2022, 11, 28, 14, 52, 38, 338544), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 52, 38, 338544), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 14, 52, 38, 338544), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 14, 52, 38, 338544), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 52, 38, 338544), 101.0, 630.0]","[datetime.datetime(2022, 11, 28, 14, 52, 38, 338544), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 14, 52, 38, 338544), 31.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 52, 38, 338544), 81.0, 450.0]","[datetime.datetime(2022, 11, 28, 14, 52, 38, 338544), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 52, 38, 338544), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 52, 38, 338544), 18.0, 95.0]"
26,"[datetime.datetime(2022, 11, 28, 14, 52, 39, 531620), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 52, 39, 531620), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 14, 52, 39, 531620), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 14, 52, 39, 531620), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 52, 39, 531620), 101.0, 630.0]","[datetime.datetime(2022, 11, 28, 14, 52, 39, 531620), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 14, 52, 39, 531620), 31.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 52, 39, 531620), 81.0, 450.0]","[datetime.datetime(2022, 11, 28, 14, 52, 39, 531620), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 52, 39, 531620), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 52, 39, 531620), 18.0, 95.0]"
27,"[datetime.datetime(2022, 11, 28, 14, 52, 40, 732238), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 52, 40, 732238), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 14, 52, 40, 732238), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 14, 52, 40, 732238), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 52, 40, 732238), 101.0, 630.0]","[datetime.datetime(2022, 11, 28, 14, 52, 40, 732238), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 14, 52, 40, 732238), 31.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 52, 40, 732238), 81.0, 450.0]","[datetime.datetime(2022, 11, 28, 14, 52, 40, 732238), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 52, 40, 732238), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 52, 40, 732238), 18.0, 95.0]"
28,"[datetime.datetime(2022, 11, 28, 14, 52, 41, 922883), 1.95, 2.24]","[datetime.datetime(2022, 11, 28, 14, 52, 41, 922883), 3.0, 3.6]","[datetime.datetime(2022, 11, 28, 14, 52, 41, 922883), 31.0, 220.0]","[datetime.datetime(2022, 11, 28, 14, 52, 41, 922883), 6.0, 8.0]","[datetime.datetime(2022, 11, 28, 14, 52, 41, 922883), 101.0, 630.0]","[datetime.datetime(2022, 11, 28, 14, 52, 41, 922883), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 14, 52, 41, 922883), 31.0, 250.0]","[datetime.datetime(2022, 11, 28, 14, 52, 41, 922883), 81.0, 450.0]","[datetime.datetime(2022, 11, 28, 14, 52, 41, 922883), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 14, 52, 41, 922883), 21.0, 150.0]","[datetime.datetime(2022, 11, 28, 14, 52, 41, 922883), 18.0, 95.0]"
