,Homebush Sparkle,Goldstar Ange,Goldstar Harper,Mine Hunter,Romina Bale,Mehira,Caithness
08-12-2022 14:32:46.258302,"(10.0, 19.5, 15.5)","(4.8, 7.4, 5.466666666666667)","(10.0, 19.5, 14.75)","(13.0, 30.0, 23.0)","(1.9, 2.86, 2.1885714285714286)","(11.0, 24.0, 22.18181818181818)","(5.0, 10.5, 9.529411764705882)"
08-12-2022 14:32:47.317175,"(10.0, 19.5, 15.5)","(4.8, 7.4, 5.466666666666667)","(10.0, 19.5, 17.78333333333333)","(13.0, 30.0, 21.25)","(1.9, 2.86, 2.1885714285714286)","(11.0, 24.0, 22.18181818181818)","(5.0, 10.5, 9.529411764705882)"
08-12-2022 14:32:48.340862,"(10.0, 19.5, 15.5)","(4.8, 7.4, 5.466666666666667)","(10.0, 19.5, 17.78333333333333)","(13.0, 30.0, 21.25)","(1.9, 2.86, 2.1885714285714286)","(11.0, 24.0, 22.18181818181818)","(5.0, 10.5, 9.529411764705882)"
08-12-2022 14:32:49.425829,"(10.0, 19.5, 15.5)","(4.8, 7.4, 5.466666666666667)","(10.0, 19.5, 15.0)","(13.0, 30.0, 21.25)","(1.9, 2.86, 2.1885714285714286)","(11.0, 24.0, 22.18181818181818)","(5.0, 10.5, 9.529411764705882)"
08-12-2022 14:32:50.514713,"(10.0, 19.5, 15.5)","(4.8, 7.4, 5.466666666666667)","(10.0, 19.5, 15.0)","(13.0, 30.0, 21.25)","(1.9, 2.86, 2.1885714285714286)","(11.0, 24.0, 22.18181818181818)","(5.0, 10.5, 9.529411764705882)"
08-12-2022 14:32:51.566980,"(10.0, 19.5, 15.5)","(4.8, 7.4, 5.466666666666667)","(10.0, 19.5, 15.0)","(13.0, 30.0, 21.25)","(1.9, 2.86, 2.1885714285714286)","(11.0, 24.0, 22.18181818181818)","(5.0, 10.5, 9.529411764705882)"
08-12-2022 14:32:52.604138,"(10.0, 19.5, 18.88125)","(4.8, 7.2, 5.123076923076923)","(10.0, 19.5, 15.0)","(13.0, 30.0, 24.166666666666664)","(1.9, 2.86, 2.1885714285714286)","(11.0, 24.0, 22.18181818181818)","(5.0, 10.5, 9.529411764705882)"
08-12-2022 14:32:53.634364,"(10.0, 19.5, 14.65)","(4.8, 7.2, 5.123076923076923)","(10.0, 19.5, 15.0)","(13.0, 30.0, 21.25)","(1.9, 2.86, 2.1885714285714286)","(11.0, 24.0, 21.285714285714285)","(5.0, 10.5, 9.529411764705882)"
08-12-2022 14:32:54.621185,"(10.0, 19.5, 14.65)","(4.8, 7.2, 5.046153846153846)","(10.0, 19.5, 15.0)","(13.0, 30.0, 21.25)","(1.9, 2.86, 2.1885714285714286)","(11.0, 24.0, 21.75)","(5.0, 10.5, 9.529411764705882)"
08-12-2022 14:32:55.630326,"(10.0, 19.5, 14.65)","(4.8, 7.8, 6.95)","(10.0, 19.5, 15.0)","(13.0, 30.0, 21.25)","(1.9, 2.86, 2.1885714285714286)","(11.0, 24.0, 22.0)","(5.0, 10.5, 9.529411764705882)"
08-12-2022 14:32:56.640091,"(10.0, 19.5, 14.65)","(4.8, 7.8, 5.666666666666666)","(10.0, 19.5, 15.0)","(13.0, 30.0, 21.25)","(1.9, 2.86, 2.1885714285714286)","(11.0, 24.0, 22.0)","(5.0, 10.5, 9.529411764705882)"
08-12-2022 14:32:57.685124,"(10.0, 19.5, 14.65)","(4.8, 7.8, 5.105263157894736)","(10.0, 19.5, 15.0)","(13.0, 30.0, 21.25)","(1.9, 2.86, 2.1885714285714286)","(11.0, 24.0, 22.0)","(5.0, 10.5, 9.529411764705882)"
08-12-2022 14:32:58.778246,"(10.0, 19.5, 14.65)","(4.8, 7.8, 5.105263157894736)","(10.0, 19.5, 15.0)","(13.0, 30.0, 22.833333333333336)","(1.9, 2.86, 2.1885714285714286)","(11.0, 24.0, 22.11111111111111)","(5.0, 10.5, 7.75)"
08-12-2022 14:32:59.811341,"(10.0, 19.0, 12.866666666666667)","(4.8, 7.8, 4.984)","(10.0, 18.5, 13.166666666666666)","(13.0, 28.0, 22.833333333333336)","(1.9, 2.86, 2.1885714285714286)","(11.0, 23.0, 22.11111111111111)","(5.0, 10.5, 7.32)"
08-12-2022 14:33:00.855228,"(10.0, 19.0, 12.866666666666667)","(4.8, 7.8, 4.984)","(10.0, 18.5, 13.166666666666666)","(13.0, 28.0, 22.833333333333336)","(1.9, 2.86, 2.1885714285714286)","(11.0, 23.0, 22.11111111111111)","(5.0, 10.5, 7.32)"
08-12-2022 14:33:01.903385,"(10.0, 19.0, 12.866666666666667)","(4.8, 7.8, 5.239999999999999)","(10.0, 18.5, 13.166666666666666)","(13.0, 28.0, 22.833333333333336)","(1.9, 2.86, 2.1885714285714286)","(11.0, 23.0, 21.095238095238095)","(5.0, 10.5, 8.026666666666667)"
08-12-2022 14:33:02.986628,"(10.0, 19.0, 17.0)","(4.8, 7.8, 5.707692307692307)","(10.0, 18.0, 14.64)","(13.0, 28.0, 21.958333333333332)","(1.9, 2.86, 2.202857142857143)","(11.0, 23.0, 21.095238095238095)","(5.0, 10.5, 8.026666666666667)"
08-12-2022 14:33:03.988374,"(10.0, 19.0, 15.6)","(4.8, 7.4, 5.375)","(10.0, 18.0, 14.64)","(13.0, 28.0, 21.958333333333332)","(1.9, 2.86, 2.202857142857143)","(11.0, 23.0, 21.095238095238095)","(5.0, 10.5, 8.026666666666667)"
08-12-2022 14:33:04.986591,"(10.0, 19.0, 15.6)","(4.8, 7.4, 5.915)","(10.0, 17.5, 12.5625)","(13.0, 28.0, 21.958333333333332)","(1.9, 2.86, 2.202857142857143)","(11.0, 23.0, 21.095238095238095)","(5.0, 10.5, 8.026666666666667)"
08-12-2022 14:33:06.063701,"(10.0, 19.0, 15.6)","(4.8, 7.4, 5.857142857142858)","(10.0, 17.5, 14.538461538461538)","(13.0, 28.0, 20.363636363636363)","(1.9, 2.86, 2.1885714285714286)","(11.0, 23.0, 21.095238095238095)","(5.0, 10.5, 8.026666666666667)"
08-12-2022 14:33:07.147740,"(10.0, 19.0, 17.3)","(4.8, 7.4, 5.857142857142858)","(10.0, 17.5, 14.538461538461538)","(13.0, 28.0, 21.53846153846154)","(1.9, 2.86, 2.1244444444444444)","(11.0, 23.0, 21.095238095238095)","(5.0, 10.5, 8.026666666666667)"
08-12-2022 14:33:08.261351,"(10.0, 19.0, 17.3)","(4.8, 7.4, 5.6375)","(10.0, 17.5, 14.538461538461538)","(13.0, 28.0, 19.0)","(1.9, 2.84, 2.424444444444444)","(11.0, 23.0, 21.857142857142858)","(5.0, 10.5, 8.026666666666667)"
08-12-2022 14:33:09.378431,"(10.0, 18.5, 15.7)","(4.8, 7.2, 5.6375)","(10.0, 17.5, 14.538461538461538)","(13.0, 28.0, 19.0)","(1.9, 2.82, 2.424444444444444)","(11.0, 24.0, 21.857142857142858)","(5.0, 10.5, 8.026666666666667)"
08-12-2022 14:33:10.443707,"(10.0, 20.0, 17.875)","(4.8, 7.2, 5.6375)","(10.0, 17.5, 14.538461538461538)","(13.0, 28.0, 19.0)","(1.9, 2.82, 2.424444444444444)","(11.0, 24.0, 21.857142857142858)","(5.0, 10.5, 8.026666666666667)"
08-12-2022 14:33:11.428464,"(10.0, 24.0, 17.142857142857142)","(4.8, 7.2, 5.6375)","(10.0, 17.5, 14.538461538461538)","(13.0, 28.0, 19.0)","(1.9, 2.82, 2.02)","(11.0, 24.0, 21.857142857142858)","(5.0, 10.5, 8.026666666666667)"
08-12-2022 14:33:12.386114,"(10.0, 21.0, 18.75)","(4.8, 7.2, 6.307142857142857)","(10.0, 17.5, 14.538461538461538)","(13.0, 28.0, 24.625)","(1.9, 2.82, 2.02)","(11.0, 24.0, 21.857142857142858)","(5.0, 10.5, 8.026666666666667)"
08-12-2022 14:33:13.436711,"(10.0, 21.0, 18.75)","(4.8, 7.2, 6.307142857142857)","(10.0, 17.5, 15.694444444444445)","(13.0, 28.0, 24.625)","(1.9, 2.82, 2.0)","(11.0, 24.0, 22.2)","(5.0, 10.5, 8.026666666666667)"
08-12-2022 14:33:14.580923,"(10.0, 21.0, 18.75)","(4.8, 7.2, 6.307142857142857)","(10.0, 17.5, 15.694444444444445)","(13.0, 28.0, 26.0)","(1.9, 2.8, 1.9806896551724138)","(11.0, 24.0, 22.2)","(5.0, 10.5, 8.026666666666667)"
08-12-2022 14:33:15.687274,"(10.0, 21.0, 18.75)","(4.8, 7.2, 6.307142857142857)","(10.0, 17.5, 15.694444444444445)","(13.0, 28.0, 26.0)","(1.9, 2.8, 1.9806896551724138)","(11.0, 24.0, 22.2)","(5.0, 10.5, 8.026666666666667)"
08-12-2022 14:33:16.712129,"(10.0, 21.0, 18.75)","(4.8, 7.2, 6.307142857142857)","(10.0, 17.5, 15.694444444444445)","(13.0, 28.0, 26.0)","(1.9, 2.8, 2.008421052631579)","(11.0, 24.0, 22.2)","(5.0, 10.5, 8.026666666666667)"
08-12-2022 14:33:17.703495,"(10.0, 21.0, 18.75)","(4.8, 7.2, 6.307142857142857)","(10.0, 17.5, 15.694444444444445)","(13.0, 28.0, 26.0)","(1.9, 2.76, 2.008421052631579)","(11.0, 24.0, 22.2)","(5.0, 10.5, 8.266666666666667)"
08-12-2022 14:33:18.754882,"(10.0, 23.0, 16.714285714285715)","(4.8, 7.2, 6.307142857142857)","(10.0, 17.5, 15.5)","(13.0, 28.0, 26.0)","(1.9, 2.76, 2.008421052631579)","(11.0, 24.0, 22.2)","(5.0, 9.8, 7.653333333333334)"
08-12-2022 14:33:19.854825,"(10.0, 23.0, 16.714285714285715)","(4.8, 7.2, 6.307142857142857)","(10.0, 17.5, 13.571428571428571)","(13.0, 28.0, 26.0)","(1.9, 2.76, 2.008421052631579)","(11.0, 24.0, 22.2)","(5.0, 9.8, 7.653333333333334)"
08-12-2022 14:33:20.903568,"(10.0, 23.0, 16.714285714285715)","(4.8, 7.2, 6.307142857142857)","(10.0, 17.5, 13.571428571428571)","(13.0, 28.0, 26.0)","(1.9, 2.76, 2.008421052631579)","(11.0, 24.0, 22.2)","(5.0, 9.8, 7.653333333333334)"
08-12-2022 14:33:22.079565,"(10.0, 24.0, 16.0)","(4.8, 7.2, 6.307142857142857)","(10.0, 17.5, 15.694444444444445)","(13.0, 28.0, 26.0)","(1.9, 2.76, 2.008421052631579)","(11.0, 24.0, 21.384615384615387)","(5.0, 9.8, 7.653333333333334)"
08-12-2022 14:33:23.146148,"(10.0, 24.0, 16.0)","(4.8, 7.2, 6.307142857142857)","(10.0, 17.5, 15.694444444444445)","(13.0, 28.0, 26.0)","(1.9, 2.76, 2.102222222222222)","(11.0, 24.0, 19.0)","(5.0, 9.8, 7.653333333333334)"
08-12-2022 14:33:24.264117,"(10.0, 24.0, 16.666666666666668)","(4.8, 7.2, 6.83235294117647)","(10.0, 17.5, 15.694444444444445)","(13.0, 28.0, 26.0)","(1.9, 2.74, 2.5300000000000002)","(11.0, 24.0, 20.0)","(5.0, 9.8, 7.653333333333334)"
08-12-2022 14:33:25.392611,"(10.0, 24.0, 17.0)","(4.8, 7.2, 6.9222222222222225)","(10.0, 17.5, 16.3)","(13.0, 28.0, 27.333333333333332)","(1.9, 2.74, 2.5375)","(11.0, 24.0, 20.923076923076923)","(5.0, 9.8, 8.225)"
08-12-2022 14:33:26.543617,"(10.0, 24.0, 18.75)","(4.8, 7.2, 6.276923076923077)","(10.0, 17.5, 14.444444444444445)","(13.0, 28.0, 26.07142857142857)","(1.9, 2.74, 2.284375)","(11.0, 24.0, 20.923076923076923)","(5.0, 9.8, 9.129787234042553)"
08-12-2022 14:33:27.648020,"(10.0, 24.0, 18.75)","(4.8, 7.2, 6.825)","(10.0, 17.5, 16.05263157894737)","(13.0, 28.0, 26.07142857142857)","(1.9, 2.74, 1.9733333333333334)","(11.0, 24.0, 19.833333333333332)","(5.0, 9.8, 7.986567164179105)"
08-12-2022 14:33:28.737494,"(10.0, 24.0, 18.75)","(4.8, 7.2, 6.825)","(10.0, 17.5, 15.833333333333332)","(13.0, 28.0, 26.07142857142857)","(1.9, 2.72, 1.9733333333333334)","(11.0, 24.0, 19.625)","(5.0, 9.8, 6.405714285714286)"
08-12-2022 14:33:29.850513,"(10.0, 24.0, 18.75)","(4.8, 7.2, 5.557142857142858)","(10.0, 17.5, 14.285714285714286)","(13.0, 28.0, 26.07142857142857)","(1.9, 2.72, 1.990909090909091)","(11.0, 24.0, 19.625)","(5.0, 9.8, 6.182222222222222)"
08-12-2022 14:33:30.981574,"(10.0, 24.0, 18.75)","(4.8, 7.2, 6.48125)","(10.0, 17.5, 14.285714285714286)","(13.0, 28.0, 24.75)","(1.9, 2.7, 1.9978947368421052)","(11.0, 24.0, 20.5)","(5.0, 9.8, 8.263636363636364)"
08-12-2022 14:33:32.135548,"(10.0, 24.0, 18.75)","(4.8, 7.2, 6.48125)","(10.0, 17.5, 13.928571428571429)","(13.0, 28.0, 24.875)","(1.9, 2.66, 1.994)","(11.0, 24.0, 20.38888888888889)","(5.0, 9.6, 7.823076923076924)"
08-12-2022 14:33:33.322058,"(10.0, 24.0, 18.75)","(4.8, 7.2, 6.6761904761904765)","(10.0, 17.5, 13.928571428571429)","(13.0, 28.0, 24.875)","(1.9, 2.66, 1.9936842105263157)","(11.0, 24.0, 20.38888888888889)","(5.0, 9.6, 7.823076923076924)"
08-12-2022 14:33:34.419033,"(10.0, 24.0, 18.75)","(4.8, 7.2, 6.6761904761904765)","(10.0, 17.5, 13.928571428571429)","(13.0, 28.0, 24.875)","(1.9, 2.62, 1.9936842105263157)","(11.0, 24.0, 21.045454545454547)","(5.0, 9.6, 7.55)"
08-12-2022 14:33:35.497142,"(10.0, 24.0, 18.75)","(4.8, 7.2, 6.6761904761904765)","(10.0, 17.5, 13.928571428571429)","(13.0, 28.0, 24.875)","(1.9, 2.62, 1.9936842105263157)","(11.0, 24.0, 21.045454545454547)","(5.0, 9.6, 8.096666666666668)"
08-12-2022 14:33:36.621594,"(10.0, 24.0, 22.03125)","(4.8, 7.2, 6.6761904761904765)","(10.0, 17.5, 13.928571428571429)","(13.0, 28.0, 26.555555555555557)","(1.9, 2.62, 1.9936842105263157)","(11.0, 24.0, 21.045454545454547)","(5.0, 9.6, 6.457142857142856)"
08-12-2022 14:33:37.806176,"(10.0, 24.0, 22.03125)","(4.8, 7.2, 6.283333333333333)","(10.0, 17.5, 13.928571428571429)","(13.0, 28.0, 26.214285714285715)","(1.9, 2.62, 1.9936842105263157)","(11.0, 24.0, 21.045454545454547)","(5.0, 9.6, 7.504761904761905)"
08-12-2022 14:33:38.972249,"(10.0, 21.0, 20.72222222222222)","(4.8, 7.2, 6.85625)","(10.0, 17.5, 13.928571428571429)","(13.0, 28.0, 26.214285714285715)","(1.9, 2.62, 1.9936842105263157)","(11.0, 24.0, 21.045454545454547)","(5.0, 9.6, 7.504761904761905)"
08-12-2022 14:33:40.143842,"(10.0, 21.0, 20.7972972972973)","(4.8, 7.2, 6.85625)","(10.0, 17.5, 16.574074074074073)","(13.0, 28.0, 26.214285714285715)","(1.9, 2.62, 1.9936842105263157)","(11.0, 24.0, 21.045454545454547)","(5.0, 9.6, 7.504761904761905)"
08-12-2022 14:33:41.250193,"(10.0, 21.0, 20.7972972972973)","(4.8, 7.2, 6.85625)","(10.0, 17.5, 16.574074074074073)","(13.0, 28.0, 27.479166666666668)","(1.9, 2.62, 2.071111111111111)","(11.0, 24.0, 21.045454545454547)","(5.0, 9.6, 8.018181818181818)"
08-12-2022 14:33:42.391379,"(10.0, 22.0, 21.77027027027027)","(4.8, 7.2, 6.45)","(10.0, 17.5, 16.574074074074073)","(13.0, 28.0, 25.0)","(1.9, 2.6, 1.966896551724138)","(11.0, 24.0, 21.045454545454547)","(5.0, 9.4, 7.2625)"
08-12-2022 14:33:43.520612,"(10.0, 22.0, 21.77027027027027)","(4.8, 7.2, 6.722727272727273)","(10.0, 17.5, 16.824324324324323)","(13.0, 28.0, 25.25)","(1.9, 2.6, 1.986)","(11.0, 24.0, 24.0)","(5.0, 9.4, 6.625)"
08-12-2022 14:33:44.688991,"(10.0, 21.0, 20.7972972972973)","(4.8, 7.2, 6.722727272727273)","(10.0, 17.5, 16.824324324324323)","(13.0, 28.0, 25.25)","(1.9, 2.58, 1.986)","(11.0, 25.0, 24.0)","(5.0, 9.4, 7.18)"
08-12-2022 14:33:45.892739,"(10.0, 21.0, 19.25)","(4.8, 7.2, 6.722727272727273)","(10.0, 17.5, 16.824324324324323)","(13.0, 28.0, 25.25)","(1.9, 2.58, 1.964)","(11.0, 25.0, 24.0)","(5.0, 9.4, 7.18)"
08-12-2022 14:33:47.053403,"(10.0, 21.0, 19.375)","(4.8, 7.2, 6.722727272727273)","(10.0, 17.5, 16.824324324324323)","(13.0, 28.0, 25.25)","(1.9, 2.58, 1.964)","(11.0, 25.0, 24.0)","(5.0, 9.4, 7.18)"
08-12-2022 14:33:48.142607,"(10.0, 21.0, 19.5)","(4.8, 7.2, 6.722727272727273)","(10.0, 17.5, 16.824324324324323)","(13.0, 28.0, 25.25)","(1.9, 2.58, 1.964)","(11.0, 25.0, 24.25)","(5.0, 9.4, 7.18)"
08-12-2022 14:33:49.218349,"(10.0, 22.0, 20.833333333333336)","(4.8, 7.2, 6.722727272727273)","(10.0, 17.5, 16.824324324324323)","(13.0, 28.0, 25.125)","(1.9, 2.58, 2.0184615384615383)","(11.0, 25.0, 20.333333333333332)","(5.0, 9.4, 6.933333333333334)"
08-12-2022 14:33:50.411861,"(10.0, 22.0, 20.833333333333336)","(4.8, 7.2, 6.722727272727273)","(10.0, 17.5, 16.824324324324323)","(13.0, 28.0, 23.4)","(1.9, 2.56, 1.982)","(11.0, 25.0, 22.454545454545453)","(5.0, 9.4, 6.933333333333334)"
08-12-2022 14:33:51.600155,"(10.0, 22.0, 20.833333333333336)","(4.8, 7.2, 6.722727272727273)","(10.0, 17.5, 16.824324324324323)","(13.0, 28.0, 25.125)","(1.9, 2.54, 1.979047619047619)","(11.0, 25.0, 22.333333333333332)","(5.0, 9.4, 6.858823529411765)"
08-12-2022 14:33:52.886212,"(10.0, 22.0, 20.833333333333336)","(4.8, 7.2, 6.722727272727273)","(10.0, 17.5, 16.824324324324323)","(13.0, 28.0, 25.125)","(1.9, 2.54, 1.9763636363636363)","(11.0, 25.0, 22.818181818181817)","(5.0, 9.4, 7.521739130434782)"
08-12-2022 14:33:54.082568,"(10.0, 22.0, 20.833333333333336)","(4.8, 7.2, 6.722727272727273)","(10.0, 17.5, 16.824324324324323)","(13.0, 28.0, 25.125)","(1.9, 2.54, 1.9763636363636363)","(11.0, 25.0, 22.818181818181817)","(5.0, 9.4, 7.521739130434782)"
08-12-2022 14:33:55.186527,"(10.0, 22.0, 20.375)","(4.8, 7.2, 5.771428571428571)","(10.0, 17.5, 16.824324324324323)","(13.0, 28.0, 25.125)","(1.9, 2.54, 2.091428571428571)","(11.0, 25.0, 22.818181818181817)","(5.0, 9.4, 7.521739130434782)"
08-12-2022 14:33:56.318030,"(10.0, 22.0, 20.916666666666664)","(4.8, 7.2, 6.54375)","(10.0, 17.5, 16.824324324324323)","(13.0, 28.0, 26.85)","(1.9, 2.52, 1.9613793103448276)","(11.0, 25.0, 22.818181818181817)","(5.0, 9.4, 7.521739130434782)"
08-12-2022 14:33:57.354052,"(10.0, 22.0, 20.916666666666664)","(4.8, 7.2, 6.908333333333333)","(10.0, 17.5, 16.824324324324323)","(13.0, 28.0, 25.25)","(1.9, 2.52, 1.9613793103448276)","(11.0, 25.0, 22.818181818181817)","(5.0, 9.4, 7.521739130434782)"
08-12-2022 14:33:58.421062,"(10.0, 22.0, 20.916666666666664)","(4.8, 7.2, 6.908333333333333)","(10.0, 17.5, 16.824324324324323)","(13.0, 28.0, 25.25)","(1.9, 2.52, 1.9613793103448276)","(11.0, 25.0, 22.818181818181817)","(5.0, 9.4, 6.858823529411765)"
08-12-2022 14:33:59.579399,"(10.0, 22.0, 20.916666666666664)","(4.8, 7.2, 6.916216216216217)","(10.0, 17.5, 16.824324324324323)","(13.0, 28.0, 25.25)","(1.9, 2.52, 1.9613793103448276)","(11.0, 25.0, 22.818181818181817)","(5.0, 9.4, 6.858823529411765)"
08-12-2022 14:34:00.729241,"(10.0, 23.0, 22.22222222222222)","(4.8, 7.2, 6.916216216216217)","(10.0, 17.5, 14.642857142857142)","(13.0, 28.0, 25.25)","(1.9, 2.52, 1.976)","(11.0, 25.0, 24.225806451612904)","(5.0, 9.4, 7.6)"
08-12-2022 14:34:01.911161,"(10.0, 23.0, 20.833333333333332)","(4.8, 7.2, 6.916216216216217)","(10.0, 17.5, 14.642857142857142)","(13.0, 28.0, 25.25)","(1.9, 2.48, 1.9733333333333332)","(11.0, 25.0, 25.096774193548388)","(5.0, 9.4, 7.6)"
08-12-2022 14:34:03.028089,"(10.0, 23.0, 20.833333333333332)","(4.8, 7.2, 6.533333333333333)","(10.0, 17.5, 14.642857142857142)","(13.0, 28.0, 25.25)","(1.9, 2.48, 1.9733333333333332)","(11.0, 26.0, 25.096774193548388)","(5.0, 9.4, 7.6)"
08-12-2022 14:34:04.163975,"(10.0, 24.0, 19.90909090909091)","(4.8, 7.2, 6.60625)","(10.0, 17.5, 14.642857142857142)","(13.0, 28.0, 27.214285714285715)","(1.85, 2.48, 1.9631999999999998)","(12.0, 26.0, 21.125)","(5.0, 9.4, 8.5)"
08-12-2022 14:34:05.234088,"(10.0, 24.0, 22.5)","(4.8, 7.2, 6.60625)","(10.0, 17.5, 14.642857142857142)","(13.0, 28.0, 24.5)","(1.85, 2.46, 1.9631999999999998)","(12.0, 26.0, 21.125)","(5.0, 9.0, 7.907317073170732)"
08-12-2022 14:34:06.318307,"(10.0, 24.0, 22.5)","(4.8, 7.2, 6.60625)","(10.0, 17.5, 14.642857142857142)","(13.0, 28.0, 24.5)","(1.85, 2.46, 1.9631999999999998)","(12.0, 26.0, 21.125)","(5.0, 9.0, 7.907317073170732)"
08-12-2022 14:34:07.391522,"(10.0, 24.0, 22.5)","(4.8, 7.2, 6.60625)","(10.0, 17.5, 14.285714285714286)","(13.0, 28.0, 24.5)","(1.85, 2.46, 1.9631999999999998)","(12.0, 26.0, 21.125)","(5.0, 9.0, 7.907317073170732)"
08-12-2022 14:34:08.498834,"(10.0, 24.0, 22.5)","(4.8, 7.2, 6.60625)","(10.0, 17.5, 14.285714285714286)","(13.0, 28.0, 24.5)","(1.85, 2.46, 1.9631999999999998)","(12.0, 26.0, 21.125)","(5.0, 9.0, 7.907317073170732)"
08-12-2022 14:34:09.585355,"(10.0, 24.0, 22.5)","(4.8, 7.2, 6.60625)","(10.0, 17.5, 14.285714285714286)","(13.0, 28.0, 25.5)","(1.85, 2.46, 1.9631999999999998)","(12.0, 26.0, 21.125)","(5.0, 9.0, 7.723529411764706)"
08-12-2022 14:34:10.776980,"(10.0, 24.0, 23.5)","(4.8, 7.2, 6.60625)","(10.0, 17.5, 14.285714285714286)","(13.0, 28.0, 26.0)","(1.85, 2.46, 1.949189189189189)","(12.0, 26.0, 21.125)","(5.0, 9.0, 7.794444444444444)"
08-12-2022 14:34:11.887726,"(10.0, 24.0, 23.5)","(4.8, 7.2, 6.60625)","(10.0, 17.5, 14.285714285714286)","(13.0, 28.0, 26.0)","(1.85, 2.46, 1.949189189189189)","(12.0, 26.0, 21.125)","(5.0, 9.0, 7.235294117647059)"
08-12-2022 14:34:13.022724,"(10.0, 24.0, 23.5)","(4.8, 7.2, 6.936111111111111)","(10.0, 17.5, 14.285714285714286)","(13.0, 28.0, 26.0)","(1.85, 2.46, 1.949189189189189)","(12.0, 26.0, 22.666666666666668)","(5.0, 9.0, 7.235294117647059)"
08-12-2022 14:34:14.071011,"(10.0, 24.0, 23.75)","(4.8, 7.2, 6.936111111111111)","(10.0, 17.5, 16.8)","(13.0, 28.0, 26.0)","(1.85, 2.46, 1.9396363636363636)","(12.0, 29.0, 22.666666666666668)","(5.0, 9.0, 7.0)"
08-12-2022 14:34:15.148887,"(10.0, 24.0, 23.75409836065574)","(4.8, 7.2, 6.507692307692308)","(10.0, 17.5, 16.8)","(13.0, 28.0, 24.666666666666668)","(1.85, 2.46, 1.9557142857142857)","(12.0, 29.0, 22.666666666666668)","(5.0, 9.0, 7.0)"
08-12-2022 14:34:16.276675,"(10.0, 24.0, 23.75409836065574)","(4.8, 7.2, 5.985714285714286)","(10.0, 17.5, 17.18181818181818)","(13.0, 28.0, 25.625)","(1.85, 2.42, 1.9654545454545453)","(12.0, 29.0, 22.666666666666668)","(5.0, 9.0, 7.235294117647059)"
08-12-2022 14:34:17.373486,"(10.0, 24.0, 23.75409836065574)","(4.8, 7.2, 7.027272727272727)","(10.0, 17.5, 17.18181818181818)","(13.0, 28.0, 25.625)","(1.85, 2.42, 1.9555555555555555)","(12.0, 29.0, 28.558139534883722)","(5.0, 9.0, 6.5675675675675675)"
08-12-2022 14:34:18.567410,"(10.0, 24.0, 23.75409836065574)","(4.8, 7.2, 6.491666666666667)","(10.0, 17.5, 17.18181818181818)","(13.0, 28.0, 25.625)","(1.85, 2.4, 1.9555555555555555)","(12.0, 29.0, 24.5)","(5.0, 9.0, 6.368421052631579)"
08-12-2022 14:34:19.740134,"(10.0, 24.0, 23.788732394366196)","(4.8, 7.2, 6.491666666666667)","(10.0, 17.5, 17.18181818181818)","(13.0, 28.0, 25.75)","(1.85, 2.4, 1.9413333333333334)","(12.0, 29.0, 27.2)","(5.0, 9.0, 8.392727272727274)"
08-12-2022 14:34:20.897876,"(10.0, 24.0, 23.782608695652172)","(4.8, 7.2, 6.491666666666667)","(10.0, 17.5, 17.18181818181818)","(13.0, 28.0, 25.75)","(1.85, 2.4, 1.9619047619047618)","(12.0, 29.0, 27.714285714285715)","(5.0, 8.8, 8.245454545454546)"
08-12-2022 14:34:22.060923,"(10.0, 24.0, 23.782608695652172)","(4.8, 7.2, 6.491666666666667)","(10.0, 17.5, 17.18181818181818)","(13.0, 28.0, 25.166666666666668)","(1.85, 2.36, 1.9619047619047618)","(12.0, 29.0, 27.714285714285715)","(5.0, 8.6, 8.245454545454546)"
08-12-2022 14:34:23.092725,"(10.0, 24.0, 23.782608695652172)","(4.8, 7.2, 6.813636363636364)","(10.0, 17.5, 17.18181818181818)","(13.0, 28.0, 25.166666666666668)","(1.85, 2.36, 1.9619047619047618)","(12.0, 29.0, 27.714285714285715)","(5.0, 8.6, 8.245454545454546)"
08-12-2022 14:34:24.120468,"(10.0, 24.0, 23.782608695652172)","(4.8, 7.2, 6.813636363636364)","(10.0, 17.5, 17.18181818181818)","(13.0, 28.0, 25.166666666666668)","(1.85, 2.36, 1.9619047619047618)","(12.0, 29.0, 27.714285714285715)","(5.0, 8.6, 8.245454545454546)"
08-12-2022 14:34:25.223629,"(10.0, 24.0, 23.772727272727273)","(4.8, 7.2, 6.813636363636364)","(10.0, 17.5, 17.23076923076923)","(13.0, 28.0, 25.166666666666668)","(1.85, 2.36, 1.9619047619047618)","(12.0, 29.0, 25.5)","(5.0, 8.6, 8.245454545454546)"
08-12-2022 14:34:26.421204,"(10.0, 24.0, 23.772727272727273)","(4.8, 7.2, 6.813636363636364)","(10.0, 17.5, 17.23076923076923)","(13.0, 28.0, 31.342105263157897)","(1.85, 2.36, 2.06)","(12.0, 29.0, 26.666666666666668)","(5.0, 8.6, 8.245454545454546)"
08-12-2022 14:34:27.614269,"(10.0, 24.0, 22.0)","(4.8, 7.2, 6.997619047619048)","(10.0, 17.5, 16.5)","(13.0, 32.0, 30.75)","(1.85, 2.34, 1.9475862068965517)","(12.0, 29.0, 26.666666666666668)","(5.0, 8.6, 8.245454545454546)"
