,Zaras Princess,Miss Faberge,Crackerjack King,Laroza Bale,Alicah,Bahrose
10-01-2023 15:29:41.899862,"(5.5, 12.5, 7.583333333333333)","(11.0, 22.0, 14.42222222222222)","(3.4, 5.4, 4.314285714285714)","(3.2, 4.8, 3.29375)","(5.0, 8.2, 7.539999999999999)","(5.0, 9.8, 8.3)"
10-01-2023 15:29:42.966923,"(5.5, 12.5, 7.083333333333333)","(11.0, 22.0, 11.676923076923078)","(3.4, 5.3, 3.9695652173913043)","(3.2, 4.7, 3.977777777777778)","(5.0, 8.2, 6.0)","(5.0, 9.8, 8.466666666666667)"
10-01-2023 15:29:43.946910,"(5.5, 12.0, 10.133333333333333)","(11.0, 21.0, 15.75)","(3.4, 5.1, 3.917391304347826)","(3.2, 4.6, 3.977777777777778)","(5.0, 8.2, 5.915384615384616)","(5.0, 9.8, 8.466666666666667)"
10-01-2023 15:29:44.895877,"(5.5, 12.0, 8.533333333333333)","(11.0, 21.0, 16.0)","(3.4, 4.9, 3.7880000000000003)","(3.2, 4.6, 4.117857142857143)","(5.0, 8.2, 5.1454545454545455)","(5.0, 9.8, 8.8)"
10-01-2023 15:29:45.868901,"(5.5, 12.0, 9.4)","(11.0, 21.0, 16.0)","(3.4, 4.7, 4.0171875)","(3.2, 4.6, 4.117857142857143)","(5.0, 7.6, 5.4)","(5.0, 9.8, 8.32)"
10-01-2023 15:29:46.846888,"(5.5, 12.0, 10.844444444444445)","(11.0, 21.0, 18.625)","(3.4, 4.5, 3.9)","(3.2, 4.6, 4.202941176470588)","(5.0, 7.4, 5.4)","(5.0, 9.6, 8.290909090909091)"
10-01-2023 15:29:47.764563,"(5.5, 12.0, 10.8)","(11.0, 21.0, 18.42857142857143)","(3.4, 4.4, 3.9200000000000004)","(3.2, 4.6, 4.0)","(5.0, 7.4, 5.155555555555556)","(5.0, 9.6, 8.290909090909091)"
10-01-2023 15:29:48.763279,"(5.5, 12.0, 11.36)","(11.0, 21.0, 18.42857142857143)","(3.4, 4.3, 3.6666666666666665)","(3.2, 4.5, 4.016666666666667)","(5.0, 7.2, 5.32)","(5.0, 9.6, 8.290909090909091)"
10-01-2023 15:29:49.796877,"(5.5, 12.0, 11.371428571428572)","(11.0, 21.0, 18.42857142857143)","(3.4, 4.3, 3.6666666666666665)","(3.2, 4.4, 4.016666666666667)","(5.0, 7.0, 5.32)","(5.0, 9.6, 9.027272727272727)"
10-01-2023 15:29:50.800223,"(5.5, 12.0, 11.384615384615385)","(11.0, 21.0, 18.42857142857143)","(3.4, 4.1, 3.643478260869565)","(3.2, 4.4, 4.016666666666667)","(5.0, 7.0, 5.32)","(5.0, 9.6, 9.052173913043477)"
10-01-2023 15:29:51.715818,"(5.5, 12.0, 11.446153846153846)","(11.0, 21.0, 17.6)","(3.4, 4.0, 3.8363636363636364)","(3.2, 4.4, 4.016666666666667)","(5.0, 7.0, 5.32)","(5.0, 9.6, 9.052173913043477)"
10-01-2023 15:29:52.652685,"(5.5, 12.0, 11.446153846153846)","(11.0, 22.0, 20.944444444444443)","(3.4, 4.0, 3.65)","(3.2, 4.4, 4.016666666666667)","(5.0, 7.0, 5.32)","(5.0, 9.6, 9.052173913043477)"
10-01-2023 15:29:53.691400,"(5.5, 13.0, 12.6)","(12.0, 22.0, 20.944444444444443)","(3.4, 4.0, 3.65)","(3.2, 4.4, 3.775)","(5.0, 7.0, 5.24)","(5.0, 9.6, 9.027272727272727)"
10-01-2023 15:29:54.673469,"(5.5, 13.0, 12.6)","(12.0, 22.0, 20.944444444444443)","(3.4, 4.0, 3.65)","(3.2, 4.3, 3.775)","(5.0, 6.6, 5.24)","(5.0, 9.6, 9.027272727272727)"
10-01-2023 15:29:55.632355,"(5.5, 13.0, 12.6)","(12.0, 22.0, 20.944444444444443)","(3.4, 4.0, 3.65)","(3.2, 4.3, 3.775)","(5.0, 6.6, 5.24)","(5.0, 9.6, 8.842105263157894)"
10-01-2023 15:29:56.643379,"(5.5, 13.0, 12.6)","(12.0, 22.0, 20.944444444444443)","(3.4, 4.0, 3.65)","(3.2, 4.3, 3.775)","(5.0, 6.6, 5.24)","(5.0, 9.6, 8.842105263157894)"
10-01-2023 15:29:57.716392,"(5.5, 13.0, 12.6)","(12.0, 22.0, 20.944444444444443)","(3.4, 4.0, 3.65)","(3.2, 4.3, 3.775)","(5.0, 6.6, 5.24)","(5.0, 9.6, 8.842105263157894)"
10-01-2023 15:29:58.762548,"(5.5, 13.0, 12.6)","(12.0, 23.0, 20.136363636363637)","(3.4, 4.0, 3.65)","(3.2, 4.3, 3.775)","(5.0, 6.6, 5.24)","(5.0, 9.6, 8.842105263157894)"
10-01-2023 15:29:59.676679,"(5.5, 13.0, 12.2)","(12.0, 23.0, 20.136363636363637)","(3.4, 4.0, 3.65)","(3.2, 4.3, 3.775)","(5.0, 6.6, 5.24)","(5.0, 9.6, 8.842105263157894)"
10-01-2023 15:30:00.656203,"(5.5, 13.0, 12.644444444444444)","(12.0, 23.0, 20.136363636363637)","(3.4, 4.0, 3.685714285714286)","(3.2, 4.3, 3.775)","(5.0, 6.6, 5.24)","(5.0, 9.6, 8.492307692307692)"
10-01-2023 15:30:01.659404,"(5.5, 13.0, 12.644444444444444)","(12.0, 23.0, 20.136363636363637)","(3.4, 4.0, 3.685714285714286)","(3.2, 4.3, 3.775)","(5.0, 6.6, 5.24)","(5.0, 9.6, 8.492307692307692)"
10-01-2023 15:30:02.631464,"(5.5, 13.0, 12.644444444444444)","(12.0, 23.0, 20.136363636363637)","(3.4, 4.0, 3.685714285714286)","(3.2, 4.3, 3.775)","(5.0, 6.6, 5.466666666666667)","(5.0, 9.6, 8.492307692307692)"
10-01-2023 15:30:03.599488,"(5.5, 13.0, 12.822222222222223)","(12.0, 23.0, 15.5)","(3.4, 4.0, 3.685714285714286)","(3.2, 4.3, 3.775)","(5.0, 6.6, 6.338461538461538)","(5.0, 9.6, 8.492307692307692)"
10-01-2023 15:30:04.631646,"(5.5, 13.0, 12.625)","(12.0, 22.0, 20.1)","(3.4, 4.0, 3.685714285714286)","(3.2, 4.3, 3.775)","(5.0, 6.6, 6.338461538461538)","(5.0, 9.6, 8.571428571428571)"
10-01-2023 15:30:05.586870,"(5.5, 13.0, 12.625)","(12.0, 22.0, 20.1)","(3.4, 4.0, 3.685714285714286)","(3.2, 4.3, 3.775)","(5.0, 6.6, 5.225)","(5.0, 9.6, 8.752941176470587)"
10-01-2023 15:30:06.525219,"(5.5, 13.0, 12.625)","(12.0, 22.0, 20.1)","(3.4, 4.0, 3.6)","(3.2, 4.3, 3.775)","(5.0, 5.9, 5.225)","(5.0, 9.6, 8.752941176470587)"
10-01-2023 15:30:07.473158,"(5.5, 14.5, 13.0)","(12.0, 22.0, 20.1)","(3.4, 4.0, 3.6)","(3.2, 4.3, 3.775)","(5.0, 5.9, 5.225)","(5.0, 9.6, 8.752941176470587)"
10-01-2023 15:30:08.426135,"(5.5, 14.5, 11.7)","(12.0, 22.0, 15.54)","(3.4, 4.0, 3.5934782608695652)","(3.2, 4.3, 3.775)","(5.0, 5.9, 5.321428571428571)","(5.0, 9.6, 8.752941176470587)"
10-01-2023 15:30:09.500984,"(5.5, 14.0, 11.666666666666666)","(12.0, 22.0, 15.54)","(3.4, 4.0, 3.5934782608695652)","(3.2, 4.3, 3.775)","(5.0, 5.9, 5.321428571428571)","(5.0, 9.6, 8.752941176470587)"
10-01-2023 15:30:10.494291,"(5.5, 14.0, 11.55)","(12.0, 22.0, 15.788461538461538)","(3.4, 4.0, 3.5934782608695652)","(3.2, 4.3, 3.775)","(5.0, 5.9, 5.321428571428571)","(5.0, 9.6, 9.024)"
10-01-2023 15:30:11.485612,"(5.5, 14.0, 11.620000000000001)","(12.0, 22.0, 15.788461538461538)","(3.4, 4.0, 3.5250000000000004)","(3.2, 4.3, 3.775)","(5.0, 5.9, 5.642857142857143)","(5.0, 9.6, 9.024)"
10-01-2023 15:30:12.553863,"(5.5, 14.0, 11.666666666666666)","(12.0, 22.0, 15.788461538461538)","(3.4, 4.0, 3.5250000000000004)","(3.2, 4.3, 3.775)","(5.0, 5.9, 5.5625)","(5.0, 9.6, 9.024)"
10-01-2023 15:30:13.585307,"(5.5, 14.0, 11.666666666666666)","(12.0, 22.0, 15.788461538461538)","(3.4, 4.0, 3.5250000000000004)","(3.2, 4.3, 3.775)","(5.0, 5.9, 5.5625)","(5.0, 9.6, 9.024)"
10-01-2023 15:30:14.537917,"(5.5, 14.0, 11.666666666666666)","(12.0, 22.0, 15.788461538461538)","(3.4, 4.0, 3.5250000000000004)","(3.2, 4.3, 3.775)","(5.0, 5.9, 5.5625)","(5.0, 9.6, 9.024)"
10-01-2023 15:30:15.576298,"(5.5, 14.0, 11.666666666666666)","(12.0, 22.0, 15.788461538461538)","(3.4, 4.0, 3.5250000000000004)","(3.2, 4.3, 3.775)","(5.0, 5.9, 5.5625)","(5.0, 9.6, 9.024)"
10-01-2023 15:30:16.507213,"(5.5, 14.0, 11.666666666666666)","(12.0, 22.0, 15.788461538461538)","(3.4, 4.0, 3.5250000000000004)","(3.2, 4.3, 3.775)","(5.0, 5.9, 5.5625)","(5.0, 9.6, 9.024)"
10-01-2023 15:30:17.505862,"(5.5, 14.0, 12.476190476190476)","(11.0, 22.0, 15.788461538461538)","(3.4, 4.0, 3.5250000000000004)","(3.2, 4.3, 3.775)","(5.0, 5.9, 5.5625)","(5.0, 9.6, 8.984615384615385)"
10-01-2023 15:30:18.632908,"(5.5, 14.0, 11.666666666666666)","(11.0, 22.0, 15.788461538461538)","(3.4, 4.0, 3.5250000000000004)","(3.2, 4.3, 3.775)","(5.0, 5.9, 5.5625)","(5.0, 9.6, 8.984615384615385)"
10-01-2023 15:30:19.745658,"(5.5, 14.0, 11.666666666666666)","(11.0, 22.0, 15.788461538461538)","(3.4, 4.0, 3.5250000000000004)","(3.2, 4.3, 3.775)","(5.0, 5.9, 5.5625)","(5.0, 9.6, 8.984615384615385)"
10-01-2023 15:30:20.734566,"(5.5, 14.0, 11.666666666666666)","(11.0, 22.0, 15.788461538461538)","(3.4, 4.0, 3.5250000000000004)","(3.2, 4.3, 3.775)","(5.0, 5.9, 5.5625)","(5.0, 9.6, 8.984615384615385)"
10-01-2023 15:30:21.753836,"(5.5, 14.0, 11.666666666666666)","(11.0, 22.0, 15.788461538461538)","(3.4, 4.0, 3.5250000000000004)","(3.2, 4.3, 3.775)","(5.0, 6.4, 6.075)","(5.0, 9.8, 9.694117647058825)"
10-01-2023 15:30:22.701970,"(5.5, 14.0, 12.0)","(11.0, 22.0, 15.788461538461538)","(3.4, 4.0, 3.5233333333333334)","(3.2, 4.3, 3.775)","(5.0, 6.6, 5.8)","(5.0, 10.5, 9.35)"
10-01-2023 15:30:23.827691,"(5.5, 14.0, 12.0)","(11.0, 22.0, 15.788461538461538)","(3.4, 4.0, 3.5233333333333334)","(3.2, 4.3, 3.775)","(5.0, 6.6, 5.8)","(5.0, 10.5, 9.66)"
10-01-2023 15:30:24.968996,"(5.5, 14.0, 12.0)","(11.0, 22.0, 15.788461538461538)","(3.4, 4.0, 3.4884615384615385)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.8)","(5.0, 10.5, 9.66)"
10-01-2023 15:30:26.043621,"(5.5, 14.0, 12.0)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.95, 3.4625)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.8)","(5.0, 10.5, 9.94)"
10-01-2023 15:30:27.179873,"(5.5, 14.0, 12.0)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.95, 3.4625)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.8)","(5.0, 10.5, 9.9)"
10-01-2023 15:30:28.328177,"(5.5, 14.0, 12.0)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.95, 3.374285714285714)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.8)","(5.0, 10.5, 9.9)"
10-01-2023 15:30:29.370239,"(5.5, 14.0, 11.473684210526315)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.95, 3.374285714285714)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.96)","(5.0, 10.5, 9.9)"
10-01-2023 15:30:30.358851,"(5.5, 14.0, 12.8)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.95, 3.374285714285714)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.857142857142857)","(5.0, 10.5, 9.74)"
10-01-2023 15:30:31.482124,"(5.5, 14.0, 11.307692307692308)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.95, 3.374285714285714)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.857142857142857)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:32.563971,"(5.5, 14.0, 12.055555555555555)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.95, 3.4238095238095236)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.48)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:33.634100,"(5.5, 14.0, 12.055555555555555)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.9, 3.6666666666666665)","(3.2, 4.3, 3.7441176470588236)","(5.0, 5.9, 5.48)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:34.700484,"(5.5, 14.0, 12.055555555555555)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.6666666666666665)","(3.2, 4.3, 3.7441176470588236)","(5.0, 5.9, 5.48)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:35.750344,"(5.5, 14.0, 12.235294117647058)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.575)","(3.2, 4.3, 3.7441176470588236)","(5.0, 5.9, 5.48)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:36.821315,"(5.5, 14.0, 12.235294117647058)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.575)","(3.2, 4.3, 3.7441176470588236)","(5.0, 5.9, 5.48)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:37.904758,"(5.5, 14.0, 12.235294117647058)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.575)","(3.2, 4.3, 3.7441176470588236)","(5.0, 5.9, 5.2700000000000005)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:38.830790,"(5.5, 14.0, 12.235294117647058)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.575)","(3.2, 4.3, 3.7441176470588236)","(5.0, 5.9, 5.245454545454545)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:39.790686,"(5.5, 14.0, 12.235294117647058)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.575)","(3.2, 4.3, 3.7441176470588236)","(5.0, 5.9, 5.245454545454545)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:40.966325,"(5.5, 14.0, 12.235294117647058)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.575)","(3.2, 4.3, 3.7441176470588236)","(5.0, 5.9, 5.245454545454545)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:41.928507,"(5.5, 14.0, 12.235294117647058)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.575)","(3.2, 4.3, 3.7441176470588236)","(5.0, 5.9, 5.245454545454545)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:42.994543,"(5.5, 14.0, 12.235294117647058)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.575)","(3.2, 4.3, 3.7441176470588236)","(5.0, 5.9, 5.245454545454545)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:44.112084,"(5.5, 14.0, 12.235294117647058)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.4692307692307693)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.9)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:45.087370,"(5.5, 14.0, 12.235294117647058)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.4692307692307693)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.977777777777778)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:46.098380,"(5.5, 14.0, 12.235294117647058)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.4692307692307693)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.977777777777778)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:47.117924,"(5.5, 14.0, 12.235294117647058)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.4692307692307693)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.977777777777778)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:48.271404,"(5.5, 14.0, 12.235294117647058)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.4692307692307693)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.977777777777778)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:49.374505,"(5.5, 14.0, 12.235294117647058)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.4692307692307693)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.977777777777778)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:50.483481,"(5.5, 14.0, 12.235294117647058)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.4692307692307693)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.977777777777778)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:51.460946,"(5.5, 14.0, 12.235294117647058)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.4692307692307693)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.977777777777778)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:52.430188,"(5.5, 14.0, 12.235294117647058)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.4692307692307693)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.977777777777778)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:53.459843,"(5.5, 14.0, 12.235294117647058)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.4692307692307693)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.977777777777778)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:54.489490,"(5.5, 14.0, 12.235294117647058)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.4692307692307693)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.977777777777778)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:55.613380,"(5.5, 14.0, 11.5)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.4692307692307693)","(3.2, 4.3, 3.7441176470588236)","(5.0, 6.6, 5.977777777777778)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:56.673343,"(5.5, 14.0, 12.666666666666666)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.4692307692307693)","(3.2, 4.3, 3.6500000000000004)","(5.0, 6.6, 5.977777777777778)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:57.659383,"(5.5, 14.0, 11.5)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.4692307692307693)","(3.2, 4.2, 3.6500000000000004)","(5.0, 6.6, 5.661538461538462)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:58.587299,"(5.5, 14.0, 11.5)","(11.0, 22.0, 15.788461538461538)","(3.4, 3.85, 3.4692307692307693)","(3.2, 4.2, 3.4775)","(5.0, 6.4, 5.661538461538462)","(5.0, 10.5, 10.025)"
10-01-2023 15:30:59.504147,"(5.5, 14.0, 11.5)","(11.0, 20.0, 18.636363636363637)","(3.4, 3.8, 3.3571428571428568)","(3.2, 4.2, 3.4775)","(5.0, 5.8, 5.533333333333333)","(5.0, 10.5, 9.187755102040816)"
10-01-2023 15:31:00.541824,"(5.5, 14.0, 11.5)","(11.0, 20.0, 17.692307692307693)","(3.4, 3.75, 3.3666666666666667)","(3.2, 4.1, 3.4475000000000002)","(5.0, 6.4, 6.033333333333333)","(5.0, 11.0, 9.52)"
10-01-2023 15:31:01.700608,"(5.5, 14.0, 11.5)","(11.0, 20.0, 17.0)","(3.4, 3.75, 3.423076923076923)","(3.2, 4.0, 3.8000000000000003)","(5.0, 6.4, 6.033333333333333)","(5.0, 10.0, 9.52)"
10-01-2023 15:31:02.837420,"(5.5, 14.0, 11.5)","(11.0, 20.0, 17.0)","(3.4, 3.7, 3.423076923076923)","(3.2, 3.95, 3.8000000000000003)","(5.0, 6.4, 6.033333333333333)","(5.0, 10.0, 9.52)"
10-01-2023 15:31:03.872087,"(5.5, 14.0, 11.5)","(11.0, 20.0, 17.0)","(3.4, 3.7, 3.423076923076923)","(3.2, 3.95, 3.533333333333333)","(5.0, 6.4, 6.033333333333333)","(5.0, 10.0, 9.52)"
10-01-2023 15:31:04.877750,"(5.5, 14.0, 11.5)","(11.0, 20.0, 17.0)","(3.4, 3.7, 3.423076923076923)","(3.2, 3.9, 3.5975)","(5.0, 6.4, 6.2625)","(5.0, 10.0, 9.621052631578948)"
10-01-2023 15:31:05.967564,"(5.5, 14.0, 11.5)","(11.0, 20.0, 18.8)","(3.4, 3.65, 3.4749999999999996)","(3.2, 3.9, 3.523076923076923)","(5.0, 6.4, 5.828571428571429)","(5.0, 10.0, 9.621052631578948)"
10-01-2023 15:31:07.083706,"(5.5, 14.0, 11.5)","(11.0, 19.5, 18.8)","(3.4, 3.65, 3.4425925925925926)","(3.2, 3.85, 3.4250000000000003)","(5.0, 6.4, 6.15)","(5.0, 10.0, 9.621052631578948)"
10-01-2023 15:31:08.227649,"(5.5, 14.0, 11.5)","(11.0, 19.5, 18.8)","(3.4, 3.65, 3.3699999999999997)","(3.2, 3.85, 3.453846153846154)","(5.0, 6.4, 5.95)","(5.0, 10.0, 9.657142857142857)"
10-01-2023 15:31:09.297054,"(5.5, 14.0, 11.461538461538462)","(11.0, 19.5, 18.8)","(3.4, 3.65, 3.3699999999999997)","(3.2, 3.8, 3.4464285714285716)","(5.0, 6.4, 5.95)","(5.0, 10.0, 9.657142857142857)"
10-01-2023 15:31:10.401426,"(5.5, 14.0, 11.461538461538462)","(11.0, 19.5, 18.8)","(3.4, 3.65, 3.3699999999999997)","(3.2, 3.8, 3.388571428571429)","(5.0, 6.4, 5.95)","(5.0, 10.0, 9.657142857142857)"
10-01-2023 15:31:11.460502,"(5.5, 14.0, 11.461538461538462)","(11.0, 19.5, 18.8)","(3.4, 3.65, 3.3699999999999997)","(3.2, 3.8, 3.459090909090909)","(5.0, 6.4, 6.0)","(5.0, 10.0, 9.657142857142857)"
10-01-2023 15:31:12.533550,"(5.5, 14.0, 11.461538461538462)","(11.0, 19.5, 18.8)","(3.4, 3.65, 3.3699999999999997)","(3.2, 3.75, 3.459090909090909)","(5.0, 6.4, 6.0)","(5.0, 10.0, 9.657142857142857)"
10-01-2023 15:31:13.507382,"(5.5, 14.0, 11.461538461538462)","(11.0, 19.5, 18.8)","(3.4, 3.65, 3.3699999999999997)","(3.2, 3.75, 3.41)","(5.0, 6.4, 6.16)","(5.0, 10.0, 9.657142857142857)"
10-01-2023 15:31:14.600307,"(5.5, 14.0, 11.5)","(11.0, 19.5, 18.8)","(3.4, 3.65, 3.3699999999999997)","(3.2, 3.7, 3.4454545454545458)","(5.0, 6.4, 6.133333333333334)","(5.0, 10.0, 9.657142857142857)"
10-01-2023 15:31:15.695234,"(5.5, 14.0, 11.5)","(11.0, 19.5, 18.8)","(3.4, 3.65, 3.3699999999999997)","(3.2, 3.7, 3.4454545454545458)","(5.0, 6.4, 6.133333333333334)","(5.0, 10.0, 9.657142857142857)"
10-01-2023 15:31:16.642909,"(5.5, 14.0, 11.5)","(11.0, 19.5, 18.8)","(3.4, 3.65, 3.3699999999999997)","(3.2, 3.7, 3.4454545454545458)","(5.0, 6.4, 5.933333333333334)","(5.0, 10.0, 9.657142857142857)"
10-01-2023 15:31:17.639909,"(5.5, 14.0, 11.5)","(11.0, 19.5, 18.8)","(3.4, 3.65, 3.3699999999999997)","(3.2, 3.7, 3.4454545454545458)","(5.0, 6.4, 5.933333333333334)","(5.0, 10.0, 9.657142857142857)"
10-01-2023 15:31:18.586478,"(5.5, 14.0, 11.5)","(11.0, 19.5, 18.8)","(3.4, 3.65, 3.3699999999999997)","(3.2, 3.7, 3.4454545454545458)","(5.0, 6.4, 5.933333333333334)","(5.0, 10.0, 9.657142857142857)"
10-01-2023 15:31:19.586070,"(5.5, 14.0, 11.5)","(11.0, 19.5, 18.8)","(3.4, 3.65, 3.3699999999999997)","(3.2, 3.7, 3.4454545454545458)","(5.0, 6.4, 6.06)","(5.0, 10.0, 9.657142857142857)"
10-01-2023 15:31:20.768969,"(5.5, 14.0, 11.5)","(11.0, 19.5, 15.81578947368421)","(3.4, 3.6, 3.4714285714285715)","(3.2, 3.7, 3.4454545454545458)","(5.0, 6.6, 6.333333333333333)","(5.0, 10.0, 9.657142857142857)"
10-01-2023 15:31:22.164802,"(5.5, 14.0, 11.5)","(11.0, 19.0, 17.81818181818182)","(3.4, 3.6, 3.4714285714285715)","(3.2, 3.7, 3.4454545454545458)","(5.0, 6.6, 6.422222222222222)","(5.0, 10.0, 9.589473684210526)"
10-01-2023 15:31:23.400506,"(5.5, 14.0, 11.5)","(11.0, 19.0, 17.9)","(3.4, 3.6, 3.4714285714285715)","(3.2, 3.7, 3.4454545454545458)","(5.0, 6.6, 6.422222222222222)","(5.0, 9.8, 9.589473684210526)"
10-01-2023 15:31:24.570562,"(5.5, 14.0, 11.5)","(11.0, 18.5, 17.9)","(3.4, 3.6, 3.4714285714285715)","(3.2, 3.7, 3.4454545454545458)","(5.0, 6.6, 6.5)","(5.0, 9.8, 9.589473684210526)"
10-01-2023 15:31:25.522449,"(5.5, 14.0, 11.5)","(12.0, 18.5, 17.9)","(3.2, 3.6, 3.4714285714285715)","(3.2, 3.7, 3.4454545454545458)","(5.0, 6.6, 6.5)","(5.0, 9.8, 9.589473684210526)"
10-01-2023 15:31:26.566685,"(5.5, 14.0, 11.5)","(12.0, 18.5, 17.9)","(3.2, 3.6, 3.4714285714285715)","(3.2, 3.7, 3.4454545454545458)","(5.0, 6.6, 6.560975609756097)","(5.0, 9.8, 9.55)"
10-01-2023 15:31:27.735519,"(5.5, 14.0, 11.5)","(12.0, 18.5, 17.9)","(3.2, 3.6, 3.4714285714285715)","(3.2, 3.7, 3.4454545454545458)","(5.0, 6.6, 6.560975609756097)","(5.0, 9.8, 9.55)"
10-01-2023 15:31:28.901859,"(5.5, 14.0, 11.5)","(12.0, 18.5, 17.9)","(3.2, 3.6, 3.4714285714285715)","(3.2, 3.7, 3.4625)","(5.0, 6.6, 6.560975609756097)","(5.0, 9.8, 9.55)"
10-01-2023 15:31:29.917670,"(5.5, 14.0, 11.5)","(12.0, 18.5, 17.9)","(3.2, 3.6, 3.4714285714285715)","(3.2, 3.65, 3.4625)","(5.0, 6.6, 6.560975609756097)","(5.0, 9.8, 9.55)"
10-01-2023 15:31:31.014221,"(5.5, 14.0, 11.5)","(12.0, 18.5, 17.9)","(3.2, 3.55, 3.4764705882352938)","(3.2, 3.65, 3.51)","(5.0, 6.6, 6.560975609756097)","(5.0, 9.8, 9.55)"
10-01-2023 15:31:32.028239,"(5.5, 14.0, 11.5)","(12.0, 18.5, 17.9)","(3.2, 3.55, 3.45)","(3.2, 3.6, 3.3562499999999997)","(5.0, 6.6, 6.560975609756097)","(5.0, 9.8, 9.55)"
