,Smart Houdini,Gold Fillings,Any Given Sunday,Baccarat Boy,Wheres The Pub,Brockie Magic,Samsons Delilah
13,"[datetime.datetime(2022, 11, 28, 20, 26, 34, 133498), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 34, 133498), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 26, 34, 133498), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 34, 133498), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 34, 133498), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 34, 133498), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 34, 133498), 5.0, 16.5]"
14,"[datetime.datetime(2022, 11, 28, 20, 26, 35, 292278), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 35, 292278), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 26, 35, 292278), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 35, 292278), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 35, 292278), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 35, 292278), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 35, 292278), 5.0, 16.5]"
15,"[datetime.datetime(2022, 11, 28, 20, 26, 36, 452507), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 36, 452507), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 26, 36, 452507), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 36, 452507), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 36, 452507), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 36, 452507), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 36, 452507), 5.0, 16.5]"
16,"[datetime.datetime(2022, 11, 28, 20, 26, 37, 607251), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 37, 607251), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 26, 37, 607251), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 37, 607251), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 37, 607251), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 37, 607251), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 37, 607251), 5.0, 16.5]"
17,"[datetime.datetime(2022, 11, 28, 20, 26, 38, 721387), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 38, 721387), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 26, 38, 721387), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 38, 721387), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 38, 721387), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 38, 721387), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 38, 721387), 5.0, 16.5]"
18,"[datetime.datetime(2022, 11, 28, 20, 26, 39, 849397), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 39, 849397), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 26, 39, 849397), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 39, 849397), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 39, 849397), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 39, 849397), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 39, 849397), 5.0, 16.5]"
19,"[datetime.datetime(2022, 11, 28, 20, 26, 40, 976733), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 40, 976733), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 26, 40, 976733), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 40, 976733), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 40, 976733), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 40, 976733), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 40, 976733), 5.0, 16.5]"
20,"[datetime.datetime(2022, 11, 28, 20, 26, 42, 111103), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 42, 111103), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 26, 42, 111103), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 42, 111103), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 42, 111103), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 42, 111103), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 42, 111103), 5.0, 16.5]"
21,"[datetime.datetime(2022, 11, 28, 20, 26, 43, 238000), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 43, 238000), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 26, 43, 238000), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 43, 238000), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 43, 238000), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 43, 238000), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 43, 238000), 5.0, 16.5]"
22,"[datetime.datetime(2022, 11, 28, 20, 26, 44, 354952), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 44, 354952), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 26, 44, 354952), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 44, 354952), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 44, 354952), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 44, 354952), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 44, 354952), 5.0, 16.5]"
23,"[datetime.datetime(2022, 11, 28, 20, 26, 45, 476501), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 45, 476501), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 26, 45, 476501), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 45, 476501), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 45, 476501), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 45, 476501), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 45, 476501), 5.0, 16.5]"
24,"[datetime.datetime(2022, 11, 28, 20, 26, 46, 622302), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 46, 622302), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 26, 46, 622302), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 46, 622302), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 46, 622302), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 46, 622302), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 46, 622302), 5.0, 16.5]"
25,"[datetime.datetime(2022, 11, 28, 20, 26, 47, 763175), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 47, 763175), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 26, 47, 763175), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 47, 763175), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 47, 763175), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 47, 763175), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 47, 763175), 5.0, 16.5]"
26,"[datetime.datetime(2022, 11, 28, 20, 26, 48, 912298), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 48, 912298), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 26, 48, 912298), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 48, 912298), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 48, 912298), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 48, 912298), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 48, 912298), 5.0, 16.5]"
27,"[datetime.datetime(2022, 11, 28, 20, 26, 50, 76096), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 50, 76096), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 26, 50, 76096), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 50, 76096), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 50, 76096), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 50, 76096), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 50, 76096), 5.0, 16.5]"
28,"[datetime.datetime(2022, 11, 28, 20, 26, 51, 270102), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 51, 270102), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 26, 51, 270102), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 51, 270102), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 51, 270102), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 51, 270102), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 51, 270102), 5.0, 16.5]"
29,"[datetime.datetime(2022, 11, 28, 20, 26, 52, 441991), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 52, 441991), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 26, 52, 441991), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 52, 441991), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 52, 441991), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 52, 441991), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 52, 441991), 5.0, 16.5]"
30,"[datetime.datetime(2022, 11, 28, 20, 26, 53, 576858), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 53, 576858), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 26, 53, 576858), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 53, 576858), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 53, 576858), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 53, 576858), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 53, 576858), 5.0, 16.5]"
31,"[datetime.datetime(2022, 11, 28, 20, 26, 54, 742961), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 54, 742961), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 26, 54, 742961), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 54, 742961), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 54, 742961), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 54, 742961), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 54, 742961), 5.0, 16.5]"
32,"[datetime.datetime(2022, 11, 28, 20, 26, 55, 904473), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 55, 904473), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 26, 55, 904473), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 55, 904473), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 55, 904473), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 55, 904473), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 55, 904473), 5.0, 16.5]"
33,"[datetime.datetime(2022, 11, 28, 20, 26, 57, 59931), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 57, 59931), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 26, 57, 59931), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 57, 59931), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 57, 59931), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 57, 59931), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 57, 59931), 5.0, 16.5]"
34,"[datetime.datetime(2022, 11, 28, 20, 26, 58, 216079), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 58, 216079), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 26, 58, 216079), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 58, 216079), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 58, 216079), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 58, 216079), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 58, 216079), 5.0, 16.5]"
35,"[datetime.datetime(2022, 11, 28, 20, 26, 59, 359457), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 26, 59, 359457), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 26, 59, 359457), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 26, 59, 359457), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 26, 59, 359457), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 26, 59, 359457), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 26, 59, 359457), 5.0, 16.5]"
36,"[datetime.datetime(2022, 11, 28, 20, 27, 0, 497911), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 27, 0, 497911), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 27, 0, 497911), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 27, 0, 497911), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 27, 0, 497911), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 27, 0, 497911), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 27, 0, 497911), 5.0, 16.5]"
37,"[datetime.datetime(2022, 11, 28, 20, 27, 1, 643281), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 27, 1, 643281), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 27, 1, 643281), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 27, 1, 643281), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 27, 1, 643281), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 27, 1, 643281), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 27, 1, 643281), 5.0, 16.5]"
38,"[datetime.datetime(2022, 11, 28, 20, 27, 2, 810868), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 27, 2, 810868), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 27, 2, 810868), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 27, 2, 810868), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 27, 2, 810868), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 27, 2, 810868), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 27, 2, 810868), 5.0, 16.5]"
39,"[datetime.datetime(2022, 11, 28, 20, 27, 3, 946640), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 27, 3, 946640), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 27, 3, 946640), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 27, 3, 946640), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 27, 3, 946640), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 27, 3, 946640), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 27, 3, 946640), 5.0, 16.5]"
40,"[datetime.datetime(2022, 11, 28, 20, 27, 5, 81365), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 27, 5, 81365), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 27, 5, 81365), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 27, 5, 81365), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 27, 5, 81365), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 27, 5, 81365), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 27, 5, 81365), 5.0, 16.5]"
41,"[datetime.datetime(2022, 11, 28, 20, 27, 6, 215842), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 27, 6, 215842), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 27, 6, 215842), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 27, 6, 215842), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 27, 6, 215842), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 27, 6, 215842), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 27, 6, 215842), 5.0, 16.5]"
42,"[datetime.datetime(2022, 11, 28, 20, 27, 7, 371696), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 27, 7, 371696), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 27, 7, 371696), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 27, 7, 371696), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 27, 7, 371696), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 27, 7, 371696), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 27, 7, 371696), 5.0, 16.5]"
43,"[datetime.datetime(2022, 11, 28, 20, 27, 8, 535930), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 27, 8, 535930), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 27, 8, 535930), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 27, 8, 535930), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 27, 8, 535930), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 27, 8, 535930), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 27, 8, 535930), 5.0, 16.5]"
44,"[datetime.datetime(2022, 11, 28, 20, 27, 9, 678881), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 27, 9, 678881), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 20, 27, 9, 678881), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 27, 9, 678881), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 27, 9, 678881), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 27, 9, 678881), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 27, 9, 678881), 5.0, 16.5]"
45,"[datetime.datetime(2022, 11, 28, 20, 27, 10, 806286), 4.0, 6.8]","[datetime.datetime(2022, 11, 28, 20, 27, 10, 806286), 3.3, 3.7]","[datetime.datetime(2022, 11, 28, 20, 27, 10, 806286), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 20, 27, 10, 806286), 3.3, 5.0]","[datetime.datetime(2022, 11, 28, 20, 27, 10, 806286), 26.0, 90.0]","[datetime.datetime(2022, 11, 28, 20, 27, 10, 806286), 31.0, 320.0]","[datetime.datetime(2022, 11, 28, 20, 27, 10, 806286), 5.0, 16.5]"
