,Toxic Impurities,Missouri Belle,Springvale Coco,Roger Rose,Calaiss Wohling,Steel Harbour
11-01-2023 13:52:53.898932,"(1.8, 2.02, 1.9982978723404254)","(17.0, 30.0, 26.5)","(2.5, 3.1, 3.033333333333333)","(9.0, 17.0, 15.6)","(19.0, 32.0, 28.285714285714285)","(17.0, 22.0, 21.23076923076923)"
11-01-2023 13:52:55.016761,"(1.8, 2.02, 1.9978260869565216)","(17.0, 30.0, 26.5)","(2.5, 3.15, 3.0576923076923075)","(9.0, 17.0, 15.6)","(19.0, 32.0, 28.285714285714285)","(17.0, 22.0, 21.444444444444443)"
11-01-2023 13:52:56.235446,"(1.8, 1.99, 1.98)","(17.0, 30.0, 26.606060606060606)","(2.5, 3.15, 3.1214285714285714)","(9.0, 17.0, 15.444444444444445)","(19.0, 32.0, 28.285714285714285)","(17.0, 24.0, 21.533333333333335)"
11-01-2023 13:52:57.331939,"(1.8, 1.97, 1.9516666666666667)","(17.0, 30.0, 26.137931034482758)","(2.5, 3.2, 3.025)","(9.0, 17.0, 16.4)","(19.0, 32.0, 28.333333333333332)","(17.0, 23.0, 21.571428571428573)"
11-01-2023 13:52:58.468100,"(1.8, 2.02, 1.9975)","(17.0, 30.0, 27.483870967741936)","(2.5, 3.1, 3.025)","(9.0, 17.0, 16.75)","(19.0, 32.0, 28.615384615384617)","(17.0, 23.0, 21.42105263157895)"
11-01-2023 13:52:59.467159,"(1.8, 2.02, 2.0005)","(17.0, 30.0, 27.483870967741936)","(2.5, 3.1, 3.0352941176470587)","(9.0, 17.5, 16.75)","(19.0, 32.0, 28.615384615384617)","(17.0, 23.0, 21.38095238095238)"
11-01-2023 13:53:00.599837,"(1.8, 2.02, 2.0014285714285713)","(17.0, 30.0, 27.705882352941178)","(2.5, 3.05, 3.0)","(9.0, 17.5, 16.9)","(19.0, 32.0, 28.666666666666668)","(17.0, 23.0, 21.4)"
11-01-2023 13:53:01.712914,"(1.8, 2.04, 2.024)","(17.0, 29.0, 27.545454545454547)","(2.5, 3.0, 2.935)","(9.0, 17.5, 17.0)","(19.0, 32.0, 28.666666666666668)","(17.0, 23.0, 21.5)"
11-01-2023 13:53:02.924579,"(1.8, 2.06, 2.045)","(17.0, 27.0, 25.857142857142858)","(2.5, 2.94, 2.944444444444444)","(9.0, 17.5, 17.153846153846153)","(19.0, 32.0, 28.666666666666668)","(17.0, 23.0, 21.5)"
11-01-2023 13:53:04.186839,"(1.8, 2.08, 2.0459574468085107)","(17.0, 27.0, 25.2)","(2.5, 3.0, 2.944)","(9.0, 17.5, 17.05)","(19.0, 32.0, 28.666666666666668)","(17.0, 23.0, 23.666666666666668)"
11-01-2023 13:53:05.325526,"(1.8, 2.08, 2.04875)","(17.0, 27.0, 25.133333333333333)","(2.5, 2.98, 2.8966666666666665)","(9.0, 17.5, 16.55263157894737)","(19.0, 32.0, 28.666666666666668)","(17.0, 24.0, 23.416666666666668)"
11-01-2023 13:53:06.394209,"(1.8, 2.08, 2.050588235294118)","(17.0, 27.0, 24.454545454545453)","(2.5, 2.9, 2.8966666666666665)","(9.0, 17.5, 16.55263157894737)","(19.0, 32.0, 28.666666666666668)","(17.0, 25.0, 23.071428571428573)"
11-01-2023 13:53:07.486050,"(1.8, 2.08, 2.060769230769231)","(17.0, 27.0, 24.529411764705884)","(2.5, 2.92, 2.9125)","(9.0, 17.5, 16.029411764705884)","(19.0, 32.0, 29.857142857142858)","(17.0, 25.0, 23.92)"
11-01-2023 13:53:08.552695,"(1.8, 2.08, 2.060769230769231)","(17.0, 27.0, 24.529411764705884)","(2.5, 2.92, 2.9125)","(9.0, 17.5, 16.029411764705884)","(19.0, 32.0, 29.857142857142858)","(17.0, 24.0, 23.92)"
11-01-2023 13:53:09.680054,"(1.8, 2.08, 2.066666666666667)","(17.0, 27.0, 24.529411764705884)","(2.5, 2.92, 2.913333333333333)","(9.0, 17.5, 16.029411764705884)","(19.0, 32.0, 29.857142857142858)","(17.0, 24.0, 23.92)"
11-01-2023 13:53:10.639411,"(1.8, 2.08, 2.066666666666667)","(17.0, 27.0, 24.529411764705884)","(2.5, 2.92, 2.896)","(9.0, 17.5, 16.029411764705884)","(19.0, 32.0, 29.857142857142858)","(17.0, 24.0, 23.92)"
11-01-2023 13:53:11.723975,"(1.75, 2.08, 2.066666666666667)","(18.0, 27.0, 24.529411764705884)","(2.5, 2.92, 2.913333333333333)","(11.0, 17.5, 16.029411764705884)","(20.0, 32.0, 29.857142857142858)","(17.0, 24.0, 23.92)"
11-01-2023 13:53:12.811650,"(1.75, 2.08, 2.066666666666667)","(18.0, 27.0, 24.529411764705884)","(2.5, 2.92, 2.9166666666666665)","(11.0, 17.5, 16.029411764705884)","(20.0, 32.0, 29.857142857142858)","(17.0, 24.0, 23.92)"
11-01-2023 13:53:13.727452,"(1.75, 2.08, 2.066666666666667)","(18.0, 27.0, 25.06896551724138)","(2.5, 2.92, 2.9166666666666665)","(11.0, 17.5, 16.029411764705884)","(20.0, 32.0, 29.857142857142858)","(17.0, 24.0, 23.238095238095237)"
11-01-2023 13:53:14.736499,"(1.75, 2.08, 2.066666666666667)","(18.0, 26.0, 24.58823529411765)","(2.5, 2.92, 2.9166666666666665)","(11.0, 17.5, 16.029411764705884)","(20.0, 32.0, 29.857142857142858)","(17.0, 25.0, 23.238095238095237)"
11-01-2023 13:53:15.790442,"(1.75, 2.08, 2.066666666666667)","(18.0, 26.0, 25.11111111111111)","(2.5, 2.92, 2.9166666666666665)","(11.0, 17.5, 16.625)","(20.0, 32.0, 29.923076923076923)","(17.0, 25.0, 23.238095238095237)"
11-01-2023 13:53:16.699588,"(1.75, 2.08, 2.066666666666667)","(18.0, 26.0, 24.416666666666668)","(2.5, 2.92, 2.9166666666666665)","(11.0, 17.0, 16.625)","(20.0, 32.0, 29.923076923076923)","(17.0, 25.0, 23.238095238095237)"
11-01-2023 13:53:17.655841,"(1.75, 2.08, 2.066666666666667)","(18.0, 26.0, 24.416666666666668)","(2.5, 2.92, 2.9166666666666665)","(11.0, 17.0, 16.625)","(20.0, 32.0, 29.923076923076923)","(17.0, 25.0, 23.27027027027027)"
11-01-2023 13:53:18.673509,"(1.75, 2.08, 2.0654545454545454)","(18.0, 26.0, 24.294117647058822)","(2.5, 2.92, 2.9166666666666665)","(11.0, 17.0, 16.625)","(20.0, 32.0, 29.923076923076923)","(17.0, 25.0, 23.27027027027027)"
11-01-2023 13:53:19.709958,"(1.75, 2.08, 2.0716666666666668)","(18.0, 26.0, 24.294117647058822)","(2.5, 2.92, 2.9153846153846152)","(11.0, 17.0, 16.423076923076923)","(20.0, 32.0, 29.923076923076923)","(17.0, 25.0, 23.4)"
11-01-2023 13:53:21.023421,"(1.75, 2.08, 2.068235294117647)","(18.0, 26.0, 24.294117647058822)","(2.5, 2.92, 2.9247619047619047)","(11.0, 17.0, 16.423076923076923)","(20.0, 32.0, 29.923076923076923)","(17.0, 25.0, 23.4)"
11-01-2023 13:53:21.959345,"(1.75, 2.08, 2.068235294117647)","(18.0, 26.0, 24.294117647058822)","(2.5, 2.94, 2.9247619047619047)","(11.0, 17.0, 16.423076923076923)","(20.0, 32.0, 29.923076923076923)","(17.0, 25.0, 23.4)"
11-01-2023 13:53:22.950670,"(1.75, 2.08, 2.0633333333333335)","(18.0, 26.0, 24.294117647058822)","(2.5, 2.94, 2.9247619047619047)","(11.0, 17.0, 16.558823529411764)","(20.0, 32.0, 29.923076923076923)","(17.0, 25.0, 23.4)"
11-01-2023 13:53:24.092390,"(1.75, 2.08, 2.0633333333333335)","(18.0, 26.0, 24.51282051282051)","(2.5, 2.92, 2.918723404255319)","(11.0, 17.0, 16.318181818181817)","(20.0, 32.0, 30.363636363636363)","(17.0, 25.0, 23.444444444444443)"
11-01-2023 13:53:25.200696,"(1.75, 2.08, 2.068888888888889)","(18.0, 26.0, 24.51282051282051)","(2.5, 2.92, 2.913333333333333)","(11.0, 17.0, 16.558823529411764)","(20.0, 32.0, 30.3125)","(17.0, 24.0, 23.22222222222222)"
11-01-2023 13:53:26.153279,"(1.75, 2.08, 2.0694736842105264)","(18.0, 26.0, 24.294117647058822)","(2.5, 2.94, 2.913333333333333)","(11.0, 17.0, 16.558823529411764)","(20.0, 32.0, 30.3125)","(17.0, 24.0, 23.27659574468085)"
11-01-2023 13:53:27.197580,"(1.75, 2.08, 2.0615384615384618)","(18.0, 25.0, 24.40740740740741)","(2.5, 2.96, 2.9416666666666664)","(11.0, 17.0, 16.444444444444443)","(20.0, 32.0, 30.3125)","(17.0, 24.0, 22.939393939393938)"
11-01-2023 13:53:28.250565,"(1.75, 2.06, 2.0529032258064515)","(18.0, 25.0, 24.727272727272727)","(2.5, 2.98, 2.9508571428571426)","(11.0, 17.0, 16.555555555555557)","(20.0, 32.0, 30.3125)","(17.0, 23.0, 23.209302325581394)"
11-01-2023 13:53:29.168057,"(1.75, 2.06, 2.046315789473684)","(18.0, 25.0, 24.0)","(2.5, 2.98, 2.9605714285714284)","(11.0, 17.0, 16.555555555555557)","(20.0, 32.0, 30.3125)","(17.0, 24.0, 23.209302325581394)"
11-01-2023 13:53:30.241061,"(1.75, 2.06, 2.046315789473684)","(18.0, 25.0, 23.651162790697676)","(2.5, 2.98, 2.9699999999999998)","(11.0, 17.0, 16.352941176470587)","(20.0, 32.0, 30.3125)","(17.0, 24.0, 23.209302325581394)"
11-01-2023 13:53:31.312214,"(1.75, 2.06, 2.046315789473684)","(18.0, 25.0, 23.651162790697676)","(2.5, 2.98, 2.968888888888889)","(11.0, 17.0, 16.352941176470587)","(20.0, 32.0, 30.3125)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:53:32.256700,"(1.75, 2.06, 2.0452830188679245)","(18.0, 25.0, 23.651162790697676)","(2.5, 3.05, 2.997948717948718)","(11.0, 17.0, 16.28)","(20.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:53:33.216555,"(1.75, 2.06, 2.0452830188679245)","(18.0, 25.0, 23.651162790697676)","(2.5, 3.05, 3.022)","(11.0, 17.0, 16.28)","(20.0, 32.0, 30.875)","(17.0, 24.0, 23.26086956521739)"
11-01-2023 13:53:34.146673,"(1.75, 2.06, 2.0452830188679245)","(18.0, 25.0, 23.651162790697676)","(2.5, 3.05, 3.0149999999999997)","(11.0, 17.0, 16.28)","(20.0, 32.0, 30.875)","(17.0, 24.0, 23.209302325581394)"
11-01-2023 13:53:35.098323,"(1.75, 2.06, 2.0452830188679245)","(18.0, 25.0, 23.56)","(2.5, 3.05, 3.0188888888888887)","(11.0, 17.0, 16.28)","(20.0, 32.0, 30.875)","(17.0, 24.0, 23.244444444444444)"
11-01-2023 13:53:36.099547,"(1.75, 2.06, 2.0452830188679245)","(18.0, 25.0, 23.56)","(2.5, 3.05, 3.0188888888888887)","(11.0, 17.0, 16.28)","(20.0, 32.0, 30.875)","(17.0, 24.0, 23.244444444444444)"
11-01-2023 13:53:37.189336,"(1.75, 2.06, 2.0452830188679245)","(18.0, 25.0, 23.56)","(2.5, 3.05, 3.0188888888888887)","(11.0, 17.0, 16.28)","(20.0, 32.0, 30.875)","(17.0, 24.0, 23.244444444444444)"
11-01-2023 13:53:38.236935,"(1.75, 2.06, 2.0452830188679245)","(18.0, 25.0, 23.56)","(2.5, 3.05, 3.0188888888888887)","(11.0, 17.0, 16.28)","(20.0, 32.0, 30.875)","(17.0, 24.0, 23.244444444444444)"
11-01-2023 13:53:39.306374,"(1.75, 2.06, 2.0489655172413794)","(18.0, 25.0, 23.56)","(2.5, 3.05, 3.013333333333333)","(11.0, 17.0, 16.3125)","(20.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:53:40.374319,"(1.75, 2.06, 2.05)","(18.0, 25.0, 23.56)","(2.5, 3.05, 3.028)","(11.0, 17.0, 16.3125)","(20.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:53:41.324021,"(1.75, 2.06, 2.053125)","(18.0, 24.0, 23.05263157894737)","(2.5, 3.05, 3.028)","(11.0, 17.0, 16.3125)","(20.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:53:42.378302,"(1.75, 2.06, 2.053093525179856)","(18.0, 22.0, 21.2)","(2.5, 3.1, 3.0625)","(11.0, 17.0, 16.583333333333332)","(20.0, 32.0, 30.875)","(17.0, 24.0, 23.244444444444444)"
11-01-2023 13:53:43.453049,"(1.75, 2.06, 2.053093525179856)","(18.0, 22.0, 21.142857142857142)","(2.5, 3.1, 3.0625)","(11.0, 17.0, 16.583333333333332)","(20.0, 32.0, 30.875)","(17.0, 24.0, 23.244444444444444)"
11-01-2023 13:53:44.465412,"(1.75, 2.06, 2.053093525179856)","(18.0, 22.0, 21.6)","(2.5, 3.1, 3.085714285714286)","(11.0, 17.0, 16.3125)","(20.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:53:45.516630,"(1.75, 2.06, 2.048930817610063)","(18.0, 22.0, 21.363636363636363)","(2.5, 3.1, 3.085714285714286)","(11.0, 17.0, 16.3125)","(20.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:53:46.525384,"(1.75, 2.06, 2.049299363057325)","(18.0, 22.0, 21.666666666666668)","(2.5, 3.1, 3.085714285714286)","(11.0, 17.0, 16.3125)","(20.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:53:47.732029,"(1.75, 2.06, 2.049299363057325)","(18.0, 22.0, 20.666666666666668)","(2.5, 3.1, 3.0968750000000003)","(11.0, 17.0, 16.3125)","(20.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:53:48.869207,"(1.75, 2.06, 2.049299363057325)","(18.0, 22.0, 20.666666666666668)","(2.5, 3.1, 3.0941176470588236)","(11.0, 17.0, 16.3125)","(20.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:53:50.153389,"(1.75, 2.06, 2.049299363057325)","(18.0, 22.0, 20.714285714285715)","(2.5, 3.1, 3.0941176470588236)","(11.0, 17.0, 16.3125)","(20.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:53:51.438245,"(1.75, 2.06, 2.04987012987013)","(18.0, 22.0, 20.76923076923077)","(2.5, 3.1, 3.0941176470588236)","(11.0, 17.0, 16.3125)","(20.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:53:52.568253,"(1.75, 2.06, 2.0508724832214766)","(17.0, 22.0, 20.76923076923077)","(2.5, 3.1, 3.0941176470588236)","(11.0, 17.0, 16.3125)","(21.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:53:53.657526,"(1.75, 2.06, 2.0508724832214766)","(17.0, 22.0, 20.76923076923077)","(2.5, 3.1, 3.0941176470588236)","(11.0, 17.0, 16.3125)","(21.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:53:54.798134,"(1.75, 2.06, 2.0508724832214766)","(17.0, 22.0, 20.76923076923077)","(2.5, 3.1, 3.0941176470588236)","(11.0, 17.0, 16.3125)","(21.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:53:55.919977,"(1.75, 2.06, 2.0508724832214766)","(17.0, 22.0, 20.76923076923077)","(2.5, 3.1, 3.094736842105263)","(11.0, 17.0, 16.3125)","(21.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:53:56.986956,"(1.75, 2.06, 2.049299363057325)","(17.0, 22.0, 20.76923076923077)","(2.5, 3.1, 3.1086206896551722)","(11.0, 17.0, 16.3125)","(21.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:53:58.046450,"(1.75, 2.06, 2.0485714285714285)","(17.0, 22.0, 20.76923076923077)","(2.5, 3.15, 3.1086206896551722)","(11.0, 17.0, 16.3125)","(21.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:53:59.112174,"(1.75, 2.06, 2.0485714285714285)","(17.0, 22.0, 20.76923076923077)","(2.5, 3.15, 3.1086206896551722)","(11.0, 17.0, 16.3125)","(21.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:54:00.336850,"(1.75, 2.06, 2.049299363057325)","(17.0, 22.0, 20.76923076923077)","(2.5, 3.15, 3.1066666666666665)","(11.0, 17.0, 16.3125)","(21.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:54:01.247807,"(1.75, 2.06, 2.0404651162790697)","(17.0, 22.0, 20.76923076923077)","(2.5, 3.15, 3.1066666666666665)","(11.0, 17.0, 16.3125)","(21.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:54:02.250824,"(1.75, 2.06, 2.04875)","(17.0, 22.0, 20.76923076923077)","(2.5, 3.15, 3.1129629629629627)","(11.0, 17.0, 16.3125)","(21.0, 32.0, 30.615384615384617)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:54:03.390458,"(1.75, 2.06, 2.04875)","(17.0, 22.0, 20.76923076923077)","(2.5, 3.15, 3.1129629629629627)","(11.0, 17.0, 16.3125)","(21.0, 32.0, 30.875)","(17.0, 24.0, 23.19047619047619)"
11-01-2023 13:54:04.775016,"(1.75, 2.06, 2.0533333333333332)","(17.0, 22.0, 20.714285714285715)","(2.5, 3.15, 3.127272727272727)","(11.0, 17.0, 16.3125)","(21.0, 32.0, 30.875)","(17.0, 24.0, 23.105263157894736)"
11-01-2023 13:54:06.111987,"(1.75, 2.06, 2.0533333333333332)","(17.0, 22.0, 20.714285714285715)","(2.5, 3.15, 3.127272727272727)","(11.0, 17.0, 16.3125)","(21.0, 32.0, 30.875)","(17.0, 24.0, 23.105263157894736)"
11-01-2023 13:54:07.360508,"(1.75, 2.06, 2.0545864661654134)","(17.0, 22.0, 20.714285714285715)","(2.5, 3.15, 3.127272727272727)","(11.0, 17.0, 16.3125)","(21.0, 32.0, 30.875)","(17.0, 24.0, 23.105263157894736)"
11-01-2023 13:54:08.645856,"(1.75, 2.06, 2.0545864661654134)","(17.0, 22.0, 20.714285714285715)","(2.5, 3.15, 3.127272727272727)","(11.0, 17.0, 16.3125)","(21.0, 32.0, 30.875)","(17.0, 24.0, 23.105263157894736)"
11-01-2023 13:54:09.870255,"(1.75, 2.06, 2.0545864661654134)","(17.0, 22.0, 20.714285714285715)","(2.5, 3.15, 3.127272727272727)","(11.0, 17.0, 16.3125)","(21.0, 32.0, 30.875)","(17.0, 24.0, 23.105263157894736)"
11-01-2023 13:54:10.926049,"(1.75, 2.06, 2.0545864661654134)","(17.0, 22.0, 20.875)","(2.5, 3.15, 3.1375)","(11.0, 17.0, 16.3125)","(21.0, 32.0, 30.875)","(17.0, 24.0, 23.105263157894736)"
11-01-2023 13:54:12.047528,"(1.75, 2.06, 2.0545864661654134)","(17.0, 21.0, 20.875)","(2.5, 3.15, 3.1375)","(11.0, 17.0, 16.05)","(21.0, 32.0, 30.875)","(17.0, 24.0, 23.105263157894736)"
11-01-2023 13:54:13.187354,"(1.75, 2.06, 2.0559375)","(17.0, 22.0, 20.58823529411765)","(2.5, 3.15, 3.1416666666666666)","(11.0, 16.5, 16.666666666666668)","(21.0, 32.0, 33.42857142857143)","(17.0, 24.0, 23.128205128205128)"
11-01-2023 13:54:14.166078,"(1.75, 2.1, 2.086060606060606)","(17.0, 24.0, 23.571428571428573)","(2.5, 2.86, 2.8547826086956523)","(11.0, 17.0, 16.666666666666668)","(21.0, 34.0, 33.333333333333336)","(17.0, 24.0, 23.21951219512195)"
11-01-2023 13:54:15.137634,"(1.75, 2.1, 2.086046511627907)","(17.0, 30.0, 23.875)","(2.5, 2.84, 2.8273684210526313)","(11.0, 17.0, 16.833333333333332)","(21.0, 36.0, 33.333333333333336)","(17.0, 24.0, 23.21951219512195)"
11-01-2023 13:54:16.127649,"(1.75, 2.1, 2.0828571428571427)","(17.0, 30.0, 28.25)","(2.5, 2.84, 2.8273684210526313)","(11.0, 17.5, 16.833333333333332)","(21.0, 36.0, 33.333333333333336)","(17.0, 24.0, 23.21951219512195)"
11-01-2023 13:54:17.092475,"(1.75, 2.1, 2.0828571428571427)","(17.0, 29.0, 28.57142857142857)","(2.5, 2.84, 2.82)","(11.0, 17.5, 16.833333333333332)","(21.0, 36.0, 33.333333333333336)","(17.0, 24.0, 23.21951219512195)"
11-01-2023 13:54:18.351394,"(1.75, 2.1, 2.086896551724138)","(17.0, 29.0, 28.666666666666664)","(2.5, 2.82, 2.7914285714285714)","(11.0, 17.5, 16.824324324324323)","(21.0, 36.0, 33.333333333333336)","(17.0, 24.0, 23.21951219512195)"
11-01-2023 13:54:19.531451,"(1.75, 2.1, 2.0902564102564103)","(17.0, 29.0, 28.684210526315788)","(2.5, 2.82, 2.7914285714285714)","(11.0, 17.5, 16.71875)","(21.0, 36.0, 33.111111111111114)","(17.0, 24.0, 23.21951219512195)"
11-01-2023 13:54:20.721931,"(1.75, 2.1, 2.0902564102564103)","(17.0, 29.0, 28.684210526315788)","(2.5, 2.82, 2.793913043478261)","(11.0, 17.5, 16.66216216216216)","(21.0, 36.0, 30.428571428571427)","(17.0, 24.0, 23.21951219512195)"
11-01-2023 13:54:22.051598,"(1.75, 2.1, 2.0961290322580646)","(17.0, 29.0, 28.09090909090909)","(2.5, 2.82, 2.7928571428571427)","(11.0, 17.5, 16.657894736842106)","(21.0, 36.0, 31.333333333333332)","(17.0, 24.0, 23.21951219512195)"
11-01-2023 13:54:23.171469,"(1.75, 2.1, 2.0961290322580646)","(17.0, 30.0, 28.09090909090909)","(2.5, 2.82, 2.7963636363636364)","(11.0, 17.5, 16.657894736842106)","(21.0, 36.0, 31.41176470588235)","(17.0, 24.0, 23.21951219512195)"
11-01-2023 13:54:24.225732,"(1.75, 2.12, 2.102222222222222)","(17.0, 29.0, 28.666666666666664)","(2.5, 2.82, 2.795238095238095)","(11.0, 17.5, 16.657894736842106)","(21.0, 36.0, 31.41176470588235)","(17.0, 24.0, 23.21951219512195)"
11-01-2023 13:54:25.399502,"(1.75, 2.12, 2.098823529411765)","(17.0, 29.0, 27.733333333333334)","(2.5, 2.84, 2.834285714285714)","(11.0, 17.5, 16.657894736842106)","(21.0, 36.0, 31.41176470588235)","(17.0, 24.0, 23.21951219512195)"
11-01-2023 13:54:26.481345,"(1.75, 2.12, 2.093150684931507)","(17.0, 28.0, 27.733333333333334)","(2.5, 2.84, 2.844324324324324)","(11.0, 17.5, 16.558823529411764)","(21.0, 36.0, 31.41176470588235)","(17.0, 24.0, 23.21951219512195)"
11-01-2023 13:54:27.494185,"(1.75, 2.1, 2.0973333333333333)","(17.0, 28.0, 27.733333333333334)","(2.5, 2.88, 2.844324324324324)","(11.0, 17.5, 16.555555555555557)","(21.0, 36.0, 31.41176470588235)","(17.0, 24.0, 23.21951219512195)"
11-01-2023 13:54:28.701017,"(1.75, 2.1, 2.088)","(17.0, 28.0, 27.733333333333334)","(2.5, 2.88, 2.878)","(11.0, 17.0, 16.133333333333333)","(21.0, 36.0, 31.41176470588235)","(17.0, 24.0, 23.21951219512195)"
11-01-2023 13:54:29.758678,"(1.75, 2.1, 2.085945945945946)","(17.0, 28.0, 27.733333333333334)","(2.5, 2.9, 2.88)","(11.0, 17.0, 16.125)","(21.0, 36.0, 31.41176470588235)","(17.0, 24.0, 22.925925925925927)"
11-01-2023 13:54:30.849002,"(1.75, 2.1, 2.0837037037037036)","(17.0, 28.0, 27.733333333333334)","(2.5, 2.88, 2.8643478260869566)","(11.0, 17.0, 16.125)","(21.0, 36.0, 31.41176470588235)","(17.0, 23.0, 22.675675675675677)"
11-01-2023 13:54:31.877982,"(1.75, 2.1, 2.0838297872340426)","(17.0, 28.0, 27.733333333333334)","(2.5, 2.9, 2.884)","(11.0, 16.5, 16.05)","(21.0, 36.0, 31.333333333333332)","(17.0, 23.0, 22.675675675675677)"
11-01-2023 13:54:32.856269,"(1.75, 2.1, 2.08625)","(17.0, 28.0, 27.733333333333334)","(2.5, 2.9, 2.884)","(11.0, 16.5, 16.05)","(21.0, 36.0, 31.333333333333332)","(17.0, 23.0, 22.675675675675677)"
11-01-2023 13:54:33.854464,"(1.75, 2.1, 2.0982608695652174)","(17.0, 28.0, 27.733333333333334)","(2.5, 2.9, 2.8855172413793104)","(11.0, 16.5, 16.05)","(21.0, 36.0, 31.333333333333332)","(17.0, 23.0, 22.675675675675677)"
11-01-2023 13:54:34.843778,"(1.75, 2.1, 2.0942857142857143)","(17.0, 28.0, 27.733333333333334)","(2.5, 2.9, 2.88)","(11.0, 16.5, 16.05)","(21.0, 36.0, 31.333333333333332)","(17.0, 23.0, 22.675675675675677)"
11-01-2023 13:54:35.872164,"(1.75, 2.1, 2.097391304347826)","(17.0, 28.0, 27.733333333333334)","(2.5, 2.9, 2.8855172413793104)","(11.0, 16.5, 16.233333333333334)","(21.0, 36.0, 31.333333333333332)","(17.0, 23.0, 22.675675675675677)"
11-01-2023 13:54:36.812070,"(1.75, 2.1, 2.0942857142857143)","(17.0, 28.0, 27.733333333333334)","(2.5, 2.9, 2.8855172413793104)","(11.0, 16.5, 16.233333333333334)","(21.0, 36.0, 31.333333333333332)","(17.0, 23.0, 22.675675675675677)"
11-01-2023 13:54:37.748890,"(1.75, 2.12, 2.0880701754385966)","(17.0, 28.0, 27.733333333333334)","(2.5, 2.88, 2.873846153846154)","(11.0, 16.5, 16.07894736842105)","(21.0, 36.0, 31.333333333333332)","(17.0, 23.0, 22.675675675675677)"
11-01-2023 13:54:38.685009,"(1.75, 2.1, 2.077837837837838)","(17.0, 28.0, 27.733333333333334)","(2.5, 2.9, 2.881333333333333)","(11.0, 16.5, 16.07894736842105)","(21.0, 36.0, 31.333333333333332)","(17.0, 23.0, 22.675675675675677)"
11-01-2023 13:54:39.668196,"(1.75, 2.12, 2.0966666666666667)","(17.0, 27.0, 25.448275862068964)","(2.5, 2.9, 2.896)","(11.0, 16.5, 16.233333333333334)","(21.0, 36.0, 31.333333333333332)","(17.0, 23.0, 22.675675675675677)"
11-01-2023 13:54:40.707427,"(1.75, 2.12, 2.100408163265306)","(17.0, 27.0, 25.392857142857142)","(2.5, 2.9, 2.8878787878787877)","(11.0, 16.5, 16.233333333333334)","(21.0, 36.0, 31.333333333333332)","(17.0, 23.0, 22.675675675675677)"
11-01-2023 13:54:42.088135,"(1.75, 2.12, 2.100408163265306)","(17.0, 27.0, 25.392857142857142)","(2.5, 2.9, 2.874074074074074)","(11.0, 16.5, 16.07894736842105)","(21.0, 36.0, 31.333333333333332)","(17.0, 23.0, 22.675675675675677)"
11-01-2023 13:54:43.229819,"(1.75, 2.12, 2.1055555555555556)","(17.0, 27.0, 25.5)","(2.5, 2.88, 2.7613170731707317)","(11.0, 16.5, 16.571428571428573)","(21.0, 36.0, 31.764705882352942)","(17.0, 23.0, 22.742857142857144)"
11-01-2023 13:54:44.402183,"(1.75, 2.12, 2.1190740740740743)","(17.0, 27.0, 25.545454545454547)","(2.5, 2.78, 2.6961904761904765)","(11.0, 17.0, 16.629032258064516)","(21.0, 36.0, 32.888888888888886)","(17.0, 23.0, 23.444444444444443)"
11-01-2023 13:54:45.577413,"(1.75, 2.16, 2.1558333333333333)","(17.0, 27.0, 25.545454545454547)","(2.5, 2.7, 2.6961904761904765)","(11.0, 17.5, 16.75)","(21.0, 36.0, 32.8421052631579)","(17.0, 25.0, 23.486486486486488)"
