,Stay Focused,Elish Star,Luvaflair,Majestic Dream,Majestic Courtney Nz,Lightning Calder,Peachee,Flingandwingit
10,"[datetime.datetime(2022, 11, 28, 14, 32, 33, 802634), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 33, 802634), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 33, 802634), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 33, 802634), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 33, 802634), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 33, 802634), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 33, 802634), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 33, 802634), 14.0, 29.0]"
11,"[datetime.datetime(2022, 11, 28, 14, 32, 34, 992459), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 34, 992459), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 34, 992459), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 34, 992459), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 34, 992459), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 34, 992459), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 34, 992459), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 34, 992459), 14.0, 29.0]"
12,"[datetime.datetime(2022, 11, 28, 14, 32, 36, 208538), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 36, 208538), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 36, 208538), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 36, 208538), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 36, 208538), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 36, 208538), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 36, 208538), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 36, 208538), 14.0, 29.0]"
13,"[datetime.datetime(2022, 11, 28, 14, 32, 37, 516106), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 37, 516106), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 37, 516106), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 37, 516106), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 37, 516106), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 37, 516106), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 37, 516106), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 37, 516106), 14.0, 29.0]"
14,"[datetime.datetime(2022, 11, 28, 14, 32, 38, 758240), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 38, 758240), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 38, 758240), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 38, 758240), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 38, 758240), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 38, 758240), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 38, 758240), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 38, 758240), 14.0, 29.0]"
15,"[datetime.datetime(2022, 11, 28, 14, 32, 39, 956062), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 39, 956062), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 39, 956062), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 39, 956062), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 39, 956062), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 39, 956062), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 39, 956062), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 39, 956062), 14.0, 29.0]"
16,"[datetime.datetime(2022, 11, 28, 14, 32, 41, 137436), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 41, 137436), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 41, 137436), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 41, 137436), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 41, 137436), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 41, 137436), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 41, 137436), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 41, 137436), 14.0, 29.0]"
17,"[datetime.datetime(2022, 11, 28, 14, 32, 42, 324057), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 42, 324057), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 42, 324057), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 42, 324057), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 42, 324057), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 42, 324057), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 42, 324057), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 42, 324057), 14.0, 29.0]"
18,"[datetime.datetime(2022, 11, 28, 14, 32, 43, 516797), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 43, 516797), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 43, 516797), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 43, 516797), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 43, 516797), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 43, 516797), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 43, 516797), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 43, 516797), 14.0, 29.0]"
19,"[datetime.datetime(2022, 11, 28, 14, 32, 44, 707257), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 44, 707257), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 44, 707257), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 44, 707257), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 44, 707257), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 44, 707257), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 44, 707257), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 44, 707257), 14.0, 29.0]"
20,"[datetime.datetime(2022, 11, 28, 14, 32, 45, 892826), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 45, 892826), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 45, 892826), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 45, 892826), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 45, 892826), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 45, 892826), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 45, 892826), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 45, 892826), 14.0, 29.0]"
21,"[datetime.datetime(2022, 11, 28, 14, 32, 47, 99828), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 47, 99828), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 47, 99828), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 47, 99828), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 47, 99828), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 47, 99828), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 47, 99828), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 47, 99828), 14.0, 29.0]"
22,"[datetime.datetime(2022, 11, 28, 14, 32, 48, 297487), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 48, 297487), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 48, 297487), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 48, 297487), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 48, 297487), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 48, 297487), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 48, 297487), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 48, 297487), 14.0, 29.0]"
23,"[datetime.datetime(2022, 11, 28, 14, 32, 49, 481535), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 49, 481535), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 49, 481535), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 49, 481535), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 49, 481535), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 49, 481535), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 49, 481535), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 49, 481535), 14.0, 29.0]"
24,"[datetime.datetime(2022, 11, 28, 14, 32, 50, 666212), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 50, 666212), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 50, 666212), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 50, 666212), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 50, 666212), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 50, 666212), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 50, 666212), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 50, 666212), 14.0, 29.0]"
25,"[datetime.datetime(2022, 11, 28, 14, 32, 51, 861722), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 51, 861722), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 51, 861722), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 51, 861722), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 51, 861722), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 51, 861722), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 51, 861722), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 51, 861722), 14.0, 29.0]"
26,"[datetime.datetime(2022, 11, 28, 14, 32, 53, 67406), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 53, 67406), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 53, 67406), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 53, 67406), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 53, 67406), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 53, 67406), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 53, 67406), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 53, 67406), 14.0, 29.0]"
27,"[datetime.datetime(2022, 11, 28, 14, 32, 54, 257000), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 54, 257000), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 54, 257000), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 54, 257000), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 54, 257000), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 54, 257000), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 54, 257000), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 54, 257000), 14.0, 29.0]"
28,"[datetime.datetime(2022, 11, 28, 14, 32, 55, 443887), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 55, 443887), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 55, 443887), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 55, 443887), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 55, 443887), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 55, 443887), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 55, 443887), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 55, 443887), 14.0, 29.0]"
29,"[datetime.datetime(2022, 11, 28, 14, 32, 56, 630732), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 56, 630732), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 56, 630732), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 56, 630732), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 56, 630732), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 56, 630732), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 56, 630732), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 56, 630732), 14.0, 29.0]"
30,"[datetime.datetime(2022, 11, 28, 14, 32, 57, 822165), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 57, 822165), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 57, 822165), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 57, 822165), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 57, 822165), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 57, 822165), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 57, 822165), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 57, 822165), 14.0, 29.0]"
31,"[datetime.datetime(2022, 11, 28, 14, 32, 59, 15658), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 32, 59, 15658), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 32, 59, 15658), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 32, 59, 15658), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 32, 59, 15658), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 32, 59, 15658), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 32, 59, 15658), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 32, 59, 15658), 14.0, 29.0]"
32,"[datetime.datetime(2022, 11, 28, 14, 33, 0, 220600), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 33, 0, 220600), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 33, 0, 220600), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 33, 0, 220600), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 33, 0, 220600), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 0, 220600), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 33, 0, 220600), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 33, 0, 220600), 14.0, 29.0]"
33,"[datetime.datetime(2022, 11, 28, 14, 33, 1, 409971), 2.2, 3.3]","[datetime.datetime(2022, 11, 28, 14, 33, 1, 409971), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 33, 1, 409971), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 33, 1, 409971), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 33, 1, 409971), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 1, 409971), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 33, 1, 409971), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 33, 1, 409971), 14.0, 29.0]"
34,"[datetime.datetime(2022, 11, 28, 14, 33, 2, 602890), 2.2, 3.2]","[datetime.datetime(2022, 11, 28, 14, 33, 2, 602890), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 33, 2, 602890), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 33, 2, 602890), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 33, 2, 602890), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 2, 602890), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 33, 2, 602890), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 33, 2, 602890), 14.0, 29.0]"
35,"[datetime.datetime(2022, 11, 28, 14, 33, 3, 809887), 2.2, 3.2]","[datetime.datetime(2022, 11, 28, 14, 33, 3, 809887), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 33, 3, 809887), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 33, 3, 809887), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 33, 3, 809887), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 3, 809887), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 33, 3, 809887), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 33, 3, 809887), 14.0, 29.0]"
36,"[datetime.datetime(2022, 11, 28, 14, 33, 5, 18580), 2.2, 3.2]","[datetime.datetime(2022, 11, 28, 14, 33, 5, 18580), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 33, 5, 18580), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 33, 5, 18580), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 33, 5, 18580), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 5, 18580), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 33, 5, 18580), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 33, 5, 18580), 14.0, 29.0]"
37,"[datetime.datetime(2022, 11, 28, 14, 33, 6, 221243), 2.2, 3.2]","[datetime.datetime(2022, 11, 28, 14, 33, 6, 221243), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 33, 6, 221243), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 33, 6, 221243), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 33, 6, 221243), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 6, 221243), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 33, 6, 221243), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 33, 6, 221243), 14.0, 29.0]"
38,"[datetime.datetime(2022, 11, 28, 14, 33, 7, 405981), 2.2, 3.2]","[datetime.datetime(2022, 11, 28, 14, 33, 7, 405981), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 33, 7, 405981), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 33, 7, 405981), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 33, 7, 405981), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 7, 405981), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 33, 7, 405981), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 33, 7, 405981), 14.0, 29.0]"
39,"[datetime.datetime(2022, 11, 28, 14, 33, 8, 592755), 2.2, 3.2]","[datetime.datetime(2022, 11, 28, 14, 33, 8, 592755), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 14, 33, 8, 592755), 4.4, 7.8]","[datetime.datetime(2022, 11, 28, 14, 33, 8, 592755), 51.0, 160.0]","[datetime.datetime(2022, 11, 28, 14, 33, 8, 592755), 7.0, 99999]","[datetime.datetime(2022, 11, 28, 14, 33, 8, 592755), 51.0, 180.0]","[datetime.datetime(2022, 11, 28, 14, 33, 8, 592755), 6.0, 10.5]","[datetime.datetime(2022, 11, 28, 14, 33, 8, 592755), 14.0, 29.0]"
