,Just Too Fancy,New To Me,Tails Up,Fancy Kelly,Daisy Moments,Balts Agenda
07-12-2022 21:11:49.021377,"(8.5, 16.0, 15.055555555555555)","(18.0, 26.0, 23.06382978723404)","(20.0, 40.0, 38.888888888888886)","(13.0, 17.5, 14.426829268292684)","(10.0, 18.0, 17.790697674418606)","(1.18, 1.34, 1.3366666666666667)"
07-12-2022 21:11:49.952749,"(8.5, 16.0, 15.055555555555555)","(18.0, 26.0, 23.06382978723404)","(20.0, 40.0, 38.888888888888886)","(13.0, 17.5, 14.448717948717949)","(10.0, 18.0, 17.790697674418606)","(1.18, 1.33, 1.3378947368421052)"
07-12-2022 21:11:50.898682,"(8.5, 16.0, 15.035714285714286)","(18.0, 25.0, 23.09090909090909)","(20.0, 40.0, 38.888888888888886)","(13.0, 17.5, 14.448717948717949)","(10.0, 18.0, 17.790697674418606)","(1.18, 1.34, 1.3383333333333334)"
07-12-2022 21:11:51.816874,"(8.5, 16.0, 15.035714285714286)","(18.0, 25.0, 22.8)","(20.0, 40.0, 38.888888888888886)","(13.0, 17.5, 14.432098765432098)","(10.0, 18.0, 17.790697674418606)","(1.18, 1.34, 1.3371428571428572)"
07-12-2022 21:11:52.749773,"(8.5, 16.0, 15.035714285714286)","(18.0, 25.0, 22.8)","(20.0, 40.0, 38.888888888888886)","(13.0, 17.5, 14.454545454545455)","(10.0, 18.0, 17.790697674418606)","(1.18, 1.34, 1.3378947368421052)"
07-12-2022 21:11:53.683802,"(8.5, 16.0, 14.65)","(18.0, 25.0, 22.8)","(20.0, 40.0, 38.888888888888886)","(13.0, 17.5, 14.454545454545455)","(10.0, 18.0, 17.790697674418606)","(1.18, 1.34, 1.3378947368421052)"
07-12-2022 21:11:54.645256,"(8.5, 16.0, 14.65)","(18.0, 25.0, 22.8)","(20.0, 40.0, 38.888888888888886)","(13.0, 17.5, 16.142857142857142)","(10.0, 18.0, 17.790697674418606)","(1.18, 1.34, 1.3378947368421052)"
07-12-2022 21:11:55.584850,"(8.5, 16.0, 14.657894736842104)","(18.0, 25.0, 23.0)","(20.0, 40.0, 38.888888888888886)","(13.0, 17.0, 14.545454545454545)","(10.0, 18.0, 17.790697674418606)","(1.18, 1.34, 1.3378947368421052)"
07-12-2022 21:11:56.722714,"(8.5, 16.0, 15.291666666666666)","(18.0, 25.0, 23.333333333333332)","(20.0, 40.0, 38.888888888888886)","(13.0, 17.0, 14.3)","(10.0, 18.0, 17.821428571428573)","(1.18, 1.34, 1.3385185185185187)"
07-12-2022 21:11:57.669992,"(8.5, 16.0, 15.5)","(18.0, 25.0, 23.0)","(20.0, 40.0, 38.888888888888886)","(13.0, 17.0, 15.714285714285714)","(10.0, 18.0, 17.821428571428573)","(1.18, 1.34, 1.337777777777778)"
07-12-2022 21:11:58.530165,"(8.5, 16.0, 15.5)","(18.0, 25.0, 22.923076923076923)","(20.0, 40.0, 38.888888888888886)","(13.0, 16.0, 15.714285714285714)","(10.0, 18.0, 17.821428571428573)","(1.18, 1.34, 1.33)"
07-12-2022 21:11:59.419565,"(8.5, 16.5, 16.272727272727273)","(18.0, 25.0, 22.923076923076923)","(20.0, 40.0, 38.888888888888886)","(13.0, 15.5, 15.285714285714285)","(10.0, 18.0, 17.821428571428573)","(1.18, 1.33, 1.329387755102041)"
07-12-2022 21:12:00.365350,"(8.5, 16.5, 16.333333333333332)","(18.0, 25.0, 22.857142857142858)","(20.0, 40.0, 38.888888888888886)","(13.0, 15.5, 14.241935483870968)","(10.0, 18.0, 18.25)","(1.18, 1.34, 1.3379310344827586)"
07-12-2022 21:12:01.292791,"(8.5, 18.0, 17.09090909090909)","(18.0, 25.0, 22.857142857142858)","(20.0, 40.0, 38.888888888888886)","(13.0, 15.5, 14.241935483870968)","(10.0, 18.5, 18.25)","(1.18, 1.34, 1.3379310344827586)"
07-12-2022 21:12:02.193643,"(8.5, 18.0, 16.48)","(18.0, 25.0, 22.857142857142858)","(20.0, 40.0, 38.888888888888886)","(13.0, 15.0, 14.8)","(10.0, 18.5, 18.416666666666668)","(1.18, 1.34, 1.3385)"
07-12-2022 21:12:03.089571,"(8.5, 18.0, 16.34285714285714)","(18.0, 25.0, 22.857142857142858)","(20.0, 40.0, 38.888888888888886)","(13.0, 14.5, 14.394736842105264)","(10.0, 18.5, 18.416666666666668)","(1.18, 1.34, 1.3385)"
07-12-2022 21:12:04.017009,"(8.5, 18.0, 16.333333333333332)","(18.0, 25.0, 22.857142857142858)","(20.0, 40.0, 38.888888888888886)","(13.0, 14.5, 14.25)","(10.0, 18.5, 18.416666666666668)","(1.18, 1.34, 1.3385)"
07-12-2022 21:12:04.896384,"(10.0, 18.0, 16.29268292682927)","(18.0, 25.0, 22.857142857142858)","(21.0, 40.0, 38.888888888888886)","(13.0, 14.5, 14.357142857142858)","(11.0, 18.5, 18.363636363636363)","(1.14, 1.34, 1.329344262295082)"
07-12-2022 21:12:05.801426,"(10.0, 18.0, 16.29268292682927)","(18.0, 25.0, 22.857142857142858)","(21.0, 40.0, 38.888888888888886)","(13.0, 14.5, 14.26)","(11.0, 18.5, 18.375)","(1.14, 1.33, 1.329344262295082)"
07-12-2022 21:12:06.702585,"(10.0, 18.0, 16.324324324324323)","(18.0, 25.0, 23.5)","(21.0, 40.0, 38.888888888888886)","(13.0, 14.5, 13.795081967213115)","(11.0, 18.5, 17.92105263157895)","(1.14, 1.34, 1.3342857142857143)"
07-12-2022 21:12:07.615092,"(10.0, 18.0, 16.3)","(18.0, 25.0, 23.666666666666668)","(21.0, 40.0, 38.714285714285715)","(13.0, 14.5, 13.785714285714286)","(11.0, 19.5, 17.75)","(1.14, 1.34, 1.3366666666666667)"
07-12-2022 21:12:08.497082,"(10.0, 18.0, 16.5531914893617)","(18.0, 25.0, 24.166666666666668)","(21.0, 40.0, 38.62068965517241)","(13.0, 14.5, 13.734375)","(11.0, 19.5, 17.75)","(1.14, 1.34, 1.3366666666666667)"
07-12-2022 21:12:09.392053,"(10.0, 18.0, 16.454545454545453)","(18.0, 25.0, 24.166666666666668)","(21.0, 40.0, 38.62068965517241)","(13.0, 14.5, 13.734375)","(11.0, 19.5, 17.640350877192983)","(1.14, 1.35, 1.3394117647058825)"
07-12-2022 21:12:10.272496,"(10.0, 18.0, 16.5)","(18.0, 25.0, 24.166666666666668)","(21.0, 40.0, 38.303030303030305)","(13.0, 14.5, 13.757575757575758)","(11.0, 19.5, 17.640350877192983)","(1.14, 1.35, 1.337777777777778)"
07-12-2022 21:12:11.118699,"(10.0, 18.0, 16.5)","(18.0, 25.0, 24.166666666666668)","(21.0, 40.0, 38.303030303030305)","(13.0, 14.5, 13.757575757575758)","(11.0, 19.5, 17.640350877192983)","(1.14, 1.34, 1.337777777777778)"
07-12-2022 21:12:12.036083,"(10.0, 18.0, 16.59375)","(18.0, 25.0, 24.0)","(21.0, 38.0, 37.52)","(13.0, 14.5, 13.757575757575758)","(11.0, 19.5, 18.88888888888889)","(1.14, 1.35, 1.337777777777778)"
07-12-2022 21:12:12.940980,"(10.0, 18.0, 17.032258064516128)","(18.0, 25.0, 24.333333333333332)","(21.0, 38.0, 37.80952380952381)","(13.0, 14.5, 13.669491525423728)","(11.0, 19.0, 18.88888888888889)","(1.14, 1.34, 1.3475000000000001)"
07-12-2022 21:12:13.891345,"(10.0, 18.0, 17.032258064516128)","(18.0, 25.0, 24.333333333333332)","(21.0, 38.0, 37.52)","(13.0, 14.5, 13.640350877192983)","(11.0, 19.0, 18.88157894736842)","(1.14, 1.35, 1.3493388429752067)"
07-12-2022 21:12:14.863783,"(10.0, 18.0, 17.032258064516128)","(18.0, 25.0, 24.333333333333332)","(21.0, 38.0, 37.357142857142854)","(13.0, 14.5, 13.640350877192983)","(11.0, 19.0, 18.91891891891892)","(1.14, 1.35, 1.3493388429752067)"
07-12-2022 21:12:15.786552,"(10.0, 18.0, 17.032258064516128)","(18.0, 25.0, 24.333333333333332)","(21.0, 38.0, 37.357142857142854)","(13.0, 14.5, 13.640350877192983)","(11.0, 19.0, 18.4)","(1.14, 1.35, 1.3496638655462185)"
07-12-2022 21:12:16.760361,"(10.0, 18.0, 16.636363636363637)","(18.0, 25.0, 24.333333333333332)","(21.0, 38.0, 37.21739130434783)","(13.0, 14.5, 13.709677419354838)","(11.0, 19.0, 18.452380952380953)","(1.14, 1.35, 1.3496638655462185)"
07-12-2022 21:12:17.730493,"(10.0, 18.0, 16.62162162162162)","(18.0, 25.0, 24.2)","(21.0, 38.0, 37.357142857142854)","(13.0, 14.5, 13.709677419354838)","(11.0, 18.5, 18.452380952380953)","(1.14, 1.35, 1.3380392156862746)"
07-12-2022 21:12:18.694672,"(10.0, 18.0, 16.692307692307693)","(18.0, 25.0, 24.333333333333332)","(21.0, 38.0, 37.407407407407405)","(13.0, 14.5, 13.709677419354838)","(11.0, 18.5, 18.452380952380953)","(1.14, 1.34, 1.3279310344827586)"
07-12-2022 21:12:19.570094,"(10.0, 18.0, 16.866666666666667)","(18.0, 25.0, 24.333333333333332)","(21.0, 38.0, 37.666666666666664)","(13.0, 14.5, 13.722222222222221)","(11.0, 18.5, 18.452380952380953)","(1.14, 1.33, 1.336521739130435)"
07-12-2022 21:12:20.494576,"(10.0, 18.0, 16.84090909090909)","(18.0, 25.0, 24.714285714285715)","(21.0, 38.0, 37.666666666666664)","(13.0, 14.5, 14.01086956521739)","(11.0, 18.5, 18.452380952380953)","(1.14, 1.34, 1.3235172413793104)"
07-12-2022 21:12:21.376070,"(10.0, 18.0, 17.02857142857143)","(18.0, 25.0, 24.6)","(21.0, 38.0, 37.42857142857143)","(12.0, 14.5, 14.01086956521739)","(12.0, 18.5, 18.452380952380953)","(1.14, 1.33, 1.325990990990991)"
07-12-2022 21:12:22.297603,"(10.0, 18.0, 17.055555555555557)","(18.0, 25.0, 23.666666666666668)","(21.0, 38.0, 37.666666666666664)","(12.0, 14.5, 14.02127659574468)","(12.0, 18.5, 18.40909090909091)","(1.14, 1.33, 1.325990990990991)"
07-12-2022 21:12:23.193722,"(10.0, 18.0, 17.02857142857143)","(18.0, 25.0, 24.333333333333332)","(21.0, 38.0, 37.42857142857143)","(12.0, 14.5, 14.01086956521739)","(12.0, 18.5, 18.452380952380953)","(1.14, 1.33, 1.3387719298245615)"
07-12-2022 21:12:24.054830,"(10.0, 18.0, 16.84090909090909)","(18.0, 25.0, 24.692307692307693)","(21.0, 38.0, 37.666666666666664)","(12.0, 14.5, 14.01086956521739)","(12.0, 18.5, 18.452380952380953)","(1.14, 1.34, 1.3391071428571428)"
07-12-2022 21:12:24.924875,"(10.0, 18.0, 16.84090909090909)","(18.0, 25.0, 24.75)","(21.0, 38.0, 37.357142857142854)","(12.0, 14.5, 14.01)","(12.0, 18.5, 18.452380952380953)","(1.14, 1.34, 1.3382905982905984)"
07-12-2022 21:12:25.816030,"(10.0, 18.0, 16.84090909090909)","(18.0, 25.0, 24.692307692307693)","(21.0, 38.0, 37.357142857142854)","(12.0, 14.5, 14.01)","(12.0, 18.5, 18.452380952380953)","(1.14, 1.34, 1.3362962962962963)"
07-12-2022 21:12:26.687612,"(10.0, 17.0, 16.916666666666668)","(18.0, 25.0, 23.5)","(21.0, 38.0, 37.357142857142854)","(12.0, 14.5, 14.01)","(12.0, 18.5, 18.452380952380953)","(1.14, 1.34, 1.3362962962962963)"
07-12-2022 21:12:27.615701,"(10.0, 17.0, 16.73076923076923)","(18.0, 25.0, 24.1)","(21.0, 38.0, 37.357142857142854)","(12.0, 14.5, 14.01)","(12.0, 18.5, 18.333333333333332)","(1.14, 1.34, 1.3354545454545454)"
07-12-2022 21:12:28.537398,"(10.0, 17.0, 16.875)","(18.0, 25.0, 23.8)","(21.0, 38.0, 37.666666666666664)","(12.0, 14.5, 14.01)","(12.0, 19.0, 18.333333333333332)","(1.14, 1.34, 1.33375)"
07-12-2022 21:12:29.492717,"(10.0, 17.0, 16.73076923076923)","(18.0, 25.0, 23.8)","(21.0, 38.0, 37.42857142857143)","(12.0, 14.5, 14.01)","(12.0, 19.0, 18.61111111111111)","(1.14, 1.34, 1.3354545454545454)"
07-12-2022 21:12:30.457196,"(10.0, 17.0, 16.666666666666668)","(18.0, 25.0, 23.8)","(21.0, 38.0, 37.666666666666664)","(12.0, 14.5, 14.01)","(12.0, 19.0, 18.653846153846153)","(1.14, 1.34, 1.33375)"
07-12-2022 21:12:31.425190,"(10.0, 17.0, 16.645833333333332)","(18.0, 25.0, 24.16)","(21.0, 38.0, 37.666666666666664)","(12.0, 14.5, 14.011111111111111)","(12.0, 19.0, 18.653846153846153)","(1.14, 1.34, 1.3354545454545454)"
07-12-2022 21:12:32.336371,"(10.0, 17.0, 16.62962962962963)","(18.0, 25.0, 24.16)","(21.0, 38.0, 37.42857142857143)","(12.0, 14.5, 14.011111111111111)","(12.0, 19.0, 18.653846153846153)","(1.14, 1.34, 1.3354545454545454)"
07-12-2022 21:12:33.239634,"(10.0, 17.0, 16.393939393939394)","(18.0, 25.0, 24.076923076923077)","(21.0, 38.0, 37.65217391304348)","(12.0, 14.5, 13.872549019607844)","(12.0, 19.0, 18.653846153846153)","(1.14, 1.34, 1.3372222222222223)"
07-12-2022 21:12:34.093924,"(10.0, 17.0, 16.393939393939394)","(18.0, 25.0, 24.076923076923077)","(21.0, 38.0, 37.666666666666664)","(12.0, 14.5, 14.266666666666666)","(12.0, 19.0, 18.653846153846153)","(1.14, 1.34, 1.3372222222222223)"
07-12-2022 21:12:34.968238,"(10.0, 17.0, 16.393939393939394)","(18.0, 25.0, 24.076923076923077)","(21.0, 38.0, 37.357142857142854)","(12.0, 15.5, 14.214285714285714)","(12.0, 19.0, 18.653846153846153)","(1.14, 1.34, 1.3356521739130436)"
07-12-2022 21:12:35.828570,"(10.0, 17.0, 16.393939393939394)","(18.0, 25.0, 24.076923076923077)","(21.0, 38.0, 37.357142857142854)","(12.0, 15.5, 14.944444444444445)","(12.0, 19.0, 18.71153846153846)","(1.14, 1.34, 1.3356521739130436)"
07-12-2022 21:12:36.790821,"(10.0, 17.0, 16.23076923076923)","(18.0, 25.0, 24.076923076923077)","(21.0, 38.0, 37.666666666666664)","(12.0, 15.5, 14.882352941176471)","(12.0, 19.0, 18.166666666666668)","(1.14, 1.34, 1.3335294117647059)"
07-12-2022 21:12:37.664441,"(10.0, 17.0, 16.23076923076923)","(18.0, 25.0, 24.076923076923077)","(21.0, 38.0, 37.42857142857143)","(12.0, 15.5, 14.625)","(12.0, 19.0, 18.166666666666668)","(1.14, 1.34, 1.3335294117647059)"
07-12-2022 21:12:38.534686,"(10.0, 17.0, 15.714285714285714)","(18.0, 25.0, 23.857142857142858)","(21.0, 38.0, 37.666666666666664)","(12.0, 15.5, 14.916666666666666)","(12.0, 19.0, 18.166666666666668)","(1.14, 1.34, 1.336875)"
07-12-2022 21:12:39.455281,"(10.0, 17.0, 15.897058823529411)","(18.0, 25.0, 23.444444444444443)","(21.0, 38.0, 37.42857142857143)","(12.0, 15.5, 14.625)","(12.0, 19.0, 18.705882352941178)","(1.14, 1.34, 1.3352380952380953)"
07-12-2022 21:12:40.330558,"(10.0, 16.5, 15.785714285714286)","(18.0, 25.0, 23.444444444444443)","(21.0, 38.0, 37.65217391304348)","(12.0, 15.5, 14.642857142857142)","(12.0, 19.0, 18.705882352941178)","(1.14, 1.34, 1.338)"
07-12-2022 21:12:41.268531,"(10.0, 16.5, 15.666666666666666)","(18.0, 25.0, 23.444444444444443)","(21.0, 38.0, 37.407407407407405)","(12.0, 15.5, 14.642857142857142)","(12.0, 19.0, 18.705882352941178)","(1.14, 1.34, 1.3366666666666667)"
07-12-2022 21:12:42.190814,"(10.0, 16.5, 15.964285714285714)","(18.0, 25.0, 23.444444444444443)","(21.0, 38.0, 37.357142857142854)","(12.0, 15.5, 14.642857142857142)","(12.0, 19.0, 18.705882352941178)","(1.14, 1.34, 1.338)"
07-12-2022 21:12:43.114746,"(10.0, 16.5, 15.428571428571429)","(18.0, 25.0, 23.444444444444443)","(21.0, 38.0, 37.357142857142854)","(12.0, 15.5, 14.642857142857142)","(12.0, 19.0, 18.705882352941178)","(1.14, 1.34, 1.339240506329114)"
07-12-2022 21:12:44.065265,"(10.0, 16.5, 15.84375)","(18.0, 25.0, 23.444444444444443)","(21.0, 38.0, 37.357142857142854)","(12.0, 15.5, 14.642857142857142)","(12.0, 19.0, 18.88235294117647)","(1.14, 1.34, 1.3366666666666667)"
07-12-2022 21:12:44.968545,"(10.0, 16.5, 15.375)","(18.0, 25.0, 23.772727272727273)","(21.0, 38.0, 37.4375)","(12.0, 15.5, 14.970588235294118)","(12.0, 19.0, 18.9375)","(1.14, 1.34, 1.338)"
07-12-2022 21:12:45.884771,"(10.0, 16.5, 15.375)","(18.0, 25.0, 23.772727272727273)","(21.0, 38.0, 37.4375)","(12.0, 15.5, 14.916666666666666)","(12.0, 19.0, 18.833333333333332)","(1.14, 1.34, 1.328298969072165)"
07-12-2022 21:12:46.797706,"(10.0, 16.5, 15.552631578947368)","(18.0, 25.0, 23.875)","(21.0, 38.0, 37.4375)","(12.0, 15.5, 14.8)","(12.0, 19.0, 18.4)","(1.14, 1.33, 1.3287368421052632)"
07-12-2022 21:12:47.638630,"(10.0, 16.5, 15.552631578947368)","(18.0, 25.0, 23.82608695652174)","(21.0, 38.0, 37.7037037037037)","(12.0, 15.5, 14.722222222222221)","(12.0, 19.0, 18.833333333333332)","(1.14, 1.33, 1.3287368421052632)"
07-12-2022 21:12:48.538443,"(10.0, 16.5, 15.552631578947368)","(18.0, 25.0, 23.772727272727273)","(21.0, 38.0, 37.483870967741936)","(12.0, 15.5, 15.1)","(12.0, 19.0, 18.714285714285715)","(1.14, 1.34, 1.3385106382978724)"
07-12-2022 21:12:49.451928,"(10.0, 16.5, 15.552631578947368)","(18.0, 25.0, 23.772727272727273)","(21.0, 38.0, 37.7037037037037)","(12.0, 15.5, 14.75)","(12.0, 19.0, 18.727272727272727)","(1.14, 1.35, 1.3405263157894738)"
07-12-2022 21:12:50.370731,"(10.0, 16.5, 15.53448275862069)","(18.0, 25.0, 23.772727272727273)","(21.0, 38.0, 37.642857142857146)","(12.0, 15.5, 15.038461538461538)","(12.0, 19.0, 18.785714285714285)","(1.14, 1.35, 1.3380769230769232)"
07-12-2022 21:12:51.290249,"(10.0, 16.5, 15.529411764705882)","(18.0, 25.0, 23.772727272727273)","(21.0, 38.0, 37.916666666666664)","(12.0, 15.5, 14.75)","(12.0, 19.0, 18.40909090909091)","(1.14, 1.34, 1.3375609756097562)"
07-12-2022 21:12:52.185356,"(10.0, 16.5, 15.535714285714286)","(18.0, 25.0, 23.772727272727273)","(21.0, 38.0, 37.916666666666664)","(12.0, 15.5, 15.038461538461538)","(12.0, 18.5, 18.40909090909091)","(1.14, 1.34, 1.3386111111111112)"
07-12-2022 21:12:53.149028,"(10.0, 16.5, 15.543478260869565)","(18.0, 25.0, 23.772727272727273)","(21.0, 38.0, 37.93103448275862)","(12.0, 15.5, 14.75)","(12.0, 18.5, 18.384615384615383)","(1.14, 1.34, 1.3367741935483872)"
07-12-2022 21:12:54.029912,"(10.0, 16.5, 15.23076923076923)","(18.0, 25.0, 23.22222222222222)","(21.0, 38.0, 37.93103448275862)","(12.0, 15.5, 14.954545454545455)","(12.0, 18.5, 18.384615384615383)","(1.14, 1.34, 1.3380769230769232)"
07-12-2022 21:12:54.948211,"(10.0, 16.5, 15.435483870967742)","(18.0, 25.0, 23.22222222222222)","(21.0, 38.0, 37.93103448275862)","(12.0, 15.5, 14.970588235294118)","(12.0, 18.5, 18.392857142857142)","(1.14, 1.34, 1.3367741935483872)"
07-12-2022 21:12:55.818428,"(10.0, 16.5, 15.23076923076923)","(18.0, 25.0, 23.22222222222222)","(21.0, 42.0, 39.81818181818182)","(12.0, 15.5, 14.970588235294118)","(12.0, 18.5, 18.392857142857142)","(1.14, 1.34, 1.3367741935483872)"
07-12-2022 21:12:56.733500,"(10.0, 16.5, 15.435483870967742)","(18.0, 25.0, 23.2)","(21.0, 40.0, 39.8)","(12.0, 15.5, 14.642857142857142)","(12.0, 18.5, 18.392857142857142)","(1.14, 1.34, 1.3380769230769232)"
07-12-2022 21:12:57.599905,"(10.0, 16.5, 15.23076923076923)","(18.0, 25.0, 23.2)","(21.0, 40.0, 39.8)","(12.0, 15.5, 14.642857142857142)","(12.0, 18.5, 18.392857142857142)","(1.14, 1.34, 1.3367741935483872)"
07-12-2022 21:12:58.482213,"(10.0, 16.5, 15.23076923076923)","(18.0, 25.0, 23.2)","(21.0, 40.0, 39.5)","(12.0, 15.5, 14.642857142857142)","(12.0, 18.5, 18.392857142857142)","(1.14, 1.34, 1.3367741935483872)"
07-12-2022 21:12:59.392368,"(10.0, 16.5, 15.23076923076923)","(18.0, 25.0, 23.8)","(21.0, 40.0, 38.94736842105263)","(12.0, 15.5, 14.642857142857142)","(12.0, 18.5, 18.392857142857142)","(1.14, 1.34, 1.3380769230769232)"
07-12-2022 21:13:00.233219,"(10.0, 16.5, 15.5)","(18.0, 25.0, 23.2)","(21.0, 40.0, 38.434782608695656)","(12.0, 15.5, 14.642857142857142)","(12.0, 18.5, 18.333333333333332)","(1.14, 1.34, 1.3380769230769232)"
07-12-2022 21:13:01.103638,"(10.0, 16.5, 15.23076923076923)","(18.0, 25.0, 23.2)","(21.0, 40.0, 38.434782608695656)","(12.0, 15.5, 15.147058823529411)","(12.0, 18.5, 18.35)","(1.14, 1.34, 1.3380769230769232)"
07-12-2022 21:13:01.978740,"(10.0, 16.5, 15.421875)","(18.0, 25.0, 23.2)","(21.0, 40.0, 38.434782608695656)","(12.0, 15.5, 15.125)","(12.0, 18.5, 18.35)","(1.14, 1.34, 1.3367741935483872)"
07-12-2022 21:13:02.870892,"(10.0, 16.5, 15.222222222222221)","(18.0, 25.0, 23.2)","(21.0, 40.0, 38.434782608695656)","(12.0, 15.5, 14.954545454545455)","(12.0, 18.5, 18.35)","(1.14, 1.34, 1.3312000000000002)"
07-12-2022 21:13:03.843602,"(10.0, 16.5, 15.24)","(18.0, 25.0, 23.22222222222222)","(21.0, 40.0, 39.6)","(12.0, 16.0, 15.464285714285714)","(12.0, 18.5, 18.0)","(1.14, 1.34, 1.3337037037037038)"
07-12-2022 21:13:04.812120,"(10.0, 16.5, 15.444444444444445)","(18.0, 25.0, 24.176470588235293)","(21.0, 40.0, 39.6)","(12.0, 16.0, 15.464285714285714)","(12.0, 18.5, 17.615384615384617)","(1.14, 1.34, 1.3315000000000001)"
07-12-2022 21:13:05.809507,"(10.0, 16.5, 15.3125)","(18.0, 25.0, 24.866666666666667)","(21.0, 40.0, 39.6)","(12.0, 16.0, 15.2)","(12.0, 19.0, 17.615384615384617)","(1.14, 1.34, 1.329387755102041)"
07-12-2022 21:13:06.747811,"(10.0, 16.5, 15.517241379310345)","(18.0, 25.0, 24.866666666666667)","(21.0, 40.0, 39.6)","(12.0, 16.0, 15.2)","(12.0, 19.0, 17.615384615384617)","(1.14, 1.34, 1.3291891891891892)"
07-12-2022 21:13:07.720534,"(10.0, 16.5, 15.3125)","(18.0, 25.0, 24.866666666666667)","(21.0, 42.0, 41.714285714285715)","(12.0, 16.0, 15.636363636363637)","(12.0, 19.0, 17.941176470588236)","(1.14, 1.34, 1.3291891891891892)"
07-12-2022 21:13:08.609618,"(10.0, 16.5, 15.517241379310345)","(18.0, 25.0, 24.866666666666667)","(21.0, 42.0, 41.625)","(12.0, 16.0, 15.333333333333334)","(12.0, 19.0, 17.941176470588236)","(1.14, 1.34, 1.3291891891891892)"
07-12-2022 21:13:09.489092,"(10.0, 16.5, 15.3125)","(18.0, 25.0, 24.866666666666667)","(21.0, 42.0, 41.625)","(12.0, 16.0, 15.6)","(12.0, 19.0, 17.9)","(1.14, 1.34, 1.3291891891891892)"
07-12-2022 21:13:10.344603,"(10.0, 16.5, 15.482142857142858)","(18.0, 25.0, 24.866666666666667)","(21.0, 42.0, 39.46153846153846)","(12.0, 16.0, 15.555555555555555)","(12.0, 19.0, 17.615384615384617)","(1.14, 1.34, 1.3317241379310345)"
07-12-2022 21:13:11.247478,"(10.0, 16.5, 15.26086956521739)","(18.0, 25.0, 24.866666666666667)","(21.0, 42.0, 39.46153846153846)","(12.0, 16.0, 15.789473684210526)","(12.0, 19.0, 17.625)","(1.14, 1.34, 1.3317241379310345)"
07-12-2022 21:13:12.128918,"(10.0, 16.5, 15.482142857142858)","(18.0, 25.0, 24.866666666666667)","(21.0, 42.0, 39.46153846153846)","(12.0, 16.5, 16.41176470588235)","(12.0, 19.0, 17.625)","(1.14, 1.34, 1.3291891891891892)"
07-12-2022 21:13:13.048061,"(10.0, 16.5, 15.26086956521739)","(18.0, 25.0, 24.866666666666667)","(21.0, 42.0, 39.46153846153846)","(12.0, 16.5, 16.41176470588235)","(12.0, 19.0, 17.625)","(1.14, 1.34, 1.3262962962962963)"
07-12-2022 21:13:13.993868,"(10.0, 16.5, 15.517241379310345)","(18.0, 25.0, 24.428571428571427)","(21.0, 42.0, 39.46153846153846)","(12.0, 16.5, 16.41176470588235)","(12.0, 19.0, 17.65)","(1.14, 1.33, 1.3277272727272729)"
07-12-2022 21:13:14.918278,"(10.0, 16.5, 15.3125)","(18.0, 25.0, 24.666666666666668)","(21.0, 42.0, 40.5)","(12.0, 16.5, 16.41176470588235)","(12.0, 19.0, 17.65)","(1.14, 1.33, 1.3262962962962963)"
07-12-2022 21:13:15.835927,"(10.0, 16.5, 15.517241379310345)","(18.0, 25.0, 24.428571428571427)","(21.0, 42.0, 39.75)","(12.0, 16.5, 16.41176470588235)","(12.0, 19.0, 17.916666666666668)","(1.14, 1.33, 1.3277272727272729)"
07-12-2022 21:13:16.780257,"(10.0, 16.5, 15.3125)","(18.0, 25.0, 24.666666666666668)","(21.0, 42.0, 40.5)","(12.0, 16.5, 16.41176470588235)","(12.0, 19.0, 17.615384615384617)","(1.14, 1.33, 1.3262962962962963)"
07-12-2022 21:13:17.710245,"(10.0, 16.5, 15.517241379310345)","(18.0, 25.0, 24.428571428571427)","(21.0, 42.0, 39.75)","(12.0, 16.5, 16.41176470588235)","(12.0, 19.0, 18.076923076923077)","(1.14, 1.33, 1.3141142857142858)"
07-12-2022 21:13:18.604532,"(10.0, 16.5, 15.3125)","(18.0, 25.0, 24.666666666666668)","(21.0, 42.0, 40.5)","(12.0, 16.5, 16.41176470588235)","(12.0, 19.0, 18.076923076923077)","(1.14, 1.33, 1.3175000000000001)"
07-12-2022 21:13:19.550543,"(10.0, 16.5, 15.482142857142858)","(18.0, 25.0, 24.428571428571427)","(21.0, 42.0, 39.91304347826087)","(12.0, 16.5, 16.3)","(12.0, 19.0, 18.076923076923077)","(1.14, 1.33, 1.318)"
07-12-2022 21:13:20.463941,"(10.0, 16.5, 15.26086956521739)","(18.0, 25.0, 24.666666666666668)","(21.0, 42.0, 40.73684210526316)","(12.0, 16.5, 16.4)","(12.0, 19.0, 18.142857142857142)","(1.14, 1.33, 1.318)"
07-12-2022 21:13:21.312085,"(10.0, 16.5, 15.482142857142858)","(18.0, 25.0, 24.428571428571427)","(21.0, 42.0, 39.91304347826087)","(12.0, 16.5, 16.3)","(12.0, 19.0, 18.142857142857142)","(1.14, 1.33, 1.318)"
07-12-2022 21:13:22.177156,"(11.0, 16.5, 15.55)","(17.0, 25.0, 24.875)","(21.0, 42.0, 40.73684210526316)","(12.0, 16.5, 16.40909090909091)","(12.0, 19.5, 19.0)","(1.14, 1.32, 1.3136956521739132)"
07-12-2022 21:13:23.077720,"(11.0, 16.5, 15.55)","(18.0, 25.0, 24.9)","(21.0, 42.0, 39.91304347826087)","(12.0, 16.5, 16.333333333333332)","(13.0, 19.5, 17.710526315789473)","(1.16, 1.32, 1.3136956521739132)"
