,Mi Gusto Es,Sweet T,Runaway Road,Tricky Strong,Ridunculous,Astral Ride,My Slick Nick,Brotherfromanother,A Thousand Idols
16-12-2022 11:51:25.052367,"(2.4, 3.3, 3.215)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:26.751118,"(2.4, 3.3, 3.215)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:28.388022,"(2.4, 3.3, 3.2525)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:30.297265,"(2.4, 3.3, 3.2525)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:32.015333,"(2.4, 3.3, 3.2525)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:33.541671,"(2.4, 3.3, 3.2525)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:35.088873,"(2.4, 3.3, 3.2525)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:36.636610,"(2.4, 3.3, 3.2525)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:38.166216,"(2.4, 3.3, 3.2525)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 155.5)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:39.666539,"(2.4, 3.3, 3.2525)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:41.317332,"(2.4, 3.3, 3.2525)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:42.999478,"(2.4, 3.3, 3.2525)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 206.66666666666666)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:44.806614,"(2.4, 3.3, 3.2457142857142856)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 206.66666666666666)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:47.158146,"(2.4, 3.3, 3.2457142857142856)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 206.66666666666666)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:48.898906,"(2.4, 3.3, 3.2525)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 212.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 206.66666666666666)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:50.456233,"(2.4, 3.3, 3.2525)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 212.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 206.66666666666666)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:52.105139,"(2.4, 3.3, 3.2525)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 212.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 206.66666666666666)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:53.619416,"(2.4, 3.3, 3.2525)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 212.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 206.66666666666666)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:55.238670,"(2.4, 3.3, 3.2525)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 212.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 206.66666666666666)","(26.0, 290.0, 199.33333333333334)"
16-12-2022 11:51:56.865912,"(2.4, 3.3, 3.2525)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 212.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 206.66666666666666)","(26.0, 290.0, 199.33333333333334)"
16-12-2022 11:51:58.403656,"(2.4, 3.3, 3.2525)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 212.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 206.66666666666666)","(26.0, 290.0, 199.33333333333334)"
16-12-2022 11:52:00.044029,"(2.4, 3.3, 3.2525)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 212.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 206.66666666666666)","(26.0, 290.0, 199.33333333333334)"
16-12-2022 11:52:01.999449,"(2.4, 3.3, 3.2762499999999997)","(16.0, 240.0, 125.0)","(3.1, 3.4, 3.275)","(13.0, 190.0, 104.0)","(21.0, 390.0, 270.66666666666663)","(2.35, 3.9, 3.696875)","(19.0, 290.0, 155.0)","(19.0, 300.0, 160.0)","(26.0, 290.0, 154.0)"
16-12-2022 11:52:03.754199,"(2.4, 3.3, 3.2788888888888885)","(16.0, 230.0, 125.0)","(3.1, 3.4, 3.275)","(13.0, 190.0, 72.0)","(21.0, 390.0, 149.33333333333331)","(2.35, 3.9, 3.708823529411765)","(19.0, 290.0, 150.0)","(19.0, 300.0, 110.0)","(26.0, 280.0, 105.33333333333333)"
16-12-2022 11:52:05.522202,"(2.4, 3.3, 3.26)","(16.0, 230.0, 125.0)","(3.1, 3.4, 3.25)","(13.0, 180.0, 72.0)","(21.0, 380.0, 149.33333333333331)","(2.35, 3.9, 3.7125)","(19.0, 280.0, 150.0)","(19.0, 290.0, 110.0)","(26.0, 280.0, 105.33333333333333)"
16-12-2022 11:52:07.150731,"(2.4, 3.25, 3.23)","(16.0, 230.0, 125.0)","(3.1, 3.4, 3.25)","(13.0, 180.0, 72.0)","(21.0, 380.0, 149.33333333333331)","(2.35, 3.9, 3.7125)","(19.0, 280.0, 150.0)","(19.0, 290.0, 110.0)","(26.0, 280.0, 105.33333333333333)"
16-12-2022 11:52:08.860787,"(2.4, 3.25, 3.2136363636363634)","(16.0, 230.0, 125.0)","(3.1, 3.4, 3.238888888888889)","(13.0, 180.0, 72.0)","(21.0, 380.0, 149.33333333333331)","(2.35, 3.9, 3.7125)","(19.0, 280.0, 150.0)","(19.0, 290.0, 110.0)","(26.0, 280.0, 105.33333333333333)"
16-12-2022 11:52:10.440863,"(2.4, 3.25, 3.2136363636363634)","(16.0, 230.0, 125.0)","(3.1, 3.35, 3.325)","(13.0, 180.0, 72.0)","(21.0, 380.0, 149.33333333333331)","(2.35, 3.9, 3.7125)","(19.0, 280.0, 150.0)","(19.0, 290.0, 110.0)","(26.0, 280.0, 105.33333333333333)"
16-12-2022 11:52:11.943465,"(2.35, 3.25, 3.2136363636363634)","(17.0, 230.0, 125.0)","(3.0, 3.45, 3.325)","(14.0, 180.0, 72.0)","(21.0, 380.0, 149.33333333333331)","(2.5, 3.9, 3.7125)","(19.0, 280.0, 150.0)","(19.0, 290.0, 110.0)","(21.0, 280.0, 105.33333333333333)"
16-12-2022 11:52:13.736396,"(2.35, 3.25, 3.2136363636363634)","(17.0, 230.0, 125.0)","(3.0, 3.45, 3.325)","(14.0, 180.0, 72.0)","(21.0, 380.0, 149.33333333333331)","(2.5, 3.9, 3.7125)","(19.0, 280.0, 150.0)","(19.0, 290.0, 110.0)","(21.0, 280.0, 105.33333333333333)"
16-12-2022 11:52:15.849257,"(2.35, 3.25, 3.2136363636363634)","(17.0, 230.0, 125.0)","(3.0, 3.45, 3.4142857142857146)","(14.0, 180.0, 72.0)","(21.0, 380.0, 149.33333333333331)","(2.5, 3.9, 3.2823529411764705)","(19.0, 280.0, 150.0)","(19.0, 290.0, 110.0)","(21.0, 280.0, 105.33333333333333)"
16-12-2022 11:52:18.062493,"(2.35, 3.25, 3.1892857142857145)","(17.0, 230.0, 125.0)","(3.0, 3.45, 3.4083333333333337)","(14.0, 180.0, 72.0)","(21.0, 380.0, 149.33333333333331)","(2.5, 3.9, 3.436363636363636)","(19.0, 280.0, 124.0)","(19.0, 290.0, 110.0)","(21.0, 280.0, 105.33333333333333)"
16-12-2022 11:52:20.417689,"(2.35, 3.35, 3.1892857142857145)","(20.0, 230.0, 125.0)","(3.1, 3.45, 3.4083333333333337)","(15.0, 180.0, 72.0)","(21.0, 380.0, 149.33333333333331)","(2.8, 3.9, 3.4547619047619045)","(21.0, 280.0, 124.0)","(21.0, 290.0, 110.0)","(21.0, 280.0, 105.33333333333333)"
16-12-2022 11:52:22.432242,"(2.45, 3.35, 3.1892857142857145)","(20.0, 230.0, 125.0)","(3.1, 3.45, 3.4083333333333337)","(15.0, 180.0, 72.0)","(21.0, 380.0, 149.33333333333331)","(2.8, 3.9, 3.716666666666667)","(21.0, 280.0, 124.0)","(21.0, 290.0, 110.0)","(21.0, 280.0, 105.33333333333333)"
16-12-2022 11:52:24.056846,"(2.45, 3.35, 3.25625)","(20.0, 230.0, 125.0)","(3.1, 3.45, 3.4083333333333337)","(15.0, 180.0, 72.0)","(21.0, 380.0, 149.33333333333331)","(2.8, 3.85, 3.2875)","(21.0, 280.0, 124.0)","(21.0, 290.0, 110.0)","(21.0, 280.0, 105.33333333333333)"
16-12-2022 11:52:25.586326,"(2.45, 3.35, 3.25625)","(20.0, 230.0, 125.0)","(3.1, 3.45, 3.4083333333333337)","(15.0, 180.0, 72.0)","(21.0, 380.0, 149.33333333333331)","(2.8, 3.85, 3.2875)","(21.0, 280.0, 124.0)","(21.0, 290.0, 110.0)","(21.0, 280.0, 105.33333333333333)"
16-12-2022 11:52:27.063771,"(2.45, 3.35, 3.25625)","(20.0, 230.0, 125.0)","(3.1, 3.45, 3.4083333333333337)","(15.0, 180.0, 72.0)","(21.0, 380.0, 149.33333333333331)","(2.8, 3.85, 3.2875)","(21.0, 280.0, 124.0)","(21.0, 290.0, 110.0)","(21.0, 280.0, 105.33333333333333)"
16-12-2022 11:52:28.575225,"(2.45, 3.35, 3.25625)","(20.0, 230.0, 160.0)","(3.1, 3.45, 3.4083333333333337)","(15.0, 180.0, 94.0)","(21.0, 380.0, 182.0)","(2.8, 3.85, 3.5666666666666664)","(21.0, 280.0, 160.0)","(21.0, 290.0, 130.0)","(21.0, 280.0, 129.0)"
16-12-2022 11:52:30.433794,"(2.45, 3.35, 3.25625)","(20.0, 200.0, 133.33333333333331)","(3.1, 3.45, 3.4083333333333337)","(15.0, 170.0, 89.0)","(21.0, 330.0, 177.0)","(2.8, 3.8, 3.275)","(21.0, 230.0, 153.33333333333334)","(21.0, 240.0, 125.0)","(21.0, 230.0, 124.0)"
16-12-2022 11:52:32.085022,"(2.45, 3.35, 3.25625)","(20.0, 190.0, 105.0)","(3.1, 3.45, 3.4083333333333337)","(15.0, 160.0, 65.33333333333334)","(21.0, 320.0, 129.33333333333331)","(2.8, 3.8, 3.4)","(21.0, 220.0, 120.0)","(21.0, 230.0, 90.0)","(21.0, 230.0, 88.66666666666667)"
16-12-2022 11:52:33.590302,"(2.45, 3.35, 3.25625)","(20.0, 190.0, 105.0)","(3.1, 3.45, 3.4083333333333337)","(15.0, 160.0, 65.33333333333334)","(21.0, 320.0, 129.33333333333331)","(2.8, 3.8, 3.4)","(21.0, 220.0, 120.0)","(21.0, 230.0, 90.0)","(21.0, 230.0, 88.66666666666667)"
16-12-2022 11:52:35.232368,"(2.45, 3.35, 3.25625)","(20.0, 190.0, 105.0)","(3.1, 3.45, 3.4083333333333337)","(15.0, 160.0, 65.33333333333334)","(21.0, 320.0, 129.33333333333331)","(2.8, 3.8, 3.4)","(21.0, 220.0, 120.0)","(21.0, 230.0, 90.0)","(21.0, 230.0, 88.66666666666667)"
16-12-2022 11:52:36.884779,"(2.45, 3.35, 3.25625)","(20.0, 190.0, 105.0)","(3.1, 3.45, 3.4083333333333337)","(15.0, 160.0, 65.33333333333334)","(21.0, 320.0, 129.33333333333331)","(2.8, 3.8, 3.4)","(21.0, 220.0, 120.0)","(21.0, 230.0, 90.0)","(21.0, 230.0, 88.66666666666667)"
16-12-2022 11:52:38.300480,"(2.45, 3.35, 3.25625)","(20.0, 190.0, 100.0)","(3.1, 3.45, 3.4083333333333337)","(15.0, 160.0, 62.0)","(21.0, 320.0, 126.0)","(2.8, 3.8, 3.4)","(21.0, 220.0, 115.0)","(21.0, 230.0, 86.66666666666667)","(21.0, 220.0, 85.33333333333333)"
16-12-2022 11:52:39.832317,"(2.45, 3.35, 3.25625)","(20.0, 180.0, 100.0)","(3.1, 3.45, 3.4083333333333337)","(15.0, 150.0, 79.0)","(21.0, 310.0, 167.0)","(2.8, 3.8, 3.4)","(21.0, 210.0, 140.0)","(21.0, 220.0, 115.0)","(21.0, 220.0, 114.0)"
16-12-2022 11:52:41.332180,"(2.45, 3.35, 3.25625)","(20.0, 170.0, 95.0)","(3.1, 3.45, 3.4083333333333337)","(15.0, 140.0, 58.666666666666664)","(21.0, 300.0, 122.66666666666667)","(2.8, 3.8, 3.4)","(21.0, 200.0, 110.0)","(21.0, 210.0, 83.33333333333334)","(21.0, 210.0, 82.0)"
16-12-2022 11:52:42.745564,"(2.45, 3.35, 3.25625)","(20.0, 170.0, 95.0)","(3.1, 3.45, 3.242857142857143)","(15.0, 140.0, 58.666666666666664)","(21.0, 300.0, 122.66666666666667)","(2.8, 3.8, 3.4)","(21.0, 200.0, 110.0)","(21.0, 210.0, 83.33333333333334)","(21.0, 210.0, 82.0)"
16-12-2022 11:52:44.361018,"(2.45, 3.35, 3.25625)","(20.0, 170.0, 95.0)","(3.1, 3.5, 3.242857142857143)","(15.0, 140.0, 58.666666666666664)","(21.0, 300.0, 122.66666666666667)","(2.8, 3.8, 3.4)","(21.0, 200.0, 110.0)","(21.0, 210.0, 83.33333333333334)","(21.0, 210.0, 82.0)"
16-12-2022 11:52:45.734823,"(2.45, 3.35, 3.25625)","(20.0, 170.0, 117.5)","(3.1, 3.5, 3.242857142857143)","(15.0, 140.0, 58.666666666666664)","(21.0, 300.0, 122.66666666666667)","(2.8, 3.8, 3.4)","(21.0, 200.0, 140.0)","(21.0, 210.0, 83.33333333333334)","(21.0, 210.0, 82.0)"
16-12-2022 11:52:47.205888,"(2.45, 3.35, 3.2704545454545455)","(20.0, 150.0, 110.0)","(3.1, 3.5, 3.242857142857143)","(15.0, 140.0, 58.666666666666664)","(21.0, 300.0, 122.66666666666667)","(2.8, 3.8, 3.4)","(21.0, 200.0, 140.0)","(21.0, 210.0, 83.33333333333334)","(21.0, 210.0, 82.0)"
16-12-2022 11:52:48.702545,"(2.45, 3.35, 3.2704545454545455)","(20.0, 140.0, 110.0)","(3.1, 3.5, 3.242857142857143)","(15.0, 140.0, 58.666666666666664)","(21.0, 300.0, 122.66666666666667)","(2.8, 3.8, 3.4)","(21.0, 200.0, 140.0)","(21.0, 210.0, 83.33333333333334)","(21.0, 210.0, 82.0)"
16-12-2022 11:52:50.278562,"(2.45, 3.35, 3.2704545454545455)","(20.0, 140.0, 92.0)","(3.1, 3.5, 3.242857142857143)","(15.0, 140.0, 69.0)","(21.0, 300.0, 122.66666666666667)","(2.8, 3.8, 3.4)","(21.0, 200.0, 140.0)","(21.0, 210.0, 83.33333333333334)","(21.0, 210.0, 82.0)"
16-12-2022 11:52:51.801844,"(2.45, 3.35, 3.2704545454545455)","(20.0, 140.0, 92.0)","(3.1, 3.5, 3.242857142857143)","(15.0, 120.0, 64.0)","(21.0, 300.0, 122.66666666666667)","(2.8, 3.8, 3.40625)","(21.0, 200.0, 140.0)","(21.0, 210.0, 83.33333333333334)","(21.0, 210.0, 82.0)"
16-12-2022 11:52:53.206222,"(2.45, 3.35, 3.273913043478261)","(20.0, 140.0, 92.0)","(3.1, 3.5, 3.246478873239437)","(15.0, 110.0, 48.66666666666667)","(21.0, 300.0, 191.33333333333334)","(2.8, 3.8, 3.429411764705882)","(21.0, 200.0, 140.0)","(21.0, 210.0, 83.33333333333334)","(21.0, 210.0, 82.0)"
16-12-2022 11:52:54.585728,"(2.5, 3.35, 3.273913043478261)","(21.0, 140.0, 92.0)","(3.1, 3.5, 3.246478873239437)","(16.0, 110.0, 48.66666666666667)","(21.0, 270.0, 184.66666666666666)","(3.0, 3.8, 3.429411764705882)","(21.0, 200.0, 140.0)","(21.0, 210.0, 83.33333333333334)","(20.0, 210.0, 82.0)"
16-12-2022 11:52:55.984266,"(2.5, 3.9, 3.3892857142857142)","(21.0, 140.0, 105.71428571428571)","(3.1, 3.5, 3.246478873239437)","(16.0, 110.0, 48.66666666666667)","(21.0, 260.0, 203.5)","(3.0, 3.8, 3.429411764705882)","(21.0, 200.0, 155.0)","(21.0, 210.0, 83.33333333333334)","(20.0, 210.0, 82.0)"
16-12-2022 11:52:57.302838,"(2.5, 3.9, 3.3892857142857142)","(21.0, 140.0, 105.71428571428571)","(3.1, 3.5, 3.246478873239437)","(16.0, 110.0, 64.25)","(21.0, 260.0, 169.60000000000002)","(3.0, 3.8, 3.429411764705882)","(21.0, 200.0, 148.57142857142856)","(21.0, 210.0, 83.33333333333334)","(20.0, 210.0, 82.0)"
16-12-2022 11:52:58.601846,"(2.5, 3.6, 3.3589285714285717)","(21.0, 140.0, 105.71428571428571)","(3.1, 3.5, 3.246478873239437)","(16.0, 110.0, 64.5)","(21.0, 260.0, 169.60000000000002)","(3.0, 3.8, 3.429411764705882)","(21.0, 170.0, 33.714285714285715)","(21.0, 210.0, 83.33333333333334)","(20.0, 210.0, 82.0)"
16-12-2022 11:52:59.903755,"(2.5, 3.8, 3.5576923076923075)","(21.0, 140.0, 105.71428571428571)","(3.1, 3.5, 3.246478873239437)","(16.0, 110.0, 64.5)","(21.0, 260.0, 169.60000000000002)","(3.0, 3.8, 3.411111111111111)","(21.0, 36.0, 33.714285714285715)","(21.0, 210.0, 83.33333333333334)","(20.0, 210.0, 82.0)"
16-12-2022 11:53:01.197751,"(2.5, 3.9, 3.5413793103448277)","(21.0, 140.0, 105.71428571428571)","(3.1, 3.5, 3.246478873239437)","(16.0, 110.0, 79.66666666666666)","(21.0, 260.0, 203.5)","(3.0, 3.9, 3.811111111111111)","(21.0, 36.0, 33.33333333333333)","(21.0, 210.0, 67.5)","(20.0, 210.0, 114.0)"
16-12-2022 11:53:02.509692,"(2.5, 3.6, 3.29625)","(21.0, 140.0, 105.71428571428571)","(3.1, 3.5, 3.2600000000000002)","(16.0, 110.0, 79.66666666666666)","(21.0, 260.0, 203.5)","(3.0, 3.9, 3.827272727272727)","(21.0, 36.0, 33.714285714285715)","(21.0, 210.0, 67.5)","(20.0, 210.0, 114.0)"
16-12-2022 11:53:03.759693,"(2.5, 3.6, 3.45)","(21.0, 140.0, 105.71428571428571)","(3.1, 3.5, 3.2600000000000002)","(16.0, 110.0, 79.66666666666666)","(21.0, 260.0, 203.5)","(3.0, 3.9, 3.827272727272727)","(21.0, 36.0, 33.714285714285715)","(21.0, 210.0, 100.0)","(20.0, 210.0, 99.0)"
16-12-2022 11:53:04.991492,"(2.5, 3.5, 3.45)","(21.0, 140.0, 105.71428571428571)","(3.1, 3.5, 3.25625)","(16.0, 110.0, 64.75)","(21.0, 260.0, 214.8)","(3.0, 3.9, 3.8619047619047615)","(21.0, 36.0, 31.0)","(21.0, 180.0, 132.5)","(20.0, 180.0, 94.0)"
16-12-2022 11:53:06.264618,"(2.5, 3.5, 3.45)","(21.0, 140.0, 113.33333333333334)","(3.1, 3.5, 3.25625)","(16.0, 110.0, 79.83333333333334)","(21.0, 260.0, 214.8)","(3.0, 3.9, 3.8619047619047615)","(21.0, 36.0, 31.0)","(21.0, 170.0, 132.5)","(20.0, 170.0, 94.0)"
16-12-2022 11:53:07.478186,"(2.6, 3.5, 3.453333333333333)","(21.0, 140.0, 113.33333333333334)","(3.2, 3.5, 3.25625)","(16.0, 110.0, 79.83333333333334)","(21.0, 260.0, 214.8)","(3.1, 3.9, 3.8619047619047615)","(21.0, 36.0, 31.0)","(21.0, 170.0, 110.0)","(20.0, 170.0, 68.66666666666666)"
16-12-2022 11:53:08.883264,"(2.6, 3.5, 3.453333333333333)","(21.0, 140.0, 113.33333333333334)","(3.2, 3.5, 3.25625)","(16.0, 110.0, 79.83333333333334)","(21.0, 260.0, 214.8)","(3.1, 3.9, 3.8619047619047615)","(21.0, 36.0, 31.0)","(21.0, 170.0, 110.0)","(20.0, 170.0, 68.66666666666666)"
16-12-2022 11:53:10.254400,"(2.6, 3.5, 3.453333333333333)","(21.0, 140.0, 113.33333333333334)","(3.2, 3.5, 3.25625)","(16.0, 110.0, 79.83333333333334)","(21.0, 260.0, 214.8)","(3.1, 3.9, 3.65)","(21.0, 36.0, 31.0)","(21.0, 170.0, 110.0)","(20.0, 170.0, 68.66666666666666)"
16-12-2022 11:53:11.648292,"(2.6, 3.5, 3.453333333333333)","(21.0, 140.0, 113.33333333333334)","(3.2, 3.5, 3.4654255319148937)","(16.0, 110.0, 79.83333333333334)","(21.0, 260.0, 214.8)","(3.1, 3.9, 3.86)","(21.0, 36.0, 31.0)","(21.0, 170.0, 32.0)","(20.0, 170.0, 68.66666666666666)"
16-12-2022 11:53:13.151031,"(2.6, 3.5, 3.453333333333333)","(21.0, 140.0, 113.33333333333334)","(3.2, 3.5, 3.2621951219512195)","(16.0, 110.0, 94.91666666666667)","(21.0, 260.0, 214.8)","(3.1, 3.9, 3.8625)","(21.0, 36.0, 31.0)","(21.0, 36.0, 32.0)","(20.0, 170.0, 68.66666666666666)"
16-12-2022 11:53:14.478266,"(2.6, 3.5, 3.453333333333333)","(21.0, 140.0, 80.5)","(3.2, 3.5, 3.364583333333333)","(16.0, 110.0, 100.95)","(21.0, 260.0, 214.8)","(3.1, 3.9, 3.8625)","(21.0, 36.0, 31.0)","(21.0, 36.0, 32.0)","(20.0, 170.0, 68.66666666666666)"
16-12-2022 11:53:15.990783,"(2.6, 3.5, 3.4727272727272727)","(21.0, 140.0, 80.5)","(3.2, 3.5, 3.364583333333333)","(16.0, 110.0, 100.95)","(21.0, 260.0, 214.8)","(3.1, 3.9, 3.8625)","(21.0, 36.0, 31.0)","(21.0, 36.0, 32.0)","(20.0, 170.0, 68.66666666666666)"
16-12-2022 11:53:17.870201,"(2.6, 3.55, 3.4596774193548385)","(21.0, 140.0, 80.5)","(3.2, 3.5, 3.364583333333333)","(16.0, 110.0, 100.95)","(21.0, 260.0, 214.8)","(3.1, 3.9, 3.8625)","(21.0, 36.0, 31.0)","(21.0, 36.0, 32.0)","(20.0, 170.0, 68.66666666666666)"
16-12-2022 11:53:19.299280,"(2.6, 3.55, 3.4596774193548385)","(21.0, 140.0, 80.5)","(3.2, 3.5, 3.261029411764706)","(16.0, 110.0, 100.95)","(21.0, 260.0, 214.8)","(3.1, 3.9, 3.8625)","(21.0, 36.0, 31.0)","(21.0, 36.0, 32.0)","(20.0, 170.0, 68.66666666666666)"
16-12-2022 11:53:20.631339,"(2.6, 3.55, 3.4596774193548385)","(21.0, 140.0, 80.5)","(3.2, 3.5, 3.261029411764706)","(16.0, 110.0, 100.95)","(21.0, 260.0, 214.8)","(3.1, 3.9, 3.8625)","(21.0, 36.0, 31.0)","(21.0, 36.0, 32.0)","(20.0, 170.0, 68.66666666666666)"
16-12-2022 11:53:22.394366,"(2.6, 3.55, 3.4596774193548385)","(21.0, 140.0, 80.5)","(3.2, 3.5, 3.261029411764706)","(16.0, 110.0, 100.95)","(21.0, 260.0, 214.8)","(3.1, 3.9, 3.8625)","(21.0, 36.0, 31.0)","(21.0, 36.0, 32.0)","(20.0, 170.0, 68.66666666666666)"
16-12-2022 11:53:24.334124,"(2.6, 3.55, 3.4596774193548385)","(21.0, 140.0, 80.5)","(3.3, 3.5, 3.261029411764706)","(16.0, 90.0, 77.18181818181819)","(21.0, 260.0, 214.8)","(2.7, 3.9, 3.8625)","(18.0, 36.0, 31.0)","(20.0, 36.0, 32.0)","(21.0, 170.0, 68.66666666666666)"
16-12-2022 11:53:25.909482,"(2.3, 3.55, 3.4596774193548385)","(18.0, 140.0, 80.5)","(3.5, 3.5, 3.261029411764706)","(15.0, 90.0, 78.44999999999999)","(26.0, 260.0, 214.8)","(2.6, 3.9, 3.899840637450199)","(16.0, 36.0, 31.0)","(19.0, 36.0, 32.0)","(21.0, 170.0, 68.66666666666666)"
16-12-2022 11:53:27.448376,"(2.3, 3.6, 3.4676470588235295)","(18.0, 140.0, 80.5)","(3.5, 3.5, 3.267857142857143)","(15.0, 85.0, 73.0909090909091)","(26.0, 260.0, 214.8)","(2.6, 3.9, 4.389075630252101)","(16.0, 36.0, 31.0)","(19.0, 36.0, 32.0)","(21.0, 170.0, 20.5)"
