,Apollo One,Salience,Ria,Nullify,Still Waiting,Ms Lucky Leaves,Dewana Success,Dark Krystal
05-01-2023 13:49:49.482371,"(2.5, 3.4, 3.3)","(5.5, 7.8, 6.6125)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.325)","(8.5, 11.5, 10.842857142857143)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.6, 9.314285714285713)"
05-01-2023 13:49:50.613340,"(2.5, 3.4, 3.3)","(5.5, 7.8, 7.2615384615384615)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.325)","(8.5, 11.5, 10.842857142857143)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.6, 9.314285714285713)"
05-01-2023 13:49:51.696472,"(2.5, 3.4, 3.3)","(5.5, 7.8, 7.2615384615384615)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.325)","(8.5, 11.5, 11.081818181818182)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.6, 9.314285714285713)"
05-01-2023 13:49:52.778002,"(2.5, 3.4, 3.3)","(5.5, 7.6, 7.428571428571428)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.325)","(8.5, 11.5, 11.081818181818182)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.6, 10.25)"
05-01-2023 13:49:53.785459,"(2.5, 3.4, 3.3)","(5.5, 7.6, 7.388235294117647)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.325)","(8.5, 11.5, 11.081818181818182)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 29.1)","(9.0, 10.5, 9.566666666666666)"
05-01-2023 13:49:54.830204,"(2.5, 3.4, 3.3)","(5.5, 7.6, 7.388235294117647)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 3.925)","(8.5, 11.5, 10.733333333333333)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 29.1)","(9.0, 11.5, 9.566666666666666)"
05-01-2023 13:49:55.845002,"(2.5, 3.4, 3.3)","(5.5, 7.6, 7.388235294117647)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 3.925)","(8.5, 11.5, 10.733333333333333)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.18181818181818)","(9.0, 11.5, 9.566666666666666)"
05-01-2023 13:49:56.901808,"(2.5, 3.4, 3.3)","(5.5, 7.4, 6.890909090909091)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.3)","(8.5, 11.5, 10.9)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.5)","(9.0, 11.5, 9.566666666666666)"
05-01-2023 13:49:58.006713,"(2.5, 3.4, 3.3)","(5.5, 7.4, 7.0)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.3)","(8.5, 11.5, 10.9)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.5)","(9.0, 11.5, 9.083333333333332)"
05-01-2023 13:49:59.164399,"(2.5, 3.4, 3.3)","(5.5, 7.4, 7.0)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.522222222222222)","(8.5, 11.5, 10.9)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.5)","(9.0, 11.5, 9.0)"
05-01-2023 13:50:00.392135,"(2.5, 3.4, 3.3)","(5.5, 7.4, 7.0)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.709090909090909)","(8.5, 11.5, 10.9)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 11.0, 8.98)"
05-01-2023 13:50:01.544154,"(2.5, 3.4, 3.3)","(5.5, 7.4, 7.0)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.709090909090909)","(8.5, 11.5, 10.9)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.5, 8.98)"
05-01-2023 13:50:02.694710,"(2.5, 3.5, 3.4076923076923076)","(5.5, 7.4, 7.0)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.325)","(8.5, 11.5, 10.785714285714286)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.5, 8.8375)"
05-01-2023 13:50:03.810649,"(2.5, 3.45, 3.3333333333333335)","(5.5, 8.0, 7.45)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.536111111111111)","(8.5, 11.5, 10.785714285714286)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.5, 8.679166666666667)"
05-01-2023 13:50:04.923757,"(2.5, 3.45, 3.3333333333333335)","(5.5, 8.0, 7.45)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.536111111111111)","(8.5, 11.5, 10.785714285714286)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.5, 8.679166666666667)"
05-01-2023 13:50:06.135968,"(2.5, 3.45, 3.3333333333333335)","(5.5, 8.0, 7.45)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.536111111111111)","(8.5, 11.5, 10.785714285714286)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.5, 8.679166666666667)"
05-01-2023 13:50:07.305011,"(2.5, 3.45, 3.3333333333333335)","(5.5, 8.0, 7.45)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.536111111111111)","(8.5, 11.5, 10.785714285714286)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.5, 8.833333333333332)"
05-01-2023 13:50:08.500646,"(2.5, 3.4, 3.276470588235294)","(5.5, 8.0, 7.45)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.536111111111111)","(8.5, 11.5, 10.785714285714286)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.0, 8.833333333333332)"
05-01-2023 13:50:09.677695,"(2.5, 3.4, 3.276470588235294)","(5.5, 7.8, 7.1499999999999995)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.453846153846154)","(8.5, 11.5, 9.922222222222222)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.0, 8.833333333333332)"
05-01-2023 13:50:10.885885,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.6, 7.027272727272727)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.021951219512195)","(8.5, 10.5, 10.1)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.0, 8.755555555555555)"
05-01-2023 13:50:12.134159,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.6, 7.1499999999999995)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.9, 4.021951219512195)","(8.5, 10.5, 10.1)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.0, 8.755555555555555)"
05-01-2023 13:50:13.321416,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.6, 7.1499999999999995)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.9, 4.021951219512195)","(8.5, 10.5, 10.1)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.0, 8.707692307692307)"
05-01-2023 13:50:14.402404,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.6, 7.1499999999999995)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.9, 4.021951219512195)","(8.5, 10.5, 10.1)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.0, 8.707692307692307)"
05-01-2023 13:50:15.548340,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.6, 7.1499999999999995)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.9, 4.021951219512195)","(8.5, 10.5, 10.1)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 9.8, 8.8)"
05-01-2023 13:50:16.710861,"(2.5, 3.4, 3.276470588235294)","(5.5, 7.6, 7.1499999999999995)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.9, 4.021951219512195)","(8.5, 10.5, 10.1)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 9.8, 8.77142857142857)"
05-01-2023 13:50:17.849921,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.2, 7.6)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.9, 4.275)","(8.5, 11.5, 11.15)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 9.8, 8.77142857142857)"
05-01-2023 13:50:18.966380,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.2, 7.6)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.275)","(8.5, 11.5, 11.15)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 9.8, 8.77142857142857)"
05-01-2023 13:50:20.148543,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.2, 7.6)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.275)","(8.5, 11.5, 10.05)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 9.8, 8.77142857142857)"
05-01-2023 13:50:21.296188,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.2, 7.0)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.275)","(8.5, 12.0, 10.05)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 9.8, 10.761904761904763)"
05-01-2023 13:50:22.453778,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.0, 7.45)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.275)","(8.5, 12.0, 10.05)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 11.5, 10.879999999999999)"
05-01-2023 13:50:23.650551,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.0, 7.741176470588235)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.275)","(8.5, 12.0, 9.75)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 11.5, 10.566666666666666)"
05-01-2023 13:50:24.795379,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.8, 7.3)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.275)","(8.5, 12.0, 9.75)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 11.0, 10.309090909090909)"
05-01-2023 13:50:25.911572,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.8, 7.163636363636364)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.275)","(8.5, 12.0, 10.26923076923077)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.5, 10.08)"
05-01-2023 13:50:27.036438,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.8, 6.834482758620689)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.275)","(8.5, 12.0, 10.26923076923077)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.5, 9.466666666666667)"
05-01-2023 13:50:28.148861,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.8, 6.834482758620689)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.275)","(8.5, 12.0, 10.26923076923077)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.0, 9.466666666666667)"
05-01-2023 13:50:29.211217,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.8, 6.834482758620689)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.275)","(8.5, 12.0, 10.5)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.0, 9.2)"
05-01-2023 13:50:30.285309,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.8, 6.834482758620689)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.275)","(8.5, 12.0, 10.075)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.0, 9.2)"
05-01-2023 13:50:31.274612,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.6, 7.1499999999999995)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.275)","(8.5, 12.0, 10.075)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.0, 9.2)"
05-01-2023 13:50:32.287209,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.6, 7.027272727272727)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.275)","(8.5, 11.0, 10.2125)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.0, 9.2)"
05-01-2023 13:50:33.334635,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.6, 7.1499999999999995)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.275)","(8.5, 11.0, 10.2125)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 10.0, 9.333333333333334)"
05-01-2023 13:50:34.435451,"(2.5, 3.35, 3.213636363636364)","(5.5, 7.6, 7.1499999999999995)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.275)","(8.5, 11.0, 10.2125)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 9.8, 9.333333333333334)"
05-01-2023 13:50:35.515349,"(2.5, 3.35, 3.213636363636364)","(5.5, 7.6, 7.1499999999999995)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.275)","(8.5, 11.0, 9.904347826086957)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 30.76923076923077)","(9.0, 9.8, 9.333333333333334)"
05-01-2023 13:50:36.614581,"(2.5, 3.35, 3.213636363636364)","(5.5, 7.6, 7.1499999999999995)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.275)","(8.5, 11.0, 9.904347826086957)","(10.0, 18.5, 14.782608695652174)","(12.0, 34.0, 30.76923076923077)","(9.0, 9.8, 9.333333333333334)"
05-01-2023 13:50:37.746632,"(2.5, 3.4, 3.3785714285714286)","(5.5, 7.6, 7.1499999999999995)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.17)","(8.5, 11.0, 10.127272727272727)","(10.0, 16.0, 13.9)","(12.0, 34.0, 28.666666666666668)","(9.0, 9.8, 9.333333333333334)"
05-01-2023 13:50:38.861309,"(2.5, 3.35, 3.2805555555555554)","(5.5, 8.0, 7.521739130434782)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.304166666666667)","(8.5, 11.0, 10.127272727272727)","(10.0, 16.0, 15.1)","(12.0, 32.0, 29.307692307692307)","(9.0, 9.8, 9.333333333333334)"
05-01-2023 13:50:39.976771,"(2.5, 3.35, 3.2805555555555554)","(5.5, 8.0, 7.45)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.304166666666667)","(8.5, 11.0, 10.127272727272727)","(10.0, 16.0, 15.1)","(12.0, 32.0, 29.307692307692307)","(9.0, 9.8, 9.8)"
05-01-2023 13:50:41.155888,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.0, 7.45)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.304166666666667)","(8.5, 11.0, 10.127272727272727)","(10.0, 16.0, 15.1)","(12.0, 32.0, 29.307692307692307)","(9.0, 10.5, 9.923076923076923)"
05-01-2023 13:50:42.329869,"(2.5, 3.35, 3.2)","(5.5, 8.0, 6.978571428571429)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.304166666666667)","(8.5, 11.0, 10.127272727272727)","(10.0, 16.0, 15.1)","(12.0, 32.0, 29.307692307692307)","(9.0, 10.5, 9.5625)"
05-01-2023 13:50:43.445890,"(2.5, 3.35, 3.183333333333333)","(5.5, 7.8, 7.564705882352941)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.304166666666667)","(8.5, 11.0, 10.127272727272727)","(10.0, 16.0, 15.1)","(12.0, 32.0, 29.307692307692307)","(9.0, 10.5, 9.204545454545455)"
05-01-2023 13:50:44.545471,"(2.5, 3.35, 3.2214285714285715)","(5.5, 7.8, 7.564705882352941)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.304166666666667)","(8.5, 11.0, 10.127272727272727)","(10.0, 16.0, 15.1)","(12.0, 32.0, 29.307692307692307)","(9.0, 10.5, 9.204545454545455)"
05-01-2023 13:50:45.694024,"(2.5, 3.3, 3.161111111111111)","(5.5, 7.6, 6.5375)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.38)","(8.5, 11.0, 9.8)","(10.0, 16.0, 14.961538461538462)","(12.0, 32.0, 29.307692307692307)","(9.0, 10.5, 9.375)"
05-01-2023 13:50:46.814789,"(2.5, 3.3, 3.161111111111111)","(5.5, 7.6, 6.112500000000001)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.38)","(8.5, 11.0, 9.8)","(10.0, 16.0, 14.961538461538462)","(12.0, 32.0, 29.307692307692307)","(9.0, 10.0, 9.333333333333334)"
05-01-2023 13:50:47.912820,"(2.5, 3.3, 3.161111111111111)","(5.5, 7.6, 6.183333333333334)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.38)","(8.5, 11.0, 10.266666666666667)","(10.0, 16.0, 14.961538461538462)","(12.0, 32.0, 29.307692307692307)","(9.0, 10.0, 9.538461538461538)"
05-01-2023 13:50:49.066506,"(2.5, 3.3, 3.161111111111111)","(5.5, 7.6, 6.183333333333334)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.38)","(8.5, 11.0, 10.266666666666667)","(10.0, 16.0, 14.961538461538462)","(12.0, 32.0, 29.307692307692307)","(9.0, 10.0, 9.411764705882353)"
05-01-2023 13:50:50.164340,"(2.5, 3.3, 3.161111111111111)","(5.5, 7.6, 6.183333333333334)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.38)","(8.5, 11.0, 10.266666666666667)","(10.0, 16.0, 14.961538461538462)","(12.0, 32.0, 29.307692307692307)","(9.0, 10.0, 9.466666666666667)"
05-01-2023 13:50:51.280812,"(2.5, 3.3, 3.161111111111111)","(5.5, 7.6, 6.183333333333334)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.304166666666667)","(8.5, 11.0, 9.90909090909091)","(10.0, 16.0, 14.961538461538462)","(12.0, 32.0, 29.083333333333332)","(9.0, 10.0, 9.466666666666667)"
05-01-2023 13:50:52.411043,"(2.5, 3.4, 3.2055555555555553)","(5.5, 8.2, 6.283333333333333)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.304166666666667)","(8.5, 11.0, 10.294117647058824)","(10.0, 16.0, 14.875)","(12.0, 32.0, 29.083333333333332)","(9.0, 10.0, 9.466666666666667)"
05-01-2023 13:50:53.542910,"(2.5, 3.4, 3.2928571428571427)","(5.5, 8.2, 6.04375)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.304166666666667)","(8.5, 11.0, 10.294117647058824)","(10.0, 16.0, 14.875)","(12.0, 32.0, 29.083333333333332)","(9.0, 9.8, 9.466666666666667)"
05-01-2023 13:50:54.647693,"(2.5, 3.4, 3.3117647058823527)","(5.5, 8.0, 6.6000000000000005)","(21.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.304166666666667)","(8.5, 11.0, 10.294117647058824)","(10.0, 16.0, 14.875)","(12.0, 32.0, 28.18181818181818)","(8.5, 9.8, 9.466666666666667)"
05-01-2023 13:50:55.662588,"(2.5, 3.4, 3.3166666666666664)","(5.5, 8.0, 6.6000000000000005)","(21.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.304166666666667)","(8.5, 11.0, 10.294117647058824)","(10.0, 16.0, 14.875)","(12.0, 32.0, 28.18181818181818)","(8.5, 9.8, 8.925)"
05-01-2023 13:50:56.717726,"(2.5, 3.4, 3.286363636363636)","(5.5, 8.0, 6.6000000000000005)","(21.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.304166666666667)","(8.5, 11.0, 10.1)","(10.0, 16.0, 14.875)","(12.0, 32.0, 28.18181818181818)","(8.5, 9.8, 9.0)"
05-01-2023 13:50:57.766344,"(2.5, 3.4, 3.2928571428571427)","(5.5, 8.0, 6.6000000000000005)","(21.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.403333333333333)","(8.5, 10.5, 9.9)","(10.0, 16.0, 14.875)","(12.0, 32.0, 28.18181818181818)","(8.5, 9.8, 9.0)"
05-01-2023 13:50:58.779880,"(2.5, 3.35, 3.2590909090909093)","(5.5, 8.0, 6.6000000000000005)","(21.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.205)","(8.5, 10.5, 9.922222222222222)","(10.0, 16.0, 14.285714285714285)","(12.0, 32.0, 28.76923076923077)","(8.5, 9.8, 9.0)"
05-01-2023 13:50:59.802345,"(2.5, 3.35, 3.2805555555555554)","(5.5, 7.8, 6.1375)","(21.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.426666666666667)","(8.5, 10.5, 9.922222222222222)","(10.0, 16.0, 14.285714285714285)","(12.0, 32.0, 29.529411764705884)","(8.5, 9.8, 9.054545454545455)"
05-01-2023 13:51:00.922792,"(2.5, 3.35, 3.2805555555555554)","(5.5, 7.8, 6.058333333333334)","(21.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.426666666666667)","(8.5, 10.5, 10.1)","(10.0, 16.0, 13.0)","(12.0, 32.0, 29.529411764705884)","(8.5, 9.6, 9.054545454545455)"
05-01-2023 13:51:02.022065,"(2.5, 3.35, 3.2805555555555554)","(5.5, 7.8, 6.058333333333334)","(21.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.426666666666667)","(8.5, 10.5, 10.1)","(10.0, 16.0, 13.0)","(12.0, 32.0, 29.529411764705884)","(8.5, 9.6, 9.054545454545455)"
05-01-2023 13:51:03.100721,"(2.5, 3.35, 3.2805555555555554)","(5.5, 7.8, 6.058333333333334)","(21.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.426666666666667)","(8.5, 10.5, 10.1)","(10.0, 16.0, 12.307692307692308)","(12.0, 32.0, 29.529411764705884)","(8.5, 9.6, 9.054545454545455)"
05-01-2023 13:51:04.172807,"(2.5, 3.35, 3.2805555555555554)","(5.5, 7.8, 6.058333333333334)","(21.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.426666666666667)","(8.5, 10.5, 10.1)","(10.0, 16.0, 13.176470588235293)","(12.0, 32.0, 29.529411764705884)","(8.5, 9.6, 9.054545454545455)"
05-01-2023 13:51:05.265351,"(2.5, 3.5, 3.425)","(5.5, 7.8, 6.183333333333334)","(21.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.391666666666667)","(8.5, 10.5, 13.65)","(10.0, 16.0, 16.25)","(12.0, 32.0, 29.529411764705884)","(8.5, 9.6, 9.054545454545455)"
05-01-2023 13:51:06.355823,"(2.5, 3.4, 3.3166666666666664)","(5.5, 7.6, 6.183333333333334)","(21.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.391666666666667)","(8.5, 14.5, 12.275)","(10.0, 17.5, 17.633333333333333)","(12.0, 32.0, 28.857142857142858)","(8.5, 9.6, 8.775)"
05-01-2023 13:51:07.470574,"(2.5, 3.4, 3.25)","(5.5, 7.6, 6.183333333333334)","(21.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.391666666666667)","(8.5, 14.0, 11.042857142857143)","(10.0, 18.0, 17.633333333333333)","(12.0, 32.0, 29.529411764705884)","(8.5, 9.4, 8.672727272727274)"
05-01-2023 13:51:08.625259,"(2.5, 3.4, 3.25)","(5.5, 7.6, 6.183333333333334)","(21.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.391666666666667)","(8.5, 14.0, 10.076470588235294)","(10.0, 18.0, 15.5)","(12.0, 32.0, 29.529411764705884)","(8.5, 9.4, 8.672727272727274)"
05-01-2023 13:51:09.795306,"(2.5, 3.4, 3.2548387096774194)","(5.5, 7.6, 6.183333333333334)","(21.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.391666666666667)","(8.5, 14.0, 11.971428571428572)","(10.0, 18.0, 16.875)","(12.0, 32.0, 28.76923076923077)","(8.5, 9.4, 8.672727272727274)"
05-01-2023 13:51:10.914504,"(2.5, 3.4, 3.2548387096774194)","(5.5, 7.6, 6.183333333333334)","(21.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.391666666666667)","(8.5, 13.0, 11.036363636363637)","(10.0, 18.0, 16.46153846153846)","(12.0, 32.0, 28.11764705882353)","(8.5, 9.4, 8.672727272727274)"
05-01-2023 13:51:12.059367,"(2.5, 3.35, 3.25)","(5.5, 7.6, 6.183333333333334)","(21.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.391666666666667)","(8.5, 13.0, 10.944444444444445)","(10.0, 19.0, 15.63888888888889)","(12.0, 32.0, 28.76923076923077)","(8.5, 9.4, 8.775)"
05-01-2023 13:51:13.247701,"(2.5, 3.3, 3.157142857142857)","(5.5, 8.2, 6.977777777777778)","(21.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.275)","(8.5, 12.5, 10.944444444444445)","(10.0, 19.0, 15.63888888888889)","(12.0, 32.0, 28.76923076923077)","(8.5, 9.4, 9.818181818181818)"
05-01-2023 13:51:14.309585,"(2.5, 3.3, 3.126666666666667)","(5.5, 8.2, 6.283333333333333)","(21.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.275)","(8.5, 12.5, 10.657894736842104)","(10.0, 19.0, 15.63888888888889)","(12.0, 32.0, 28.76923076923077)","(8.5, 10.5, 9.818181818181818)"
05-01-2023 13:51:15.370394,"(2.5, 3.3, 3.1307692307692307)","(5.5, 8.2, 6.155555555555556)","(21.0, 46.0, 38.3)","(3.8, 4.8, 4.275)","(8.5, 12.0, 10.5)","(10.0, 19.0, 15.333333333333334)","(12.0, 32.0, 28.76923076923077)","(8.5, 10.5, 9.409090909090908)"
05-01-2023 13:51:16.487413,"(2.5, 3.3, 3.1307692307692307)","(5.5, 8.0, 6.6000000000000005)","(21.0, 46.0, 38.3)","(3.8, 4.8, 4.275)","(8.5, 11.5, 10.666666666666666)","(10.0, 19.0, 15.333333333333334)","(12.0, 32.0, 28.76923076923077)","(8.5, 10.5, 8.933333333333334)"
05-01-2023 13:51:17.566460,"(2.5, 3.3, 3.1307692307692307)","(5.5, 8.0, 6.6000000000000005)","(21.0, 46.0, 38.3)","(3.8, 4.8, 4.275)","(8.5, 11.5, 10.0)","(10.0, 19.0, 15.63888888888889)","(12.0, 32.0, 28.76923076923077)","(8.5, 10.0, 9.2)"
05-01-2023 13:51:18.608042,"(2.5, 3.3, 3.1307692307692307)","(5.5, 8.0, 6.6000000000000005)","(21.0, 46.0, 38.3)","(3.8, 4.8, 4.275)","(8.5, 11.0, 9.8)","(10.0, 19.0, 15.63888888888889)","(12.0, 32.0, 28.76923076923077)","(8.5, 10.0, 9.2)"
