,Giuliano,Chloe What,Rowdys Rebel,Homebush Olivia,Opawa Nicky,Mitcham Cam,Princely Asset,Homebush Zip
10-01-2023 09:50:36.466346,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:37.549374,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:38.619494,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:39.665839,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:40.680482,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:41.694847,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:42.674403,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:43.688290,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:44.730635,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:45.763978,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:46.819434,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:47.889539,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:48.934711,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:50.037487,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:51.098906,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:52.138712,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:53.190335,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:54.188042,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:55.194975,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:56.239399,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:57.259874,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:58.282956,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:50:59.346403,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:00.402822,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:01.429666,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:02.479969,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:03.545978,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:04.580257,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:05.620214,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:06.626514,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:07.670428,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:08.703329,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.0)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:09.741826,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:10.770100,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:11.800238,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:12.817224,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:13.863222,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:14.928734,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:15.992389,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:17.025579,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:18.041257,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:19.107370,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:20.150939,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:21.179779,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:22.209501,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:23.260643,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:24.284557,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:25.313185,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.7, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:26.317443,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:27.326830,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:28.348263,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:29.356314,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:30.407921,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:31.417021,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:32.434059,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:33.455549,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:34.511176,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:35.533255,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:36.583925,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:37.652152,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:38.669738,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:39.705847,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:40.672284,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:41.678604,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 10.88)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:42.682990,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 9.899999999999999)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:43.689414,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 9.899999999999999)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:44.680267,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 9.899999999999999)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:45.679679,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 9.899999999999999)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:46.691314,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 9.899999999999999)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:47.686120,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 9.899999999999999)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:48.715612,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 9.899999999999999)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:49.714155,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 9.899999999999999)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:50.731244,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 9.899999999999999)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:51.731396,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 9.899999999999999)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:52.739946,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 9.899999999999999)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:53.752506,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 9.899999999999999)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:54.773371,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 9.899999999999999)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:55.803618,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 9.899999999999999)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:56.788046,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 9.899999999999999)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:57.798313,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 9.899999999999999)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:58.804578,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 9.899999999999999)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:51:59.861343,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 9.899999999999999)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:52:00.864151,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 9.899999999999999)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
10-01-2023 09:52:01.884796,"(4.0, 6.2, 5.948214285714286)","(7.5, 13.5, 12.571428571428571)","(3.6, 6.2, 5.775)","(19.0, 160.0, 92.02631578947368)","(7.0, 12.5, 11.615)","(4.2, 15.0, 11.025)","(8.5, 19.0, 18.228571428571428)","(7.5, 18.0, 16.821052631578947)"
