,In Range,Wild Reputation,Elswyk Rocky,Deadly Express,Udellar Bale,Shanlyn Bear,Gunai Prince,Zipping Spencer
11-01-2023 21:26:09.908774,"(6.0, 11.0, 10.8)","(3.8, 4.4, 4.25)","(21.0, 46.0, 45.18918918918919)","(14.0, 25.0, 22.64864864864865)","(21.0, 40.0, 34.285714285714285)","(81.0, 330.0, 196.66666666666666)","(1.6, 1.88, 1.844)","(20.0, 32.0, 28.11111111111111)"
11-01-2023 21:26:10.999721,"(6.0, 11.0, 10.733333333333334)","(3.8, 4.4, 4.266666666666667)","(21.0, 46.0, 45.18918918918919)","(14.0, 25.0, 22.64864864864865)","(21.0, 40.0, 34.285714285714285)","(81.0, 330.0, 202.0)","(1.6, 1.85, 1.844)","(20.0, 32.0, 28.11111111111111)"
11-01-2023 21:26:12.178881,"(6.0, 11.0, 10.261538461538462)","(3.8, 4.4, 4.285714285714286)","(21.0, 46.0, 45.18918918918919)","(14.0, 25.0, 22.64864864864865)","(21.0, 40.0, 34.285714285714285)","(81.0, 330.0, 196.66666666666666)","(1.6, 1.85, 1.844)","(20.0, 32.0, 26.285714285714285)"
11-01-2023 21:26:13.389245,"(6.0, 11.0, 9.755555555555556)","(3.8, 4.4, 4.285714285714286)","(21.0, 46.0, 45.18918918918919)","(14.0, 25.0, 22.64864864864865)","(21.0, 40.0, 34.285714285714285)","(81.0, 330.0, 196.66666666666666)","(1.6, 1.85, 1.844)","(20.0, 32.0, 26.285714285714285)"
11-01-2023 21:26:14.482794,"(6.0, 10.5, 10.3625)","(3.8, 4.4, 4.285714285714286)","(21.0, 46.0, 45.18918918918919)","(14.0, 25.0, 22.64864864864865)","(21.0, 40.0, 34.285714285714285)","(81.0, 330.0, 196.66666666666666)","(1.6, 1.85, 1.844)","(20.0, 32.0, 26.285714285714285)"
11-01-2023 21:26:15.607578,"(6.5, 11.0, 9.755555555555556)","(3.7, 4.4, 4.285714285714286)","(26.0, 46.0, 45.18918918918919)","(16.0, 25.0, 22.64864864864865)","(26.0, 40.0, 34.285714285714285)","(101.0, 330.0, 196.66666666666666)","(1.55, 1.85, 1.844)","(20.0, 32.0, 26.285714285714285)"
11-01-2023 21:26:16.724615,"(6.5, 11.0, 10.2)","(3.7, 4.4, 4.285714285714286)","(26.0, 46.0, 45.18918918918919)","(16.0, 25.0, 22.64864864864865)","(26.0, 40.0, 34.285714285714285)","(101.0, 330.0, 196.66666666666666)","(1.55, 1.85, 1.844)","(20.0, 32.0, 26.285714285714285)"
11-01-2023 21:26:17.834294,"(6.5, 10.5, 10.3625)","(3.7, 4.4, 4.285714285714286)","(26.0, 46.0, 45.18918918918919)","(16.0, 25.0, 22.64864864864865)","(26.0, 40.0, 34.285714285714285)","(101.0, 330.0, 196.66666666666666)","(1.55, 1.85, 1.844)","(20.0, 32.0, 28.55)"
11-01-2023 21:26:19.132719,"(6.5, 10.5, 9.85)","(3.7, 4.4, 4.285714285714286)","(26.0, 55.0, 51.333333333333336)","(16.0, 25.0, 22.64864864864865)","(26.0, 40.0, 34.285714285714285)","(101.0, 330.0, 196.66666666666666)","(1.55, 1.86, 1.84)","(20.0, 32.0, 28.46153846153846)"
11-01-2023 21:26:20.484032,"(6.5, 10.5, 10.16)","(3.7, 4.4, 4.285714285714286)","(26.0, 55.0, 52.8)","(16.0, 25.0, 22.64864864864865)","(26.0, 40.0, 34.285714285714285)","(101.0, 330.0, 196.66666666666666)","(1.55, 1.86, 1.842857142857143)","(20.0, 32.0, 28.46153846153846)"
11-01-2023 21:26:21.658901,"(6.5, 11.0, 10.272727272727273)","(3.7, 4.4, 4.285714285714286)","(26.0, 55.0, 52.8)","(16.0, 25.0, 22.64864864864865)","(26.0, 40.0, 34.285714285714285)","(101.0, 330.0, 196.66666666666666)","(1.55, 1.86, 1.85)","(20.0, 32.0, 28.46153846153846)"
11-01-2023 21:26:22.812115,"(6.5, 11.0, 10.485714285714286)","(3.7, 4.4, 4.2375)","(26.0, 55.0, 50.94736842105263)","(16.0, 25.0, 22.64864864864865)","(26.0, 40.0, 34.285714285714285)","(101.0, 330.0, 196.66666666666666)","(1.55, 1.86, 1.8576923076923078)","(20.0, 32.0, 28.46153846153846)"
11-01-2023 21:26:24.328937,"(6.5, 11.0, 10.485714285714286)","(3.7, 4.4, 4.2375)","(26.0, 55.0, 53.02564102564102)","(16.0, 25.0, 22.64864864864865)","(26.0, 40.0, 34.285714285714285)","(101.0, 330.0, 196.66666666666666)","(1.55, 1.85, 1.844)","(20.0, 32.0, 28.46153846153846)"
11-01-2023 21:26:25.847636,"(6.5, 11.0, 10.373913043478261)","(3.7, 4.4, 4.2375)","(26.0, 55.0, 53.075)","(16.0, 25.0, 22.64864864864865)","(26.0, 40.0, 35.07142857142857)","(101.0, 330.0, 196.66666666666666)","(1.55, 1.85, 1.84)","(20.0, 32.0, 28.46153846153846)"
11-01-2023 21:26:27.061510,"(6.5, 11.0, 10.373913043478261)","(3.7, 4.4, 4.2375)","(26.0, 55.0, 53.075)","(16.0, 25.0, 22.64864864864865)","(26.0, 40.0, 35.94117647058823)","(101.0, 330.0, 202.0)","(1.55, 1.86, 1.8578947368421053)","(20.0, 32.0, 28.46153846153846)"
11-01-2023 21:26:28.343185,"(6.5, 11.0, 10.373913043478261)","(3.7, 4.4, 4.2375)","(26.0, 55.0, 53.075)","(16.0, 25.0, 22.64864864864865)","(26.0, 40.0, 35.94117647058823)","(101.0, 330.0, 245.0)","(1.55, 1.86, 1.8471428571428572)","(20.0, 32.0, 28.46153846153846)"
11-01-2023 21:26:29.682416,"(6.5, 11.0, 10.373913043478261)","(3.7, 4.4, 4.2375)","(26.0, 55.0, 53.075)","(16.0, 25.0, 22.666666666666668)","(26.0, 40.0, 35.94117647058823)","(101.0, 330.0, 196.66666666666666)","(1.55, 1.86, 1.8566666666666667)","(20.0, 32.0, 28.46153846153846)"
11-01-2023 21:26:30.919023,"(6.5, 11.0, 10.373913043478261)","(3.7, 4.4, 4.2375)","(26.0, 55.0, 53.075)","(16.0, 25.0, 22.666666666666668)","(26.0, 40.0, 36.368421052631575)","(101.0, 330.0, 196.66666666666666)","(1.55, 1.86, 1.8566666666666667)","(20.0, 32.0, 28.46153846153846)"
11-01-2023 21:26:32.112218,"(6.5, 11.0, 10.373913043478261)","(3.7, 4.4, 4.2375)","(26.0, 55.0, 53.075)","(16.0, 25.0, 22.666666666666668)","(26.0, 40.0, 36.91428571428571)","(101.0, 330.0, 196.66666666666666)","(1.55, 1.86, 1.8566666666666667)","(20.0, 32.0, 28.46153846153846)"
11-01-2023 21:26:33.446232,"(6.5, 11.0, 10.373913043478261)","(3.7, 4.4, 4.2375)","(26.0, 55.0, 53.075)","(16.0, 25.0, 22.666666666666668)","(26.0, 40.0, 37.1875)","(101.0, 330.0, 196.66666666666666)","(1.55, 1.86, 1.8566666666666667)","(20.0, 32.0, 28.46153846153846)"
11-01-2023 21:26:34.671862,"(6.5, 11.0, 10.373913043478261)","(3.7, 4.4, 4.2375)","(26.0, 55.0, 53.02564102564102)","(16.0, 25.0, 22.666666666666668)","(26.0, 40.0, 37.1875)","(101.0, 330.0, 196.66666666666666)","(1.55, 1.86, 1.8566666666666667)","(20.0, 32.0, 28.46153846153846)"
11-01-2023 21:26:35.888847,"(6.5, 11.0, 10.466666666666667)","(3.7, 4.4, 4.2375)","(26.0, 55.0, 50.1)","(16.0, 25.0, 22.666666666666668)","(26.0, 40.0, 37.1875)","(101.0, 330.0, 196.66666666666666)","(1.55, 1.86, 1.8566666666666667)","(20.0, 32.0, 28.46153846153846)"
11-01-2023 21:26:37.089565,"(6.5, 11.0, 10.466666666666667)","(3.7, 4.4, 4.2375)","(26.0, 55.0, 50.1)","(16.0, 25.0, 22.666666666666668)","(26.0, 40.0, 37.1875)","(101.0, 330.0, 196.66666666666666)","(1.55, 1.86, 1.8566666666666667)","(20.0, 32.0, 28.46153846153846)"
11-01-2023 21:26:38.217634,"(6.5, 11.0, 10.466666666666667)","(3.7, 4.4, 4.2375)","(26.0, 55.0, 51.9375)","(16.0, 25.0, 23.303030303030305)","(26.0, 40.0, 37.567567567567565)","(101.0, 330.0, 292.5)","(1.55, 1.86, 1.846)","(20.0, 32.0, 28.863636363636363)"
11-01-2023 21:26:39.352745,"(6.5, 11.0, 10.015384615384615)","(3.7, 4.4, 4.276190476190476)","(26.0, 55.0, 53.36666666666667)","(16.0, 25.0, 22.906976744186046)","(26.0, 40.0, 37.567567567567565)","(101.0, 330.0, 274.2857142857143)","(1.55, 1.86, 1.8382352941176472)","(20.0, 32.0, 28.863636363636363)"
11-01-2023 21:26:40.486235,"(6.5, 11.0, 10.55)","(3.7, 4.4, 4.2375)","(26.0, 55.0, 53.36666666666667)","(16.0, 25.0, 22.906976744186046)","(26.0, 40.0, 37.567567567567565)","(101.0, 330.0, 276.6666666666667)","(1.55, 1.85, 1.8461290322580646)","(20.0, 32.0, 28.863636363636363)"
11-01-2023 21:26:41.671784,"(6.5, 11.0, 10.55)","(3.7, 4.4, 4.2375)","(26.0, 55.0, 53.775)","(16.0, 25.0, 22.906976744186046)","(26.0, 40.0, 37.567567567567565)","(101.0, 320.0, 233.33333333333334)","(1.55, 1.85, 1.85)","(20.0, 32.0, 28.863636363636363)"
11-01-2023 21:26:42.808734,"(6.5, 10.5, 10.05)","(3.7, 4.4, 4.253846153846154)","(26.0, 55.0, 53.775)","(16.0, 25.0, 22.1875)","(26.0, 40.0, 37.567567567567565)","(101.0, 320.0, 296.66666666666663)","(1.55, 1.86, 1.8425)","(20.0, 32.0, 28.863636363636363)"
11-01-2023 21:26:44.006908,"(6.5, 11.0, 10.79)","(3.7, 4.4, 4.258333333333334)","(26.0, 55.0, 53.775)","(16.0, 25.0, 21.526315789473685)","(26.0, 40.0, 37.5)","(101.0, 320.0, 243.63636363636363)","(1.55, 1.86, 1.840769230769231)","(20.0, 32.0, 28.790697674418606)"
11-01-2023 21:26:45.217446,"(6.5, 11.0, 10.75)","(3.7, 4.4, 4.238095238095238)","(26.0, 55.0, 53.775)","(16.0, 25.0, 22.17142857142857)","(26.0, 40.0, 37.23076923076923)","(101.0, 320.0, 260.0)","(1.55, 1.85, 1.8373684210526318)","(20.0, 32.0, 28.790697674418606)"
11-01-2023 21:26:46.612699,"(6.5, 11.0, 10.181818181818182)","(3.7, 4.4, 4.269230769230769)","(26.0, 55.0, 53.775)","(16.0, 25.0, 22.394736842105264)","(26.0, 40.0, 37.0)","(101.0, 320.0, 296.66666666666663)","(1.55, 1.85, 1.8373684210526318)","(20.0, 32.0, 28.790697674418606)"
11-01-2023 21:26:47.898429,"(6.5, 11.0, 10.571428571428571)","(3.7, 4.4, 4.221052631578948)","(26.0, 55.0, 53.775)","(16.0, 25.0, 22.697674418604652)","(26.0, 40.0, 37.0)","(101.0, 320.0, 296.66666666666663)","(1.55, 1.85, 1.8373684210526318)","(20.0, 32.0, 28.790697674418606)"
11-01-2023 21:26:49.243163,"(6.5, 11.0, 10.571428571428571)","(3.7, 4.4, 4.238095238095238)","(26.0, 55.0, 53.775)","(16.0, 25.0, 22.697674418604652)","(26.0, 40.0, 37.0)","(101.0, 320.0, 296.66666666666663)","(1.55, 1.85, 1.8373684210526318)","(20.0, 32.0, 28.790697674418606)"
11-01-2023 21:26:50.823985,"(6.5, 11.0, 10.571428571428571)","(3.7, 4.4, 4.269230769230769)","(26.0, 55.0, 53.775)","(16.0, 25.0, 22.394736842105264)","(26.0, 40.0, 37.0)","(101.0, 320.0, 304.44444444444446)","(1.55, 1.85, 1.8373684210526318)","(20.0, 32.0, 28.790697674418606)"
11-01-2023 21:26:52.306962,"(6.5, 11.0, 10.571428571428571)","(3.7, 4.4, 4.269230769230769)","(26.0, 55.0, 53.775)","(16.0, 25.0, 22.428571428571427)","(26.0, 40.0, 37.0)","(101.0, 320.0, 304.44444444444446)","(1.55, 1.85, 1.8373684210526318)","(20.0, 32.0, 28.790697674418606)"
11-01-2023 21:26:53.845586,"(6.5, 11.0, 10.705882352941176)","(3.7, 4.4, 4.253846153846154)","(26.0, 55.0, 53.775)","(16.0, 25.0, 22.428571428571427)","(26.0, 40.0, 37.0)","(101.0, 320.0, 304.44444444444446)","(1.55, 1.85, 1.8373684210526318)","(20.0, 32.0, 28.790697674418606)"
11-01-2023 21:26:55.508678,"(6.5, 11.0, 10.571428571428571)","(3.7, 4.4, 4.219047619047619)","(26.0, 55.0, 53.775)","(16.0, 25.0, 22.394736842105264)","(26.0, 40.0, 37.0)","(101.0, 320.0, 296.66666666666663)","(1.55, 1.85, 1.8373684210526318)","(20.0, 32.0, 28.790697674418606)"
11-01-2023 21:26:57.034988,"(6.5, 11.0, 10.705882352941176)","(3.7, 4.4, 4.253846153846154)","(26.0, 55.0, 53.775)","(16.0, 25.0, 22.394736842105264)","(26.0, 40.0, 36.516129032258064)","(101.0, 320.0, 255.0)","(1.55, 1.85, 1.835)","(20.0, 32.0, 29.125)"
11-01-2023 21:26:58.370500,"(6.5, 11.0, 10.705882352941176)","(3.7, 4.4, 4.233333333333333)","(26.0, 55.0, 53.775)","(16.0, 25.0, 22.76923076923077)","(26.0, 40.0, 37.0)","(101.0, 320.0, 255.0)","(1.55, 1.85, 1.835)","(20.0, 32.0, 28.714285714285715)"
11-01-2023 21:26:59.566142,"(6.5, 11.0, 10.705882352941176)","(3.7, 4.4, 4.233333333333333)","(26.0, 55.0, 53.775)","(16.0, 25.0, 22.857142857142858)","(26.0, 40.0, 37.0)","(101.0, 320.0, 255.0)","(1.55, 1.85, 1.835)","(20.0, 32.0, 28.714285714285715)"
11-01-2023 21:27:00.823014,"(6.5, 11.0, 10.571428571428571)","(3.7, 4.4, 4.214814814814815)","(26.0, 55.0, 53.7037037037037)","(16.0, 25.0, 22.441176470588236)","(26.0, 40.0, 37.0)","(101.0, 320.0, 255.0)","(1.55, 1.85, 1.835)","(20.0, 32.0, 28.714285714285715)"
11-01-2023 21:27:02.135439,"(6.5, 11.0, 10.571428571428571)","(3.7, 4.4, 4.24375)","(26.0, 55.0, 53.7037037037037)","(16.0, 25.0, 22.193548387096776)","(26.0, 40.0, 37.0)","(101.0, 320.0, 255.0)","(1.55, 1.85, 1.8421739130434784)","(20.0, 32.0, 29.261904761904763)"
11-01-2023 21:27:03.413225,"(6.5, 11.0, 10.55)","(3.7, 4.4, 4.24375)","(26.0, 55.0, 54.054054054054056)","(16.0, 25.0, 22.64864864864865)","(26.0, 40.0, 37.0)","(101.0, 320.0, 255.0)","(1.55, 1.85, 1.8366666666666667)","(20.0, 32.0, 29.261904761904763)"
11-01-2023 21:27:04.702416,"(6.5, 11.0, 10.625)","(3.7, 4.3, 4.225)","(26.0, 55.0, 53.87096774193549)","(16.0, 25.0, 22.64864864864865)","(26.0, 40.0, 37.0)","(101.0, 320.0, 255.0)","(1.55, 1.85, 1.835)","(20.0, 32.0, 29.261904761904763)"
11-01-2023 21:27:06.011456,"(6.5, 11.0, 10.625)","(3.7, 4.3, 4.225)","(26.0, 55.0, 54.5945945945946)","(16.0, 25.0, 22.64864864864865)","(26.0, 40.0, 37.0)","(101.0, 320.0, 255.0)","(1.55, 1.85, 1.8356521739130436)","(20.0, 32.0, 29.261904761904763)"
11-01-2023 21:27:07.309809,"(6.5, 11.0, 10.625)","(3.7, 4.3, 4.225)","(26.0, 55.0, 54.146341463414636)","(16.0, 25.0, 22.28125)","(26.0, 40.0, 37.0)","(101.0, 320.0, 302.5)","(1.55, 1.85, 1.838421052631579)","(20.0, 32.0, 29.032258064516128)"
11-01-2023 21:27:08.617722,"(6.5, 11.0, 10.357142857142858)","(3.7, 4.3, 4.253846153846154)","(26.0, 55.0, 54.125)","(15.0, 25.0, 22.28125)","(26.0, 40.0, 37.0)","(101.0, 320.0, 304.44444444444446)","(1.55, 1.85, 1.8463636363636364)","(20.0, 32.0, 29.57894736842105)"
11-01-2023 21:27:09.995945,"(6.5, 11.0, 10.526315789473685)","(3.7, 4.3, 4.253846153846154)","(26.0, 55.0, 54.61538461538461)","(15.0, 25.0, 21.58823529411765)","(26.0, 40.0, 37.0)","(101.0, 320.0, 292.0)","(1.55, 1.85, 1.8385714285714287)","(20.0, 32.0, 29.57894736842105)"
11-01-2023 21:27:11.354941,"(6.5, 11.0, 10.526315789473685)","(3.7, 4.4, 4.285714285714286)","(26.0, 55.0, 54.61538461538461)","(15.0, 25.0, 22.878048780487806)","(26.0, 40.0, 37.0)","(101.0, 320.0, 292.0)","(1.55, 1.85, 1.8263157894736843)","(20.0, 32.0, 29.57894736842105)"
11-01-2023 21:27:12.660138,"(6.5, 11.0, 10.526315789473685)","(3.7, 4.4, 4.285714285714286)","(26.0, 55.0, 54.61538461538461)","(15.0, 25.0, 22.972972972972972)","(26.0, 40.0, 37.0)","(101.0, 320.0, 211.66666666666666)","(1.55, 1.84, 1.82375)","(20.0, 32.0, 29.641025641025642)"
11-01-2023 21:27:14.108203,"(6.5, 11.0, 10.526315789473685)","(3.7, 4.4, 4.285714285714286)","(26.0, 55.0, 54.61538461538461)","(15.0, 25.0, 22.972972972972972)","(26.0, 40.0, 37.0)","(101.0, 320.0, 266.1538461538462)","(1.55, 1.84, 1.8255555555555556)","(20.0, 32.0, 29.641025641025642)"
11-01-2023 21:27:15.761076,"(6.5, 11.0, 10.526315789473685)","(3.7, 4.4, 4.2823529411764705)","(26.0, 55.0, 54.61538461538461)","(15.0, 25.0, 22.972972972972972)","(26.0, 40.0, 37.0)","(101.0, 320.0, 242.22222222222223)","(1.55, 1.84, 1.815)","(20.0, 32.0, 29.641025641025642)"
11-01-2023 21:27:17.298836,"(6.5, 11.0, 10.526315789473685)","(3.7, 4.4, 4.2290322580645165)","(26.0, 55.0, 54.61538461538461)","(15.0, 25.0, 22.972972972972972)","(26.0, 40.0, 37.0)","(101.0, 320.0, 227.14285714285714)","(1.55, 1.83, 1.815686274509804)","(20.0, 32.0, 29.75)"
11-01-2023 21:27:18.603094,"(6.5, 11.0, 10.357142857142858)","(3.7, 4.4, 4.2290322580645165)","(26.0, 55.0, 54.61538461538461)","(15.0, 25.0, 22.972972972972972)","(26.0, 40.0, 37.0)","(101.0, 320.0, 227.14285714285714)","(1.55, 1.82, 1.8162068965517242)","(20.0, 32.0, 29.75)"
11-01-2023 21:27:19.934336,"(6.5, 11.0, 10.526315789473685)","(3.7, 4.4, 4.237288135593221)","(26.0, 55.0, 54.61538461538461)","(15.0, 25.0, 22.972972972972972)","(26.0, 40.0, 37.0)","(101.0, 320.0, 227.14285714285714)","(1.55, 1.82, 1.815686274509804)","(20.0, 32.0, 29.75)"
11-01-2023 21:27:21.258515,"(6.5, 11.0, 10.526315789473685)","(3.7, 4.5, 4.311764705882353)","(26.0, 55.0, 54.61538461538461)","(15.0, 25.0, 22.972972972972972)","(26.0, 40.0, 37.0)","(101.0, 320.0, 260.9090909090909)","(1.55, 1.82, 1.8158620689655174)","(20.0, 32.0, 29.75)"
11-01-2023 21:27:22.616847,"(6.5, 11.0, 10.526315789473685)","(3.7, 4.5, 4.333333333333333)","(26.0, 55.0, 54.61538461538461)","(15.0, 25.0, 22.972972972972972)","(26.0, 40.0, 37.0)","(101.0, 320.0, 255.0)","(1.55, 1.82, 1.8026262626262626)","(20.0, 32.0, 29.75)"
11-01-2023 21:27:23.958368,"(6.5, 11.0, 10.55)","(3.7, 4.5, 4.333333333333333)","(26.0, 55.0, 54.65909090909091)","(15.0, 25.0, 22.972972972972972)","(26.0, 40.0, 37.0)","(101.0, 320.0, 255.0)","(1.55, 1.81, 1.7833333333333334)","(20.0, 32.0, 29.75)"
11-01-2023 21:27:25.272256,"(6.5, 11.0, 10.55)","(3.7, 4.5, 4.32127659574468)","(26.0, 55.0, 54.65909090909091)","(15.0, 25.0, 22.972972972972972)","(26.0, 40.0, 37.0)","(101.0, 320.0, 227.14285714285714)","(1.55, 1.81, 1.7933333333333334)","(20.0, 32.0, 29.75)"
11-01-2023 21:27:26.582096,"(6.5, 11.0, 10.647058823529411)","(3.7, 4.5, 4.32127659574468)","(26.0, 55.0, 54.65909090909091)","(15.0, 25.0, 22.972972972972972)","(26.0, 40.0, 37.0)","(101.0, 320.0, 227.14285714285714)","(1.55, 1.8, 1.7918181818181818)","(20.0, 32.0, 29.70212765957447)"
11-01-2023 21:27:27.910428,"(6.5, 11.0, 10.733333333333333)","(3.7, 4.5, 4.32)","(26.0, 55.0, 54.65909090909091)","(15.0, 25.0, 23.333333333333332)","(26.0, 40.0, 37.0)","(101.0, 320.0, 260.9090909090909)","(1.55, 1.8, 1.7838095238095237)","(20.0, 32.0, 29.70212765957447)"
11-01-2023 21:27:29.189505,"(6.5, 11.0, 10.733333333333333)","(3.7, 4.5, 4.3273972602739725)","(26.0, 55.0, 54.65909090909091)","(15.0, 25.0, 23.14814814814815)","(26.0, 40.0, 37.0)","(101.0, 320.0, 255.0)","(1.55, 1.79, 1.7904255319148936)","(20.0, 32.0, 29.70212765957447)"
11-01-2023 21:27:30.527628,"(6.5, 11.0, 10.733333333333333)","(3.7, 4.5, 4.451351351351351)","(26.0, 55.0, 54.65909090909091)","(15.0, 25.0, 23.14814814814815)","(26.0, 40.0, 38.0)","(101.0, 320.0, 273.57142857142856)","(1.55, 1.8, 1.7904255319148936)","(20.0, 32.0, 29.75)"
11-01-2023 21:27:31.795437,"(6.5, 11.0, 10.777777777777779)","(3.7, 4.4, 4.375)","(26.0, 55.0, 54.65909090909091)","(15.0, 25.0, 21.58823529411765)","(26.0, 40.0, 38.18181818181818)","(101.0, 320.0, 273.57142857142856)","(1.55, 1.8, 1.7904255319148936)","(20.0, 32.0, 30.024390243902438)"
11-01-2023 21:27:33.012306,"(6.5, 11.0, 10.777777777777779)","(3.7, 4.4, 4.375)","(26.0, 55.0, 54.65909090909091)","(15.0, 25.0, 21.96969696969697)","(26.0, 40.0, 38.285714285714285)","(101.0, 320.0, 273.57142857142856)","(1.55, 1.8, 1.8116666666666668)","(20.0, 32.0, 30.024390243902438)"
11-01-2023 21:27:34.223585,"(6.5, 11.0, 10.6)","(3.7, 4.4, 4.355)","(26.0, 55.0, 54.65909090909091)","(15.0, 25.0, 22.36842105263158)","(26.0, 40.0, 38.285714285714285)","(101.0, 320.0, 273.57142857142856)","(1.55, 1.82, 1.8019672131147542)","(20.0, 32.0, 30.024390243902438)"
11-01-2023 21:27:35.447108,"(7.0, 11.0, 10.6)","(3.7, 4.4, 4.351351351351352)","(26.0, 55.0, 54.65909090909091)","(15.0, 25.0, 22.36842105263158)","(26.0, 40.0, 38.285714285714285)","(101.0, 320.0, 273.57142857142856)","(1.55, 1.83, 1.8066666666666666)","(20.0, 32.0, 30.024390243902438)"
11-01-2023 21:27:36.662195,"(7.0, 11.0, 10.555555555555555)","(3.7, 4.4, 4.351351351351352)","(26.0, 70.0, 64.375)","(15.0, 25.0, 22.36842105263158)","(26.0, 40.0, 38.285714285714285)","(101.0, 320.0, 289.0)","(1.55, 1.82, 1.8015384615384615)","(20.0, 32.0, 30.024390243902438)"
11-01-2023 21:27:37.893052,"(7.0, 11.0, 10.555555555555555)","(3.7, 4.4, 4.371428571428572)","(26.0, 65.0, 63.84615384615385)","(15.0, 25.0, 22.238095238095237)","(26.0, 40.0, 38.23529411764706)","(101.0, 300.0, 260.7142857142857)","(1.55, 1.82, 1.8040625000000001)","(20.0, 32.0, 30.23913043478261)"
11-01-2023 21:27:39.121815,"(7.5, 11.0, 10.555555555555555)","(3.7, 4.4, 4.321739130434783)","(31.0, 65.0, 63.84615384615385)","(16.0, 25.0, 22.238095238095237)","(26.0, 40.0, 38.23529411764706)","(101.0, 300.0, 271.0)","(1.55, 1.82, 1.8075)","(21.0, 32.0, 30.296296296296298)"
11-01-2023 21:27:40.285042,"(7.5, 11.0, 10.6)","(3.7, 4.3, 4.266666666666667)","(31.0, 65.0, 64.54545454545455)","(16.0, 25.0, 21.94736842105263)","(26.0, 40.0, 38.23529411764706)","(101.0, 280.0, 271.0)","(1.55, 1.82, 1.808888888888889)","(21.0, 32.0, 30.8125)"
11-01-2023 21:27:41.436980,"(7.5, 11.0, 10.6)","(3.7, 4.4, 4.236363636363636)","(31.0, 65.0, 64.54545454545455)","(16.0, 25.0, 21.864864864864863)","(26.0, 40.0, 38.23529411764706)","(101.0, 280.0, 262.0)","(1.55, 1.82, 1.8092682926829269)","(21.0, 32.0, 31.529411764705884)"
11-01-2023 21:27:42.670635,"(7.5, 11.0, 10.6)","(3.7, 4.3, 4.262962962962963)","(31.0, 65.0, 64.6774193548387)","(16.0, 24.0, 22.77777777777778)","(26.0, 40.0, 38.23529411764706)","(101.0, 270.0, 253.0)","(1.55, 1.82, 1.8005)","(21.0, 32.0, 35.69230769230769)"
11-01-2023 21:27:43.799849,"(7.5, 11.0, 10.6)","(3.7, 4.3, 4.294736842105263)","(31.0, 65.0, 64.6774193548387)","(16.0, 24.0, 22.77777777777778)","(26.0, 40.0, 38.23529411764706)","(101.0, 260.0, 244.0)","(1.55, 1.81, 1.8005)","(21.0, 36.0, 34.48275862068966)"
11-01-2023 21:27:44.845131,"(7.5, 11.0, 10.636363636363637)","(3.7, 4.3, 4.245454545454545)","(31.0, 65.0, 64.6774193548387)","(16.0, 24.0, 23.272727272727273)","(26.0, 40.0, 38.421052631578945)","(101.0, 250.0, 227.5)","(1.55, 1.81, 1.8002564102564103)","(21.0, 38.0, 34.48275862068966)"
11-01-2023 21:27:46.001587,"(7.5, 11.0, 10.636363636363637)","(3.7, 4.3, 4.24)","(31.0, 65.0, 64.70588235294117)","(16.0, 24.0, 22.651162790697676)","(26.0, 40.0, 38.421052631578945)","(101.0, 240.0, 220.0)","(1.55, 1.81, 1.8002564102564103)","(21.0, 38.0, 34.48275862068966)"
11-01-2023 21:27:47.076034,"(7.5, 11.0, 10.636363636363637)","(3.7, 4.3, 4.26)","(31.0, 65.0, 64.70588235294117)","(16.0, 24.0, 22.651162790697676)","(26.0, 40.0, 38.421052631578945)","(101.0, 240.0, 224.6153846153846)","(1.55, 1.81, 1.8002564102564103)","(21.0, 38.0, 34.48275862068966)"
11-01-2023 21:27:48.218466,"(7.5, 11.0, 10.636363636363637)","(3.7, 4.3, 4.2727272727272725)","(31.0, 65.0, 64.70588235294117)","(16.0, 24.0, 22.157894736842106)","(26.0, 40.0, 38.18181818181818)","(101.0, 240.0, 220.0)","(1.55, 1.81, 1.8002564102564103)","(21.0, 38.0, 34.48275862068966)"
11-01-2023 21:27:49.340496,"(7.5, 11.0, 10.75)","(3.7, 4.3, 4.2727272727272725)","(31.0, 65.0, 64.70588235294117)","(16.0, 23.0, 22.0)","(26.0, 40.0, 38.18181818181818)","(101.0, 230.0, 220.0)","(1.55, 1.81, 1.7961904761904763)","(21.0, 38.0, 34.48275862068966)"
11-01-2023 21:27:50.539828,"(7.5, 11.5, 10.928571428571429)","(3.7, 4.4, 4.254166666666667)","(31.0, 65.0, 64.70588235294117)","(16.0, 23.0, 21.6875)","(26.0, 40.0, 38.18181818181818)","(101.0, 230.0, 256.52173913043475)","(1.55, 1.8, 1.7945833333333334)","(21.0, 38.0, 34.48275862068966)"
11-01-2023 21:27:51.776546,"(7.5, 11.5, 10.717391304347826)","(3.7, 4.4, 4.254166666666667)","(31.0, 65.0, 64.70588235294117)","(16.0, 23.0, 21.511627906976745)","(26.0, 40.0, 38.11764705882353)","(101.0, 360.0, 191.42857142857142)","(1.55, 1.8, 1.7953125)","(21.0, 38.0, 34.70967741935484)"
