,Pentegra,San Marino,Francine,Pill Box,Zouhope,The Superintendent,California Blaze,Tsushima,Adament,Last Zerprise,Simply Sparklez,Arachnattack
06-01-2023 16:23:05.871740,"(4.2, 5.4, 5.285106382978723)","(10.0, 17.0, 16.166666666666668)","(5.5, 6.6, 6.5935483870967735)","(71.0, 130.0, 115.0)","(11.0, 22.0, 19.27777777777778)","(13.0, 16.0, 15.458333333333334)","(31.0, 42.0, 41.333333333333336)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.92, 2.918378378378378)","(31.0, 48.0, 46.0)","(10.0, 17.5, 17.083333333333332)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:07.356075,"(4.2, 5.4, 5.285106382978723)","(10.0, 17.0, 16.166666666666668)","(5.5, 6.6, 6.5935483870967735)","(71.0, 130.0, 115.0)","(11.0, 22.0, 19.27777777777778)","(13.0, 16.0, 15.458333333333334)","(31.0, 42.0, 41.333333333333336)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.92, 2.918378378378378)","(31.0, 48.0, 46.0)","(10.0, 17.5, 17.083333333333332)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:08.863637,"(4.2, 5.4, 5.285106382978723)","(10.0, 17.0, 16.166666666666668)","(5.5, 6.6, 6.5935483870967735)","(71.0, 130.0, 115.0)","(11.0, 22.0, 19.177419354838708)","(13.0, 16.0, 15.458333333333334)","(31.0, 42.0, 41.333333333333336)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.92, 2.9248421052631577)","(31.0, 48.0, 46.0)","(10.0, 17.5, 17.083333333333332)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:10.333047,"(4.2, 5.4, 5.285106382978723)","(10.0, 17.0, 16.166666666666668)","(5.5, 6.6, 6.5935483870967735)","(71.0, 130.0, 115.0)","(11.0, 22.0, 19.177419354838708)","(13.0, 16.0, 15.458333333333334)","(31.0, 42.0, 41.333333333333336)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 48.0, 46.0)","(10.0, 17.5, 17.083333333333332)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:12.549182,"(4.2, 5.4, 5.285106382978723)","(10.0, 17.0, 16.166666666666668)","(5.5, 6.6, 6.5935483870967735)","(71.0, 130.0, 115.0)","(11.0, 22.0, 19.177419354838708)","(13.0, 16.0, 15.458333333333334)","(31.0, 42.0, 41.333333333333336)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 48.0, 47.333333333333336)","(10.0, 17.5, 17.083333333333332)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:14.408545,"(4.2, 5.4, 5.285106382978723)","(10.0, 17.0, 16.166666666666668)","(5.5, 6.6, 6.5935483870967735)","(71.0, 130.0, 115.0)","(11.0, 22.0, 19.177419354838708)","(13.0, 16.0, 15.458333333333334)","(31.0, 42.0, 41.333333333333336)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 48.0, 47.333333333333336)","(10.0, 17.5, 17.083333333333332)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:16.253922,"(4.2, 5.4, 5.285106382978723)","(10.0, 17.0, 16.166666666666668)","(5.5, 6.6, 6.5935483870967735)","(71.0, 130.0, 115.0)","(11.0, 22.0, 19.177419354838708)","(13.0, 16.0, 15.458333333333334)","(31.0, 42.0, 41.333333333333336)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 48.0, 47.333333333333336)","(10.0, 17.5, 17.083333333333332)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:17.888449,"(4.2, 5.4, 5.315384615384615)","(10.0, 17.0, 16.166666666666668)","(5.5, 6.6, 6.592)","(71.0, 130.0, 110.0)","(11.0, 22.0, 20.6)","(13.0, 16.0, 15.794871794871796)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 48.0, 47.333333333333336)","(10.0, 17.5, 16.363636363636363)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:19.514659,"(4.2, 5.5, 5.315384615384615)","(10.0, 17.0, 16.166666666666668)","(5.5, 6.6, 6.592)","(71.0, 130.0, 110.0)","(11.0, 22.0, 21.5)","(13.0, 16.0, 16.1875)","(31.0, 42.0, 41.38461538461539)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 48.0, 47.333333333333336)","(10.0, 17.5, 14.666666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:21.029834,"(4.2, 5.5, 5.315384615384615)","(10.0, 17.0, 16.166666666666668)","(5.5, 6.6, 6.592)","(71.0, 130.0, 110.0)","(11.0, 22.0, 21.5)","(13.0, 16.5, 16.1875)","(31.0, 42.0, 41.38461538461539)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 48.0, 47.333333333333336)","(10.0, 17.0, 14.8125)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:22.536494,"(4.2, 5.5, 5.315384615384615)","(10.0, 17.0, 16.166666666666668)","(5.5, 6.6, 6.592)","(71.0, 130.0, 110.0)","(11.0, 22.0, 21.5)","(13.0, 16.5, 16.1875)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 48.0, 47.333333333333336)","(10.0, 17.0, 15.0)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:24.076433,"(4.2, 5.5, 5.315384615384615)","(10.0, 17.0, 16.166666666666668)","(5.5, 6.6, 6.592)","(71.0, 130.0, 110.0)","(11.0, 22.0, 21.5)","(13.0, 16.5, 16.1875)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 48.0, 47.333333333333336)","(10.0, 17.0, 15.0)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:25.627424,"(4.2, 5.5, 5.315384615384615)","(10.0, 17.0, 16.166666666666668)","(5.5, 6.6, 6.592)","(71.0, 130.0, 110.0)","(11.0, 22.0, 21.5)","(13.0, 16.5, 16.1875)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 48.0, 47.333333333333336)","(10.0, 17.0, 15.0)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:27.195273,"(4.2, 5.5, 5.315384615384615)","(10.0, 17.0, 16.166666666666668)","(5.5, 6.6, 6.592)","(71.0, 130.0, 110.0)","(11.0, 22.0, 21.5)","(13.0, 16.5, 16.1875)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 48.0, 47.333333333333336)","(10.0, 17.0, 15.0)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:28.692128,"(4.2, 5.5, 5.315384615384615)","(10.0, 17.0, 16.166666666666668)","(5.5, 6.6, 6.592)","(71.0, 130.0, 110.0)","(11.0, 22.0, 21.5)","(13.0, 16.5, 16.1875)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 48.0, 47.333333333333336)","(10.0, 17.0, 15.0)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:30.319122,"(4.2, 5.5, 5.315384615384615)","(10.0, 17.0, 16.166666666666668)","(5.5, 6.6, 6.592)","(71.0, 130.0, 110.0)","(11.0, 22.0, 21.5)","(13.0, 16.5, 16.1875)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 48.0, 47.333333333333336)","(10.0, 17.0, 15.0)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:31.890224,"(4.2, 5.5, 5.315384615384615)","(10.0, 17.0, 16.166666666666668)","(5.5, 6.6, 6.592)","(71.0, 130.0, 110.0)","(11.0, 22.0, 21.5)","(13.0, 16.5, 16.1875)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 48.0, 55.333333333333336)","(10.0, 17.0, 15.0)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:33.409527,"(4.2, 5.5, 5.315384615384615)","(10.0, 17.0, 16.285714285714285)","(5.5, 6.6, 6.592)","(71.0, 130.0, 110.0)","(11.0, 22.0, 21.5)","(13.0, 16.5, 16.1875)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 17.0, 15.0)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:34.876357,"(4.2, 5.5, 5.315384615384615)","(10.0, 17.0, 16.285714285714285)","(5.5, 6.6, 6.592)","(71.0, 130.0, 110.0)","(11.0, 22.0, 21.5)","(13.0, 16.5, 16.1875)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 17.0, 15.115384615384615)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:36.394802,"(4.2, 5.5, 5.315384615384615)","(10.0, 17.0, 16.285714285714285)","(5.5, 6.6, 6.592)","(71.0, 130.0, 110.0)","(11.0, 22.0, 21.5)","(13.0, 16.5, 16.1875)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 17.0, 15.115384615384615)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:37.895152,"(4.2, 5.5, 5.315384615384615)","(10.0, 17.0, 16.285714285714285)","(5.5, 6.6, 6.592)","(71.0, 130.0, 110.0)","(11.0, 24.0, 18.88372093023256)","(13.0, 16.5, 15.25)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 17.0, 15.642857142857142)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:39.465632,"(4.2, 5.4, 5.366666666666667)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 24.0, 18.88372093023256)","(13.0, 16.0, 15.772727272727273)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:40.991504,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 24.0, 18.88372093023256)","(13.0, 16.0, 15.772727272727273)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:42.498110,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 24.0, 18.88372093023256)","(13.0, 16.0, 15.772727272727273)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:44.241664,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 24.0, 18.88372093023256)","(13.0, 16.0, 15.75609756097561)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:45.816106,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 24.0, 18.88372093023256)","(13.0, 16.0, 15.75609756097561)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:47.598038,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 24.0, 18.88372093023256)","(13.0, 16.0, 15.75609756097561)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:49.271387,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 24.0, 18.88372093023256)","(13.0, 16.0, 15.75609756097561)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:50.783653,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 24.0, 18.88372093023256)","(13.0, 16.0, 15.75609756097561)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 14.833333333333334)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:52.393627,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 24.0, 18.88372093023256)","(13.0, 16.0, 15.75609756097561)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:53.948573,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 24.0, 21.875)","(13.0, 16.0, 15.75609756097561)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:55.533450,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.75609756097561)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:56.991640,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.75609756097561)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:58.582479,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.75609756097561)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:23:59.999003,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.75609756097561)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:01.408290,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.75609756097561)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:02.856687,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.777777777777779)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:04.303633,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.777777777777779)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:05.719567,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.777777777777779)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:07.158506,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.777777777777779)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:08.651743,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.777777777777779)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:10.042390,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.777777777777779)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:11.632853,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.777777777777779)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:13.337575,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.777777777777779)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:14.795657,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.777777777777779)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:16.529841,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.777777777777779)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.9248421052631577)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:18.121720,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.777777777777779)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.8851428571428572)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:19.685342,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.777777777777779)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.8795555555555556)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:21.196892,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.777777777777779)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.8775999999999997)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:22.633328,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.777777777777779)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.8775999999999997)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:24.054294,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.777777777777779)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.8775999999999997)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:25.604213,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.25)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.8775999999999997)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:27.158901,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.25)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.8775999999999997)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:28.683452,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.25)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.8775999999999997)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:30.197287,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.25)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.8775999999999997)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:31.807013,"(4.2, 5.4, 5.373913043478261)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.75)","(13.0, 16.0, 15.25)","(31.0, 42.0, 41.111111111111114)","(101.0, 160.0, 138.8235294117647)","(2.6, 2.94, 2.8775999999999997)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
06-01-2023 16:24:33.328985,"(4.2, 5.4, 5.1)","(10.0, 17.0, 16.2)","(5.5, 6.6, 6.5928571428571425)","(71.0, 130.0, 110.0)","(11.0, 23.0, 20.6)","(13.0, 16.0, 15.25)","(31.0, 42.0, 40.0)","(101.0, 160.0, 150.76923076923077)","(2.6, 2.94, 2.899285714285714)","(31.0, 60.0, 55.333333333333336)","(10.0, 16.5, 15.166666666666666)","(101.0, 190.0, 160.0)"
