,Mt View Bentley,Skys Delight,Dolly Dagger,Urey Bale,Inter Mary
12-01-2023 14:12:19.088805,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:20.029787,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:20.875996,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:21.894314,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:22.980770,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:24.013585,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:24.949854,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:25.886014,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:26.901085,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:27.926537,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:28.914607,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:29.947129,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:30.931823,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:31.893843,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:32.837258,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:33.742629,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:34.731503,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:35.681329,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:36.674770,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:37.598271,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:38.543059,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:39.545901,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:40.481493,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:41.427483,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.3625)"
12-01-2023 14:12:42.454766,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.3, 2.313414634146341)"
12-01-2023 14:12:43.495897,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.313414634146341)"
12-01-2023 14:12:44.526733,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:12:45.456907,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:12:46.442813,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:12:47.343092,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:12:48.289778,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:12:49.225912,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:12:50.101476,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:12:51.027733,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:12:51.941081,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:12:52.829588,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:12:53.822178,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:12:54.822743,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:12:55.717719,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:12:56.623744,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:12:57.496578,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:12:58.525484,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:12:59.381722,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:00.278714,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:01.105042,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:02.000460,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:02.934778,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:03.874406,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:04.788735,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:05.610612,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 20.2)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:06.490756,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:07.643549,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:08.510983,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:09.490817,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:10.381673,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:11.222907,"(9.0, 17.5, 16.46666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:12.096148,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:13.011089,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:13.970054,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:14.822444,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:15.954516,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:16.996147,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:17.944174,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:18.911812,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:19.898802,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:20.779169,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:21.917232,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:22.788520,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:23.665794,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:24.545846,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:25.536336,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:26.495541,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:27.364343,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:28.385374,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:29.272278,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:30.184402,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:31.052144,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:31.937465,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:32.897132,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:33.941732,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:34.890545,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:35.974769,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:36.908355,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:37.801292,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:38.663155,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:39.547559,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:40.370932,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:41.154851,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:42.041064,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:43.017691,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:43.995142,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:44.950686,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:45.867205,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:46.809772,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:47.639849,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:48.601982,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:49.441503,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:50.313988,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:51.258616,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:52.193776,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:53.091194,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:53.926844,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:54.771138,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:55.775263,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:56.604826,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:57.451204,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:13:58.298790,"(9.0, 17.5, 14.466666666666667)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
