,Mt View Bentley,Skys Delight,Dolly Dagger,Urey Bale,Inter Mary
12-01-2023 14:23:54.835977,"(9.0, 18.0, 15.727272727272727)","(2.5, 3.5, 2.8666666666666667)","(10.0, 19.5, 14.25)","(5.0, 7.8, 6.4875)","(2.3, 3.0, 2.86)"
12-01-2023 14:23:55.861096,"(9.0, 18.0, 15.727272727272727)","(2.5, 3.35, 2.841666666666667)","(10.0, 19.5, 14.25)","(5.0, 7.8, 7.1)","(2.3, 3.0, 2.8133333333333335)"
12-01-2023 14:23:56.998770,"(9.0, 17.0, 16.428571428571427)","(2.5, 3.35, 3.081818181818182)","(10.0, 19.5, 14.25)","(5.0, 7.6, 6.966666666666667)","(2.3, 3.0, 2.8133333333333335)"
12-01-2023 14:23:58.004490,"(9.0, 17.0, 14.5)","(2.5, 3.35, 3.081818181818182)","(10.0, 19.5, 14.25)","(5.0, 7.6, 6.966666666666667)","(2.3, 3.0, 2.8133333333333335)"
12-01-2023 14:23:59.089250,"(9.0, 18.0, 16.5)","(2.5, 3.35, 3.081818181818182)","(10.0, 19.5, 14.25)","(5.0, 7.6, 6.966666666666667)","(2.3, 3.0, 2.8133333333333335)"
12-01-2023 14:24:00.125507,"(9.0, 18.5, 16.5)","(2.5, 3.35, 3.081818181818182)","(10.0, 19.5, 14.25)","(5.0, 7.6, 6.966666666666667)","(2.3, 3.0, 2.514666666666667)"
12-01-2023 14:24:01.282886,"(9.0, 18.5, 16.25)","(2.5, 3.35, 3.1636363636363636)","(10.0, 18.5, 16.5)","(5.0, 7.6, 6.65)","(2.3, 3.0, 2.4968421052631578)"
12-01-2023 14:24:02.351109,"(9.0, 19.0, 16.083333333333332)","(2.5, 3.5, 3.0)","(10.0, 18.0, 15.6)","(5.0, 7.6, 6.65)","(2.3, 2.98, 2.7866666666666666)"
12-01-2023 14:24:03.551279,"(9.0, 19.0, 16.083333333333332)","(2.5, 3.2, 3.0)","(10.0, 18.0, 15.6)","(5.0, 7.6, 6.65)","(2.3, 2.96, 2.47125)"
12-01-2023 14:24:04.656752,"(9.0, 19.0, 16.083333333333332)","(2.5, 3.2, 3.0)","(10.0, 18.0, 15.6)","(5.0, 7.6, 6.65)","(2.3, 2.94, 2.46875)"
12-01-2023 14:24:05.592188,"(9.0, 19.0, 16.75)","(2.5, 3.2, 3.0)","(10.0, 18.0, 15.6)","(5.0, 7.6, 6.65)","(2.3, 2.9, 2.7333333333333334)"
12-01-2023 14:24:06.593200,"(9.0, 19.0, 16.75)","(2.5, 3.5, 3.1636363636363636)","(10.0, 18.0, 15.6)","(5.0, 7.6, 6.65)","(2.3, 2.88, 2.7333333333333334)"
12-01-2023 14:24:07.629941,"(9.0, 19.0, 16.63157894736842)","(2.5, 3.4, 2.892413793103448)","(10.0, 18.0, 13.827586206896552)","(5.0, 7.6, 6.65)","(2.3, 2.82, 2.335151515151515)"
12-01-2023 14:24:08.810140,"(9.0, 19.0, 16.63157894736842)","(2.5, 3.4, 2.892413793103448)","(10.0, 18.0, 15.363636363636363)","(5.0, 7.6, 6.65)","(2.3, 2.82, 2.2938888888888886)"
12-01-2023 14:24:09.825872,"(9.0, 19.0, 16.63157894736842)","(2.5, 3.4, 2.892413793103448)","(10.0, 17.0, 15.363636363636363)","(5.0, 7.6, 6.65)","(2.3, 2.78, 2.301904761904762)"
12-01-2023 14:24:10.787215,"(9.0, 19.0, 16.63157894736842)","(2.5, 3.4, 2.892413793103448)","(10.0, 17.0, 15.363636363636363)","(5.0, 7.6, 6.65)","(2.3, 2.74, 2.301904761904762)"
12-01-2023 14:24:11.738639,"(9.0, 19.0, 16.88235294117647)","(2.5, 3.4, 2.892413793103448)","(10.0, 17.0, 15.363636363636363)","(5.0, 7.6, 6.866666666666667)","(2.3, 2.72, 2.4394736842105265)"
12-01-2023 14:24:12.730461,"(9.0, 19.0, 16.88235294117647)","(2.5, 3.4, 2.892413793103448)","(10.0, 17.0, 14.428571428571429)","(5.0, 7.2, 6.866666666666667)","(2.3, 2.7, 2.4394736842105265)"
12-01-2023 14:24:13.701524,"(9.0, 19.0, 16.88235294117647)","(2.5, 3.4, 2.892413793103448)","(10.0, 17.0, 13.01923076923077)","(5.0, 7.2, 6.8388888888888895)","(2.3, 2.7, 2.4238095238095236)"
12-01-2023 14:24:14.619264,"(9.0, 19.0, 16.88235294117647)","(2.5, 3.2, 3.0)","(10.0, 17.0, 13.01923076923077)","(5.0, 7.2, 6.8388888888888895)","(2.3, 2.7, 2.4238095238095236)"
12-01-2023 14:24:15.642991,"(9.0, 19.0, 16.88235294117647)","(2.5, 3.2, 2.9485714285714284)","(10.0, 17.0, 13.01923076923077)","(5.0, 7.2, 6.8388888888888895)","(2.3, 2.7, 2.4441176470588233)"
12-01-2023 14:24:16.584144,"(9.0, 19.0, 16.88235294117647)","(2.5, 3.2, 2.9485714285714284)","(10.0, 17.0, 13.01923076923077)","(5.0, 7.2, 6.975862068965517)","(2.3, 2.68, 2.493333333333333)"
12-01-2023 14:24:17.570783,"(9.0, 19.0, 16.88235294117647)","(2.5, 3.2, 2.8320000000000003)","(10.0, 17.0, 13.01923076923077)","(5.0, 7.2, 6.975862068965517)","(2.3, 2.66, 2.4604651162790696)"
12-01-2023 14:24:18.575451,"(9.0, 19.0, 16.88235294117647)","(2.5, 3.2, 2.8320000000000003)","(10.0, 17.0, 13.04)","(5.0, 7.2, 6.975862068965517)","(2.3, 2.66, 2.4814814814814814)"
12-01-2023 14:24:19.497968,"(9.0, 19.0, 16.846153846153847)","(2.5, 3.2, 2.8320000000000003)","(10.0, 17.0, 13.04)","(5.0, 7.2, 6.975862068965517)","(2.3, 2.62, 2.426470588235294)"
12-01-2023 14:24:20.530511,"(9.0, 19.0, 16.59375)","(2.5, 3.2, 3.102222222222222)","(10.0, 17.0, 13.586206896551724)","(5.0, 7.2, 6.996875)","(2.3, 2.58, 2.4236842105263157)"
12-01-2023 14:24:21.513556,"(9.0, 19.0, 17.5)","(2.5, 3.2, 3.1223529411764708)","(10.0, 17.0, 13.586206896551724)","(5.0, 7.2, 6.996875)","(2.3, 2.58, 2.44)"
12-01-2023 14:24:22.503169,"(9.0, 19.0, 17.6875)","(2.5, 3.05, 2.9825)","(10.0, 17.0, 13.484375)","(5.0, 7.2, 7.014285714285714)","(2.3, 2.56, 2.394838709677419)"
12-01-2023 14:24:23.470992,"(9.0, 19.0, 17.6875)","(2.5, 3.05, 2.984210526315789)","(10.0, 17.0, 12.982142857142858)","(5.0, 7.2, 7.014285714285714)","(2.3, 2.54, 2.394838709677419)"
12-01-2023 14:24:24.564788,"(9.0, 19.0, 17.6875)","(2.5, 3.05, 2.984210526315789)","(10.0, 17.0, 12.982142857142858)","(5.0, 7.2, 7.014285714285714)","(2.3, 2.54, 2.394838709677419)"
12-01-2023 14:24:25.825443,"(9.0, 19.0, 18.25)","(2.5, 3.05, 2.984210526315789)","(10.0, 17.0, 13.333333333333334)","(5.0, 7.2, 7.014285714285714)","(2.3, 2.54, 2.394838709677419)"
12-01-2023 14:24:26.885143,"(9.0, 19.0, 18.25)","(2.5, 3.05, 2.984210526315789)","(10.0, 17.0, 13.333333333333334)","(5.0, 7.2, 7.014285714285714)","(2.3, 2.54, 2.3927272727272726)"
12-01-2023 14:24:28.060793,"(9.0, 19.0, 18.25)","(2.5, 3.05, 3.033333333333333)","(10.0, 17.0, 13.04)","(5.0, 7.2, 6.94)","(2.3, 2.54, 2.3527272727272726)"
12-01-2023 14:24:29.062348,"(9.0, 19.0, 18.423076923076923)","(2.5, 3.3, 3.267142857142857)","(10.0, 17.0, 13.04)","(5.0, 7.2, 6.94)","(2.3, 2.5, 2.462222222222222)"
12-01-2023 14:24:30.098620,"(9.0, 19.0, 18.25)","(2.5, 3.2, 2.9155555555555557)","(10.0, 17.0, 13.04)","(5.0, 7.2, 6.914285714285715)","(2.3, 2.48, 2.333333333333333)"
12-01-2023 14:24:30.954025,"(9.0, 19.0, 18.25)","(2.5, 3.2, 3.085714285714286)","(10.0, 17.0, 13.04)","(5.0, 7.2, 6.914285714285715)","(2.3, 2.46, 2.333333333333333)"
12-01-2023 14:24:31.947452,"(9.0, 19.0, 18.25)","(2.5, 3.2, 3.085714285714286)","(10.0, 17.0, 13.04)","(5.0, 7.2, 7.023529411764706)","(2.3, 2.46, 2.3652631578947365)"
12-01-2023 14:24:32.875787,"(9.0, 19.0, 18.423076923076923)","(2.5, 3.2, 3.085714285714286)","(10.0, 17.0, 13.04)","(5.0, 7.2, 6.961904761904762)","(2.3, 2.46, 2.3652631578947365)"
12-01-2023 14:24:33.825758,"(9.0, 21.0, 20.125)","(2.5, 3.2, 3.08)","(10.0, 16.0, 14.25)","(5.0, 7.2, 6.800000000000001)","(2.3, 2.46, 2.3652631578947365)"
12-01-2023 14:24:34.669606,"(9.0, 21.0, 18.375)","(2.5, 3.2, 3.085714285714286)","(10.0, 16.0, 12.903846153846153)","(5.0, 7.2, 6.800000000000001)","(2.3, 2.46, 2.3652631578947365)"
12-01-2023 14:24:35.559816,"(9.0, 21.0, 18.375)","(2.5, 3.2, 3.1437500000000003)","(10.0, 16.0, 13.316666666666666)","(5.0, 7.2, 6.892307692307693)","(2.3, 2.46, 2.360869565217391)"
12-01-2023 14:24:36.513241,"(9.0, 19.0, 18.625)","(2.5, 3.2, 3.1442857142857146)","(10.0, 16.0, 13.316666666666666)","(5.0, 7.2, 6.800000000000001)","(2.3, 2.46, 2.360869565217391)"
12-01-2023 14:24:37.406532,"(9.0, 19.0, 18.625)","(2.5, 3.2, 3.1442857142857146)","(10.0, 16.0, 13.316666666666666)","(5.0, 7.2, 6.800000000000001)","(2.3, 2.46, 2.3514285714285714)"
12-01-2023 14:24:38.407871,"(9.0, 19.0, 18.625)","(2.5, 3.2, 3.1442857142857146)","(10.0, 16.0, 13.316666666666666)","(5.0, 7.2, 6.800000000000001)","(2.3, 2.46, 2.3378571428571426)"
12-01-2023 14:24:39.370013,"(9.0, 20.0, 19.72222222222222)","(2.5, 3.2, 3.144)","(10.0, 16.0, 13.316666666666666)","(5.0, 7.2, 6.892307692307693)","(2.3, 2.46, 2.4254545454545453)"
12-01-2023 14:24:40.250267,"(9.0, 20.0, 19.166666666666668)","(2.5, 3.2, 3.005)","(10.0, 16.0, 13.316666666666666)","(5.0, 7.2, 6.892307692307693)","(2.3, 2.44, 2.403076923076923)"
12-01-2023 14:24:41.170328,"(9.0, 20.0, 19.166666666666668)","(2.5, 3.2, 3.0700000000000003)","(10.0, 16.0, 13.316666666666666)","(5.0, 7.2, 6.892307692307693)","(2.3, 2.44, 2.335)"
12-01-2023 14:24:42.167508,"(9.0, 20.0, 19.318181818181817)","(2.5, 3.15, 2.975)","(10.0, 16.0, 13.48)","(5.0, 7.6, 7.0)","(2.3, 2.44, 2.335151515151515)"
12-01-2023 14:24:43.126132,"(9.0, 20.0, 19.318181818181817)","(2.5, 3.15, 3.0886666666666667)","(10.0, 16.0, 13.48)","(5.0, 7.6, 7.0)","(2.3, 2.42, 2.3305555555555553)"
12-01-2023 14:24:44.062888,"(9.0, 20.0, 19.318181818181817)","(2.5, 3.4, 2.9975)","(10.0, 16.0, 13.576923076923077)","(5.0, 7.6, 6.752941176470588)","(2.3, 2.42, 2.2588235294117647)"
12-01-2023 14:24:45.032824,"(9.0, 20.0, 19.318181818181817)","(2.5, 3.4, 3.2466666666666666)","(10.0, 16.0, 13.576923076923077)","(5.0, 7.6, 6.672727272727273)","(2.3, 2.4, 2.2550000000000003)"
12-01-2023 14:24:46.160384,"(9.0, 20.0, 19.625)","(2.5, 3.4, 3.26)","(10.0, 16.0, 13.166666666666666)","(5.0, 7.6, 6.784)","(2.3, 2.38, 2.2453846153846158)"
12-01-2023 14:24:47.107241,"(9.0, 20.0, 19.714285714285715)","(2.5, 3.4, 3.26)","(10.0, 16.0, 13.166666666666666)","(5.0, 7.6, 6.964705882352941)","(2.3, 2.38, 2.24)"
12-01-2023 14:24:48.082953,"(9.0, 20.0, 19.714285714285715)","(2.5, 3.4, 3.29)","(10.0, 16.0, 13.166666666666666)","(5.0, 7.6, 6.828571428571428)","(2.3, 2.38, 2.2523076923076926)"
12-01-2023 14:24:48.989023,"(9.0, 20.0, 19.714285714285715)","(2.5, 3.4, 3.2222222222222223)","(10.0, 16.0, 13.166666666666666)","(5.0, 7.6, 6.828571428571428)","(2.3, 2.34, 2.2511111111111113)"
12-01-2023 14:24:49.994919,"(9.0, 20.0, 19.714285714285715)","(2.5, 3.4, 3.2222222222222223)","(10.0, 16.0, 13.166666666666666)","(5.0, 7.6, 6.964705882352941)","(2.3, 2.34, 2.232)"
12-01-2023 14:24:51.052914,"(9.0, 20.0, 19.8)","(2.5, 3.4, 3.27027027027027)","(10.0, 16.0, 13.166666666666666)","(5.0, 7.6, 7.15)","(2.3, 2.34, 2.2993548387096774)"
12-01-2023 14:24:52.049667,"(9.0, 20.0, 19.714285714285715)","(2.5, 3.4, 3.28)","(10.0, 16.0, 13.166666666666666)","(5.0, 7.6, 7.239999999999999)","(2.3, 2.34, 2.2809375)"
12-01-2023 14:24:53.003834,"(9.0, 23.0, 20.5625)","(2.5, 3.45, 3.35)","(10.0, 16.0, 13.166666666666666)","(5.0, 7.6, 7.070588235294117)","(2.3, 2.34, 2.2759322033898304)"
12-01-2023 14:24:53.808514,"(9.0, 23.0, 20.5625)","(2.5, 3.35, 3.2904761904761903)","(10.0, 16.0, 13.166666666666666)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.34, 2.2759322033898304)"
12-01-2023 14:24:54.707359,"(9.0, 23.0, 20.428571428571427)","(2.5, 3.35, 3.2904761904761903)","(10.0, 16.0, 13.166666666666666)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.34, 2.2725)"
12-01-2023 14:24:55.604349,"(9.0, 23.0, 20.433333333333334)","(2.5, 3.35, 3.2904761904761903)","(10.0, 16.0, 13.166666666666666)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.34, 2.2725)"
12-01-2023 14:24:56.512565,"(9.0, 23.0, 19.75)","(2.5, 3.35, 3.2904761904761903)","(10.0, 16.0, 13.166666666666666)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.34, 2.2725)"
12-01-2023 14:24:57.412295,"(9.0, 23.0, 21.166666666666668)","(2.5, 3.35, 3.2904761904761903)","(10.0, 16.0, 13.166666666666666)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.34, 2.2725)"
12-01-2023 14:24:58.412750,"(9.0, 23.0, 21.41176470588235)","(2.5, 3.35, 3.2904761904761903)","(10.0, 16.0, 13.166666666666666)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.34, 2.2242857142857146)"
12-01-2023 14:24:59.351744,"(9.0, 23.0, 21.41176470588235)","(2.5, 3.35, 3.2904761904761903)","(10.0, 16.0, 13.166666666666666)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.34, 2.2242857142857146)"
12-01-2023 14:25:00.391572,"(9.0, 23.0, 21.41176470588235)","(2.5, 3.45, 3.3666666666666667)","(10.0, 16.0, 13.176470588235293)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.34, 2.2242857142857146)"
12-01-2023 14:25:01.406432,"(9.0, 23.0, 21.41176470588235)","(2.5, 3.45, 3.3153846153846156)","(10.0, 16.0, 13.176470588235293)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.34, 2.258)"
12-01-2023 14:25:02.356938,"(9.0, 23.0, 21.41176470588235)","(2.5, 3.45, 3.3153846153846156)","(10.0, 16.0, 13.176470588235293)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.258)"
12-01-2023 14:25:03.243840,"(9.0, 23.0, 21.772727272727273)","(2.5, 3.45, 3.3153846153846156)","(10.0, 16.0, 13.176470588235293)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.2508771929824563)"
12-01-2023 14:25:04.126780,"(9.0, 23.0, 21.772727272727273)","(2.5, 3.45, 3.3153846153846156)","(10.0, 16.0, 13.176470588235293)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.2508771929824563)"
12-01-2023 14:25:04.929794,"(9.0, 23.0, 21.41176470588235)","(2.5, 3.45, 3.1772727272727272)","(10.0, 16.0, 13.176470588235293)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.2508771929824563)"
12-01-2023 14:25:05.808758,"(9.0, 23.0, 21.41176470588235)","(2.5, 3.45, 3.1772727272727272)","(10.0, 16.0, 13.176470588235293)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.2508771929824563)"
12-01-2023 14:25:06.772345,"(9.0, 23.0, 21.41176470588235)","(2.5, 3.45, 3.1772727272727272)","(10.0, 16.0, 13.176470588235293)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.2508771929824563)"
12-01-2023 14:25:07.717179,"(9.0, 23.0, 21.41176470588235)","(2.5, 3.45, 3.2)","(10.0, 16.0, 13.176470588235293)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.2508771929824563)"
12-01-2023 14:25:08.801049,"(9.0, 23.0, 20.3)","(2.5, 3.35, 3.183333333333333)","(10.0, 16.0, 13.176470588235293)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.2508771929824563)"
12-01-2023 14:25:09.999997,"(9.0, 23.0, 20.3)","(2.5, 3.35, 3.183333333333333)","(10.0, 16.0, 13.5)","(5.0, 7.6, 7.199999999999999)","(2.3, 2.3, 2.2227586206896555)"
12-01-2023 14:25:11.079993,"(9.0, 23.0, 20.3)","(2.5, 3.35, 3.183333333333333)","(10.0, 15.5, 13.5)","(5.0, 7.6, 7.199999999999999)","(2.3, 2.3, 2.2508771929824563)"
12-01-2023 14:25:11.989769,"(9.0, 23.0, 20.3)","(2.5, 3.35, 3.183333333333333)","(10.0, 15.5, 13.5)","(5.0, 7.6, 7.199999999999999)","(2.3, 2.3, 2.2508771929824563)"
12-01-2023 14:25:12.987090,"(9.0, 23.0, 20.3)","(2.5, 3.35, 3.183333333333333)","(10.0, 15.5, 13.092592592592593)","(5.0, 7.6, 7.199999999999999)","(2.3, 2.3, 2.2508771929824563)"
12-01-2023 14:25:13.977849,"(9.0, 23.0, 20.3)","(2.5, 3.35, 3.183333333333333)","(10.0, 15.5, 13.092592592592593)","(5.0, 7.6, 7.199999999999999)","(2.3, 2.3, 2.184137931034483)"
12-01-2023 14:25:15.042084,"(9.0, 23.0, 20.3)","(2.5, 3.35, 3.183333333333333)","(10.0, 15.5, 13.092592592592593)","(5.0, 7.6, 7.199999999999999)","(2.3, 2.3, 2.181212121212121)"
12-01-2023 14:25:16.054073,"(9.0, 23.0, 20.3)","(2.5, 3.4, 3.3125)","(10.0, 15.5, 13.092592592592593)","(5.0, 7.6, 7.199999999999999)","(2.3, 2.3, 2.181212121212121)"
12-01-2023 14:25:17.003740,"(9.0, 23.0, 20.3)","(2.5, 3.4, 3.3239130434782607)","(10.0, 15.5, 13.092592592592593)","(5.0, 7.6, 7.199999999999999)","(2.3, 2.3, 2.181212121212121)"
12-01-2023 14:25:17.964824,"(9.0, 23.0, 20.3)","(2.5, 3.4, 3.272727272727273)","(10.0, 15.5, 13.092592592592593)","(5.0, 7.6, 7.199999999999999)","(2.3, 2.3, 2.2666666666666666)"
12-01-2023 14:25:18.922342,"(9.0, 23.0, 20.3)","(2.5, 3.4, 3.283333333333333)","(11.0, 15.5, 13.092592592592593)","(5.0, 7.6, 7.199999999999999)","(2.3, 2.3, 2.2666666666666666)"
12-01-2023 14:25:19.932104,"(9.0, 23.0, 20.3)","(2.5, 3.4, 3.283333333333333)","(11.0, 15.5, 13.092592592592593)","(5.0, 7.6, 7.199999999999999)","(2.3, 2.3, 2.2645569620253165)"
12-01-2023 14:25:20.904941,"(9.0, 23.0, 20.3)","(2.5, 3.4, 3.3222222222222224)","(11.0, 15.5, 13.092592592592593)","(5.0, 7.6, 7.199999999999999)","(2.3, 2.3, 2.2645569620253165)"
12-01-2023 14:25:21.769283,"(9.0, 23.0, 20.3)","(2.5, 3.4, 3.3222222222222224)","(11.0, 15.5, 13.092592592592593)","(5.0, 7.6, 7.199999999999999)","(2.3, 2.3, 2.2645569620253165)"
12-01-2023 14:25:22.704362,"(9.0, 21.0, 20.642857142857142)","(2.5, 3.4, 3.3692307692307693)","(11.0, 15.5, 13.092592592592593)","(5.0, 7.6, 7.199999999999999)","(2.3, 2.3, 2.25)"
12-01-2023 14:25:23.668714,"(9.0, 21.0, 20.642857142857142)","(2.5, 3.45, 3.3666666666666667)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.199999999999999)","(2.3, 2.3, 2.25)"
12-01-2023 14:25:24.532678,"(9.0, 21.0, 20.642857142857142)","(2.5, 3.45, 3.3666666666666667)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.199999999999999)","(2.3, 2.3, 2.25)"
12-01-2023 14:25:25.443468,"(9.0, 21.0, 20.375)","(2.5, 3.45, 3.338888888888889)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.199999999999999)","(2.3, 2.3, 2.25)"
12-01-2023 14:25:26.280926,"(9.0, 21.0, 20.375)","(2.5, 3.45, 3.3071428571428574)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.085714285714285)","(2.3, 2.3, 2.25)"
12-01-2023 14:25:27.138212,"(9.0, 21.0, 20.375)","(2.5, 3.45, 3.3071428571428574)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.25)"
12-01-2023 14:25:28.096117,"(9.0, 21.0, 20.375)","(2.5, 3.45, 3.3071428571428574)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.25)"
12-01-2023 14:25:28.877510,"(9.0, 21.0, 20.375)","(2.5, 3.45, 3.3071428571428574)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.25)"
12-01-2023 14:25:29.839749,"(9.0, 21.0, 20.375)","(2.5, 3.45, 3.2750000000000004)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.25)"
12-01-2023 14:25:30.770059,"(9.0, 21.0, 20.375)","(2.5, 3.45, 3.3190476190476192)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.25)"
12-01-2023 14:25:31.856023,"(9.0, 21.0, 20.375)","(2.5, 3.45, 3.338888888888889)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.25)"
12-01-2023 14:25:32.969206,"(9.0, 21.0, 20.375)","(2.5, 3.45, 3.338888888888889)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.25)"
12-01-2023 14:25:33.777684,"(9.0, 21.0, 20.375)","(2.5, 3.45, 3.3666666666666667)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.25)"
12-01-2023 14:25:34.865238,"(9.0, 21.0, 20.375)","(2.5, 3.45, 3.411538461538462)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.199999999999999)","(2.3, 2.3, 2.2227586206896555)"
12-01-2023 14:25:35.854878,"(9.0, 21.0, 20.375)","(2.5, 3.45, 3.4083333333333337)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.199999999999999)","(2.3, 2.3, 2.2517241379310344)"
12-01-2023 14:25:36.782640,"(9.0, 21.0, 20.375)","(2.5, 3.45, 3.4083333333333337)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.2517241379310344)"
12-01-2023 14:25:37.724278,"(9.0, 21.0, 20.375)","(2.5, 3.45, 3.4083333333333337)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.2517241379310344)"
12-01-2023 14:25:38.566321,"(9.0, 21.0, 20.375)","(2.5, 3.45, 3.4083333333333337)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.2517241379310344)"
12-01-2023 14:25:39.518408,"(9.0, 21.0, 20.375)","(2.5, 3.45, 3.4083333333333337)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.2517241379310344)"
12-01-2023 14:25:40.468615,"(9.0, 21.0, 20.375)","(2.5, 3.35, 3.3000000000000003)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.1764705882352935)","(2.3, 2.3, 2.2517241379310344)"
12-01-2023 14:25:41.429976,"(9.0, 21.0, 20.375)","(2.5, 3.35, 3.3000000000000003)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.1499999999999995)","(2.3, 2.3, 2.2517241379310344)"
12-01-2023 14:25:42.335463,"(9.0, 21.0, 20.375)","(2.5, 3.35, 3.3000000000000003)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.2625)","(2.3, 2.3, 2.2363636363636363)"
12-01-2023 14:25:43.258273,"(9.0, 21.0, 20.375)","(2.5, 3.35, 3.3000000000000003)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.2625)","(2.3, 2.3, 2.203448275862069)"
12-01-2023 14:25:44.252924,"(9.0, 21.0, 20.375)","(2.5, 3.35, 3.3000000000000003)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.2625)","(2.3, 2.3, 2.204)"
12-01-2023 14:25:45.208681,"(9.0, 21.0, 20.375)","(2.5, 3.35, 3.3000000000000003)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.2625)","(2.3, 2.3, 2.2070967741935483)"
12-01-2023 14:25:46.172641,"(9.0, 21.0, 20.375)","(2.5, 3.35, 3.3000000000000003)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.33)","(2.3, 2.26, 2.1980645161290324)"
12-01-2023 14:25:47.051684,"(9.0, 21.0, 20.375)","(2.5, 3.35, 3.3000000000000003)","(11.0, 15.5, 13.1)","(5.0, 7.6, 7.33)","(2.3, 2.26, 2.1943589743589746)"
12-01-2023 14:25:47.979652,"(9.0, 21.0, 20.375)","(2.5, 3.4, 3.3333333333333335)","(11.0, 15.5, 13.178571428571429)","(5.0, 7.6, 7.2625)","(2.3, 2.26, 2.18)"
12-01-2023 14:25:48.869870,"(9.0, 21.0, 20.375)","(2.5, 3.4, 3.3333333333333335)","(11.0, 15.5, 13.178571428571429)","(5.0, 7.6, 7.2625)","(2.3, 2.26, 2.18)"
12-01-2023 14:25:49.804633,"(9.0, 21.0, 20.375)","(2.5, 3.4, 3.3333333333333335)","(11.0, 15.5, 13.178571428571429)","(5.0, 7.6, 7.2625)","(2.3, 2.26, 2.1819512195121953)"
12-01-2023 14:25:50.698644,"(9.0, 21.0, 20.375)","(2.5, 3.4, 3.3333333333333335)","(11.0, 15.5, 13.178571428571429)","(5.0, 7.6, 7.33)","(2.3, 2.26, 2.1819512195121953)"
12-01-2023 14:25:51.624271,"(9.0, 21.0, 20.375)","(2.5, 3.4, 3.3333333333333335)","(11.0, 15.5, 13.178571428571429)","(5.0, 7.6, 7.2625)","(2.3, 2.26, 2.1819512195121953)"
12-01-2023 14:25:52.639076,"(9.0, 21.0, 20.375)","(2.5, 3.4, 3.3333333333333335)","(11.0, 15.5, 13.178571428571429)","(5.0, 7.6, 7.2625)","(2.3, 2.26, 2.1819512195121953)"
12-01-2023 14:25:53.546096,"(9.0, 21.0, 20.375)","(2.5, 3.4, 3.3333333333333335)","(11.0, 15.5, 13.178571428571429)","(5.0, 7.6, 7.2625)","(2.15, 2.26, 2.1819512195121953)"
