,Yoha Nz,Brevity,Smooth Overarm Nz,Reactor Factor,Full Brother,Arabella Star,Atomicstar
10-01-2023 15:12:14.703445,"(101.0, 99999, 99990)","(71.0, 200.0, 115.625)","(4.8, 99999, 99990)","(2.2, 3.65, 3.5083333333333333)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 5.864285714285715)","(6.5, 11.0, 8.666666666666666)"
10-01-2023 15:12:15.699168,"(101.0, 99999, 99990)","(71.0, 190.0, 158.75)","(4.8, 99999, 99990)","(2.2, 3.65, 2.9859999999999998)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.4, 6.07)","(6.5, 10.5, 9.44)"
10-01-2023 15:12:16.759548,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.65, 3.5116666666666667)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.2, 6.127272727272727)","(6.5, 10.0, 8.444444444444445)"
10-01-2023 15:12:17.840874,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.65, 3.603529411764706)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.4, 6.43)","(6.5, 10.0, 8.444444444444445)"
10-01-2023 15:12:18.924859,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.65, 3.5216666666666665)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 5.992857142857143)","(6.5, 10.0, 8.933333333333334)"
10-01-2023 15:12:20.021441,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.65, 3.5216666666666665)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.8, 8.355555555555556)"
10-01-2023 15:12:21.094254,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.65, 3.5216666666666665)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.8, 7.975)"
10-01-2023 15:12:22.157508,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.65, 3.5216666666666665)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.6, 7.975)"
10-01-2023 15:12:23.208089,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.65, 3.5216666666666665)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.6, 8.440000000000001)"
10-01-2023 15:12:24.207754,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.65, 3.5216666666666665)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.4, 8.440000000000001)"
10-01-2023 15:12:25.222579,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.65, 3.5216666666666665)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.4, 8.649999999999999)"
10-01-2023 15:12:26.216651,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.65, 3.6058823529411765)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:27.268939,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.65, 3.508)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:28.254421,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.65, 3.6094117647058823)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:29.275911,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.65, 3.315)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:30.278567,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.65, 3.609375)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:31.290100,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.65, 3.833333333333333)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:32.328262,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 4.0, 3.7442307692307693)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:33.335057,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 4.0, 3.7576923076923077)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:34.362916,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 4.0, 3.7576923076923077)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:35.356234,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 4.0, 3.7576923076923077)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:36.391231,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 4.0, 3.75)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:37.457087,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 4.0, 3.75)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:38.489140,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 4.0, 3.575)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:39.521275,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.3916666666666666)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:40.610047,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.3916666666666666)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:41.723909,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.3916666666666666)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:42.847292,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.3916666666666666)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:43.947646,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.6535714285714285)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:45.068147,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.6535714285714285)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:46.167603,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.6535714285714285)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:47.210898,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.6535714285714285)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:48.247636,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.6535714285714285)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:49.203511,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.6535714285714285)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:50.253112,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.6535714285714285)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:51.229595,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.6535714285714285)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:52.236104,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.5444444444444443)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:53.265066,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.5444444444444443)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:54.344430,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.5444444444444443)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:55.482251,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.5444444444444443)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:56.552770,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.5444444444444443)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:57.527506,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.5444444444444443)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:58.515518,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.5444444444444443)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:12:59.432641,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.5444444444444443)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:00.460745,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.5444444444444443)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:01.539175,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.5444444444444443)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:02.619653,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.5444444444444443)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:03.619851,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.5444444444444443)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:04.668240,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.5444444444444443)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.136363636363637)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:05.795380,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.5)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:06.893218,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.5)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:08.062955,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:09.282640,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:10.351455,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:11.493784,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:12.546080,"(101.0, 99999, 99990)","(71.0, 210.0, 180.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:13.618133,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:14.626804,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:15.565527,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:16.522366,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:17.751088,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:18.831781,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:19.988824,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:21.058058,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:22.168737,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.8, 5.35)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:23.329941,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.6, 5.65)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:24.414987,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:25.552638,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:26.607613,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:27.523876,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:28.488062,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:29.503589,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:30.542209,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3666666666666667)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:31.626243,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:32.695905,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:33.701903,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:34.788419,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:35.794004,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:37.104899,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:38.250281,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:39.543037,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:40.851948,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:42.125245,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:43.432596,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:44.539537,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:45.781805,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:47.046743,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:48.238318,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:49.377652,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:50.557822,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:51.664604,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:52.800031,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:53.946062,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:54.983621,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.283333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:56.148349,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.2, 5.3999999999999995)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:57.375119,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 6.0, 5.5)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
10-01-2023 15:13:58.559148,"(101.0, 99999, 99990)","(71.0, 210.0, 186.9230769230769)","(4.8, 99999, 99990)","(2.2, 3.7, 3.34)","(4.8, 5.9, 5.233333333333333)","(3.8, 6.6, 6.1952380952380945)","(6.5, 9.2, 7.824999999999999)"
