,Cincinati Cyndie,Queen Of Cakes,Little Ripper,Special Was It,Desleys Girl,Commands Respect,Ticket To Venus
11-01-2023 15:18:57.460286,"(4.0, 5.6, 5.4125)","(61.0, 85.0, 82.5)","(10.0, 11.0, 10.637931034482758)","(2.8, 3.65, 3.496153846153846)","(12.0, 21.0, 19.82608695652174)","(2.4, 3.2, 3.112)","(21.0, 34.0, 30.086956521739133)"
11-01-2023 15:18:58.712168,"(4.0, 5.6, 5.4125)","(61.0, 85.0, 82.5)","(10.0, 11.0, 10.637931034482758)","(2.8, 3.65, 3.496153846153846)","(12.0, 21.0, 19.82608695652174)","(2.4, 3.2, 3.112)","(21.0, 34.0, 30.086956521739133)"
11-01-2023 15:19:00.037272,"(4.0, 5.6, 5.4125)","(61.0, 85.0, 82.5)","(10.0, 11.0, 10.637931034482758)","(2.8, 3.65, 3.4749999999999996)","(12.0, 21.0, 19.82608695652174)","(2.4, 3.2, 3.112)","(21.0, 34.0, 30.086956521739133)"
11-01-2023 15:19:01.380307,"(4.0, 5.6, 5.4125)","(61.0, 85.0, 82.5)","(10.0, 11.0, 10.637931034482758)","(2.8, 3.55, 3.4576923076923074)","(12.0, 21.0, 19.82608695652174)","(2.4, 3.2, 3.112)","(21.0, 34.0, 30.086956521739133)"
11-01-2023 15:19:02.732557,"(4.0, 5.4, 5.325)","(61.0, 85.0, 82.5)","(10.0, 11.0, 10.637931034482758)","(2.8, 3.55, 3.4576923076923074)","(12.0, 21.0, 19.82608695652174)","(2.4, 3.2, 3.112)","(21.0, 34.0, 30.086956521739133)"
11-01-2023 15:19:04.154459,"(4.0, 5.4, 5.325)","(61.0, 85.0, 81.0)","(10.0, 11.0, 10.661290322580646)","(2.8, 3.55, 3.4576923076923074)","(12.0, 21.0, 19.82608695652174)","(2.4, 3.2, 3.125925925925926)","(21.0, 34.0, 30.086956521739133)"
11-01-2023 15:19:05.437180,"(4.0, 5.4, 5.325)","(61.0, 85.0, 81.0)","(10.0, 11.0, 10.661290322580646)","(2.8, 3.55, 3.4576923076923074)","(12.0, 21.0, 19.442307692307693)","(2.4, 3.2, 3.1133333333333333)","(21.0, 34.0, 29.333333333333332)"
11-01-2023 15:19:06.661070,"(4.0, 5.4, 5.325)","(61.0, 85.0, 81.0)","(10.0, 11.0, 10.661290322580646)","(2.8, 3.55, 3.45)","(12.0, 21.0, 19.442307692307693)","(2.4, 3.2, 3.121212121212121)","(21.0, 34.0, 29.333333333333332)"
11-01-2023 15:19:08.500024,"(4.0, 5.4, 5.325)","(61.0, 80.0, 77.0)","(10.0, 11.0, 10.661290322580646)","(2.8, 3.5, 3.4384615384615382)","(12.0, 21.0, 19.442307692307693)","(2.4, 3.2, 3.121212121212121)","(21.0, 34.0, 29.333333333333332)"
11-01-2023 15:19:10.132992,"(4.0, 5.4, 5.325)","(61.0, 80.0, 77.91666666666667)","(10.0, 11.0, 10.661290322580646)","(2.8, 3.5, 3.4384615384615382)","(12.0, 21.0, 19.442307692307693)","(2.4, 3.2, 3.121212121212121)","(21.0, 34.0, 29.333333333333332)"
11-01-2023 15:19:11.704054,"(4.0, 5.4, 5.325)","(61.0, 80.0, 77.91666666666667)","(10.0, 11.0, 10.661290322580646)","(2.8, 3.5, 3.4384615384615382)","(12.0, 21.0, 19.442307692307693)","(2.4, 3.2, 3.121212121212121)","(21.0, 34.0, 29.333333333333332)"
11-01-2023 15:19:13.054070,"(4.0, 5.4, 5.325)","(61.0, 80.0, 77.91666666666667)","(10.0, 11.0, 10.661290322580646)","(2.8, 3.5, 3.4625)","(12.0, 21.0, 19.442307692307693)","(2.4, 3.2, 3.121212121212121)","(21.0, 34.0, 29.333333333333332)"
11-01-2023 15:19:14.500044,"(4.0, 5.4, 5.3500000000000005)","(61.0, 80.0, 77.0)","(10.0, 11.0, 10.671875)","(2.8, 3.5, 3.4217391304347826)","(12.0, 21.0, 19.875)","(2.4, 3.2, 3.121212121212121)","(21.0, 34.0, 29.333333333333332)"
11-01-2023 15:19:15.863079,"(4.0, 5.4, 5.3500000000000005)","(61.0, 80.0, 77.0)","(10.0, 11.0, 10.671875)","(2.8, 3.5, 3.4217391304347826)","(12.0, 21.0, 19.875)","(2.4, 3.2, 3.1395348837209305)","(21.0, 34.0, 30.594594594594597)"
11-01-2023 15:19:17.213400,"(4.0, 5.4, 5.3500000000000005)","(61.0, 80.0, 77.0)","(10.0, 11.0, 10.671875)","(2.8, 3.5, 3.4217391304347826)","(12.0, 21.0, 19.875)","(2.4, 3.2, 3.1500000000000004)","(21.0, 34.0, 30.684210526315788)"
11-01-2023 15:19:18.594887,"(4.0, 5.4, 5.3500000000000005)","(61.0, 80.0, 113.125)","(10.0, 11.0, 10.671875)","(2.8, 3.5, 3.3578947368421055)","(12.0, 21.0, 19.875)","(2.4, 3.2, 3.1500000000000004)","(21.0, 34.0, 30.684210526315788)"
11-01-2023 15:19:19.783078,"(4.0, 5.1, 4.907692307692308)","(61.0, 120.0, 113.125)","(10.0, 11.0, 10.671875)","(2.8, 3.5, 3.3653846153846154)","(12.0, 21.0, 21.666666666666664)","(2.4, 3.2, 3.227777777777778)","(21.0, 34.0, 27.41176470588235)"
11-01-2023 15:19:21.000066,"(4.0, 5.1, 4.7250000000000005)","(61.0, 120.0, 109.0)","(10.0, 11.0, 10.671875)","(2.8, 3.5, 3.346774193548387)","(12.0, 22.0, 21.666666666666664)","(2.4, 3.25, 3.231818181818182)","(21.0, 34.0, 27.41176470588235)"
11-01-2023 15:19:22.175112,"(4.0, 5.1, 4.705263157894737)","(61.0, 120.0, 115.38461538461539)","(10.0, 11.0, 10.671875)","(2.8, 3.5, 3.346774193548387)","(12.0, 22.0, 21.428571428571427)","(2.4, 3.25, 3.2375)","(21.0, 34.0, 27.41176470588235)"
11-01-2023 15:19:23.309524,"(4.0, 5.1, 4.729629629629629)","(61.0, 120.0, 115.38461538461539)","(10.0, 11.0, 10.671875)","(2.8, 3.5, 3.346774193548387)","(12.0, 22.0, 21.75)","(2.4, 3.25, 3.2375)","(21.0, 34.0, 27.41176470588235)"
11-01-2023 15:19:24.561929,"(4.0, 5.1, 4.705263157894737)","(61.0, 120.0, 112.5)","(10.0, 11.0, 10.671875)","(2.8, 3.5, 3.346774193548387)","(12.0, 22.0, 21.75)","(2.4, 3.25, 3.2444444444444445)","(21.0, 34.0, 27.41176470588235)"
11-01-2023 15:19:25.782976,"(4.0, 5.1, 4.705263157894737)","(61.0, 120.0, 90.0)","(10.0, 11.0, 10.671875)","(2.8, 3.5, 3.346774193548387)","(12.0, 22.0, 21.75)","(2.4, 3.25, 3.2444444444444445)","(21.0, 34.0, 28.235294117647058)"
11-01-2023 15:19:27.049647,"(4.0, 5.1, 4.729629629629629)","(61.0, 120.0, 87.5)","(10.0, 11.0, 10.671875)","(2.8, 3.5, 3.3653846153846154)","(12.0, 22.0, 21.75)","(2.4, 3.25, 3.2444444444444445)","(21.0, 34.0, 29.1)"
11-01-2023 15:19:28.381068,"(4.0, 5.1, 4.729629629629629)","(61.0, 120.0, 87.5)","(10.0, 11.0, 10.671875)","(2.8, 3.5, 3.357142857142857)","(12.0, 22.0, 21.75)","(2.4, 3.25, 3.2249999999999996)","(21.0, 34.0, 29.625)"
11-01-2023 15:19:29.890062,"(4.0, 5.1, 4.705263157894737)","(61.0, 120.0, 87.5)","(10.0, 11.0, 10.671875)","(2.8, 3.5, 3.357142857142857)","(12.0, 22.0, 21.75)","(2.4, 3.3, 3.2249999999999996)","(21.0, 34.0, 29.625)"
11-01-2023 15:19:31.238014,"(4.0, 5.1, 4.705263157894737)","(61.0, 120.0, 87.5)","(10.0, 11.0, 10.671875)","(2.8, 3.5, 3.357142857142857)","(12.0, 22.0, 21.692307692307693)","(2.4, 3.3, 3.2249999999999996)","(21.0, 34.0, 28.615384615384617)"
11-01-2023 15:19:32.587978,"(4.0, 5.1, 4.705263157894737)","(61.0, 120.0, 87.5)","(10.0, 11.0, 10.671875)","(2.8, 3.5, 3.340909090909091)","(12.0, 22.0, 21.87878787878788)","(2.4, 3.3, 3.2249999999999996)","(21.0, 34.0, 28.615384615384617)"
11-01-2023 15:19:33.743248,"(4.0, 5.1, 4.729629629629629)","(61.0, 120.0, 87.5)","(10.0, 11.0, 10.671875)","(2.8, 3.5, 3.340909090909091)","(12.0, 22.0, 20.25)","(2.4, 3.3, 3.2249999999999996)","(21.0, 34.0, 31.87878787878788)"
11-01-2023 15:19:35.389730,"(4.0, 5.1, 4.705263157894737)","(61.0, 120.0, 112.22222222222223)","(10.0, 11.0, 10.671875)","(2.8, 3.5, 3.340909090909091)","(12.0, 22.0, 20.25)","(2.4, 3.3, 3.2249999999999996)","(21.0, 34.0, 31.87878787878788)"
11-01-2023 15:19:37.081025,"(4.0, 5.1, 4.705263157894737)","(61.0, 120.0, 87.5)","(10.0, 11.0, 10.671875)","(2.8, 3.5, 3.335714285714286)","(12.0, 22.0, 20.25)","(2.4, 3.3, 3.2264705882352938)","(21.0, 34.0, 31.87878787878788)"
11-01-2023 15:19:38.499618,"(4.0, 5.1, 4.705263157894737)","(61.0, 120.0, 105.0)","(10.0, 11.0, 10.671875)","(2.8, 3.5, 3.335714285714286)","(12.0, 22.0, 20.25)","(2.4, 3.3, 3.2264705882352938)","(21.0, 34.0, 31.87878787878788)"
11-01-2023 15:19:39.947398,"(4.0, 5.1, 4.705263157894737)","(61.0, 120.0, 105.0)","(10.0, 11.0, 10.58)","(2.8, 3.5, 3.3318181818181816)","(12.0, 22.0, 21.893939393939394)","(2.4, 3.3, 3.2404761904761905)","(21.0, 34.0, 29.384615384615383)"
11-01-2023 15:19:41.405347,"(4.0, 5.0, 4.878787878787879)","(61.0, 120.0, 105.0)","(10.0, 11.0, 10.58)","(2.8, 3.4, 3.3318181818181816)","(12.0, 22.0, 20.5)","(2.4, 3.3, 3.2404761904761905)","(21.0, 34.0, 29.384615384615383)"
11-01-2023 15:19:42.826492,"(4.0, 5.0, 4.878787878787879)","(61.0, 120.0, 106.25)","(10.0, 11.0, 10.58)","(2.8, 3.4, 3.3318181818181816)","(12.0, 22.0, 20.5)","(2.4, 3.3, 3.2404761904761905)","(21.0, 34.0, 30.153846153846153)"
11-01-2023 15:19:44.294380,"(4.0, 5.0, 4.842105263157895)","(61.0, 120.0, 107.5)","(10.0, 11.0, 10.58)","(2.8, 3.4, 3.3318181818181816)","(12.0, 22.0, 20.5)","(2.4, 3.3, 3.2568965517241377)","(21.0, 34.0, 30.153846153846153)"
11-01-2023 15:19:45.712694,"(4.0, 5.0, 4.842105263157895)","(61.0, 120.0, 107.5)","(10.0, 11.0, 10.58)","(2.8, 3.4, 3.2928571428571427)","(12.0, 22.0, 21.875)","(2.4, 3.3, 3.283333333333333)","(21.0, 34.0, 30.153846153846153)"
11-01-2023 15:19:47.215671,"(4.0, 5.0, 4.842105263157895)","(51.0, 130.0, 79.0625)","(9.0, 11.0, 10.58)","(2.8, 3.4, 3.2928571428571427)","(12.0, 22.0, 22.0)","(2.4, 3.3, 3.3249999999999997)","(21.0, 34.0, 30.153846153846153)"
11-01-2023 15:19:49.008007,"(4.0, 5.0, 4.834782608695653)","(51.0, 80.0, 79.0)","(9.0, 11.0, 10.58)","(2.8, 3.4, 3.275)","(12.0, 24.0, 21.818181818181817)","(2.4, 3.4, 3.3249999999999997)","(21.0, 34.0, 30.153846153846153)"
11-01-2023 15:19:50.472006,"(4.0, 4.9, 4.828571428571429)","(51.0, 80.0, 79.0)","(9.0, 11.0, 9.85217391304348)","(2.8, 3.4, 3.274)","(12.0, 24.0, 23.59090909090909)","(2.4, 3.4, 3.2285714285714286)","(21.0, 34.0, 30.153846153846153)"
11-01-2023 15:19:52.072063,"(4.0, 4.8, 4.718518518518518)","(51.0, 80.0, 79.0)","(9.0, 11.0, 9.9)","(2.8, 3.4, 3.274)","(12.0, 24.0, 23.59090909090909)","(2.4, 3.4, 3.31)","(21.0, 34.0, 30.153846153846153)"
11-01-2023 15:19:53.555965,"(4.0, 4.8, 4.718518518518518)","(51.0, 80.0, 78.75)","(9.0, 11.0, 9.9)","(2.8, 3.4, 3.274)","(12.0, 24.0, 23.71875)","(2.4, 3.4, 3.3386363636363634)","(21.0, 34.0, 30.153846153846153)"
11-01-2023 15:19:54.907564,"(4.0, 4.8, 4.718518518518518)","(51.0, 80.0, 78.75)","(9.0, 11.0, 9.870967741935484)","(2.8, 3.4, 3.274)","(12.0, 24.0, 23.71875)","(2.4, 3.4, 3.3578125)","(21.0, 34.0, 30.153846153846153)"
11-01-2023 15:19:56.222288,"(4.0, 4.8, 4.718518518518518)","(51.0, 80.0, 78.75)","(9.0, 11.0, 9.870967741935484)","(2.8, 3.4, 3.274)","(12.0, 24.0, 23.71875)","(2.4, 3.4, 3.356666666666667)","(21.0, 34.0, 30.153846153846153)"
11-01-2023 15:19:57.501819,"(4.0, 4.8, 4.718518518518518)","(51.0, 80.0, 78.75)","(9.0, 11.0, 9.870967741935484)","(2.8, 3.4, 3.274)","(12.0, 24.0, 23.71875)","(2.4, 3.45, 3.3736363636363635)","(21.0, 34.0, 30.153846153846153)"
11-01-2023 15:19:58.841992,"(4.0, 4.8, 4.718518518518518)","(51.0, 80.0, 78.75)","(9.0, 11.0, 9.870967741935484)","(2.8, 3.4, 3.273076923076923)","(12.0, 24.0, 23.71875)","(2.4, 3.45, 3.3736363636363635)","(21.0, 34.0, 30.153846153846153)"
11-01-2023 15:20:00.241024,"(4.0, 4.8, 4.718518518518518)","(51.0, 80.0, 78.75)","(9.0, 11.0, 9.870967741935484)","(2.8, 3.4, 3.3)","(12.0, 24.0, 23.71875)","(2.4, 3.45, 3.3736363636363635)","(21.0, 34.0, 30.153846153846153)"
11-01-2023 15:20:01.514505,"(4.0, 4.8, 4.703225806451613)","(51.0, 80.0, 78.63636363636364)","(9.0, 11.0, 9.870967741935484)","(2.8, 3.4, 3.2725806451612907)","(12.0, 24.0, 23.71875)","(2.4, 3.45, 3.3833333333333333)","(21.0, 34.0, 29.9375)"
11-01-2023 15:20:02.784982,"(4.0, 4.8, 4.718518518518518)","(51.0, 80.0, 78.63636363636364)","(9.0, 11.0, 9.870967741935484)","(2.8, 3.35, 3.2725806451612907)","(12.0, 24.0, 23.71875)","(2.4, 3.45, 3.3833333333333333)","(21.0, 34.0, 29.9375)"
11-01-2023 15:20:04.082591,"(4.0, 4.8, 4.718518518518518)","(51.0, 80.0, 78.63636363636364)","(9.0, 11.0, 9.870967741935484)","(2.8, 3.35, 3.254878048780488)","(12.0, 24.0, 23.71875)","(2.4, 3.45, 3.3477272727272727)","(21.0, 34.0, 29.9375)"
11-01-2023 15:20:05.343987,"(4.0, 4.8, 4.718518518518518)","(51.0, 80.0, 78.63636363636364)","(9.0, 11.0, 9.870967741935484)","(2.8, 3.35, 3.2576923076923077)","(12.0, 24.0, 23.71875)","(2.4, 3.45, 3.3796875)","(21.0, 34.0, 29.9375)"
11-01-2023 15:20:06.653500,"(4.0, 4.8, 4.703225806451613)","(51.0, 80.0, 78.63636363636364)","(9.0, 11.0, 9.870967741935484)","(2.8, 3.3, 3.2555555555555555)","(12.0, 24.0, 23.71875)","(2.4, 3.45, 3.381818181818182)","(21.0, 34.0, 29.9375)"
11-01-2023 15:20:07.902661,"(4.0, 4.8, 4.703225806451613)","(51.0, 80.0, 78.75)","(9.0, 11.0, 9.870967741935484)","(2.8, 3.3, 3.2555555555555555)","(12.0, 24.0, 23.71875)","(2.4, 3.45, 3.381818181818182)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:09.266841,"(4.0, 4.8, 4.703225806451613)","(51.0, 80.0, 78.75)","(9.0, 11.0, 9.870967741935484)","(2.8, 3.3, 3.2405405405405405)","(12.0, 24.0, 23.71875)","(2.4, 3.45, 3.37)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:10.650867,"(4.0, 4.8, 4.728)","(51.0, 80.0, 98.75)","(9.0, 11.0, 9.461538461538462)","(2.8, 3.3, 3.2576923076923077)","(12.0, 24.0, 22.666666666666668)","(2.4, 3.45, 3.477777777777778)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:11.985202,"(4.0, 4.8, 4.730769230769231)","(51.0, 110.0, 87.5)","(9.0, 11.0, 9.461538461538462)","(2.8, 3.3, 3.261764705882353)","(12.0, 24.0, 23.6)","(2.4, 3.5, 3.3642857142857143)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:13.358099,"(4.0, 4.8, 4.7379310344827585)","(51.0, 110.0, 80.0)","(9.0, 11.0, 9.461538461538462)","(2.8, 3.3, 3.261764705882353)","(12.0, 24.0, 23.714285714285715)","(2.4, 3.4, 3.3833333333333333)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:14.678950,"(4.0, 4.8, 4.7379310344827585)","(51.0, 110.0, 90.9090909090909)","(9.0, 11.0, 9.461538461538462)","(2.8, 3.3, 3.261764705882353)","(14.0, 24.0, 23.428571428571427)","(2.5, 3.4, 3.386842105263158)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:15.985713,"(4.0, 4.8, 4.7379310344827585)","(51.0, 110.0, 89.0)","(9.0, 11.0, 9.766666666666667)","(2.8, 3.3, 3.261764705882353)","(14.0, 24.0, 23.428571428571427)","(2.5, 3.4, 3.386842105263158)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:17.324574,"(3.9, 4.8, 4.741935483870968)","(51.0, 110.0, 89.0)","(9.0, 10.5, 10.225)","(2.7, 3.3, 3.2416666666666667)","(14.0, 24.0, 23.666666666666668)","(2.5, 3.4, 3.4833333333333334)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:18.606301,"(3.9, 4.8, 4.741935483870968)","(51.0, 110.0, 89.0)","(9.0, 10.5, 10.436170212765957)","(2.7, 3.3, 3.2416666666666667)","(14.0, 24.0, 23.666666666666668)","(2.5, 3.5, 3.48125)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:19.988613,"(3.9, 4.8, 4.730769230769231)","(51.0, 110.0, 89.0)","(9.0, 10.5, 10.37962962962963)","(2.7, 3.3, 3.269047619047619)","(14.0, 24.0, 21.6)","(2.5, 3.5, 3.48125)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:21.318619,"(3.9, 4.8, 4.77)","(51.0, 110.0, 89.0)","(9.0, 10.5, 10.28048780487805)","(2.7, 3.3, 3.269047619047619)","(14.0, 22.0, 21.11111111111111)","(2.5, 3.5, 3.48125)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:22.774515,"(3.9, 4.8, 4.7407407407407405)","(51.0, 110.0, 89.0)","(9.0, 10.5, 10.28048780487805)","(2.7, 3.3, 3.2416666666666667)","(14.0, 22.0, 21.5)","(2.5, 3.5, 3.48125)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:24.198788,"(3.9, 4.8, 4.7407407407407405)","(51.0, 110.0, 89.0)","(9.0, 10.5, 10.285714285714286)","(2.7, 3.3, 3.244)","(14.0, 22.0, 21.5)","(2.5, 3.5, 3.4763157894736842)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:25.566233,"(3.9, 4.8, 4.7407407407407405)","(51.0, 110.0, 89.0)","(9.0, 10.5, 10.285714285714286)","(2.7, 3.3, 3.244)","(14.0, 22.0, 21.5)","(2.5, 3.5, 3.4763157894736842)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:27.249124,"(3.9, 4.8, 4.752)","(51.0, 110.0, 95.83333333333334)","(9.0, 10.5, 10.285714285714286)","(2.7, 3.3, 3.2458333333333336)","(14.0, 22.0, 21.5)","(2.5, 3.5, 3.4441176470588237)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:28.560756,"(3.9, 4.8, 4.752)","(51.0, 100.0, 89.70588235294117)","(9.0, 10.5, 10.285714285714286)","(2.7, 3.3, 3.256666666666667)","(14.0, 22.0, 21.5)","(2.5, 3.45, 3.43421052631579)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:30.266611,"(3.9, 4.8, 4.752)","(51.0, 100.0, 89.70588235294117)","(9.0, 10.5, 10.242857142857142)","(2.7, 3.3, 3.256666666666667)","(14.0, 22.0, 21.5)","(2.5, 3.4, 3.3944444444444444)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:31.623580,"(3.9, 4.8, 4.752)","(51.0, 100.0, 86.9047619047619)","(9.0, 10.5, 10.242857142857142)","(2.7, 3.3, 3.256666666666667)","(14.0, 22.0, 21.5)","(2.5, 3.4, 3.3970588235294117)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:32.952302,"(3.9, 4.8, 4.757142857142857)","(51.0, 100.0, 86.9047619047619)","(9.0, 10.5, 10.242857142857142)","(2.7, 3.3, 3.256666666666667)","(14.0, 22.0, 21.5)","(2.5, 3.4, 3.3970588235294117)","(21.0, 34.0, 30.53846153846154)"
11-01-2023 15:20:34.301307,"(3.9, 4.8, 4.757142857142857)","(51.0, 100.0, 86.9047619047619)","(9.0, 10.5, 10.15)","(2.7, 3.3, 3.2458333333333336)","(14.0, 22.0, 21.714285714285715)","(2.5, 3.4, 3.3970588235294117)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:35.594213,"(3.9, 4.8, 4.757142857142857)","(51.0, 100.0, 86.9047619047619)","(9.0, 11.5, 10.25)","(2.7, 3.3, 3.23)","(14.0, 22.0, 21.5)","(2.5, 3.4, 3.3970588235294117)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:36.933903,"(3.9, 4.8, 4.757142857142857)","(51.0, 100.0, 86.9047619047619)","(9.0, 10.5, 10.107142857142858)","(2.7, 3.3, 3.269047619047619)","(14.0, 22.0, 20.333333333333332)","(2.5, 3.4, 3.3970588235294117)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:38.187516,"(3.9, 4.8, 4.752)","(51.0, 100.0, 86.9047619047619)","(9.0, 11.5, 10.09375)","(2.7, 3.3, 3.269047619047619)","(14.0, 22.0, 20.333333333333332)","(2.5, 3.4, 3.3970588235294117)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:39.502553,"(3.9, 4.8, 4.752)","(51.0, 100.0, 86.9047619047619)","(9.0, 11.5, 10.09375)","(2.7, 3.3, 3.2588235294117647)","(14.0, 22.0, 20.333333333333332)","(2.5, 3.4, 3.3970588235294117)","(21.0, 34.0, 30.904761904761905)"
11-01-2023 15:20:40.880827,"(3.9, 4.8, 4.752)","(51.0, 100.0, 86.9047619047619)","(9.0, 11.5, 10.078947368421053)","(2.7, 3.3, 3.2588235294117647)","(14.0, 22.0, 20.333333333333332)","(2.5, 3.4, 3.3970588235294117)","(21.0, 34.0, 30.818181818181817)"
11-01-2023 15:20:42.173410,"(3.9, 4.8, 4.752)","(51.0, 100.0, 86.9047619047619)","(9.0, 11.5, 10.051724137931034)","(2.7, 3.3, 3.2363636363636363)","(14.0, 22.0, 20.333333333333332)","(2.5, 3.4, 3.397222222222222)","(21.0, 34.0, 30.818181818181817)"
11-01-2023 15:20:43.533332,"(3.9, 4.8, 4.752)","(51.0, 100.0, 91.66666666666667)","(9.0, 11.5, 10.051724137931034)","(2.7, 3.3, 3.2363636363636363)","(14.0, 22.0, 20.333333333333332)","(2.5, 3.4, 3.397222222222222)","(21.0, 34.0, 30.818181818181817)"
11-01-2023 15:20:44.910192,"(3.9, 4.8, 4.752)","(51.0, 95.0, 82.64705882352942)","(9.0, 11.5, 10.051724137931034)","(2.7, 3.3, 3.263888888888889)","(14.0, 22.0, 20.666666666666668)","(2.5, 3.4, 3.396875)","(21.0, 34.0, 30.818181818181817)"
11-01-2023 15:20:46.139424,"(3.9, 4.8, 4.752)","(51.0, 95.0, 80.0)","(9.0, 11.5, 10.051724137931034)","(2.7, 3.3, 3.2704545454545455)","(14.0, 22.0, 20.666666666666668)","(2.5, 3.4, 3.396875)","(21.0, 34.0, 30.818181818181817)"
11-01-2023 15:20:47.444990,"(3.9, 4.8, 4.752)","(51.0, 95.0, 82.64705882352942)","(9.0, 11.5, 10.985074626865671)","(2.7, 3.3, 3.2704545454545455)","(14.0, 22.0, 20.666666666666668)","(2.5, 3.4, 3.396875)","(21.0, 34.0, 30.818181818181817)"
11-01-2023 15:20:48.713809,"(3.9, 4.8, 4.752)","(51.0, 95.0, 82.64705882352942)","(9.0, 11.5, 10.676470588235293)","(2.7, 3.3, 3.2666666666666666)","(14.0, 22.0, 21.375)","(2.5, 3.4, 3.396875)","(21.0, 34.0, 30.818181818181817)"
11-01-2023 15:20:49.954122,"(3.9, 4.8, 4.752)","(51.0, 95.0, 82.64705882352942)","(9.0, 11.5, 10.676470588235293)","(2.7, 3.3, 3.2648148148148146)","(14.0, 22.0, 21.375)","(2.5, 3.4, 3.396875)","(21.0, 34.0, 30.818181818181817)"
11-01-2023 15:20:51.305904,"(3.9, 4.8, 4.752)","(51.0, 95.0, 82.64705882352942)","(9.0, 11.5, 10.676470588235293)","(2.7, 3.3, 3.2555555555555555)","(14.0, 22.0, 21.375)","(2.5, 3.4, 3.396875)","(21.0, 34.0, 30.818181818181817)"
11-01-2023 15:20:52.650733,"(3.9, 4.8, 4.752)","(51.0, 95.0, 82.64705882352942)","(9.0, 11.5, 10.676470588235293)","(2.7, 3.3, 3.2555555555555555)","(14.0, 22.0, 21.375)","(2.5, 3.4, 3.396875)","(21.0, 34.0, 30.818181818181817)"
11-01-2023 15:20:53.928630,"(3.9, 4.8, 4.752)","(51.0, 95.0, 82.64705882352942)","(9.0, 11.5, 10.676470588235293)","(2.7, 3.3, 3.2714285714285714)","(14.0, 22.0, 21.375)","(2.5, 3.4, 3.3941176470588235)","(21.0, 34.0, 30.818181818181817)"
11-01-2023 15:20:55.190186,"(3.9, 4.8, 4.752)","(51.0, 95.0, 82.64705882352942)","(9.0, 11.5, 10.676470588235293)","(2.7, 3.3, 3.276470588235294)","(14.0, 22.0, 21.375)","(2.5, 3.4, 3.3941176470588235)","(21.0, 34.0, 30.818181818181817)"
11-01-2023 15:20:56.334582,"(3.9, 4.8, 4.752)","(51.0, 95.0, 82.64705882352942)","(9.0, 11.5, 10.676470588235293)","(2.7, 3.3, 3.283333333333333)","(14.0, 22.0, 21.375)","(2.5, 3.4, 3.3941176470588235)","(21.0, 34.0, 29.88235294117647)"
11-01-2023 15:20:57.622631,"(3.9, 4.8, 4.752)","(51.0, 95.0, 82.64705882352942)","(9.0, 11.5, 10.676470588235293)","(2.7, 3.35, 3.283333333333333)","(14.0, 22.0, 21.375)","(2.5, 3.4, 3.3941176470588235)","(21.0, 34.0, 29.88235294117647)"
11-01-2023 15:20:58.891357,"(3.9, 4.8, 4.752)","(51.0, 95.0, 83.75)","(9.0, 11.5, 10.676470588235293)","(2.7, 3.35, 3.283333333333333)","(14.0, 22.0, 21.375)","(2.5, 3.4, 3.3941176470588235)","(21.0, 34.0, 29.88235294117647)"
11-01-2023 15:21:00.188740,"(3.9, 4.8, 4.752)","(51.0, 95.0, 81.875)","(9.0, 11.5, 10.625)","(2.7, 3.35, 3.2642857142857142)","(14.0, 22.0, 20.666666666666668)","(2.5, 3.4, 3.34)","(21.0, 34.0, 31.142857142857142)"
11-01-2023 15:21:01.477684,"(3.9, 4.8, 4.752)","(51.0, 95.0, 81.0)","(9.0, 11.5, 10.625)","(2.7, 3.35, 3.287931034482759)","(14.0, 22.0, 20.666666666666668)","(2.5, 3.35, 3.3)","(21.0, 34.0, 31.333333333333332)"
11-01-2023 15:21:02.718830,"(3.9, 4.8, 4.752)","(51.0, 95.0, 81.0)","(9.0, 11.5, 10.625)","(2.7, 3.35, 3.326923076923077)","(14.0, 22.0, 20.666666666666668)","(2.5, 3.35, 3.3)","(21.0, 34.0, 31.333333333333332)"
