,Zulu Rufus,Awesome Orson,Blink You Lose,Teragram Finale,Robell Magic,King Cujo
10-01-2023 20:18:48.402436,"(31.0, 440.0, 233.33333333333331)","(14.0, 65.0, 61.375)","(2.2, 2.46, 2.433333333333333)","(8.5, 12.0, 11.470588235294118)","(2.2, 2.34, 2.328235294117647)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:18:49.356094,"(31.0, 440.0, 233.33333333333331)","(14.0, 65.0, 61.375)","(2.2, 2.46, 2.433333333333333)","(8.5, 12.0, 11.470588235294118)","(2.15, 2.34, 2.315)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:18:50.319442,"(31.0, 420.0, 275.0)","(14.0, 65.0, 61.375)","(2.2, 2.46, 2.433333333333333)","(8.5, 12.0, 11.325)","(2.15, 2.34, 2.327272727272727)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:18:51.296798,"(31.0, 420.0, 275.0)","(14.0, 65.0, 61.375)","(2.2, 2.46, 2.4)","(8.5, 12.0, 11.205882352941176)","(2.15, 2.4, 2.321428571428571)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:18:52.327057,"(31.0, 350.0, 240.0)","(14.0, 65.0, 61.375)","(2.2, 2.46, 2.4)","(8.5, 12.0, 11.205882352941176)","(2.15, 2.4, 2.32)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:18:53.376932,"(31.0, 350.0, 240.0)","(14.0, 65.0, 61.375)","(2.2, 2.46, 2.4)","(8.5, 12.0, 11.205882352941176)","(2.15, 2.4, 2.32)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:18:54.412405,"(31.0, 350.0, 240.0)","(14.0, 65.0, 61.375)","(2.2, 2.46, 2.4)","(8.5, 12.0, 11.205882352941176)","(2.15, 2.4, 2.32)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:18:55.356423,"(31.0, 350.0, 240.0)","(14.0, 65.0, 61.375)","(2.2, 2.46, 2.4)","(8.5, 12.0, 11.205882352941176)","(2.15, 2.4, 2.32)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:18:56.243660,"(31.0, 350.0, 240.0)","(14.0, 65.0, 61.375)","(2.2, 2.46, 2.4)","(8.5, 12.0, 11.205882352941176)","(2.15, 2.4, 2.32)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:18:57.158364,"(31.0, 350.0, 240.0)","(14.0, 65.0, 61.375)","(2.2, 2.46, 2.4)","(8.5, 12.0, 11.205882352941176)","(2.15, 2.4, 2.3074999999999997)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:18:58.058324,"(31.0, 350.0, 240.0)","(14.0, 65.0, 61.375)","(2.2, 2.46, 2.4266666666666667)","(8.5, 12.0, 11.205882352941176)","(2.15, 2.32, 2.3074999999999997)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:18:59.039461,"(31.0, 350.0, 240.0)","(14.0, 65.0, 61.375)","(2.2, 2.46, 2.4)","(8.5, 12.0, 11.325)","(2.15, 2.4, 2.33)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:00.093864,"(31.0, 350.0, 240.0)","(14.0, 65.0, 61.375)","(2.2, 2.46, 2.4)","(8.5, 12.0, 11.325)","(2.15, 2.4, 2.33)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:01.161771,"(31.0, 350.0, 240.0)","(14.0, 65.0, 61.375)","(2.2, 2.46, 2.4)","(8.5, 12.0, 11.470588235294118)","(2.15, 2.4, 2.3636363636363633)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:02.054828,"(31.0, 350.0, 240.0)","(14.0, 65.0, 47.0)","(2.2, 2.48, 2.3657142857142857)","(8.5, 12.0, 11.470588235294118)","(2.15, 2.4, 2.3636363636363633)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:02.994281,"(31.0, 350.0, 240.0)","(14.0, 60.0, 55.6)","(2.2, 2.44, 2.4)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.4, 2.33)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:04.042115,"(31.0, 350.0, 240.0)","(14.0, 60.0, 54.5)","(2.2, 2.44, 2.3326315789473684)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.4, 2.3249999999999997)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:04.920851,"(31.0, 350.0, 240.0)","(14.0, 60.0, 54.5)","(2.2, 2.42, 2.32)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.4, 2.3249999999999997)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:05.879848,"(31.0, 350.0, 240.0)","(14.0, 60.0, 54.5)","(2.2, 2.42, 2.32)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.4, 2.3249999999999997)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:06.856115,"(31.0, 350.0, 240.0)","(14.0, 60.0, 57.06666666666666)","(2.2, 2.42, 2.34)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.4, 2.3249999999999997)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:07.775284,"(31.0, 350.0, 240.0)","(14.0, 60.0, 57.06666666666666)","(2.2, 2.42, 2.34)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.4, 2.364)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:08.728487,"(31.0, 350.0, 240.0)","(14.0, 60.0, 57.06666666666666)","(2.2, 2.44, 2.3466666666666667)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.4, 2.364)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:09.669482,"(31.0, 350.0, 240.0)","(14.0, 60.0, 57.06666666666666)","(2.2, 2.42, 2.3899999999999997)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.4, 2.357142857142857)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:10.565878,"(31.0, 350.0, 240.0)","(14.0, 60.0, 57.06666666666666)","(2.2, 2.42, 2.3899999999999997)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.4, 2.357142857142857)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:11.545882,"(31.0, 350.0, 240.0)","(14.0, 60.0, 57.06666666666666)","(2.2, 2.42, 2.3899999999999997)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.4, 2.3923076923076922)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:12.622268,"(31.0, 350.0, 240.0)","(14.0, 60.0, 57.06666666666666)","(2.2, 2.42, 2.396)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.42, 2.3763636363636365)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:13.556714,"(31.0, 350.0, 240.0)","(14.0, 60.0, 57.06666666666666)","(2.2, 2.42, 2.396)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.42, 2.3763636363636365)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:14.497220,"(31.0, 350.0, 240.0)","(14.0, 60.0, 57.06666666666666)","(2.2, 2.42, 2.396)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.42, 2.3857142857142857)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:15.435543,"(31.0, 130.0, 112.85714285714286)","(14.0, 60.0, 57.06666666666666)","(2.2, 2.42, 2.4010526315789473)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.42, 2.3666666666666667)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:16.325656,"(31.0, 130.0, 112.85714285714286)","(14.0, 60.0, 57.06666666666666)","(2.2, 2.42, 2.4010526315789473)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.42, 2.3666666666666667)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:17.313964,"(31.0, 130.0, 112.85714285714286)","(14.0, 65.0, 60.84615384615385)","(2.2, 2.42, 2.3857142857142857)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.38, 2.353333333333333)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:18.343427,"(31.0, 130.0, 117.5)","(14.0, 60.0, 54.285714285714285)","(2.2, 2.42, 2.3857142857142857)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.38, 2.353333333333333)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:19.278630,"(31.0, 130.0, 117.5)","(14.0, 60.0, 55.0)","(2.2, 2.42, 2.3857142857142857)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.38, 2.353333333333333)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:20.227812,"(31.0, 110.0, 106.36363636363636)","(14.0, 60.0, 54.285714285714285)","(2.2, 2.42, 2.3899999999999997)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.38, 2.353333333333333)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:21.207124,"(31.0, 110.0, 106.66666666666667)","(14.0, 60.0, 57.14285714285714)","(2.2, 2.42, 2.3899999999999997)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.38, 2.353333333333333)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:22.135055,"(31.0, 110.0, 106.66666666666667)","(14.0, 60.0, 57.14285714285714)","(2.2, 2.42, 2.3899999999999997)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.38, 2.353333333333333)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:23.010686,"(31.0, 110.0, 93.33333333333333)","(14.0, 60.0, 57.14285714285714)","(2.2, 2.42, 2.3899999999999997)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.38, 2.353333333333333)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:23.965421,"(31.0, 110.0, 103.75)","(14.0, 60.0, 57.14285714285714)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.38, 2.33)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:25.007723,"(31.0, 110.0, 103.75)","(14.0, 60.0, 57.14285714285714)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.38, 2.33)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:25.903616,"(31.0, 110.0, 103.75)","(14.0, 60.0, 57.14285714285714)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.38, 2.33)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:26.826526,"(31.0, 110.0, 103.75)","(14.0, 60.0, 57.14285714285714)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.38, 2.33)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:27.787458,"(31.0, 110.0, 103.75)","(14.0, 60.0, 57.14285714285714)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.38, 2.33)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:28.716706,"(31.0, 110.0, 105.55555555555556)","(14.0, 60.0, 57.14285714285714)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.38, 2.3589473684210525)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:29.733104,"(31.0, 280.0, 232.5)","(14.0, 60.0, 57.14285714285714)","(2.2, 2.4, 2.3866666666666667)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.38, 2.393333333333333)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:30.742933,"(31.0, 280.0, 242.0)","(14.0, 60.0, 57.14285714285714)","(2.2, 2.4, 2.3833333333333333)","(8.5, 12.0, 10.714285714285714)","(2.15, 2.4, 2.34125)","(8.0, 23.0, 22.708333333333332)"
10-01-2023 20:19:31.683070,"(31.0, 280.0, 242.0)","(14.0, 60.0, 57.14285714285714)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.142857142857142)","(2.15, 2.36, 2.34125)","(8.0, 23.0, 22.708333333333332)"
10-01-2023 20:19:32.691674,"(31.0, 280.0, 242.0)","(14.0, 60.0, 57.14285714285714)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.142857142857142)","(2.15, 2.36, 2.34125)","(8.0, 23.0, 22.708333333333332)"
10-01-2023 20:19:33.751618,"(31.0, 280.0, 242.0)","(14.0, 65.0, 49.666666666666664)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.142857142857142)","(2.15, 2.36, 2.34125)","(8.0, 23.0, 22.708333333333332)"
10-01-2023 20:19:34.706189,"(31.0, 280.0, 242.0)","(14.0, 65.0, 49.666666666666664)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.142857142857142)","(2.15, 2.36, 2.34125)","(8.0, 23.0, 22.708333333333332)"
10-01-2023 20:19:35.566208,"(31.0, 280.0, 242.0)","(14.0, 65.0, 49.666666666666664)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.142857142857142)","(2.15, 2.36, 2.34125)","(8.0, 23.0, 22.708333333333332)"
10-01-2023 20:19:36.553609,"(31.0, 280.0, 242.0)","(14.0, 65.0, 49.666666666666664)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.142857142857142)","(2.15, 2.36, 2.34125)","(8.0, 23.0, 22.708333333333332)"
10-01-2023 20:19:37.546707,"(31.0, 280.0, 242.0)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.142857142857142)","(2.15, 2.36, 2.34125)","(8.0, 23.0, 22.708333333333332)"
10-01-2023 20:19:38.535520,"(31.0, 280.0, 242.0)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.142857142857142)","(2.15, 2.36, 2.34125)","(8.0, 23.0, 22.708333333333332)"
10-01-2023 20:19:39.540006,"(31.0, 280.0, 242.0)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.142857142857142)","(2.15, 2.36, 2.34125)","(8.0, 23.0, 22.708333333333332)"
10-01-2023 20:19:40.506388,"(31.0, 280.0, 242.0)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.142857142857142)","(2.15, 2.36, 2.34125)","(8.0, 23.0, 22.708333333333332)"
10-01-2023 20:19:41.469866,"(31.0, 280.0, 242.0)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.142857142857142)","(2.15, 2.36, 2.34125)","(8.0, 23.0, 22.708333333333332)"
10-01-2023 20:19:42.498009,"(31.0, 280.0, 242.0)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.142857142857142)","(2.15, 2.36, 2.34125)","(8.0, 23.0, 22.708333333333332)"
10-01-2023 20:19:43.356003,"(31.0, 280.0, 242.0)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.142857142857142)","(2.15, 2.36, 2.34125)","(8.0, 23.0, 22.708333333333332)"
10-01-2023 20:19:44.241946,"(31.0, 280.0, 242.0)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.3899999999999997)","(8.5, 12.0, 11.142857142857142)","(2.15, 2.36, 2.34125)","(8.0, 23.0, 22.708333333333332)"
10-01-2023 20:19:45.220238,"(31.0, 280.0, 242.0)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.36)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.38, 2.373333333333333)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:46.238135,"(31.0, 280.0, 242.0)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.36)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.38, 2.3727272727272726)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:47.248244,"(31.0, 280.0, 218.33333333333331)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.36)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.38, 2.3727272727272726)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:48.266868,"(31.0, 280.0, 218.33333333333331)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.36)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.38, 2.3727272727272726)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:49.178005,"(31.0, 270.0, 211.66666666666669)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.36)","(8.5, 12.0, 11.571428571428571)","(2.15, 2.38, 2.3727272727272726)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:50.048488,"(31.0, 270.0, 211.66666666666669)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.36)","(8.5, 12.0, 11.5)","(2.15, 2.38, 2.3727272727272726)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:51.031090,"(31.0, 260.0, 177.5)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.36)","(8.5, 12.0, 11.5)","(2.15, 2.38, 2.3685714285714283)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:52.021975,"(31.0, 260.0, 136.25)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.36)","(8.5, 12.0, 11.5)","(2.15, 2.38, 2.3685714285714283)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:52.999682,"(31.0, 200.0, 110.0)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.36)","(8.5, 12.0, 11.5)","(2.15, 2.38, 2.3685714285714283)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:53.917284,"(31.0, 180.0, 151.66666666666666)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.36)","(8.5, 12.0, 11.5)","(2.15, 2.38, 2.3685714285714283)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:54.843650,"(31.0, 180.0, 151.66666666666666)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.36)","(8.5, 12.0, 11.5)","(2.15, 2.38, 2.3685714285714283)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:55.790967,"(31.0, 180.0, 151.66666666666666)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.4, 2.36)","(8.5, 12.0, 11.5)","(2.15, 2.38, 2.3685714285714283)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:56.805831,"(31.0, 180.0, 151.66666666666666)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.42, 2.353333333333333)","(8.5, 12.0, 11.470588235294118)","(2.15, 2.38, 2.364)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:57.731011,"(31.0, 180.0, 151.66666666666666)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.42, 2.353333333333333)","(8.5, 12.0, 11.470588235294118)","(2.15, 2.38, 2.364)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:58.752937,"(31.0, 170.0, 120.0)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.42, 2.353333333333333)","(8.5, 12.0, 11.470588235294118)","(2.15, 2.38, 2.2926315789473684)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:19:59.677002,"(31.0, 160.0, 138.33333333333334)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.42, 2.4073684210526314)","(8.5, 12.0, 11.470588235294118)","(2.15, 2.4, 2.33)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:20:00.666163,"(31.0, 160.0, 138.33333333333334)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.42, 2.37)","(8.5, 12.0, 11.470588235294118)","(2.15, 2.38, 2.296)","(8.0, 23.0, 22.68181818181818)"
10-01-2023 20:20:01.566585,"(31.0, 160.0, 138.33333333333334)","(14.0, 65.0, 59.888888888888886)","(2.2, 2.42, 2.4095652173913042)","(8.5, 12.0, 11.470588235294118)","(2.15, 2.4, 2.296)","(8.0, 23.0, 22.333333333333332)"
10-01-2023 20:20:02.460297,"(31.0, 160.0, 143.75)","(14.0, 65.0, 61.46153846153846)","(2.2, 2.42, 2.375)","(8.5, 13.0, 12.5)","(2.15, 2.36, 2.3414814814814813)","(8.0, 23.0, 22.75)"
10-01-2023 20:20:03.452165,"(31.0, 160.0, 146.66666666666666)","(14.0, 65.0, 61.46153846153846)","(2.2, 2.42, 2.362068965517241)","(8.5, 13.0, 13.727272727272727)","(2.15, 2.36, 2.338260869565217)","(8.0, 23.0, 22.333333333333332)"
10-01-2023 20:20:04.480109,"(31.0, 160.0, 152.0)","(14.0, 65.0, 62.294117647058826)","(2.2, 2.42, 2.34695652173913)","(8.5, 14.0, 13.1)","(2.15, 2.36, 2.333684210526316)","(8.0, 23.0, 22.75)"
10-01-2023 20:20:05.507200,"(31.0, 160.0, 146.66666666666666)","(14.0, 65.0, 62.294117647058826)","(2.2, 2.42, 2.34695652173913)","(8.5, 14.0, 13.678571428571429)","(2.15, 2.36, 2.3118518518518516)","(8.0, 23.0, 22.75)"
10-01-2023 20:20:06.455029,"(31.0, 160.0, 150.0)","(14.0, 65.0, 62.294117647058826)","(2.2, 2.42, 2.34695652173913)","(8.5, 14.0, 13.4375)","(2.15, 2.36, 2.3151724137931033)","(8.0, 23.0, 22.333333333333332)"
10-01-2023 20:20:07.353277,"(31.0, 160.0, 136.0)","(14.0, 65.0, 62.294117647058826)","(2.2, 2.42, 2.3428571428571425)","(8.5, 14.0, 13.4375)","(2.15, 2.36, 2.3266666666666667)","(8.0, 23.0, 22.75)"
10-01-2023 20:20:08.219275,"(31.0, 150.0, 143.33333333333334)","(14.0, 65.0, 62.294117647058826)","(2.2, 2.42, 2.3266666666666667)","(8.5, 14.0, 13.55)","(2.15, 2.36, 2.3266666666666667)","(8.0, 23.0, 22.333333333333332)"
10-01-2023 20:20:09.090894,"(31.0, 150.0, 140.0)","(14.0, 65.0, 62.294117647058826)","(2.2, 2.42, 2.3366666666666664)","(8.5, 14.0, 13.181818181818182)","(2.15, 2.36, 2.333333333333333)","(8.0, 23.0, 22.75)"
10-01-2023 20:20:10.002374,"(31.0, 150.0, 133.33333333333331)","(14.0, 65.0, 62.294117647058826)","(2.2, 2.42, 2.323076923076923)","(8.5, 14.0, 13.4375)","(2.15, 2.4, 2.3066666666666666)","(8.0, 23.0, 22.333333333333332)"
10-01-2023 20:20:10.963991,"(31.0, 150.0, 130.0)","(14.0, 65.0, 62.294117647058826)","(2.2, 2.42, 2.315652173913043)","(8.5, 14.0, 13.454545454545455)","(2.15, 2.38, 2.3145454545454545)","(8.0, 23.0, 22.333333333333332)"
10-01-2023 20:20:11.894675,"(31.0, 150.0, 130.0)","(14.0, 65.0, 62.294117647058826)","(2.2, 2.42, 2.298260869565217)","(8.5, 14.0, 13.454545454545455)","(2.15, 2.38, 2.3145454545454545)","(8.0, 23.0, 22.75)"
10-01-2023 20:20:12.821480,"(31.0, 140.0, 128.0)","(14.0, 65.0, 62.294117647058826)","(2.2, 2.4, 2.2989473684210524)","(8.5, 17.0, 16.636363636363637)","(2.15, 2.38, 2.3104761904761904)","(8.0, 23.0, 22.333333333333332)"
10-01-2023 20:20:13.794016,"(31.0, 140.0, 128.0)","(14.0, 65.0, 62.294117647058826)","(2.2, 2.4, 2.2989473684210524)","(8.5, 17.0, 13.818181818181818)","(2.15, 2.32, 2.3128571428571427)","(8.0, 23.0, 22.75)"
10-01-2023 20:20:14.659616,"(31.0, 140.0, 128.0)","(14.0, 65.0, 62.294117647058826)","(2.2, 2.4, 2.3435294117647056)","(8.5, 14.0, 13.583333333333334)","(2.15, 2.32, 2.3128571428571427)","(8.0, 23.0, 22.333333333333332)"
10-01-2023 20:20:15.573471,"(31.0, 140.0, 128.0)","(14.0, 70.0, 66.70588235294117)","(2.2, 2.4, 2.3435294117647056)","(8.5, 14.0, 13.6)","(2.15, 2.32, 2.313220338983051)","(8.0, 23.0, 22.333333333333332)"
10-01-2023 20:20:16.504764,"(31.0, 140.0, 128.0)","(14.0, 70.0, 66.70588235294117)","(2.2, 2.4, 2.3435294117647056)","(8.5, 14.0, 13.6)","(2.15, 2.32, 2.313220338983051)","(8.0, 23.0, 22.75)"
10-01-2023 20:20:17.637786,"(31.0, 140.0, 126.66666666666667)","(14.0, 70.0, 66.70588235294117)","(2.2, 2.4, 2.3435294117647056)","(8.5, 14.0, 13.866666666666667)","(2.15, 2.32, 2.311304347826087)","(8.0, 23.0, 24.333333333333332)"
10-01-2023 20:20:18.631933,"(31.0, 140.0, 130.0)","(14.0, 70.0, 66.70588235294117)","(2.2, 2.4, 2.3249999999999997)","(8.5, 14.0, 13.538461538461538)","(2.15, 2.32, 2.311304347826087)","(8.0, 26.0, 24.333333333333332)"
10-01-2023 20:20:19.566329,"(31.0, 140.0, 130.0)","(14.0, 70.0, 66.70588235294117)","(2.2, 2.4, 2.3249999999999997)","(8.5, 14.0, 13.333333333333334)","(2.15, 2.32, 2.3669841269841267)","(8.0, 26.0, 25.444444444444443)"
10-01-2023 20:20:20.568168,"(31.0, 140.0, 125.0)","(14.0, 70.0, 66.70588235294117)","(2.2, 2.38, 2.2699999999999996)","(8.5, 14.0, 13.555555555555555)","(2.15, 2.4, 2.315)","(8.0, 26.0, 24.61111111111111)"
10-01-2023 20:20:21.542677,"(31.0, 140.0, 125.0)","(14.0, 70.0, 66.70588235294117)","(2.2, 2.38, 2.297391304347826)","(8.5, 14.0, 13.714285714285714)","(2.15, 2.34, 2.315)","(8.0, 26.0, 24.61111111111111)"
10-01-2023 20:20:22.619526,"(31.0, 140.0, 125.0)","(14.0, 70.0, 66.70588235294117)","(2.2, 2.38, 2.297391304347826)","(8.5, 14.0, 13.714285714285714)","(2.15, 2.34, 2.315)","(8.0, 26.0, 24.61111111111111)"
10-01-2023 20:20:23.592582,"(31.0, 190.0, 180.0)","(14.0, 70.0, 67.92592592592592)","(2.2, 2.38, 2.297391304347826)","(8.5, 14.0, 13.714285714285714)","(2.15, 2.34, 2.315)","(8.0, 26.0, 24.25)"
10-01-2023 20:20:24.561163,"(31.0, 190.0, 157.27272727272728)","(14.0, 70.0, 65.27272727272728)","(2.2, 2.38, 2.295)","(8.5, 14.0, 13.263157894736842)","(2.15, 2.34, 2.293846153846154)","(8.0, 26.0, 24.25)"
10-01-2023 20:20:25.619722,"(31.0, 190.0, 163.33333333333334)","(14.0, 70.0, 59.6)","(2.2, 2.38, 2.295)","(8.5, 14.0, 12.894736842105264)","(2.15, 2.34, 2.293846153846154)","(8.0, 26.0, 25.045454545454547)"
10-01-2023 20:20:26.662343,"(31.0, 190.0, 160.0)","(14.0, 70.0, 67.11111111111111)","(2.2, 2.38, 2.295)","(8.5, 14.0, 12.894736842105264)","(2.15, 2.34, 2.2866666666666666)","(8.0, 26.0, 25.08695652173913)"
10-01-2023 20:20:27.551129,"(31.0, 190.0, 163.33333333333334)","(14.0, 70.0, 66.53333333333333)","(2.2, 2.38, 2.326315789473684)","(8.5, 14.0, 13.125)","(2.15, 2.34, 2.2866666666666666)","(8.0, 26.0, 25.08695652173913)"
10-01-2023 20:20:28.391752,"(31.0, 180.0, 160.0)","(14.0, 70.0, 66.53333333333333)","(2.2, 2.38, 2.326315789473684)","(8.5, 14.0, 13.263157894736842)","(2.15, 2.34, 2.3207692307692307)","(8.0, 26.0, 25.666666666666668)"
10-01-2023 20:20:29.281244,"(31.0, 180.0, 156.0)","(14.0, 70.0, 66.53333333333333)","(2.2, 2.38, 2.326315789473684)","(8.5, 14.0, 13.555555555555555)","(2.15, 2.34, 2.3207692307692307)","(8.0, 26.0, 25.714285714285715)"
