,Wedding Night,Just One Good One Nz,Looks Just Right,Keayang Sponge Bob,Bella Godiva,Todays Hero,Trioli,Chang,Man Of Action Nz,Tulhurst Cuddles
06-01-2023 13:16:50.567075,"(61.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.45, 3.3, 2.986153846153846)","(5.5, 7.2, 6.914285714285715)","(10.0, 16.5, 15.25)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 175.0)","(18.0, 99999, 99990)","(4.2, 5.5, 4.663636363636364)"
06-01-2023 13:16:51.863987,"(61.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.45, 3.3, 2.986153846153846)","(5.5, 7.2, 6.914285714285715)","(10.0, 16.5, 15.25)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 175.0)","(18.0, 99999, 99990)","(4.2, 4.9, 4.663636363636364)"
06-01-2023 13:16:53.153747,"(61.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.45, 3.3, 3.0083333333333333)","(5.5, 7.2, 6.914285714285715)","(10.0, 16.5, 15.25)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 175.0)","(18.0, 99999, 99990)","(4.2, 4.9, 4.5285714285714285)"
06-01-2023 13:16:54.429215,"(61.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.45, 3.25, 3.0083333333333333)","(5.5, 7.2, 6.914285714285715)","(10.0, 16.5, 15.25)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 155.0)","(18.0, 99999, 99990)","(4.2, 4.9, 4.6)"
06-01-2023 13:16:55.690948,"(61.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.45, 3.25, 2.982307692307692)","(5.5, 7.2, 6.914285714285715)","(10.0, 16.5, 15.25)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.8, 4.6)"
06-01-2023 13:16:56.950128,"(61.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.45, 3.25, 2.984166666666667)","(5.5, 7.2, 6.5)","(10.0, 16.5, 15.25)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.8, 4.523076923076923)"
06-01-2023 13:16:58.201589,"(61.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.45, 3.25, 2.984166666666667)","(5.5, 7.2, 6.675)","(10.0, 16.5, 15.25)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.8, 4.523076923076923)"
06-01-2023 13:16:59.439731,"(61.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.45, 3.25, 2.984166666666667)","(5.5, 7.2, 6.675)","(10.0, 16.5, 15.25)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.8, 4.523076923076923)"
06-01-2023 13:17:00.643874,"(61.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.45, 3.25, 2.9863636363636363)","(5.5, 7.2, 6.36)","(10.0, 16.5, 15.25)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.8, 4.523076923076923)"
06-01-2023 13:17:01.866725,"(61.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.45, 3.25, 2.9863636363636363)","(5.5, 7.2, 6.36)","(10.0, 16.5, 15.25)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.8, 4.523076923076923)"
06-01-2023 13:17:03.162126,"(61.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.45, 3.25, 2.9863636363636363)","(5.5, 7.2, 6.36)","(10.0, 16.5, 15.25)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.8, 4.523076923076923)"
06-01-2023 13:17:04.352018,"(61.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.45, 3.25, 2.9863636363636363)","(5.5, 6.6, 6.300000000000001)","(10.0, 16.5, 15.0)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.8, 4.527272727272727)"
06-01-2023 13:17:05.525281,"(61.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.45, 3.25, 2.9863636363636363)","(5.5, 6.4, 5.929032258064516)","(10.0, 16.5, 15.166666666666666)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.8, 4.527272727272727)"
06-01-2023 13:17:06.708457,"(61.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.45, 3.25, 2.9863636363636363)","(5.5, 6.6, 5.929032258064516)","(10.0, 16.5, 15.7)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.8, 4.527272727272727)"
06-01-2023 13:17:07.942262,"(61.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.45, 3.25, 2.9863636363636363)","(5.5, 6.6, 5.929032258064516)","(10.0, 16.5, 15.7)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.8, 4.527272727272727)"
06-01-2023 13:17:09.315306,"(61.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.45, 3.25, 2.9863636363636363)","(5.5, 6.6, 5.929032258064516)","(10.0, 16.5, 15.333333333333334)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.8, 4.527272727272727)"
06-01-2023 13:17:10.593282,"(61.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.45, 3.25, 2.9863636363636363)","(5.5, 6.6, 5.929032258064516)","(10.0, 16.0, 15.5)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.8, 4.527272727272727)"
06-01-2023 13:17:11.957516,"(61.0, 180.0, 144.0)","(6.0, 99999, 99990)","(2.45, 3.25, 2.9863636363636363)","(5.5, 6.6, 5.929032258064516)","(10.0, 16.0, 14.473684210526315)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.8, 4.527272727272727)"
06-01-2023 13:17:13.276826,"(61.0, 180.0, 150.0)","(6.0, 99999, 99990)","(2.45, 3.25, 2.9863636363636363)","(5.5, 6.6, 5.929032258064516)","(10.0, 15.5, 14.473684210526315)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.8, 4.527272727272727)"
06-01-2023 13:17:14.536312,"(61.0, 180.0, 150.0)","(6.0, 99999, 99990)","(2.45, 3.25, 2.989)","(5.5, 6.6, 6.228571428571429)","(10.0, 15.5, 14.352941176470589)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.8, 4.527272727272727)"
06-01-2023 13:17:15.716622,"(61.0, 180.0, 150.0)","(6.0, 99999, 99990)","(2.45, 3.25, 2.9922222222222223)","(5.5, 6.4, 5.911111111111111)","(10.0, 15.5, 14.352941176470589)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.8, 4.527272727272727)"
06-01-2023 13:17:17.077415,"(61.0, 180.0, 150.0)","(6.0, 99999, 99990)","(2.45, 3.25, 2.99625)","(5.5, 6.4, 5.911111111111111)","(10.0, 15.5, 14.352941176470589)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.8, 4.527272727272727)"
06-01-2023 13:17:18.292617,"(61.0, 180.0, 150.0)","(6.0, 99999, 99990)","(2.45, 3.25, 2.99625)","(5.5, 6.4, 5.911111111111111)","(10.0, 15.5, 14.385714285714286)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 177.5)","(18.0, 99999, 99990)","(4.2, 4.8, 4.527272727272727)"
06-01-2023 13:17:19.487029,"(61.0, 180.0, 150.0)","(6.0, 99999, 99990)","(2.45, 3.3, 2.9939999999999998)","(5.5, 6.4, 5.911111111111111)","(10.0, 15.5, 14.385714285714286)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 177.5)","(18.0, 99999, 99990)","(4.2, 4.8, 4.527272727272727)"
06-01-2023 13:17:20.624072,"(61.0, 180.0, 140.0)","(6.0, 99999, 99990)","(2.45, 3.3, 2.9939999999999998)","(5.5, 6.4, 5.911111111111111)","(10.0, 15.5, 14.385714285714286)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 177.5)","(18.0, 99999, 99990)","(4.2, 4.8, 4.527272727272727)"
06-01-2023 13:17:22.062966,"(61.0, 180.0, 140.0)","(6.0, 99999, 99990)","(2.45, 3.3, 2.997777777777778)","(5.5, 6.4, 5.911111111111111)","(10.0, 15.0, 14.11111111111111)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 177.5)","(18.0, 99999, 99990)","(4.2, 4.8, 4.893564356435644)"
06-01-2023 13:17:23.910423,"(61.0, 180.0, 140.0)","(6.0, 99999, 99990)","(2.45, 3.3, 2.9909090909090907)","(5.5, 6.4, 5.826086956521739)","(10.0, 15.0, 14.0)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 177.5)","(18.0, 99999, 99990)","(4.2, 4.9, 4.893564356435644)"
06-01-2023 13:17:25.710970,"(61.0, 180.0, 160.0)","(6.0, 99999, 99990)","(2.45, 3.3, 2.9939999999999998)","(5.5, 6.4, 5.718518518518518)","(10.0, 15.0, 13.766666666666667)","(21.0, 48.0, 39.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 177.5)","(18.0, 99999, 99990)","(4.2, 4.9, 4.893564356435644)"
06-01-2023 13:17:27.392279,"(61.0, 180.0, 160.0)","(6.0, 99999, 99990)","(2.45, 3.3, 3.1057142857142854)","(5.5, 6.4, 5.706666666666666)","(10.0, 15.5, 13.710526315789474)","(21.0, 48.0, 43.5)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.9, 4.893564356435644)"
06-01-2023 13:17:28.790630,"(61.0, 180.0, 160.0)","(6.0, 99999, 99990)","(2.45, 3.3, 3.02)","(5.5, 6.4, 5.866666666666666)","(10.0, 15.5, 13.710526315789474)","(21.0, 48.0, 44.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.9, 4.893564356435644)"
06-01-2023 13:17:30.301190,"(61.0, 180.0, 160.0)","(6.0, 99999, 99990)","(2.45, 3.3, 3.0428571428571427)","(5.5, 6.2, 5.866666666666666)","(10.0, 15.5, 14.333333333333334)","(21.0, 48.0, 44.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.9, 4.893564356435644)"
06-01-2023 13:17:31.679133,"(61.0, 180.0, 160.0)","(6.0, 99999, 99990)","(2.45, 3.3, 3.06)","(5.5, 6.2, 5.866666666666666)","(10.0, 15.0, 14.333333333333334)","(21.0, 48.0, 44.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.9, 4.893564356435644)"
06-01-2023 13:17:33.064893,"(61.0, 180.0, 160.0)","(6.0, 99999, 99990)","(2.45, 3.3, 3.06)","(5.5, 6.2, 5.866666666666666)","(10.0, 15.0, 14.333333333333334)","(21.0, 48.0, 44.0)","(17.0, 30.0, 24.6)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 4.9, 5.079310344827586)"
06-01-2023 13:17:34.283789,"(61.0, 180.0, 160.0)","(6.0, 99999, 99990)","(2.45, 3.3, 3.001176470588235)","(5.5, 6.2, 5.9)","(10.0, 15.0, 13.694444444444445)","(21.0, 48.0, 40.0)","(17.0, 30.0, 26.142857142857142)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 5.1, 4.972727272727273)"
06-01-2023 13:17:35.526811,"(61.0, 180.0, 160.0)","(6.0, 99999, 99990)","(2.45, 3.0, 2.940204081632653)","(5.5, 6.2, 5.783333333333333)","(10.0, 15.5, 13.865384615384615)","(21.0, 48.0, 39.0)","(17.0, 30.0, 26.333333333333332)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.04)"
06-01-2023 13:17:36.864542,"(61.0, 180.0, 160.0)","(6.0, 99999, 99990)","(2.45, 2.92, 2.8801360544217687)","(5.5, 6.2, 5.95483870967742)","(10.0, 15.5, 14.157894736842104)","(21.0, 46.0, 41.0)","(17.0, 29.0, 25.5)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.083333333333333)"
06-01-2023 13:17:38.190253,"(61.0, 180.0, 160.0)","(6.0, 99999, 99990)","(2.45, 2.92, 2.8805405405405407)","(5.5, 6.4, 5.731818181818182)","(10.0, 15.5, 14.157894736842104)","(21.0, 48.0, 41.0)","(17.0, 29.0, 27.333333333333332)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.011111111111111)"
06-01-2023 13:17:39.552351,"(61.0, 180.0, 160.0)","(6.0, 99999, 99990)","(2.45, 2.92, 2.8805405405405407)","(5.5, 6.4, 6.066666666666666)","(10.0, 15.5, 14.157894736842104)","(21.0, 48.0, 41.0)","(17.0, 30.0, 27.333333333333332)","(71.0, 200.0, 170.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.011111111111111)"
06-01-2023 13:17:40.936065,"(61.0, 180.0, 160.0)","(6.0, 99999, 99990)","(2.45, 2.92, 2.781423728813559)","(5.5, 6.2, 5.688888888888888)","(10.0, 15.5, 14.357142857142858)","(21.0, 48.0, 39.333333333333336)","(17.0, 30.0, 27.0)","(71.0, 200.0, 164.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.044444444444444)"
06-01-2023 13:17:42.366963,"(61.0, 180.0, 148.0)","(6.0, 99999, 99990)","(2.45, 2.92, 2.8747368421052633)","(5.5, 6.4, 5.733333333333333)","(10.0, 15.5, 14.357142857142858)","(21.0, 50.0, 39.333333333333336)","(17.0, 30.0, 27.833333333333336)","(71.0, 200.0, 175.45454545454544)","(18.0, 99999, 99990)","(4.2, 5.3, 5.044444444444444)"
06-01-2023 13:17:43.906253,"(71.0, 170.0, 157.27272727272725)","(6.0, 99999, 99990)","(2.45, 2.9, 2.8747368421052633)","(5.5, 6.4, 6.033333333333333)","(10.0, 15.5, 14.441176470588236)","(21.0, 50.0, 39.333333333333336)","(17.0, 29.0, 28.625)","(81.0, 190.0, 158.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.044444444444444)"
06-01-2023 13:17:45.430838,"(71.0, 120.0, 118.0)","(6.0, 99999, 99990)","(2.45, 2.92, 2.8925925925925924)","(5.5, 6.2, 6.033333333333333)","(10.0, 15.5, 14.441176470588236)","(21.0, 50.0, 45.42857142857143)","(17.0, 32.0, 29.0)","(81.0, 190.0, 158.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.108333333333333)"
06-01-2023 13:17:46.764906,"(71.0, 120.0, 118.0)","(6.0, 99999, 99990)","(2.45, 2.9, 2.8101694915254236)","(5.5, 6.2, 6.033333333333333)","(10.0, 15.5, 14.441176470588236)","(21.0, 50.0, 40.666666666666664)","(17.0, 32.0, 26.75)","(81.0, 190.0, 150.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.084375)"
06-01-2023 13:17:48.255723,"(71.0, 110.0, 109.0)","(6.0, 99999, 99990)","(2.45, 2.92, 2.8256140350877192)","(5.5, 6.2, 5.816666666666666)","(10.0, 15.5, 14.441176470588236)","(21.0, 50.0, 43.0)","(17.0, 32.0, 28.75)","(81.0, 190.0, 150.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.084375)"
06-01-2023 13:17:49.720850,"(71.0, 110.0, 109.0)","(6.0, 99999, 99990)","(2.45, 2.92, 2.8211070110701106)","(5.5, 6.4, 5.803703703703704)","(10.0, 15.5, 14.214285714285714)","(21.0, 50.0, 44.57142857142857)","(17.0, 30.0, 28.75)","(81.0, 190.0, 150.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.0212121212121215)"
06-01-2023 13:17:51.293012,"(71.0, 110.0, 109.0)","(6.0, 99999, 99990)","(2.45, 2.92, 2.8211070110701106)","(5.5, 6.4, 5.796551724137931)","(10.0, 15.5, 14.441176470588236)","(21.0, 48.0, 45.2)","(17.0, 30.0, 28.0)","(81.0, 190.0, 158.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.0212121212121215)"
06-01-2023 13:17:52.803031,"(71.0, 110.0, 109.0)","(6.0, 99999, 99990)","(2.45, 2.92, 2.86)","(5.5, 6.4, 6.033333333333333)","(10.0, 15.5, 14.214285714285714)","(21.0, 50.0, 45.2)","(17.0, 32.0, 28.0)","(81.0, 190.0, 158.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.044444444444444)"
06-01-2023 13:17:54.328377,"(71.0, 110.0, 109.0)","(6.0, 99999, 99990)","(2.45, 2.94, 2.88)","(5.5, 6.2, 6.033333333333333)","(10.0, 15.5, 14.214285714285714)","(21.0, 50.0, 42.5)","(17.0, 32.0, 28.0)","(81.0, 190.0, 158.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.044444444444444)"
06-01-2023 13:17:56.010242,"(71.0, 110.0, 164.44444444444446)","(6.0, 99999, 99990)","(2.45, 2.94, 2.88)","(5.5, 6.2, 6.033333333333333)","(10.0, 15.5, 14.441176470588236)","(21.0, 50.0, 42.5)","(17.0, 32.0, 28.0)","(81.0, 190.0, 158.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.044444444444444)"
06-01-2023 13:17:57.688353,"(71.0, 180.0, 152.0)","(6.0, 99999, 99990)","(2.45, 2.94, 2.88)","(5.5, 6.2, 5.7875000000000005)","(10.0, 15.5, 14.441176470588236)","(26.0, 50.0, 42.5)","(18.0, 32.0, 28.0)","(81.0, 190.0, 158.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.044444444444444)"
06-01-2023 13:17:59.222241,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.45, 2.94, 2.88)","(5.5, 6.4, 5.5375)","(10.0, 15.5, 14.214285714285714)","(26.0, 50.0, 42.5)","(18.0, 32.0, 28.0)","(81.0, 190.0, 158.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.044444444444444)"
06-01-2023 13:18:00.588989,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.45, 2.94, 2.892)","(5.5, 6.4, 6.0)","(10.0, 15.5, 14.441176470588236)","(26.0, 50.0, 42.5)","(18.0, 32.0, 28.0)","(81.0, 190.0, 153.0769230769231)","(18.0, 99999, 99990)","(4.2, 5.3, 5.044444444444444)"
06-01-2023 13:18:01.990668,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.45, 2.94, 2.892)","(5.5, 6.2, 6.033333333333333)","(10.0, 15.5, 14.3)","(26.0, 50.0, 42.5)","(18.0, 32.0, 26.3125)","(81.0, 190.0, 153.0769230769231)","(18.0, 99999, 99990)","(4.2, 5.3, 5.044444444444444)"
06-01-2023 13:18:03.413020,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.45, 2.94, 2.892)","(5.5, 6.2, 6.033333333333333)","(10.0, 15.5, 14.3)","(26.0, 50.0, 42.5)","(18.0, 32.0, 25.391304347826086)","(81.0, 190.0, 153.0769230769231)","(18.0, 99999, 99990)","(4.2, 5.3, 5.044444444444444)"
06-01-2023 13:18:04.915927,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.45, 2.94, 2.892)","(5.5, 6.2, 6.033333333333333)","(10.0, 15.5, 14.3)","(26.0, 50.0, 42.5)","(18.0, 28.0, 22.545454545454547)","(81.0, 190.0, 153.0769230769231)","(18.0, 99999, 99990)","(4.2, 5.3, 5.044444444444444)"
06-01-2023 13:18:06.377645,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.45, 2.94, 2.8899999999999997)","(5.5, 6.2, 6.033333333333333)","(10.0, 15.5, 14.3)","(26.0, 50.0, 42.5)","(18.0, 28.0, 23.384615384615383)","(81.0, 190.0, 153.0769230769231)","(18.0, 99999, 99990)","(4.2, 5.3, 5.044444444444444)"
06-01-2023 13:18:07.818226,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.45, 2.96, 2.8899999999999997)","(5.5, 6.2, 6.033333333333333)","(10.0, 15.5, 14.3)","(26.0, 50.0, 42.5)","(18.0, 28.0, 27.333333333333332)","(81.0, 190.0, 153.0769230769231)","(18.0, 99999, 99990)","(4.2, 5.3, 5.044444444444444)"
06-01-2023 13:18:09.273002,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.45, 2.96, 2.8899999999999997)","(5.5, 6.2, 5.726923076923077)","(10.0, 15.5, 14.3)","(26.0, 50.0, 42.5)","(18.0, 30.0, 26.81818181818182)","(81.0, 190.0, 153.0769230769231)","(18.0, 99999, 99990)","(4.2, 5.3, 5.044444444444444)"
06-01-2023 13:18:10.726593,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.45, 2.96, 2.904)","(5.5, 6.4, 5.710344827586207)","(10.0, 15.5, 14.3)","(26.0, 50.0, 42.5)","(18.0, 30.0, 27.0)","(81.0, 190.0, 137.5)","(18.0, 99999, 99990)","(4.2, 5.3, 5.044444444444444)"
06-01-2023 13:18:12.223667,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.45, 2.96, 2.86)","(5.5, 6.4, 6.033333333333333)","(10.0, 15.5, 14.3)","(26.0, 50.0, 42.5)","(17.0, 30.0, 27.0)","(81.0, 190.0, 158.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.044444444444444)"
06-01-2023 13:18:13.685406,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.45, 2.98, 2.9036363636363633)","(5.5, 6.2, 6.033333333333333)","(10.0, 15.5, 14.3)","(26.0, 50.0, 42.5)","(17.0, 29.0, 27.0)","(81.0, 190.0, 158.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.044444444444444)"
06-01-2023 13:18:15.105493,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.45, 2.98, 2.9036363636363633)","(5.5, 6.2, 6.033333333333333)","(10.0, 15.5, 14.3)","(26.0, 50.0, 42.5)","(17.0, 29.0, 27.0)","(81.0, 190.0, 158.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.246666666666666)"
06-01-2023 13:18:16.445407,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.45, 2.98, 2.9036363636363633)","(5.5, 6.2, 6.033333333333333)","(10.0, 15.5, 14.3)","(26.0, 50.0, 42.5)","(17.0, 29.0, 26.25)","(81.0, 190.0, 158.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.246666666666666)"
06-01-2023 13:18:17.804103,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.45, 2.98, 2.908)","(5.5, 6.2, 6.033333333333333)","(10.0, 15.5, 14.3)","(26.0, 50.0, 42.5)","(17.0, 30.0, 27.0)","(81.0, 190.0, 158.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.282352941176471)"
06-01-2023 13:18:19.215329,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.45, 2.98, 2.926)","(5.5, 6.2, 6.033333333333333)","(10.0, 15.5, 14.3)","(26.0, 50.0, 42.5)","(17.0, 30.0, 27.0)","(81.0, 190.0, 158.0)","(18.0, 99999, 99990)","(4.2, 5.4, 5.282352941176471)"
06-01-2023 13:18:20.565440,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.45, 2.94, 2.8325925925925923)","(5.5, 6.2, 5.881818181818182)","(10.0, 15.5, 14.3)","(26.0, 50.0, 42.5)","(17.0, 30.0, 26.25)","(81.0, 190.0, 158.0)","(18.0, 99999, 99990)","(4.2, 5.4, 5.28888888888889)"
06-01-2023 13:18:21.905933,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.4, 2.84, 3.3036363636363637)","(5.5, 6.2, 5.675)","(10.0, 15.5, 14.3)","(26.0, 50.0, 42.5)","(19.0, 30.0, 27.0)","(81.0, 190.0, 158.0)","(18.0, 99999, 99990)","(4.2, 5.4, 5.2250000000000005)"
06-01-2023 13:18:23.287545,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.4, 3.35, 3.2560000000000002)","(5.5, 6.2, 6.05)","(10.0, 15.5, 14.3)","(26.0, 50.0, 42.5)","(19.0, 30.0, 27.0)","(81.0, 190.0, 150.0)","(18.0, 99999, 99990)","(4.2, 5.4, 5.271428571428571)"
06-01-2023 13:18:24.582758,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.4, 3.35, 3.3)","(5.5, 6.2, 5.95)","(10.0, 15.5, 14.3)","(26.0, 50.0, 42.5)","(19.0, 30.0, 24.0)","(81.0, 190.0, 148.1818181818182)","(18.0, 99999, 99990)","(4.2, 5.3, 5.26)"
06-01-2023 13:18:25.816707,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.4, 3.4, 3.2857142857142856)","(5.5, 6.2, 5.866666666666667)","(10.0, 15.5, 13.81578947368421)","(26.0, 50.0, 42.5)","(19.0, 28.0, 26.142857142857142)","(81.0, 180.0, 140.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.1571428571428575)"
06-01-2023 13:18:27.105038,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.4, 3.4, 3.304)","(5.5, 6.2, 5.866666666666667)","(10.0, 15.5, 13.81578947368421)","(26.0, 50.0, 42.5)","(19.0, 27.0, 24.428571428571427)","(81.0, 170.0, 137.69230769230768)","(18.0, 99999, 99990)","(4.2, 5.3, 5.1571428571428575)"
06-01-2023 13:18:28.511972,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.4, 3.4, 3.2685714285714287)","(5.5, 6.2, 5.866666666666667)","(10.0, 15.5, 13.81578947368421)","(26.0, 50.0, 42.5)","(19.0, 27.0, 24.428571428571427)","(81.0, 170.0, 140.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.1571428571428575)"
06-01-2023 13:18:30.332781,"(71.0, 170.0, 152.0)","(6.0, 99999, 99990)","(2.4, 3.4, 3.1765384615384615)","(5.5, 6.2, 5.825)","(10.0, 15.5, 14.307692307692308)","(26.0, 50.0, 42.5)","(19.0, 27.0, 24.428571428571427)","(81.0, 160.0, 130.0)","(18.0, 99999, 99990)","(4.2, 5.3, 5.188888888888889)"
