,Jungle Warrior,Never Compromise,Uncle Jerome,Sir Rockport,Elvirus,Classy Solution,Positive Phil
06-01-2023 12:19:55.500638,"(10.0, 24.0, 16.0)","(5.5, 5.4, 5.266666666666667)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.833333333333334)","(2.7, 4.8, 3.7357142857142858)"
06-01-2023 12:19:56.591740,"(10.0, 24.0, 16.0)","(5.5, 5.4, 5.260000000000001)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.833333333333334)","(2.7, 4.7, 3.7357142857142858)"
06-01-2023 12:19:57.701744,"(10.0, 24.0, 16.0)","(5.5, 5.4, 5.260000000000001)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.833333333333334)","(2.7, 4.7, 3.7357142857142858)"
06-01-2023 12:19:58.837488,"(10.0, 24.0, 16.0)","(5.5, 5.4, 5.260000000000001)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.833333333333334)","(2.7, 4.7, 3.7357142857142858)"
06-01-2023 12:19:59.883534,"(10.0, 24.0, 16.0)","(5.5, 5.4, 5.260000000000001)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.833333333333334)","(2.7, 4.7, 3.7357142857142858)"
06-01-2023 12:20:00.947015,"(10.0, 24.0, 16.0)","(5.5, 5.4, 5.260000000000001)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.833333333333334)","(2.7, 4.7, 3.7357142857142858)"
06-01-2023 12:20:02.069045,"(10.0, 24.0, 16.0)","(5.5, 5.4, 5.260000000000001)","(31.0, 230.0, 126.0)","(3.3, 4.7, 4.507142857142857)","(8.5, 14.0, 13.4)","(9.0, 13.5, 12.333333333333334)","(2.7, 4.7, 4.25)"
06-01-2023 12:20:03.219877,"(10.0, 24.0, 18.4)","(5.5, 5.4, 5.283333333333333)","(31.0, 230.0, 121.0)","(3.3, 4.7, 4.5725)","(8.5, 14.0, 13.5)","(9.0, 13.5, 12.333333333333334)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:04.392238,"(10.0, 24.0, 18.166666666666668)","(5.5, 5.4, 5.300000000000001)","(31.0, 220.0, 170.5)","(3.3, 4.7, 4.5725)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.636363636363637)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:05.468565,"(10.0, 24.0, 12.75)","(5.5, 5.4, 5.300000000000001)","(31.0, 220.0, 170.5)","(3.3, 4.7, 4.5725)","(8.5, 14.0, 13.5)","(9.0, 13.0, 11.875)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:06.398017,"(10.0, 24.0, 16.5)","(5.5, 5.4, 5.300000000000001)","(31.0, 220.0, 121.0)","(3.3, 4.7, 4.5725)","(8.5, 14.0, 13.5)","(9.0, 12.5, 11.875)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:07.447271,"(10.0, 24.0, 16.5)","(5.5, 5.4, 5.300000000000001)","(31.0, 220.0, 121.0)","(3.3, 4.7, 4.5725)","(8.5, 14.0, 13.5)","(9.0, 12.5, 11.636363636363637)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:08.586431,"(10.0, 24.0, 16.5)","(5.5, 5.4, 5.300000000000001)","(31.0, 220.0, 121.0)","(3.3, 4.7, 4.5725)","(8.5, 14.0, 13.5)","(9.0, 13.0, 11.636363636363637)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:09.709660,"(10.0, 24.0, 16.5)","(5.5, 5.4, 5.300000000000001)","(31.0, 220.0, 121.0)","(3.3, 4.7, 4.5725)","(8.5, 14.0, 13.5)","(9.0, 13.0, 11.75)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:10.751754,"(10.0, 24.0, 12.75)","(5.5, 5.4, 5.300000000000001)","(31.0, 220.0, 170.25)","(3.3, 4.7, 4.5725)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.75)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:11.761505,"(10.0, 24.0, 12.75)","(5.5, 5.4, 5.300000000000001)","(31.0, 220.0, 170.25)","(3.3, 4.7, 4.5725)","(8.5, 14.0, 13.5)","(9.0, 13.0, 12.25)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:12.802267,"(10.0, 24.0, 12.75)","(5.5, 5.4, 5.300000000000001)","(31.0, 220.0, 170.25)","(3.3, 4.7, 4.5725)","(8.5, 14.0, 13.5)","(9.0, 13.0, 12.25)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:13.953077,"(10.0, 24.0, 12.75)","(5.5, 5.4, 5.300000000000001)","(31.0, 220.0, 170.25)","(3.3, 4.7, 4.5725)","(8.5, 14.0, 13.5)","(9.0, 13.0, 12.25)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:15.080550,"(10.0, 23.0, 16.75)","(5.5, 5.4, 5.300000000000001)","(31.0, 220.0, 170.25)","(3.3, 4.7, 4.5725)","(8.5, 14.0, 13.5)","(9.0, 13.0, 11.875)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:16.094405,"(10.0, 23.0, 20.5)","(5.5, 5.4, 5.300000000000001)","(31.0, 220.0, 170.25)","(3.3, 4.7, 4.5725)","(8.5, 14.0, 13.5)","(9.0, 12.5, 11.875)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:17.046661,"(10.0, 23.0, 20.5)","(5.5, 5.4, 5.300000000000001)","(31.0, 220.0, 170.25)","(3.3, 4.7, 4.066666666666666)","(8.5, 14.0, 13.5)","(9.0, 12.5, 11.875)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:18.174971,"(10.0, 23.0, 20.5)","(5.5, 5.4, 5.300000000000001)","(31.0, 220.0, 170.25)","(3.3, 4.6, 4.5058823529411764)","(8.5, 14.0, 13.5)","(9.0, 12.5, 11.363636363636363)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:19.293093,"(10.0, 23.0, 16.75)","(5.5, 5.4, 5.300000000000001)","(31.0, 220.0, 170.25)","(3.3, 4.6, 4.510526315789473)","(8.5, 14.0, 13.5)","(9.0, 12.5, 11.363636363636363)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:20.437864,"(10.0, 23.0, 16.75)","(5.5, 5.4, 5.300000000000001)","(31.0, 220.0, 170.25)","(3.3, 4.7, 4.0200000000000005)","(8.5, 14.0, 13.5)","(9.0, 12.5, 11.363636363636363)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:21.476491,"(10.0, 23.0, 16.75)","(5.5, 5.4, 5.316666666666667)","(31.0, 220.0, 170.25)","(3.3, 4.7, 4.0200000000000005)","(8.5, 14.0, 13.5)","(9.0, 12.5, 11.09090909090909)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:22.456559,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 170.25)","(3.3, 4.7, 4.0200000000000005)","(8.5, 14.0, 13.5)","(9.0, 12.0, 11.09090909090909)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:23.501130,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 170.25)","(3.3, 4.7, 4.0625)","(8.5, 14.0, 16.714285714285715)","(9.0, 12.0, 11.09090909090909)","(2.7, 4.7, 4.266666666666667)"
06-01-2023 12:20:24.632242,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.7, 4.0625)","(8.5, 19.0, 16.714285714285715)","(9.0, 12.0, 11.09090909090909)","(2.7, 4.7, 4.175000000000001)"
06-01-2023 12:20:25.722031,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.7, 4.0625)","(8.5, 19.0, 16.714285714285715)","(9.0, 12.0, 11.09090909090909)","(2.7, 4.9, 4.175000000000001)"
06-01-2023 12:20:26.811246,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.7, 4.1)","(8.5, 19.0, 16.714285714285715)","(9.0, 12.0, 11.5)","(2.7, 4.9, 4.2)"
06-01-2023 12:20:27.825533,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.6, 4.1)","(8.5, 19.0, 16.714285714285715)","(9.0, 12.0, 11.5)","(2.7, 4.9, 4.2)"
06-01-2023 12:20:28.925000,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.6, 4.1)","(8.5, 19.0, 16.714285714285715)","(9.0, 12.0, 11.5)","(2.7, 4.9, 4.2)"
06-01-2023 12:20:30.120125,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.6, 4.1)","(8.5, 19.0, 16.714285714285715)","(9.0, 12.0, 11.09090909090909)","(2.7, 4.9, 4.2)"
06-01-2023 12:20:31.268213,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.6, 4.1)","(8.5, 19.0, 16.714285714285715)","(9.0, 12.0, 11.09090909090909)","(2.7, 4.9, 4.2)"
06-01-2023 12:20:32.195872,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.6, 4.1)","(8.5, 19.0, 16.714285714285715)","(9.0, 12.0, 11.09090909090909)","(2.7, 4.9, 4.2)"
06-01-2023 12:20:33.248159,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.7, 4.0625)","(8.5, 19.0, 16.714285714285715)","(9.0, 12.0, 10.681818181818182)","(2.7, 4.9, 4.199999999999999)"
06-01-2023 12:20:34.444790,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.7, 4.0625)","(8.5, 19.0, 16.714285714285715)","(9.0, 11.5, 10.681818181818182)","(2.7, 4.6, 4.199999999999999)"
06-01-2023 12:20:35.634581,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.7, 4.1)","(8.5, 19.0, 16.714285714285715)","(9.0, 11.5, 10.833333333333334)","(2.7, 4.6, 4.133333333333333)"
06-01-2023 12:20:36.752622,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.6, 4.1)","(8.5, 19.0, 16.714285714285715)","(9.0, 12.5, 11.428571428571429)","(2.7, 4.5, 4.133333333333333)"
06-01-2023 12:20:37.791535,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.6, 4.0625)","(8.5, 19.0, 16.714285714285715)","(9.0, 12.0, 11.428571428571429)","(2.7, 4.5, 4.133333333333333)"
06-01-2023 12:20:38.802515,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.7, 4.0625)","(8.5, 19.0, 16.714285714285715)","(9.0, 12.0, 11.428571428571429)","(2.7, 4.5, 4.133333333333333)"
06-01-2023 12:20:39.935704,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.7, 4.0625)","(8.5, 19.0, 13.5)","(9.0, 12.0, 11.428571428571429)","(2.7, 4.5, 4.133333333333333)"
06-01-2023 12:20:41.132849,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.7, 4.0625)","(8.5, 20.0, 17.07142857142857)","(9.0, 12.0, 11.428571428571429)","(2.7, 4.5, 4.133333333333333)"
06-01-2023 12:20:42.149435,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.7, 4.0625)","(8.5, 19.5, 17.07142857142857)","(9.0, 12.0, 11.428571428571429)","(2.7, 4.5, 4.133333333333333)"
06-01-2023 12:20:43.261500,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.7, 4.1)","(8.5, 19.5, 16.714285714285715)","(9.0, 12.0, 11.071428571428571)","(2.7, 4.5, 4.125)"
06-01-2023 12:20:44.425778,"(10.0, 23.0, 13.0)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.6, 4.385714285714285)","(8.5, 19.0, 16.714285714285715)","(9.0, 11.5, 10.681818181818182)","(2.7, 4.4, 4.125)"
06-01-2023 12:20:45.616743,"(10.0, 22.0, 13.375)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.6, 4.385714285714285)","(8.5, 19.0, 16.714285714285715)","(9.0, 11.5, 10.535714285714286)","(2.7, 4.4, 4.1)"
06-01-2023 12:20:46.709691,"(10.0, 22.0, 13.375)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.6, 4.385714285714285)","(8.5, 19.0, 16.714285714285715)","(9.0, 11.5, 10.535714285714286)","(2.7, 4.9, 3.7375000000000003)"
06-01-2023 12:20:47.665123,"(10.0, 22.0, 13.375)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 153.66666666666666)","(3.3, 4.6, 4.385714285714285)","(8.5, 19.0, 17.76923076923077)","(9.0, 11.5, 10.535714285714286)","(2.7, 4.9, 3.7375000000000003)"
06-01-2023 12:20:48.657814,"(10.0, 22.0, 13.375)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 180.2)","(3.3, 4.6, 4.457142857142857)","(8.5, 19.0, 17.76923076923077)","(9.0, 11.5, 10.625)","(2.7, 4.9, 3.7375000000000003)"
06-01-2023 12:20:49.829603,"(10.0, 22.0, 13.375)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 180.2)","(3.3, 4.7, 4.457142857142857)","(8.5, 19.0, 17.76923076923077)","(9.0, 11.5, 10.625)","(2.7, 4.9, 3.8666666666666667)"
06-01-2023 12:20:51.047897,"(10.0, 22.0, 13.375)","(5.5, 5.4, 5.344444444444445)","(31.0, 220.0, 180.2)","(3.3, 4.7, 4.457142857142857)","(8.5, 19.0, 17.76923076923077)","(9.0, 11.5, 10.625)","(2.7, 4.9, 3.925)"
06-01-2023 12:20:52.223694,"(10.0, 22.0, 13.375)","(5.5, 9.2, 8.418181818181818)","(31.0, 220.0, 31.0)","(3.3, 4.7, 4.416666666666667)","(8.5, 19.0, 17.76923076923077)","(9.0, 11.5, 10.625)","(2.7, 4.5, 3.95)"
06-01-2023 12:20:53.323421,"(10.0, 17.0, 12.125)","(5.5, 8.2, 6.333333333333333)","(31.0, 36.0, 30.0)","(3.3, 4.7, 4.416666666666667)","(8.5, 19.0, 17.666666666666664)","(9.0, 11.5, 10.666666666666666)","(2.7, 4.5, 4.5)"
06-01-2023 12:20:54.305327,"(10.0, 17.0, 15.6)","(5.5, 8.0, 6.55)","(31.0, 36.0, 30.0)","(3.3, 4.7, 4.416666666666667)","(8.5, 19.0, 17.666666666666664)","(9.0, 11.0, 10.666666666666666)","(2.7, 4.9, 4.05)"
06-01-2023 12:20:55.326406,"(10.0, 17.0, 15.6)","(5.5, 6.2, 5.311111111111111)","(31.0, 36.0, 30.0)","(3.3, 4.7, 4.35)","(8.5, 19.0, 17.666666666666664)","(9.0, 11.0, 10.666666666666666)","(2.7, 4.8, 4.05)"
06-01-2023 12:20:56.397911,"(10.0, 17.0, 15.6)","(5.5, 6.2, 5.311111111111111)","(31.0, 50.0, 38.4)","(3.3, 4.6, 4.35)","(8.5, 19.0, 18.11111111111111)","(9.0, 11.0, 10.666666666666666)","(2.7, 4.8, 3.733333333333333)"
06-01-2023 12:20:57.456610,"(10.0, 17.0, 16.045454545454547)","(5.5, 6.2, 5.12)","(31.0, 48.0, 42.6)","(3.3, 4.6, 4.35)","(8.5, 19.0, 18.11111111111111)","(9.0, 11.0, 10.666666666666666)","(2.7, 4.6, 4.140000000000001)"
06-01-2023 12:20:58.480322,"(10.0, 17.0, 13.75)","(5.5, 6.2, 5.12)","(31.0, 48.0, 42.6)","(3.3, 4.6, 4.1)","(8.5, 19.0, 18.11111111111111)","(9.0, 11.0, 10.666666666666666)","(2.7, 4.7, 4.663636363636363)"
06-01-2023 12:20:59.579685,"(10.0, 17.0, 13.4)","(5.5, 6.2, 5.12)","(31.0, 48.0, 42.6)","(3.3, 4.6, 4.1)","(8.5, 19.0, 16.0)","(9.0, 11.0, 10.545454545454545)","(2.7, 4.8, 4.025)"
06-01-2023 12:21:00.691176,"(10.0, 17.0, 13.4)","(5.5, 6.2, 5.12)","(31.0, 48.0, 42.6)","(3.3, 4.6, 4.325)","(8.5, 19.0, 16.0)","(9.0, 11.5, 10.545454545454545)","(2.7, 4.7, 4.375)"
06-01-2023 12:21:01.890411,"(10.0, 17.0, 13.4)","(5.5, 6.2, 5.12)","(31.0, 48.0, 42.6)","(3.3, 4.8, 4.483333333333333)","(8.5, 19.0, 16.0)","(9.0, 11.5, 10.545454545454545)","(2.7, 4.7, 4.075)"
06-01-2023 12:21:03.066153,"(10.0, 17.0, 12.5)","(5.5, 6.2, 5.12)","(31.0, 48.0, 42.6)","(3.3, 4.8, 3.930769230769231)","(8.5, 19.0, 16.5)","(9.0, 11.5, 10.947368421052632)","(2.7, 4.7, 4.15)"
06-01-2023 12:21:04.113364,"(10.0, 17.0, 12.5)","(5.5, 6.2, 5.550000000000001)","(31.0, 48.0, 42.6)","(3.3, 4.9, 3.930769230769231)","(8.5, 19.0, 16.5)","(9.0, 11.5, 9.610000000000001)","(2.7, 4.8, 4.5)"
06-01-2023 12:21:05.100309,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.78)","(31.0, 46.0, 38.85714285714286)","(3.3, 4.9, 4.275)","(8.5, 19.0, 14.0)","(9.0, 11.5, 10.120000000000001)","(2.7, 5.0, 4.5)"
06-01-2023 12:21:06.184524,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.78)","(31.0, 46.0, 38.85714285714286)","(3.3, 4.7, 4.275)","(8.5, 19.0, 16.5)","(9.0, 11.0, 10.120000000000001)","(2.7, 5.0, 4.5)"
06-01-2023 12:21:07.341545,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.78)","(31.0, 46.0, 38.85714285714286)","(3.3, 4.7, 4.275)","(8.5, 19.0, 15.5)","(9.0, 11.0, 10.120000000000001)","(2.7, 5.0, 4.433333333333334)"
06-01-2023 12:21:08.479525,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.78)","(31.0, 46.0, 38.85714285714286)","(3.3, 4.7, 4.275)","(8.5, 19.0, 15.75)","(9.0, 11.0, 10.14)","(2.7, 4.9, 4.05)"
06-01-2023 12:21:09.587373,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.78)","(31.0, 46.0, 38.85714285714286)","(3.3, 4.7, 4.275)","(8.5, 19.0, 15.75)","(9.0, 10.5, 10.14)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:10.539239,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.78)","(31.0, 46.0, 38.85714285714286)","(3.3, 4.7, 4.275)","(8.5, 19.0, 15.75)","(9.0, 10.5, 10.14)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:11.622233,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.78)","(31.0, 46.0, 38.85714285714286)","(3.3, 4.7, 4.275)","(8.5, 19.0, 15.75)","(9.0, 10.5, 10.14)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:12.673427,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.7)","(31.0, 46.0, 38.85714285714286)","(3.3, 4.7, 4.275)","(8.5, 19.0, 15.75)","(9.0, 10.5, 10.14)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:13.788529,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.7)","(31.0, 46.0, 38.85714285714286)","(3.3, 4.7, 4.275)","(8.5, 19.0, 15.75)","(9.0, 10.5, 10.14)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:14.867242,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.7)","(31.0, 46.0, 38.85714285714286)","(3.3, 4.7, 4.275)","(8.5, 19.0, 15.75)","(9.0, 10.5, 10.628571428571428)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:15.922175,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.7)","(31.0, 46.0, 38.85714285714286)","(3.3, 4.7, 4.275)","(8.5, 19.0, 15.75)","(9.0, 12.0, 10.628571428571428)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:16.979982,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.7)","(31.0, 46.0, 38.85714285714286)","(3.3, 4.7, 4.275)","(8.5, 19.0, 15.75)","(9.0, 12.0, 10.628571428571428)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:18.083502,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.633333333333334)","(31.0, 46.0, 37.66666666666667)","(3.3, 4.7, 4.275)","(8.5, 19.0, 15.75)","(9.0, 12.0, 10.628571428571428)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:19.278999,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.511111111111111)","(31.0, 46.0, 37.66666666666667)","(3.3, 4.7, 4.275)","(8.5, 19.0, 15.75)","(9.0, 12.0, 10.628571428571428)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:20.471015,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.511111111111111)","(31.0, 46.0, 37.66666666666667)","(3.3, 4.7, 4.275)","(8.5, 19.0, 15.75)","(9.0, 12.0, 11.34)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:21.532929,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.511111111111111)","(31.0, 46.0, 37.66666666666667)","(3.3, 4.7, 4.275)","(8.5, 19.0, 15.75)","(9.0, 12.5, 11.34)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:22.518709,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.511111111111111)","(31.0, 46.0, 37.66666666666667)","(3.3, 4.7, 4.275)","(8.5, 19.0, 15.75)","(9.0, 12.5, 11.34)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:23.752000,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.511111111111111)","(31.0, 46.0, 37.66666666666667)","(3.3, 4.7, 4.275)","(8.5, 19.0, 15.75)","(9.0, 12.5, 11.34)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:25.020031,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.511111111111111)","(31.0, 46.0, 37.66666666666667)","(3.3, 4.7, 4.275)","(8.5, 19.0, 14.166666666666666)","(9.0, 12.5, 11.04)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:26.181452,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.511111111111111)","(31.0, 46.0, 37.66666666666667)","(3.3, 4.7, 4.275)","(8.5, 17.5, 14.166666666666666)","(9.0, 12.0, 10.5)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:27.317843,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.511111111111111)","(31.0, 46.0, 37.66666666666667)","(3.3, 4.7, 4.275)","(8.5, 17.5, 14.166666666666666)","(9.0, 12.0, 10.5)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:28.243328,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.511111111111111)","(31.0, 46.0, 37.66666666666667)","(3.3, 4.7, 4.275)","(8.5, 17.5, 14.166666666666666)","(9.0, 12.0, 10.5)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:29.363055,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.511111111111111)","(31.0, 46.0, 37.66666666666667)","(3.3, 4.7, 4.275)","(8.5, 17.5, 14.166666666666666)","(9.0, 12.0, 10.5)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:30.602832,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.511111111111111)","(31.0, 46.0, 37.66666666666667)","(3.3, 4.7, 4.275)","(8.5, 17.5, 14.166666666666666)","(9.0, 12.0, 10.5)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:31.788908,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.511111111111111)","(31.0, 46.0, 37.66666666666667)","(3.3, 4.7, 4.275)","(8.5, 17.5, 14.166666666666666)","(9.0, 12.0, 10.414285714285715)","(2.7, 4.6, 4.05)"
06-01-2023 12:21:32.929818,"(10.0, 16.5, 13.166666666666666)","(5.5, 6.0, 5.511111111111111)","(31.0, 46.0, 37.66666666666667)","(3.3, 4.7, 4.275)","(8.5, 17.5, 14.166666666666666)","(9.0, 11.5, 10.414285714285715)","(2.7, 4.6, 4.0)"
06-01-2023 12:21:34.030288,"(10.0, 16.5, 14.7)","(5.5, 6.0, 5.511111111111111)","(31.0, 46.0, 37.66666666666667)","(3.3, 4.7, 4.275)","(8.5, 17.5, 14.166666666666666)","(9.0, 11.5, 10.414285714285715)","(2.7, 4.5, 4.0)"
06-01-2023 12:21:35.195776,"(10.0, 16.5, 14.7)","(5.5, 6.0, 5.511111111111111)","(31.0, 46.0, 37.66666666666667)","(3.3, 4.7, 4.275)","(8.5, 17.5, 14.166666666666666)","(9.0, 11.5, 10.414285714285715)","(2.7, 4.5, 4.0)"
06-01-2023 12:21:36.378556,"(10.0, 16.5, 14.5)","(5.5, 6.0, 5.511111111111111)","(31.0, 46.0, 37.66666666666667)","(3.3, 4.7, 4.275)","(8.5, 17.5, 13.75)","(9.0, 11.5, 10.414285714285715)","(2.7, 4.5, 4.0)"
06-01-2023 12:21:37.629012,"(10.0, 16.5, 14.5)","(5.5, 6.0, 5.511111111111111)","(31.0, 46.0, 42.8)","(3.3, 4.7, 4.275)","(8.5, 17.5, 13.75)","(9.0, 11.5, 10.414285714285715)","(2.7, 4.5, 3.85)"
06-01-2023 12:21:38.743140,"(10.0, 16.5, 14.5)","(5.5, 6.0, 5.511111111111111)","(31.0, 46.0, 42.8)","(3.3, 4.7, 4.133333333333334)","(8.5, 17.5, 14.75)","(9.0, 11.5, 10.414285714285715)","(2.7, 4.2, 3.85)"
06-01-2023 12:21:39.857436,"(10.0, 16.5, 14.5)","(5.5, 6.0, 5.511111111111111)","(31.0, 46.0, 39.0)","(3.3, 4.7, 4.225)","(8.5, 17.0, 14.5)","(9.0, 11.5, 10.44)","(2.7, 4.2, 3.7)"
