,Mask Up,Magnetism,Sir Maximus,Beauleica,Rojean,Sun Samurai,Millennial Girl,Edgy Era
08-01-2023 14:13:36.185627,"(2.8, 3.6, 3.52)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.625)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:37.219142,"(2.8, 3.6, 3.52)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.625)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:38.269811,"(2.8, 3.6, 3.52)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.625)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:39.338159,"(2.8, 3.55, 3.375)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.625)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:40.364310,"(2.8, 3.55, 3.375)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.625)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:41.377682,"(2.8, 3.55, 3.375)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:42.415297,"(2.8, 3.55, 3.375)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:43.466846,"(2.8, 3.55, 3.375)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:44.498486,"(2.8, 3.55, 3.375)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:45.582055,"(2.8, 3.55, 3.375)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:46.610541,"(2.8, 3.55, 3.375)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:47.644330,"(2.8, 3.55, 3.422727272727273)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:48.678459,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:49.669487,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:50.658544,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:51.629878,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:52.621571,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:53.637833,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:54.766552,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:55.912182,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:57.008160,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:58.146491,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:13:59.310689,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:00.444520,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:01.593644,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:02.752373,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:03.852395,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:04.932280,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:06.009417,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:07.095271,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:08.119780,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:09.170767,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:10.217737,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:11.306235,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:12.415218,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:13.465558,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:14.488584,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:15.484048,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:16.474818,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:17.498753,"(2.8, 3.6, 3.5121951219512195)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:18.617760,"(2.8, 3.6, 3.52)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:19.743515,"(2.8, 3.6, 3.52)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.0)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:20.883951,"(2.8, 3.6, 3.52)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.625)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:22.001810,"(2.8, 3.6, 3.52)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.625)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:23.177622,"(2.8, 3.6, 3.52)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.625)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:24.307889,"(2.8, 3.6, 3.52)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.625)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:25.489534,"(2.8, 3.6, 3.52)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.625)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:26.666607,"(2.8, 3.6, 3.52)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.625)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:27.810758,"(2.8, 3.6, 3.52)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.625)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:28.943438,"(2.8, 3.6, 3.52)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.625)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:30.084964,"(2.8, 3.6, 3.52)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.625)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
08-01-2023 14:14:31.229857,"(2.8, 3.6, 3.52)","(9.0, 17.0, 14.75)","(3.9, 4.8, 4.58125)","(3.9, 5.0, 4.785714285714286)","(11.0, 20.0, 18.625)","(21.0, 30.0, 29.625)","(7.5, 11.0, 10.69047619047619)","(20.0, 44.0, 35.0)"
