,Azure Pride,Sarsen,Hello Newman,I Am Pearl,Leisure Games,Outa Taormina,Rosato,Whats Up Honey
14-12-2022 13:28:06.468753,"(4.0, 4.8, 4.742857142857143)","(6.5, 8.4, 7.844444444444445)","(2.4, 3.1, 3.0715625)","(14.0, 18.0, 17.53846153846154)","(21.0, 40.0, 32.61538461538461)","(101.0, 220.0, 180.0)","(6.0, 7.6, 7.4941176470588236)","(10.0, 12.0, 11.818181818181818)"
14-12-2022 13:28:07.552628,"(4.0, 4.8, 4.742857142857143)","(6.5, 8.4, 7.747826086956522)","(2.4, 3.1, 3.0691525423728816)","(14.0, 18.0, 17.53846153846154)","(21.0, 40.0, 32.61538461538461)","(101.0, 220.0, 180.0)","(6.0, 7.6, 7.4941176470588236)","(10.0, 12.0, 11.818181818181818)"
14-12-2022 13:28:08.665329,"(4.0, 4.8, 4.742857142857143)","(6.5, 8.2, 7.9818181818181815)","(2.4, 3.1, 3.0691525423728816)","(14.0, 18.0, 17.53846153846154)","(21.0, 36.0, 33.714285714285715)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.4941176470588236)","(10.0, 12.0, 11.818181818181818)"
14-12-2022 13:28:09.744789,"(4.0, 4.8, 4.742857142857143)","(6.5, 8.2, 7.9818181818181815)","(2.4, 3.1, 3.0691525423728816)","(14.0, 18.0, 17.53846153846154)","(21.0, 36.0, 33.714285714285715)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.4941176470588236)","(10.0, 12.0, 11.818181818181818)"
14-12-2022 13:28:10.917008,"(4.0, 4.7, 4.690909090909091)","(6.5, 8.2, 7.9818181818181815)","(2.4, 3.1, 3.0691525423728816)","(14.0, 18.0, 17.53846153846154)","(21.0, 36.0, 33.714285714285715)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.4941176470588236)","(10.0, 12.0, 11.818181818181818)"
14-12-2022 13:28:12.091231,"(4.0, 4.7, 4.690909090909091)","(6.5, 8.2, 7.9818181818181815)","(2.4, 3.1, 3.0691525423728816)","(14.0, 18.0, 17.53846153846154)","(21.0, 36.0, 35.0)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.4941176470588236)","(10.0, 12.0, 11.818181818181818)"
14-12-2022 13:28:13.339154,"(4.0, 4.7, 4.690909090909091)","(6.5, 8.2, 7.9818181818181815)","(2.4, 3.1, 3.0691525423728816)","(14.0, 19.5, 18.192307692307693)","(21.0, 36.0, 35.0)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.551351351351351)","(10.0, 12.0, 11.818181818181818)"
14-12-2022 13:28:14.472888,"(4.0, 4.7, 4.690909090909091)","(6.5, 8.2, 7.857142857142857)","(2.4, 3.1, 3.0691525423728816)","(14.0, 19.5, 17.568181818181817)","(21.0, 36.0, 35.0)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.551351351351351)","(10.0, 12.0, 11.818181818181818)"
14-12-2022 13:28:15.552737,"(4.0, 4.7, 4.693617021276596)","(6.5, 8.2, 7.7555555555555555)","(2.4, 3.1, 3.0680701754385966)","(14.0, 19.5, 17.568181818181817)","(21.0, 36.0, 35.0)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.551351351351351)","(10.0, 12.0, 11.25)"
14-12-2022 13:28:16.619971,"(4.0, 4.7, 4.693617021276596)","(6.5, 8.2, 7.7555555555555555)","(2.4, 3.05, 3.0391999999999997)","(14.0, 19.5, 17.568181818181817)","(21.0, 36.0, 35.0)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.551351351351351)","(10.0, 11.5, 11.3)"
14-12-2022 13:28:17.638022,"(4.0, 4.7, 4.693617021276596)","(6.5, 8.2, 7.84)","(2.4, 3.05, 3.0391999999999997)","(14.0, 19.5, 17.568181818181817)","(21.0, 36.0, 35.0)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.551351351351351)","(10.0, 11.5, 11.414285714285715)"
14-12-2022 13:28:18.732227,"(4.0, 4.7, 4.693617021276596)","(6.5, 8.2, 7.942857142857142)","(2.4, 3.05, 3.038)","(14.0, 19.5, 18.5625)","(21.0, 36.0, 34.0)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.551351351351351)","(10.0, 11.5, 11.469696969696969)"
14-12-2022 13:28:19.803879,"(4.0, 4.7, 4.693617021276596)","(6.5, 8.2, 7.942857142857142)","(2.4, 3.05, 3.0364999999999998)","(14.0, 19.5, 18.875)","(21.0, 36.0, 34.6)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.551351351351351)","(10.0, 11.5, 11.426470588235293)"
14-12-2022 13:28:20.937549,"(4.0, 4.7, 4.693617021276596)","(6.5, 8.2, 7.942857142857142)","(2.4, 3.05, 3.0364999999999998)","(14.0, 19.5, 18.875)","(21.0, 36.0, 36.2)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.551351351351351)","(10.0, 12.0, 11.328125)"
14-12-2022 13:28:22.290005,"(4.0, 4.7, 4.693617021276596)","(6.5, 8.2, 7.942857142857142)","(2.4, 3.05, 3.0295454545454543)","(14.0, 19.5, 18.875)","(21.0, 38.0, 34.142857142857146)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.551351351351351)","(10.0, 12.0, 11.328125)"
14-12-2022 13:28:23.517349,"(4.0, 4.7, 4.693617021276596)","(6.5, 8.2, 7.847058823529411)","(2.4, 3.05, 3.0295454545454543)","(14.0, 19.5, 18.875)","(21.0, 38.0, 33.63636363636364)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.551351351351351)","(10.0, 12.0, 11.328125)"
14-12-2022 13:28:24.743478,"(4.0, 4.7, 4.693617021276596)","(6.5, 8.2, 7.771428571428571)","(2.4, 3.05, 3.023529411764706)","(14.0, 19.5, 18.875)","(21.0, 38.0, 33.63636363636364)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.551351351351351)","(10.0, 12.0, 11.328125)"
14-12-2022 13:28:25.853006,"(4.0, 4.7, 4.695454545454545)","(6.5, 8.2, 7.771428571428571)","(2.4, 3.05, 3.023529411764706)","(14.0, 19.5, 18.428571428571427)","(21.0, 38.0, 33.63636363636364)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.551351351351351)","(10.0, 12.0, 11.328125)"
14-12-2022 13:28:27.070957,"(4.0, 4.7, 4.695454545454545)","(6.5, 8.2, 7.8133333333333335)","(2.4, 3.05, 3.023529411764706)","(14.0, 19.5, 19.20967741935484)","(21.0, 38.0, 34.285714285714285)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.551351351351351)","(10.0, 12.0, 11.328125)"
14-12-2022 13:28:28.306892,"(4.2, 4.7, 4.695454545454545)","(6.5, 8.4, 7.8133333333333335)","(2.45, 3.05, 3.023529411764706)","(15.0, 19.5, 18.5625)","(21.0, 36.0, 34.285714285714285)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.551351351351351)","(10.0, 12.0, 11.328125)"
14-12-2022 13:28:29.452578,"(4.2, 4.7, 4.695454545454545)","(6.5, 8.4, 7.8133333333333335)","(2.45, 3.05, 3.023529411764706)","(15.0, 19.5, 18.5625)","(21.0, 36.0, 34.285714285714285)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.551351351351351)","(10.0, 12.0, 11.328125)"
14-12-2022 13:28:30.628979,"(4.2, 4.7, 4.6875)","(6.5, 8.2, 7.999999999999999)","(2.45, 3.05, 3.0236842105263158)","(15.0, 19.5, 18.5625)","(21.0, 36.0, 34.285714285714285)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.551351351351351)","(10.0, 12.0, 11.328125)"
14-12-2022 13:28:31.763322,"(4.2, 4.8, 4.7749999999999995)","(6.5, 8.2, 7.999999999999999)","(2.45, 3.05, 3.0142857142857142)","(15.0, 19.5, 18.5625)","(21.0, 36.0, 34.285714285714285)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.551351351351351)","(10.0, 12.0, 11.328125)"
14-12-2022 13:28:32.870864,"(4.2, 4.8, 4.7749999999999995)","(6.5, 8.2, 7.999999999999999)","(2.45, 3.05, 3.0142857142857142)","(15.0, 19.5, 18.428571428571427)","(21.0, 36.0, 34.285714285714285)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.551351351351351)","(10.0, 12.0, 11.328125)"
14-12-2022 13:28:33.953299,"(4.2, 4.8, 4.7749999999999995)","(6.5, 8.2, 7.999999999999999)","(2.45, 3.05, 3.0142857142857142)","(15.0, 19.0, 17.16304347826087)","(21.0, 36.0, 38.333333333333336)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.551351351351351)","(10.0, 12.0, 11.4625)"
14-12-2022 13:28:35.036164,"(4.2, 4.8, 4.785321100917431)","(6.5, 8.2, 7.999999999999999)","(2.45, 3.05, 3.0142857142857142)","(15.0, 18.5, 17.16304347826087)","(21.0, 40.0, 38.333333333333336)","(101.0, 200.0, 180.0)","(6.0, 7.6, 7.391176470588236)","(10.0, 12.0, 11.283333333333333)"
14-12-2022 13:28:36.173532,"(4.2, 4.8, 4.785321100917431)","(6.5, 8.2, 7.999999999999999)","(2.45, 3.05, 3.0142857142857142)","(15.0, 18.5, 17.16304347826087)","(21.0, 40.0, 38.333333333333336)","(101.0, 200.0, 180.0)","(6.0, 7.4, 7.391176470588236)","(10.0, 12.0, 11.283333333333333)"
14-12-2022 13:28:37.750930,"(4.2, 4.8, 4.785321100917431)","(6.5, 8.2, 7.999999999999999)","(2.45, 3.05, 3.017857142857143)","(14.0, 18.5, 17.174418604651162)","(21.0, 40.0, 36.666666666666664)","(101.0, 200.0, 180.0)","(6.0, 7.4, 7.391176470588236)","(10.0, 12.0, 11.283333333333333)"
14-12-2022 13:28:39.101339,"(4.2, 4.8, 4.785321100917431)","(6.5, 8.2, 7.999999999999999)","(2.45, 3.05, 3.017857142857143)","(14.0, 18.5, 17.16304347826087)","(21.0, 42.0, 36.666666666666664)","(101.0, 200.0, 180.0)","(6.0, 7.4, 7.391176470588236)","(10.0, 12.0, 11.283333333333333)"
14-12-2022 13:28:40.319387,"(4.2, 4.8, 4.785321100917431)","(6.5, 8.2, 7.999999999999999)","(2.45, 3.05, 3.017857142857143)","(14.0, 18.5, 17.16304347826087)","(21.0, 42.0, 36.666666666666664)","(101.0, 200.0, 180.0)","(6.0, 7.4, 7.385714285714286)","(10.0, 12.0, 11.283333333333333)"
14-12-2022 13:28:41.650574,"(4.2, 4.8, 4.792380952380952)","(6.5, 8.2, 7.999999999999999)","(2.45, 3.05, 3.0205882352941176)","(14.0, 18.5, 17.15)","(21.0, 42.0, 38.72727272727273)","(101.0, 200.0, 180.0)","(6.0, 7.4, 7.619354838709677)","(10.0, 12.0, 11.283333333333333)"
14-12-2022 13:28:43.000918,"(4.2, 4.8, 4.790566037735849)","(6.5, 8.2, 7.763636363636363)","(2.45, 3.05, 3.013333333333333)","(14.0, 18.5, 17.15)","(21.0, 42.0, 38.72727272727273)","(101.0, 200.0, 180.0)","(6.0, 7.8, 7.661538461538462)","(10.0, 12.0, 11.283333333333333)"
14-12-2022 13:28:44.480280,"(4.2, 4.8, 4.790566037735849)","(6.5, 8.2, 7.763636363636363)","(2.45, 3.05, 3.0915254237288137)","(14.0, 18.5, 17.15625)","(21.0, 42.0, 35.333333333333336)","(101.0, 200.0, 180.0)","(6.0, 7.8, 7.622950819672131)","(10.0, 12.0, 11.26984126984127)"
14-12-2022 13:28:45.948281,"(4.2, 4.7, 4.689380530973452)","(6.5, 7.8, 7.496969696969697)","(2.45, 3.1, 3.088671875)","(14.0, 18.5, 17.153061224489797)","(21.0, 36.0, 35.333333333333336)","(101.0, 200.0, 180.0)","(6.0, 7.8, 7.609230769230769)","(10.0, 12.0, 11.257575757575758)"
14-12-2022 13:28:47.268355,"(4.2, 4.7, 4.695283018867925)","(6.5, 7.8, 7.685714285714286)","(2.45, 3.1, 3.095833333333333)","(14.0, 18.5, 17.15)","(21.0, 36.0, 37.0)","(101.0, 200.0, 180.0)","(6.0, 7.8, 7.6305084745762715)","(10.0, 12.0, 10.526315789473685)"
14-12-2022 13:28:48.752543,"(4.2, 4.8, 4.790566037735849)","(6.5, 7.8, 7.685714285714286)","(2.45, 3.1, 3.095408163265306)","(14.0, 18.5, 17.176470588235293)","(21.0, 42.0, 38.666666666666664)","(101.0, 200.0, 180.0)","(6.0, 7.8, 7.6305084745762715)","(10.0, 11.5, 10.524390243902438)"
14-12-2022 13:28:50.052758,"(4.2, 4.8, 4.787037037037037)","(6.5, 7.8, 7.610526315789474)","(2.45, 3.1, 3.096186440677966)","(14.0, 18.5, 17.625)","(21.0, 42.0, 37.55555555555556)","(101.0, 200.0, 170.0)","(6.0, 7.8, 7.63859649122807)","(10.0, 11.5, 10.480519480519481)"
14-12-2022 13:28:51.215995,"(4.2, 4.8, 4.787037037037037)","(6.5, 8.2, 7.685714285714286)","(2.45, 3.1, 3.0978070175438597)","(14.0, 18.0, 17.625)","(21.0, 42.0, 37.55555555555556)","(101.0, 190.0, 165.0)","(6.0, 7.8, 7.6305084745762715)","(10.0, 10.5, 10.480519480519481)"
14-12-2022 13:28:52.514536,"(4.2, 4.8, 4.785106382978723)","(6.5, 7.8, 7.685714285714286)","(2.45, 3.1, 3.1473214285714284)","(14.0, 18.0, 17.857142857142858)","(21.0, 42.0, 37.55555555555556)","(101.0, 190.0, 170.0)","(6.0, 7.8, 7.63859649122807)","(10.0, 10.5, 9.93968253968254)"
14-12-2022 13:28:53.609863,"(4.2, 4.8, 4.79322033898305)","(6.5, 8.2, 7.707692307692308)","(2.45, 3.15, 3.1473214285714284)","(14.0, 18.0, 17.857142857142858)","(21.0, 42.0, 37.55555555555556)","(101.0, 190.0, 170.0)","(6.0, 7.8, 7.63859649122807)","(10.0, 10.0, 9.90952380952381)"
14-12-2022 13:28:54.855182,"(4.2, 4.8, 4.780952380952381)","(6.5, 8.2, 8.085714285714285)","(2.45, 3.15, 3.143333333333333)","(14.0, 18.0, 16.177685950413224)","(21.0, 42.0, 37.55555555555556)","(101.0, 190.0, 185.0)","(6.0, 7.8, 7.8875)","(10.0, 10.0, 9.953086419753086)"
14-12-2022 13:28:56.032525,"(4.2, 4.8, 4.780952380952381)","(6.5, 8.2, 8.096774193548386)","(2.45, 3.15, 3.058695652173913)","(14.0, 16.5, 16.177685950413224)","(21.0, 42.0, 37.55555555555556)","(101.0, 200.0, 185.0)","(6.0, 8.0, 7.917241379310345)","(10.0, 10.0, 9.948648648648648)"
14-12-2022 13:28:57.347677,"(4.2, 4.8, 4.79322033898305)","(6.5, 8.2, 8.035897435897436)","(2.45, 3.15, 3.0835)","(14.0, 16.5, 16.28767123287671)","(21.0, 42.0, 37.55555555555556)","(101.0, 200.0, 185.0)","(6.0, 8.0, 7.917241379310345)","(10.0, 10.0, 9.948648648648648)"
14-12-2022 13:28:58.615802,"(4.2, 4.8, 4.79322033898305)","(6.5, 8.2, 8.035897435897436)","(2.45, 3.15, 3.0835)","(14.0, 16.5, 16.28767123287671)","(21.0, 42.0, 37.55555555555556)","(101.0, 200.0, 185.0)","(6.0, 8.0, 7.905882352941177)","(10.0, 10.0, 9.93448275862069)"
14-12-2022 13:28:59.740113,"(4.2, 4.8, 4.791489361702127)","(6.5, 8.2, 8.035897435897436)","(2.45, 3.15, 3.07578125)","(14.0, 16.5, 16.28767123287671)","(21.0, 42.0, 37.55555555555556)","(101.0, 200.0, 185.0)","(6.0, 8.0, 7.905882352941177)","(10.0, 10.0, 9.93448275862069)"
14-12-2022 13:29:00.981206,"(4.2, 4.8, 4.752542372881356)","(6.5, 8.2, 8.035897435897436)","(2.45, 3.15, 3.07578125)","(14.0, 16.5, 16.28767123287671)","(21.0, 42.0, 37.55555555555556)","(101.0, 200.0, 185.0)","(6.0, 8.0, 7.905882352941177)","(10.0, 10.0, 9.93448275862069)"
14-12-2022 13:29:02.186223,"(4.2, 4.8, 4.758823529411765)","(6.5, 8.2, 8.108571428571429)","(2.45, 3.1, 3.0156164383561643)","(14.0, 16.5, 16.28767123287671)","(21.0, 42.0, 37.55555555555556)","(101.0, 200.0, 185.0)","(6.0, 8.0, 7.905882352941177)","(10.0, 10.0, 9.93448275862069)"
14-12-2022 13:29:03.479529,"(4.2, 4.8, 4.758823529411765)","(6.5, 8.2, 8.035897435897436)","(2.45, 3.1, 3.0604347826086955)","(14.0, 16.5, 16.28767123287671)","(21.0, 42.0, 37.55555555555556)","(101.0, 200.0, 185.0)","(6.0, 8.0, 7.905882352941177)","(10.0, 10.0, 9.93448275862069)"
14-12-2022 13:29:04.661967,"(4.2, 4.8, 4.744)","(6.5, 8.2, 8.035897435897436)","(2.45, 3.1, 3.0155555555555558)","(14.0, 18.0, 17.076923076923077)","(21.0, 42.0, 37.55555555555556)","(101.0, 200.0, 185.0)","(6.0, 8.0, 7.6499999999999995)","(10.0, 10.0, 9.928301886792454)"
14-12-2022 13:29:05.839089,"(4.2, 4.8, 4.744)","(6.5, 8.2, 8.035897435897436)","(2.45, 3.1, 3.062307692307692)","(14.0, 18.0, 17.1875)","(21.0, 42.0, 37.55555555555556)","(101.0, 200.0, 180.0)","(6.0, 8.0, 7.72)","(10.0, 10.0, 9.911475409836067)"
14-12-2022 13:29:06.984388,"(4.2, 4.7, 4.666666666666667)","(6.5, 8.2, 8.03157894736842)","(2.45, 3.15, 3.0715384615384616)","(14.0, 17.5, 16.791666666666668)","(21.0, 42.0, 37.0)","(101.0, 200.0, 191.42857142857144)","(6.0, 7.8, 7.822222222222222)","(10.0, 10.0, 9.911475409836067)"
14-12-2022 13:29:08.108592,"(4.2, 4.7, 4.666666666666667)","(6.5, 8.2, 8.017142857142856)","(2.45, 3.15, 3.0846153846153843)","(14.0, 17.0, 16.655172413793103)","(21.0, 42.0, 35.333333333333336)","(101.0, 200.0, 191.42857142857144)","(6.0, 8.0, 7.822222222222222)","(10.0, 10.0, 9.911475409836067)"
14-12-2022 13:29:09.352976,"(4.2, 4.7, 4.666666666666667)","(6.5, 8.2, 8.017142857142856)","(2.45, 3.15, 3.069047619047619)","(14.0, 17.0, 16.655172413793103)","(21.0, 42.0, 34.857142857142854)","(101.0, 200.0, 191.42857142857144)","(6.0, 8.0, 7.822222222222222)","(10.0, 10.0, 9.795744680851065)"
14-12-2022 13:29:10.878977,"(4.2, 4.7, 4.674418604651162)","(6.5, 8.2, 7.8)","(2.45, 3.15, 3.0075697211155377)","(14.0, 17.0, 14.954545454545455)","(21.0, 42.0, 31.5)","(101.0, 200.0, 185.0)","(6.0, 8.0, 7.977777777777777)","(10.0, 9.8, 9.796363636363637)"
14-12-2022 13:29:12.088935,"(4.2, 4.8, 4.674418604651162)","(6.5, 8.2, 7.8)","(2.45, 3.1, 3.0075697211155377)","(14.0, 15.5, 15.1)","(21.0, 36.0, 31.764705882352942)","(101.0, 200.0, 177.5)","(6.0, 8.2, 7.977777777777777)","(10.0, 9.8, 9.796363636363637)"
14-12-2022 13:29:13.230757,"(4.2, 4.8, 4.6680851063829785)","(6.5, 8.2, 7.857142857142857)","(2.45, 3.1, 3.0058823529411764)","(14.0, 15.5, 15.1)","(21.0, 36.0, 33.75)","(101.0, 190.0, 177.5)","(6.0, 8.2, 7.977777777777777)","(10.0, 9.8, 9.895890410958904)"
14-12-2022 13:29:14.469598,"(4.2, 4.8, 4.674418604651162)","(6.5, 8.2, 7.857142857142857)","(2.45, 3.05, 2.988235294117647)","(14.0, 15.5, 15.1)","(21.0, 36.0, 33.75)","(101.0, 190.0, 177.5)","(6.0, 8.2, 7.977777777777777)","(10.0, 10.0, 9.895890410958904)"
14-12-2022 13:29:15.717247,"(4.2, 4.8, 4.674418604651162)","(6.5, 8.2, 7.857142857142857)","(2.45, 3.05, 2.988235294117647)","(14.0, 15.5, 15.1)","(21.0, 36.0, 33.75)","(101.0, 190.0, 177.5)","(6.0, 8.2, 7.977777777777777)","(10.0, 10.0, 9.938028169014085)"
14-12-2022 13:29:17.000965,"(4.2, 4.8, 4.674418604651162)","(6.5, 8.2, 7.857142857142857)","(2.45, 3.05, 2.988235294117647)","(14.0, 15.5, 15.1)","(21.0, 36.0, 33.0)","(101.0, 190.0, 177.5)","(6.0, 8.2, 7.977777777777777)","(10.0, 10.5, 10.116129032258065)"
14-12-2022 13:29:18.605202,"(4.2, 4.8, 4.661538461538461)","(6.5, 8.2, 7.857142857142857)","(2.45, 3.05, 2.9815384615384617)","(14.0, 15.5, 15.18421052631579)","(21.0, 36.0, 34.857142857142854)","(101.0, 190.0, 177.5)","(6.0, 8.2, 8.16)","(10.0, 10.5, 9.940000000000001)"
14-12-2022 13:29:19.863735,"(4.2, 4.8, 4.661538461538461)","(6.5, 8.2, 7.857142857142857)","(2.45, 3.0, 2.9815384615384617)","(14.0, 15.5, 15.714285714285714)","(21.0, 36.0, 34.857142857142854)","(101.0, 190.0, 177.5)","(6.0, 8.2, 8.17142857142857)","(10.0, 10.5, 9.95076923076923)"
14-12-2022 13:29:21.155289,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.2, 7.927272727272727)","(2.45, 3.0, 2.988888888888889)","(14.0, 16.0, 15.714285714285714)","(21.0, 36.0, 34.0)","(101.0, 190.0, 177.5)","(6.0, 8.2, 8.17142857142857)","(10.0, 10.5, 9.854545454545454)"
14-12-2022 13:29:22.466080,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.2, 7.977358490566038)","(2.45, 3.05, 2.9594117647058824)","(14.0, 16.0, 15.714285714285714)","(21.0, 36.0, 34.0)","(101.0, 190.0, 177.5)","(6.0, 8.2, 8.17142857142857)","(10.0, 10.0, 10.129411764705882)"
14-12-2022 13:29:23.732951,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.0, 7.977358490566038)","(2.45, 3.05, 2.9927272727272727)","(14.0, 16.0, 15.714285714285714)","(21.0, 36.0, 34.0)","(101.0, 190.0, 177.5)","(6.0, 8.2, 8.17142857142857)","(10.0, 10.5, 10.116981132075471)"
14-12-2022 13:29:25.091109,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.0, 7.977358490566038)","(2.45, 3.05, 2.9473333333333334)","(14.0, 16.0, 15.714285714285714)","(21.0, 36.0, 34.0)","(101.0, 190.0, 177.5)","(6.0, 8.2, 8.17142857142857)","(10.0, 10.5, 10.116981132075471)"
14-12-2022 13:29:26.348805,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.0, 7.977358490566038)","(2.45, 3.05, 2.9473333333333334)","(14.0, 16.0, 15.714285714285714)","(21.0, 36.0, 34.0)","(101.0, 190.0, 177.5)","(6.0, 8.2, 8.17142857142857)","(10.0, 10.5, 10.116981132075471)"
14-12-2022 13:29:27.770808,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.0, 7.977358490566038)","(2.45, 3.05, 2.9473333333333334)","(14.0, 16.0, 15.714285714285714)","(21.0, 36.0, 34.0)","(101.0, 190.0, 177.5)","(6.0, 8.2, 8.17142857142857)","(10.0, 10.5, 10.177777777777779)"
14-12-2022 13:29:29.329565,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.0, 7.977358490566038)","(2.45, 3.05, 2.9473333333333334)","(14.0, 16.0, 15.714285714285714)","(21.0, 36.0, 33.666666666666664)","(101.0, 190.0, 177.5)","(6.0, 8.2, 8.17142857142857)","(10.0, 10.5, 10.177777777777779)"
14-12-2022 13:29:30.745385,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.0, 7.977358490566038)","(2.45, 3.05, 2.9699999999999998)","(14.0, 16.0, 15.714285714285714)","(21.0, 36.0, 33.666666666666664)","(101.0, 190.0, 177.5)","(6.0, 8.2, 8.17142857142857)","(10.0, 10.5, 10.177777777777779)"
14-12-2022 13:29:32.116557,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.0, 7.977358490566038)","(2.45, 3.0, 2.9699999999999998)","(14.0, 16.0, 15.714285714285714)","(21.0, 36.0, 33.666666666666664)","(101.0, 190.0, 177.5)","(6.0, 8.2, 8.17142857142857)","(10.0, 10.5, 10.177777777777779)"
14-12-2022 13:29:33.597233,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.0, 7.977358490566038)","(2.45, 3.0, 2.968421052631579)","(14.0, 16.0, 15.714285714285714)","(21.0, 36.0, 33.666666666666664)","(101.0, 190.0, 177.5)","(6.0, 8.2, 8.17142857142857)","(10.0, 10.5, 10.172580645161291)"
14-12-2022 13:29:35.090163,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.0, 7.977358490566038)","(2.45, 3.0, 2.96)","(14.0, 16.0, 15.714285714285714)","(21.0, 36.0, 33.666666666666664)","(101.0, 190.0, 177.5)","(6.0, 8.2, 8.17142857142857)","(10.0, 10.5, 10.172580645161291)"
14-12-2022 13:29:36.515628,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.0, 7.977358490566038)","(2.45, 3.0, 2.9714285714285715)","(14.0, 16.0, 15.714285714285714)","(21.0, 36.0, 33.666666666666664)","(101.0, 190.0, 177.5)","(6.0, 8.2, 8.17142857142857)","(10.0, 10.5, 10.172580645161291)"
14-12-2022 13:29:37.843703,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.0, 7.977358490566038)","(2.5, 3.0, 2.9714285714285715)","(14.0, 16.0, 15.538461538461538)","(20.0, 36.0, 33.666666666666664)","(101.0, 190.0, 177.5)","(6.0, 8.2, 8.17142857142857)","(9.0, 10.5, 10.172580645161291)"
14-12-2022 13:29:39.018880,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.0, 7.977358490566038)","(2.5, 3.0, 2.9714285714285715)","(14.0, 16.0, 15.294117647058824)","(20.0, 36.0, 33.666666666666664)","(101.0, 190.0, 177.5)","(6.0, 8.2, 8.17142857142857)","(9.0, 10.5, 10.172580645161291)"
14-12-2022 13:29:40.264447,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.0, 7.977358490566038)","(2.5, 3.0, 2.9714285714285715)","(14.0, 16.0, 15.294117647058824)","(20.0, 36.0, 33.666666666666664)","(101.0, 190.0, 177.5)","(6.0, 8.2, 8.17142857142857)","(9.0, 10.5, 10.172580645161291)"
14-12-2022 13:29:41.441331,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.0, 7.977358490566038)","(2.5, 3.0, 2.9714285714285715)","(14.0, 16.0, 15.294117647058824)","(20.0, 36.0, 33.666666666666664)","(101.0, 190.0, 177.5)","(6.0, 8.2, 8.17142857142857)","(9.0, 10.5, 10.172580645161291)"
14-12-2022 13:29:42.675480,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.0, 7.942857142857143)","(2.5, 3.0, 2.9741935483870967)","(14.0, 16.0, 15.294117647058824)","(20.0, 36.0, 34.25)","(101.0, 230.0, 164.0)","(6.0, 8.2, 8.17142857142857)","(9.0, 10.5, 10.172580645161291)"
14-12-2022 13:29:43.986652,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.0, 7.942857142857143)","(2.5, 3.0, 2.9652173913043476)","(14.0, 16.0, 15.294117647058824)","(20.0, 36.0, 34.25)","(101.0, 220.0, 164.0)","(6.0, 8.2, 8.17142857142857)","(9.0, 10.5, 10.172580645161291)"
14-12-2022 13:29:45.237831,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.0, 7.942857142857143)","(2.5, 3.0, 2.9652173913043476)","(14.0, 16.0, 15.294117647058824)","(20.0, 36.0, 34.25)","(101.0, 220.0, 164.0)","(6.0, 8.2, 8.17142857142857)","(9.0, 10.5, 10.172580645161291)"
14-12-2022 13:29:46.538757,"(4.2, 4.8, 4.753846153846154)","(6.5, 8.0, 7.977358490566038)","(2.5, 3.0, 2.9804878048780488)","(14.0, 16.5, 15.352941176470589)","(20.0, 36.0, 34.25)","(101.0, 220.0, 173.33333333333334)","(6.0, 8.2, 8.17142857142857)","(9.0, 10.5, 10.245283018867925)"
