,Azure Pride,Sarsen,Hello Newman,I Am Pearl,Leisure Games,Outa Taormina,Rosato,Whats Up Honey
14-12-2022 13:20:49.613403,"(4.0, 5.6, 5.226666666666667)","(5.5, 7.2, 6.95)","(2.35, 3.05, 2.9656666666666665)","(14.0, 18.5, 20.555555555555557)","(21.0, 50.0, 34.666666666666664)","(91.0, 290.0, 136.25)","(6.0, 8.0, 7.902439024390244)","(11.0, 15.5, 12.5)"
14-12-2022 13:20:50.854028,"(4.0, 5.6, 5.226666666666667)","(5.5, 7.2, 6.95)","(2.35, 3.05, 2.9656666666666665)","(14.0, 22.0, 19.0)","(21.0, 50.0, 34.666666666666664)","(91.0, 290.0, 182.5)","(6.0, 8.0, 7.840909090909091)","(11.0, 15.5, 12.5)"
14-12-2022 13:20:52.016587,"(4.0, 5.6, 5.199999999999999)","(5.5, 7.2, 7.123809523809524)","(2.35, 3.0, 2.964444444444444)","(14.0, 20.0, 18.61111111111111)","(21.0, 50.0, 34.666666666666664)","(91.0, 280.0, 140.71428571428572)","(6.0, 8.0, 7.840909090909091)","(11.0, 15.5, 12.5)"
14-12-2022 13:20:53.352810,"(4.0, 5.6, 5.199999999999999)","(5.5, 7.2, 7.123809523809524)","(2.35, 2.98, 2.965)","(14.0, 19.5, 17.653846153846153)","(21.0, 50.0, 34.666666666666664)","(91.0, 280.0, 177.5)","(6.0, 8.0, 7.840909090909091)","(11.0, 15.5, 12.5)"
14-12-2022 13:20:54.601131,"(4.0, 5.6, 5.199999999999999)","(5.5, 7.2, 7.123809523809524)","(2.35, 2.98, 2.965)","(14.0, 19.5, 16.833333333333332)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.840909090909091)","(11.0, 15.5, 12.5)"
14-12-2022 13:20:55.899337,"(4.0, 5.5, 5.325)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.98, 2.9628571428571426)","(14.0, 19.5, 16.833333333333332)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:20:57.298481,"(4.0, 5.4, 5.25)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.98, 2.9628571428571426)","(14.0, 19.5, 16.833333333333332)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:20:58.439150,"(4.0, 5.4, 5.25)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.98, 2.9628571428571426)","(14.0, 19.5, 17.6)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:20:59.529328,"(4.0, 5.4, 5.25)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.98, 2.9628571428571426)","(14.0, 19.0, 17.6)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:00.777656,"(4.0, 5.4, 5.25)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.98, 2.9628571428571426)","(14.0, 19.0, 16.666666666666668)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:01.830781,"(4.0, 5.4, 5.25)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.98, 2.9628571428571426)","(14.0, 19.0, 16.666666666666668)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:02.880652,"(4.0, 5.4, 5.25)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.98, 2.9628571428571426)","(14.0, 19.0, 16.666666666666668)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:03.838570,"(4.0, 5.4, 5.25)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.98, 2.9628571428571426)","(14.0, 19.0, 16.666666666666668)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:04.842410,"(4.0, 5.5, 5.325)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.9272727272727272)","(14.0, 19.0, 16.666666666666668)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:05.899161,"(4.0, 5.6, 5.142857142857142)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.94, 2.916)","(14.0, 19.0, 17.833333333333332)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:07.060664,"(4.0, 5.6, 5.142857142857142)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.94, 2.91)","(14.0, 18.5, 17.3)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:08.258701,"(4.0, 5.6, 5.142857142857142)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.91)","(14.0, 18.5, 17.3)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:09.383542,"(4.0, 5.6, 5.142857142857142)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.91)","(14.0, 18.5, 17.3)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 180.0)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:10.506635,"(4.0, 5.6, 5.142857142857142)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.91)","(14.0, 18.5, 17.833333333333332)","(21.0, 50.0, 34.666666666666664)","(91.0, 260.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:11.836093,"(4.0, 5.6, 5.142857142857142)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.91)","(14.0, 18.5, 17.833333333333332)","(21.0, 50.0, 34.666666666666664)","(91.0, 250.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:13.040941,"(4.0, 5.6, 5.142857142857142)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.91)","(14.0, 18.5, 20.555555555555557)","(21.0, 50.0, 34.666666666666664)","(91.0, 250.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:14.170433,"(4.0, 5.6, 5.142857142857142)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.9074999999999998)","(14.0, 22.0, 18.53333333333333)","(21.0, 50.0, 34.666666666666664)","(91.0, 250.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:15.227046,"(4.0, 5.6, 5.142857142857142)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.9074999999999998)","(14.0, 22.0, 18.53333333333333)","(21.0, 50.0, 34.666666666666664)","(91.0, 250.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:16.328446,"(4.0, 5.6, 5.142857142857142)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.9074999999999998)","(14.0, 22.0, 18.53333333333333)","(21.0, 50.0, 34.666666666666664)","(91.0, 250.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:17.388791,"(4.0, 5.6, 5.142857142857142)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.9074999999999998)","(14.0, 22.0, 18.53333333333333)","(21.0, 50.0, 34.666666666666664)","(91.0, 250.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:18.695694,"(4.0, 5.6, 5.142857142857142)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.9074999999999998)","(14.0, 22.0, 18.53333333333333)","(21.0, 50.0, 34.666666666666664)","(91.0, 250.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:19.983491,"(4.0, 5.6, 5.142857142857142)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.9074999999999998)","(14.0, 22.0, 19.77777777777778)","(21.0, 50.0, 34.666666666666664)","(91.0, 250.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:21.258415,"(4.0, 5.6, 5.142857142857142)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.91)","(14.0, 21.0, 18.708333333333332)","(21.0, 50.0, 34.666666666666664)","(91.0, 250.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:22.453181,"(4.0, 5.6, 5.142857142857142)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.91)","(14.0, 21.0, 18.708333333333332)","(21.0, 50.0, 34.666666666666664)","(91.0, 250.0, 225.0)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:23.562693,"(4.0, 5.6, 5.142857142857142)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.9074999999999998)","(14.0, 21.0, 18.708333333333332)","(21.0, 50.0, 34.666666666666664)","(91.0, 300.0, 190.90909090909093)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:24.614301,"(4.0, 5.6, 5.142857142857142)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.9074999999999998)","(14.0, 21.0, 18.708333333333332)","(21.0, 50.0, 34.666666666666664)","(91.0, 300.0, 190.90909090909093)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:25.702376,"(4.0, 5.6, 5.333333333333333)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.9074999999999998)","(14.0, 21.0, 18.708333333333332)","(21.0, 50.0, 34.666666666666664)","(91.0, 300.0, 190.90909090909093)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:26.731227,"(4.0, 5.6, 5.333333333333333)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.9074999999999998)","(14.0, 21.0, 18.708333333333332)","(21.0, 50.0, 34.666666666666664)","(91.0, 300.0, 190.90909090909093)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:27.819559,"(4.0, 5.6, 5.333333333333333)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.9074999999999998)","(14.0, 21.0, 18.708333333333332)","(21.0, 50.0, 34.666666666666664)","(91.0, 300.0, 258.33333333333337)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:28.871887,"(4.0, 5.6, 5.333333333333333)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.9074999999999998)","(14.0, 21.0, 18.708333333333332)","(21.0, 50.0, 34.666666666666664)","(91.0, 290.0, 258.33333333333337)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:29.985062,"(4.0, 5.6, 5.333333333333333)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.9074999999999998)","(14.0, 21.0, 18.708333333333332)","(21.0, 50.0, 34.666666666666664)","(91.0, 290.0, 258.33333333333337)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:31.087275,"(4.0, 5.6, 5.333333333333333)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.937777777777778)","(14.0, 21.0, 18.708333333333332)","(21.0, 50.0, 34.666666666666664)","(91.0, 290.0, 258.33333333333337)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:32.181141,"(4.0, 5.6, 5.333333333333333)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.937777777777778)","(14.0, 21.0, 18.708333333333332)","(21.0, 50.0, 34.666666666666664)","(91.0, 290.0, 190.0)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:33.243981,"(4.0, 5.6, 5.333333333333333)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.937777777777778)","(14.0, 21.0, 18.708333333333332)","(21.0, 50.0, 34.666666666666664)","(91.0, 280.0, 190.0)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:34.308343,"(4.0, 5.6, 5.333333333333333)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.937777777777778)","(14.0, 21.0, 17.944444444444443)","(21.0, 50.0, 34.666666666666664)","(91.0, 280.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:35.342329,"(4.0, 5.6, 5.333333333333333)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.937777777777778)","(14.0, 21.0, 17.944444444444443)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:36.355770,"(4.0, 5.6, 5.333333333333333)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.937777777777778)","(14.0, 21.0, 19.125)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:37.400049,"(4.0, 5.6, 5.381818181818182)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.937777777777778)","(14.0, 21.0, 18.96875)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:38.513698,"(4.0, 5.6, 5.381818181818182)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.937777777777778)","(14.0, 19.5, 18.73076923076923)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:39.554600,"(4.0, 5.6, 5.381818181818182)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.937777777777778)","(14.0, 19.5, 18.73076923076923)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:40.569776,"(4.0, 5.6, 5.381818181818182)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.937777777777778)","(14.0, 19.5, 17.735294117647058)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:41.691317,"(4.0, 5.6, 5.381818181818182)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.937777777777778)","(14.0, 19.0, 17.41176470588235)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:42.693677,"(4.0, 5.6, 5.381818181818182)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.937777777777778)","(14.0, 19.0, 17.41176470588235)","(21.0, 50.0, 34.666666666666664)","(91.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:43.810574,"(4.0, 5.6, 5.381818181818182)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.937777777777778)","(14.0, 19.0, 17.41176470588235)","(20.0, 50.0, 34.666666666666664)","(101.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:44.835807,"(4.0, 5.6, 5.381818181818182)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.937777777777778)","(14.0, 19.0, 17.8)","(20.0, 50.0, 34.666666666666664)","(101.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:45.843787,"(4.0, 5.6, 5.381818181818182)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.937777777777778)","(14.0, 19.0, 17.8)","(20.0, 50.0, 34.666666666666664)","(101.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:46.814947,"(4.0, 5.6, 5.381818181818182)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.937777777777778)","(14.0, 19.0, 17.8)","(20.0, 50.0, 34.666666666666664)","(101.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:47.895805,"(4.0, 5.6, 5.381818181818182)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.937777777777778)","(14.0, 19.0, 17.8)","(20.0, 50.0, 34.666666666666664)","(101.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:48.973793,"(4.0, 5.6, 5.381818181818182)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.893333333333333)","(14.0, 19.0, 17.8)","(20.0, 50.0, 34.666666666666664)","(101.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:50.083720,"(4.0, 5.6, 5.226666666666667)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.848)","(14.0, 19.0, 17.8)","(20.0, 50.0, 34.666666666666664)","(101.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:51.149080,"(4.0, 5.6, 5.226666666666667)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.848)","(14.0, 19.0, 17.8)","(20.0, 50.0, 38.0)","(101.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:52.163427,"(4.0, 5.5, 4.909803921568627)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.848)","(14.0, 23.0, 20.34375)","(20.0, 50.0, 31.333333333333332)","(101.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:53.197332,"(4.0, 5.4, 5.28)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.848)","(14.0, 22.0, 18.842105263157894)","(20.0, 50.0, 31.333333333333332)","(101.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:54.153355,"(4.0, 5.4, 5.28)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.848)","(14.0, 22.0, 18.842105263157894)","(20.0, 50.0, 31.333333333333332)","(101.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:55.132566,"(4.0, 5.4, 5.28)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.848)","(14.0, 22.0, 18.842105263157894)","(20.0, 50.0, 31.333333333333332)","(101.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:56.180383,"(4.0, 5.4, 5.142857142857143)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.848)","(14.0, 22.0, 15.777777777777779)","(20.0, 50.0, 31.333333333333332)","(101.0, 270.0, 221.42857142857142)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:57.314748,"(4.0, 5.4, 5.04)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.8666666666666667)","(14.0, 21.0, 16.666666666666668)","(20.0, 48.0, 36.0)","(101.0, 260.0, 214.28571428571428)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:58.449827,"(4.0, 5.4, 5.04)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.8666666666666667)","(14.0, 20.0, 16.666666666666668)","(20.0, 46.0, 31.714285714285715)","(101.0, 250.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:21:59.537577,"(4.0, 5.4, 5.04)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.8666666666666667)","(14.0, 20.0, 16.666666666666668)","(20.0, 46.0, 30.5)","(101.0, 250.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:22:00.597690,"(4.0, 5.4, 5.04)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.8666666666666667)","(14.0, 20.0, 16.666666666666668)","(20.0, 44.0, 30.5)","(101.0, 250.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:22:01.650124,"(4.0, 5.4, 5.04)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.8666666666666667)","(14.0, 20.0, 16.666666666666668)","(20.0, 44.0, 30.5)","(101.0, 250.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:22:02.725588,"(4.0, 5.4, 5.04)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.8666666666666667)","(14.0, 20.0, 16.666666666666668)","(20.0, 44.0, 30.5)","(101.0, 250.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:22:03.852241,"(4.0, 5.4, 5.04)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.8666666666666667)","(14.0, 20.0, 16.666666666666668)","(20.0, 44.0, 30.5)","(101.0, 250.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:22:04.886300,"(4.0, 5.4, 5.04)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.8666666666666667)","(14.0, 20.0, 16.666666666666668)","(20.0, 44.0, 30.5)","(101.0, 250.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:22:06.018571,"(4.0, 5.4, 5.04)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.8666666666666667)","(14.0, 20.0, 18.333333333333332)","(20.0, 44.0, 30.5)","(101.0, 250.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:22:07.061907,"(4.0, 5.4, 4.8533333333333335)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.8666666666666667)","(14.0, 20.0, 18.333333333333332)","(20.0, 44.0, 30.5)","(101.0, 250.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:22:08.069499,"(4.0, 5.4, 4.8533333333333335)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.8666666666666667)","(14.0, 20.0, 18.333333333333332)","(20.0, 44.0, 30.5)","(101.0, 250.0, 207.14285714285714)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:22:09.122983,"(4.0, 5.4, 4.848979591836734)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.8666666666666667)","(14.0, 20.0, 18.333333333333332)","(20.0, 44.0, 30.5)","(101.0, 290.0, 258.33333333333337)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:22:10.291264,"(4.0, 5.4, 4.848979591836734)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.8666666666666667)","(14.0, 20.0, 18.333333333333332)","(20.0, 44.0, 30.5)","(101.0, 290.0, 186.36363636363637)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:22:11.365168,"(4.0, 5.4, 4.848979591836734)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.8666666666666667)","(14.0, 20.0, 18.333333333333332)","(20.0, 44.0, 30.5)","(101.0, 290.0, 186.36363636363637)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:22:12.537832,"(4.0, 5.3, 4.9818181818181815)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.8666666666666667)","(14.0, 20.0, 18.333333333333332)","(20.0, 44.0, 30.5)","(101.0, 290.0, 186.36363636363637)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:22:13.555246,"(4.0, 5.3, 4.925)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.8666666666666667)","(14.0, 20.0, 19.0)","(20.0, 44.0, 30.5)","(101.0, 290.0, 186.36363636363637)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:22:14.610307,"(4.0, 5.3, 4.925)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.8666666666666667)","(14.0, 20.0, 19.0)","(20.0, 44.0, 30.5)","(101.0, 290.0, 186.36363636363637)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:22:15.715141,"(4.0, 5.3, 4.925)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.96, 2.8666666666666667)","(14.0, 20.0, 19.0)","(20.0, 44.0, 30.5)","(101.0, 290.0, 186.36363636363637)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:22:16.834280,"(4.0, 5.3, 4.925)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.94, 2.9015384615384616)","(14.0, 20.0, 19.0)","(20.0, 44.0, 30.5)","(101.0, 290.0, 186.36363636363637)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:22:18.040298,"(4.0, 5.3, 4.925)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.94, 2.864444444444444)","(14.0, 20.0, 18.333333333333332)","(20.0, 44.0, 30.5)","(101.0, 290.0, 186.36363636363637)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:22:19.130211,"(4.0, 5.3, 4.925)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.88, 2.864444444444444)","(14.0, 20.0, 18.333333333333332)","(20.0, 44.0, 30.5)","(101.0, 290.0, 186.36363636363637)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
14-12-2022 13:22:20.218861,"(4.0, 5.3, 4.925)","(5.5, 7.2, 7.0285714285714285)","(2.35, 2.9, 2.8527272727272726)","(14.0, 19.5, 18.6)","(20.0, 42.0, 34.0)","(101.0, 280.0, 228.57142857142858)","(6.0, 8.0, 7.6)","(11.0, 15.5, 12.5)"
