,Studleigh Melise,Logan Reason,Limbo Lilly,Oliveira,Lady Rockabellum,Boldino,Mister Manager,Franco Forza,Tough Talks
14-12-2022 19:50:24.321190,"(2.05, 2.62, 2.4160000000000004)","(10.0, 15.5, 14.625)","(13.0, 16.5, 15.333333333333334)","(4.0, 5.6, 5.2727272727272725)","(81.0, 640.0, 416.0)","(13.0, 29.0, 25.5)","(10.0, 16.0, 13.333333333333334)","(5.5, 8.8, 8.0)","(51.0, 100.0, 70.83333333333333)"
14-12-2022 19:50:25.653707,"(2.05, 2.62, 2.490181818181818)","(10.0, 15.5, 13.5)","(13.0, 16.5, 15.333333333333334)","(4.0, 5.6, 5.2727272727272725)","(81.0, 630.0, 488.75)","(13.0, 29.0, 26.9)","(10.0, 16.0, 13.333333333333334)","(5.5, 8.8, 8.0)","(51.0, 100.0, 70.83333333333333)"
14-12-2022 19:50:27.013955,"(2.05, 2.62, 2.2800000000000002)","(10.0, 15.5, 13.5)","(13.0, 16.5, 15.333333333333334)","(4.2, 5.6, 5.3538461538461535)","(91.0, 620.0, 536.4285714285714)","(14.0, 29.0, 25.0)","(11.0, 16.0, 14.6)","(5.5, 8.8, 8.48)","(51.0, 100.0, 70.83333333333333)"
14-12-2022 19:50:28.239868,"(2.05, 2.62, 2.2800000000000002)","(10.0, 15.5, 14.625)","(13.0, 16.5, 15.333333333333334)","(4.2, 5.6, 5.3538461538461535)","(91.0, 610.0, 438.3333333333333)","(14.0, 29.0, 25.833333333333332)","(11.0, 16.0, 15.75)","(5.5, 8.8, 8.0)","(51.0, 100.0, 70.83333333333333)"
14-12-2022 19:50:29.437974,"(2.05, 2.62, 2.4454054054054057)","(10.0, 15.5, 14.833333333333332)","(13.0, 16.5, 15.333333333333334)","(4.2, 5.6, 5.3)","(91.0, 610.0, 438.3333333333333)","(14.0, 29.0, 27.1)","(11.0, 16.5, 15.75)","(5.5, 8.8, 7.76)","(51.0, 100.0, 70.83333333333333)"
14-12-2022 19:50:30.755463,"(2.05, 2.62, 2.536888888888889)","(10.0, 15.5, 14.833333333333332)","(13.0, 16.5, 14.5)","(4.2, 5.6, 5.288888888888889)","(91.0, 610.0, 473.75)","(14.0, 29.0, 26.75)","(11.0, 16.5, 15.7)","(5.5, 8.6, 8.085714285714285)","(51.0, 100.0, 70.83333333333333)"
14-12-2022 19:50:32.129283,"(2.05, 2.62, 2.539047619047619)","(10.0, 15.5, 14.666666666666666)","(13.0, 16.5, 14.5)","(4.2, 5.6, 5.288888888888889)","(91.0, 600.0, 519.2857142857142)","(14.0, 29.0, 26.75)","(11.0, 16.5, 16.833333333333332)","(5.5, 8.6, 8.085714285714285)","(51.0, 100.0, 80.0)"
14-12-2022 19:50:33.481374,"(2.05, 2.62, 2.4721739130434783)","(10.0, 16.0, 14.666666666666666)","(13.0, 16.5, 14.5)","(4.2, 5.6, 5.3375)","(91.0, 590.0, 458.75)","(14.0, 29.0, 23.75)","(11.0, 19.0, 15.0)","(5.5, 8.6, 8.085714285714285)","(51.0, 100.0, 80.0)"
14-12-2022 19:50:34.891508,"(2.05, 2.62, 2.484)","(10.0, 16.0, 14.666666666666666)","(13.0, 16.5, 14.5)","(4.2, 5.6, 5.2)","(91.0, 580.0, 458.75)","(14.0, 30.0, 24.444444444444443)","(11.0, 18.5, 15.0)","(5.5, 8.6, 7.85)","(51.0, 100.0, 80.0)"
14-12-2022 19:50:36.197298,"(2.05, 2.62, 2.484)","(10.0, 16.0, 14.666666666666666)","(13.0, 16.5, 14.5)","(4.2, 5.5, 5.2)","(91.0, 580.0, 493.57142857142856)","(14.0, 30.0, 24.444444444444443)","(11.0, 18.5, 15.0)","(5.5, 8.6, 7.85)","(51.0, 100.0, 80.0)"
14-12-2022 19:50:37.513700,"(2.05, 2.62, 2.484)","(10.0, 16.0, 16.107142857142858)","(13.0, 16.5, 14.625)","(4.2, 5.5, 5.2)","(91.0, 560.0, 436.25)","(14.0, 30.0, 24.444444444444443)","(11.0, 18.5, 13.5)","(5.5, 8.6, 7.85)","(51.0, 100.0, 80.0)"
14-12-2022 19:50:38.947623,"(2.05, 2.62, 2.484)","(10.0, 17.5, 16.107142857142858)","(13.0, 18.0, 14.833333333333334)","(4.2, 5.5, 5.2)","(91.0, 550.0, 436.25)","(14.0, 30.0, 24.444444444444443)","(10.0, 18.5, 14.75)","(5.5, 8.6, 7.85)","(51.0, 100.0, 80.0)"
14-12-2022 19:50:40.449848,"(2.05, 2.62, 2.484)","(10.0, 17.5, 15.75)","(13.0, 17.5, 14.833333333333334)","(4.2, 5.5, 5.2)","(91.0, 550.0, 436.25)","(14.0, 30.0, 24.444444444444443)","(10.0, 18.0, 14.75)","(5.5, 8.6, 7.85)","(51.0, 100.0, 80.0)"
14-12-2022 19:50:41.763463,"(2.05, 2.62, 2.484)","(10.0, 17.5, 15.75)","(13.0, 17.5, 14.833333333333334)","(4.2, 5.5, 5.2)","(91.0, 550.0, 343.1818181818182)","(14.0, 30.0, 24.444444444444443)","(10.0, 18.0, 14.5)","(5.5, 8.6, 7.85)","(51.0, 100.0, 80.0)"
14-12-2022 19:50:42.989143,"(2.05, 2.62, 2.484)","(10.0, 17.5, 15.75)","(13.0, 17.5, 14.833333333333334)","(4.2, 5.5, 5.2)","(91.0, 550.0, 362.5)","(14.0, 30.0, 24.444444444444443)","(10.0, 17.5, 14.5)","(5.5, 8.6, 7.85)","(51.0, 100.0, 80.0)"
14-12-2022 19:50:44.209300,"(2.05, 2.62, 2.484)","(10.0, 17.5, 14.714285714285715)","(13.0, 17.5, 14.833333333333334)","(4.2, 5.5, 5.2)","(91.0, 630.0, 324.2857142857143)","(14.0, 30.0, 24.444444444444443)","(10.0, 17.5, 14.5)","(5.5, 8.6, 7.85)","(51.0, 100.0, 80.0)"
14-12-2022 19:50:45.534613,"(2.05, 2.62, 2.484)","(10.0, 17.5, 14.714285714285715)","(13.0, 17.5, 15.666666666666666)","(4.2, 5.5, 5.16)","(91.0, 630.0, 410.0)","(14.0, 30.0, 24.444444444444443)","(10.0, 17.5, 12.5)","(5.5, 8.6, 7.85)","(51.0, 100.0, 80.0)"
14-12-2022 19:50:46.885357,"(2.05, 2.62, 2.484)","(10.0, 17.5, 14.714285714285715)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.4, 5.16)","(91.0, 620.0, 410.0)","(14.0, 30.0, 24.444444444444443)","(10.0, 14.5, 12.5)","(5.5, 8.6, 7.85)","(51.0, 100.0, 80.0)"
14-12-2022 19:50:48.176070,"(2.05, 2.62, 2.45)","(10.0, 17.5, 13.0)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.4, 5.16)","(91.0, 620.0, 410.0)","(14.0, 30.0, 22.5)","(10.0, 14.5, 12.5)","(5.5, 8.6, 7.85)","(51.0, 100.0, 80.0)"
14-12-2022 19:50:49.502903,"(2.05, 2.62, 2.4494736842105262)","(10.0, 17.5, 12.357142857142858)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.4, 5.16)","(91.0, 610.0, 375.90909090909093)","(14.0, 29.0, 27.25)","(10.0, 19.5, 13.357142857142858)","(5.5, 8.6, 7.85)","(51.0, 100.0, 80.0)"
14-12-2022 19:50:50.871395,"(2.05, 2.6, 2.466666666666667)","(10.0, 17.5, 12.357142857142858)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.4, 5.16)","(91.0, 610.0, 473.75)","(14.0, 29.0, 27.25)","(10.0, 18.0, 14.5)","(5.5, 8.6, 7.85)","(51.0, 100.0, 80.0)"
14-12-2022 19:50:52.342184,"(2.05, 2.6, 2.466666666666667)","(10.0, 17.5, 12.357142857142858)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.4, 5.16)","(91.0, 600.0, 473.75)","(14.0, 29.0, 27.25)","(10.0, 17.5, 14.5)","(5.5, 8.6, 7.85)","(51.0, 100.0, 80.0)"
14-12-2022 19:50:53.715795,"(2.05, 2.6, 2.466666666666667)","(10.0, 17.5, 12.357142857142858)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.4, 5.36)","(91.0, 600.0, 473.75)","(14.0, 29.0, 26.5)","(10.0, 17.5, 14.25)","(5.5, 8.6, 7.85)","(51.0, 100.0, 80.0)"
14-12-2022 19:50:55.182895,"(2.05, 2.5, 2.442068965517241)","(10.0, 17.5, 12.357142857142858)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.9, 5.45)","(91.0, 600.0, 365.0)","(14.0, 28.0, 28.0)","(10.0, 17.0, 13.071428571428571)","(5.5, 8.6, 7.85)","(51.0, 100.0, 80.0)"
14-12-2022 19:50:56.511898,"(2.05, 2.5, 2.442068965517241)","(10.0, 17.5, 12.357142857142858)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.9, 5.45)","(91.0, 590.0, 458.75)","(15.0, 29.0, 28.0)","(10.0, 17.0, 13.071428571428571)","(5.5, 8.6, 7.85)","(51.0, 100.0, 80.0)"
14-12-2022 19:50:57.835106,"(2.05, 2.5, 2.442068965517241)","(10.0, 17.5, 12.357142857142858)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.9, 5.45)","(91.0, 580.0, 486.0)","(15.0, 29.0, 28.0)","(10.0, 17.0, 13.071428571428571)","(5.5, 8.6, 7.85)","(51.0, 100.0, 82.5)"
14-12-2022 19:50:59.176507,"(2.05, 2.5, 2.442068965517241)","(10.0, 17.5, 12.357142857142858)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.8, 5.625)","(91.0, 580.0, 486.0)","(15.0, 29.0, 27.0)","(10.0, 17.0, 14.7)","(5.5, 8.6, 7.85)","(51.0, 100.0, 84.0909090909091)"
14-12-2022 19:51:00.511053,"(2.05, 2.44, 2.3341176470588234)","(10.0, 17.5, 13.833333333333334)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.8, 5.625)","(91.0, 580.0, 393.0769230769231)","(15.0, 29.0, 27.0)","(10.0, 16.5, 14.7)","(5.5, 8.6, 7.85)","(51.0, 100.0, 84.0909090909091)"
14-12-2022 19:51:01.904212,"(2.05, 2.44, 2.3341176470588234)","(10.0, 17.5, 12.200000000000001)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.8, 5.625)","(91.0, 570.0, 386.9230769230769)","(15.0, 29.0, 27.333333333333332)","(10.0, 16.5, 13.75)","(5.5, 8.6, 7.85)","(51.0, 100.0, 81.25)"
14-12-2022 19:51:03.350495,"(2.05, 2.44, 2.348)","(10.0, 17.0, 12.200000000000001)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.8, 5.466666666666667)","(91.0, 560.0, 454.0)","(15.0, 29.0, 34.0)","(10.0, 16.0, 13.75)","(5.5, 8.6, 7.8)","(51.0, 100.0, 78.57142857142857)"
14-12-2022 19:51:04.729046,"(2.05, 2.42, 2.277647058823529)","(10.0, 17.0, 15.3)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.8, 5.466666666666667)","(91.0, 540.0, 372.0)","(15.0, 44.0, 30.666666666666668)","(10.0, 16.0, 13.75)","(5.5, 8.4, 7.8)","(51.0, 100.0, 78.57142857142857)"
14-12-2022 19:51:06.053731,"(2.05, 2.36, 2.2696774193548386)","(10.0, 16.5, 14.5)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.8, 5.466666666666667)","(91.0, 540.0, 366.0)","(15.0, 42.0, 34.0)","(10.0, 16.0, 13.75)","(5.5, 8.4, 7.8)","(51.0, 100.0, 78.57142857142857)"
14-12-2022 19:51:07.344292,"(2.05, 2.36, 2.2696774193548386)","(10.0, 16.5, 14.5)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.8, 5.5)","(91.0, 530.0, 368.46153846153845)","(15.0, 42.0, 34.0)","(10.0, 16.0, 14.875)","(5.5, 8.4, 7.8)","(51.0, 100.0, 78.57142857142857)"
14-12-2022 19:51:08.711942,"(2.05, 2.36, 2.2696774193548386)","(10.0, 16.5, 14.666666666666666)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.9, 5.38)","(91.0, 530.0, 368.46153846153845)","(15.0, 42.0, 26.75)","(10.0, 16.0, 14.875)","(5.5, 8.4, 7.8)","(51.0, 100.0, 78.57142857142857)"
14-12-2022 19:51:09.957135,"(2.05, 2.36, 2.2550000000000003)","(10.0, 16.5, 14.666666666666666)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.9, 5.38)","(91.0, 530.0, 368.46153846153845)","(15.0, 44.0, 26.75)","(10.0, 16.0, 14.875)","(5.5, 8.4, 7.8)","(51.0, 100.0, 78.57142857142857)"
14-12-2022 19:51:11.227828,"(2.05, 2.36, 2.2550000000000003)","(10.0, 16.5, 14.666666666666666)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.9, 5.38)","(91.0, 530.0, 368.46153846153845)","(15.0, 44.0, 26.75)","(10.0, 16.0, 14.875)","(5.5, 8.4, 7.8)","(51.0, 100.0, 78.57142857142857)"
14-12-2022 19:51:12.636733,"(2.05, 2.36, 2.2550000000000003)","(10.0, 16.5, 14.666666666666666)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.8, 5.5)","(91.0, 520.0, 360.0)","(15.0, 44.0, 26.75)","(10.0, 16.0, 13.75)","(5.5, 9.6, 8.05)","(51.0, 100.0, 78.57142857142857)"
14-12-2022 19:51:14.063093,"(2.05, 2.36, 2.2550000000000003)","(10.0, 16.5, 14.5)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.8, 5.5)","(91.0, 500.0, 422.0)","(15.0, 44.0, 30.666666666666664)","(10.0, 16.0, 14.875)","(5.5, 9.4, 8.05)","(51.0, 100.0, 78.57142857142857)"
14-12-2022 19:51:15.471854,"(2.05, 2.36, 2.2550000000000003)","(10.0, 16.5, 14.666666666666666)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.8, 5.5)","(91.0, 500.0, 258.75)","(15.0, 36.0, 31.714285714285715)","(10.0, 16.0, 14.875)","(5.5, 9.4, 8.05)","(51.0, 100.0, 95.83333333333333)"
14-12-2022 19:51:16.885726,"(2.05, 2.36, 2.2550000000000003)","(10.0, 16.5, 13.166666666666666)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.8, 5.5)","(91.0, 490.0, 258.75)","(15.0, 36.0, 32.666666666666664)","(10.0, 16.0, 13.75)","(5.5, 9.4, 8.8)","(51.0, 100.0, 67.5)"
14-12-2022 19:51:18.253614,"(2.05, 2.36, 2.2550000000000003)","(10.0, 16.5, 12.75)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.8, 5.5)","(91.0, 490.0, 336.0)","(15.0, 38.0, 32.75)","(10.0, 16.0, 13.0)","(5.5, 9.4, 8.68)","(51.0, 70.0, 67.5)"
14-12-2022 19:51:19.552348,"(2.05, 2.36, 2.2550000000000003)","(10.0, 16.5, 14.25)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.8, 5.5)","(91.0, 480.0, 336.0)","(15.0, 36.0, 30.0)","(10.0, 16.0, 13.0)","(5.5, 9.4, 8.68)","(51.0, 70.0, 65.0)"
14-12-2022 19:51:20.868840,"(2.05, 2.36, 2.2550000000000003)","(10.0, 16.0, 13.333333333333334)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.8, 5.62)","(91.0, 480.0, 330.0)","(16.0, 36.0, 32.333333333333336)","(10.0, 16.0, 14.25)","(5.5, 9.4, 8.688888888888888)","(51.0, 70.0, 65.0)"
14-12-2022 19:51:22.214511,"(2.05, 2.3, 2.2416901408450705)","(10.0, 16.0, 12.833333333333334)","(13.0, 17.0, 15.666666666666666)","(4.2, 5.8, 5.5)","(91.0, 470.0, 324.0)","(16.0, 36.0, 32.333333333333336)","(10.0, 16.0, 13.0)","(5.5, 9.4, 8.68)","(51.0, 70.0, 80.0)"
14-12-2022 19:51:23.592022,"(2.05, 2.3, 2.213846153846154)","(10.0, 15.5, 14.1)","(13.0, 17.0, 16.2)","(4.2, 5.8, 5.5)","(91.0, 460.0, 348.57142857142856)","(16.0, 36.0, 31.0)","(10.0, 16.0, 13.0)","(5.5, 9.4, 8.68)","(51.0, 100.0, 81.81818181818181)"
14-12-2022 19:51:24.872804,"(2.05, 2.26, 2.213846153846154)","(10.0, 15.5, 14.1)","(13.0, 17.0, 16.2)","(4.2, 5.8, 5.5)","(91.0, 450.0, 348.57142857142856)","(16.0, 36.0, 33.0)","(10.0, 16.0, 13.125)","(5.5, 9.4, 8.68)","(51.0, 100.0, 81.81818181818181)"
14-12-2022 19:51:26.122323,"(2.05, 2.26, 2.213846153846154)","(10.0, 16.0, 14.666666666666666)","(13.0, 17.0, 15.25)","(4.2, 5.8, 5.46)","(91.0, 450.0, 348.57142857142856)","(16.0, 36.0, 33.0)","(10.0, 16.5, 13.125)","(5.5, 9.4, 8.688888888888888)","(51.0, 100.0, 86.25)"
14-12-2022 19:51:27.433296,"(2.05, 2.26, 2.213846153846154)","(10.0, 16.0, 13.666666666666666)","(13.0, 17.0, 15.166666666666666)","(4.2, 5.7, 5.46)","(91.0, 450.0, 348.57142857142856)","(16.0, 36.0, 31.333333333333336)","(10.0, 16.5, 13.125)","(5.5, 9.4, 8.68)","(51.0, 95.0, 86.25)"
14-12-2022 19:51:28.586283,"(2.05, 2.26, 2.213846153846154)","(10.0, 16.0, 13.0)","(13.0, 17.5, 15.166666666666666)","(4.2, 5.7, 5.46)","(91.0, 450.0, 348.57142857142856)","(16.0, 36.0, 31.333333333333336)","(10.0, 16.5, 13.125)","(5.5, 9.4, 8.68)","(51.0, 95.0, 86.25)"
14-12-2022 19:51:29.758595,"(2.05, 2.26, 2.213846153846154)","(10.0, 17.0, 14.5)","(13.0, 18.0, 15.166666666666666)","(4.2, 5.7, 5.46)","(91.0, 440.0, 377.27272727272725)","(16.0, 36.0, 30.0)","(10.0, 16.5, 14.8125)","(5.5, 9.4, 8.688888888888888)","(51.0, 95.0, 86.25)"
14-12-2022 19:51:30.969183,"(2.05, 2.26, 2.213846153846154)","(10.0, 17.0, 12.875)","(13.0, 17.5, 15.166666666666666)","(4.2, 5.7, 5.46)","(91.0, 440.0, 377.27272727272725)","(16.0, 36.0, 30.0)","(10.0, 16.5, 14.8125)","(5.5, 9.4, 7.8307692307692305)","(51.0, 95.0, 86.25)"
14-12-2022 19:51:32.226540,"(2.05, 2.2, 2.1606557377049183)","(10.0, 17.5, 16.125)","(13.0, 17.5, 14.409090909090908)","(4.2, 5.7, 5.46)","(91.0, 440.0, 377.27272727272725)","(16.0, 36.0, 32.333333333333336)","(10.0, 16.5, 14.8125)","(5.5, 8.6, 7.8307692307692305)","(51.0, 95.0, 81.81818181818181)"
14-12-2022 19:51:33.542683,"(2.0, 2.2, 2.064516129032258)","(10.0, 17.5, 12.833333333333334)","(12.0, 18.5, 15.333333333333334)","(4.4, 5.7, 5.5285714285714285)","(91.0, 440.0, 358.25)","(16.0, 36.0, 30.75)","(10.0, 16.5, 14.7)","(6.0, 8.6, 8.2)","(51.0, 100.0, 81.81818181818181)"
14-12-2022 19:51:34.908228,"(2.0, 2.2, 2.064516129032258)","(10.0, 18.0, 13.333333333333334)","(12.0, 18.0, 15.166666666666666)","(4.4, 5.7, 5.5285714285714285)","(91.0, 680.0, 549.090909090909)","(16.0, 48.0, 25.5)","(10.0, 16.5, 13.0)","(6.0, 8.4, 8.2)","(51.0, 100.0, 81.81818181818181)"
14-12-2022 19:51:36.244223,"(2.0, 2.2, 2.064516129032258)","(10.0, 18.0, 13.333333333333334)","(12.0, 17.5, 15.166666666666666)","(4.4, 5.7, 5.46)","(91.0, 650.0, 549.090909090909)","(16.0, 48.0, 30.0)","(10.0, 16.5, 12.5625)","(6.0, 8.4, 8.2)","(51.0, 100.0, 81.81818181818181)"
14-12-2022 19:51:37.540475,"(2.0, 2.2, 2.176)","(9.0, 18.0, 13.333333333333334)","(12.0, 17.5, 15.166666666666666)","(4.4, 5.7, 5.46)","(91.0, 650.0, 540.909090909091)","(16.0, 48.0, 30.0)","(10.0, 16.5, 12.5625)","(6.0, 8.4, 8.2)","(51.0, 100.0, 81.81818181818181)"
14-12-2022 19:51:38.757983,"(2.0, 2.2, 2.177391304347826)","(9.0, 18.0, 13.357142857142858)","(12.0, 17.5, 15.5)","(4.4, 5.7, 5.566666666666666)","(91.0, 640.0, 472.30769230769226)","(16.0, 48.0, 42.6)","(10.0, 16.5, 13.636363636363637)","(6.0, 8.4, 8.2)","(51.0, 100.0, 81.81818181818181)"
14-12-2022 19:51:39.975828,"(2.0, 2.2, 2.177391304347826)","(9.0, 18.0, 13.357142857142858)","(12.0, 17.5, 15.5)","(4.4, 5.7, 5.566666666666666)","(91.0, 640.0, 472.30769230769226)","(16.0, 55.0, 37.285714285714285)","(10.0, 16.5, 13.0)","(6.0, 8.4, 8.2)","(51.0, 100.0, 81.81818181818181)"
14-12-2022 19:51:41.129441,"(2.0, 2.2, 2.177391304347826)","(9.0, 18.0, 12.428571428571429)","(12.0, 17.5, 15.5)","(4.4, 5.7, 5.566666666666666)","(91.0, 640.0, 472.30769230769226)","(16.0, 55.0, 33.3)","(10.0, 16.5, 13.0)","(6.0, 8.4, 8.2)","(51.0, 100.0, 84.0909090909091)"
14-12-2022 19:51:42.263830,"(2.0, 2.2, 2.179161676646707)","(9.0, 18.0, 12.264705882352942)","(12.0, 17.5, 15.5)","(4.4, 5.7, 5.5)","(91.0, 640.0, 496.25)","(16.0, 55.0, 33.3)","(10.0, 16.5, 14.25)","(6.0, 8.4, 8.2)","(51.0, 100.0, 82.5)"
14-12-2022 19:51:43.455352,"(2.0, 2.2, 2.179161676646707)","(9.0, 18.0, 12.264705882352942)","(12.0, 17.5, 15.333333333333334)","(4.4, 5.6, 5.766666666666667)","(91.0, 630.0, 263.33333333333337)","(17.0, 55.0, 39.6)","(10.0, 16.0, 14.25)","(6.0, 8.4, 8.2)","(51.0, 100.0, 82.5)"
14-12-2022 19:51:44.671882,"(2.0, 2.2, 2.1637500000000003)","(9.0, 17.0, 14.0)","(12.0, 17.0, 15.333333333333334)","(4.4, 6.0, 5.766666666666667)","(91.0, 600.0, 263.33333333333337)","(17.0, 50.0, 39.6)","(10.0, 16.0, 14.25)","(6.0, 8.4, 8.2)","(51.0, 100.0, 82.5)"
14-12-2022 19:51:45.941965,"(2.0, 2.2, 2.1637500000000003)","(9.0, 17.0, 14.0)","(12.0, 17.0, 15.333333333333334)","(4.4, 6.0, 5.766666666666667)","(91.0, 600.0, 221.25)","(17.0, 50.0, 38.0)","(10.0, 16.0, 13.0)","(6.0, 8.4, 7.866666666666666)","(51.0, 100.0, 82.5)"
14-12-2022 19:51:47.193272,"(2.0, 2.16, 2.0845569620253164)","(9.0, 16.5, 12.833333333333334)","(12.0, 17.0, 15.0)","(4.4, 6.0, 5.640000000000001)","(91.0, 600.0, 383.57142857142856)","(17.0, 50.0, 34.4)","(10.0, 16.5, 12.61111111111111)","(6.0, 8.4, 7.866666666666666)","(51.0, 100.0, 82.5)"
14-12-2022 19:51:48.477751,"(2.0, 2.16, 2.0644871794871795)","(9.0, 16.5, 12.833333333333334)","(12.0, 17.0, 15.0)","(4.4, 6.0, 5.533333333333333)","(91.0, 600.0, 230.0)","(17.0, 50.0, 36.36363636363637)","(10.0, 16.5, 12.5625)","(6.0, 8.4, 7.866666666666666)","(51.0, 100.0, 82.5)"
14-12-2022 19:51:49.768778,"(2.0, 2.16, 2.0644871794871795)","(9.0, 16.5, 14.3)","(12.0, 17.0, 15.0)","(4.4, 6.0, 5.688888888888889)","(91.0, 620.0, 355.0)","(18.0, 50.0, 63.888888888888886)","(10.0, 16.5, 12.61111111111111)","(6.0, 8.4, 7.866666666666666)","(51.0, 100.0, 82.5)"
14-12-2022 19:51:51.020434,"(2.0, 2.16, 2.0644871794871795)","(9.0, 16.5, 14.3)","(12.0, 17.0, 14.833333333333334)","(4.4, 6.0, 5.6000000000000005)","(91.0, 610.0, 350.0)","(18.0, 95.0, 61.111111111111114)","(10.0, 16.5, 13.318181818181818)","(6.0, 8.4, 7.866666666666666)","(51.0, 100.0, 82.5)"
14-12-2022 19:51:52.428266,"(2.0, 2.16, 2.0644871794871795)","(9.0, 16.5, 13.166666666666666)","(12.0, 16.5, 14.833333333333334)","(4.4, 6.0, 5.533333333333333)","(91.0, 600.0, 350.0)","(18.0, 90.0, 61.111111111111114)","(10.0, 16.5, 13.318181818181818)","(6.0, 8.4, 7.866666666666666)","(51.0, 100.0, 82.5)"
14-12-2022 19:51:53.676122,"(2.0, 2.16, 2.0644871794871795)","(9.0, 16.5, 13.166666666666666)","(12.0, 16.5, 14.833333333333334)","(4.4, 6.0, 5.533333333333333)","(91.0, 600.0, 345.0)","(18.0, 90.0, 61.111111111111114)","(10.0, 16.5, 13.318181818181818)","(6.0, 8.4, 7.866666666666666)","(51.0, 100.0, 82.5)"
14-12-2022 19:51:54.908705,"(2.0, 2.16, 2.0644871794871795)","(9.0, 16.5, 13.166666666666666)","(12.0, 16.5, 14.666666666666666)","(4.4, 6.0, 5.533333333333333)","(91.0, 590.0, 340.0)","(18.0, 90.0, 52.083333333333336)","(10.0, 16.5, 13.318181818181818)","(6.0, 8.4, 7.866666666666666)","(51.0, 100.0, 82.5)"
14-12-2022 19:51:56.124798,"(2.0, 2.16, 2.0626143790849674)","(9.0, 16.5, 13.166666666666666)","(12.0, 16.0, 14.666666666666666)","(4.4, 6.0, 5.6000000000000005)","(91.0, 580.0, 335.0)","(18.0, 90.0, 52.083333333333336)","(10.0, 16.5, 12.5625)","(6.0, 8.4, 7.866666666666666)","(51.0, 100.0, 82.5)"
14-12-2022 19:51:57.274762,"(2.0, 2.16, 2.0626143790849674)","(9.0, 16.5, 13.166666666666666)","(12.0, 16.0, 14.333333333333334)","(4.4, 6.0, 5.533333333333333)","(91.0, 570.0, 335.0)","(18.0, 90.0, 52.083333333333336)","(10.0, 16.5, 13.0)","(6.0, 8.4, 7.866666666666666)","(51.0, 100.0, 82.5)"
14-12-2022 19:51:58.459041,"(2.0, 2.16, 2.0960515021459227)","(9.0, 16.5, 13.166666666666666)","(12.0, 17.5, 14.583333333333334)","(4.4, 6.0, 5.6000000000000005)","(91.0, 570.0, 335.0)","(18.0, 90.0, 52.083333333333336)","(10.0, 16.5, 12.61111111111111)","(6.0, 8.4, 7.866666666666666)","(51.0, 100.0, 82.5)"
14-12-2022 19:51:59.654394,"(2.0, 2.16, 2.096864406779661)","(9.0, 16.5, 14.666666666666666)","(12.0, 17.5, 14.583333333333334)","(4.4, 6.0, 5.533333333333333)","(91.0, 570.0, 335.0)","(18.0, 90.0, 34.0)","(10.0, 16.5, 12.61111111111111)","(6.0, 8.4, 7.866666666666666)","(51.0, 100.0, 82.5)"
14-12-2022 19:52:00.901966,"(2.0, 2.16, 2.0934078212290506)","(9.0, 16.5, 14.666666666666666)","(12.0, 17.5, 14.583333333333334)","(4.4, 6.0, 5.533333333333333)","(91.0, 570.0, 335.0)","(18.0, 90.0, 41.0)","(10.0, 16.5, 12.5)","(6.0, 8.4, 7.866666666666666)","(51.0, 100.0, 82.5)"
14-12-2022 19:52:02.134014,"(2.0, 2.2, 2.102247191011236)","(9.0, 16.5, 14.666666666666666)","(12.0, 17.5, 16.166666666666668)","(4.4, 6.0, 5.566666666666667)","(91.0, 570.0, 335.0)","(18.0, 90.0, 61.8)","(10.0, 16.5, 12.944444444444445)","(6.0, 8.4, 8.2)","(51.0, 100.0, 82.5)"
14-12-2022 19:52:03.427004,"(2.0, 2.2, 2.1259574468085107)","(9.0, 16.0, 13.333333333333334)","(12.0, 17.0, 15.25)","(4.4, 5.9, 5.5)","(91.0, 570.0, 280.0)","(18.0, 85.0, 45.0)","(10.0, 16.5, 13.0)","(6.0, 8.4, 7.866666666666666)","(51.0, 100.0, 78.57142857142857)"
