,Black Roses,Queens Law,Wynburn Dixie,Buckle Up Kaylee,Bridwood Elle,Lektra Linda,Hardaway Nala,Buckle Up Zion
10-01-2023 13:54:36.518164,"(1.35, 1.57, 1.5550000000000002)","(41.0, 48.0, 43.29032258064516)","(8.0, 13.0, 12.696969696969697)","(14.0, 19.0, 16.42105263157895)","(51.0, 100.0, 83.63636363636364)","(20.0, 48.0, 44.97674418604651)","(10.0, 13.0, 11.731707317073171)","(8.0, 13.0, 12.933333333333334)"
10-01-2023 13:54:37.620062,"(1.35, 1.56, 1.5550000000000002)","(41.0, 46.0, 43.29032258064516)","(8.0, 13.0, 12.696969696969697)","(14.0, 19.0, 16.42105263157895)","(51.0, 100.0, 83.63636363636364)","(20.0, 48.0, 45.04545454545455)","(10.0, 13.0, 11.731707317073171)","(8.0, 13.0, 12.933333333333334)"
10-01-2023 13:54:38.796438,"(1.35, 1.56, 1.5466666666666666)","(41.0, 46.0, 43.05263157894737)","(8.0, 13.0, 12.81132075471698)","(14.0, 19.0, 16.3)","(51.0, 100.0, 81.47058823529412)","(21.0, 48.0, 45.04545454545455)","(10.0, 13.0, 11.731707317073171)","(8.0, 13.0, 12.933333333333334)"
10-01-2023 13:54:39.938106,"(1.3, 1.56, 1.5466666666666666)","(41.0, 46.0, 43.05263157894737)","(8.0, 13.0, 13.755102040816327)","(14.0, 18.5, 16.55)","(51.0, 100.0, 81.47058823529412)","(21.0, 48.0, 43.47826086956522)","(10.0, 13.0, 11.731707317073171)","(8.0, 13.0, 12.933333333333334)"
10-01-2023 13:54:41.070856,"(1.3, 1.56, 1.5466666666666666)","(41.0, 46.0, 43.05263157894737)","(8.0, 14.0, 12.928571428571429)","(14.0, 18.5, 16.94)","(51.0, 100.0, 81.47058823529412)","(21.0, 48.0, 45.46341463414634)","(10.0, 13.0, 11.731707317073171)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:54:42.156653,"(1.3, 1.55, 1.54375)","(41.0, 46.0, 43.05263157894737)","(8.0, 14.0, 13.423076923076923)","(14.0, 18.5, 16.94)","(51.0, 100.0, 81.47058823529412)","(21.0, 48.0, 45.46341463414634)","(10.0, 13.0, 11.731707317073171)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:54:43.421116,"(1.3, 1.55, 1.54375)","(41.0, 46.0, 43.05263157894737)","(8.0, 14.0, 12.875)","(14.0, 18.5, 16.94)","(51.0, 100.0, 81.47058823529412)","(21.0, 48.0, 45.46341463414634)","(10.0, 13.0, 11.731707317073171)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:54:44.823791,"(1.3, 1.55, 1.54375)","(41.0, 46.0, 43.05263157894737)","(8.0, 14.0, 13.045454545454545)","(14.0, 18.5, 16.94)","(51.0, 100.0, 81.47058823529412)","(21.0, 48.0, 45.46341463414634)","(10.0, 13.0, 11.731707317073171)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:54:46.083028,"(1.3, 1.55, 1.54375)","(41.0, 46.0, 43.05263157894737)","(8.0, 14.0, 13.021739130434783)","(14.0, 18.5, 16.94)","(51.0, 100.0, 81.47058823529412)","(21.0, 48.0, 45.46341463414634)","(10.0, 13.0, 11.731707317073171)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:54:47.260904,"(1.3, 1.55, 1.54375)","(41.0, 46.0, 43.05263157894737)","(8.0, 14.0, 12.75)","(14.0, 18.5, 16.90909090909091)","(51.0, 100.0, 80.3125)","(21.0, 48.0, 45.46341463414634)","(10.0, 13.0, 11.666666666666666)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:54:48.648616,"(1.3, 1.55, 1.5311764705882354)","(41.0, 46.0, 43.05263157894737)","(8.0, 14.0, 13.196428571428571)","(14.0, 18.0, 16.76923076923077)","(51.0, 100.0, 81.47058823529412)","(21.0, 48.0, 45.46341463414634)","(10.0, 13.0, 11.619047619047619)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:54:50.013092,"(1.3, 1.55, 1.5310526315789474)","(41.0, 46.0, 43.05263157894737)","(8.0, 14.0, 13.785714285714286)","(14.0, 18.0, 17.81818181818182)","(51.0, 100.0, 85.0)","(21.0, 48.0, 45.46341463414634)","(10.0, 13.0, 11.619047619047619)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:54:51.369801,"(1.3, 1.55, 1.5310526315789474)","(41.0, 46.0, 43.05263157894737)","(8.0, 14.0, 13.802631578947368)","(14.0, 18.0, 17.91304347826087)","(51.0, 100.0, 85.0)","(21.0, 48.0, 45.46341463414634)","(10.0, 13.0, 11.619047619047619)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:54:52.578169,"(1.3, 1.55, 1.5310526315789474)","(41.0, 46.0, 43.05263157894737)","(8.0, 14.0, 13.837837837837839)","(14.0, 18.0, 17.939393939393938)","(51.0, 95.0, 85.0)","(21.0, 48.0, 45.46341463414634)","(10.0, 13.0, 11.619047619047619)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:54:53.779544,"(1.3, 1.55, 1.5215789473684211)","(41.0, 46.0, 43.05263157894737)","(8.0, 14.0, 13.837837837837839)","(14.0, 18.0, 17.939393939393938)","(51.0, 95.0, 89.0)","(21.0, 48.0, 45.46341463414634)","(10.0, 13.0, 11.619047619047619)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:54:55.029479,"(1.3, 1.55, 1.5215789473684211)","(31.0, 46.0, 43.05263157894737)","(9.0, 14.0, 13.837837837837839)","(13.0, 18.0, 17.923076923076923)","(51.0, 95.0, 89.0)","(21.0, 48.0, 45.333333333333336)","(10.0, 13.0, 11.619047619047619)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:54:56.249107,"(1.3, 1.55, 1.5215789473684211)","(31.0, 46.0, 43.05263157894737)","(9.0, 14.0, 13.837837837837839)","(13.0, 18.0, 17.923076923076923)","(51.0, 95.0, 85.0)","(21.0, 48.0, 45.333333333333336)","(10.0, 13.0, 11.619047619047619)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:54:57.443081,"(1.3, 1.55, 1.5215789473684211)","(31.0, 46.0, 43.05263157894737)","(9.0, 14.0, 13.837837837837839)","(13.0, 18.0, 17.85)","(51.0, 95.0, 85.0)","(21.0, 48.0, 45.333333333333336)","(10.0, 13.0, 11.619047619047619)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:54:58.623827,"(1.3, 1.55, 1.5215789473684211)","(31.0, 46.0, 43.05263157894737)","(9.0, 14.0, 13.837837837837839)","(13.0, 18.0, 17.863636363636363)","(51.0, 95.0, 89.0)","(21.0, 48.0, 45.333333333333336)","(10.0, 13.0, 11.619047619047619)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:54:59.750334,"(1.3, 1.55, 1.5215789473684211)","(31.0, 46.0, 43.05263157894737)","(9.0, 14.0, 13.837837837837839)","(13.0, 18.0, 17.8125)","(51.0, 95.0, 85.0)","(21.0, 48.0, 46.054054054054056)","(10.0, 13.0, 11.432432432432432)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:55:00.872368,"(1.3, 1.55, 1.5242857142857142)","(31.0, 46.0, 43.05263157894737)","(9.0, 14.0, 13.590909090909092)","(13.0, 18.0, 17.8125)","(51.0, 95.0, 85.0)","(21.0, 48.0, 46.054054054054056)","(10.0, 13.0, 11.432432432432432)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:55:01.964869,"(1.3, 1.55, 1.5322222222222222)","(31.0, 46.0, 42.97560975609756)","(8.5, 14.0, 13.653846153846153)","(13.0, 18.0, 17.25)","(51.0, 95.0, 90.33333333333334)","(21.0, 48.0, 45.67741935483871)","(10.0, 13.0, 11.432432432432432)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:55:03.109371,"(1.3, 1.55, 1.5333333333333334)","(31.0, 46.0, 43.05263157894737)","(8.5, 14.0, 13.647058823529411)","(13.0, 18.0, 17.5)","(51.0, 95.0, 82.5)","(21.0, 48.0, 45.67741935483871)","(10.0, 13.0, 11.619047619047619)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:55:04.479360,"(1.3, 1.55, 1.5323529411764707)","(31.0, 46.0, 43.05263157894737)","(8.5, 14.0, 13.478260869565217)","(13.0, 18.0, 16.681818181818183)","(51.0, 95.0, 78.33333333333333)","(21.0, 48.0, 46.2)","(10.0, 13.0, 11.619047619047619)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:55:05.725134,"(1.3, 1.55, 1.5323529411764707)","(31.0, 46.0, 43.05263157894737)","(8.5, 14.0, 13.916666666666666)","(13.0, 18.5, 17.28048780487805)","(51.0, 95.0, 78.0)","(21.0, 48.0, 46.54054054054054)","(10.0, 13.0, 11.619047619047619)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:55:06.966442,"(1.3, 1.56, 1.533157894736842)","(31.0, 46.0, 42.97560975609756)","(9.0, 14.0, 13.916666666666666)","(14.0, 18.5, 17.25)","(51.0, 90.0, 78.0)","(26.0, 48.0, 46.2)","(9.0, 13.0, 11.790697674418604)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:55:08.163280,"(1.3, 1.55, 1.533)","(31.0, 46.0, 43.111111111111114)","(9.0, 14.0, 13.954545454545455)","(14.0, 18.5, 17.27906976744186)","(51.0, 90.0, 83.33333333333333)","(26.0, 48.0, 46.2)","(9.0, 13.0, 11.790697674418604)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:55:09.349718,"(1.3, 1.56, 1.5345)","(31.0, 46.0, 43.111111111111114)","(9.0, 14.0, 13.777777777777779)","(14.0, 18.5, 17.051724137931036)","(51.0, 90.0, 78.0)","(26.0, 48.0, 46.2)","(9.0, 13.0, 11.470588235294118)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:55:10.751872,"(1.3, 1.56, 1.5345)","(31.0, 46.0, 43.0)","(9.0, 14.0, 13.954545454545455)","(13.0, 18.5, 17.051724137931036)","(51.0, 90.0, 78.0)","(26.0, 48.0, 46.2)","(9.0, 13.0, 11.231707317073171)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:55:12.118135,"(1.3, 1.56, 1.5339130434782609)","(31.0, 46.0, 43.111111111111114)","(9.0, 14.0, 13.75)","(13.0, 18.5, 17.120689655172413)","(51.0, 90.0, 83.33333333333333)","(26.0, 48.0, 46.2)","(9.0, 13.0, 11.38888888888889)","(8.0, 13.0, 12.923076923076923)"
10-01-2023 13:55:13.292758,"(1.3, 1.56, 1.5339130434782609)","(31.0, 46.0, 43.111111111111114)","(9.0, 14.0, 13.75)","(13.0, 18.5, 17.120689655172413)","(51.0, 90.0, 83.33333333333333)","(26.0, 48.0, 46.09756097560975)","(9.0, 13.0, 11.363636363636363)","(8.0, 13.0, 12.9375)"
10-01-2023 13:55:14.453967,"(1.3, 1.57, 1.5585714285714287)","(31.0, 46.0, 38.2962962962963)","(9.0, 14.0, 13.928571428571429)","(13.0, 18.5, 17.227272727272727)","(51.0, 90.0, 78.0)","(26.0, 48.0, 46.2)","(9.0, 12.0, 11.533333333333333)","(8.0, 13.0, 12.571428571428571)"
10-01-2023 13:55:15.637279,"(1.3, 1.57, 1.5653846153846154)","(31.0, 46.0, 38.2962962962963)","(9.0, 14.0, 14.571428571428571)","(13.0, 18.5, 17.227272727272727)","(51.0, 90.0, 83.33333333333333)","(26.0, 48.0, 46.2)","(9.0, 12.0, 11.083333333333334)","(8.0, 13.0, 12.545454545454545)"
10-01-2023 13:55:16.847258,"(1.3, 1.57, 1.5614285714285714)","(31.0, 46.0, 40.146341463414636)","(9.0, 15.0, 14.653846153846153)","(13.0, 18.5, 17.227272727272727)","(51.0, 90.0, 83.33333333333333)","(26.0, 48.0, 46.2)","(9.0, 12.0, 11.433333333333334)","(8.0, 13.0, 12.545454545454545)"
10-01-2023 13:55:18.029762,"(1.3, 1.55, 1.5426666666666666)","(31.0, 46.0, 40.146341463414636)","(9.0, 15.0, 14.426470588235293)","(13.0, 18.5, 17.264705882352942)","(51.0, 90.0, 78.0)","(26.0, 48.0, 46.2)","(9.0, 11.5, 11.4375)","(8.0, 13.0, 12.866666666666667)"
10-01-2023 13:55:19.224191,"(1.3, 1.54, 1.5353846153846153)","(31.0, 46.0, 40.146341463414636)","(9.0, 15.0, 14.556818181818182)","(13.0, 18.5, 17.264705882352942)","(51.0, 90.0, 86.0)","(26.0, 48.0, 46.2)","(9.0, 11.5, 11.161764705882353)","(8.0, 13.0, 12.857142857142858)"
10-01-2023 13:55:20.380734,"(1.3, 1.54, 1.5345161290322582)","(31.0, 46.0, 40.146341463414636)","(9.0, 15.0, 14.90909090909091)","(13.0, 18.5, 17.5)","(51.0, 90.0, 83.33333333333333)","(26.0, 48.0, 46.2)","(9.0, 12.0, 11.083333333333334)","(8.0, 13.0, 12.944444444444445)"
10-01-2023 13:55:21.572948,"(1.3, 1.54, 1.5345161290322582)","(31.0, 46.0, 40.146341463414636)","(9.0, 15.0, 14.692307692307692)","(13.0, 18.0, 17.666666666666668)","(51.0, 90.0, 83.33333333333333)","(26.0, 48.0, 46.2)","(9.0, 11.5, 11.083333333333334)","(8.0, 13.0, 12.964285714285714)"
10-01-2023 13:55:22.815666,"(1.3, 1.54, 1.5345161290322582)","(31.0, 46.0, 40.146341463414636)","(9.0, 15.0, 14.723684210526315)","(13.0, 18.0, 17.3125)","(51.0, 90.0, 83.33333333333333)","(26.0, 48.0, 46.2)","(9.0, 11.5, 10.868421052631579)","(8.0, 13.0, 12.75)"
10-01-2023 13:55:24.038623,"(1.3, 1.54, 1.5339285714285715)","(31.0, 46.0, 40.146341463414636)","(9.0, 15.0, 14.91891891891892)","(13.0, 18.0, 17.3125)","(51.0, 90.0, 83.33333333333333)","(26.0, 48.0, 46.2)","(9.0, 11.0, 10.9)","(8.0, 13.0, 12.583333333333334)"
10-01-2023 13:55:25.374687,"(1.3, 1.53, 1.52064039408867)","(31.0, 46.0, 40.37837837837838)","(9.0, 15.0, 14.727272727272727)","(13.0, 18.0, 17.3125)","(51.0, 90.0, 83.33333333333333)","(26.0, 48.0, 46.8)","(9.0, 11.5, 10.932432432432432)","(8.0, 13.5, 13.23913043478261)"
10-01-2023 13:55:26.570402,"(1.3, 1.53, 1.52064039408867)","(31.0, 46.0, 40.37837837837838)","(9.0, 15.0, 14.619047619047619)","(13.0, 18.0, 17.3125)","(51.0, 90.0, 87.5)","(26.0, 48.0, 48.69565217391305)","(9.0, 11.5, 10.932432432432432)","(8.0, 13.5, 13.23913043478261)"
10-01-2023 13:55:27.904175,"(1.3, 1.53, 1.5206341463414634)","(31.0, 46.0, 41.10204081632653)","(9.0, 15.0, 14.81081081081081)","(13.0, 18.0, 17.3125)","(51.0, 90.0, 87.5)","(26.0, 50.0, 48.69565217391305)","(9.0, 11.5, 10.932432432432432)","(8.0, 13.5, 13.875)"
10-01-2023 13:55:29.373820,"(1.3, 1.53, 1.5124657534246575)","(31.0, 46.0, 40.37837837837838)","(9.0, 15.0, 14.967741935483872)","(13.0, 18.0, 17.3125)","(51.0, 90.0, 87.5)","(26.0, 50.0, 48.92857142857143)","(9.0, 11.5, 10.932432432432432)","(8.0, 14.0, 13.823529411764707)"
10-01-2023 13:55:30.701864,"(1.3, 1.53, 1.5125)","(31.0, 46.0, 40.37837837837838)","(9.0, 15.0, 14.9375)","(13.0, 18.0, 17.3125)","(51.0, 90.0, 87.5)","(26.0, 50.0, 49.21052631578947)","(9.0, 11.5, 10.932432432432432)","(8.0, 14.0, 13.823529411764707)"
10-01-2023 13:55:32.078450,"(1.3, 1.53, 1.5124186046511627)","(31.0, 46.0, 40.37837837837838)","(9.0, 15.0, 14.928571428571429)","(13.0, 18.0, 17.3125)","(51.0, 90.0, 87.5)","(26.0, 50.0, 49.82352941176471)","(9.0, 11.5, 10.890243902439025)","(8.0, 14.0, 13.8125)"
10-01-2023 13:55:33.296922,"(1.3, 1.53, 1.5140625)","(31.0, 46.0, 40.37837837837838)","(9.0, 15.0, 14.75)","(13.0, 18.0, 16.928571428571427)","(51.0, 90.0, 87.5)","(26.0, 50.0, 49.82352941176471)","(9.0, 11.5, 10.944444444444445)","(8.0, 14.0, 13.727272727272727)"
10-01-2023 13:55:34.459380,"(1.3, 1.52, 1.5134482758620689)","(31.0, 46.0, 40.37837837837838)","(9.0, 15.0, 14.75)","(13.0, 18.0, 16.928571428571427)","(51.0, 90.0, 87.5)","(26.0, 50.0, 54.083333333333336)","(9.0, 11.5, 11.029411764705882)","(8.0, 14.0, 14.346153846153847)"
10-01-2023 13:55:35.696883,"(1.3, 1.51, 1.496875)","(31.0, 46.0, 40.51428571428571)","(9.0, 16.5, 15.8)","(13.0, 18.0, 17.714285714285715)","(51.0, 100.0, 83.92857142857143)","(26.0, 55.0, 54.083333333333336)","(9.0, 11.5, 11.0)","(8.5, 14.5, 14.285714285714286)"
10-01-2023 13:55:36.918088,"(1.3, 1.51, 1.493157894736842)","(31.0, 46.0, 40.0)","(9.0, 16.0, 15.545454545454545)","(13.0, 18.0, 17.875)","(51.0, 100.0, 80.0)","(26.0, 55.0, 54.05714285714286)","(9.0, 11.5, 11.015151515151516)","(8.5, 15.0, 14.5)"
10-01-2023 13:55:38.311920,"(1.3, 1.5, 1.4928205128205128)","(31.0, 46.0, 39.25)","(9.0, 16.0, 15.285714285714286)","(13.0, 18.5, 17.075)","(51.0, 100.0, 74.28571428571429)","(26.0, 55.0, 53.26315789473684)","(9.0, 11.5, 11.048387096774194)","(8.5, 15.0, 14.583333333333334)"
10-01-2023 13:55:39.613624,"(1.3, 1.5, 1.4873267326732673)","(31.0, 46.0, 39.25)","(9.0, 16.0, 15.375)","(13.0, 18.5, 17.333333333333332)","(51.0, 100.0, 86.66666666666667)","(26.0, 55.0, 53.26315789473684)","(9.0, 11.5, 11.047619047619047)","(8.5, 15.0, 14.285714285714286)"
10-01-2023 13:55:40.912384,"(1.3, 1.5, 1.4873267326732673)","(31.0, 46.0, 39.25)","(9.0, 16.0, 15.9)","(13.0, 18.5, 17.333333333333332)","(51.0, 95.0, 86.66666666666667)","(26.0, 55.0, 53.16666666666667)","(9.0, 11.5, 11.047619047619047)","(8.5, 15.0, 14.25)"
10-01-2023 13:55:42.154885,"(1.3, 1.5, 1.4865263157894737)","(31.0, 46.0, 38.888888888888886)","(9.0, 17.0, 16.15625)","(13.0, 18.5, 17.333333333333332)","(51.0, 95.0, 86.66666666666667)","(26.0, 55.0, 53.02564102564102)","(9.0, 11.5, 11.036585365853659)","(8.5, 15.0, 14.5)"
10-01-2023 13:55:43.395624,"(1.3, 1.5, 1.4856179775280898)","(31.0, 46.0, 38.55813953488372)","(9.0, 17.0, 16.15625)","(13.0, 18.5, 17.333333333333332)","(51.0, 95.0, 86.66666666666667)","(26.0, 55.0, 53.075)","(9.0, 11.5, 11.036585365853659)","(8.5, 15.0, 14.5)"
10-01-2023 13:55:44.701696,"(1.3, 1.5, 1.4856179775280898)","(31.0, 46.0, 38.55813953488372)","(9.0, 17.0, 16.25)","(13.0, 18.0, 17.033333333333335)","(51.0, 95.0, 86.66666666666667)","(26.0, 55.0, 52.48)","(9.0, 11.5, 11.023809523809524)","(8.5, 15.0, 14.48076923076923)"
10-01-2023 13:55:46.121690,"(1.3, 1.52, 1.515609756097561)","(31.0, 46.0, 38.55813953488372)","(9.0, 17.0, 15.95)","(13.0, 17.5, 17.0)","(51.0, 95.0, 86.66666666666667)","(26.0, 55.0, 52.48)","(9.0, 11.5, 11.023809523809524)","(8.5, 15.0, 14.441176470588236)"
10-01-2023 13:55:47.509425,"(1.3, 1.52, 1.5054545454545454)","(31.0, 46.0, 38.55813953488372)","(9.0, 17.0, 15.95)","(13.0, 17.5, 16.870967741935484)","(51.0, 95.0, 86.66666666666667)","(26.0, 55.0, 51.85)","(9.0, 11.5, 11.023809523809524)","(8.5, 14.5, 14.195652173913043)"
10-01-2023 13:55:48.846480,"(1.3, 1.53, 1.5197560975609756)","(31.0, 46.0, 38.55813953488372)","(9.0, 17.0, 16.333333333333332)","(13.0, 17.0, 16.8)","(51.0, 95.0, 86.66666666666667)","(26.0, 55.0, 51.85)","(9.0, 11.5, 10.978260869565217)","(8.5, 14.5, 14.071428571428571)"
10-01-2023 13:55:50.471342,"(1.3, 1.53, 1.5304347826086957)","(31.0, 46.0, 38.55813953488372)","(10.0, 16.5, 16.357142857142858)","(14.0, 17.0, 16.78125)","(51.0, 95.0, 86.66666666666667)","(26.0, 55.0, 51.85)","(9.0, 11.5, 10.907407407407407)","(8.5, 14.5, 13.848837209302326)"
10-01-2023 13:55:52.018051,"(1.3, 1.55, 1.533076923076923)","(31.0, 46.0, 38.55813953488372)","(10.0, 16.5, 15.95)","(14.0, 17.0, 16.714285714285715)","(51.0, 95.0, 86.66666666666667)","(26.0, 55.0, 51.85)","(9.0, 11.0, 11.023809523809524)","(8.5, 14.5, 13.35)"
10-01-2023 13:55:53.408699,"(1.3, 1.54, 1.533076923076923)","(31.0, 46.0, 38.55813953488372)","(10.0, 17.0, 16.357142857142858)","(14.0, 17.0, 15.68421052631579)","(51.0, 95.0, 86.66666666666667)","(26.0, 55.0, 51.85)","(9.0, 11.5, 11.023809523809524)","(8.5, 13.5, 12.416666666666666)"
10-01-2023 13:55:54.632606,"(1.3, 1.54, 1.531764705882353)","(31.0, 46.0, 38.857142857142854)","(10.0, 16.5, 16.733333333333334)","(14.0, 16.0, 15.538461538461538)","(51.0, 95.0, 77.89473684210526)","(26.0, 55.0, 51.85)","(9.0, 11.5, 11.54054054054054)","(8.5, 12.5, 12.648148148148149)"
10-01-2023 13:55:55.795271,"(1.3, 1.52, 1.5150000000000001)","(31.0, 46.0, 39.47826086956522)","(10.0, 17.0, 16.733333333333334)","(14.0, 16.0, 15.538461538461538)","(51.0, 100.0, 77.89473684210526)","(26.0, 55.0, 51.85)","(9.0, 12.0, 11.9)","(8.5, 13.5, 12.785714285714286)"
10-01-2023 13:55:57.055579,"(1.3, 1.52, 1.5142424242424242)","(31.0, 46.0, 39.513513513513516)","(10.0, 17.0, 16.555555555555557)","(14.0, 16.0, 15.55)","(51.0, 100.0, 76.25)","(26.0, 55.0, 49.833333333333336)","(9.0, 12.0, 12.428571428571429)","(8.5, 13.0, 12.875)"
10-01-2023 13:55:58.383023,"(1.3, 1.51, 1.5075)","(31.0, 46.0, 40.285714285714285)","(10.0, 17.0, 16.555555555555557)","(14.0, 16.0, 15.507936507936508)","(51.0, 95.0, 75.20833333333333)","(26.0, 50.0, 49.86206896551724)","(9.0, 12.5, 12.620689655172415)","(8.5, 13.0, 12.733333333333333)"
10-01-2023 13:55:59.684489,"(1.3, 1.53, 1.504857142857143)","(31.0, 46.0, 39.5)","(10.0, 17.0, 16.76923076923077)","(13.0, 16.0, 15.507936507936508)","(51.0, 95.0, 75.20833333333333)","(26.0, 50.0, 53.44444444444444)","(9.0, 13.0, 12.71875)","(8.5, 13.0, 12.65625)"
10-01-2023 13:56:00.929003,"(1.3, 1.51, 1.5035714285714286)","(31.0, 44.0, 39.375)","(10.0, 17.0, 16.842105263157894)","(13.0, 16.0, 15.515625)","(51.0, 95.0, 75.20833333333333)","(26.0, 55.0, 53.44444444444444)","(9.0, 13.0, 12.71875)","(8.5, 13.0, 12.65625)"
10-01-2023 13:56:02.228820,"(1.3, 1.51, 1.5035714285714286)","(31.0, 44.0, 39.375)","(10.0, 17.0, 16.689655172413794)","(13.0, 16.0, 15.557142857142857)","(51.0, 95.0, 75.20833333333333)","(26.0, 55.0, 53.72727272727273)","(9.0, 13.0, 12.652173913043478)","(8.5, 13.0, 12.916666666666666)"
10-01-2023 13:56:03.412780,"(1.3, 1.51, 1.501)","(31.0, 44.0, 39.08196721311475)","(11.0, 17.0, 16.714285714285715)","(13.0, 16.0, 15.55072463768116)","(51.0, 95.0, 71.08695652173913)","(26.0, 55.0, 53.25)","(9.0, 13.0, 12.711538461538462)","(9.0, 13.0, 12.780701754385966)"
10-01-2023 13:56:04.617562,"(1.3, 1.51, 1.5022857142857142)","(31.0, 44.0, 41.0)","(11.0, 17.0, 16.863636363636363)","(13.0, 16.0, 15.55072463768116)","(51.0, 95.0, 71.08695652173913)","(26.0, 55.0, 53.6)","(9.0, 13.0, 12.711538461538462)","(9.0, 13.5, 12.780701754385966)"
10-01-2023 13:56:05.916639,"(1.3, 1.51, 1.5044)","(31.0, 42.0, 39.166666666666664)","(11.0, 17.0, 16.863636363636363)","(13.0, 16.0, 15.55072463768116)","(51.0, 95.0, 72.08333333333333)","(26.0, 55.0, 53.92307692307692)","(9.0, 13.0, 12.7)","(9.0, 13.5, 12.792307692307693)"
10-01-2023 13:56:07.110846,"(1.3, 1.51, 1.5044)","(31.0, 42.0, 39.166666666666664)","(11.0, 17.0, 16.863636363636363)","(13.0, 16.0, 15.55072463768116)","(51.0, 95.0, 71.08695652173913)","(26.0, 55.0, 53.76470588235294)","(9.0, 13.0, 12.98076923076923)","(9.0, 13.5, 12.816666666666666)"
10-01-2023 13:56:08.358461,"(1.3, 1.51, 1.5049397590361446)","(31.0, 38.0, 36.61538461538461)","(11.0, 17.0, 16.61904761904762)","(13.0, 16.0, 15.55072463768116)","(51.0, 95.0, 83.33333333333333)","(26.0, 55.0, 53.76470588235294)","(9.0, 13.0, 12.98076923076923)","(9.0, 13.5, 12.816666666666666)"
10-01-2023 13:56:09.548679,"(1.3, 1.51, 1.5049397590361446)","(31.0, 38.0, 35.6)","(11.0, 17.0, 16.61904761904762)","(13.0, 16.0, 15.55072463768116)","(51.0, 90.0, 83.33333333333333)","(26.0, 55.0, 53.76470588235294)","(9.0, 13.0, 12.98076923076923)","(9.0, 13.5, 12.816666666666666)"
10-01-2023 13:56:10.758452,"(1.3, 1.51, 1.5049397590361446)","(31.0, 38.0, 35.6)","(11.0, 17.0, 16.6)","(13.0, 16.0, 15.55072463768116)","(51.0, 90.0, 83.33333333333333)","(26.0, 55.0, 53.76470588235294)","(9.0, 13.0, 13.436507936507937)","(9.0, 13.5, 12.574074074074074)"
10-01-2023 13:56:12.056030,"(1.3, 1.51, 1.5007826086956522)","(31.0, 38.0, 36.19047619047619)","(11.0, 17.0, 16.566666666666666)","(13.0, 16.0, 15.55072463768116)","(51.0, 90.0, 71.9047619047619)","(26.0, 55.0, 53.76470588235294)","(9.0, 13.5, 13.430555555555555)","(9.0, 13.5, 12.928571428571429)"
10-01-2023 13:56:13.246366,"(1.3, 1.51, 1.5003636363636363)","(31.0, 38.0, 34.25806451612903)","(11.0, 17.0, 16.566666666666666)","(13.0, 16.0, 15.55072463768116)","(51.0, 90.0, 71.9047619047619)","(26.0, 55.0, 53.76470588235294)","(9.0, 13.5, 13.320512820512821)","(9.0, 13.5, 12.95)"
10-01-2023 13:56:14.427364,"(1.3, 1.51, 1.5045454545454546)","(31.0, 38.0, 34.77777777777778)","(11.0, 17.0, 16.566666666666666)","(13.0, 16.0, 15.55072463768116)","(51.0, 90.0, 71.9047619047619)","(26.0, 55.0, 53.76470588235294)","(9.0, 13.5, 13.340909090909092)","(9.0, 13.5, 12.935897435897436)"
10-01-2023 13:56:15.653895,"(1.3, 1.51, 1.5043820224719102)","(31.0, 38.0, 34.717948717948715)","(11.0, 17.0, 16.566666666666666)","(13.0, 16.0, 15.63953488372093)","(51.0, 90.0, 71.9047619047619)","(26.0, 55.0, 53.76470588235294)","(9.0, 13.5, 13.320512820512821)","(9.0, 13.5, 12.95)"
10-01-2023 13:56:16.898294,"(1.3, 1.51, 1.5009401709401708)","(31.0, 38.0, 34.23529411764706)","(11.0, 17.5, 17.214285714285715)","(13.0, 16.0, 15.63953488372093)","(51.0, 90.0, 71.9047619047619)","(26.0, 55.0, 54.0)","(9.0, 13.5, 13.122641509433961)","(9.0, 13.5, 12.935897435897436)"
