,Corporate Box,So Special,Daytona,Hartley Bale,Van Diemen,Conor Pass,Major Lighting,Dark Label
16-12-2022 15:11:36.087083,"(7.0, 8.6, 7.9904761904761905)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.32, 2.309767441860465)","(8.0, 16.0, 15.666666666666666)","(19.0, 110.0, 75.0)","(21.0, 65.0, 29.705882352941178)","(26.0, 80.0, 65.38461538461539)","(4.4, 6.6, 6.15)"
16-12-2022 15:11:37.021488,"(7.0, 8.6, 7.9904761904761905)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.32, 2.309767441860465)","(8.0, 16.0, 15.666666666666666)","(19.0, 110.0, 75.0)","(21.0, 65.0, 29.705882352941178)","(26.0, 80.0, 65.38461538461539)","(4.4, 6.6, 6.01304347826087)"
16-12-2022 15:11:37.977976,"(7.0, 8.6, 7.9904761904761905)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.32, 2.309767441860465)","(8.0, 16.0, 15.666666666666666)","(19.0, 110.0, 75.0)","(21.0, 65.0, 29.705882352941178)","(26.0, 80.0, 65.38461538461539)","(4.4, 6.6, 6.01304347826087)"
16-12-2022 15:11:38.915131,"(7.0, 8.6, 7.9904761904761905)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.32, 2.309767441860465)","(8.0, 16.0, 15.666666666666666)","(19.0, 110.0, 75.0)","(21.0, 65.0, 29.705882352941178)","(26.0, 80.0, 65.38461538461539)","(4.4, 6.6, 6.01304347826087)"
16-12-2022 15:11:39.879622,"(7.0, 8.2, 7.575)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.32, 2.309767441860465)","(8.0, 16.0, 15.666666666666666)","(19.0, 110.0, 75.0)","(21.0, 65.0, 29.705882352941178)","(26.0, 80.0, 65.38461538461539)","(4.4, 6.6, 5.85)"
16-12-2022 15:11:40.819434,"(7.0, 8.2, 7.514285714285714)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.32, 2.309767441860465)","(8.0, 16.0, 15.666666666666666)","(19.0, 110.0, 75.0)","(21.0, 65.0, 31.153846153846153)","(26.0, 80.0, 65.38461538461539)","(4.4, 6.6, 5.447619047619048)"
16-12-2022 15:11:41.777552,"(7.0, 8.2, 7.959999999999999)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.32, 2.309767441860465)","(8.0, 17.5, 17.235294117647058)","(19.0, 110.0, 75.0)","(21.0, 65.0, 42.5)","(26.0, 80.0, 65.38461538461539)","(4.4, 6.4, 5.68)"
16-12-2022 15:11:42.729498,"(7.0, 8.2, 7.857142857142857)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.183529411764706)","(8.0, 17.5, 16.272727272727273)","(19.0, 110.0, 75.0)","(21.0, 60.0, 42.5)","(26.0, 80.0, 65.38461538461539)","(4.4, 6.4, 5.68)"
16-12-2022 15:11:43.697114,"(7.0, 8.2, 7.857142857142857)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.22972972972973)","(8.0, 17.5, 16.272727272727273)","(19.0, 110.0, 75.0)","(21.0, 60.0, 42.5)","(26.0, 80.0, 65.38461538461539)","(4.4, 6.4, 5.68)"
16-12-2022 15:11:44.631301,"(7.0, 8.2, 7.75)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.2535714285714286)","(8.0, 17.5, 15.911764705882353)","(19.0, 110.0, 75.0)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 65.38461538461539)","(4.4, 6.4, 5.68)"
16-12-2022 15:11:45.551163,"(7.0, 8.2, 7.461538461538462)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.2535714285714286)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 75.0)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 65.38461538461539)","(4.4, 6.4, 5.447619047619048)"
16-12-2022 15:11:46.485945,"(7.0, 8.2, 7.84)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.2535714285714286)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 59.0)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 65.38461538461539)","(4.4, 6.4, 5.68)"
16-12-2022 15:11:47.420875,"(7.0, 8.2, 7.84)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.2535714285714286)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 50.6)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 65.38461538461539)","(4.4, 6.4, 5.68)"
16-12-2022 15:11:48.355482,"(7.0, 8.2, 7.84)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.2535714285714286)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 72.875)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 65.38461538461539)","(4.4, 6.4, 5.68)"
16-12-2022 15:11:49.319902,"(7.0, 8.2, 7.84)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.2535714285714286)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 72.875)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 65.38461538461539)","(4.4, 6.4, 5.666666666666667)"
16-12-2022 15:11:50.259007,"(7.0, 8.2, 7.461538461538462)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.2535714285714286)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 72.875)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 65.38461538461539)","(4.4, 6.2, 5.447058823529412)"
16-12-2022 15:11:51.204677,"(7.0, 8.2, 7.4941176470588236)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.2535714285714286)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 72.875)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 65.38461538461539)","(4.4, 6.2, 5.447058823529412)"
16-12-2022 15:11:52.140485,"(7.0, 8.2, 7.635294117647059)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.2535714285714286)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 72.875)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 65.38461538461539)","(4.4, 6.2, 5.666666666666667)"
16-12-2022 15:11:53.097571,"(7.0, 8.2, 7.635294117647059)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.2535714285714286)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 72.875)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 66.42857142857143)","(4.4, 6.2, 5.666666666666667)"
16-12-2022 15:11:54.046801,"(7.0, 8.2, 7.635294117647059)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.2535714285714286)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 72.875)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 66.42857142857143)","(4.4, 6.2, 5.666666666666667)"
16-12-2022 15:11:54.993973,"(7.0, 8.2, 7.635294117647059)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.2535714285714286)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 72.875)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 66.42857142857143)","(4.4, 6.2, 5.666666666666667)"
16-12-2022 15:11:55.943405,"(7.0, 8.2, 7.4941176470588236)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.2535714285714286)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 72.875)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 66.42857142857143)","(4.4, 6.2, 5.447058823529412)"
16-12-2022 15:11:56.882589,"(7.0, 8.2, 7.635294117647059)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.2535714285714286)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 72.875)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 66.42857142857143)","(4.4, 6.2, 5.666666666666667)"
16-12-2022 15:11:57.833151,"(7.0, 8.2, 7.635294117647059)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.2535714285714286)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 72.875)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 66.42857142857143)","(4.4, 6.2, 5.666666666666667)"
16-12-2022 15:11:58.804601,"(7.0, 8.2, 7.635294117647059)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.2535714285714286)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 66.0)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 66.42857142857143)","(4.4, 6.2, 5.666666666666667)"
16-12-2022 15:11:59.776277,"(7.0, 8.2, 7.635294117647059)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.2535714285714286)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 66.0)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 66.42857142857143)","(4.4, 6.2, 5.666666666666667)"
16-12-2022 15:12:00.731693,"(7.0, 8.2, 7.4941176470588236)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.1885714285714286)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 66.0)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 66.42857142857143)","(4.4, 6.2, 5.447058823529412)"
16-12-2022 15:12:01.667826,"(7.0, 8.2, 7.4941176470588236)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.1885714285714286)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 66.0)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 66.42857142857143)","(4.4, 6.2, 5.466666666666667)"
16-12-2022 15:12:02.605898,"(7.0, 8.2, 7.635294117647059)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.21)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 66.0)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 66.42857142857143)","(4.4, 6.2, 5.71875)"
16-12-2022 15:12:03.548572,"(7.0, 8.2, 7.971428571428571)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.222857142857143)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 50.266666666666666)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 66.42857142857143)","(4.4, 6.2, 5.71875)"
16-12-2022 15:12:04.471047,"(7.0, 8.2, 7.971428571428571)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.254285714285714)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 50.266666666666666)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 66.42857142857143)","(4.4, 6.2, 5.71875)"
16-12-2022 15:12:05.423504,"(7.0, 9.0, 8.996363636363636)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.258260869565217)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 50.266666666666666)","(21.0, 60.0, 32.77777777777778)","(26.0, 80.0, 51.0)","(4.4, 6.2, 5.71875)"
16-12-2022 15:12:06.371116,"(7.0, 9.0, 8.997222222222222)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.296199095022624)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 55.14285714285714)","(21.0, 60.0, 32.77777777777778)","(26.0, 75.0, 51.0)","(4.4, 6.2, 5.466666666666667)"
16-12-2022 15:12:07.323222,"(7.0, 9.0, 8.925)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.296199095022624)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 51.26315789473684)","(21.0, 60.0, 32.77777777777778)","(26.0, 75.0, 51.0)","(4.4, 6.2, 5.58125)"
16-12-2022 15:12:08.318584,"(7.0, 10.5, 10.057142857142857)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.296199095022624)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 56.85714285714286)","(21.0, 60.0, 32.77777777777778)","(26.0, 75.0, 61.38461538461539)","(4.4, 6.2, 5.58125)"
16-12-2022 15:12:09.275510,"(7.0, 8.0, 7.8)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.296199095022624)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 56.85714285714286)","(21.0, 60.0, 32.77777777777778)","(26.0, 70.0, 56.0)","(4.4, 6.2, 5.58125)"
16-12-2022 15:12:10.220660,"(7.0, 10.5, 9.67142857142857)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.296199095022624)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 63.5)","(21.0, 60.0, 32.77777777777778)","(26.0, 70.0, 57.75)","(4.4, 6.2, 5.58125)"
16-12-2022 15:12:11.168728,"(7.0, 10.5, 9.67142857142857)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.296199095022624)","(8.0, 17.5, 15.357142857142858)","(19.0, 110.0, 63.5)","(21.0, 60.0, 32.77777777777778)","(26.0, 70.0, 56.785714285714285)","(4.4, 6.2, 5.466666666666667)"
16-12-2022 15:12:12.110459,"(7.0, 10.5, 9.67142857142857)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.296199095022624)","(8.0, 17.5, 15.394736842105264)","(19.0, 110.0, 63.5)","(21.0, 60.0, 32.77777777777778)","(26.0, 65.0, 56.72727272727273)","(4.4, 6.2, 5.466666666666667)"
16-12-2022 15:12:13.049977,"(7.0, 10.5, 9.92)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.296199095022624)","(8.0, 17.5, 15.394736842105264)","(19.0, 110.0, 63.5)","(21.0, 60.0, 32.77777777777778)","(26.0, 60.0, 55.5)","(4.4, 6.2, 5.58125)"
16-12-2022 15:12:13.996579,"(7.0, 10.5, 9.92)","(6.0, 10.5, 8.857142857142856)","(1.95, 2.3, 2.283255813953488)","(8.0, 17.5, 15.394736842105264)","(19.0, 110.0, 63.5)","(21.0, 60.0, 32.77777777777778)","(26.0, 60.0, 55.5)","(4.4, 6.2, 5.58125)"
16-12-2022 15:12:14.934665,"(7.0, 10.5, 9.92)","(6.5, 10.5, 8.857142857142856)","(1.9, 2.3, 2.283255813953488)","(8.0, 17.5, 15.394736842105264)","(19.0, 110.0, 63.5)","(21.0, 60.0, 32.77777777777778)","(31.0, 60.0, 55.5)","(4.4, 6.2, 5.58125)"
16-12-2022 15:12:15.872420,"(7.0, 10.5, 9.92)","(6.5, 10.5, 8.857142857142856)","(1.9, 2.3, 2.283255813953488)","(8.0, 17.5, 15.394736842105264)","(19.0, 110.0, 63.5)","(21.0, 60.0, 32.77777777777778)","(31.0, 60.0, 53.57142857142857)","(4.4, 6.2, 5.58125)"
16-12-2022 15:12:16.816872,"(7.0, 10.5, 9.92)","(6.5, 10.5, 8.857142857142856)","(1.9, 2.3, 2.283255813953488)","(8.0, 17.5, 15.961538461538462)","(19.0, 110.0, 63.5)","(21.0, 60.0, 37.0)","(31.0, 60.0, 53.57142857142857)","(4.4, 6.2, 5.466666666666667)"
16-12-2022 15:12:17.762508,"(7.0, 10.5, 9.92)","(6.5, 10.5, 8.857142857142856)","(1.9, 2.3, 2.283255813953488)","(8.0, 17.5, 15.961538461538462)","(19.0, 110.0, 63.5)","(21.0, 55.0, 37.5)","(31.0, 60.0, 53.57142857142857)","(4.4, 6.2, 5.58125)"
16-12-2022 15:12:18.706634,"(7.0, 10.5, 9.92)","(6.5, 10.5, 8.857142857142856)","(1.9, 2.3, 2.283255813953488)","(8.0, 17.5, 15.961538461538462)","(19.0, 110.0, 63.5)","(21.0, 50.0, 37.5)","(31.0, 60.0, 53.57142857142857)","(4.4, 6.2, 5.58125)"
16-12-2022 15:12:19.632117,"(7.0, 10.5, 9.92)","(6.5, 10.5, 8.857142857142856)","(1.9, 2.3, 2.283255813953488)","(8.0, 17.5, 15.5)","(19.0, 110.0, 63.5)","(21.0, 50.0, 37.5)","(31.0, 60.0, 53.57142857142857)","(4.4, 6.2, 5.58125)"
16-12-2022 15:12:20.563266,"(7.0, 10.5, 9.92)","(6.5, 10.5, 8.857142857142856)","(1.9, 2.3, 2.283255813953488)","(8.0, 17.5, 15.5)","(19.0, 110.0, 63.5)","(21.0, 50.0, 37.5)","(31.0, 60.0, 53.57142857142857)","(4.4, 6.2, 5.58125)"
16-12-2022 15:12:21.508841,"(7.0, 10.5, 9.92)","(6.5, 10.5, 8.857142857142856)","(1.9, 2.3, 2.283255813953488)","(8.0, 17.5, 15.5)","(19.0, 110.0, 63.5)","(21.0, 50.0, 30.0)","(31.0, 60.0, 53.57142857142857)","(4.4, 6.2, 5.466666666666667)"
16-12-2022 15:12:22.445157,"(7.0, 10.5, 9.92)","(6.5, 10.0, 9.384615384615385)","(1.9, 2.3, 2.2733333333333334)","(8.0, 17.5, 15.5)","(19.0, 110.0, 63.5)","(21.0, 50.0, 30.0)","(31.0, 60.0, 55.5)","(4.4, 6.2, 5.466666666666667)"
16-12-2022 15:12:23.395783,"(7.0, 10.5, 9.92)","(6.5, 10.0, 9.384615384615385)","(1.9, 2.3, 2.2733333333333334)","(8.0, 17.5, 15.5)","(19.0, 110.0, 53.1578947368421)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.5)","(4.4, 6.2, 5.58125)"
16-12-2022 15:12:24.352908,"(7.0, 10.5, 9.92)","(6.5, 10.0, 9.2)","(1.9, 2.3, 2.2853658536585364)","(8.0, 17.5, 15.5)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.5)","(4.4, 6.2, 5.58125)"
16-12-2022 15:12:25.308320,"(7.0, 10.5, 9.92)","(6.5, 10.0, 8.981818181818182)","(1.9, 2.3, 2.2853658536585364)","(8.0, 17.5, 15.5)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.5)","(4.4, 6.2, 5.58125)"
16-12-2022 15:12:26.282500,"(7.0, 10.5, 9.92)","(6.5, 10.0, 8.424999999999999)","(1.9, 2.3, 2.2853658536585364)","(8.0, 17.5, 15.5)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.5)","(4.4, 6.2, 5.466666666666667)"
16-12-2022 15:12:27.248708,"(7.0, 10.5, 9.92)","(6.5, 10.0, 8.424999999999999)","(1.9, 2.3, 2.2853658536585364)","(8.0, 17.5, 15.5)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.5)","(4.4, 6.2, 5.466666666666667)"
16-12-2022 15:12:28.184954,"(7.0, 10.5, 9.92)","(6.5, 10.0, 8.821052631578947)","(1.9, 2.3, 2.2853658536585364)","(8.0, 17.5, 15.5)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.5)","(4.4, 6.2, 5.466666666666667)"
16-12-2022 15:12:29.130264,"(7.0, 10.5, 9.92)","(6.5, 10.0, 8.821052631578947)","(1.9, 2.3, 2.2853658536585364)","(8.0, 17.5, 15.5)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.5)","(4.4, 6.2, 5.466666666666667)"
16-12-2022 15:12:30.075551,"(7.0, 10.5, 9.92)","(6.5, 10.0, 8.821052631578947)","(1.9, 2.3, 2.2853658536585364)","(8.0, 17.5, 15.5)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.5)","(4.4, 6.2, 5.883333333333333)"
16-12-2022 15:12:31.018246,"(7.0, 10.5, 9.92)","(6.5, 10.0, 8.821052631578947)","(1.9, 2.3, 2.2853658536585364)","(8.0, 17.5, 15.5)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.5)","(4.4, 6.0, 5.883333333333333)"
16-12-2022 15:12:31.960020,"(7.0, 10.5, 9.92)","(6.5, 10.0, 8.424999999999999)","(1.9, 2.3, 2.2777777777777777)","(8.0, 17.5, 15.5)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.5)","(4.4, 6.0, 5.883333333333333)"
16-12-2022 15:12:32.908104,"(7.0, 10.5, 9.92)","(6.5, 10.0, 8.821052631578947)","(1.9, 2.3, 2.2777777777777777)","(8.0, 17.5, 15.5)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.5)","(4.4, 6.0, 5.883333333333333)"
16-12-2022 15:12:33.845189,"(7.0, 10.5, 9.92)","(6.5, 10.0, 8.821052631578947)","(1.9, 2.3, 2.2777777777777777)","(8.0, 17.5, 15.5)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.5)","(4.4, 6.0, 5.84)"
16-12-2022 15:12:34.776733,"(7.0, 10.5, 9.92)","(6.5, 10.0, 8.821052631578947)","(1.9, 2.3, 2.2777777777777777)","(8.0, 17.5, 15.5)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.5)","(4.4, 6.0, 5.883333333333333)"
16-12-2022 15:12:35.708464,"(7.0, 10.5, 9.92)","(6.5, 10.0, 8.821052631578947)","(1.9, 2.3, 2.2777777777777777)","(8.0, 17.5, 15.5)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.5)","(4.4, 6.0, 5.883333333333333)"
16-12-2022 15:12:36.626220,"(7.0, 10.5, 9.92)","(6.5, 10.0, 8.527272727272727)","(1.9, 2.3, 2.2777777777777777)","(8.0, 17.5, 15.5)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.5)","(4.4, 6.0, 5.883333333333333)"
16-12-2022 15:12:37.558403,"(7.0, 10.5, 10.0)","(6.5, 10.0, 8.527272727272727)","(1.9, 2.3, 2.2777777777777777)","(8.0, 17.5, 15.5)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 52.285714285714285)","(4.4, 6.0, 5.883333333333333)"
16-12-2022 15:12:38.486251,"(7.0, 10.5, 9.9)","(6.5, 10.0, 8.892307692307693)","(1.9, 2.24, 2.2333333333333334)","(8.0, 17.5, 15.5)","(19.0, 110.0, 63.04347826086956)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 52.285714285714285)","(4.4, 6.0, 5.883333333333333)"
16-12-2022 15:12:39.427674,"(7.0, 10.5, 9.9)","(6.5, 10.0, 8.892307692307693)","(1.9, 2.24, 2.2333333333333334)","(8.0, 17.5, 15.5)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 52.285714285714285)","(4.4, 6.0, 5.84)"
16-12-2022 15:12:40.381190,"(7.0, 10.0, 9.5)","(6.5, 9.8, 9.523076923076923)","(1.9, 2.24, 2.2333333333333334)","(8.0, 17.5, 15.5)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 52.285714285714285)","(4.4, 6.0, 5.883333333333333)"
16-12-2022 15:12:41.329877,"(7.0, 10.0, 9.272727272727273)","(6.5, 9.8, 8.866666666666667)","(1.9, 2.24, 2.2333333333333334)","(8.0, 17.5, 15.5)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 52.285714285714285)","(4.4, 6.0, 5.883333333333333)"
16-12-2022 15:12:42.299052,"(7.0, 10.0, 9.11111111111111)","(6.5, 9.8, 8.413333333333332)","(1.9, 2.3, 2.276923076923077)","(8.0, 16.0, 15.583333333333334)","(19.0, 110.0, 57.89473684210526)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.09090909090909)","(4.4, 6.0, 5.883333333333333)"
16-12-2022 15:12:43.255895,"(7.0, 10.0, 8.2)","(6.5, 9.8, 8.78888888888889)","(1.9, 2.3, 2.2714285714285714)","(8.0, 17.0, 16.416666666666668)","(19.0, 110.0, 57.89473684210526)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.09090909090909)","(4.4, 6.0, 5.883333333333333)"
16-12-2022 15:12:44.210725,"(7.0, 10.0, 8.2)","(6.5, 9.8, 8.78888888888889)","(1.9, 2.3, 2.2714285714285714)","(8.0, 17.0, 16.416666666666668)","(19.0, 110.0, 57.89473684210526)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.09090909090909)","(4.4, 6.0, 5.84)"
16-12-2022 15:12:45.153023,"(7.0, 10.0, 8.2)","(6.5, 9.8, 8.78888888888889)","(1.9, 2.3, 2.2714285714285714)","(8.0, 17.0, 16.416666666666668)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.09090909090909)","(4.4, 6.0, 5.883333333333333)"
16-12-2022 15:12:46.097279,"(7.0, 10.0, 8.2)","(6.5, 9.8, 8.78888888888889)","(1.9, 2.3, 2.2714285714285714)","(8.0, 16.0, 15.583333333333334)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.09090909090909)","(4.4, 6.0, 5.883333333333333)"
16-12-2022 15:12:47.034469,"(7.0, 10.0, 8.2)","(6.5, 9.8, 8.413333333333332)","(1.9, 2.3, 2.2714285714285714)","(8.0, 16.0, 15.583333333333334)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 55.09090909090909)","(4.4, 6.0, 5.883333333333333)"
16-12-2022 15:12:47.997509,"(7.0, 10.0, 8.2)","(6.5, 9.8, 8.413333333333332)","(1.9, 2.3, 2.2714285714285714)","(8.0, 16.0, 15.583333333333334)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 56.4)","(4.4, 6.0, 5.883333333333333)"
16-12-2022 15:12:48.940942,"(7.0, 10.0, 8.2)","(6.5, 9.8, 8.78888888888889)","(1.9, 2.3, 2.2714285714285714)","(8.0, 16.0, 15.5)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 56.4)","(4.4, 6.0, 5.84)"
16-12-2022 15:12:49.890869,"(7.0, 10.0, 8.2)","(6.5, 9.8, 8.78888888888889)","(1.9, 2.3, 2.2714285714285714)","(8.0, 16.0, 15.666666666666666)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 53.07692307692308)","(4.4, 6.0, 5.84)"
16-12-2022 15:12:50.848068,"(7.0, 10.0, 8.2)","(6.5, 9.8, 8.78888888888889)","(1.9, 2.3, 2.2714285714285714)","(8.0, 16.0, 15.666666666666666)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 53.07692307692308)","(4.4, 6.0, 5.883333333333333)"
16-12-2022 15:12:51.783410,"(7.0, 10.0, 8.2)","(6.5, 9.8, 8.78888888888889)","(1.9, 2.3, 2.2714285714285714)","(8.0, 16.0, 15.666666666666666)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 53.07692307692308)","(4.4, 6.0, 5.883333333333333)"
16-12-2022 15:12:52.706879,"(7.0, 10.0, 8.2)","(6.5, 9.8, 8.413333333333332)","(1.9, 2.3, 2.2714285714285714)","(8.0, 16.0, 15.666666666666666)","(19.0, 110.0, 65.0)","(21.0, 50.0, 28.571428571428573)","(31.0, 60.0, 53.07692307692308)","(4.4, 6.0, 5.883333333333333)"
