,Corporate Box,So Special,Daytona,Hartley Bale,Van Diemen,Conor Pass,Major Lighting,Dark Label
16-12-2022 15:01:36.328817,"(7.0, 18.0, 14.533333333333333)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2545454545454544)","(7.5, 13.5, 10.84)","(18.0, 140.0, 92.80000000000001)","(21.0, 65.0, 33.72727272727273)","(21.0, 75.0, 53.75)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:37.450652,"(7.0, 18.0, 14.533333333333333)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2545454545454544)","(7.5, 13.5, 10.84)","(18.0, 130.0, 51.45454545454545)","(21.0, 65.0, 33.72727272727273)","(21.0, 75.0, 53.75)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:38.430876,"(7.0, 18.0, 14.533333333333333)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.5042857142857144)","(7.5, 13.5, 10.84)","(18.0, 130.0, 51.45454545454545)","(21.0, 65.0, 33.72727272727273)","(21.0, 75.0, 53.75)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:39.475720,"(7.0, 18.0, 14.533333333333333)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.5042857142857144)","(7.5, 13.5, 10.84)","(18.0, 130.0, 51.45454545454545)","(21.0, 65.0, 33.72727272727273)","(21.0, 75.0, 53.75)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:40.622090,"(7.0, 18.0, 14.533333333333333)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 10.84)","(18.0, 130.0, 51.45454545454545)","(21.0, 65.0, 33.72727272727273)","(21.0, 75.0, 53.75)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:41.664454,"(7.0, 18.0, 14.533333333333333)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 10.84)","(18.0, 130.0, 51.45454545454545)","(21.0, 65.0, 33.72727272727273)","(21.0, 75.0, 53.75)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:42.847112,"(7.0, 18.0, 14.533333333333333)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 10.84)","(18.0, 130.0, 62.5)","(21.0, 65.0, 39.44444444444444)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:43.962542,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 130.0, 62.5)","(21.0, 65.0, 39.44444444444444)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:45.070407,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 130.0, 62.5)","(21.0, 65.0, 39.44444444444444)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:46.117331,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 130.0, 62.5)","(21.0, 65.0, 39.44444444444444)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:47.141318,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 130.0, 62.5)","(21.0, 65.0, 39.44444444444444)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:48.331341,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:49.489857,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:50.666989,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:51.890392,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:53.115854,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:54.266160,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:55.430406,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:56.564447,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:57.646555,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:58.741671,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:01:59.817831,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:00.886628,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:02.074184,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:03.248936,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:04.420071,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:05.589329,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:06.705239,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:07.888795,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:09.034336,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:10.086215,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:11.223090,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:12.341468,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:13.467776,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:14.560282,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:15.720633,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:16.923307,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:18.071931,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:19.252538,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:20.423628,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:21.568152,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:22.678319,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:23.758701,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:24.860229,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:25.964272,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:27.003476,"(7.0, 18.0, 12.8)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 140.0, 92.80000000000001)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:28.146291,"(7.0, 18.0, 9.84)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 130.0, 62.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:29.276205,"(7.0, 18.0, 9.84)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 130.0, 62.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:30.428819,"(7.0, 18.0, 9.84)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 130.0, 62.5)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:31.693226,"(7.0, 18.0, 9.84)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 130.0, 70.0)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:32.871642,"(7.0, 18.0, 9.84)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 150.0, 70.0)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:34.040347,"(7.0, 18.0, 9.84)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 150.0, 70.0)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:35.109061,"(7.0, 18.0, 9.84)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 150.0, 70.0)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:36.230434,"(7.0, 18.0, 9.84)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 150.0, 70.0)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:37.421181,"(7.0, 18.0, 9.84)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 150.0, 70.0)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
16-12-2022 15:02:38.603467,"(7.0, 18.0, 9.84)","(6.0, 9.8, 9.31764705882353)","(1.9, 2.56, 2.2600000000000002)","(7.5, 13.5, 9.872727272727273)","(18.0, 150.0, 70.0)","(21.0, 70.0, 41.66666666666667)","(21.0, 75.0, 43.125)","(4.6, 7.0, 6.4222222222222225)"
