,Moose Ville,Miss Narla,Smile Osti,Slingshot Vinny,Middle Arm,Aussie Sebastian,Fred Flint,Emmas Mate
12-01-2023 18:20:35.352865,"(8.5, 12.0, 10.6)","(5.0, 7.0, 6.404999999999999)","(5.5, 7.6, 7.3999999999999995)","(26.0, 70.0, 63.85714285714286)","(4.6, 7.2, 6.042105263157895)","(10.0, 22.0, 17.5)","(2.2, 3.1, 3.0481481481481483)","(61.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:36.560867,"(8.5, 12.0, 10.6)","(5.0, 7.0, 6.404999999999999)","(5.5, 7.6, 7.3999999999999995)","(26.0, 70.0, 63.85714285714286)","(4.6, 7.2, 6.042105263157895)","(10.0, 22.0, 17.5)","(2.2, 3.1, 3.0481481481481483)","(61.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:37.691965,"(8.5, 12.0, 10.6)","(5.0, 7.0, 6.404999999999999)","(5.5, 7.6, 7.3999999999999995)","(26.0, 70.0, 56.0)","(4.6, 7.2, 6.042105263157895)","(10.0, 22.0, 17.5)","(2.2, 3.1, 2.996)","(61.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:38.775508,"(8.5, 12.0, 10.6)","(5.0, 7.0, 6.575)","(5.5, 7.6, 7.3999999999999995)","(26.0, 70.0, 56.0)","(4.6, 7.2, 6.042105263157895)","(10.0, 22.0, 17.5)","(2.2, 3.1, 2.996)","(61.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:39.777569,"(8.5, 12.0, 10.6)","(5.0, 7.0, 6.575)","(5.5, 7.6, 7.3999999999999995)","(26.0, 70.0, 56.0)","(4.6, 7.2, 6.042105263157895)","(10.0, 22.0, 17.5)","(2.2, 3.1, 2.996)","(61.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:40.751698,"(8.5, 16.0, 13.0)","(5.0, 7.0, 6.575)","(5.5, 7.8, 7.1454545454545455)","(26.0, 70.0, 56.0)","(4.6, 7.2, 6.042105263157895)","(10.0, 22.0, 13.666666666666666)","(2.2, 3.1, 2.996)","(61.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:41.730502,"(8.5, 15.0, 12.5)","(5.0, 7.0, 6.291666666666667)","(5.5, 7.8, 6.9)","(26.0, 70.0, 56.0)","(4.6, 7.2, 6.042105263157895)","(10.0, 21.0, 13.666666666666666)","(2.2, 3.1, 2.996)","(61.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:42.880633,"(8.5, 14.5, 13.375)","(5.0, 7.0, 6.32)","(5.5, 7.8, 6.9)","(26.0, 70.0, 56.0)","(4.6, 7.2, 6.042105263157895)","(10.0, 20.0, 15.166666666666666)","(2.2, 3.1, 2.9122222222222223)","(61.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:44.014722,"(8.5, 14.0, 12.4)","(5.0, 7.0, 6.32)","(5.5, 7.8, 6.9)","(26.0, 70.0, 56.0)","(4.6, 7.2, 6.042105263157895)","(10.0, 19.5, 16.0)","(2.2, 3.1, 2.939047619047619)","(61.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:45.097677,"(8.5, 13.5, 12.625)","(5.0, 7.0, 6.32)","(5.5, 7.8, 6.9)","(26.0, 70.0, 56.0)","(4.6, 7.2, 6.042105263157895)","(10.0, 19.0, 16.0)","(2.2, 3.1, 2.939047619047619)","(61.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:46.147602,"(8.5, 13.5, 12.625)","(5.0, 7.0, 6.32)","(5.5, 7.8, 6.9)","(26.0, 70.0, 56.0)","(4.6, 7.2, 6.042105263157895)","(10.0, 19.0, 14.833333333333334)","(2.2, 3.1, 3.0054545454545454)","(61.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:47.213649,"(8.5, 13.5, 12.625)","(5.0, 7.0, 6.32)","(5.5, 7.8, 7.1454545454545455)","(26.0, 70.0, 56.0)","(4.6, 7.2, 6.042105263157895)","(10.0, 18.5, 13.785714285714286)","(2.2, 3.1, 3.0013793103448276)","(61.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:48.221376,"(8.5, 15.0, 11.363636363636363)","(5.0, 7.0, 6.32)","(5.5, 7.8, 7.1454545454545455)","(26.0, 70.0, 56.0)","(4.6, 7.2, 6.042105263157895)","(10.0, 18.5, 13.785714285714286)","(2.2, 3.1, 2.9856)","(61.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:49.302440,"(8.5, 14.5, 11.6875)","(5.0, 7.0, 6.25625)","(5.5, 7.8, 7.1454545454545455)","(26.0, 70.0, 56.0)","(4.6, 7.2, 6.1000000000000005)","(10.0, 18.0, 14.944444444444445)","(2.2, 3.1, 2.914285714285714)","(61.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:50.382885,"(8.5, 14.5, 12.0)","(5.0, 6.6, 6.321428571428571)","(5.5, 7.8, 7.2)","(26.0, 70.0, 56.0)","(4.6, 7.2, 6.1000000000000005)","(10.0, 18.0, 14.863636363636363)","(2.2, 3.1, 2.914285714285714)","(61.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:51.497476,"(8.5, 14.5, 12.833333333333332)","(5.0, 6.6, 6.321428571428571)","(5.5, 7.8, 6.96)","(26.0, 70.0, 56.0)","(4.6, 7.2, 6.1000000000000005)","(10.0, 19.0, 15.928571428571429)","(2.15, 3.1, 3.007142857142857)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:52.593294,"(8.5, 14.5, 13.041666666666668)","(5.0, 6.6, 6.321428571428571)","(5.5, 7.8, 6.96)","(26.0, 70.0, 56.0)","(4.6, 7.2, 6.1000000000000005)","(10.0, 18.5, 16.9)","(2.15, 3.1, 2.95375)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:53.701648,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.321428571428571)","(5.5, 7.8, 6.96)","(26.0, 70.0, 56.0)","(4.6, 7.2, 6.1000000000000005)","(10.0, 18.0, 16.1)","(2.15, 3.1, 2.95375)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:54.752594,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.321428571428571)","(5.5, 7.8, 6.96)","(26.0, 70.0, 64.0)","(4.6, 7.2, 6.1000000000000005)","(10.0, 17.0, 16.1)","(2.15, 3.1, 2.95375)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:55.785316,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.321428571428571)","(5.5, 7.8, 6.96)","(26.0, 70.0, 64.0)","(4.6, 7.2, 6.1000000000000005)","(10.0, 17.0, 16.9)","(2.15, 3.1, 2.95375)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:56.778471,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.321428571428571)","(5.5, 7.8, 6.96)","(26.0, 70.0, 61.8)","(4.6, 7.2, 6.1000000000000005)","(10.0, 18.0, 16.9)","(2.15, 3.1, 3.04)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:57.798007,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.321428571428571)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 18.0, 16.9)","(2.15, 3.1, 3.04)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:58.807714,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.321428571428571)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 18.0, 16.9)","(2.15, 3.1, 3.04)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:20:59.847393,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.321428571428571)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 18.0, 16.1)","(2.15, 3.1, 3.04)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:00.926840,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.321428571428571)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 17.0, 14.5)","(2.15, 3.1, 3.04)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:01.993571,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.321428571428571)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 17.0, 16.1)","(2.15, 3.1, 3.061818181818182)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:03.152090,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.245454545454545)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 17.0, 16.1)","(2.15, 3.1, 3.061818181818182)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:04.311851,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.2043478260869565)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 17.0, 16.1)","(2.15, 3.1, 3.061818181818182)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:05.380455,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.2043478260869565)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 17.0, 16.9)","(2.15, 3.1, 3.061818181818182)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:06.401813,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.2043478260869565)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 18.0, 16.9)","(2.15, 3.1, 3.061818181818182)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:07.451090,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.2043478260869565)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 18.0, 14.333333333333334)","(2.15, 3.1, 3.06625)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:08.744457,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.2043478260869565)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 18.0, 14.944444444444445)","(2.15, 3.1, 3.06625)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:09.932367,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.2043478260869565)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 18.0, 16.9)","(2.15, 3.1, 3.06625)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:11.009989,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.2043478260869565)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 18.0, 16.9)","(2.15, 3.1, 3.06625)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:12.122125,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.2043478260869565)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 18.0, 16.9)","(2.15, 3.1, 3.06625)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:13.103872,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.2043478260869565)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 18.0, 16.9)","(2.15, 3.1, 3.06625)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:14.137077,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.2043478260869565)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 18.0, 16.1)","(2.15, 3.1, 3.06625)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:15.218546,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.2043478260869565)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 17.0, 14.5)","(2.15, 3.1, 3.06625)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:16.329836,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.2043478260869565)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 17.0, 15.166666666666666)","(2.15, 3.1, 3.06625)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:17.483307,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.2043478260869565)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 16.5, 16.5)","(2.15, 3.1, 3.06625)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:18.582345,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.2043478260869565)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 17.5, 16.5)","(2.15, 3.1, 3.06625)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:19.651079,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.2043478260869565)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 17.5, 15.357142857142858)","(2.15, 3.1, 3.06625)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:20.811628,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.03125)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 17.5, 16.1)","(2.15, 3.1, 3.06625)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:21.861924,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 6.03125)","(5.5, 7.8, 6.96)","(26.0, 70.0, 65.9)","(4.6, 7.2, 6.1000000000000005)","(10.0, 17.0, 17.7)","(2.15, 3.1, 3.06625)","(71.0, 470.0, 433.1818181818182)"
12-01-2023 18:21:22.916667,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 5.91578947368421)","(5.5, 7.8, 6.96)","(26.0, 70.0, 62.54545454545455)","(4.6, 7.2, 6.057142857142857)","(10.0, 19.0, 17.7)","(2.15, 3.1, 3.06625)","(71.0, 470.0, 270.0)"
12-01-2023 18:21:24.020467,"(8.5, 14.5, 12.3125)","(5.0, 6.6, 5.91578947368421)","(5.5, 7.8, 6.96)","(26.0, 70.0, 62.54545454545455)","(4.6, 7.2, 6.057142857142857)","(10.0, 19.0, 17.7)","(2.15, 3.1, 2.9454545454545453)","(71.0, 470.0, 433.6363636363637)"
12-01-2023 18:21:25.164299,"(8.5, 14.5, 11.954545454545455)","(5.0, 6.6, 5.91578947368421)","(5.5, 7.8, 6.96)","(26.0, 70.0, 62.54545454545455)","(4.6, 7.2, 6.057142857142857)","(10.0, 19.0, 15.38888888888889)","(2.15, 3.2, 3.1408)","(71.0, 470.0, 433.6363636363637)"
12-01-2023 18:21:26.368679,"(8.5, 14.5, 11.954545454545455)","(5.0, 6.6, 5.957142857142857)","(5.5, 7.8, 6.96)","(26.0, 70.0, 62.54545454545455)","(4.6, 7.2, 6.057142857142857)","(10.0, 19.0, 16.9)","(2.15, 3.15, 3.0925)","(71.0, 470.0, 433.6363636363637)"
12-01-2023 18:21:27.576265,"(8.5, 14.5, 11.954545454545455)","(5.0, 6.6, 6.072)","(5.5, 7.8, 6.96)","(26.0, 70.0, 62.54545454545455)","(4.6, 7.2, 6.057142857142857)","(10.0, 18.0, 14.944444444444445)","(2.15, 3.15, 3.1103448275862067)","(71.0, 470.0, 433.6363636363637)"
12-01-2023 18:21:28.835217,"(8.5, 14.5, 11.954545454545455)","(5.0, 6.6, 6.072)","(5.5, 7.8, 6.96)","(26.0, 70.0, 62.54545454545455)","(4.6, 7.2, 6.057142857142857)","(10.0, 18.0, 14.944444444444445)","(2.15, 3.15, 3.1103448275862067)","(71.0, 470.0, 433.6363636363637)"
12-01-2023 18:21:29.973083,"(8.5, 14.5, 11.954545454545455)","(5.0, 6.6, 6.072)","(5.5, 7.8, 6.96)","(26.0, 70.0, 62.54545454545455)","(4.6, 7.2, 6.057142857142857)","(10.0, 18.0, 14.944444444444445)","(2.15, 3.15, 3.1103448275862067)","(71.0, 470.0, 433.6363636363637)"
12-01-2023 18:21:31.402966,"(8.5, 14.5, 11.954545454545455)","(5.0, 6.6, 6.072)","(5.5, 7.8, 6.96)","(26.0, 70.0, 62.54545454545455)","(4.6, 7.2, 6.057142857142857)","(10.0, 18.0, 16.1)","(2.15, 3.15, 3.1103448275862067)","(71.0, 470.0, 411.66666666666663)"
12-01-2023 18:21:32.777579,"(8.5, 14.5, 11.954545454545455)","(5.0, 6.6, 6.072)","(5.5, 7.8, 6.96)","(26.0, 70.0, 62.54545454545455)","(4.6, 7.2, 6.057142857142857)","(10.0, 17.0, 14.5)","(2.15, 3.15, 3.1103448275862067)","(71.0, 480.0, 433.6363636363637)"
12-01-2023 18:21:33.977370,"(8.5, 14.5, 11.954545454545455)","(5.0, 6.6, 6.072)","(5.5, 7.8, 6.96)","(26.0, 70.0, 62.54545454545455)","(4.6, 7.2, 6.057142857142857)","(10.0, 17.0, 16.5)","(2.15, 3.15, 3.1129032258064515)","(71.0, 470.0, 433.6363636363637)"
12-01-2023 18:21:35.259099,"(8.0, 14.5, 11.954545454545455)","(5.5, 6.6, 6.072)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 17.0, 16.285714285714285)","(2.15, 3.15, 3.1129032258064515)","(71.0, 470.0, 433.6363636363637)"
12-01-2023 18:21:36.594512,"(8.0, 14.5, 11.954545454545455)","(5.5, 6.6, 6.072)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 17.0, 16.285714285714285)","(2.15, 3.15, 3.1129032258064515)","(71.0, 470.0, 433.6363636363637)"
12-01-2023 18:21:37.903556,"(8.0, 14.5, 11.954545454545455)","(5.5, 6.6, 6.022222222222222)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 17.0, 16.2)","(2.15, 3.15, 3.1129032258064515)","(71.0, 470.0, 433.6363636363637)"
12-01-2023 18:21:38.997194,"(8.0, 14.5, 11.954545454545455)","(5.5, 6.6, 6.022222222222222)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 19.0, 14.76923076923077)","(2.15, 3.15, 3.1129032258064515)","(71.0, 470.0, 433.6363636363637)"
12-01-2023 18:21:40.132706,"(8.0, 14.5, 11.954545454545455)","(5.5, 6.6, 6.022222222222222)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 18.0, 14.76923076923077)","(2.15, 3.15, 3.1129032258064515)","(71.0, 470.0, 430.0)"
12-01-2023 18:21:41.325796,"(8.0, 14.5, 11.954545454545455)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 18.0, 14.76923076923077)","(2.15, 3.15, 3.1129032258064515)","(71.0, 470.0, 433.6363636363637)"
12-01-2023 18:21:42.520476,"(8.0, 14.5, 11.954545454545455)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 18.0, 14.76923076923077)","(2.15, 3.15, 3.1129032258064515)","(71.0, 470.0, 377.5)"
12-01-2023 18:21:43.713232,"(8.0, 14.5, 12.3125)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 18.0, 15.666666666666668)","(2.15, 3.15, 3.105)","(71.0, 480.0, 377.5)"
12-01-2023 18:21:44.945054,"(8.0, 14.5, 12.3125)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 17.5, 16.285714285714285)","(2.15, 3.15, 3.105)","(71.0, 480.0, 377.5)"
12-01-2023 18:21:46.173932,"(8.0, 14.5, 12.3125)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 17.0, 15.375)","(2.15, 3.15, 3.1228571428571428)","(71.0, 480.0, 377.5)"
12-01-2023 18:21:47.391298,"(8.0, 14.5, 12.3125)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 16.5, 15.375)","(2.15, 3.15, 3.124090909090909)","(71.0, 480.0, 421.42857142857144)"
12-01-2023 18:21:48.496005,"(8.0, 14.5, 12.3125)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 16.5, 15.428571428571429)","(2.15, 3.15, 3.124090909090909)","(71.0, 480.0, 304.0)"
12-01-2023 18:21:49.607171,"(8.0, 14.5, 12.3125)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 16.0, 15.428571428571429)","(2.15, 3.15, 3.124090909090909)","(71.0, 460.0, 193.33333333333334)"
12-01-2023 18:21:50.791289,"(8.0, 14.5, 12.3125)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 16.0, 15.428571428571429)","(2.15, 3.15, 3.124090909090909)","(71.0, 440.0, 255.0)"
12-01-2023 18:21:52.050043,"(8.0, 14.5, 12.3125)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 16.0, 15.428571428571429)","(2.15, 3.15, 3.124090909090909)","(71.0, 440.0, 255.0)"
12-01-2023 18:21:53.276368,"(8.0, 14.5, 12.3125)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 16.0, 15.428571428571429)","(2.15, 3.15, 3.124090909090909)","(71.0, 440.0, 255.0)"
12-01-2023 18:21:54.395134,"(8.0, 14.5, 12.3125)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 16.0, 16.5)","(2.15, 3.15, 3.124090909090909)","(71.0, 440.0, 393.0769230769231)"
12-01-2023 18:21:55.468410,"(8.0, 14.5, 12.3125)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 18.0, 15.272727272727273)","(2.15, 3.15, 3.124090909090909)","(71.0, 420.0, 227.5)"
12-01-2023 18:21:56.616287,"(8.0, 14.5, 11.954545454545455)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 18.0, 15.666666666666668)","(2.15, 3.15, 3.124090909090909)","(71.0, 380.0, 111.875)"
12-01-2023 18:21:57.836770,"(8.0, 14.5, 11.954545454545455)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 17.5, 16.285714285714285)","(2.15, 3.15, 3.124090909090909)","(71.0, 370.0, 132.0)"
12-01-2023 18:21:59.098660,"(8.0, 14.5, 11.954545454545455)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 17.0, 15.818181818181818)","(2.15, 3.15, 3.124090909090909)","(71.0, 360.0, 132.0)"
12-01-2023 18:22:00.324131,"(8.0, 14.5, 11.954545454545455)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 19.0, 15.818181818181818)","(2.15, 3.15, 3.124090909090909)","(71.0, 360.0, 128.0)"
12-01-2023 18:22:01.510950,"(8.0, 14.5, 11.954545454545455)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 19.0, 15.818181818181818)","(2.15, 3.15, 3.124090909090909)","(71.0, 340.0, 128.0)"
12-01-2023 18:22:02.671223,"(8.0, 14.5, 11.954545454545455)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 19.0, 15.818181818181818)","(2.15, 3.15, 3.1252173913043477)","(71.0, 340.0, 128.0)"
12-01-2023 18:22:03.735336,"(8.0, 14.5, 11.954545454545455)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 19.0, 16.333333333333332)","(2.15, 3.15, 3.1252173913043477)","(71.0, 340.0, 128.0)"
12-01-2023 18:22:04.875691,"(8.0, 14.5, 11.954545454545455)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 18.5, 17.142857142857142)","(2.15, 3.15, 3.1252173913043477)","(71.0, 340.0, 128.0)"
12-01-2023 18:22:06.036565,"(8.0, 14.5, 11.954545454545455)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 18.0, 17.142857142857142)","(2.15, 3.15, 3.1252173913043477)","(71.0, 340.0, 128.0)"
12-01-2023 18:22:07.228953,"(8.0, 14.5, 11.954545454545455)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 18.0, 17.142857142857142)","(2.15, 3.15, 3.1252173913043477)","(71.0, 340.0, 128.0)"
12-01-2023 18:22:08.447940,"(8.0, 14.5, 11.954545454545455)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 18.0, 17.142857142857142)","(2.15, 3.15, 3.12)","(71.0, 340.0, 128.0)"
12-01-2023 18:22:09.622028,"(8.0, 14.5, 11.954545454545455)","(5.5, 6.6, 6.163636363636364)","(5.5, 7.8, 6.96)","(26.0, 70.0, 63.166666666666664)","(4.6, 7.2, 6.057142857142857)","(10.0, 18.0, 16.2)","(2.15, 3.15, 3.12)","(71.0, 340.0, 128.0)"
