,Moose Ville,Miss Narla,Smile Osti,Slingshot Vinny,Middle Arm,Aussie Sebastian,Fred Flint,Emmas Mate
12-01-2023 18:12:38.747375,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.5)","(2.15, 3.25, 2.900975609756098)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:12:39.945474,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.5)","(2.15, 3.25, 2.900975609756098)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:12:41.206144,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.5)","(2.15, 3.25, 2.900975609756098)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:12:42.486383,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.5)","(2.15, 3.25, 2.8692307692307693)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:12:43.783804,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.5)","(2.15, 3.25, 2.8692307692307693)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:12:44.996501,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 15.166666666666668)","(2.15, 3.25, 2.8692307692307693)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:12:46.207801,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 21.0, 18.5)","(2.15, 3.25, 2.8692307692307693)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:12:47.427207,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.5)","(2.15, 3.25, 2.8692307692307693)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:12:48.808222,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.5)","(2.15, 3.25, 2.8692307692307693)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:12:50.130410,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.5)","(2.15, 3.25, 2.8692307692307693)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:12:51.422624,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.5)","(2.15, 3.25, 2.8692307692307693)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:12:52.675457,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.5)","(2.15, 3.25, 2.8692307692307693)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:12:53.891631,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.5)","(2.15, 3.25, 2.8692307692307693)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:12:55.095152,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.5)","(2.15, 3.25, 2.8692307692307693)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:12:56.178579,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.5)","(2.15, 3.25, 2.8692307692307693)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:12:57.310398,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.5)","(2.15, 3.25, 2.8692307692307693)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:12:58.448819,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.5)","(2.15, 3.25, 2.8692307692307693)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:12:59.564136,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.5)","(2.15, 3.25, 2.8692307692307693)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:00.739351,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.5)","(2.15, 3.25, 2.8692307692307693)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:02.021217,"(8.5, 16.0, 13.666666666666668)","(5.0, 8.8, 5.918181818181818)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 16.8)","(2.15, 3.25, 2.8810526315789473)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:03.402908,"(8.5, 13.0, 10.777777777777779)","(5.0, 6.6, 7.566666666666666)","(5.5, 9.6, 8.485714285714286)","(26.0, 120.0, 96.5)","(4.6, 10.5, 7.053846153846154)","(10.0, 21.0, 18.125)","(2.15, 2.9, 2.929767441860465)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:04.635298,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.566666666666666)","(5.5, 9.6, 8.08)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.5)","(10.0, 20.0, 18.125)","(2.15, 3.25, 3.012592592592593)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:05.875330,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.08)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.5)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.012592592592593)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:07.388477,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 2.87)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:08.671200,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.875)","(5.5, 9.6, 8.71111111111111)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 2.87)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:10.116164,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.145454545454546)","(5.5, 9.6, 8.89090909090909)","(26.0, 120.0, 96.5)","(4.6, 10.5, 7.9222222222222225)","(10.0, 20.0, 18.125)","(2.15, 3.2, 2.87)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:11.338761,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.4)","(5.5, 9.6, 8.08)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 2.87)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:12.623702,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.4)","(5.5, 9.6, 9.0)","(26.0, 120.0, 96.5)","(4.6, 10.5, 8.290476190476191)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:13.846614,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.4)","(5.5, 9.6, 9.0)","(26.0, 120.0, 96.5)","(4.6, 10.5, 8.290476190476191)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:15.021333,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.145454545454546)","(5.5, 9.6, 9.0)","(26.0, 120.0, 96.5)","(4.6, 10.5, 8.290476190476191)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:16.226084,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.285714285714286)","(5.5, 9.6, 9.0)","(26.0, 120.0, 96.5)","(4.6, 10.5, 8.715384615384615)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:17.456127,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.285714285714286)","(5.5, 9.6, 9.0)","(26.0, 120.0, 96.5)","(4.6, 10.5, 8.715384615384615)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:18.716699,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.285714285714286)","(5.5, 9.6, 9.0)","(26.0, 120.0, 96.5)","(4.6, 10.5, 8.715384615384615)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:19.924141,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.285714285714286)","(5.5, 9.6, 9.0)","(26.0, 120.0, 96.5)","(4.6, 10.5, 8.715384615384615)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:21.157154,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.285714285714286)","(5.5, 9.6, 9.0)","(26.0, 120.0, 96.5)","(4.6, 10.5, 8.715384615384615)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:22.412284,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.285714285714286)","(5.5, 9.6, 9.0)","(26.0, 120.0, 96.5)","(4.6, 10.5, 8.715384615384615)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:23.711504,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.285714285714286)","(5.5, 9.6, 9.0)","(26.0, 120.0, 96.5)","(4.6, 10.5, 8.715384615384615)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:25.019908,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.36)","(5.5, 9.6, 8.08)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:26.233744,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.4)","(5.5, 9.6, 8.08)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:27.348919,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.6000000000000005)","(5.5, 9.6, 8.08)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:28.545025,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.48)","(5.5, 9.6, 8.120000000000001)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:29.765817,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.48)","(5.5, 9.6, 8.89090909090909)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:30.994811,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.100000000000001)","(5.5, 9.6, 8.08)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:32.192328,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.44)","(5.5, 9.6, 8.08)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:33.340318,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.100000000000001)","(5.5, 9.6, 8.84)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:34.572494,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.44)","(5.5, 9.6, 8.120000000000001)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:35.833910,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.100000000000001)","(5.5, 9.6, 8.84)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:37.054732,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.44)","(5.5, 9.6, 8.84)","(26.0, 120.0, 96.5)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:13:38.364611,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.100000000000001)","(5.5, 9.6, 8.120000000000001)","(26.0, 120.0, 96.10526315789474)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 419.375)"
12-01-2023 18:13:39.587880,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.44)","(5.5, 9.6, 9.0)","(26.0, 100.0, 79.28)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 470.0, 419.375)"
12-01-2023 18:13:40.833399,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.44)","(5.5, 9.6, 9.0)","(26.0, 100.0, 79.28)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 470.0, 419.375)"
12-01-2023 18:13:42.135659,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.100000000000001)","(5.5, 9.6, 8.89090909090909)","(26.0, 100.0, 79.28)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 470.0, 419.375)"
12-01-2023 18:13:43.416308,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.32)","(5.5, 9.6, 8.08)","(26.0, 100.0, 79.28)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 470.0, 419.375)"
12-01-2023 18:13:44.633895,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.376470588235295)","(5.5, 9.6, 8.120000000000001)","(26.0, 100.0, 79.28)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 470.0, 419.375)"
12-01-2023 18:13:45.845058,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.376470588235295)","(5.5, 9.6, 8.120000000000001)","(26.0, 100.0, 79.28)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 470.0, 419.375)"
12-01-2023 18:13:47.092262,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.376470588235295)","(5.5, 9.6, 8.89090909090909)","(26.0, 100.0, 79.28)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 470.0, 419.375)"
12-01-2023 18:13:48.310435,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.376470588235295)","(5.5, 9.6, 8.08)","(26.0, 100.0, 79.28)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 470.0, 419.375)"
12-01-2023 18:13:49.543663,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.376470588235295)","(5.5, 9.6, 8.08)","(26.0, 100.0, 86.54545454545455)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 470.0, 419.375)"
12-01-2023 18:13:50.737850,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.376470588235295)","(5.5, 9.6, 8.08)","(26.0, 100.0, 86.54545454545455)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 470.0, 419.375)"
12-01-2023 18:13:51.996404,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.376470588235295)","(5.5, 9.6, 8.89090909090909)","(26.0, 100.0, 86.54545454545455)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 470.0, 419.375)"
12-01-2023 18:13:53.214783,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.376470588235295)","(5.5, 9.6, 8.625)","(26.0, 100.0, 86.54545454545455)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 470.0, 360.90909090909093)"
12-01-2023 18:13:54.453792,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.376470588235295)","(5.5, 9.6, 8.89090909090909)","(26.0, 100.0, 96.10526315789474)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 530.0, 463.125)"
12-01-2023 18:13:55.653023,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.376470588235295)","(5.5, 9.6, 8.04)","(26.0, 100.0, 96.10526315789474)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 520.0, 463.125)"
12-01-2023 18:13:56.867415,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.376470588235295)","(5.5, 9.6, 8.08)","(26.0, 100.0, 96.10526315789474)","(4.6, 10.5, 6.766666666666667)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 520.0, 463.125)"
12-01-2023 18:13:58.065341,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.376470588235295)","(5.5, 9.6, 8.08)","(26.0, 100.0, 96.10526315789474)","(4.6, 10.5, 6.5)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 520.0, 463.125)"
12-01-2023 18:13:59.281146,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.376470588235295)","(5.5, 9.6, 8.89090909090909)","(26.0, 100.0, 96.10526315789474)","(4.6, 10.5, 6.766666666666667)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 520.0, 463.125)"
12-01-2023 18:14:00.475341,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.376470588235295)","(5.5, 9.6, 8.89090909090909)","(26.0, 100.0, 96.10526315789474)","(4.6, 10.5, 6.766666666666667)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 520.0, 463.125)"
12-01-2023 18:14:01.592776,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.376470588235295)","(5.5, 9.6, 8.89090909090909)","(26.0, 100.0, 96.10526315789474)","(4.6, 10.5, 6.5)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 520.0, 463.125)"
12-01-2023 18:14:02.756455,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.376470588235295)","(5.5, 9.6, 8.84)","(26.0, 100.0, 96.10526315789474)","(4.6, 10.5, 6.572727272727272)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 520.0, 380.0)"
12-01-2023 18:14:03.994426,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.376470588235295)","(5.5, 9.6, 8.84)","(26.0, 100.0, 96.10526315789474)","(4.6, 10.5, 7.9222222222222225)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 560.0, 442.2222222222222)"
12-01-2023 18:14:05.235427,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.4)","(5.5, 9.6, 8.16)","(26.0, 100.0, 96.10526315789474)","(4.6, 10.5, 7.65)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 550.0, 442.2222222222222)"
12-01-2023 18:14:06.434177,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.4)","(5.5, 9.6, 8.120000000000001)","(26.0, 100.0, 96.10526315789474)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 550.0, 442.2222222222222)"
12-01-2023 18:14:07.596065,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 7.44)","(5.5, 9.6, 8.3)","(26.0, 100.0, 96.10526315789474)","(4.6, 10.5, 6.7)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 550.0, 442.2222222222222)"
12-01-2023 18:14:08.763071,"(8.5, 16.0, 14.057142857142857)","(5.0, 8.8, 8.100000000000001)","(5.5, 9.6, 8.3)","(26.0, 100.0, 96.10526315789474)","(4.6, 10.5, 8.22)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 550.0, 326.15384615384613)"
