,Set Us Free,Inordinate,Rebel Racer,Dixie Built,Hollerween,Turin,Black Banjo,Manhattan Sting,Fabiola,Hesontherun,Delightful Hustler,Anything But
10-01-2023 14:43:09.410465,"(13.0, 18.5, 17.02173913043478)","(3.4, 5.1, 4.62)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 13.375)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 80.0, 57.2)","(101.0, 190.0, 170.0)","(9.0, 16.0, 14.068965517241379)","(14.0, 20.0, 18.0)","(21.0, 28.0, 25.333333333333332)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:11.155177,"(13.0, 18.5, 17.02173913043478)","(3.4, 5.1, 4.62)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 13.375)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 80.0, 57.2)","(101.0, 190.0, 170.0)","(9.0, 16.0, 14.068965517241379)","(14.0, 20.0, 18.0)","(21.0, 28.0, 25.333333333333332)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:12.860824,"(13.0, 18.5, 17.02173913043478)","(3.4, 5.1, 4.62)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 13.375)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 80.0, 61.0)","(101.0, 190.0, 170.0)","(9.0, 16.0, 14.068965517241379)","(14.0, 20.0, 18.0)","(21.0, 28.0, 25.333333333333332)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:14.659368,"(13.0, 18.5, 17.02173913043478)","(3.4, 5.1, 4.62)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 13.375)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 80.0, 61.0)","(101.0, 190.0, 170.0)","(9.0, 16.0, 14.068965517241379)","(14.0, 20.0, 18.0)","(21.0, 28.0, 24.63157894736842)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:16.512596,"(13.0, 18.5, 17.02173913043478)","(3.4, 5.1, 5.054716981132075)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 13.375)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 80.0, 61.0)","(101.0, 190.0, 170.0)","(9.0, 16.0, 14.068965517241379)","(14.0, 20.0, 18.0)","(21.0, 28.0, 24.545454545454547)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:18.962503,"(13.0, 18.5, 17.02173913043478)","(3.4, 5.1, 5.054716981132075)","(9.0, 11.5, 11.28125)","(10.0, 14.5, 13.9375)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 80.0, 61.0)","(101.0, 190.0, 170.0)","(9.0, 16.0, 14.068965517241379)","(14.0, 20.0, 18.0)","(21.0, 28.0, 24.545454545454547)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:20.767137,"(13.0, 18.5, 17.02173913043478)","(3.4, 5.1, 5.054716981132075)","(9.0, 11.5, 11.28125)","(10.0, 14.5, 13.9375)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 80.0, 60.66666666666667)","(101.0, 190.0, 170.0)","(9.0, 16.0, 14.068965517241379)","(14.0, 20.0, 18.0)","(21.0, 28.0, 24.545454545454547)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:22.538283,"(13.0, 18.5, 17.02173913043478)","(3.4, 5.1, 5.054716981132075)","(9.0, 11.5, 11.28125)","(10.0, 14.5, 13.9375)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 70.0, 53.2)","(101.0, 190.0, 170.0)","(9.0, 16.0, 14.068965517241379)","(14.0, 20.0, 18.0)","(21.0, 28.0, 24.545454545454547)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:24.328665,"(13.0, 18.5, 17.02173913043478)","(3.4, 5.1, 4.8999999999999995)","(9.0, 11.5, 11.28125)","(10.0, 14.5, 13.9375)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 70.0, 52.22222222222222)","(101.0, 190.0, 170.0)","(9.0, 16.0, 14.068965517241379)","(14.0, 20.0, 18.0)","(21.0, 28.0, 24.545454545454547)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:26.041462,"(13.0, 18.5, 17.02173913043478)","(3.4, 5.1, 4.918181818181818)","(9.0, 11.5, 11.28125)","(10.0, 14.5, 13.9375)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 65.0, 52.22222222222222)","(101.0, 190.0, 170.0)","(9.0, 16.0, 14.068965517241379)","(14.0, 20.0, 18.0)","(21.0, 28.0, 24.545454545454547)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:27.719671,"(13.0, 18.5, 17.02173913043478)","(3.4, 5.1, 4.918181818181818)","(9.0, 11.5, 11.28125)","(10.0, 14.5, 13.9375)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 65.0, 52.22222222222222)","(101.0, 190.0, 170.0)","(9.0, 16.0, 14.068965517241379)","(14.0, 20.0, 18.0)","(21.0, 28.0, 24.545454545454547)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:29.397384,"(13.0, 18.5, 17.02173913043478)","(3.4, 5.1, 4.918181818181818)","(9.0, 11.5, 11.28125)","(10.0, 14.5, 13.9375)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 65.0, 52.22222222222222)","(101.0, 190.0, 170.0)","(9.0, 16.0, 14.068965517241379)","(14.0, 20.0, 18.0)","(21.0, 28.0, 24.545454545454547)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:31.214946,"(13.0, 18.5, 17.02173913043478)","(3.4, 5.1, 4.918181818181818)","(9.0, 11.5, 11.28125)","(10.0, 14.5, 13.9375)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 65.0, 52.22222222222222)","(101.0, 190.0, 170.0)","(9.0, 16.0, 14.068965517241379)","(14.0, 20.0, 18.0)","(21.0, 28.0, 24.545454545454547)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:32.965587,"(13.0, 18.5, 20.75)","(3.4, 5.1, 4.918181818181818)","(9.0, 11.5, 11.28125)","(10.0, 14.5, 13.45)","(4.8, 6.0, 5.775)","(4.6, 4.9, 4.798461538461539)","(31.0, 65.0, 52.22222222222222)","(101.0, 190.0, 170.0)","(9.0, 16.0, 16.0)","(14.0, 20.0, 18.0)","(21.0, 28.0, 26.0)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:35.086528,"(13.0, 22.0, 20.75)","(3.4, 5.1, 4.918181818181818)","(9.0, 11.5, 11.28125)","(10.0, 14.5, 13.45)","(4.8, 6.0, 5.775)","(4.6, 4.9, 4.798461538461539)","(31.0, 65.0, 52.22222222222222)","(101.0, 190.0, 170.0)","(9.0, 17.5, 15.555555555555555)","(14.0, 20.0, 18.0)","(21.0, 28.0, 26.0)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:37.236390,"(13.0, 22.0, 19.4)","(3.4, 5.1, 4.918181818181818)","(9.0, 11.5, 11.28125)","(10.0, 14.5, 13.45)","(4.8, 6.0, 5.775)","(4.6, 4.9, 4.798461538461539)","(31.0, 65.0, 51.0)","(101.0, 190.0, 170.0)","(9.0, 17.5, 15.555555555555555)","(14.0, 20.0, 18.0)","(21.0, 28.0, 26.0)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:39.079755,"(13.0, 21.0, 18.333333333333332)","(3.4, 5.1, 4.7846153846153845)","(9.0, 11.5, 11.28125)","(10.0, 14.5, 13.411764705882353)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 60.0, 50.0)","(101.0, 190.0, 170.0)","(9.0, 17.5, 15.5)","(14.0, 20.0, 18.0)","(21.0, 28.0, 26.0)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:40.873509,"(13.0, 21.0, 19.4)","(3.4, 5.0, 4.7846153846153845)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 13.411764705882353)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 60.0, 50.0)","(101.0, 190.0, 170.0)","(9.0, 17.0, 15.5)","(14.0, 20.0, 18.0)","(21.0, 28.0, 29.25)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:42.693191,"(13.0, 21.0, 19.4)","(3.4, 5.0, 4.7846153846153845)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 13.411764705882353)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 60.0, 50.0)","(101.0, 190.0, 170.0)","(9.0, 17.0, 15.5)","(14.0, 20.0, 18.0)","(21.0, 38.0, 29.25)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:44.621914,"(13.0, 21.0, 18.333333333333332)","(3.4, 5.0, 4.7846153846153845)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 13.411764705882353)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 60.0, 50.0)","(101.0, 190.0, 170.0)","(9.0, 17.0, 15.5)","(14.0, 20.0, 18.0)","(21.0, 38.0, 27.81818181818182)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:46.477561,"(13.0, 21.0, 18.333333333333332)","(3.4, 5.0, 4.7846153846153845)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 13.411764705882353)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 60.0, 50.0)","(101.0, 190.0, 170.0)","(9.0, 17.0, 15.5)","(14.0, 20.0, 18.0)","(21.0, 38.0, 27.81818181818182)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:48.299251,"(13.0, 21.0, 18.5)","(3.4, 5.0, 4.888)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 13.411764705882353)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 60.0, 52.4)","(101.0, 190.0, 170.0)","(9.0, 17.0, 15.5)","(14.0, 20.0, 18.0)","(21.0, 38.0, 31.2)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:50.460849,"(13.0, 20.0, 18.5)","(3.4, 5.0, 4.888)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 13.125)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 55.0, 52.4)","(101.0, 190.0, 170.0)","(9.0, 17.0, 15.5)","(14.0, 20.0, 18.0)","(21.0, 36.0, 28.0)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:52.665348,"(13.0, 20.0, 18.5)","(3.4, 5.0, 4.888)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 13.125)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 55.0, 52.4)","(101.0, 190.0, 170.0)","(9.0, 17.0, 15.5)","(14.0, 20.0, 18.0)","(21.0, 34.0, 26.727272727272727)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:54.459337,"(13.0, 20.0, 18.5)","(3.4, 5.0, 4.888)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 13.125)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.798461538461539)","(31.0, 55.0, 52.4)","(101.0, 190.0, 170.0)","(9.0, 17.0, 15.5)","(14.0, 20.0, 18.0)","(21.0, 34.0, 26.727272727272727)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:56.257822,"(13.0, 20.0, 18.5)","(3.4, 5.0, 4.927272727272727)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 12.63888888888889)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.837142857142857)","(31.0, 55.0, 52.4)","(101.0, 190.0, 170.0)","(9.0, 17.0, 15.5)","(14.0, 20.0, 18.0)","(21.0, 34.0, 28.285714285714285)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:58.070383,"(13.0, 20.0, 18.5)","(3.4, 5.0, 4.888)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 12.333333333333334)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.837142857142857)","(31.0, 55.0, 52.4)","(101.0, 190.0, 170.0)","(9.0, 17.0, 15.5)","(14.0, 20.0, 18.0)","(21.0, 34.0, 28.285714285714285)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:43:59.832477,"(13.0, 20.0, 18.5)","(3.4, 5.0, 4.888)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 12.333333333333334)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.837142857142857)","(31.0, 55.0, 52.4)","(101.0, 190.0, 170.0)","(9.0, 17.0, 15.5)","(14.0, 20.0, 18.0)","(21.0, 34.0, 28.285714285714285)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:01.607861,"(13.0, 20.0, 18.5)","(3.4, 5.0, 4.888)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 12.333333333333334)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.837142857142857)","(31.0, 55.0, 52.4)","(101.0, 190.0, 170.0)","(9.0, 17.0, 15.5)","(14.0, 20.0, 18.0)","(21.0, 34.0, 28.285714285714285)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:03.354002,"(13.0, 20.0, 18.5)","(3.4, 5.0, 4.888)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 12.333333333333334)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.7846153846153845)","(31.0, 55.0, 48.4)","(101.0, 190.0, 170.0)","(9.0, 17.0, 15.5)","(14.0, 20.0, 18.0)","(21.0, 34.0, 28.285714285714285)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:05.206930,"(13.0, 20.0, 18.5)","(3.4, 5.0, 4.927272727272727)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 12.333333333333334)","(4.8, 6.0, 5.8125)","(4.6, 4.8, 4.7846153846153845)","(31.0, 50.0, 48.4)","(101.0, 190.0, 170.0)","(9.0, 17.0, 17.2)","(14.0, 20.0, 18.0)","(21.0, 34.0, 26.8)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:07.039695,"(13.0, 20.0, 18.5)","(3.4, 5.0, 5.1684210526315795)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 12.333333333333334)","(4.8, 6.0, 5.8125)","(4.6, 4.8, 4.7846153846153845)","(31.0, 50.0, 48.4)","(101.0, 190.0, 170.0)","(9.0, 18.0, 17.2)","(14.0, 20.0, 18.0)","(21.0, 34.0, 26.8)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:08.839461,"(13.0, 20.0, 18.5)","(3.4, 5.2, 5.1684210526315795)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 12.333333333333334)","(4.8, 6.0, 5.8125)","(4.6, 4.8, 4.7846153846153845)","(31.0, 50.0, 48.4)","(101.0, 190.0, 170.0)","(9.0, 18.0, 17.2)","(14.0, 20.0, 18.0)","(21.0, 34.0, 26.8)","(101.0, 200.0, 186.66666666666666)"
