,Abernathy,Cooper Kyran,Immense,Rage Quit,Winkler,Liquor License
06-01-2023 14:18:54.775253,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 17.46153846153846)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:18:55.679021,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 16.0)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:18:56.687948,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 16.0)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:18:57.734285,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 16.0)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:18:58.992110,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 16.0)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:00.177000,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 16.0)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:01.097812,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 16.0)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:02.100300,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 16.0)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:03.217268,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 16.0)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:04.237918,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 16.0)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:05.237144,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 16.0)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:06.261147,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 16.0)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:07.273300,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 22.0)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:08.332554,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 22.0)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:09.308738,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 22.0)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:10.272746,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 22.0)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:11.348660,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 22.0)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:12.288153,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 22.0)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:13.333806,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:14.409415,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:15.406288,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:16.399076,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:17.263827,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:18.267374,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:19.166566,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:20.210502,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:21.192111,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:22.350386,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:23.247593,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:24.254703,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:25.244929,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:26.233899,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:27.215555,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:28.392318,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:29.621168,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:30.814649,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:31.928331,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:33.070620,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:34.407675,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:35.511977,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:36.555721,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:37.571880,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:38.747588,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:39.942002,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:41.035187,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:42.024531,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:43.161364,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:44.504525,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:45.489848,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:46.496245,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:47.707717,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:48.893853,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:50.143474,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:51.145203,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.107142857142858)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:52.182611,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.03846153846154)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:53.290037,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.03846153846154)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:54.313116,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.03846153846154)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:55.614788,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.03846153846154)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:56.809426,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.03846153846154)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:57.706361,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.03846153846154)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:19:58.830611,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.03846153846154)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
06-01-2023 14:20:00.152385,"(2.5, 3.95, 2.597567567567568)","(11.0, 27.0, 21.03846153846154)","(5.0, 8.0, 6.166666666666667)","(3.2, 5.5, 3.5714285714285716)","(7.5, 13.5, 11.757142857142856)","(6.5, 12.5, 8.433333333333334)"
