,Louie,Inga Sadie,Wichita Bale,Mohinga Chase,Obsession Agogo,Zipping Diesel,Runnin Riot,Autumn Doll
14-12-2022 14:24:50.913899,"(1.65, 1.86, 1.8450000000000002)","(41.0, 110.0, 94.61538461538461)","(18.0, 32.0, 30.363636363636363)","(6.5, 7.6, 7.341176470588235)","(21.0, 38.0, 33.125)","(14.0, 27.0, 24.454545454545453)","(10.0, 18.5, 17.814285714285713)","(5.0, 7.0, 6.9714285714285715)"
14-12-2022 14:24:51.995175,"(1.65, 1.86, 1.8450000000000002)","(41.0, 110.0, 94.61538461538461)","(18.0, 32.0, 30.363636363636363)","(6.5, 7.6, 7.324999999999999)","(21.0, 38.0, 33.125)","(14.0, 27.0, 24.454545454545453)","(10.0, 18.5, 17.814285714285713)","(5.0, 7.0, 6.9714285714285715)"
14-12-2022 14:24:53.088381,"(1.65, 1.84, 1.8311111111111111)","(41.0, 110.0, 94.61538461538461)","(18.0, 32.0, 30.363636363636363)","(6.5, 7.6, 7.324999999999999)","(21.0, 38.0, 34.285714285714285)","(14.0, 27.0, 24.05263157894737)","(10.0, 18.5, 17.814285714285713)","(5.0, 7.0, 6.9714285714285715)"
14-12-2022 14:24:54.241690,"(1.65, 1.84, 1.830909090909091)","(41.0, 110.0, 94.61538461538461)","(18.0, 32.0, 30.363636363636363)","(6.5, 7.6, 7.324999999999999)","(21.0, 38.0, 33.125)","(14.0, 27.0, 24.05263157894737)","(10.0, 18.5, 17.814285714285713)","(5.0, 7.0, 6.95)"
14-12-2022 14:24:55.506439,"(1.65, 1.84, 1.835)","(41.0, 110.0, 94.61538461538461)","(18.0, 32.0, 30.363636363636363)","(6.5, 7.6, 7.495238095238095)","(21.0, 38.0, 34.285714285714285)","(14.0, 27.0, 24.05263157894737)","(10.0, 18.5, 17.814285714285713)","(5.0, 7.2, 6.88)"
14-12-2022 14:24:56.738536,"(1.65, 1.84, 1.835)","(41.0, 110.0, 94.61538461538461)","(18.0, 32.0, 30.363636363636363)","(6.5, 7.6, 7.52)","(21.0, 38.0, 33.125)","(14.0, 27.0, 24.05263157894737)","(10.0, 18.5, 17.576923076923077)","(5.0, 7.2, 6.88)"
14-12-2022 14:24:57.907967,"(1.65, 1.84, 1.8371428571428572)","(41.0, 110.0, 94.61538461538461)","(18.0, 32.0, 30.363636363636363)","(6.5, 7.6, 7.52)","(21.0, 38.0, 33.125)","(14.0, 27.0, 24.05263157894737)","(10.0, 18.5, 17.576923076923077)","(5.0, 7.2, 6.88)"
14-12-2022 14:24:59.188130,"(1.65, 1.85, 1.8481818181818184)","(41.0, 110.0, 94.61538461538461)","(18.0, 36.0, 34.625)","(6.5, 7.6, 7.52)","(21.0, 38.0, 34.285714285714285)","(14.0, 27.0, 23.384615384615383)","(10.0, 18.5, 17.576923076923077)","(5.0, 7.2, 6.9)"
14-12-2022 14:25:00.381641,"(1.65, 1.85, 1.848)","(41.0, 110.0, 94.61538461538461)","(18.0, 38.0, 34.625)","(6.5, 7.6, 7.509090909090909)","(21.0, 38.0, 32.8)","(14.0, 28.0, 24.333333333333332)","(10.0, 18.5, 17.833333333333332)","(5.0, 7.0, 6.964705882352941)"
14-12-2022 14:25:01.705523,"(1.65, 1.84, 1.8250000000000002)","(41.0, 110.0, 94.61538461538461)","(18.0, 38.0, 34.76)","(6.5, 7.6, 7.509090909090909)","(21.0, 38.0, 33.666666666666664)","(14.0, 27.0, 23.714285714285715)","(10.0, 18.5, 17.954545454545453)","(5.0, 7.0, 6.975)"
14-12-2022 14:25:02.920736,"(1.65, 1.84, 1.8250000000000002)","(41.0, 110.0, 94.61538461538461)","(18.0, 38.0, 34.21052631578947)","(6.5, 7.6, 7.509090909090909)","(21.0, 38.0, 34.608695652173914)","(14.0, 26.0, 23.714285714285715)","(10.0, 18.5, 17.954545454545453)","(5.0, 7.0, 6.975)"
14-12-2022 14:25:04.089650,"(1.65, 1.84, 1.8250000000000002)","(41.0, 110.0, 94.61538461538461)","(18.0, 38.0, 34.21052631578947)","(6.5, 7.6, 7.509090909090909)","(21.0, 38.0, 34.608695652173914)","(14.0, 26.0, 23.333333333333332)","(10.0, 18.5, 18.055555555555557)","(5.0, 7.0, 6.975)"
14-12-2022 14:25:05.212952,"(1.65, 1.84, 1.8390322580645162)","(41.0, 110.0, 94.61538461538461)","(18.0, 38.0, 34.21052631578947)","(6.5, 7.6, 7.494736842105263)","(21.0, 38.0, 33.666666666666664)","(14.0, 26.0, 23.333333333333332)","(10.0, 18.5, 18.055555555555557)","(5.0, 7.0, 6.975)"
14-12-2022 14:25:06.543305,"(1.65, 1.84, 1.8390322580645162)","(41.0, 110.0, 94.61538461538461)","(18.0, 38.0, 34.21052631578947)","(6.5, 7.6, 7.355555555555555)","(21.0, 38.0, 33.666666666666664)","(14.0, 26.0, 23.9375)","(10.0, 18.5, 18.055555555555557)","(5.0, 7.0, 6.975)"
14-12-2022 14:25:07.661879,"(1.65, 1.84, 1.8390322580645162)","(41.0, 110.0, 94.61538461538461)","(18.0, 38.0, 34.21052631578947)","(6.5, 7.6, 7.355555555555555)","(21.0, 38.0, 33.666666666666664)","(14.0, 26.0, 23.9375)","(10.0, 18.5, 18.055555555555557)","(5.0, 7.0, 6.78)"
14-12-2022 14:25:08.885161,"(1.65, 1.85, 1.8423809523809525)","(41.0, 110.0, 94.78260869565217)","(18.0, 38.0, 36.4)","(6.5, 7.4, 7.220000000000001)","(21.0, 38.0, 34.608695652173914)","(14.0, 26.0, 24.166666666666668)","(10.0, 18.5, 18.055555555555557)","(5.0, 7.0, 6.66)"
14-12-2022 14:25:10.061407,"(1.65, 1.85, 1.834)","(41.0, 110.0, 94.78260869565217)","(18.0, 38.0, 37.333333333333336)","(6.5, 7.4, 7.220000000000001)","(21.0, 38.0, 33.666666666666664)","(14.0, 26.0, 24.166666666666668)","(10.0, 18.5, 18.055555555555557)","(5.0, 6.8, 6.584210526315789)"
14-12-2022 14:25:11.326095,"(1.65, 1.85, 1.834)","(41.0, 110.0, 97.5)","(18.0, 40.0, 36.8)","(6.5, 7.4, 7.220000000000001)","(21.0, 38.0, 33.666666666666664)","(14.0, 26.0, 24.166666666666668)","(10.0, 18.5, 18.181818181818183)","(5.0, 6.6, 6.590163934426229)"
14-12-2022 14:25:12.552928,"(1.65, 1.85, 1.8223076923076924)","(41.0, 110.0, 99.39393939393939)","(18.0, 38.0, 38.1)","(6.5, 7.4, 7.220000000000001)","(21.0, 38.0, 34.608695652173914)","(14.0, 26.0, 24.166666666666668)","(10.0, 18.5, 18.38235294117647)","(5.0, 6.6, 6.7)"
14-12-2022 14:25:13.783842,"(1.65, 1.85, 1.8288235294117647)","(41.0, 110.0, 99.39393939393939)","(18.0, 42.0, 38.1)","(6.5, 7.4, 6.79)","(21.0, 38.0, 34.608695652173914)","(14.0, 26.0, 23.642857142857142)","(10.0, 18.5, 18.571428571428573)","(5.0, 6.8, 7.317241379310345)"
14-12-2022 14:25:14.967475,"(1.65, 1.85, 1.8336363636363637)","(41.0, 110.0, 99.39393939393939)","(18.0, 42.0, 38.470588235294116)","(6.5, 6.8, 6.6)","(21.0, 38.0, 34.608695652173914)","(14.0, 26.0, 23.352941176470587)","(10.0, 19.0, 18.571428571428573)","(5.0, 7.4, 6.975)"
14-12-2022 14:25:16.201165,"(1.65, 1.85, 1.8357142857142859)","(41.0, 110.0, 102.75862068965517)","(18.0, 42.0, 38.470588235294116)","(6.5, 6.8, 6.632258064516129)","(21.0, 38.0, 34.0)","(14.0, 25.0, 23.352941176470587)","(10.0, 19.0, 18.90625)","(5.0, 7.0, 7.1000000000000005)"
14-12-2022 14:25:17.446523,"(1.65, 1.85, 1.842)","(41.0, 110.0, 98.67647058823529)","(19.0, 42.0, 38.1)","(6.5, 6.8, 6.64)","(21.0, 38.0, 34.0)","(14.0, 25.0, 23.352941176470587)","(10.0, 19.0, 18.90625)","(5.0, 7.2, 7.1000000000000005)"
14-12-2022 14:25:18.564855,"(1.65, 1.84, 1.83375)","(41.0, 110.0, 98.67647058823529)","(19.0, 42.0, 38.1)","(6.5, 6.8, 6.592592592592593)","(21.0, 38.0, 35.0)","(14.0, 25.0, 22.666666666666668)","(10.0, 19.0, 18.90625)","(5.0, 7.2, 7.095652173913043)"
14-12-2022 14:25:19.671603,"(1.65, 1.87, 1.8692000000000002)","(41.0, 110.0, 98.67647058823529)","(19.0, 42.0, 38.1)","(6.5, 6.8, 6.54054054054054)","(21.0, 38.0, 33.666666666666664)","(14.0, 25.0, 22.666666666666668)","(10.0, 19.0, 18.90625)","(5.0, 7.2, 7.325)"
14-12-2022 14:25:20.762445,"(1.65, 1.87, 1.8683636363636364)","(41.0, 110.0, 98.67647058823529)","(19.0, 42.0, 38.1)","(6.0, 6.8, 6.5473684210526315)","(21.0, 38.0, 33.666666666666664)","(14.0, 25.0, 22.666666666666668)","(10.0, 19.0, 18.90625)","(5.0, 7.4, 7.325)"
14-12-2022 14:25:22.014714,"(1.65, 1.87, 1.8695833333333334)","(41.0, 110.0, 98.67647058823529)","(19.0, 42.0, 38.1)","(6.0, 6.8, 6.536585365853659)","(21.0, 38.0, 34.608695652173914)","(14.0, 25.0, 22.666666666666668)","(10.0, 19.0, 18.210526315789473)","(5.0, 7.4, 7.2)"
14-12-2022 14:25:23.204536,"(1.65, 1.87, 1.8510526315789475)","(41.0, 110.0, 98.67647058823529)","(19.0, 42.0, 38.1)","(6.0, 6.8, 6.536585365853659)","(21.0, 38.0, 34.608695652173914)","(14.0, 25.0, 22.666666666666668)","(10.0, 19.0, 18.75)","(5.0, 7.4, 7.2)"
14-12-2022 14:25:24.586862,"(1.65, 1.86, 1.8466666666666667)","(41.0, 110.0, 98.67647058823529)","(19.0, 42.0, 38.1)","(6.0, 6.8, 6.514285714285714)","(21.0, 38.0, 34.0)","(14.0, 25.0, 22.666666666666668)","(10.0, 19.0, 17.194444444444443)","(5.0, 7.4, 6.988235294117647)"
14-12-2022 14:25:25.830645,"(1.65, 1.87, 1.863076923076923)","(41.0, 110.0, 98.67647058823529)","(19.0, 42.0, 37.411764705882355)","(6.0, 6.8, 6.514285714285714)","(21.0, 38.0, 34.0)","(14.0, 25.0, 22.666666666666668)","(10.0, 19.0, 17.194444444444443)","(5.0, 7.0, 7.236363636363636)"
14-12-2022 14:25:27.246570,"(1.65, 1.85, 1.842857142857143)","(41.0, 110.0, 102.75862068965517)","(19.0, 42.0, 37.411764705882355)","(6.0, 6.8, 6.514285714285714)","(21.0, 38.0, 35.0)","(14.0, 25.0, 22.789473684210527)","(10.0, 19.0, 17.194444444444443)","(5.0, 7.4, 7.236363636363636)"
14-12-2022 14:25:28.555057,"(1.65, 1.85, 1.842857142857143)","(41.0, 110.0, 102.75862068965517)","(19.0, 42.0, 37.411764705882355)","(6.0, 6.8, 6.514285714285714)","(21.0, 38.0, 35.0)","(14.0, 25.0, 22.789473684210527)","(10.0, 19.0, 17.194444444444443)","(5.0, 7.4, 7.236363636363636)"
14-12-2022 14:25:30.058131,"(1.65, 1.85, 1.8318181818181818)","(41.0, 110.0, 102.75862068965517)","(19.0, 42.0, 37.411764705882355)","(6.0, 6.8, 6.504761904761905)","(21.0, 38.0, 34.0)","(14.0, 25.0, 22.9)","(10.0, 18.5, 16.934782608695652)","(5.5, 7.0, 7.233333333333333)"
14-12-2022 14:25:31.362710,"(1.65, 1.84, 1.832857142857143)","(51.0, 110.0, 102.75862068965517)","(20.0, 42.0, 37.411764705882355)","(6.0, 6.6, 6.462857142857143)","(21.0, 38.0, 34.666666666666664)","(14.0, 25.0, 22.375)","(11.0, 18.5, 16.934782608695652)","(5.5, 7.4, 6.92)"
14-12-2022 14:25:32.743796,"(1.65, 1.87, 1.86)","(51.0, 110.0, 102.75862068965517)","(20.0, 42.0, 37.411764705882355)","(6.0, 6.6, 6.305263157894737)","(21.0, 38.0, 35.0)","(14.0, 25.0, 22.375)","(11.0, 18.5, 17.55263157894737)","(5.5, 7.0, 6.973333333333334)"
14-12-2022 14:25:33.991894,"(1.65, 1.87, 1.8566666666666667)","(51.0, 110.0, 102.75862068965517)","(20.0, 42.0, 33.76470588235294)","(6.0, 6.4, 6.316666666666667)","(21.0, 38.0, 35.0)","(14.0, 25.0, 23.6)","(11.0, 18.5, 17.666666666666668)","(5.5, 7.0, 7.2)"
14-12-2022 14:25:35.131519,"(1.65, 1.86, 1.8530000000000002)","(51.0, 110.0, 102.75862068965517)","(20.0, 42.0, 33.76470588235294)","(6.0, 6.4, 6.316666666666667)","(21.0, 38.0, 35.0)","(14.0, 26.0, 23.6)","(11.0, 18.5, 17.666666666666668)","(5.5, 7.4, 7.352941176470589)"
14-12-2022 14:25:36.357089,"(1.65, 1.85, 1.8493548387096774)","(51.0, 110.0, 103.4375)","(21.0, 42.0, 36.8)","(6.0, 6.4, 6.538709677419355)","(21.0, 38.0, 33.76470588235294)","(16.0, 26.0, 23.11111111111111)","(11.0, 20.0, 19.86842105263158)","(5.5, 7.4, 7.193548387096774)"
14-12-2022 14:25:37.510869,"(1.65, 1.85, 1.8425)","(51.0, 100.0, 86.66666666666667)","(21.0, 42.0, 36.8)","(6.0, 6.6, 6.538709677419355)","(21.0, 38.0, 33.76470588235294)","(16.0, 26.0, 23.11111111111111)","(11.0, 20.0, 19.86842105263158)","(5.5, 7.2, 7.193548387096774)"
14-12-2022 14:25:38.656776,"(1.65, 1.84, 1.8215384615384616)","(51.0, 100.0, 93.33333333333333)","(21.0, 42.0, 36.8)","(6.0, 6.6, 6.538709677419355)","(21.0, 38.0, 34.72727272727273)","(16.0, 26.0, 23.11111111111111)","(11.0, 20.0, 19.86842105263158)","(5.5, 7.2, 7.193548387096774)"
14-12-2022 14:25:39.907946,"(1.65, 1.84, 1.8215384615384616)","(51.0, 100.0, 96.36363636363636)","(21.0, 42.0, 36.8)","(6.0, 6.6, 6.538709677419355)","(21.0, 38.0, 33.76470588235294)","(16.0, 26.0, 23.2)","(11.0, 20.0, 19.75)","(5.5, 7.4, 7.384615384615385)"
14-12-2022 14:25:41.039127,"(1.65, 1.83, 1.820909090909091)","(51.0, 100.0, 93.33333333333333)","(21.0, 42.0, 36.8)","(6.0, 6.6, 6.538709677419355)","(21.0, 38.0, 33.76470588235294)","(16.0, 24.0, 21.2)","(11.0, 20.0, 19.785714285714285)","(5.5, 7.4, 7.3875)"
14-12-2022 14:25:42.142472,"(1.65, 1.83, 1.826923076923077)","(51.0, 100.0, 93.33333333333333)","(20.0, 42.0, 36.8)","(6.0, 6.6, 6.545762711864406)","(21.0, 38.0, 34.72727272727273)","(16.0, 22.0, 20.25)","(12.0, 20.0, 19.8125)","(5.5, 7.4, 7.3875)"
14-12-2022 14:25:43.283942,"(1.65, 1.82, 1.8189795918367349)","(51.0, 100.0, 96.36363636363636)","(20.0, 38.0, 35.42857142857143)","(6.0, 6.6, 6.5593220338983045)","(21.0, 38.0, 33.76470588235294)","(16.0, 22.0, 19.86764705882353)","(12.0, 20.0, 19.85)","(5.5, 7.4, 7.55)"
14-12-2022 14:25:44.553021,"(1.65, 1.84, 1.835)","(51.0, 100.0, 96.92307692307692)","(20.0, 38.0, 35.42857142857143)","(6.0, 6.6, 6.510588235294118)","(21.0, 38.0, 34.72727272727273)","(16.0, 22.0, 18.58695652173913)","(12.0, 20.0, 19.85)","(5.5, 7.6, 7.585714285714285)"
14-12-2022 14:25:45.759199,"(1.65, 1.85, 1.8466666666666667)","(51.0, 100.0, 96.92307692307692)","(20.0, 38.0, 39.5)","(6.0, 6.6, 6.510588235294118)","(21.0, 38.0, 34.72727272727273)","(16.0, 19.5, 18.696428571428573)","(12.0, 20.0, 19.9)","(5.5, 7.6, 7.585714285714285)"
14-12-2022 14:25:46.967671,"(1.65, 1.85, 1.8455555555555556)","(51.0, 100.0, 96.92307692307692)","(20.0, 42.0, 39.5)","(6.0, 6.6, 6.510588235294118)","(21.0, 38.0, 33.76470588235294)","(16.0, 19.5, 19.7)","(12.0, 20.0, 19.0)","(5.5, 7.6, 7.585714285714285)"
14-12-2022 14:25:48.321956,"(1.65, 1.85, 1.8455555555555556)","(51.0, 100.0, 98.26086956521739)","(20.0, 42.0, 38.0)","(6.0, 6.6, 6.506172839506172)","(21.0, 38.0, 33.76470588235294)","(16.0, 21.0, 20.1)","(12.0, 19.5, 18.1)","(5.5, 7.6, 7.585714285714285)"
14-12-2022 14:25:49.890174,"(1.6, 1.85, 1.84)","(51.0, 100.0, 98.57142857142857)","(19.0, 42.0, 36.5)","(6.0, 6.6, 6.517808219178082)","(26.0, 38.0, 34.30769230769231)","(15.0, 21.0, 19.026315789473685)","(11.0, 18.5, 17.681818181818183)","(5.5, 7.6, 7.771428571428571)"
14-12-2022 14:25:51.122773,"(1.6, 1.84, 1.8276923076923077)","(51.0, 100.0, 98.57142857142857)","(19.0, 42.0, 36.5)","(6.0, 6.6, 6.517808219178082)","(26.0, 38.0, 34.30769230769231)","(15.0, 21.0, 19.026315789473685)","(11.0, 18.5, 17.970588235294116)","(5.5, 7.8, 7.777777777777778)"
14-12-2022 14:25:52.395967,"(1.65, 1.85, 1.8456521739130436)","(51.0, 100.0, 98.57142857142857)","(20.0, 42.0, 38.0)","(6.0, 6.4, 6.223376623376623)","(26.0, 38.0, 35.42857142857143)","(15.0, 20.0, 19.571428571428573)","(12.0, 18.5, 18.833333333333332)","(5.5, 7.8, 7.788235294117647)"
14-12-2022 14:25:54.279670,"(1.65, 1.85, 1.84)","(51.0, 110.0, 104.375)","(20.0, 42.0, 38.0)","(6.0, 6.4, 6.033333333333333)","(26.0, 38.0, 35.6)","(15.0, 20.0, 19.571428571428573)","(12.0, 19.5, 18.261904761904763)","(5.5, 8.0, 7.878260869565217)"
14-12-2022 14:25:55.639924,"(1.65, 1.85, 1.84)","(51.0, 110.0, 104.375)","(20.0, 42.0, 38.0)","(6.0, 6.2, 6.073684210526316)","(26.0, 38.0, 34.4)","(15.0, 20.0, 19.142857142857142)","(12.0, 19.5, 18.115384615384617)","(5.5, 8.0, 7.837037037037037)"
14-12-2022 14:25:57.115489,"(1.65, 1.86, 1.8495652173913044)","(51.0, 110.0, 104.375)","(20.0, 42.0, 38.0)","(6.0, 6.2, 6.05)","(26.0, 38.0, 35.75)","(15.0, 20.0, 18.875)","(12.0, 19.5, 18.115384615384617)","(5.5, 8.0, 7.837037037037037)"
14-12-2022 14:25:58.513922,"(1.65, 1.86, 1.8495652173913044)","(51.0, 110.0, 104.375)","(20.0, 42.0, 38.0)","(6.0, 6.2, 6.05)","(26.0, 38.0, 35.75)","(15.0, 20.0, 18.875)","(12.0, 19.5, 17.5)","(5.5, 8.0, 7.883333333333333)"
14-12-2022 14:25:59.777143,"(1.65, 1.87, 1.8597142857142859)","(51.0, 110.0, 104.375)","(20.0, 42.0, 38.0)","(6.0, 6.2, 6.133333333333334)","(26.0, 38.0, 35.92307692307692)","(15.0, 20.0, 18.90909090909091)","(12.0, 17.5, 17.454545454545453)","(5.5, 8.0, 7.883333333333333)"
14-12-2022 14:26:00.943602,"(1.65, 1.87, 1.855)","(51.0, 110.0, 104.375)","(20.0, 42.0, 38.0)","(6.0, 6.2, 6.133333333333334)","(26.0, 38.0, 35.92307692307692)","(15.0, 20.0, 19.142857142857142)","(12.0, 18.0, 17.90909090909091)","(5.5, 8.0, 7.95)"
14-12-2022 14:26:02.242671,"(1.65, 1.87, 1.8605263157894738)","(51.0, 110.0, 103.33333333333334)","(20.0, 42.0, 38.0)","(6.0, 6.4, 6.290909090909091)","(26.0, 38.0, 34.91428571428571)","(15.0, 20.0, 18.65)","(12.0, 18.0, 18.452380952380953)","(5.5, 8.2, 7.870967741935484)"
14-12-2022 14:26:03.579167,"(1.65, 1.86, 1.8558333333333334)","(51.0, 110.0, 101.0)","(20.0, 42.0, 36.666666666666664)","(6.0, 6.4, 6.207407407407407)","(26.0, 38.0, 34.91428571428571)","(15.0, 20.0, 18.875)","(12.0, 18.5, 18.5)","(5.5, 8.0, 7.859999999999999)"
14-12-2022 14:26:04.904797,"(1.65, 1.86, 1.8558333333333334)","(51.0, 110.0, 93.92857142857143)","(20.0, 42.0, 37.111111111111114)","(6.0, 6.4, 6.211320754716981)","(26.0, 38.0, 34.91428571428571)","(15.0, 20.0, 19.25)","(12.0, 19.5, 18.52325581395349)","(5.5, 8.0, 7.866666666666666)"
14-12-2022 14:26:06.131893,"(1.65, 1.86, 1.854)","(51.0, 110.0, 93.92857142857143)","(20.0, 38.0, 37.111111111111114)","(6.0, 6.4, 6.180645161290323)","(26.0, 38.0, 35.09090909090909)","(15.0, 20.0, 19.294117647058822)","(12.0, 19.5, 18.69047619047619)","(5.5, 8.0, 7.9)"
14-12-2022 14:26:07.372675,"(1.65, 1.85, 1.8445652173913045)","(51.0, 110.0, 102.85714285714286)","(20.0, 36.0, 34.875)","(6.0, 6.4, 6.285714285714286)","(26.0, 36.0, 35.09090909090909)","(15.0, 20.0, 20.060606060606062)","(12.0, 19.5, 18.55)","(5.5, 8.0, 7.951219512195122)"
14-12-2022 14:26:08.622526,"(1.65, 1.84, 1.8383636363636364)","(51.0, 110.0, 93.92857142857143)","(20.0, 36.0, 33.25)","(6.0, 6.4, 6.326315789473685)","(26.0, 36.0, 35.375)","(15.0, 21.0, 20.055555555555557)","(12.0, 19.0, 18.55263157894737)","(5.5, 8.0, 7.888)"
14-12-2022 14:26:10.233263,"(1.65, 1.85, 1.8394845360824743)","(51.0, 110.0, 100.52631578947368)","(20.0, 36.0, 33.25)","(6.0, 6.4, 6.345000000000001)","(26.0, 36.0, 34.22222222222222)","(15.0, 21.0, 20.02857142857143)","(12.0, 19.5, 19.428571428571427)","(5.5, 8.0, 7.8943396226415095)"
14-12-2022 14:26:11.627993,"(1.65, 1.84, 1.8323880597014925)","(51.0, 110.0, 103.33333333333333)","(20.0, 36.0, 33.411764705882355)","(6.0, 6.4, 6.4032786885245905)","(26.0, 36.0, 34.76923076923077)","(15.0, 21.0, 20.05)","(12.0, 19.5, 19.4375)","(5.5, 8.0, 7.8943396226415095)"
14-12-2022 14:26:12.984778,"(1.65, 1.84, 1.8175000000000001)","(51.0, 110.0, 105.0)","(20.0, 36.0, 33.411764705882355)","(6.0, 6.6, 6.476056338028169)","(26.0, 36.0, 35.130434782608695)","(15.0, 21.0, 20.733333333333334)","(12.0, 19.5, 19.5625)","(5.5, 8.0, 7.871698113207547)"
14-12-2022 14:26:14.327156,"(1.65, 1.85, 1.840948012232416)","(51.0, 110.0, 107.64705882352942)","(20.0, 36.0, 33.411764705882355)","(6.0, 6.6, 6.476056338028169)","(26.0, 36.0, 35.130434782608695)","(15.0, 22.0, 20.733333333333334)","(12.0, 20.0, 19.5625)","(5.5, 8.0, 7.871698113207547)"
14-12-2022 14:26:15.669729,"(1.65, 1.84, 1.8255172413793104)","(51.0, 110.0, 107.64705882352942)","(20.0, 36.0, 33.411764705882355)","(6.0, 6.6, 6.512)","(26.0, 36.0, 34.76923076923077)","(15.0, 22.0, 20.928571428571427)","(12.0, 20.0, 19.5625)","(5.5, 7.8, 7.754838709677419)"
14-12-2022 14:26:17.023845,"(1.65, 1.84, 1.8248387096774195)","(51.0, 110.0, 107.64705882352942)","(20.0, 36.0, 33.411764705882355)","(6.0, 6.6, 6.542857142857143)","(26.0, 36.0, 34.76923076923077)","(15.0, 21.0, 20.756756756756758)","(12.0, 20.0, 19.666666666666668)","(5.5, 7.8, 7.8612244897959185)"
14-12-2022 14:26:18.551254,"(1.65, 1.82, 1.813235294117647)","(51.0, 110.0, 105.0)","(20.0, 34.0, 33.714285714285715)","(6.0, 6.6, 6.55076923076923)","(26.0, 36.0, 34.4)","(15.0, 22.0, 20.756756756756758)","(12.0, 20.0, 19.58823529411765)","(5.5, 8.0, 7.8612244897959185)"
14-12-2022 14:26:20.071226,"(1.65, 1.82, 1.810967741935484)","(51.0, 110.0, 102.5)","(20.0, 34.0, 33.4)","(6.0, 6.6, 6.558064516129032)","(26.0, 36.0, 36.54545454545455)","(15.0, 22.0, 20.857142857142858)","(12.0, 21.0, 20.071428571428573)","(5.5, 8.0, 7.875)"
14-12-2022 14:26:21.462099,"(1.65, 1.82, 1.810967741935484)","(51.0, 110.0, 102.5)","(20.0, 36.0, 33.4)","(6.0, 6.6, 6.55076923076923)","(26.0, 38.0, 37.111111111111114)","(15.0, 21.0, 20.857142857142858)","(12.0, 21.0, 20.03030303030303)","(5.5, 8.0, 7.864)"
14-12-2022 14:26:23.298288,"(1.65, 1.82, 1.8105882352941176)","(51.0, 110.0, 102.5)","(20.0, 36.0, 32.4)","(6.0, 6.6, 6.549295774647887)","(26.0, 38.0, 42.666666666666664)","(15.0, 21.0, 20.916666666666668)","(12.0, 21.0, 20.04)","(5.5, 7.6, 7.513333333333334)"
14-12-2022 14:26:24.532316,"(1.65, 1.82, 1.8105882352941176)","(51.0, 110.0, 102.5)","(20.0, 34.0, 30.75)","(6.0, 6.6, 6.5606060606060606)","(26.0, 46.0, 41.0)","(15.0, 21.0, 20.486486486486488)","(12.0, 21.0, 19.8)","(5.5, 7.6, 7.506382978723404)"
14-12-2022 14:26:26.030290,"(1.65, 1.83, 1.8104761904761906)","(51.0, 110.0, 101.11111111111111)","(20.0, 34.0, 30.88888888888889)","(6.0, 6.6, 6.558064516129032)","(26.0, 44.0, 40.666666666666664)","(15.0, 22.0, 20.444444444444443)","(12.0, 21.0, 20.035714285714285)","(5.5, 7.6, 7.560975609756097)"
14-12-2022 14:26:27.552986,"(1.65, 1.82, 1.8167567567567569)","(51.0, 110.0, 101.11111111111111)","(20.0, 32.0, 30.941176470588236)","(5.5, 6.6, 6.558064516129032)","(26.0, 44.0, 42.5)","(15.0, 22.0, 20.634146341463413)","(12.0, 21.0, 20.035714285714285)","(5.5, 7.6, 7.560975609756097)"
14-12-2022 14:26:28.945116,"(1.65, 1.82, 1.809090909090909)","(51.0, 110.0, 101.11111111111111)","(20.0, 34.0, 33.666666666666664)","(5.5, 6.6, 6.55)","(26.0, 44.0, 42.0)","(15.0, 22.0, 18.714285714285715)","(12.0, 21.0, 20.058823529411764)","(5.5, 7.6, 7.562790697674418)"
14-12-2022 14:26:30.319016,"(1.65, 1.84, 1.8362162162162163)","(51.0, 110.0, 101.11111111111111)","(20.0, 34.0, 33.6)","(5.5, 6.6, 6.55)","(26.0, 44.0, 43.6)","(15.0, 19.5, 18.045454545454547)","(12.0, 21.0, 20.04)","(5.5, 7.6, 7.54)"
14-12-2022 14:26:31.655854,"(1.65, 1.84, 1.8342857142857143)","(51.0, 110.0, 101.11111111111111)","(20.0, 34.0, 33.111111111111114)","(5.5, 6.6, 6.571428571428571)","(26.0, 44.0, 45.53846153846154)","(15.0, 19.0, 18.136363636363637)","(12.0, 21.0, 20.076923076923077)","(5.5, 7.6, 7.05)"
14-12-2022 14:26:33.016838,"(1.65, 1.85, 1.8394505494505495)","(51.0, 110.0, 101.11111111111111)","(20.0, 36.0, 33.111111111111114)","(5.5, 6.6, 6.595833333333333)","(26.0, 46.0, 45.53846153846154)","(15.0, 18.5, 18.16)","(12.0, 21.0, 19.636363636363637)","(5.5, 7.2, 7.017647058823529)"
14-12-2022 14:26:34.390752,"(1.65, 1.85, 1.842)","(51.0, 110.0, 101.11111111111111)","(20.0, 36.0, 33.111111111111114)","(5.5, 6.6, 6.595744680851063)","(26.0, 46.0, 44.666666666666664)","(15.0, 19.0, 18.214285714285715)","(12.0, 21.0, 19.6875)","(5.5, 7.2, 7.078431372549019)"
