,Our Ruby,King Lebron,Acacia Dream,Consumption,Shogun Warlord,Hillbilly Jane,Avery Charm,Better Win
09-01-2023 13:15:06.099619,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:07.153293,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:08.253570,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:09.455192,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:10.752719,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:11.864353,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:12.947461,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:14.080986,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:15.208632,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:16.366558,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:17.558449,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:18.756563,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:19.942481,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:21.063063,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:22.165208,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:23.212410,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:24.359267,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:25.480831,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:26.625264,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:27.667775,"(1.6, 2.34, 1.6854545454545455)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 49.09090909090909)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:28.742692,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:29.903793,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:31.059422,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:32.272394,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:33.465521,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:34.596344,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:35.619645,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:36.736794,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:37.842236,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:38.980706,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:40.137998,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:41.295282,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:42.344525,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:43.397738,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:44.517491,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:45.676196,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:46.852311,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:48.010384,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:49.212693,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:50.476296,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 42.42857142857143)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:51.683435,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 56.0)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:53.040507,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 75.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:54.516951,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 117.14285714285714)","(4.4, 8.0, 4.5588235294117645)","(21.0, 100.0, 60.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:55.744174,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 163.33333333333331)","(4.4, 8.0, 5.0)","(21.0, 100.0, 56.666666666666664)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:56.894612,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 163.33333333333331)","(4.4, 8.0, 5.0)","(21.0, 100.0, 56.666666666666664)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:57.977287,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 163.33333333333331)","(4.4, 8.0, 5.0)","(21.0, 100.0, 56.666666666666664)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:15:59.052743,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 163.33333333333331)","(4.4, 8.0, 5.0)","(21.0, 100.0, 56.666666666666664)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:16:00.157978,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 163.33333333333331)","(4.4, 8.0, 5.0)","(21.0, 100.0, 56.666666666666664)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:16:01.231602,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 163.33333333333331)","(4.4, 8.0, 5.0)","(21.0, 100.0, 56.666666666666664)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:16:02.343193,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 163.33333333333331)","(4.4, 8.0, 5.0)","(21.0, 100.0, 56.666666666666664)","(17.0, 70.0, 37.5)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:16:03.377611,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 163.33333333333331)","(4.4, 8.0, 5.0)","(21.0, 100.0, 56.666666666666664)","(17.0, 70.0, 37.5)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:16:04.442334,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 163.33333333333331)","(4.4, 8.0, 5.0)","(21.0, 100.0, 56.666666666666664)","(17.0, 70.0, 37.5)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:16:05.623259,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 163.33333333333331)","(4.4, 8.0, 5.0)","(21.0, 100.0, 56.666666666666664)","(17.0, 70.0, 37.5)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:16:06.805517,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 163.33333333333331)","(4.4, 8.0, 5.0)","(21.0, 100.0, 56.666666666666664)","(17.0, 70.0, 37.5)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:16:08.006148,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 163.33333333333331)","(4.4, 8.0, 5.0)","(21.0, 100.0, 56.666666666666664)","(17.0, 70.0, 37.5)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:16:09.158874,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 163.33333333333331)","(4.4, 8.0, 5.0)","(21.0, 100.0, 56.666666666666664)","(17.0, 70.0, 37.5)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:16:10.255853,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 163.33333333333331)","(4.4, 8.0, 5.0)","(21.0, 100.0, 56.666666666666664)","(17.0, 70.0, 37.5)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:16:11.326337,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 163.33333333333331)","(4.4, 8.0, 5.0)","(21.0, 100.0, 56.666666666666664)","(17.0, 70.0, 37.5)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:16:12.425951,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 163.33333333333331)","(4.4, 8.0, 5.0)","(21.0, 100.0, 56.666666666666664)","(17.0, 70.0, 36.5625)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:16:13.504818,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 163.33333333333331)","(4.4, 8.0, 5.0)","(21.0, 100.0, 56.666666666666664)","(17.0, 70.0, 36.5625)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:16:14.638836,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 163.33333333333331)","(4.4, 8.0, 5.0)","(21.0, 100.0, 56.666666666666664)","(17.0, 70.0, 36.5625)","(11.0, 28.0, 22.705882352941178)"
