,Our Ruby,King Lebron,Acacia Dream,Consumption,Shogun Warlord,Hillbilly Jane,Avery Charm,Better Win
09-01-2023 13:28:04.697706,"(1.6, 2.34, 1.6375609756097562)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:05.862533,"(1.6, 2.34, 1.6375609756097562)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:06.939535,"(1.6, 2.34, 1.6375609756097562)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:07.980013,"(1.6, 2.34, 1.6375609756097562)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:08.984521,"(1.6, 2.34, 1.6375609756097562)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:10.077401,"(1.6, 2.34, 1.6375609756097562)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:11.213855,"(1.6, 2.34, 1.6375609756097562)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:12.337706,"(1.6, 2.34, 1.6375609756097562)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:13.391105,"(1.6, 2.32, 1.6292105263157897)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:14.500894,"(1.6, 2.32, 1.6292105263157897)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:15.514164,"(1.6, 2.32, 1.6292105263157897)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:16.574932,"(1.6, 2.32, 1.6292105263157897)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:17.619484,"(1.6, 2.32, 1.6292105263157897)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:18.742928,"(1.6, 2.32, 1.6292105263157897)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:19.904111,"(1.6, 2.32, 1.6292105263157897)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:21.080489,"(1.6, 2.32, 1.6292105263157897)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:22.224001,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:23.351567,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:24.376530,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:25.496882,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:26.570435,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:27.729848,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:28.907466,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:30.088853,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:31.225350,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:32.274641,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:33.291712,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:34.342544,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:35.497280,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:36.635125,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:37.750058,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:38.863738,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:39.962242,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:40.976198,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:42.078326,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:28:43.200359,"(1.6, 2.3, 1.6766666666666667)","(7.0, 15.0, 7.98)","(9.0, 19.5, 16.0)","(41.0, 320.0, 147.6923076923077)","(4.4, 8.0, 5.0)","(21.0, 100.0, 52.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 18.27777777777778)"
09-01-2023 13:28:44.375198,"(1.6, 2.3, 1.6766666666666667)","(7.0, 14.5, 11.7625)","(9.0, 19.5, 13.777777777777779)","(41.0, 320.0, 147.6923076923077)","(4.4, 8.0, 5.0)","(21.0, 100.0, 52.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 18.27777777777778)"
09-01-2023 13:28:45.551584,"(1.6, 2.3, 1.6766666666666667)","(7.0, 14.5, 11.7625)","(9.0, 19.5, 13.777777777777779)","(41.0, 320.0, 147.6923076923077)","(4.4, 8.0, 5.0)","(21.0, 100.0, 52.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 18.27777777777778)"
09-01-2023 13:28:46.698994,"(1.6, 2.3, 1.6766666666666667)","(7.0, 14.5, 11.7625)","(9.0, 19.5, 13.777777777777779)","(41.0, 320.0, 147.6923076923077)","(4.4, 8.0, 5.0)","(21.0, 100.0, 52.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 18.27777777777778)"
09-01-2023 13:28:47.872613,"(1.6, 1.97, 1.6518181818181819)","(7.0, 14.5, 11.457142857142857)","(9.0, 19.5, 13.88888888888889)","(41.0, 320.0, 147.6923076923077)","(4.4, 8.0, 5.357142857142857)","(21.0, 100.0, 53.125)","(17.0, 70.0, 32.54545454545455)","(11.0, 28.0, 17.375)"
09-01-2023 13:28:48.972708,"(1.6, 1.97, 1.6518181818181819)","(7.0, 14.5, 11.457142857142857)","(9.0, 19.5, 13.88888888888889)","(41.0, 320.0, 147.6923076923077)","(4.4, 8.0, 5.357142857142857)","(21.0, 100.0, 53.125)","(17.0, 70.0, 32.54545454545455)","(11.0, 28.0, 17.375)"
09-01-2023 13:28:50.054825,"(1.6, 1.97, 1.6518181818181819)","(7.0, 14.5, 11.457142857142857)","(9.0, 19.5, 13.88888888888889)","(41.0, 320.0, 147.6923076923077)","(4.4, 8.0, 5.357142857142857)","(21.0, 100.0, 53.125)","(17.0, 70.0, 32.54545454545455)","(11.0, 28.0, 17.375)"
09-01-2023 13:28:51.170907,"(1.6, 1.97, 1.6518181818181819)","(7.0, 14.5, 11.457142857142857)","(9.0, 19.5, 13.88888888888889)","(41.0, 320.0, 147.6923076923077)","(4.4, 8.0, 5.357142857142857)","(21.0, 100.0, 53.125)","(17.0, 70.0, 32.54545454545455)","(11.0, 28.0, 17.375)"
09-01-2023 13:28:52.288282,"(1.6, 1.97, 1.6518181818181819)","(7.0, 14.5, 11.457142857142857)","(9.0, 19.5, 13.88888888888889)","(41.0, 320.0, 147.6923076923077)","(4.4, 8.0, 5.357142857142857)","(21.0, 100.0, 53.125)","(17.0, 70.0, 32.54545454545455)","(11.0, 28.0, 17.375)"
09-01-2023 13:28:53.370578,"(1.6, 1.97, 1.6518181818181819)","(7.0, 14.5, 11.457142857142857)","(9.0, 19.5, 13.88888888888889)","(41.0, 320.0, 147.6923076923077)","(4.4, 8.0, 5.357142857142857)","(21.0, 100.0, 53.125)","(17.0, 70.0, 32.54545454545455)","(11.0, 28.0, 17.375)"
09-01-2023 13:28:54.439578,"(1.6, 1.97, 1.635909090909091)","(7.0, 14.5, 11.457142857142857)","(9.0, 19.5, 13.88888888888889)","(41.0, 320.0, 40.0)","(4.4, 8.0, 5.357142857142857)","(21.0, 100.0, 53.125)","(17.0, 70.0, 32.54545454545455)","(11.0, 28.0, 17.375)"
09-01-2023 13:28:55.526666,"(1.6, 1.97, 1.635909090909091)","(7.0, 14.5, 11.457142857142857)","(9.0, 19.5, 13.88888888888889)","(41.0, 40.0, 169.6)","(4.4, 8.0, 5.357142857142857)","(21.0, 100.0, 53.125)","(17.0, 70.0, 32.54545454545455)","(11.0, 28.0, 17.375)"
09-01-2023 13:28:56.557667,"(1.6, 1.97, 1.635909090909091)","(7.0, 14.5, 11.457142857142857)","(9.0, 19.5, 13.88888888888889)","(41.0, 320.0, 169.6)","(4.4, 8.0, 5.357142857142857)","(21.0, 100.0, 53.125)","(17.0, 70.0, 32.54545454545455)","(11.0, 28.0, 17.375)"
09-01-2023 13:28:57.733856,"(1.6, 1.97, 1.635909090909091)","(7.0, 14.5, 11.457142857142857)","(9.0, 19.5, 13.88888888888889)","(41.0, 320.0, 169.6)","(4.4, 8.0, 5.357142857142857)","(21.0, 100.0, 53.125)","(17.0, 70.0, 32.54545454545455)","(11.0, 28.0, 17.375)"
09-01-2023 13:28:58.880645,"(1.6, 1.97, 1.635909090909091)","(7.0, 14.5, 11.457142857142857)","(9.0, 19.5, 13.88888888888889)","(41.0, 320.0, 169.6)","(4.4, 8.0, 5.357142857142857)","(21.0, 100.0, 53.125)","(17.0, 70.0, 32.54545454545455)","(11.0, 28.0, 17.375)"
09-01-2023 13:28:59.998531,"(1.6, 1.97, 1.635909090909091)","(7.0, 14.5, 11.457142857142857)","(9.0, 19.5, 13.88888888888889)","(41.0, 320.0, 169.6)","(4.4, 8.0, 5.357142857142857)","(21.0, 100.0, 53.125)","(17.0, 70.0, 32.54545454545455)","(11.0, 28.0, 17.375)"
09-01-2023 13:29:01.045198,"(1.6, 1.97, 1.635909090909091)","(7.0, 14.5, 11.457142857142857)","(9.0, 19.5, 13.88888888888889)","(41.0, 320.0, 169.6)","(4.4, 8.0, 5.357142857142857)","(21.0, 100.0, 53.125)","(17.0, 70.0, 32.54545454545455)","(11.0, 28.0, 17.375)"
09-01-2023 13:29:02.149411,"(1.6, 1.97, 1.635909090909091)","(7.0, 14.5, 11.457142857142857)","(9.0, 19.5, 18.68)","(41.0, 320.0, 145.23076923076923)","(4.4, 8.0, 5.757142857142857)","(21.0, 100.0, 60.625)","(17.0, 70.0, 49.25)","(11.0, 28.0, 24.5)"
09-01-2023 13:29:03.264226,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 21.0, 18.68)","(41.0, 320.0, 145.23076923076923)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 50.90909090909091)","(17.0, 80.0, 49.25)","(11.0, 29.0, 24.5)"
09-01-2023 13:29:04.349095,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 21.0, 18.68)","(41.0, 320.0, 145.23076923076923)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 50.90909090909091)","(17.0, 80.0, 49.25)","(11.0, 29.0, 24.5)"
09-01-2023 13:29:05.485162,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 21.0, 18.68)","(41.0, 320.0, 145.23076923076923)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 50.90909090909091)","(17.0, 80.0, 49.25)","(11.0, 29.0, 24.5)"
09-01-2023 13:29:06.550703,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 21.0, 18.68)","(41.0, 320.0, 145.23076923076923)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 50.90909090909091)","(17.0, 80.0, 49.25)","(11.0, 29.0, 24.5)"
09-01-2023 13:29:07.606817,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 21.0, 18.68)","(41.0, 320.0, 145.23076923076923)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 50.90909090909091)","(17.0, 80.0, 49.25)","(11.0, 29.0, 25.5)"
09-01-2023 13:29:08.727791,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 21.0, 18.68)","(41.0, 320.0, 145.23076923076923)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 50.90909090909091)","(17.0, 80.0, 49.25)","(11.0, 29.0, 25.5)"
09-01-2023 13:29:09.833866,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 21.0, 18.68)","(41.0, 320.0, 145.23076923076923)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 50.90909090909091)","(17.0, 80.0, 31.8)","(11.0, 29.0, 25.5)"
09-01-2023 13:29:10.953746,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 137.42857142857142)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 50.90909090909091)","(17.0, 85.0, 31.8)","(11.0, 29.0, 25.5)"
09-01-2023 13:29:12.062973,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 145.23076923076923)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 50.90909090909091)","(17.0, 85.0, 31.8)","(11.0, 29.0, 24.75)"
09-01-2023 13:29:13.183090,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 145.23076923076923)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 50.90909090909091)","(17.0, 85.0, 31.8)","(11.0, 29.0, 24.75)"
09-01-2023 13:29:14.297879,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 145.23076923076923)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 50.90909090909091)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:15.314390,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 50.90909090909091)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:16.380058,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 50.90909090909091)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:17.371652,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 50.90909090909091)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:18.416562,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 71.5)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:19.536692,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 71.5)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:20.655031,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 71.5)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:21.784614,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 71.5)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:22.923014,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 48.72727272727273)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:24.021019,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 48.72727272727273)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:25.050246,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 48.72727272727273)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:26.117217,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 48.72727272727273)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:27.193602,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 48.72727272727273)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:28.277100,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 48.72727272727273)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:29.407399,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 48.72727272727273)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:30.491377,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.757142857142857)","(21.0, 120.0, 48.72727272727273)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:31.582179,"(1.6, 1.97, 1.635909090909091)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.757142857142857)","(21.0, 110.0, 46.0)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:32.587772,"(1.6, 1.96, 1.6625)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.4526315789473685)","(21.0, 110.0, 46.0)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:33.578027,"(1.6, 1.96, 1.6625)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.4526315789473685)","(21.0, 110.0, 46.0)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:34.614779,"(1.6, 1.96, 1.6625)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.4526315789473685)","(21.0, 110.0, 58.75)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:35.766659,"(1.6, 1.96, 1.6625)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.531578947368422)","(21.0, 120.0, 58.75)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
09-01-2023 13:29:36.904161,"(1.6, 1.96, 1.776923076923077)","(7.0, 15.0, 12.466666666666667)","(9.0, 22.0, 15.0)","(41.0, 320.0, 146.46153846153845)","(4.4, 9.4, 5.531578947368422)","(21.0, 120.0, 58.75)","(17.0, 85.0, 50.565217391304344)","(11.0, 29.0, 26.875)"
