,Alta Magacian Nz,English Dance,Miki Magic,Rockon Allie,Sarasun,Mister Domingo,Whos To Blame
16-12-2022 11:56:01.176877,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.6, 5.866666666666666)","(71.0, 130.0, 120.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 14.0, 13.371428571428572)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:02.367057,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.6, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 14.0, 12.525)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:03.406630,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.0, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 13.5, 12.514285714285714)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:04.635771,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.0, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 13.0, 11.454545454545455)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:05.876725,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.0, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 13.0, 11.775)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:07.077810,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.0, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 12.5, 11.775)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:08.242272,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.0, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 16.0, 14.228571428571428)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:09.364841,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.0, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 15.0, 13.371428571428572)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:10.457480,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.0, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 14.0, 12.0)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:11.588895,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.0, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 14.0, 11.55)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:12.779012,"(2.5, 99999, 99990)","(4.8, 6.2, 5.533333333333333)","(4.6, 6.0, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.4, 4.025)","(11.0, 13.5, 11.454545454545455)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:13.960610,"(2.5, 99999, 99990)","(4.8, 6.0, 5.466666666666667)","(4.6, 6.0, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.4, 3.9749999999999996)","(11.0, 13.0, 11.454545454545455)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:15.186716,"(2.5, 99999, 99990)","(4.8, 6.0, 5.466666666666667)","(4.6, 6.0, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.3, 4.0)","(11.0, 13.0, 11.775)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:16.263067,"(2.5, 99999, 99990)","(4.8, 6.0, 5.466666666666667)","(4.6, 6.0, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.3, 4.0)","(11.0, 12.5, 11.775)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:17.427548,"(2.5, 99999, 99990)","(4.8, 6.2, 5.311111111111111)","(4.6, 6.0, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.3, 3.8333333333333335)","(11.0, 12.5, 15.085714285714285)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:18.486852,"(2.5, 99999, 99990)","(4.8, 6.2, 5.311111111111111)","(4.6, 6.0, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.3, 3.8333333333333335)","(11.0, 16.0, 12.323076923076922)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:19.580723,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.0, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.3, 3.8333333333333335)","(11.0, 15.5, 12.092307692307692)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:20.588860,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.0, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.3, 4.2)","(11.0, 15.0, 13.371428571428572)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:21.729448,"(2.5, 99999, 99990)","(4.8, 6.0, 5.466666666666667)","(4.6, 6.0, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.3, 4.114285714285714)","(11.0, 14.0, 11.55)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:22.814376,"(2.5, 99999, 99990)","(4.8, 6.0, 5.466666666666667)","(4.6, 6.0, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.3, 4.1375)","(11.0, 13.5, 11.454545454545455)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:23.906198,"(2.5, 99999, 99990)","(4.8, 6.0, 5.466666666666667)","(4.6, 6.0, 5.75)","(71.0, 130.0, 120.0)","(3.1, 4.3, 4.1375)","(11.0, 13.0, 11.454545454545455)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:25.086595,"(2.5, 99999, 99990)","(4.8, 6.0, 5.466666666666667)","(4.6, 6.0, 5.5625)","(71.0, 130.0, 120.0)","(3.1, 4.3, 4.2125)","(11.0, 13.0, 11.775)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:26.207160,"(2.5, 99999, 99990)","(4.8, 6.2, 5.311111111111111)","(4.6, 6.0, 5.5625)","(71.0, 130.0, 152.72727272727275)","(3.1, 4.4, 4.025)","(11.0, 12.5, 11.775)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:27.345859,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.0, 5.5625)","(71.0, 180.0, 152.72727272727275)","(3.1, 4.4, 4.0)","(11.0, 12.5, 14.025)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:28.481536,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.0, 5.5625)","(71.0, 180.0, 177.77777777777777)","(3.1, 4.4, 4.0)","(11.0, 15.5, 13.14)","(91.0, 280.0, 261.25)"
16-12-2022 11:56:29.627252,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.0, 5.5625)","(71.0, 190.0, 177.77777777777777)","(3.1, 4.4, 4.0)","(11.0, 15.5, 14.228571428571428)","(91.0, 280.0, 261.25)"
16-12-2022 11:56:30.888945,"(2.5, 99999, 99990)","(4.8, 6.2, 5.311111111111111)","(4.6, 6.0, 5.5625)","(71.0, 190.0, 177.77777777777777)","(3.1, 4.4, 4.0)","(11.0, 15.0, 11.7)","(91.0, 280.0, 261.25)"
16-12-2022 11:56:32.105506,"(2.5, 99999, 99990)","(4.8, 6.2, 5.311111111111111)","(4.6, 6.0, 5.5625)","(71.0, 190.0, 177.77777777777777)","(3.1, 4.4, 4.0)","(11.0, 14.5, 13.371428571428572)","(91.0, 280.0, 261.25)"
16-12-2022 11:56:33.350028,"(2.5, 99999, 99990)","(4.8, 6.2, 5.311111111111111)","(4.6, 6.0, 5.5625)","(71.0, 190.0, 177.77777777777777)","(3.1, 4.4, 4.0)","(11.0, 14.0, 12.0)","(91.0, 280.0, 261.25)"
16-12-2022 11:56:34.563026,"(2.5, 99999, 99990)","(4.8, 6.2, 5.311111111111111)","(4.6, 6.0, 5.5625)","(71.0, 190.0, 167.27272727272725)","(3.1, 4.4, 4.0)","(11.0, 14.0, 11.55)","(91.0, 280.0, 261.25)"
16-12-2022 11:56:35.737481,"(2.5, 99999, 99990)","(4.8, 6.2, 5.311111111111111)","(4.6, 6.0, 5.5625)","(71.0, 200.0, 195.55555555555554)","(3.1, 4.4, 4.025)","(11.0, 13.5, 11.454545454545455)","(91.0, 280.0, 261.25)"
16-12-2022 11:56:36.937946,"(2.5, 99999, 99990)","(4.8, 6.0, 5.466666666666667)","(4.6, 6.0, 5.5625)","(71.0, 210.0, 195.55555555555554)","(3.1, 4.4, 4.12)","(11.0, 13.0, 11.775)","(91.0, 280.0, 261.25)"
16-12-2022 11:56:38.071123,"(2.5, 99999, 99990)","(4.8, 6.0, 5.466666666666667)","(4.6, 6.0, 5.5625)","(71.0, 210.0, 174.54545454545456)","(3.1, 4.4, 4.12)","(11.0, 12.5, 11.775)","(91.0, 280.0, 261.25)"
16-12-2022 11:56:39.200296,"(2.5, 99999, 99990)","(4.8, 6.0, 5.466666666666667)","(4.6, 6.0, 5.5625)","(71.0, 210.0, 174.54545454545456)","(3.1, 4.4, 4.12)","(11.0, 12.5, 11.775)","(91.0, 280.0, 261.25)"
16-12-2022 11:56:40.377739,"(2.5, 99999, 99990)","(4.8, 6.0, 5.466666666666667)","(4.6, 6.0, 5.5625)","(71.0, 210.0, 174.54545454545456)","(3.1, 4.4, 4.0)","(11.0, 12.5, 14.872727272727273)","(91.0, 280.0, 261.25)"
16-12-2022 11:56:41.506687,"(2.5, 99999, 99990)","(4.8, 6.0, 5.466666666666667)","(4.6, 6.0, 5.5625)","(71.0, 210.0, 174.54545454545456)","(3.1, 4.4, 4.0)","(11.0, 16.0, 14.93)","(91.0, 280.0, 261.25)"
16-12-2022 11:56:42.745933,"(2.5, 99999, 99990)","(4.8, 6.0, 5.466666666666667)","(4.6, 6.0, 5.5625)","(71.0, 210.0, 174.54545454545456)","(3.1, 4.4, 4.0)","(11.0, 15.5, 13.7)","(91.0, 280.0, 261.25)"
16-12-2022 11:56:44.098076,"(2.5, 99999, 99990)","(4.8, 6.0, 5.466666666666667)","(4.6, 6.0, 5.5625)","(71.0, 210.0, 174.54545454545456)","(3.1, 4.4, 4.0)","(11.0, 15.0, 12.32)","(91.0, 280.0, 261.25)"
16-12-2022 11:56:45.642754,"(2.5, 99999, 99990)","(4.8, 6.0, 6.2)","(4.6, 6.0, 5.5625)","(71.0, 210.0, 174.54545454545456)","(3.1, 4.4, 4.0)","(11.0, 13.5, 12.178571428571429)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:46.956585,"(2.5, 99999, 99990)","(4.8, 6.4, 6.2)","(4.6, 6.0, 5.5625)","(71.0, 210.0, 174.54545454545456)","(3.1, 4.4, 4.0)","(11.0, 13.5, 12.418181818181818)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:48.281826,"(2.5, 99999, 99990)","(4.8, 6.4, 6.033333333333333)","(4.6, 6.0, 5.5625)","(71.0, 210.0, 174.54545454545456)","(3.1, 4.4, 4.0)","(11.0, 13.0, 12.23)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:49.564287,"(2.5, 99999, 99990)","(4.8, 6.4, 6.033333333333333)","(4.6, 6.0, 5.5625)","(71.0, 210.0, 174.54545454545456)","(3.1, 4.4, 4.0)","(11.0, 12.5, 11.8)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:50.722085,"(2.5, 99999, 99990)","(4.8, 6.4, 6.033333333333333)","(4.6, 6.0, 5.5625)","(71.0, 210.0, 174.54545454545456)","(3.1, 4.4, 3.8000000000000003)","(11.0, 13.0, 14.333333333333332)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:51.994395,"(2.5, 99999, 99990)","(4.8, 6.4, 5.800000000000001)","(4.6, 6.0, 5.5625)","(71.0, 210.0, 174.54545454545456)","(3.1, 4.4, 3.95)","(11.0, 16.5, 14.714285714285715)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:53.311649,"(2.5, 99999, 99990)","(4.8, 6.4, 5.800000000000001)","(4.6, 6.0, 5.5625)","(71.0, 210.0, 174.54545454545456)","(3.1, 4.3, 3.8333333333333335)","(11.0, 15.5, 13.0)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:54.604085,"(2.5, 99999, 99990)","(5.0, 6.4, 5.800000000000001)","(4.6, 6.0, 5.5625)","(81.0, 210.0, 174.54545454545456)","(3.1, 4.3, 3.8666666666666667)","(9.0, 15.5, 12.454545454545455)","(101.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:55.966274,"(2.5, 99999, 99990)","(5.0, 6.4, 5.800000000000001)","(4.6, 6.0, 5.5625)","(81.0, 210.0, 174.54545454545456)","(3.1, 4.4, 3.8666666666666667)","(9.0, 14.5, 12.454545454545455)","(101.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:57.412531,"(2.5, 99999, 99990)","(5.0, 6.4, 6.033333333333333)","(4.6, 6.0, 5.5625)","(81.0, 210.0, 174.54545454545456)","(3.1, 4.4, 3.8666666666666667)","(9.0, 14.5, 12.24)","(101.0, 280.0, 258.57142857142856)"
16-12-2022 11:56:59.425740,"(2.5, 99999, 99990)","(5.0, 6.4, 6.033333333333333)","(4.6, 6.0, 5.5625)","(81.0, 210.0, 174.54545454545456)","(3.1, 4.4, 3.8666666666666667)","(9.0, 14.0, 12.24)","(101.0, 280.0, 258.57142857142856)"
16-12-2022 11:57:01.085966,"(2.5, 99999, 99990)","(5.0, 6.4, 5.800000000000001)","(4.6, 6.0, 5.555555555555555)","(81.0, 210.0, 186.66666666666669)","(3.1, 4.4, 3.8333333333333335)","(9.0, 14.0, 13.14)","(101.0, 280.0, 258.57142857142856)"
16-12-2022 11:57:02.879008,"(2.5, 99999, 99990)","(5.0, 6.4, 5.800000000000001)","(4.6, 6.0, 5.555555555555555)","(81.0, 200.0, 186.66666666666669)","(3.1, 4.3, 3.8666666666666667)","(9.0, 15.5, 14.04)","(101.0, 280.0, 258.57142857142856)"
16-12-2022 11:57:04.110915,"(2.5, 99999, 99990)","(5.0, 6.4, 6.2)","(4.6, 6.0, 5.555555555555555)","(81.0, 200.0, 186.66666666666669)","(3.1, 4.4, 3.8666666666666667)","(9.0, 17.0, 14.04)","(101.0, 280.0, 258.57142857142856)"
16-12-2022 11:57:05.341735,"(2.5, 99999, 99990)","(5.0, 6.4, 6.2)","(4.6, 6.0, 5.555555555555555)","(81.0, 200.0, 186.66666666666669)","(3.1, 4.4, 3.8666666666666667)","(9.0, 17.0, 14.04)","(101.0, 280.0, 258.57142857142856)"
16-12-2022 11:57:06.589918,"(2.5, 99999, 99990)","(5.0, 6.4, 6.033333333333333)","(4.6, 6.0, 5.555555555555555)","(81.0, 200.0, 186.66666666666669)","(3.1, 4.4, 3.8666666666666667)","(9.0, 17.0, 14.04)","(101.0, 280.0, 258.57142857142856)"
16-12-2022 11:57:08.056280,"(2.5, 99999, 99990)","(5.0, 6.4, 5.800000000000001)","(4.6, 6.0, 5.555555555555555)","(81.0, 200.0, 186.66666666666669)","(3.1, 4.4, 3.8666666666666667)","(9.0, 17.0, 14.04)","(101.0, 280.0, 258.57142857142856)"
16-12-2022 11:57:09.319240,"(2.5, 99999, 99990)","(5.0, 6.4, 5.800000000000001)","(4.6, 6.0, 5.555555555555555)","(81.0, 200.0, 186.66666666666669)","(3.1, 4.4, 3.8666666666666667)","(9.0, 17.0, 14.04)","(101.0, 280.0, 258.57142857142856)"
16-12-2022 11:57:10.650929,"(2.5, 99999, 99990)","(5.0, 6.4, 5.800000000000001)","(4.6, 6.0, 5.555555555555555)","(81.0, 200.0, 186.66666666666669)","(3.1, 4.4, 3.8666666666666667)","(9.0, 17.0, 14.04)","(101.0, 280.0, 258.57142857142856)"
16-12-2022 11:57:11.923841,"(2.5, 99999, 99990)","(5.0, 6.4, 5.800000000000001)","(4.6, 6.0, 5.555555555555555)","(81.0, 200.0, 186.66666666666669)","(3.1, 4.4, 3.8666666666666667)","(9.0, 17.0, 14.04)","(101.0, 280.0, 258.57142857142856)"
16-12-2022 11:57:13.227211,"(2.5, 99999, 99990)","(5.0, 6.4, 6.2)","(4.6, 6.0, 5.65)","(81.0, 200.0, 186.66666666666669)","(3.1, 4.4, 3.8666666666666667)","(9.0, 17.0, 14.04)","(101.0, 280.0, 258.57142857142856)"
16-12-2022 11:57:14.448209,"(2.5, 99999, 99990)","(5.0, 6.4, 6.2)","(4.6, 5.8, 5.6)","(81.0, 200.0, 186.66666666666669)","(3.1, 4.4, 3.8666666666666667)","(9.0, 17.0, 14.04)","(101.0, 280.0, 233.33333333333331)"
16-12-2022 11:57:15.700001,"(2.5, 99999, 99990)","(5.0, 6.4, 6.033333333333333)","(4.6, 5.8, 5.6)","(81.0, 200.0, 186.66666666666669)","(3.1, 4.4, 3.8666666666666667)","(9.0, 17.0, 14.04)","(101.0, 280.0, 233.33333333333331)"
16-12-2022 11:57:16.825033,"(2.5, 99999, 99990)","(5.0, 6.4, 6.033333333333333)","(4.6, 5.8, 5.6)","(71.0, 200.0, 186.66666666666669)","(3.1, 4.4, 3.8666666666666667)","(9.0, 17.0, 14.04)","(91.0, 280.0, 233.33333333333331)"
16-12-2022 11:57:18.000474,"(2.5, 99999, 99990)","(5.0, 6.4, 5.800000000000001)","(4.6, 5.8, 5.6)","(71.0, 200.0, 186.66666666666669)","(3.1, 4.4, 3.8666666666666667)","(9.0, 17.0, 14.04)","(91.0, 280.0, 233.33333333333331)"
16-12-2022 11:57:19.359849,"(2.5, 99999, 99990)","(5.0, 6.4, 5.800000000000001)","(4.6, 5.8, 5.6)","(71.0, 200.0, 186.66666666666669)","(3.1, 4.4, 3.8666666666666667)","(9.0, 17.0, 13.4)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:20.631120,"(2.5, 99999, 99990)","(5.0, 6.4, 5.800000000000001)","(4.6, 5.8, 5.6)","(71.0, 200.0, 186.66666666666669)","(3.1, 4.4, 3.8666666666666667)","(9.0, 17.0, 13.4)","(91.0, 280.0, 233.33333333333331)"
16-12-2022 11:57:21.915539,"(2.5, 99999, 99990)","(5.0, 6.4, 5.800000000000001)","(4.6, 5.8, 5.6)","(71.0, 200.0, 186.66666666666669)","(3.1, 4.4, 3.7142857142857144)","(9.0, 17.0, 13.4)","(91.0, 280.0, 233.33333333333331)"
16-12-2022 11:57:23.308534,"(2.5, 99999, 99990)","(5.0, 6.4, 6.033333333333333)","(4.6, 5.8, 5.6)","(71.0, 200.0, 186.66666666666669)","(3.1, 4.4, 3.7142857142857144)","(9.0, 17.0, 14.04)","(91.0, 280.0, 233.33333333333331)"
16-12-2022 11:57:24.620800,"(2.5, 99999, 99990)","(5.0, 6.4, 6.033333333333333)","(4.6, 5.8, 5.6)","(71.0, 200.0, 185.0)","(3.1, 4.4, 4.16)","(9.0, 17.0, 13.4)","(91.0, 280.0, 233.33333333333331)"
16-12-2022 11:57:25.761528,"(2.5, 99999, 99990)","(5.0, 6.4, 6.033333333333333)","(4.6, 5.8, 5.6)","(71.0, 200.0, 185.0)","(3.1, 4.3, 4.24)","(9.0, 17.0, 13.4)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:26.870900,"(2.5, 99999, 99990)","(5.0, 6.4, 6.033333333333333)","(4.6, 5.8, 5.6)","(71.0, 200.0, 185.0)","(3.1, 4.4, 4.24)","(9.0, 17.0, 13.4)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:27.994120,"(2.5, 99999, 99990)","(5.0, 6.4, 6.033333333333333)","(4.6, 5.8, 5.6)","(71.0, 200.0, 185.0)","(3.1, 4.4, 4.24)","(9.0, 17.0, 13.4)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:29.184227,"(2.5, 99999, 99990)","(5.0, 6.4, 6.033333333333333)","(4.6, 5.8, 5.6)","(71.0, 200.0, 185.0)","(3.1, 4.4, 4.24)","(9.0, 17.0, 13.4)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:30.374694,"(2.5, 99999, 99990)","(5.0, 6.4, 6.033333333333333)","(4.6, 5.8, 5.6)","(71.0, 200.0, 185.0)","(3.1, 4.4, 4.24)","(9.0, 17.0, 13.4)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:31.646770,"(2.5, 99999, 99990)","(5.0, 6.4, 5.800000000000001)","(4.6, 5.8, 5.6)","(71.0, 200.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 17.0, 13.4)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:32.814312,"(2.5, 99999, 99990)","(5.0, 6.4, 5.800000000000001)","(4.6, 5.8, 5.6)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 17.0, 12.9)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:33.916000,"(2.5, 99999, 99990)","(5.0, 6.4, 5.800000000000001)","(4.6, 5.8, 5.6)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 16.0, 12.4)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:35.115193,"(2.5, 99999, 99990)","(5.0, 6.4, 5.800000000000001)","(4.6, 5.8, 5.6)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 15.0, 11.68)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:36.252405,"(2.5, 99999, 99990)","(5.0, 6.4, 5.800000000000001)","(4.6, 5.8, 5.6)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 14.5, 13.333333333333332)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:37.368098,"(2.5, 99999, 99990)","(5.0, 6.4, 6.2)","(4.6, 5.8, 5.6)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 14.0, 12.8)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:38.526757,"(2.5, 99999, 99990)","(5.0, 6.4, 6.033333333333333)","(4.6, 5.8, 5.6)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 13.5, 12.4)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:39.560333,"(2.6, 99999, 99990)","(4.8, 6.4, 6.2)","(4.6, 5.8, 5.6)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 13.0, 12.4)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:40.561306,"(2.6, 99999, 99990)","(4.8, 6.4, 6.1000000000000005)","(4.6, 6.0, 5.666666666666667)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 14.0, 12.90909090909091)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:41.612993,"(2.6, 99999, 99990)","(4.8, 6.4, 6.033333333333333)","(4.6, 6.0, 5.75)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 14.0, 12.90909090909091)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:42.711673,"(2.6, 99999, 99990)","(4.8, 6.4, 6.033333333333333)","(4.6, 6.0, 5.6)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 14.0, 12.666666666666666)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:43.795416,"(2.6, 99999, 99990)","(4.8, 6.4, 6.033333333333333)","(4.6, 6.0, 5.6)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 13.0, 12.666666666666666)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:44.851593,"(2.6, 99999, 99990)","(4.8, 6.4, 6.033333333333333)","(4.6, 6.0, 5.6)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 13.0, 12.666666666666666)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:45.922753,"(2.6, 99999, 99990)","(4.8, 6.4, 6.033333333333333)","(4.6, 6.0, 5.6)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 13.0, 12.375)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:47.005862,"(2.6, 99999, 99990)","(4.8, 6.4, 6.033333333333333)","(4.6, 6.0, 5.6)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 13.0, 12.25)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:48.009714,"(2.6, 99999, 99990)","(4.8, 6.4, 6.033333333333333)","(4.6, 6.0, 5.6)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 13.5, 12.25)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:49.042953,"(2.6, 99999, 99990)","(4.8, 6.4, 6.033333333333333)","(4.6, 6.0, 5.6)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 13.5, 12.6)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:50.088020,"(2.6, 99999, 99990)","(4.8, 6.4, 6.033333333333333)","(4.6, 6.0, 5.6)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 13.0, 12.6)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:51.101282,"(2.6, 99999, 99990)","(4.8, 6.4, 6.033333333333333)","(4.6, 6.0, 5.6)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 13.0, 12.6)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:52.129989,"(2.6, 99999, 99990)","(4.8, 6.4, 6.033333333333333)","(4.6, 6.0, 5.6)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.24)","(9.0, 13.0, 12.6)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:53.101982,"(2.6, 99999, 99990)","(4.8, 6.4, 6.033333333333333)","(4.6, 6.0, 5.6)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.181818181818182)","(9.0, 13.0, 12.6)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:54.133469,"(2.6, 99999, 99990)","(4.8, 6.4, 6.033333333333333)","(4.6, 6.0, 5.5625)","(71.0, 150.0, 141.25)","(3.1, 4.4, 4.16)","(9.0, 13.0, 12.6)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:55.154781,"(2.6, 99999, 99990)","(4.8, 6.4, 5.614285714285714)","(4.6, 6.0, 5.5625)","(71.0, 150.0, 141.25)","(3.1, 4.3, 4.030769230769231)","(9.0, 13.0, 12.6)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:56.194659,"(2.6, 99999, 99990)","(4.8, 6.4, 5.614285714285714)","(4.6, 6.0, 5.5625)","(71.0, 150.0, 141.25)","(3.1, 4.3, 4.030769230769231)","(9.0, 13.0, 12.6)","(91.0, 280.0, 256.66666666666663)"
16-12-2022 11:57:57.304474,"(2.6, 99999, 99990)","(4.8, 6.4, 5.614285714285714)","(4.6, 6.0, 5.5625)","(71.0, 150.0, 141.25)","(3.1, 4.3, 4.030769230769231)","(9.0, 13.0, 12.6)","(91.0, 280.0, 256.66666666666663)"
