,Wild Dash Zip,Book Book,Cuban Rhythm,Cheers,My Mates Barney,Ayaya,Mia Special,Our Mate Rocco
08-01-2023 18:29:26.165529,"(3.5, 4.5, 4.05)","(19.0, 42.0, 26.0)","(5.0, 8.2, 7.05)","(3.7, 6.2, 5.285714285714286)","(8.5, 18.5, 11.833333333333334)","(5.0, 11.5, 11.317857142857143)","(6.0, 10.0, 8.4)","(18.0, 55.0, 44.57142857142857)"
08-01-2023 18:29:27.254785,"(3.5, 4.5, 4.05)","(19.0, 42.0, 26.0)","(5.0, 8.2, 7.05)","(3.7, 6.2, 5.285714285714286)","(8.5, 18.5, 11.833333333333334)","(5.0, 11.5, 11.317857142857143)","(6.0, 10.0, 8.4)","(18.0, 55.0, 44.57142857142857)"
08-01-2023 18:29:28.408524,"(3.5, 4.5, 4.05)","(19.0, 42.0, 26.0)","(5.0, 8.2, 7.05)","(3.7, 6.2, 5.285714285714286)","(8.5, 18.5, 11.833333333333334)","(5.0, 11.5, 11.317857142857143)","(6.0, 10.0, 8.4)","(18.0, 55.0, 44.57142857142857)"
08-01-2023 18:29:29.485037,"(3.5, 4.5, 4.05)","(19.0, 42.0, 26.0)","(5.0, 8.2, 7.05)","(3.7, 6.2, 5.285714285714286)","(8.5, 18.5, 11.833333333333334)","(5.0, 11.5, 11.317857142857143)","(6.0, 10.0, 8.4)","(18.0, 55.0, 44.57142857142857)"
08-01-2023 18:29:30.582315,"(3.5, 4.5, 4.05)","(19.0, 42.0, 26.0)","(5.0, 8.2, 7.05)","(3.7, 6.2, 5.285714285714286)","(8.5, 18.5, 11.833333333333334)","(5.0, 11.5, 11.317857142857143)","(6.0, 10.0, 8.4)","(18.0, 55.0, 44.57142857142857)"
08-01-2023 18:29:31.698375,"(3.5, 4.5, 4.05)","(19.0, 42.0, 26.0)","(5.0, 8.2, 7.05)","(3.7, 6.2, 5.285714285714286)","(8.5, 18.5, 11.833333333333334)","(5.0, 11.5, 11.317857142857143)","(6.0, 10.0, 8.4)","(18.0, 55.0, 44.57142857142857)"
08-01-2023 18:29:32.783904,"(3.5, 4.5, 3.96)","(19.0, 42.0, 26.0)","(5.0, 8.2, 7.05)","(3.7, 6.2, 5.285714285714286)","(8.5, 18.5, 11.833333333333334)","(5.0, 11.5, 11.317857142857143)","(6.0, 10.0, 8.4)","(18.0, 55.0, 44.57142857142857)"
08-01-2023 18:29:33.839137,"(3.5, 4.4, 4.266071428571429)","(19.0, 42.0, 26.0)","(5.0, 8.2, 7.05)","(3.7, 6.2, 5.285714285714286)","(8.5, 18.5, 11.833333333333334)","(5.0, 11.5, 11.317857142857143)","(6.0, 10.0, 8.4)","(18.0, 55.0, 44.57142857142857)"
08-01-2023 18:29:34.920919,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 26.0)","(5.0, 8.2, 7.05)","(3.7, 6.2, 5.285714285714286)","(8.5, 18.5, 11.833333333333334)","(5.0, 11.5, 11.317857142857143)","(6.0, 10.0, 9.507692307692308)","(18.0, 55.0, 44.57142857142857)"
08-01-2023 18:29:35.938225,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 26.0)","(5.0, 8.2, 7.05)","(3.7, 6.2, 5.285714285714286)","(8.5, 18.5, 11.833333333333334)","(5.0, 11.5, 11.317857142857143)","(6.0, 10.0, 9.542857142857143)","(18.0, 55.0, 44.57142857142857)"
08-01-2023 18:29:37.070259,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 26.0)","(5.0, 8.2, 7.05)","(3.7, 6.2, 5.285714285714286)","(8.5, 18.5, 11.833333333333334)","(5.0, 11.5, 11.317857142857143)","(6.0, 10.0, 9.542857142857143)","(18.0, 55.0, 44.57142857142857)"
08-01-2023 18:29:38.219383,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 26.0)","(5.0, 8.2, 7.05)","(3.7, 6.2, 5.285714285714286)","(8.5, 18.5, 11.833333333333334)","(5.0, 11.5, 11.317857142857143)","(6.0, 10.0, 9.542857142857143)","(18.0, 55.0, 44.57142857142857)"
08-01-2023 18:29:39.348526,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 26.0)","(5.0, 8.2, 7.05)","(3.7, 6.2, 5.285714285714286)","(8.5, 18.5, 11.833333333333334)","(5.0, 11.5, 11.317857142857143)","(6.0, 10.0, 9.085714285714285)","(18.0, 55.0, 44.57142857142857)"
08-01-2023 18:29:40.457384,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 26.0)","(5.0, 8.2, 7.05)","(3.7, 6.2, 5.285714285714286)","(8.5, 18.5, 11.833333333333334)","(5.0, 11.5, 11.317857142857143)","(6.0, 10.0, 9.085714285714285)","(18.0, 55.0, 44.57142857142857)"
08-01-2023 18:29:41.526690,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 26.0)","(5.0, 8.2, 7.05)","(3.7, 6.2, 5.285714285714286)","(8.5, 18.5, 12.833333333333334)","(5.0, 11.5, 11.317857142857143)","(6.0, 10.0, 9.085714285714285)","(18.0, 55.0, 44.57142857142857)"
08-01-2023 18:29:42.570420,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 26.0)","(5.0, 8.0, 7.3)","(3.7, 6.2, 5.285714285714286)","(8.5, 17.5, 12.833333333333334)","(5.0, 11.5, 11.317857142857143)","(6.0, 10.0, 8.55)","(18.0, 55.0, 44.57142857142857)"
08-01-2023 18:29:43.652401,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 26.0)","(5.0, 8.0, 6.425000000000001)","(3.7, 6.2, 5.285714285714286)","(8.5, 17.5, 12.833333333333334)","(5.0, 11.5, 11.317857142857143)","(6.0, 9.6, 7.883333333333333)","(18.0, 55.0, 44.57142857142857)"
08-01-2023 18:29:44.784456,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 26.0)","(5.0, 8.0, 6.425000000000001)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.5, 15.5)","(5.0, 11.5, 10.8)","(6.0, 9.4, 7.720000000000001)","(18.0, 55.0, 41.0)"
08-01-2023 18:29:45.954499,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 28.57142857142857)","(5.0, 8.0, 6.425000000000001)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.0, 15.5)","(5.0, 11.5, 10.8)","(6.0, 9.4, 7.720000000000001)","(18.0, 55.0, 47.44444444444444)"
08-01-2023 18:29:47.110325,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 28.57142857142857)","(5.0, 8.0, 6.375)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.0, 15.5)","(5.0, 11.5, 10.8)","(6.0, 9.4, 7.720000000000001)","(18.0, 55.0, 48.2)"
08-01-2023 18:29:48.282097,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 28.57142857142857)","(5.0, 7.8, 6.046153846153847)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.0, 15.5)","(5.0, 11.5, 10.8)","(6.0, 9.4, 7.720000000000001)","(18.0, 55.0, 48.2)"
08-01-2023 18:29:49.429811,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 28.57142857142857)","(5.0, 7.6, 6.030769230769231)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.0, 15.5)","(5.0, 11.5, 10.8)","(6.0, 9.4, 7.720000000000001)","(18.0, 55.0, 48.2)"
08-01-2023 18:29:50.521350,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 28.57142857142857)","(5.0, 7.6, 6.030769230769231)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.0, 15.875)","(5.0, 11.5, 10.8)","(6.0, 9.4, 7.720000000000001)","(18.0, 55.0, 48.2)"
08-01-2023 18:29:51.628603,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 32.6)","(5.0, 7.6, 6.030769230769231)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.5, 15.875)","(5.0, 11.5, 10.8)","(6.0, 9.4, 7.720000000000001)","(18.0, 55.0, 48.2)"
08-01-2023 18:29:52.721747,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 32.6)","(5.0, 7.6, 6.030769230769231)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.5, 15.875)","(5.0, 11.5, 10.8)","(6.0, 9.4, 7.720000000000001)","(18.0, 55.0, 48.2)"
08-01-2023 18:29:53.779108,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 32.6)","(5.0, 7.6, 6.030769230769231)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.5, 15.875)","(5.0, 11.5, 10.8)","(6.0, 9.4, 7.720000000000001)","(18.0, 55.0, 48.2)"
08-01-2023 18:29:54.876501,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 32.6)","(5.0, 7.6, 6.030769230769231)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.5, 15.875)","(5.0, 11.5, 10.8)","(6.0, 9.4, 7.720000000000001)","(18.0, 55.0, 48.2)"
08-01-2023 18:29:55.988306,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 32.6)","(5.0, 7.6, 6.030769230769231)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.5, 15.875)","(5.0, 11.5, 10.8)","(6.0, 9.4, 7.720000000000001)","(18.0, 55.0, 48.2)"
08-01-2023 18:29:56.992121,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 32.6)","(5.0, 7.6, 6.030769230769231)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.5, 15.875)","(5.0, 11.5, 10.8)","(6.0, 9.4, 7.720000000000001)","(18.0, 55.0, 48.2)"
08-01-2023 18:29:58.074259,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 32.6)","(5.0, 7.6, 6.030769230769231)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.5, 15.875)","(5.0, 11.5, 10.8)","(6.0, 9.4, 7.720000000000001)","(18.0, 55.0, 48.2)"
08-01-2023 18:29:59.197434,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 32.6)","(5.0, 7.6, 6.030769230769231)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.5, 15.875)","(5.0, 11.5, 10.8)","(6.0, 9.4, 7.720000000000001)","(18.0, 55.0, 48.2)"
08-01-2023 18:30:00.352112,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 32.6)","(5.0, 7.6, 6.030769230769231)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.5, 15.875)","(5.0, 11.5, 10.8)","(6.0, 9.4, 7.720000000000001)","(18.0, 55.0, 48.2)"
08-01-2023 18:30:01.464208,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 32.6)","(5.0, 7.6, 6.030769230769231)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.5, 15.875)","(5.0, 11.5, 10.8)","(6.0, 9.4, 8.107692307692307)","(18.0, 55.0, 48.2)"
08-01-2023 18:30:02.462475,"(3.5, 4.4, 3.9000000000000004)","(19.0, 42.0, 33.04761904761905)","(5.0, 7.6, 6.030769230769231)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.5, 14.272727272727273)","(5.0, 11.5, 10.0)","(6.0, 9.4, 8.885714285714284)","(18.0, 55.0, 43.666666666666664)"
08-01-2023 18:30:03.517099,"(3.5, 4.4, 3.9000000000000004)","(19.0, 40.0, 35.96875)","(5.0, 7.6, 6.030769230769231)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.0, 14.272727272727273)","(5.0, 11.5, 10.9375)","(6.0, 9.2, 8.885714285714284)","(18.0, 48.0, 43.666666666666664)"
08-01-2023 18:30:04.607437,"(3.5, 4.4, 3.9000000000000004)","(19.0, 38.0, 36.60714285714286)","(5.0, 7.6, 6.021428571428571)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.0, 14.272727272727273)","(5.0, 11.5, 10.0)","(6.0, 9.2, 8.885714285714284)","(18.0, 48.0, 43.666666666666664)"
08-01-2023 18:30:05.733424,"(3.5, 4.4, 3.9000000000000004)","(19.0, 38.0, 36.60714285714286)","(5.0, 7.6, 6.021428571428571)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.0, 14.272727272727273)","(5.0, 11.5, 9.045454545454545)","(6.0, 9.2, 7.628571428571428)","(18.0, 48.0, 43.666666666666664)"
08-01-2023 18:30:06.842332,"(3.5, 4.4, 3.9000000000000004)","(19.0, 38.0, 36.60714285714286)","(5.0, 7.6, 6.021428571428571)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.0, 14.272727272727273)","(5.0, 11.5, 9.045454545454545)","(6.0, 9.2, 8.5)","(18.0, 48.0, 43.666666666666664)"
08-01-2023 18:30:07.855872,"(3.5, 4.4, 3.9000000000000004)","(19.0, 38.0, 36.60714285714286)","(5.0, 7.6, 6.021428571428571)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.0, 12.058823529411764)","(5.0, 11.5, 10.39795918367347)","(6.0, 9.0, 8.5)","(18.0, 48.0, 39.14285714285714)"
08-01-2023 18:30:08.875290,"(3.5, 4.4, 3.9000000000000004)","(19.0, 36.0, 33.66666666666667)","(5.0, 7.6, 6.021428571428571)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.0, 12.058823529411764)","(5.0, 11.5, 10.39795918367347)","(6.0, 9.0, 8.5)","(18.0, 46.0, 39.14285714285714)"
08-01-2023 18:30:09.876437,"(3.5, 4.4, 3.9000000000000004)","(19.0, 34.0, 32.892857142857146)","(5.0, 7.6, 6.021428571428571)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.0, 12.058823529411764)","(5.0, 11.5, 10.39795918367347)","(6.0, 9.0, 8.5)","(18.0, 46.0, 39.14285714285714)"
08-01-2023 18:30:10.897859,"(3.5, 4.4, 3.9000000000000004)","(19.0, 34.0, 32.892857142857146)","(5.0, 7.0, 6.0)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.0, 12.058823529411764)","(5.0, 11.5, 10.39795918367347)","(6.0, 9.0, 8.5)","(18.0, 46.0, 32.0)"
08-01-2023 18:30:11.953468,"(3.5, 4.4, 3.9000000000000004)","(19.0, 34.0, 27.26086956521739)","(5.0, 6.8, 6.08)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.0, 12.058823529411764)","(5.0, 11.5, 10.39795918367347)","(6.0, 9.0, 8.5)","(18.0, 46.0, 33.0)"
08-01-2023 18:30:13.030820,"(3.5, 4.4, 3.9000000000000004)","(19.0, 32.0, 30.200000000000003)","(5.0, 6.8, 6.08)","(3.7, 6.2, 5.488888888888889)","(8.5, 17.0, 15.714285714285715)","(5.0, 11.5, 9.154545454545454)","(6.0, 9.0, 8.5)","(18.0, 44.0, 38.54545454545455)"
08-01-2023 18:30:14.081298,"(3.5, 4.4, 3.9000000000000004)","(19.0, 32.0, 28.875)","(5.0, 6.8, 6.08)","(3.7, 6.2, 5.488888888888889)","(8.5, 16.5, 15.857142857142858)","(5.0, 11.5, 8.22)","(6.0, 9.0, 8.5)","(18.0, 42.0, 29.714285714285715)"
08-01-2023 18:30:15.169443,"(3.5, 4.4, 3.9000000000000004)","(19.0, 32.0, 28.57142857142857)","(5.0, 6.8, 6.08)","(3.7, 6.2, 5.488888888888889)","(8.5, 16.5, 15.857142857142858)","(5.0, 11.5, 8.766666666666667)","(6.0, 9.0, 8.5)","(18.0, 44.0, 34.0)"
08-01-2023 18:30:16.250530,"(3.5, 4.4, 3.9000000000000004)","(19.0, 32.0, 28.57142857142857)","(5.0, 6.8, 6.08)","(3.7, 6.2, 5.488888888888889)","(8.5, 16.5, 15.857142857142858)","(5.0, 11.5, 8.766666666666667)","(6.0, 9.0, 8.5)","(18.0, 44.0, 34.0)"
08-01-2023 18:30:17.336791,"(3.5, 4.4, 3.9000000000000004)","(19.0, 32.0, 28.57142857142857)","(5.0, 6.8, 6.08)","(3.7, 6.2, 5.488888888888889)","(8.5, 16.5, 15.857142857142858)","(5.0, 11.5, 8.766666666666667)","(6.0, 9.0, 8.5)","(18.0, 44.0, 34.0)"
08-01-2023 18:30:18.435453,"(3.5, 4.4, 3.9000000000000004)","(19.0, 30.0, 28.333333333333336)","(5.0, 6.8, 6.08)","(3.7, 6.2, 5.488888888888889)","(8.5, 16.5, 13.0)","(5.0, 11.5, 8.766666666666667)","(6.0, 9.0, 8.5)","(18.0, 40.0, 32.888888888888886)"
08-01-2023 18:30:19.435240,"(3.5, 4.4, 3.9000000000000004)","(19.0, 30.0, 28.333333333333336)","(5.0, 6.8, 6.08)","(3.7, 6.2, 5.488888888888889)","(8.5, 16.5, 13.0)","(5.0, 11.5, 8.766666666666667)","(6.0, 9.0, 8.5)","(18.0, 40.0, 29.333333333333332)"
08-01-2023 18:30:20.551319,"(3.5, 4.4, 3.9000000000000004)","(19.0, 30.0, 27.5)","(5.0, 6.8, 6.08)","(3.7, 6.2, 5.488888888888889)","(8.5, 16.5, 15.0)","(5.0, 11.5, 8.575)","(6.0, 9.0, 8.5)","(18.0, 40.0, 33.333333333333336)"
08-01-2023 18:30:21.682075,"(3.5, 4.4, 3.9000000000000004)","(19.0, 29.0, 27.5)","(5.0, 6.8, 6.08)","(3.7, 6.2, 5.488888888888889)","(8.5, 16.0, 15.0)","(5.0, 11.5, 9.033333333333333)","(6.0, 9.0, 8.5)","(18.0, 38.0, 33.333333333333336)"
08-01-2023 18:30:22.838865,"(3.5, 4.4, 3.9000000000000004)","(19.0, 29.0, 27.5)","(5.0, 6.8, 6.08)","(3.7, 6.2, 5.488888888888889)","(8.5, 16.0, 15.0)","(5.0, 11.5, 9.033333333333333)","(6.0, 9.0, 8.333333333333334)","(18.0, 38.0, 33.333333333333336)"
08-01-2023 18:30:23.952103,"(3.5, 4.4, 3.875)","(19.0, 29.0, 23.0)","(5.0, 6.8, 6.08)","(3.7, 6.2, 5.488888888888889)","(8.5, 16.0, 12.923076923076923)","(5.0, 11.5, 10.417073170731708)","(6.0, 9.0, 8.333333333333334)","(18.0, 38.0, 26.8)"
08-01-2023 18:30:25.067991,"(3.5, 4.4, 3.875)","(19.0, 29.0, 23.0)","(5.0, 6.8, 6.08)","(3.7, 6.2, 5.488888888888889)","(8.5, 16.0, 14.625)","(5.0, 11.5, 8.875)","(6.0, 9.0, 8.333333333333334)","(18.0, 38.0, 32.0)"
08-01-2023 18:30:26.158763,"(3.5, 4.4, 3.875)","(19.0, 28.0, 26.666666666666664)","(5.0, 6.8, 6.08)","(3.7, 6.2, 5.488888888888889)","(8.5, 15.5, 12.777777777777779)","(5.0, 11.5, 9.299999999999999)","(6.0, 9.0, 8.333333333333334)","(18.0, 36.0, 28.57142857142857)"
08-01-2023 18:30:27.277543,"(3.5, 4.4, 3.875)","(19.0, 28.0, 25.833333333333336)","(5.0, 6.8, 6.08)","(3.7, 6.2, 5.488888888888889)","(8.5, 15.5, 14.25)","(5.0, 11.5, 9.299999999999999)","(6.0, 9.0, 8.333333333333334)","(18.0, 36.0, 32.77777777777778)"
08-01-2023 18:30:28.349604,"(3.5, 4.4, 3.875)","(19.0, 27.0, 25.833333333333336)","(5.0, 6.8, 6.08)","(3.7, 6.2, 5.488888888888889)","(8.5, 15.0, 14.25)","(5.0, 11.5, 9.299999999999999)","(6.0, 9.0, 8.333333333333334)","(18.0, 34.0, 32.77777777777778)"
08-01-2023 18:30:29.434430,"(3.5, 4.4, 3.875)","(19.0, 27.0, 26.318181818181817)","(5.0, 6.8, 6.08)","(3.7, 6.2, 5.488888888888889)","(8.5, 15.0, 12.642857142857142)","(5.0, 11.5, 10.457894736842105)","(6.0, 9.0, 8.333333333333334)","(18.0, 34.0, 28.176470588235293)"
08-01-2023 18:30:30.480156,"(3.5, 4.4, 3.875)","(19.0, 27.0, 23.071428571428573)","(5.0, 6.8, 6.08)","(3.7, 6.2, 5.488888888888889)","(8.5, 15.0, 12.666666666666666)","(5.0, 11.5, 9.02)","(6.0, 9.0, 8.333333333333334)","(18.0, 34.0, 31.0)"
08-01-2023 18:30:31.574323,"(3.5, 4.4, 3.875)","(19.0, 26.0, 25.40909090909091)","(5.0, 6.8, 6.08)","(3.7, 6.2, 5.488888888888889)","(8.5, 15.0, 12.666666666666666)","(5.0, 11.5, 9.014285714285714)","(6.0, 9.0, 8.333333333333334)","(18.0, 32.0, 31.0)"
08-01-2023 18:30:32.634194,"(3.5, 4.4, 3.875)","(19.0, 26.0, 25.5)","(5.0, 6.8, 5.99)","(3.7, 6.2, 5.488888888888889)","(8.5, 15.0, 12.666666666666666)","(5.0, 11.5, 9.127272727272727)","(6.0, 9.0, 8.333333333333334)","(18.0, 32.0, 31.0)"
08-01-2023 18:30:33.762137,"(3.5, 4.4, 3.875)","(19.0, 26.0, 25.5)","(5.0, 6.8, 5.99)","(3.7, 6.2, 5.488888888888889)","(8.5, 15.0, 12.666666666666666)","(5.0, 11.5, 9.127272727272727)","(6.0, 9.0, 8.333333333333334)","(18.0, 32.0, 27.235294117647058)"
08-01-2023 18:30:34.863375,"(3.5, 4.4, 3.875)","(19.0, 26.0, 22.75)","(5.0, 6.8, 5.981818181818182)","(3.7, 6.2, 5.488888888888889)","(8.5, 15.0, 12.666666666666666)","(5.0, 11.5, 9.127272727272727)","(6.0, 9.0, 8.333333333333334)","(18.0, 32.0, 29.22222222222222)"
08-01-2023 18:30:36.017463,"(3.5, 4.4, 3.875)","(19.0, 25.0, 22.369565217391305)","(5.0, 6.8, 5.981818181818182)","(3.7, 6.2, 5.488888888888889)","(8.5, 15.0, 12.666666666666666)","(5.0, 11.5, 9.635714285714286)","(6.0, 9.0, 8.0)","(18.0, 30.0, 26.5)"
08-01-2023 18:30:37.145380,"(3.5, 4.4, 3.875)","(19.0, 25.0, 22.369565217391305)","(5.0, 6.8, 5.981818181818182)","(3.7, 6.2, 5.488888888888889)","(8.5, 15.0, 12.666666666666666)","(5.0, 11.5, 9.635714285714286)","(6.0, 9.0, 8.0)","(18.0, 30.0, 28.333333333333332)"
08-01-2023 18:30:38.296557,"(3.5, 4.4, 3.875)","(19.0, 25.0, 22.369565217391305)","(5.0, 6.8, 6.066666666666667)","(3.7, 6.2, 5.488888888888889)","(8.5, 15.0, 13.666666666666666)","(5.0, 11.5, 9.635714285714286)","(6.0, 9.0, 7.568421052631579)","(18.0, 29.0, 28.333333333333332)"
08-01-2023 18:30:39.367787,"(3.5, 4.4, 3.875)","(19.0, 25.0, 22.369565217391305)","(5.0, 6.4, 6.066666666666667)","(3.7, 6.2, 5.488888888888889)","(8.5, 14.5, 12.483870967741936)","(5.0, 11.5, 10.658064516129032)","(6.0, 8.8, 7.685714285714285)","(18.0, 29.0, 26.2)"
08-01-2023 18:30:40.415957,"(3.5, 4.4, 3.875)","(19.0, 25.0, 22.369565217391305)","(5.0, 6.4, 6.0)","(3.7, 6.2, 5.488888888888889)","(8.5, 14.5, 12.483870967741936)","(5.0, 11.5, 9.475000000000001)","(6.0, 8.6, 7.685714285714285)","(18.0, 29.0, 26.2)"
08-01-2023 18:30:41.516241,"(3.5, 4.4, 3.875)","(19.0, 25.0, 22.369565217391305)","(5.0, 6.4, 6.0)","(3.7, 6.2, 5.488888888888889)","(8.5, 14.5, 12.483870967741936)","(5.0, 11.5, 9.475000000000001)","(6.0, 8.6, 7.685714285714285)","(18.0, 29.0, 26.2)"
08-01-2023 18:30:42.616904,"(3.5, 4.4, 3.875)","(19.0, 25.0, 22.369565217391305)","(5.0, 6.4, 6.0)","(3.7, 6.2, 5.488888888888889)","(8.5, 14.5, 12.483870967741936)","(5.0, 11.5, 9.475000000000001)","(6.0, 8.6, 7.685714285714285)","(18.0, 29.0, 26.2)"
08-01-2023 18:30:43.782246,"(3.5, 4.4, 3.875)","(19.0, 25.0, 22.369565217391305)","(5.0, 6.4, 6.0)","(3.7, 6.2, 5.488888888888889)","(8.5, 14.5, 12.483870967741936)","(5.0, 11.5, 9.475000000000001)","(6.0, 8.6, 7.252631578947368)","(18.0, 29.0, 26.2)"
08-01-2023 18:30:44.983465,"(3.5, 4.4, 3.875)","(19.0, 25.0, 22.369565217391305)","(5.0, 6.4, 6.0)","(3.7, 6.2, 5.488888888888889)","(8.5, 14.5, 12.483870967741936)","(5.0, 11.5, 9.475000000000001)","(6.0, 8.6, 7.252631578947368)","(18.0, 29.0, 26.2)"
08-01-2023 18:30:46.159112,"(3.5, 4.4, 3.875)","(19.0, 25.0, 22.369565217391305)","(5.0, 6.4, 6.0)","(3.7, 6.2, 5.488888888888889)","(8.5, 14.5, 12.483870967741936)","(5.0, 11.5, 9.475000000000001)","(6.0, 8.6, 7.252631578947368)","(18.0, 29.0, 26.2)"
08-01-2023 18:30:47.325924,"(3.5, 4.4, 3.875)","(19.0, 25.0, 22.369565217391305)","(5.0, 6.4, 6.0)","(3.7, 6.2, 5.488888888888889)","(8.5, 14.5, 12.483870967741936)","(5.0, 11.5, 9.475000000000001)","(6.0, 8.6, 7.252631578947368)","(18.0, 29.0, 26.2)"
08-01-2023 18:30:48.436175,"(3.5, 4.4, 3.875)","(19.0, 25.0, 22.369565217391305)","(5.0, 6.4, 6.0)","(3.7, 6.2, 5.488888888888889)","(8.5, 14.5, 12.483870967741936)","(5.0, 11.5, 9.475000000000001)","(6.0, 8.6, 7.252631578947368)","(18.0, 29.0, 26.2)"
08-01-2023 18:30:49.499287,"(3.5, 4.4, 3.875)","(19.0, 25.0, 22.369565217391305)","(5.0, 6.4, 6.0)","(3.7, 6.2, 5.488888888888889)","(8.5, 14.5, 12.483870967741936)","(5.0, 11.5, 9.475000000000001)","(6.0, 8.6, 7.252631578947368)","(18.0, 29.0, 26.2)"
08-01-2023 18:30:50.612540,"(3.5, 4.4, 3.875)","(19.0, 25.0, 22.369565217391305)","(5.0, 6.4, 6.0)","(3.7, 6.2, 5.488888888888889)","(8.5, 14.5, 12.483870967741936)","(5.0, 11.5, 9.475000000000001)","(6.0, 8.6, 7.252631578947368)","(18.0, 29.0, 26.2)"
08-01-2023 18:30:51.757188,"(3.5, 4.4, 3.875)","(19.0, 25.0, 22.369565217391305)","(5.0, 6.4, 6.0)","(3.7, 6.2, 5.488888888888889)","(8.5, 14.5, 12.483870967741936)","(5.0, 11.5, 9.475000000000001)","(6.0, 8.6, 7.252631578947368)","(18.0, 29.0, 26.2)"
08-01-2023 18:30:52.892601,"(3.5, 4.4, 3.875)","(19.0, 25.0, 22.369565217391305)","(5.0, 6.4, 6.0)","(3.7, 6.2, 5.488888888888889)","(8.5, 14.5, 12.483870967741936)","(5.0, 11.5, 9.475000000000001)","(6.0, 8.6, 7.252631578947368)","(18.0, 29.0, 26.2)"
08-01-2023 18:30:54.053724,"(3.5, 4.4, 3.875)","(19.0, 25.0, 22.369565217391305)","(5.0, 6.4, 6.0)","(3.7, 6.2, 5.488888888888889)","(8.5, 14.5, 12.483870967741936)","(5.0, 11.5, 9.475000000000001)","(6.0, 8.6, 7.252631578947368)","(18.0, 29.0, 26.2)"
08-01-2023 18:30:55.068136,"(3.5, 4.4, 3.875)","(19.0, 25.0, 22.369565217391305)","(5.0, 6.4, 6.0)","(3.7, 6.2, 5.488888888888889)","(8.5, 14.5, 12.483870967741936)","(5.0, 11.5, 9.475000000000001)","(6.0, 8.6, 7.252631578947368)","(18.0, 29.0, 26.2)"
08-01-2023 18:30:56.139606,"(3.5, 4.4, 3.875)","(19.0, 25.0, 22.369565217391305)","(5.0, 6.4, 6.0)","(3.7, 6.2, 5.488888888888889)","(8.5, 14.5, 12.483870967741936)","(5.0, 11.5, 9.475000000000001)","(6.0, 8.6, 7.6)","(18.0, 29.0, 26.2)"
